"id","name","prefix","year1","year2","language","nodesid"
"6781","Geylnhusen",null,null,null,null,"2151"
"6782","Gellhause",null,null,null,null,"2151"
"6783","Gembloers",null,null,null,null,"2152"
"6784","Gemblacum",null,null,null,null,"2152"
"6785","Gemblours",null,null,null,null,"2152"
"6786","Gemünden",null,null,null,null,"2154"
"6787","Burggemünden",null,null,null,null,"2154"
"6788","gemunden super stratam",null,null,null,null,"2154"
"6789","Gemünden superius",null,null,null,null,"2154"
"6790","Burgemunden",null,null,null,null,"2154"
"6791","Gemunden an der Strazin",null,null,null,null,"2154"
"6792","Abirngemundin",null,null,null,null,"2154"
"6793","Gemonden an der straßin",null,null,null,null,"2154"
"6794","Gurggkemunden",null,null,null,null,"2154"
"6795","Bruocgandringe",null,null,null,null,"2155"
"6796","Bruckindringen",null,null,null,null,"2155"
"6797","Gendringe",null,null,null,null,"2155"
"6798","Brucgendrege",null,null,null,null,"2155"
"6799","Brocgenderinge",null,null,null,null,"2155"
"6800","Genemuden",null,null,null,null,"2156"
"6801","Geynmuden",null,null,null,null,"2156"
"6802","Genemuyde",null,null,null,null,"2156"
"6803","Genemuden",null,null,null,null,"2156"
"6804","Ghenemuden",null,null,null,null,"2156"
"6805","Gelemuiden",null,null,null,null,"2156"
"6806","Geelmuyen",null,null,null,null,"2156"
"6807","Genemuyden",null,null,null,null,"2156"
"6808","Gellemuden",null,null,null,null,"2156"
"6809","Geiske",null,null,null,null,"2176"
"6810","Gescen",null,null,null,null,"2176"
"6811","Gesiki",null,null,null,null,"2176"
"6812","Gisici",null,null,null,null,"2176"
"6813","Gesize",null,null,null,null,"2176"
"6814","Gieseke",null,null,null,null,"2176"
"6815","Geseche",null,null,null,null,"2176"
"6816","Gesici",null,null,null,null,"2176"
"6817","Gession",null,null,null,null,"2176"
"6818","Gesecho",null,null,null,null,"2176"
"6819","Geseca",null,null,null,null,"2176"
"6820","Gysike",null,null,null,null,"2176"
"6821","Geyseke",null,null,null,null,"2176"
"6822","Gesicke",null,null,null,null,"2176"
"6823","Geiseke",null,null,null,null,"2176"
"6824","Geysecke",null,null,null,null,"2176"
"6825","Ganipi",null,null,null,null,"2157"
"6826","Ganipe",null,null,null,null,"2157"
"6827","Genepe",null,null,null,null,"2157"
"6828","Gennyp",null,null,null,null,"2157"
"6829","Gempe",null,null,null,null,"2157"
"6830","Gennin",null,null,null,null,"2158"
"6831","Gandensis",null,null,null,null,"2159"
"6832","Ganda",null,null,null,null,"2159"
"6833","Gandauum",null,null,null,null,"2159"
"6834","Ganth",null,null,null,null,"2159"
"6835","Gend",null,null,null,null,"2159"
"6836","Ghent",null,null,null,null,"2159"
"6837","Gand",null,null,null,null,"2159"
"6838","Plote",null,null,null,null,"2160"
"6839","Plothen",null,null,null,null,"2160"
"6840","Gentien",null,null,null,null,"2160"
"6841","Gentyn",null,null,null,null,"2160"
"6842","Jentyn",null,null,null,null,"2160"
"6843","Georgenburg",null,null,null,null,"2162"
"6844","Majowka",null,null,null,null,"2162"
"6845","Маёвка",null,null,null,null,"2162"
"6846","Georgenburg",null,null,null,null,"2163"
"6847","Jurborg",null,null,null,null,"2163"
"6848","Geraha",null,null,null,null,"2164"
"6849","Ger",null,null,null,null,"2164"
"6850","Gercike",null,null,null,null,"2165"
"6851","Gerzike",null,null,null,null,"2165"
"6852","Gerdauge",null,null,null,null,"2166"
"6853","Gherdou",null,null,null,null,"2166"
"6854","Gherdowe",null,null,null,null,"2166"
"6855","Gerdaw",null,null,null,null,"2166"
"6856","Gerdshagen",null,null,null,null,"2168"
"6857","Rode",null,null,null,null,"2170"
"6858","Gerenrode",null,null,null,null,"2170"
"6859","Geronisroth",null,null,null,null,"2170"
"6860","Geronrod",null,null,null,null,"2170"
"6861","Gerenrodun",null,null,null,null,"2170"
"6862","Gerenroht",null,null,null,null,"2170"
"6863","Dąbie",null,null,null,null,"2172"
"6864","Gersdorf",null,null,null,null,"2172"
"6865","Gerdegheshusi",null,null,null,null,"2174"
"6866","Gerdessen",null,null,null,null,"2174"
"6867","Gherdissen",null,null,null,null,"2174"
"6868","Gascheri",null,null,null,null,"2175"
"6869","Gasgare",null,null,null,null,"2175"
"6870","Geschere",null,null,null,null,"2175"
"6871","Gesgere",null,null,null,null,"2175"
"6872","Gesmeri",null,null,null,null,"2177"
"6873","Gesmele",null,null,null,null,"2177"
"6874","Geyzmele",null,null,null,null,"2177"
"6875","Gesmello",null,null,null,null,"2177"
"6876","Gesmen",null,null,null,null,"2177"
"6877","Gismel",null,null,null,null,"2177"
"6878","Mainz-Kastel",null,null,null,null,"3582"
"6879","Castellum Mattiacorum",null,null,null,null,"3582"
"6880","Castelere Marche",null,null,null,null,"3582"
"6881","Castella",null,null,null,null,"3582"
"6882","Castellum",null,null,null,null,"3582"
"6883","Castlel",null,null,null,null,"3582"
"6884","Castele",null,null,null,null,"3582"
"6885","Castelle",null,null,null,null,"3582"
"6886","Kastele",null,null,null,null,"3582"
"6887","Cassel",null,null,null,null,"3582"
"6888","Givicansten",null,null,null,null,"2184"
"6889","Giviconsten",null,null,null,null,"2184"
"6890","Gebehildehusen",null,null,null,null,"2185"
"6891","Ghevoldehusen",null,null,null,null,"2185"
"6892","Geuoldehusen",null,null,null,null,"2185"
"6893","Geueldehusen",null,null,null,null,"2185"
"6894","Giebeldehusin",null,null,null,null,"2185"
"6895","Gebeldehaussen",null,null,null,null,"2185"
"6896","Gibeldehausen",null,null,null,null,"2185"
"6897","Gieboldshausen",null,null,null,null,"2185"
"6898","Giedrojcie",null,null,null,null,"2186"
"6899","Gile",null,null,null,null,"2187"
"6900","Gyle",null,null,null,null,"2187"
"6901","Chylowe",null,null,null,null,"2189"
"6902","Chilowe",null,null,null,null,"2189"
"6903","Chylov",null,null,null,null,"2189"
"6904","Chilou",null,null,null,null,"2189"
"6905","Gylowe",null,null,null,null,"2189"
"6906","Ghilowe",null,null,null,null,"2189"
"6907","Gilow",null,null,null,null,"2189"
"6908","Giesendorf",null,null,null,null,"2192"
"6909","Ghisenslaghe",null,null,null,null,"2193"
"6910","Gysenslage",null,null,null,null,"2193"
"6911","Hardinxveld-Giessendam",null,null,null,null,"2195"
"6912","Gysendam",null,null,null,null,"2195"
"6913","dore den dam van Oltghiesen in die Merwede",null,null,null,null,"2195"
"6914","den dammen van Giessen",null,null,null,null,"2195"
"6915","de halvendamme sterven in die Ghiessen leghet",null,null,null,null,"2195"
"6916","Ghiesendamme",null,null,null,null,"2195"
"6917","Gyessendamme",null,null,null,null,"2195"
"6918","Giesendam Giesendam",null,null,null,null,"2195"
"6919","Getlo",null,null,null,null,"2197"
"6920","Gietel",null,null,null,null,"2197"
"6921","Gheetlo",null,null,null,null,"2197"
"6922","Getele",null,null,null,null,"2197"
"6923","Geitlo",null,null,null,null,"2197"
"6924","Ghytelo",null,null,null,null,"2197"
"6925","Geetlo",null,null,null,null,"2197"
"6926","Gyetelo",null,null,null,null,"2197"
"6927","Ghietelo",null,null,null,null,"2197"
"6928","Geetelo",null,null,null,null,"2197"
"6929","Geten",null,null,null,null,"2198"
"6930","Gheyten",null,null,null,null,"2198"
"6931","Gheten",null,null,null,null,"2198"
"6932","Ghethen",null,null,null,null,"2198"
"6933","Geyten",null,null,null,null,"2198"
"6934","Gheeten",null,null,null,null,"2198"
"6935","Gefhorne",null,null,null,null,"2199"
"6936","Gifhorni",null,null,null,null,"2199"
"6937","Ghiffhorne",null,null,null,null,"2199"
"6938","Jeuekenthorpe",null,null,null,null,"2200"
"6939","Gevzin",null,null,null,null,"2181"
"6940","Gywirczcin",null,null,null,null,"2181"
"6941","Gywetzin",null,null,null,null,"2181"
"6942","Gywertzin",null,null,null,null,"2181"
"6943","Gestele",null,null,null,null,"2178"
"6944","Ghestel",null,null,null,null,"2178"
"6945","Nijenkerken",null,null,null,null,"2201"
"6946","Nova ecclesia",null,null,null,null,"2201"
"6947","Nyenkerken",null,null,null,null,"2201"
"6948","Burg Ginsburg",null,null,null,null,"2205"
"6949","Gnieschau",null,null,null,null,"2245"
"6952","Gispesleuben",null,null,null,null,"2206"
"6953","Gispotisleben",null,null,null,null,"2206"
"6954","Kisperslebe",null,null,null,null,"2206"
"6955","Gispersleibin",null,null,null,null,"2206"
"6956","Gissolk",null,null,null,null,"2208"
"6957","Getlide",null,null,null,null,"2209"
"6958","Getlithi",null,null,null,null,"2209"
"6959","Getlethe",null,null,null,null,"2209"
"6960","Gythlede",null,null,null,null,"2209"
"6961","Ghyddelde",null,null,null,null,"2209"
"6962","Gitter auf dem Berge",null,null,null,null,"2210"
"6963","Geizheres",null,null,null,null,"2210"
"6964","Gaeteri",null,null,null,null,"2210"
"6965","Iehthere",null,null,null,null,"2210"
"6966","Jaitterem",null,null,null,null,"2210"
"6967","Geter",null,null,null,null,"2210"
"6968","Gythere",null,null,null,null,"2210"
"6969","Gitere",null,null,null,null,"2210"
"6970","Gladczyn",null,null,null,null,"2211"
"6971","Glambike",null,null,null,null,"2212"
"6972","Glambeke",null,null,null,null,"2212"
"6973","Glanathorpe",null,null,null,null,"2214"
"6974","Glandorpe",null,null,null,null,"2214"
"6975","Clandorpe",null,null,null,null,"2214"
"6976","Oistendorffer",null,null,null,null,"2214"
"6977","Glaendorp",null,null,null,null,"2214"
"6978","Dörpffer",null,null,null,null,"2214"
"6979","Dorff",null,null,null,null,"2214"
"6980","Glana",null,null,null,null,"2215"
"6981","Glaen",null,null,null,null,"2215"
"6982","Glansee",null,null,null,null,"2216"
"6983","Glasauw",null,null,null,null,"2217"
"6984","Glasowe",null,null,null,null,"2217"
"6985","Glasouw",null,null,null,null,"2217"
"6986","Glasow",null,null,null,null,"2217"
"6987","Glasaw",null,null,null,null,"2217"
"6988","Glatz",null,null,null,null,"2218"
"6989","Glaževo",null,null,null,null,"2221"
"6990","Глажево",null,null,null,null,"2221"
"6991","Glethingi",null,null,null,null,"2222"
"6992","Gledinge",null,null,null,null,"2222"
"6993","Gleidinge",null,null,null,null,"2222"
"6994","Gledhinge",null,null,null,null,"2222"
"6995","Gledinghe",null,null,null,null,"2222"
"6997","Glismoderoth",null,null,null,null,"2227"
"6998","Lismoderothe",null,null,null,null,"2227"
"6999","Glismederod",null,null,null,null,"2227"
"7000","Glysmerode",null,null,null,null,"2227"
"7001","Glißmeroda",null,null,null,null,"2227"
"7002","Glemmene",null,null,null,null,"2228"
"7003","Glimine",null,null,null,null,"2228"
"7004","Glumme",null,null,null,null,"2228"
"7005","Glumne",null,null,null,null,"2228"
"7006","Glemne",null,null,null,null,"2228"
"7007","Glymmen",null,null,null,null,"2228"
"7008","Glinik",null,null,null,null,"2230"
"7009","Glinsk",null,null,null,null,"2232"
"7010","Globicy",null,null,null,null,"2233"
"7011","Глобицы",null,null,null,null,"2233"
"29903","Rynsberg","","1375",null,"","13808"
"7015","Kinderhus",null,null,null,null,"3658"
"7016","Kynderhus",null,null,null,null,"3658"
"7017","kynderhues",null,null,null,null,"3658"
"7018","Kynderhuse",null,null,null,null,"3658"
"7019","Altengrabow",null,null,null,null,"2235"
"7020","Dulgezyz",null,null,null,null,"2235"
"7021","Gloyna",null,null,null,null,"2235"
"7022","Gleine",null,null,null,null,"2235"
"7023","Główno",null,null,null,null,"2236"
"7024","Nannenstein",null,null,null,null,"2240"
"7025","Gnannenstein",null,null,null,null,"2240"
"7026","Gnansteyn",null,null,null,null,"2240"
"7027","Gneist",null,null,null,null,"2241"
"7028","Gnesen",null,null,null,null,"2242"
"7029","Gnysen",null,null,null,null,"2242"
"7030","Gnebz",null,null,null,null,"2243"
"7031","Gniz",null,null,null,null,"2243"
"7032","Gnez",null,null,null,null,"2243"
"7033","Gnyez",null,null,null,null,"2243"
"7034","Gnyz",null,null,null,null,"2243"
"7035","Gnetsz",null,null,null,null,"2243"
"7036","Gnetz",null,null,null,null,"2243"
"7037","Gneczk",null,null,null,null,"2243"
"7038","Gnetzsch",null,null,null,null,"2243"
"7039","Gnichwitz",null,null,null,null,"2244"
"7040","Gnojau",null,null,null,null,"2249"
"7041","Gohhe",null,null,null,null,"2250"
"7042","Gogge",null,null,null,null,"2250"
"7043","Gog",null,null,null,null,"2250"
"7044","Goych",null,null,null,null,"2250"
"7045","Godin",null,null,null,null,"2252"
"7046","Godeyn",null,null,null,null,"2252"
"7047","Gottyn",null,null,null,null,"2252"
"7048","Godesberg",null,null,null,null,"2254"
"7049","Gouelde",null,null,null,null,"2257"
"7050","Govelde",null,null,null,null,"2257"
"7051","Ghofelde: Goveldo",null,null,null,null,"2257"
"7052","Ghouelde",null,null,null,null,"2257"
"7053","Gofeld",null,null,null,null,"2257"
"7054","Goefelde",null,null,null,null,"2257"
"7055","Coofeldt",null,null,null,null,"2257"
"7056","Coveldt",null,null,null,null,"2257"
"7057","Gofeldt",null,null,null,null,"2257"
"7058","Goaiïngaryp",null,null,null,null,"2258"
"7059","Godinriip",null,null,null,null,"2258"
"7060","Goyngrip",null,null,null,null,"2258"
"7061","Gohimriip",null,null,null,null,"2258"
"7013","Glogoviam","",null,null,"lat","2234"
"7014","Glogoviensis","",null,null,"lat","2234"
"6996","Gleinitz","",null,null,"deu","2223"
"6951","Gispotisleyben","","1143",null,"","2206"
"7062","Goyngriip",null,null,null,null,"2258"
"7063","Goynghryp",null,null,null,null,"2258"
"7064","Ghekelse",null,null,null,null,"2261"
"7065","Ghekelsse",null,null,null,null,"2261"
"7066","Gokelße",null,null,null,null,"2261"
"7067","Gogelße",null,null,null,null,"2261"
"7068","Gokelse",null,null,null,null,"2261"
"7069","Gockels",null,null,null,null,"2261"
"7070","Godems",null,null,null,null,"2253"
"7071","Wodamiz",null,null,null,null,"2253"
"7072","maior Wodemesse",null,null,null,null,"2253"
"7073","Kyrberg",null,null,null,null,"3670"
"7074","Kircperg",null,null,null,null,"3670"
"7075","Kirchberg",null,null,null,null,"3670"
"7076","Kirchhasel",null,null,null,null,"3678"
"7077","Hasalaha",null,null,null,null,"3678"
"7078","Kirch Stück",null,null,null,null,"3687"
"7079","Stuke",null,null,null,null,"3687"
"7080","Stuze",null,null,null,null,"3687"
"7081","Sture",null,null,null,null,"3687"
"7082","Kerkstuke",null,null,null,null,"3687"
"7083","Goldberg",null,null,null,null,"2267"
"7084","Goldenbeck",null,null,null,null,"2268"
"7085","Goldenbecke",null,null,null,null,"2268"
"7086","Goldenbeke",null,null,null,null,"2268"
"7087","Goldeniz",null,null,null,null,"2269"
"7088","Goldenisse",null,null,null,null,"2269"
"7089","Goldenöls",null,null,null,null,"2270"
"7090","Goldensteti",null,null,null,null,"2272"
"7091","Goldenstide",null,null,null,null,"2272"
"7092","Goldenstede",null,null,null,null,"2272"
"7093","Goldewyn",null,null,null,null,"2273"
"7094","Goldingen",null,null,null,null,"2274"
"7095","Jesusborg",null,null,null,null,"2274"
"7096","Golina",null,null,null,null,"2276"
"7097","Golina",null,null,null,null,"2277"
"7098","Goldistorp",null,null,null,null,"2278"
"7099","Goldenstorf",null,null,null,null,"2278"
"7100","Gollmentz",null,null,null,null,"2279"
"7101","Kalmincz",null,null,null,null,"2279"
"7102","Kolmencz",null,null,null,null,"2279"
"7103","Golmintzs",null,null,null,null,"2279"
"7104","Gollmitz",null,null,null,null,"2280"
"7105","Gollmütz",null,null,null,null,"2280"
"7106","Göritz",null,null,null,null,"2306"
"7107","Gollnow",null,null,null,null,"2281"
"7108","Golinog",null,null,null,null,"2281"
"7109","Golnov",null,null,null,null,"2281"
"7110","Golenoge",null,null,null,null,"2281"
"7111","Golnowe",null,null,null,null,"2281"
"7112","Gollenog",null,null,null,null,"2281"
"7113","Vredeheyde",null,null,null,null,"2281"
"7114","Vredeheide",null,null,null,null,"2281"
"7115","Gholnowe",null,null,null,null,"2281"
"7116","Golnow",null,null,null,null,"2281"
"7117","Kładkowo",null,null,null,null,"2281"
"7118","Golinowo",null,null,null,null,"2281"
"7119","Gollupken",null,null,null,null,"2282"
"7121","Teutonico Butzin",null,null,null,null,"2477"
"7122","Teutonico Bitzin",null,null,null,null,"2477"
"7123","Budcyn Theutonica",null,null,null,null,"2477"
"7124","Butzin",null,null,null,null,"2477"
"7125","Maior Butzin",null,null,null,null,"2477"
"7126","Groß Czyste",null,null,null,null,"2478"
"7127","Steninge",null,null,null,null,"12380"
"7128","Steynsinghum",null,null,null,null,"12380"
"7129","Stienzede",null,null,null,null,"12380"
"7130","Steenzede",null,null,null,null,"12380"
"7131","Stenze",null,null,null,null,"12380"
"7132","Steens",null,null,null,null,"12380"
"7133","Stienze",null,null,null,null,"12380"
"7134","Steenze",null,null,null,null,"12380"
"7135","Steensse",null,null,null,null,"12380"
"7136","Steninge",null,null,null,null,"12380"
"7137","Steens",null,null,null,null,"12380"
"7138","Golme",null,null,null,null,"2283"
"7139","Golmhe",null,null,null,null,"2283"
"7140","Golmb",null,null,null,null,"2283"
"7141","Goldenstedt",null,null,null,null,"2271"
"7142","Goldenstede",null,null,null,null,"2271"
"7143","Glene",null,null,null,null,"3693"
"7144","Kirchdorf",null,null,null,null,"3693"
"7145","Kirdorf",null,null,null,null,"3693"
"7146","Mittel-Gleen",null,null,null,null,"3693"
"7147","Golsyn",null,null,null,null,"2286"
"7148","Golsin",null,null,null,null,"2286"
"7149","Golssin",null,null,null,null,"2286"
"7150","Golssen",null,null,null,null,"2286"
"7151","Gołumin",null,null,null,null,"2288"
"7152","Gołymin-Ośrodek",null,null,null,null,"2288"
"7153","Golzow",null,null,null,null,"2290"
"7154","Goltze",null,null,null,null,"2290"
"7155","Golzow",null,null,null,null,"2291"
"7156","Guntmiri",null,null,null,null,"2293"
"7157","Gummere",null,null,null,null,"2293"
"7158","Gummern",null,null,null,null,"2293"
"7159","Gomern",null,null,null,null,"2293"
"7160","Gonsiorowo",null,null,null,null,"2296"
"7161","Gora",null,null,null,null,"2297"
"7162","Gore",null,null,null,null,"2297"
"7163","Ghore",null,null,null,null,"2297"
"7164","Goer",null,null,null,null,"2297"
"7165","Ghoit",null,null,null,null,"2297"
"7166","Gora",null,null,null,null,"2298"
"7167","Gurdunewice",null,null,null,null,"2303"
"7168","Gördenitz",null,null,null,null,"2303"
"7169","Gordewicz",null,null,null,null,"2303"
"7170","Gorgali",null,null,null,null,"2304"
"7171","Горгола",null,null,null,null,"2304"
"7172","Tjerkwerd",null,null,null,null,"12392"
"7173","Kercwere",null,null,null,null,"12392"
"7174","Kercwerve",null,null,null,null,"12392"
"7175","Kerkwerc",null,null,null,null,"12392"
"7176","Kerkwert",null,null,null,null,"12392"
"7177","Kercward",null,null,null,null,"12392"
"7178","Karcwarde",null,null,null,null,"12392"
"7179","Kercwaerd",null,null,null,null,"12392"
"7180","Kercweer",null,null,null,null,"12392"
"7181","Tzerckwert",null,null,null,null,"12392"
"7182","Iterwert",null,null,null,null,"12392"
"7183","&#39",null,null,null,null,"12392"
"7184","tZerkwert",null,null,null,null,"12392"
"7185","Tjerckwert",null,null,null,null,"12392"
"7186","Gornichem",null,null,null,null,"2305"
"7187","Gurinchem",null,null,null,null,"2305"
"7188","Gorichem",null,null,null,null,"2305"
"7189","Ghorchem",null,null,null,null,"2305"
"7190","Gorckum",null,null,null,null,"2305"
"7191","Gorchvm",null,null,null,null,"2305"
"7192","Gorcom",null,null,null,null,"2305"
"7193","Gorkum",null,null,null,null,"2305"
"7194","Ghorinchem",null,null,null,null,"2305"
"7195","Goerinchem",null,null,null,null,"2305"
"7196","Göritz",null,null,null,null,"2307"
"7197","Chórice",null,null,null,null,"2307"
"7198","Görke",null,null,null,null,"2309"
"7199","Gorki",null,null,null,null,"2311"
"7200","Горки",null,null,null,null,"2311"
"7201","Goreliz",null,null,null,null,"2313"
"7202","Yzhorelik",null,null,null,null,"2313"
"7203","Gorliz",null,null,null,null,"2313"
"7204","Zgorliz",null,null,null,null,"2313"
"7205","Gorlizc",null,null,null,null,"2313"
"7206","Zhorjelc",null,null,null,null,"2313"
"7207","Görlitz",null,null,null,null,"2314"
"7208","Górny",null,null,null,null,"2317"
"7209","Gorodnja",null,null,null,null,"2318"
"7210","Городня",null,null,null,null,"2318"
"7211","Gurazendorpe",null,null,null,null,"2320"
"7212","Ghuratsendorpe",null,null,null,null,"2320"
"7213","Ghorissendorp",null,null,null,null,"2320"
"7214","Ghoratzendorp",null,null,null,null,"2320"
"7215","Gerslo",null,null,null,null,"2321"
"7216","Gerstlo",null,null,null,null,"2321"
"7217","Gorstlo",null,null,null,null,"2321"
"7218","Gurtell",null,null,null,null,"2322"
"7219","Gortell",null,null,null,null,"2322"
"7220","Gor circa Pilczk",null,null,null,null,"2323"
"7221","Gorzin",null,null,null,null,"2324"
"7222","Gorceke",null,null,null,null,"2325"
"7223","Gorzech",null,null,null,null,"2325"
"7224","Gorzek",null,null,null,null,"2325"
"7225","Gorezik",null,null,null,null,"2325"
"7226","Gorzów",null,null,null,null,"2326"
"7227","Gorzyce",null,null,null,null,"2328"
"7228","Goricz",null,null,null,null,"2328"
"7229","Gorzyn",null,null,null,null,"2329"
"7230","Burchalmerod",null,null,null,null,"3767"
"7231","Almarrot",null,null,null,null,"3767"
"7232","Almerot",null,null,null,null,"3767"
"7233","Almunderode",null,null,null,null,"3767"
"7234","Amolderode",null,null,null,null,"3767"
"7235","Almoderode",null,null,null,null,"3767"
"7236","Almederode",null,null,null,null,"3767"
"7237","Almerode",null,null,null,null,"3767"
"7238","Almederade",null,null,null,null,"3767"
"7239","Almerodde",null,null,null,null,"3767"
"7240","Almerade",null,null,null,null,"3767"
"7241","Almeraide",null,null,null,null,"3767"
"7242","Almerode minor",null,null,null,null,"3767"
"7243","Almenrade vor dem walde",null,null,null,null,"3767"
"7244","Kleinn Almerode",null,null,null,null,"3767"
"7245","Almeroda",null,null,null,null,"3767"
"7246","Klain Almenroda",null,null,null,null,"3767"
"7247","Kleinen Almenroda",null,null,null,null,"3767"
"7248","Engelgis minori",null,null,null,null,"3775"
"7249","parvo Engelis",null,null,null,null,"3775"
"7250","Klein Engilgis",null,null,null,null,"3775"
"7251","minori Englis",null,null,null,null,"3775"
"7252","minori Enghelis",null,null,null,null,"3775"
"7253","minori Engligis",null,null,null,null,"3775"
"7254","minori Engilgiz",null,null,null,null,"3775"
"7255","Wenyngen Engilis",null,null,null,null,"3775"
"7256","Wenigenengilgis",null,null,null,null,"3775"
"7257","Wengen Engelgis",null,null,null,null,"3775"
"7258","Wenygen Engelgys",null,null,null,null,"3775"
"7259","Wenigen Engilgis",null,null,null,null,"3775"
"7260","Engelgys",null,null,null,null,"3775"
"7261","Engilgys",null,null,null,null,"3775"
"7262","Wenigen Engilgieß",null,null,null,null,"3775"
"7263","Cleynengeliß",null,null,null,null,"3775"
"7264","Wenigen Enggelgyß",null,null,null,null,"3775"
"7265","Wenigen Engelis",null,null,null,null,"3775"
"7266","Clein Englis",null,null,null,null,"3775"
"7267","Klenenglis",null,null,null,null,"3775"
"7268","Cleinen Engeles",null,null,null,null,"3775"
"7269","Klein-Engels",null,null,null,null,"3775"
"7270","Seleheim",null,null,null,null,"3785"
"7271","Seliheim",null,null,null,null,"3785"
"7272","Selheim",null,null,null,null,"3785"
"7273","minor Selham",null,null,null,null,"3785"
"7274","Wenigen Selheim",null,null,null,null,"3785"
"7275","Nidern Selhelm",null,null,null,null,"3785"
"7276","Wenigin Seylheim",null,null,null,null,"3785"
"7277","Cleynen Selheyen",null,null,null,null,"3785"
"7278","Klein Selheim",null,null,null,null,"3785"
"7279","Gościeradów",null,null,null,null,"2332"
"7280","Gózd",null,null,null,null,"2336"
"7281","Gosda bei Klinge",null,null,null,null,"2336"
"7282","Gosleri",null,null,null,null,"2337"
"7283","Gosilare",null,null,null,null,"2337"
"7284","Goslaria",null,null,null,null,"2337"
"7285","Gozlare",null,null,null,null,"2337"
"7286","Gosler",null,null,null,null,"2337"
"7287","Gosseler",null,null,null,null,"2337"
"7288","Goselare",null,null,null,null,"2337"
"7289","Goslarie",null,null,null,null,"2337"
"7290","Goßlar",null,null,null,null,"2337"
"7291","Gossentin",null,null,null,null,"2339"
"7292","Gosniz",null,null,null,null,"2341"
"7293","Goznicz",null,null,null,null,"2341"
"7294","Goßnicz",null,null,null,null,"2341"
"7295","Gostinopolje",null,null,null,null,"2342"
"7296","Gestevelt",null,null,null,null,"2342"
"7297","Gostyczyn",null,null,null,null,"2343"
"7298","Gostenyn",null,null,null,null,"2346"
"7299","Dencthi",null,null,null,null,"2480"
"7300","Dengdi",null,null,null,null,"2480"
"7301","Denghte",null,null,null,null,"2480"
"7302","Deghcte",null,null,null,null,"2480"
"7303","Denchte",null,null,null,null,"2480"
"7304","Denkede",null,null,null,null,"2480"
"7305","Denckte",null,null,null,null,"2480"
"7306","Klipleff",null,null,null,null,"3813"
"7307","Klyppælef",null,null,null,null,"3813"
"7308","Klippæløf",null,null,null,null,"3813"
"7309","Topheim",null,null,null,null,"3822"
"7310","Dopheim",null,null,null,null,"3822"
"7311","Clopheimer marca",null,null,null,null,"3822"
"7312","Clopheim",null,null,null,null,"3822"
"7313","Gotaha",null,null,null,null,"2347"
"7314","Gothaho",null,null,null,null,"2347"
"7315","Gotaha",null,null,null,null,"2347"
"7316","Godaha",null,null,null,null,"2347"
"7317","Gottleuba",null,null,null,null,"2350"
"7318","Gotlauia",null,null,null,null,"2350"
"7319","Gotleeb",null,null,null,null,"2350"
"7320","Gotelewbe",null,null,null,null,"2350"
"7321","Gottorp",null,null,null,null,"2351"
"7322","Gotthorp",null,null,null,null,"2351"
"7323","Gottorpe",null,null,null,null,"2351"
"7324","Gottorff",null,null,null,null,"2351"
"7325","Ghabelin",null,null,null,null,"2353"
"7326","Ghobelin",null,null,null,null,"2353"
"7327","Govlin",null,null,null,null,"2353"
"7328","Govelinn",null,null,null,null,"2353"
"7329","Govelien",null,null,null,null,"2353"
"7330","Gokessen",null,null,null,null,"2354"
"7331","Goktzenborstelde",null,null,null,null,"2354"
"7332","Gokesse",null,null,null,null,"2354"
"7333","Goxe",null,null,null,null,"2354"
"7334","Gozdów",null,null,null,null,"2355"
"7335","Grabig",null,null,null,null,"2357"
"7336","Grabow",null,null,null,null,"2362"
"7337","Grabowe",null,null,null,null,"2362"
"7338","Graboye",null,null,null,null,"2362"
"7339","Grabau",null,null,null,null,"2362"
"7340","Grabovia",null,null,null,null,"2362"
"7341","Grabow",null,null,null,null,"2363"
"7342","Grabowe",null,null,null,null,"2363"
"7343","Grabouw",null,null,null,null,"2363"
"7344","Grabów",null,null,null,null,"2364"
"7345","Grautiz",null,null,null,null,"2369"
"7346","Grautitz",null,null,null,null,"2369"
"7347","Grawetiz",null,null,null,null,"2369"
"7348","Grautice",null,null,null,null,"2369"
"7349","Grawetitz",null,null,null,null,"2369"
"7350","Grauticz",null,null,null,null,"2369"
"7351","Grawticz",null,null,null,null,"2369"
"7352","Grotitz",null,null,null,null,"2369"
"7353","Gratitz",null,null,null,null,"2369"
"7354","Gradwitz",null,null,null,null,"2369"
"7355","Grawtitz",null,null,null,null,"2369"
"7356","Gradiz",null,null,null,null,"2369"
"7357","Gradlitz",null,null,null,null,"2370"
"7358","Gradlice",null,null,null,null,"2370"
"7359","Gräfenbrück",null,null,null,null,"2373"
"7360","Grodzisk",null,null,null,null,"2447"
"7361","Grodzkie Walewskie",null,null,null,null,"2448"
"7362","Durnede",null,null,null,null,"2481"
"7363","Thornithe",null,null,null,null,"2481"
"7364","Dornethe",null,null,null,null,"2481"
"7365","Dorende",null,null,null,null,"2481"
"7366","Doren",null,null,null,null,"2481"
"7367","Kotzenau",null,null,null,null,"2515"
"7368","Indagine",null,null,null,null,"2374"
"7369","mit deme Hayn",null,null,null,null,"2374"
"7370","Hayn",null,null,null,null,"2374"
"7371","Albrechtishayn",null,null,null,null,"2374"
"7372","Gravinalbrechtishayn",null,null,null,null,"2374"
