"id","name","prefix","year1","year2","language","nodesid"
"1","Rode",null,null,null,null,"8166"
"2","Walesroth",null,null,null,null,"8166"
"3","Walesrode",null,null,null,null,"8166"
"4","Berlaer",null,null,null,null,"17645"
"5","Berlar",null,null,null,null,"17645"
"6","Barlaer",null,null,null,null,"17645"
"7","Osborch",null,null,null,null,"11911"
"8","Osburg",null,null,null,null,"11911"
"9","Ostburg",null,null,null,null,"11911"
"10","Ostburh",null,null,null,null,"11911"
"11","Oistburg",null,null,null,null,"11911"
"12","Oostburgh",null,null,null,null,"11911"
"13","Pumeruel",null,null,null,null,"17671"
"14","Edingen",null,null,null,null,"17598"
"15","Vilese",null,null,null,null,"17477"
"16","Vilsen",null,null,null,null,"17477"
"17","Sumaringahem",null,null,null,null,"8827"
"18","Sumeringehem",null,null,null,null,"8827"
"19","Somerengem",null,null,null,null,"8827"
"20","Somergem",null,null,null,null,"8827"
"21","Anderskov",null,null,null,null,"15048"
"22","Andworhscogh",null,null,null,null,"15048"
"23","Andwarthæscog",null,null,null,null,"15048"
"24","Sønder Kirkebye",null,null,null,null,"15015"
"25","Aastrup",null,null,null,null,"15025"
"26","Grøshauge",null,null,null,null,"15018"
"27","Grydeshaghen",null,null,null,null,"15018"
"28","Sandbye",null,null,null,null,"15017"
"29","Horrebye",null,null,null,null,"15013"
"30","Halstathe",null,null,null,null,"15016"
"31","Avnslev",null,null,null,null,"15232"
"32","Agnslef",null,null,null,null,"15232"
"33","Vindinge Roesilde",null,null,null,null,"15231"
"34","Winimgæ",null,null,null,null,"15231"
"35","Winingæ",null,null,null,null,"15231"
"36","Snakathorp",null,null,null,null,"15238"
"37","Twet",null,null,null,null,"15227"
"38","Thwet",null,null,null,null,"15227"
"39","Ræthingh",null,null,null,null,"15237"
"40","Rædhing",null,null,null,null,"15237"
"41","Æwældur",null,null,null,null,"15228"
"42","Æweldurp",null,null,null,null,"15228"
"43","Hildistada",null,null,null,null,"15020"
"44","Kogsbølle By",null,null,null,null,"15230"
"45","Koxbøle",null,null,null,null,"15230"
"46","Swinninge",null,null,null,null,"15229"
"47","Svinge",null,null,null,null,"15229"
"48","Hulsleuæ",null,null,null,null,"15019"
"49","Østre Wlsløff",null,null,null,null,"15019"
"50","Mæthelby",null,null,null,null,"15248"
"51","Meelbye",null,null,null,null,"15248"
"52","Horscamp",null,null,null,null,"17841"
"53","Orscamp",null,null,null,null,"17841"
"54","Oostcamp",null,null,null,null,"17841"
"55","Bethætoft",null,null,null,null,"15266"
"56","Bechætoft",null,null,null,null,"15266"
"57","Beuetof",null,null,null,null,"15266"
"58","Oueriastal",null,null,null,null,"15269"
"59","Vloesberg",null,null,null,null,"19206"
"60","Woltofte",null,null,null,null,"15249"
"61","Harby",null,null,null,null,"15251"
"62","Brægenmose",null,null,null,null,"15250"
"63","Store Snøde",null,null,null,null,"15273"
"64","Snøwith",null,null,null,null,"15273"
"65","Bregninge",null,null,null,null,"15272"
"66","Bregningh",null,null,null,null,"15272"
"67","Beldinge",null,null,null,null,"15241"
"68","Bellingh",null,null,null,null,"15241"
"69","Bellinge Bye",null,null,null,null,"15241"
"70","Alistæth",null,null,null,null,"15243"
"71","Sdr. Broby",null,null,null,null,"15240"
"72","Broby",null,null,null,null,"15240"
"73","Synderbroby",null,null,null,null,"15240"
"74","Sallingøe",null,null,null,null,"15242"
"75","Salinggæ",null,null,null,null,"15242"
"76","Bregninge",null,null,null,null,"15274"
"77","Bregning",null,null,null,null,"15274"
"78","Sundrus",null,null,null,null,"15253"
"79","Svndrøse",null,null,null,null,"15253"
"80","Hetby",null,null,null,null,"15244"
"81","Hethium",null,null,null,null,"15244"
"82","Toffte skouff",null,null,null,null,"15264"
"83","Wiby",null,null,null,null,"15256"
"84","Viibye",null,null,null,null,"15256"
"85","Stavrby",null,null,null,null,"15257"
"86","Stauærby",null,null,null,null,"15257"
"87","Burg/ Schloss Arnstein",null,null,null,null,"63"
"88","Yoorløsø",null,null,null,null,"15278"
"89","Vlwersleff",null,null,null,null,"15285"
"90","Wluersløff",null,null,null,null,"15285"
"91","Munkeboe",null,null,null,null,"15284"
"92","Munkæbothæ",null,null,null,null,"15284"
"93","Munkæboth",null,null,null,null,"15284"
"94","Riisinge",null,null,null,null,"15286"
"95","Riszeningen",null,null,null,null,"15286"
"96","Riszinnge",null,null,null,null,"15286"
"97","Heszinge",null,null,null,null,"15276"
"98","Vr. Hæsinge",null,null,null,null,"15277"
"99","Heszinge",null,null,null,null,"15277"
"100","Westre Hæsinge",null,null,null,null,"15277"
"101","Gerup",null,null,null,null,"15275"
"102","Gierup",null,null,null,null,"15275"
"103","Gerdorp",null,null,null,null,"15275"
"104","Grypsvad",null,null,null,null,"15279"
"105","Grydz Veed",null,null,null,null,"15279"
"106","Grydswad",null,null,null,null,"15279"
"107","Høyby",null,null,null,null,"15282"
"108","Odolvessen",null,null,null,null,"85"
"109","Odolfshusen",null,null,null,null,"85"
"110","Odolvishusin",null,null,null,null,"85"
"111","Odolpheshusen",null,null,null,null,"85"
"112","Odolfishusen",null,null,null,null,"85"
"113","Odelshusen",null,null,null,null,"85"
"114","Odelshausen",null,null,null,null,"85"
"115","Adels Hausen",null,null,null,null,"85"
"116","Adorp",null,null,null,null,"87"
"117","Athorpe",null,null,null,null,"87"
"118","Athorp",null,null,null,null,"87"
"119","Adorp",null,null,null,null,"87"
"120","Adorff",null,null,null,null,"87"
"121","Aggerschau",null,null,null,null,"97"
"122","Akerbeck",null,null,null,null,"97"
"123","Akærskogh",null,null,null,null,"97"
"124","in Alnon",null,null,null,null,"101"
"125","de Alnen",null,null,null,null,"101"
"126","Alnun",null,null,null,null,"101"
"127","Alen",null,null,null,null,"101"
"128","Limburg",null,null,null,null,"4453"
"129","Lympurg",null,null,null,null,"4453"
"130","Lintburk",null,null,null,null,"4453"
"131","Lintburc",null,null,null,null,"4453"
"132","Limburc",null,null,null,null,"4453"
"133","Lympurg",null,null,null,null,"4453"
"134","in Albagthon",null,null,null,null,"114"
"135","et terram Albucten",null,null,null,null,"114"
"136","Albatten",null,null,null,null,"114"
"137","Albuthen",null,null,null,null,"114"
"138","Albach",null,null,null,null,"114"
"139","Albrecteslo",null,null,null,null,"116"
"140","Alberteslon",null,null,null,null,"116"
"141","Albratteslo",null,null,null,null,"116"
"142","Albrahteslo",null,null,null,null,"116"
"143","Albrahtello",null,null,null,null,"116"
"144","Alebragsteslo",null,null,null,null,"116"
"145","Alberteslo",null,null,null,null,"116"
"146","Albersloe",null,null,null,null,"116"
"147","Allenburg",null,null,null,null,"127"
"148","Družba",null,null,null,null,"127"
"149","Druschba",null,null,null,null,"127"
"150","Дружба",null,null,null,null,"127"
"151","Allenburgk",null,null,null,null,"127"
"152","Allendorf",null,null,null,null,"129"
"153","Allenstein",null,null,null,null,"132"
"154","Olsten",null,null,null,null,"132"
"155","Allemsteyn",null,null,null,null,"132"
"156","Allensteyn Nowemiasto",null,null,null,null,"132"
"157","Olchsztyn",null,null,null,null,"132"
"158","Olsthin",null,null,null,null,"132"
"159","Olsztin",null,null,null,null,"132"
"160","Olsztyn",null,null,null,null,"132"
"161","Nova civitas",null,null,null,null,"132"
"162","Aluer",null,null,null,null,"133"
"163","aldernkusz",null,null,null,null,"136"
"164","aldrinchusz",null,null,null,null,"136"
"165","Aldrienhusen",null,null,null,null,"136"
"166","Alderckhausen",null,null,null,null,"136"
"167","Alpheim",null,null,null,null,"144"
"168","Alt Lobitz",null,null,null,null,"160"
"169","Mariagger",null,null,null,null,"9557"
"170","Marieager",null,null,null,null,"9557"
"171","Marieagher",null,null,null,null,"9557"
"172","Alt Thorn",null,null,null,null,"168"
"173","Alt Tramm",null,null,null,null,"169"
"174","Lichtenscheid",null,null,null,null,"173"
"175","Lichtenscheidt",null,null,null,null,"173"
"176","Lechtenscheit",null,null,null,null,"173"
"177","Lichtenschet",null,null,null,null,"173"
"178","Astenbergk",null,null,null,null,"173"
"179","Astenberg",null,null,null,null,"173"
"180","Ostenberg",null,null,null,null,"173"
"181","Alt-Astenberg",null,null,null,null,"173"
"182","Alt Astenberg",null,null,null,null,"173"
"183","Altchristburg",null,null,null,null,"174"
"184","de Altena",null,null,null,null,"178"
"185","de Alzena",null,null,null,null,"178"
"186","de Altina",null,null,null,null,"178"
"187","Althena",null,null,null,null,"178"
"188","Althenae",null,null,null,null,"178"
"189","Buren",null,null,null,null,"184"
"190","Dorpburen",null,null,null,null,"184"
"191","Auldenburen",null,null,null,null,"184"
"192","Altenbeuren",null,null,null,null,"184"
"193","Dresden",null,null,null,null,"190"
"194","Jesechin",null,null,null,null,"193"
"195","Aldenjeschen",null,null,null,null,"193"
"196","Aldengesge",null,null,null,null,"193"
"197","Aldengischen",null,null,null,null,"193"
"198","Aldenjeisschen",null,null,null,null,"193"
"199","Thuredrith",null,null,null,null,"1521"
"200","Thuredrit",null,null,null,null,"1521"
"201","Thuredrech",null,null,null,null,"1521"
"202","Durthric",null,null,null,null,"1521"
"203","Thurdrecht",null,null,null,null,"1521"
"204","Durdreth",null,null,null,null,"1521"
"205","Dordreth",null,null,null,null,"1521"
"206","Dordreecht",null,null,null,null,"1521"
"207","Dojrdre",null,null,null,null,"1521"
"208","Bunon in pago Hessigowe",null,null,null,null,"179"
"209","Bunun",null,null,null,null,"179"
"210","Bunen",null,null,null,null,"179"
"211","Altdenbune",null,null,null,null,"179"
"212","Ruothino",null,null,null,null,"200"
"213","Růdin",null,null,null,null,"200"
"214","Aldenrůden",null,null,null,null,"200"
"215","Alden Ruden",null,null,null,null,"200"
"216","Ferse",null,null,null,null,"205"
"217","Verse",null,null,null,null,"205"
"218","Virse",null,null,null,null,"205"
"219","Aldenverse",null,null,null,null,"205"
"220","Aldynvers",null,null,null,null,"205"
"221","Altenfersa",null,null,null,null,"205"
"222","Altfelde",null,null,null,null,"208"
"223","Altgolßen",null,null,null,null,"211"
"225","Mursna",null,null,null,null,"223"
"226","Mornaha",null,null,null,null,"223"
"227","Mursine",null,null,null,null,"223"
"228","Mursenaha",null,null,null,null,"223"
"229","Mursina",null,null,null,null,"223"
"230","Mursne",null,null,null,null,"223"
"231","Aldenmorsene",null,null,null,null,"223"
"232","Aldenmorsne",null,null,null,null,"223"
"233","antiquo morsen",null,null,null,null,"223"
"234","antiquo morsne",null,null,null,null,"223"
"235","Alten Morschen",null,null,null,null,"223"
"236","Altenmorßen",null,null,null,null,"223"
"237","Altenmorsen",null,null,null,null,"223"
"238","Altmünsterberg",null,null,null,null,"224"
"239","Anadopa",null,null,null,null,"249"
"240","Anedoppen",null,null,null,null,"249"
"241","Andepen",null,null,null,null,"249"
"242","Annepen",null,null,null,null,"249"
"243","Dowaai",null,null,null,null,"17611"
"244","Aat",null,null,null,null,"17670"
"245","Belle",null,null,null,null,"17587"
"246","Beloeil",null,null,null,null,"17587"
"247","Alte Mühle",null,null,null,null,"199"
"248","Angerod",null,null,null,null,"256"
"249","Ingerode",null,null,null,null,"256"
"250","Engerode",null,null,null,null,"256"
"251","Angerode",null,null,null,null,"256"
"252","Angerrodt",null,null,null,null,"256"
"253","Angenrodt",null,null,null,null,"256"
"254","Engerodt",null,null,null,null,"256"
"255","Angerod",null,null,null,null,"256"
"256","Anervst",null,null,null,null,"265"
"257","Anrufte",null,null,null,null,"265"
"258","Anrochte",null,null,null,null,"265"
"259","Wildungen",null,null,null,null,"18824"
"260","Oppenhulisa",null,null,null,null,"277"
"261","Appenhulse",null,null,null,null,"277"
"262","Wolfhain",null,null,null,null,"8583"
"263","Wlfhagen",null,null,null,null,"8583"
"264","Utzerød",null,null,null,null,"15918"
"265","Argorstene",null,null,null,null,"291"
"266","Arnesbach",null,null,null,null,"297"
"267","Arnespack",null,null,null,null,"297"
"268","Arnspach",null,null,null,null,"297"
"269","Arnispach",null,null,null,null,"297"
"270","Arinspach",null,null,null,null,"297"
"271","Arnespach",null,null,null,null,"297"
"272","Arnßpach",null,null,null,null,"297"
"273","Arnßbach",null,null,null,null,"297"
"274","Ahrnsbach",null,null,null,null,"297"
"275","Ahrnspach",null,null,null,null,"297"
"276","Aroldessen",null,null,null,null,"306"
"277","Aroldesheim",null,null,null,null,"306"
"278","Aroldtzen",null,null,null,null,"306"
"279","Arolsen",null,null,null,null,"306"
"280","Ascloon",null,null,null,null,"329"
"281","Aslen",null,null,null,null,"329"
"282","Vaccha",null,null,null,null,"7949"
"283","Fahhonoro marca",null,null,null,null,"7949"
"284","Vache",null,null,null,null,"7949"
"285","Fahche",null,null,null,null,"7949"
"286","Fache",null,null,null,null,"7949"
"287","Hvellinge",null,null,null,null,"16059"
"288","Assinchusen",null,null,null,null,"331"
"289","Ascenkosen",null,null,null,null,"331"
"290","Astinghausen",null,null,null,null,"331"
"291","Assinghausen",null,null,null,null,"331"
"292","Assinkhusen",null,null,null,null,"331"
"293","Assenkhußen",null,null,null,null,"331"
"294","Ascenkosen",null,null,null,null,"331"
"295","Assingkhuißen",null,null,null,null,"331"
"296","Aßinghaußen",null,null,null,null,"331"
"297","Astinghausen",null,null,null,null,"331"
"298","Astinckhausen",null,null,null,null,"331"
"299","Attandarra",null,null,null,null,"338"
"300","Attinderre",null,null,null,null,"338"
"301","Attendarne",null,null,null,null,"338"
"302","Bergen",null,null,null,null,"17568"
"303","Haslare",null,null,null,null,"332"
"304","Aslare",null,null,null,null,"332"
"305","Aislair",null,null,null,null,"332"
"306","Asselar",null,null,null,null,"332"
"307","Mainz-Laubenheim",null,null,null,null,"18412"
"308","Rheintürkheim",null,null,null,null,"18434"
"309","Niederflörsheim",null,null,null,null,"18442"
"310","Oberflörsheim",null,null,null,null,"18446"
"311","Würrstadt",null,null,null,null,"18476"
"312","Nieder-Ulm",null,null,null,null,"18486"
"313","Welstein",null,null,null,null,"18502"
"314","Ober-Saalheim",null,null,null,null,"18478"
"315","Babenhusen",null,null,null,null,"366"
"316","Babinhusen",null,null,null,null,"366"
"317","Bobinhusen",null,null,null,null,"366"
"318","Bobenhausen",null,null,null,null,"366"
"319","Bowehause",null,null,null,null,"366"
"320","Odernheim",null,null,null,null,"18458"
"321","Köngernheim",null,null,null,null,"18456"
"322","Ballaua",null,null,null,null,"402"
"323","Ballau",null,null,null,null,"402"
"324","Ballava",null,null,null,null,"402"
"325","Balleve",null,null,null,null,"402"
"326","Wintelsheim",null,null,null,null,"18538"
"327","Hößloch",null,null,null,null,"18542"
"328","Barten",null,null,null,null,"445"
"329","Bartenborg",null,null,null,null,"445"
"330","Bedelnhusen",null,null,null,null,"522"
"331","Badelogehusin",null,null,null,null,"522"
"332","Badelingehusen",null,null,null,null,"522"
"333","Bedelingehusen",null,null,null,null,"522"
"334","Belnhusen",null,null,null,null,"522"
"335","Bellenhusen",null,null,null,null,"522"
"336","Hallensis",null,null,null,null,"2756"
"337","Halla",null,null,null,null,"2756"
"338","Hal",null,null,null,null,"2756"
"339","Halle",null,null,null,null,"2756"
"340","Hal",null,null,null,null,"2756"
"341","Haulx",null,null,null,null,"2756"
"342","Baudach",null,null,null,null,"466"
"343","Burbach",null,null,null,null,"467"
"344","Burebach",null,null,null,null,"467"
"345","Baurbach",null,null,null,null,"467"
"346","Vrouwenbrug",null,null,null,null,"19485"
"347","Zinnik",null,null,null,null,"17596"
"348","Zoningen",null,null,null,null,"17596"
"349","Fürstenberg",null,null,null,null,"18848"
"350","Badelecca",null,null,null,null,"516"
"351","Badulikki",null,null,null,null,"516"
"352","Patelecke",null,null,null,null,"516"
"353","Batelecca",null,null,null,null,"516"
"354","Bathalicha",null,null,null,null,"516"
"355","Bedelike",null,null,null,null,"516"
"356","Bikine",null,null,null,null,"642"
"357","Bykene",null,null,null,null,"642"
"358","Birken-Honigsessen",null,null,null,null,"19012"
"359","Berezovo",null,null,null,null,"557"
"360","UUarmelde",null,null,null,null,"17820"
"361","Warmunde",null,null,null,null,"17820"
"362","Warmonde",null,null,null,null,"17820"
"363","Wormonde",null,null,null,null,"17820"
"364","Warmund",null,null,null,null,"17820"
"365","Wermonde",null,null,null,null,"17820"
"366","Waremunde",null,null,null,null,"17820"
"367","Northeim",null,null,null,null,"1"
"368","Nordheim",null,null,null,null,"1"
"369","Northeheim",null,null,null,null,"1"
"370","Northeimensi",null,null,null,null,"1"
"371","Northeym",null,null,null,null,"1"
"372","Northemensis",null,null,null,null,"1"
"373","Norttem",null,null,null,null,"1"
"374","Northem",null,null,null,null,"1"
"375","Nortem",null,null,null,null,"1"
"376","Northum",null,null,null,null,"1"
"377","Nordtheimb",null,null,null,null,"1"
"378","Northeimb",null,null,null,null,"1"
"379","Nörten-Hardenberg",null,null,null,null,"3"
"380","Norhtunon",null,null,null,null,"3"
"381","Norzunun",null,null,null,null,"3"
"382","Northun",null,null,null,null,"3"
"383","Northunun",null,null,null,null,"3"
"384","Nortzun",null,null,null,null,"3"
"385","Nortun",null,null,null,null,"3"
"386","Northune",null,null,null,null,"3"
"387","Norzun",null,null,null,null,"3"
"388","Nortunensis",null,null,null,null,"3"
"389","Nortuni",null,null,null,null,"3"
"390","Nortene",null,null,null,null,"3"
"391","Northene",null,null,null,null,"3"
"392","Nortunis",null,null,null,null,"3"
"393","Northunensi",null,null,null,null,"3"
"394","Nortten",null,null,null,null,"3"
"395","Nörthen",null,null,null,null,"3"
"396","Angersten",null,null,null,null,"5"
"397","Aggerstein",null,null,null,null,"5"
"398","Angersteyna",null,null,null,null,"5"
"399","Anngerstainn",null,null,null,null,"5"
"400","Bobbenzunon",null,null,null,null,"6"
"401","Bobbontenini",null,null,null,null,"6"
"402","Bobentunon",null,null,null,null,"6"
"403","Bobbentun",null,null,null,null,"6"
"404","Bovendten",null,null,null,null,"6"
"405","Bobbantun",null,null,null,null,"6"
"406","Bouenten",null,null,null,null,"6"
"407","Boventhen",null,null,null,null,"6"
"408","Bovente",null,null,null,null,"6"
"409","Boventen",null,null,null,null,"6"
"410","Bobenczen",null,null,null,null,"6"
"411","Uunide",null,null,null,null,"7"
"412","Winithi",null,null,null,null,"7"
"413","Winnithi",null,null,null,null,"7"
"414","Winithe",null,null,null,null,"7"
"415","Winethe",null,null,null,null,"7"
"416","Winethen",null,null,null,null,"7"
"417","Winede",null,null,null,null,"7"
"418","Venede",null,null,null,null,"7"
"419","Wenedhe",null,null,null,null,"7"
"420","Winedhe",null,null,null,null,"7"
"421","Wenede",null,null,null,null,"7"
"422","Wende",null,null,null,null,"7"
"423","Wenden",null,null,null,null,"7"
"424","Wehnde",null,null,null,null,"7"
"425","Wehende",null,null,null,null,"7"
"426","Peranhuson",null,null,null,null,"9"
"427","Perranhusun",null,null,null,null,"9"
"428","Perranhus",null,null,null,null,"9"
"429","Perhusun",null,null,null,null,"9"
"430","Pernhusen",null,null,null,null,"9"
"431","Perrenhusen",null,null,null,null,"9"
"432","Parenhosen",null,null,null,null,"9"
"433","Parhusin",null,null,null,null,"9"
"434","Parnhusen",null,null,null,null,"9"
"435","Parenhusen",null,null,null,null,"9"
"436","Parnnhussenn",null,null,null,null,"9"
"437","Parnhußen",null,null,null,null,"9"
"438","Parhusen",null,null,null,null,"9"
"439","Parnhaussen",null,null,null,null,"9"
"440","Paarensen",null,null,null,null,"9"
"441","Hersithi",null,null,null,null,"10"
"442","Heristi",null,null,null,null,"10"
"443","Hersiti",null,null,null,null,"10"
"444","Hiristi",null,null,null,null,"10"
"445","Heriste",null,null,null,null,"10"
"446","Herste",null,null,null,null,"10"
"447","Hersthe",null,null,null,null,"10"
"448","Harsta",null,null,null,null,"10"
"449","Harst",null,null,null,null,"10"
"450","Bertolderoth",null,null,null,null,"11"
"451","Bertoldingerothe",null,null,null,null,"11"
"452","Bertolderode",null,null,null,null,"11"
"453","Berterode",null,null,null,null,"11"
"454","Gunteresu",null,null,null,null,"12"
"455","Guntherssen",null,null,null,null,"12"
"456","Gunterßen",null,null,null,null,"12"
"457","Ghunterssen",null,null,null,null,"12"
"458","Immesin",null,null,null,null,"13"
"459","Ymmessen",null,null,null,null,"13"
"460","Imszen",null,null,null,null,"13"
"461","Ymbsen",null,null,null,null,"13"
"462","Imbsen",null,null,null,null,"13"
"463","Vereldehusen",null,null,null,null,"14"
"464","Uereldehusen",null,null,null,null,"14"
"465","Verldehosen",null,null,null,null,"14"
"466","Verlidehosen",null,null,null,null,"14"
"467","Ferlehosen",null,null,null,null,"14"
"468","Ferlehusen",null,null,null,null,"14"
"469","Verlehussenn",null,null,null,null,"14"
"470","Varloisszen",null,null,null,null,"14"
"471","Varlehusen",null,null,null,null,"14"
"472","Varlhausen",null,null,null,null,"14"
"473","Varlosen",null,null,null,null,"14"
"474","Buriun",null,null,null,null,"15"
"475","Buren",null,null,null,null,"15"
"476","Buhrenn",null,null,null,null,"15"
"477","Gemmet",null,null,null,null,"16"
"478","Gimmeth",null,null,null,null,"16"
"479","Gymmit",null,null,null,null,"16"
"480","Gympt",null,null,null,null,"16"
"481","Gemyt",null,null,null,null,"16"
"482","Gimmette",null,null,null,null,"16"
"483","Beranthorpe",null,null,null,null,"587"
"484","Biredorphe",null,null,null,null,"587"
"485","Berentorp",null,null,null,null,"587"
"486","Berndorpe",null,null,null,null,"587"
"487","Berenthorp",null,null,null,null,"587"
"488","Berindorp",null,null,null,null,"587"
"489","Berendorff",null,null,null,null,"587"
"490","Berndorf",null,null,null,null,"587"
"491","Berndorppe",null,null,null,null,"587"
"492","Holthusen",null,null,null,null,"41"
"493","Holzhusen",null,null,null,null,"41"
"494","Holtzhaußen",null,null,null,null,"41"
"495","Münden",null,null,null,null,"18"
"496","Hannoversch Münden",null,null,null,null,"18"
"497","Gemunden",null,null,null,null,"18"
"498","Gemunde",null,null,null,null,"18"
"499","Gimundi",null,null,null,null,"18"
"500","Gmunden",null,null,null,null,"18"
"501","Gemundin",null,null,null,null,"18"
"502","Munden",null,null,null,null,"18"
"503","Rasthorp",null,null,null,null,"23"
"504","Rastherpe",null,null,null,null,"23"
"505","Rostorpe",null,null,null,null,"23"
"506","Rostorph",null,null,null,null,"23"
"507","Rostorff",null,null,null,null,"23"
"508","Rostorppe",null,null,null,null,"23"
"509","Meyngererhusun",null,null,null,null,"24"
"510","Mangereshusun",null,null,null,null,"24"
"511","Mengershusen",null,null,null,null,"24"
"512","Meingershusen",null,null,null,null,"24"
"513","Heißenthal",null,null,null,null,"25"
"514","Hesledale",null,null,null,null,"25"
"515","Heslendal",null,null,null,null,"25"
"516","Hesledal",null,null,null,null,"25"
"517","Heysendal",null,null,null,null,"25"
"518","Heistindal",null,null,null,null,"25"
"519","Heistendal",null,null,null,null,"25"
"520","Hesendal",null,null,null,null,"25"
"521","Heyssendale",null,null,null,null,"25"
"522","Heseldal",null,null,null,null,"25"
"523","Heissindal",null,null,null,null,"25"
"524","Hessendal",null,null,null,null,"25"
"525","Hessintal",null,null,null,null,"25"
"526","Hoitzkendale",null,null,null,null,"25"
"527","Hoitzendale",null,null,null,null,"25"
"528","Heistendal",null,null,null,null,"25"
"529","Heitzendal",null,null,null,null,"25"
"530","Heistindael",null,null,null,null,"25"
"531","Heyttzendall",null,null,null,null,"25"
"532","Heszendael",null,null,null,null,"25"
"533","Heissendall",null,null,null,null,"25"
"534","Heisendahl",null,null,null,null,"25"
"535","Heißendal",null,null,null,null,"25"
"536","Heissenthal",null,null,null,null,"25"
"537","Iuniun",null,null,null,null,"26"
"538","June",null,null,null,null,"26"
"539","Iunen",null,null,null,null,"26"
"540","Juine",null,null,null,null,"26"
"541","Junde",null,null,null,null,"26"
"542","Juende",null,null,null,null,"26"
"543","Manisi",null,null,null,null,"27"
"544","Mamese",null,null,null,null,"27"
"545","Manese",null,null,null,null,"27"
"546","Meinse",null,null,null,null,"27"
"547","Menise",null,null,null,null,"27"
"548","Gropenmeinse",null,null,null,null,"27"
"549","Gropenmense",null,null,null,null,"27"
"550","Meynse",null,null,null,null,"27"
"551","Grobmense",null,null,null,null,"27"
"552","Mense",null,null,null,null,"27"
"553","Großmenße",null,null,null,null,"27"
"554","Meynssen",null,null,null,null,"27"
"555","Mensze",null,null,null,null,"27"
"556","Mäensen",null,null,null,null,"27"
"557","Meinsen",null,null,null,null,"27"
"558","Vuizzereshuson",null,null,null,null,"29"
"559","Wyckershusen",null,null,null,null,"29"
"560","Wigershusen",null,null,null,null,"29"
"561","Wygershusen",null,null,null,null,"29"
"562","Wierßhusen",null,null,null,null,"29"
"563","Grona",null,null,null,null,"30"
"564","Gronaa",null,null,null,null,"30"
"565","Gruonaha",null,null,null,null,"30"
"566","Gruona",null,null,null,null,"30"
"567","Grune",null,null,null,null,"30"
"568","Gronte",null,null,null,null,"30"
"569","Oldingrone",null,null,null,null,"30"
"570","Aldingrone",null,null,null,null,"30"
"571","Veteri-Grone",null,null,null,null,"30"
"572","Aldengrune",null,null,null,null,"30"
"573","Oldengrona",null,null,null,null,"30"
"574","Oldengrone",null,null,null,null,"30"
"575","Olden Grone",null,null,null,null,"30"
"576","Olenhäuser Warte",null,null,null,null,"31"
"577","Sedemanneshusen",null,null,null,null,"32"
"578","Sithmanneshusen",null,null,null,null,"32"
"579","Sidemanneshusana",null,null,null,null,"32"
"580","Setmanshußen",null,null,null,null,"32"
"581","Settmerßhausenn",null,null,null,null,"32"
"582","Widerkeshusen",null,null,null,null,"33"
"583","Wyderikeshusen",null,null,null,null,"33"
"584","Widershusen",null,null,null,null,"33"
"585","Wierszhusenn",null,null,null,null,"33"
"586","Wierßhusen",null,null,null,null,"33"
"587","Vermelsen",null,null,null,null,"34"
"588","Vermissen",null,null,null,null,"34"
"589","Vermessen",null,null,null,null,"34"
"590","Vermelsen",null,null,null,null,"34"
"591","Farmesen",null,null,null,null,"34"
"592","Varmißen",null,null,null,null,"34"
"593","Alehorna",null,null,null,null,"102"
"594","Atelehorne",null,null,null,null,"102"
"595","Bezchindorph",null,null,null,null,"621"
"596","Becingendorf",null,null,null,null,"621"
"597","Bezcekendorph",null,null,null,null,"621"
"598","Bezzichindorf",null,null,null,null,"621"
"599","Betzgensdorf",null,null,null,null,"621"
"600","Bettzendorff",null,null,null,null,"621"
"601","Betzgesdorff",null,null,null,null,"621"
"602","Betziesdorf",null,null,null,null,"621"
"603","Betzdorf",null,null,null,null,"621"
"604","Betzigsdorf",null,null,null,null,"621"
"605","Betzienndorff",null,null,null,null,"621"
"606","Beuthen",null,null,null,null,"626"
"30641","Donghen prope Buscum","","1300",null,"","20306"
"610","Trhenesfelde",null,null,null,null,"35"
"611","Dransvelt",null,null,null,null,"35"
"612","Thransfellensem",null,null,null,null,"35"
"613","Triensvelt",null,null,null,null,"35"
"614","Dransfelde",null,null,null,null,"35"
"615","Transfeldun",null,null,null,null,"35"
"616","Thransfelde",null,null,null,null,"35"
"617","Drinsfelt",null,null,null,null,"35"
"618","Transwelde",null,null,null,null,"35"
"619","Dransveld",null,null,null,null,"35"
"620","Transvelt",null,null,null,null,"35"
"621","Dransvelde",null,null,null,null,"35"
"622","Transfeldt",null,null,null,null,"35"
"623","Dransfeldt",null,null,null,null,"35"
"624","Walieressun",null,null,null,null,"36"
"625","Wilredesheim",null,null,null,null,"36"
"626","Weldersen",null,null,null,null,"36"
"627","Wellerdessen",null,null,null,null,"36"
"628","Wilredessen",null,null,null,null,"36"
"629","Welersen",null,null,null,null,"36"
"630","Wellerssen",null,null,null,null,"36"
"631","Welryczen",null,null,null,null,"36"
"632","Scheden",null,null,null,null,"37"
"633","Nederen Scheden",null,null,null,null,"37"
"634","Inferiori Scheiden",null,null,null,null,"37"
"635","Nieder Schneeden",null,null,null,null,"37"
"636","Niederscheeden",null,null,null,null,"37"
"637","Folcmareshusen",null,null,null,null,"38"
"638","Uolcmereshuson",null,null,null,null,"38"
"639","Volcmershusen",null,null,null,null,"38"
"640","Volgmershusin",null,null,null,null,"38"
"641","Folkmerssen",null,null,null,null,"38"
