"id","nodesid","name","continuationfromid","fromyear","toyear","description","category","commodities","date","fixedday","fixedmonth","numberofdays","weekday","beforeafter","datedependson","startmax","startmin","endmax","endmin"
"1006","3280",null,null,"1493",null,"Oxen market on St Simon and Jude.","regional",null,"fixed","28","10",null,null,null,null,null,null,null,null
"1008","8236",null,null,"1550",null,"Oxen market in Wedel from mid-March to mid-April or in the three to four weeks after Annunciation Day.","regional",null,"fixed","25","3",null,null,null,null,"-9",null,"28","21"
"1010","3344","Neumarkt",null,"1400",null,"&quot;New market&quot; on Monday after Epiphany, first mentioned in 1400.","local",null,"movable","6","1",null,"Monday","after","Fixed date",null,null,null,null
"1012","3344",null,null,"1350",null,"Oxen market on St Gallus, which took place on the premises of the monastery. It was one of the most important markets for oxen driven from Jutland and Schleswig.","regional","oxen","fixed","16","10",null,null,null,null,null,null,null,null
"1014","3344","Bürgertag",null,"1350",null,"Fair on &quot;citizens&#039; day&quot;, 7 or 8 September. It was connected to a horse fair.","regional",null,"fixed","8","9",null,null,null,null,"-1",null,null,null
"1016","3344",null,null,"1489",null,"Fair on Wednesday before Carnival.","local",null,"movable",null,null,null,"Wednesday","before","Ash",null,null,null,null
"1018","3344",null,null,"1489",null,"Fair on Sunday before Reminiscere.","local",null,"movable",null,null,null,null,null,"Invocavit",null,null,null,null
"1020","3344",null,null,"1489",null,"Fair on Thursday before Palm Sunday","local",null,"movable",null,null,null,"Thursday","before","Palmarum",null,null,null,null
"1022","3344",null,null,"1489",null,"Fair on eight days before St James","local",null,"fixed","18","7",null,null,null,null,null,null,null,null
"1024","3344",null,null,"1500",null,"Early modern horse fair on three days before Letare Sunday.","local","horses","movable",null,null,null,"Friday","before","Letare",null,null,null,null
"1026","3921",null,null,"1291",null,"Fair on the day of St Peter and Paul, which was connected to the annual K&ouml;nigslutter pilgrimage.","local",null,"fixed","29","6",null,null,null,null,null,null,null,null
"1028","3921",null,null,"1621",null,"Retail and cattle fair on Sunday before St Gallus, granted in 1621.","local",null,"movable","16","10",null,"Sunday","before","Fixed date",null,null,null,null
"1030","11719",null,null,null,"1581","Fair on Ascension day, moved to Bremerv&ouml;rde in 1582.","local",null,"movable",null,null,null,null,null,"Ascension",null,null,null,null
"1032","2185",null,null,"1607",null,"Fair on Misericordias Domini","local",null,"movable",null,null,null,null,null,"Misericordia",null,null,null,null
"1034","2185",null,null,"1607",null,"Fair on All Saint&#039;s Day.","local",null,"fixed","1","11",null,null,null,null,null,null,null,null
"1036","928",null,null,"1480",null,"Fair around the Birth of the Blessed Virgin Mary.","local",null,"fixed","8","9",null,null,null,null,null,null,null,null
"1038","928",null,null,"1480",null,"Fair around St. Michael&#039;s day.","local",null,"fixed","29","9",null,null,null,null,null,null,null,null
"1040","928",null,null,"1480",null,"Fair in the new town at Pentecost","local",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,null
"1074","6712","",null,"1496",null,"In 1496 a new fair is granted by Margrave Johann on Laetare Sunday and the following Monday.","local","","movable",null,null,null,"","","Letare",null,null,null,"1"
"1046","2457",null,null,"1641",null,"Fair on the second Monday after the Birth of the Holy Virgin Mary.","local",null,"movable","8","11",null,"Monday","after","Fixed date",null,null,null,null
"1048","11493",null,"926","1650",null,"A cattle market is added on Monday before the fair on Thursday and Wednesday after Reminiscere.","local",null,"movable",null,null,null,"Tuesday","after","Reminiscere",null,"-1",null,"1"
"1050","11493",null,null,"1650",null,"Cattle market on Monday after St. Bartholomew&#039;s day","local",null,"movable","24","8",null,"Monday","after","Fixed date",null,null,null,null
"1052","2160",null,null,"1539",null,"Fair on Judica","local",null,"movable",null,null,null,null,null,"Judica",null,null,null,null
"1054","2160",null,null,"1539",null,"Fair on Exaudi","local",null,"movable",null,null,null,null,null,"Exaudi",null,null,null,null
"1056","2160",null,null,"1539",null,"Fair on the day of the Exaltation of the Cross","local",null,"fixed","14","9",null,null,null,null,null,null,null,null
"1066","4626",null,null,"1562",null,null,"local",null,"fixed","20","1",null,null,null,null,null,null,null,null
"1068","4626",null,null,"1562",null,null,"local",null,"fixed","21","9",null,null,null,null,null,null,null,null
"1070","7807",null,null,"1521","1605",null,"local","cattle","fixed",null,null,null,null,null,null,null,null,null,null
"1072","7807",null,"1070","1606",null,null,"local","cattle; flax","fixed",null,null,null,null,null,null,null,null,null,null
"1076","8763",null,null,"1500",null,"In the 16th century, a cattle market existed on the Assumption of Mary.","local","cattle","fixed","15","8",null,null,null,null,null,null,null,null
"1078","579",null,null,"1400",null,"Fair around St. Walpurgis&#039;  day.","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"1080","579",null,null,"1400",null,"Fair on the day of the Exaltation of the Cross.","local",null,"fixed","14","9",null,null,null,null,null,null,null,null
"1082","579",null,null,"1400",null,"Fair on St Martin&#039;s day.","local",null,"fixed","11","11",null,null,null,null,null,null,null,null
"1084","3646","Kieler Umschlag",null,"1431","1500","The &#039;Kieler Umschlag&#039; was organised on several dates before 1500, of which St Michael&#039;s Day is one of the most mentioned.","local",null,"fixed","29","9",null,null,null,null,null,null,null,"7"
"1086","3646",null,null,"1500",null,"One-week fair on Sunday Invocavit","regional",null,"movable",null,null,null,null,null,"Invocavit",null,null,null,"6"
"1088","3646",null,null,"1500",null,"One-week fair on Monday after St Peter and Paul&#039;s Day","regional",null,"movable","29","6",null,"Monday","after","Fixed date",null,null,null,"6"
"1090","3646",null,null,"1500",null,"One-week fair on Monday after St Francis.","regional",null,"movable","4","10",null,"Monday","after","Fixed date",null,null,null,"6"
"1092","9980",null,null,"1331",null,"Fair on St. Bartholomew&#039;s day.","local",null,"fixed","24","8",null,null,null,null,null,null,null,null
"1094","3580",null,null,"1336",null,"Fair on Sunday Invocavit.","local",null,"movable",null,null,null,null,null,"Invocavit",null,null,null,null
"1096","3580",null,null,"1336",null,"Fair on St James","local",null,"fixed","25","7",null,null,null,null,null,null,null,null
"1098","3580",null,null,"1336",null,"Fair on St Martin&#039;s Day","local",null,"fixed","11","11",null,null,null,null,null,null,null,null
"1100","5801",null,null,"1028",null,"Fair on St Gallus in front of the western town gate; mainly used for trade in agricultural products.","local",null,"fixed","16","10",null,null,null,null,null,null,null,null
"1102","5801",null,null,"1500","1520","Fair on St John&#039;s Day, replaced by two new fairs in 1521.","local",null,"fixed","24","6",null,null,null,null,null,null,null,null
"1104","5801",null,null,"1521",null,"Fair on the Chair of St Peter","regional",null,"fixed","22","2",null,null,null,null,null,"-3",null,"3"
"1106","5801",null,null,"1521",null,"Fair on Mary Magdalene","regional",null,"fixed","22","7",null,null,null,null,null,"-3",null,"3"
"1108","5801",null,null,"1575",null,"Fair on Annunciation Day","local",null,"fixed","22","3",null,null,null,null,null,null,null,null
"1110","5801",null,null,"1575",null,"Fair on St Nicholas","local",null,"fixed","6","12",null,null,null,null,null,null,null,null
"1112","10668",null,null,"1584",null,"The fair of St Michael took place since 1584 and was held on the third Monday after St Michael&#039;s Day. Heinrich Rantzau mentions as date in 1597 14 days after St Michael.","local",null,"movable","13","10",null,"Monday","after","Fixed date",null,null,null,null
"1114","5304",null,null,"1300",null,"Fair on St Walpurga","regional",null,"fixed","1","5",null,null,null,null,null,"-4",null,"4"
"1116","5304",null,null,"1300",null,"Fair on St John&#039;s Day","regional",null,"fixed","24","6",null,null,null,null,null,"-4","4",null
"1118","5304",null,null,"1300",null,"Fair on St Remigius, that seems to have disappeared after 1559.","regional",null,"fixed","1","10",null,null,null,null,null,"-4",null,"4"
"1120","5304",null,null,"1419",null,"Fair on St Bartholomew","regional",null,"fixed","24","8",null,null,null,null,null,"-4",null,"4"
"1122","5304",null,null,"1475",null,"Fair on St Martin","regional",null,"fixed","11","11",null,null,null,null,null,"-4",null,"4"
"1124","4502",null,null,"1244",null,"Fair on St Martin&#039;s Day","local",null,"fixed","11","11",null,null,null,null,"-2",null,"2",null
"1126","4502",null,null,"1550","1552","Fair on 9 September.","local",null,"fixed","9","9",null,null,null,null,"-2",null,"2",null
"1128","4502",null,"1126","1553","1573","The September fair was moved to the second day of Christmas in 1553.","local",null,"fixed","26","12",null,null,null,null,"-2",null,"2",null
"1130","4502",null,"1128","1574",null,"The Christmas market was moved to Holy Innocents&#039; Day in 1574, because the market disrupted Christmas festivities.","local",null,"fixed","28","12",null,null,null,null,"-2",null,"2",null
"1132","4502",null,null,"1580",null,"Fair on St Michael&#039;s Day","local",null,"fixed","29","9",null,null,null,null,"-2",null,"2",null
"1134","4502",null,null,"1580",null,"Fair on Thursday after Sexagesima.","local",null,"movable",null,null,null,"Thursday","after","Exurge","-2",null,"2",null
"1136","6398",null,null,"1450",null,"Dedication day on Sunday after the Assumption of Mary.","local",null,"fixed","15","8",null,null,null,null,null,null,null,null
"1138","6398","Kalter Markt",null,"1450",null,"The &quot;cold market&quot; took place before Christmas.","local",null,"fixed","24","12",null,null,null,null,null,null,null,null
"1140","6398",null,null,"1484",null,"Fair on St Dionysius","local",null,"fixed","9","10",null,null,null,null,null,null,null,null
"1142","6398",null,null,"1484",null,"Fair on All Saints&#039; Day","local",null,"fixed","1","11",null,null,null,null,null,null,null,null
"1144","5453",null,null,"1500",null,"Fair of St James","local",null,"fixed","25","7",null,null,null,null,null,null,null,null
"1146","5453","Beestmarkt",null,"1500",null,"Autumn cattle fair of three days on the day before St Martin.","local",null,"fixed","10","11",null,null,null,null,null,null,null,"2"
"1148","5453",null,null,"1500",null,"Pentecost fair, first mentioned in 1598","local",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,null
"1150","1865",null,null,"1041",null,"One-week fair on the day of St Cosmas and Damian, granted in 1041. Originally, it lasted from three days before to three days after the feast day, but by the 13th century, it had been reduced to two days.","local",null,"fixed","27","9",null,null,null,null,null,null,null,"1"
