"id","nodesid","language","pertainsto","description"
"20987","8242","nld","fair","In 1414 (5 mei) werden door de graaf van Horn drie jaarmarkten verleend: 1) St. Bonifatius ( 5 juni), 2) St. Jans onthoofding (6 mei) en St. Barbara (4 dec.) en een weekmarkt op zaterdag en het recht tot het heffen van accijns. Een ongedateerd register van de abdij Tongerlo (Westerlo, B.) van circa 1556 heeft een lijst van de jaarmarkten in de regio Kempen en Peel. &#039;Weerdt&#039; heeft dan nog drie markten: 1) de eerste Grootvastenavond (dinsdag voor de start van de vasten), 2) zondag post visitationis Mariae (2 juli) tot de volgende dinsdag, 3) zondag voor conceptionis Mariae (8 sept.) tot de dinsdag daarna. In 1563 (27 sep.) volgde toestemming aan de magistraat tot drie vrije paardenmarkten te Weert door de stadsheer graaf van Horn. Data: 1) donderdag en vrijdag voor Papenvastelavond (Vastenavond), 2) twee dagen voor Petri en Pauli Apostolorum in juni (29 juni dus op 27 juni), 3) vrijdag en zaterdag na de markt te Grevinghen (Greven) in Westfalen (24 aug.) met vrijgeleide en telkens twee dagen voor en na."
"20871","12623","nld","harbour","Het centrum van de Antwerpse haven was de zogenoemde Werf of Kranenhoofd, een vooruitstekende bank aan de Scheldeoever nabij de oudste stadskern. Een kraan wordt voor het eerst in 1263 vermeld. Kleinere schepen meerden ook aan andere gedeelten van de stedelijke Scheldeoever aan, of in &eacute;&eacute;n van de vele vlieten. Tijdens de groei van de handel in de 16e eeuw werd de havencapaciteit te beperkt; schepen moesten soms wekenlang wachten totdat ze hun lading konden lossen. In de tweede helft van de 16e eeuw waren er zo&#039;n 70 scheepsbouwers te vinden. De eigen vloot bestond vooral uit middelgrote en kleine schepen die ook in de binnenvaart bruikbaar waren op de Brabantse rivieren met Zoutleeuw en Tienen als eindstation. In Vlaanderen waren er geregelde contacten met Baasrode, Dendermonde en verder weg Ieper. En vaker nog in Hollandse en Zeeuwse havens. "
"20989","8242","nld","toll","V&oacute;&oacute;r 1240 werd de tol te Wessem verplaatst naar Weert door de heer van Horn. Het lijkt daarmee van een water- tot een landtol te zijn geworden. Toen de landwegen van Keulen naar het westen, die boven Wessem de Maas kruisten, meer verkeer kregen bleef de ontwikkeling van Wessem achter, Weert en Roermond groeiden. In 1452 verkrijgt Weert vrijdom van weggeld te Eindhoven op weg naar de jaarmarkten van Bergen op Zoom. In 1480 (16 febr.) bepalen Maximiliaan en Marie in een proces voor het Hof van Brabant tussen de graaf van Horn en de pachters van de tol en het oude geleide van Brabant dat burgers van Weert op grond van een aloud recht voor hun handel op Antwerpen en Bergen op Zoom niet tolplichtig zijn. Op 11 apr. dat jaar wordt bepaald dat de burgers van Weert slechts een keer het oude geleide dienen te betalen te Beke (in de Meierij van den Bosch) aan de herbergier wonende in &#039;de Mane&#039;. Blijkens het tarief van de oude en nieuwe tol te Brabant uit 1560 staat in de lijst met tolvrije plaatsen bij Weert: bij vonnis dd. 11 febr. 1500 door de Raad van Brabant dienen zij geleiderecht te betalen elke keer op weg door Beke naar Bergen (op Zoom) of door Oistmale naar Antwerpen of elders: een wagen 12s., een kar 6s."
"20991","11862","nld","fair","Een &#039;forum&#039; (markt) is in Alkmaar bekend tussen 1132 en 1174 en in 1215 blijkens de Annales Egmundenses, de jaarlijkse tol ging naar de abt van Egmond. In 1277 wordt de tol buiten de jaarmarkt genoemd. In 1339 (8 dec.) gaf Willem IV de poorters drie jaarmarkten, elk van 3 weken: 1) met Midvasten, 2) op St. Jacobsmisse (25 juli), 3) op Bamis (1 okt.). Kooplieden uit Vlaanderen, Brabant, Denemarken e.a. dienden tol te geven van beesten en laken en verder de 100e penning. Datzelfde jaar regelde hij de te betalen tollen op de markten door Oostfriezen. In 1365 werd de markt na Pasen verplaatst naar de maandag na het octaaf van Pasen. In 1379 (22 sept.) gaf hertog Albrecht een vierde vrije jaarmarkt ingaande 3 dagen voor St. Matheusdag (21 sept.) tot 4 dagen erna met gelijke vrijheden en rechten als in de jaarmarkt op Beloken Pasen (zondag na Pasen). Blijkens de grafelijke rekening van 1524 werd tol ontvangen van drie markten: 1) Paasmarkt van 8 dagen, 2) St. Bartholomeusmarkt (24 aug.) van 12 dagen en 3) St. Mathysmarkt (21 sept.) van 8 dagen. Met name die van &#039;Overmase&#039; waren tolgeld schuldig. Tol was verschuldigd van beesten en linnenlaken. Door oorlogsschade en het oprichten van markten door ambachtsheren in de omtrek met lagere tollen werd in 1526 (4 mei) voor 12 jaar een lagere tol toegestaan door keizer Karel. Blijkens de grafelijke rekening van 1544 was het recht van de paardenmarkt conform dat in Gouda, Valkenburg, Voorschoten en Vlaardingen. Alkmaar mocht van koning Filips II in 1575 (3 mrt.) voortaan twee leerjaarmarkten houden. Alkmaar zou niet zo goed liggen als andere steden in West-Friesland en Waterland, zodat ambachtslieden als schoenmakers zich daar niet graag vestigden door gebrek aan materialen. De afnemende koopmanschap en nering zou te verbeteren zijn door het instellen van leermarkten zoals te Hoorn, Purmerend en Beverwijk. Data markten: op maandag na Beloken Pasen en &#039;s anderen daags na St. Matheus (22 sep.)."
"20993","11862","nld","staple","De graaf verbiedt in 1347 de weekmarkten in de Kennemerlandse en Westfriese dorpen en gebiedt dat de baljuw erop toeziet dat de weekmarkt te Alkmaar wordt bezocht."
"20995","13698","nld","ferry","Genoemd in de oudst bewaarde en uitgegeven Gelderse grafelijke rekening van 1294/&#039;5: nave nautica... apud Rinsewich."
"20997","13670","nld","ferry","Gevonden in de oudste uitgegeven grafelijke rekening van Gelre uit 1294/&#039;5: veerschip: 14lb."
"20999","16191","nld","ferry","In de oudst bewaarde en uitgegeven rekening uit 1294/&#039;5 van de graaf van Gelre: nautis de Batinburg."
"21041","11904","nld","fair","In 1536 (febr. 7) verklaren voor de stadsregering enkele inwoners dat daar na afloop van de jaarmarkt die van 15 juni-3 juli duurt te Schoonhoven een vrije jaarmarkt is van 4-17 juli. Blijkens gegevens uit 1614 betreft het een paardenmarkt in juni en dan ook een veemarkt in okt., ook van 14 dagen."
"21043","13268","nld","fair","In 1007 (4 juni) verkreeg de abdij Thorn markt- en tolrecht van de Rooms koning met toestemming van de bisschop van Luik in wiens rechtsgebied Thorn lag. Dit werd in 1292 door de Rooms koning bevestigd."
"21045","2393","nld","fair","In een klaring uit het midden van de 14e eeuw (?) over het marktrecht van Grathem wordt die aangeduid als daags voor en na St. Severinusdag (6 juli)."
"21047","11898","nld","fair","In 1469 ontving Heenvliet stadsrecht van zijn heer, die tevens burggraaf van Zeeland was, samen met het recht op een week- en jaarmarkt."
"9382","6463","deu","settlement","Erstmals 1159 erw&auml;hnt."
"21001","3017","nld","fair","Op de markt tegenover het stadhuis stond een hal met daarin het wanthuis (lakenhal, eerste vermelding: 1287), vleeshal (1310) en broodhuis (tot 1339). De waag (1299) stond naast het stadhuis. De veemarkt moet van voor 1200 zijn maar is pas bekend uit 1464. De vismarkt is in 1299 bekend. In 1374 zijn Bosschenaren voor het eerst op de markten te Frankfurt. In 1403 (25 sept.) gaf hertogin Johanna toestemming naast de bestaande twee nieuwe jaarmarkten te houden. Data: 1) maandag na halfvasten gedurende drie dagen, markgeleide van zaterdag ervoor tot de zondag erna, 2) dag na St. Bartholomeus (23 aug.) en twee dagen daarna met marktgeleide tot St. Gillisavond (31 aug.). Van tolbare goederen zou de hertogin tol heffen. In een accijnsordonnantie uit 1444 worden twee nieuwe jaarmarkten genoemd. In dezelfde ordonnantie wordt het &#039;vestgeld&#039; gevonden: het te betalen geleiderecht van wagens en karren met een tarief. Leuven, Diest, (Maas)Tricht en Gorcum moeten dat betalen. Nijmegen dient te betalen van de runderen die zij verkopen in Den Bosch, wat zij daarvan doordrijven is vrij. De ingezetenen van de Meierij van Den Bosch, Turnhout, Hoogstraten, St. Geertruidenberg, Baarle, Breda, Land van Breda, Tiel, (Zalt)Bommel, Heusden en Land van Heusden zijn vrij. Hertog Filips gaf in 1465 de eerder ingestelde jaarmarkt die gehouden werd de dag na Lucasdag tot Severijnsdag (okt. 19-22) te laten beginnen de dag na Severijnsdag (23 okt.) gedurende een week, als gevolg van het samenvallen met de markt verleend door de hertog van Gelre aan Arnhem. In 1540 (juli) gaf keizer Karel toestemming voor een vrije jaarmarkt voor magere beesten op dinsdag en woensdag in de Goede week (voor Pasen). Volgens een oude stadshistorie zouden er zelfs zeven jaarmarkten zijn geweest. In de jaren 1535-&#039;39 passeren jaarlijks ca. 57000 wagens de Vughterpoort, ofwel 230 per dag bij 260 werkdagen."
"21003","64","nld","toll","In 1376 verleent de heer van Berge de stad van den Berge het recht tol te heffen op wegen en dijken tot een maximum van 2 brabants per wagen en 1 per kar en met vrijstelling voor de dienaren van de heer."
"21005","17011","nld","toll","Zeker in 1518 lag hier een wacht van de scheepvaarttol te Gorinchem (in de tolrekening van 1478-&#039;81 nog niet gevonden). De tol werd geheven op groente, fruit en beesten uit niet tolvrije plaatsen die via het veer Holland werden ingevoerd. Ook in 1573 en 1580 was daar nog een tolwacht. In 1399 verkregen inwoners van Hardinxveld, onderdanen van de heer van Brederode, tolvrijdom van de graaf van Holland."
"21009","17012","nld","toll","De heer van Arcen beweerde oudere rechten op overslag te hebben dan Venlo en een oudere tolplaats te zijn. Mogelijk zijn hier resten van het tolhuis bewaard."
"21015","16996","nld","toll","De hertog van Brabant en Limburg en de hertog van Gelre sluiten in 1380 een verdrag over de tollen op de Maas. De nieuwe Gelderse tol te Aalst wordt afgeschaft, evenals de tollen te Gennep Grave, Megen en Batenburg. Slechts de oude die meer dan 50 jaar terug geheven werden zullen gehandhaafd worden."
"22114","16951","deu","bridge","Die erste feste Verbindung &uuml;ber die Lahn war eine h&ouml;lzerne Br&uuml;cke, die um 1160-1180 erbaut wurde. Nach der Zerst&ouml;rung durch schweren Eisgang im Winter 1305/1306 wurde ab 1315 eine neue steinerne Br&uuml;cke errichtet, die jedoch erst 1345 fertig gestellt wurde; noch 1373 wird die alte h&ouml;lzerne Br&uuml;cke als bestehend erw&auml;hnt. Die Br&uuml;cke musste 1555, 1657, 1948 und 1982/83 instandgesetzt werden."
"21017","16990","nld","toll","In 1308 bepaalde Willem van Millen, ridder, het tarief van de tol die Roermond te &#039;Gribben&#039; (Grubbbenvorst) en Venlo voor hun schepen dienden te betalen. Tot 1328 is de tol bezit van deze ridder Van Millen, dan tot ca. 1392 van de heer van Bergh, daarna tot 1473 van de heer van Wevelinghoven en vanaf dan van de heer van Megen. In 1517 verklaart de secretaris van de graven van Berg dat hij op verzoek van de magistraat van Roermond onderzoek heeft gedaan naar de tol te &#039;Grebbenfoirste&#039;. Elysabeth van Mille (&dagger; 1355) zou bij haar huwelijk met een heer van den Berghe huis en heerlijkheid Grebben met de daarbij horende halve tol te Venlo hebben ingebracht. In 1498 klaagt Roermond bij de gravin van Bentheim en Steinfurt op het huis te Grubbenvorst dat haar burgers ondanks privileges tol moeten betalen te Grubbenvorst en Venlo. In 1520 zijn er klachten van de graaf van Schauenberg en Steinfurt (neef van de hertog van Gelre) dat burgers van Roermond de tol te Grubbenvorst passeren zonder te betalen. Dat mag geschieden tot het tegendeel is bewezen."
"21021","16975","nld","toll","In de domeinrekening van Valkenburg uit 1395 als de &#039;winage de Cathagen&#039;. In de resterende 14e eeuw zonder inkomsten als gevolg van de oorlogen. In 1452 verpacht met de grote tol (van Valkenburg)."
"21025","13914","nld","fair","In 1533 (20 jui) geeft de hertog van Gelre toestemming aan zijn stadhouder te Roermond, die ondermeer heer van Oestrom is, een jaarmarkt te Oestrum of te Lulle (Lull, buurtschap van Venray, later St. Antoniusveld) te houden. De rentmeestersrekening van Kessel uit 1582 noemt een tol op de St. Huibertsmarkt (3 nov.) en meimarkt altera Servatij (13 mei) te [Ven]Raij in 1570. De tol op de &#039;Lulsen&#039; markt onder &#039;Raij&#039;  is niet gehouden. De rekening van de rentmeester van Kessel eindigend 1576 noemt een tol op de St. Huberts (3 nov.) en meimarkt die zes jaar is verpacht, dit is het laatste daarvan. De &#039;Lulsche&#039; markt daar is niet gehouden."
"21027","11979","nld","fair","In 1516 (15 okt.) verkreeg de heer van Waalwijk toestemming om 2 jaar een vrijdagse weekmarkt in te stellen om de welvaart te doen toenemen. Hij had gevraagd om een woensdagse weekmarkt en een vierde jaarmarkt. In 1542 (21 mrt.) bevestigt keizer Karel drie vrije jaarmarkten: 1) woensdag voor Sinxen (Pinksteren), 2) woensdag voor O.L.V. Assumptio (15 aug.) en 3) donderdag na St. Baaf (1 okt.) en verbiedt vreemde kooplieden die hun paarden, vee e.d. te Baardwijk ter markt brachten, vanwege de vuile straten te Waalwijk voortaan nu daar een &#039;cautsie&#039; of steenweg is gemaakt, tijdens de drie marktdagen veehandel te Baardwijk te drijven."
"21029","11890","nld","fair","In 1383 (20 apr.) geeft graaf Guy van Blois een vrije jaarmarkt drie dagen voor St. Jansdag midzomer (24 juni) en drie dagen daarna. De vrijheid van de markt begint aan de nieuwe brug en vandaar tot aan Jan Scoemakers huis."
"21035","11863","nld","staple","In 1452 werd het poorters verboden zuivel uit te voeren voor het op de waag was gewogen."
"21037","142","nld","fair","In 1346 (7 mrt.) vergunt de bisschop van Utrecht Arend van Almlo jaarlijks twee vrije markten ieder van twee dagen in het dorp. Data: 1) op St. Georgenavond en dag (22/23 apr.), 2) op St. Mattheus apostelavond en dag (23/24 febr.)"
"21039","2854","nld","fair","In 1396 verklaarde de bisschop van Utrecht aan de schepenen van Hasselt ten behoeve van de stad voor 16 jaar ondermeer de tol van de jaarmarkten te hebben verpacht. In 1403 gaf hij deze aan de stad in erfpacht. In 1423 verkreeg de stad een privilege haar ossen als de drie steden vrij over alle straten van het land te mogen drijven. In 1531 bevestigde Karel V de bisschoppelijke privileges aangaande de drie jaarmarkten uit 1357 en 1402/3."
"21129","14177","nld","harbour","De middeleeuwse haven, een smalle gracht, loopt noord-zuid en werd in 1542 (of 44?) overkluisd ten behoeve van de markt. Rond 1400 ontstond de Buitenhaven mede als ligplaats voor grotere schepen. In 1544 werd aan de zuidzijde van de stad de &#039;Nieuwe haven&#039; gegraven, later als Oude Haven aangeduid. In 1549 gaf keizer Karel toestemming aan de magistraat om een lastgeld (3 rijnsgulden per last) te heffen van de in winterlaag liggende schepen in de de nieuwe haven. De opbrengsten waren voor het onderhoud van de haven."
"21131","17284","nld","settlement","Vroegste vermelding in 944, in een kopie uit 1150-1158."
"468","1247","deu","settlement","Erstmals im 10. Jh. erw&auml;hnt. Um 1300 wurde zudem eine Wasserburg errichtet, um die sich ein Burgflecken entwickelte."
"22115","16951","deu","toll","Ein Br&uuml;ckenzoll auf der alten Holzbr&uuml;cke wird 1286 erw&auml;hnt. Der Bau der neue steinerne Br&uuml;cke ab 1315 wurde ebenfalls teilweise mit einem Br&uuml;ckenzoll finanziert; das Zollhaus befand sich am &auml;u&szlig;eren Br&uuml;ckenturm."
"21031","11958","nld","fair","In 1574/5 (26 jan.) krijgt Arnemuiden een octrooi voor een weekmarkt op dinsdag en jaarmarkt van Willem van Oranje. De jaarmarkt-data moesten zo gekozen worden dat ze jaarmarkten in andere steden op Walcheren zo min mogelijk hinderden."
"22174","19518","nld","settlement","Vroegste vermelding in 918-948, in een elfde-eeuwse kopie. De plaats heette oorspronkelijk Leiden, maar verloor deze naam aan de bij de burcht opgekomen nederzetting, die tot stad uitgroeide."
"21019","527","nld","toll","In de domeinrekening van Valkenburg uit 1396-97 wordt een tol te Bemelen vermeld, met inkomsten, die onderhorig was aan de grote landtol te Valkenburg. De burgers van Aken waren tolvrij, of in ieder geval beweerden zij dit in 1404."
"21033","17001","nld","fair","Er waren twee jaarmarkten, maar verdere details zijn niet bekend."
"21049","6840","nld","fair","In 1270 (29 mei) oorkondt Floris V dat hij samen met zijn tante ex-ruwaardes Aleid te Schiedam een jaarmarkt instelt. Hij verleent alle bezoekenden van jaar- en weekmarkt daar vrijgeleide en bescherming door het gehele graafschap. In 1346 (2 aug) geeft gravin Margriet het marktveld aan Schiedam. In 1468 (St. Bavendag) wordt de jaarmarkt te Schiedam verplaatst omdat St. Bavendag (1 okt.) een vierdag is en daarmee tegen het gebod van de kerk wordt ingegaan. Voortaan gaat de markt in de eerste werkdag na St. Bavendag, vrijheid gaat wel in met St. Bavendag. In 1484 (22 febr.) verkrijgt Schiedam een vrije jaarlijkse paardenmarkt van Maximiliaan van Oostenrijk op de tweede vrijdag in maart. De rechten zijn gelijk aan die te Delft en Rotterdam. De inkomsten zijn voor het verbeteren van de haven. In 1488 (3 okt.) verkrijgt de stad (nog?) een paardenmarkt ingaande grote Vastenavond gedurende 8 dagen, met gelijke tollen als in Delft en Rotterdam. In 1559/&#039;60 (8 mrt.) geeft koning Filips II twee vrije jaarmarkten. De omveste stad staat alleen op de haringvaart, sinds (15)52 is deze zeer achteruit gegaan, ook zijn door de oorlog met Frankrijk veel buizen verloren gegaan (-1/3) met armoede tot gevolg. Data: 1) op 5 juli als de buizen van proviand voorzien moeten worden om ter haring te varen, 2) 3 okt. als de burgers voor de winter provisie opdoen, elk van 14 dagen. In 1601 (27 mrt.) volgt een octrooi van de Staten van Holland tot het houden van een jaarlijkse magere beestenmarkt op de dag na Allerheiligen (2 nov.) of indien dat een zondag was de dag erna (3 nov.)."
"21051","13435","nld","harbour","In 1470 werd het havenbekken vergroot vanaf de Spuidam Maaswaarts en kwam er een hoofd aan de westzijde van de havenmond tegen de verzanding. In de 16e eeuw werd doorlopend verdiept en het hoofd verlengd. Ook werd door het Hoogheemraadschap Delfland aandacht en geld besteed aan schuring van de haven. In 1555 waren er 13 of 14 buizen."
"21053","16997","nld","toll","In 1561 is voor de magistraat van Roermond verklaard over de heffing van de geleidetol van karren en schepen te Stevensweert. Ook verklaren dan kinderen van een persoon die lang tollenaar was dat van schepen met koren van burgers uit Roermond op de Maas een vat koren werd genomen, wat onder de poort van het huis te Weerd hing. Tussen 1582 en 1613 wordt de tol te Roermond geheven en zijn rekeningen bewaard met een tarief uit 1609. Uit 1593 dateert een tollijst. Vrij zijn slechts Grave en Den Bosch, over Nijmegen is onduidelijkheid."
"21055","16938","nld","settlement","Het Bildt is in 1505 door inpoldering ontstaan. Het werd aanvankelijk Altena genoemd, vanwege de herkomstplaats van de bedijkers. Later St. Annaparochie naar de beschermheilige van de kerk."
"21057","16169","nld","settlement","In 1351 als Palvoetzide."
"21059","16949","nld","lock","Net ten noorden van Delft werd midden 12e eeuw als gevolg van overstromingen de Delftse Vliet gegraven. Ook werd een hinderdam aangelegd, zodat het water om de Hof van Delft werd geleid via de Kerstanjewetering en Lookwetering. Via de Kickert of Buitenwatersloot kon alsnog op de Delftse Schie worden geloosd. Mogelijk lag de oudste dam zuidelijker dicht bij het grafelijk hof. Na aanleg van de Nieuwe Delf voor 1246 was deze overbodig want te omzeilen en werd afgebroken. Bij het Kampveld kwam een nieuwe dam. In 1316 werd graan over de dan voor het eerst zo geheten Hinderdam geladen in scheepjes. Kleine schuiten met een platte bodem werden met een overhaal overgezet. Rond de dam ontstond een voorstadje. Tot 1376 kwamen de inkomsten aan de heemraden, daarna aan de graaf van Holland. Diens inkomsten aan de dam verdrievoudigden in de jaren &#039;80 van de 14e eeuw. De doorvoer vanuit Delft naar Den Haag en Leiden nam sterk toe. Samen met de aanleg van een vaart naar de Maas en de zeehaven in Delfshaven werd Delft een handelsstad. In 1449 kreeg Delft de tol in onderpand voor een lening en werd een tarieflijst opgesteld. Verhogen mocht niet, verlagen wel en de graaf en zijn hof waren tolvrij. In 1464/&#039;5 werd door het Hof van Holland gepoogd het tarief te verhogen. In 1471 kreeg de stad de dam in eeuwige pacht tegen een jaarlijks bedrag van 240 pond, werd een nieuw tarief opgesteld en bleek de dam opgeheven en kon er middels een verlaat doorheen gevaren worden. Blijkens de stadsrekening van Delft over 1573/4 was het batig saldo van de dam ruim 1050 pond."
"21061","11974","nld","fair","Vergunning in 1331 (2 dec.) tot een jaarmarkt met St. Pietersdag ingaande oest (1 aug.) door de heer van Bergen (op Zoom) en zijn vrouw, met het recht en vrijheid als op de Antwerpse markt met Sinxen (Pinkstermarkt), tevens tot het maken van een haven voor koopvaardijschepen. In 1328 (20 dec.) was reeds vergunning gegeven door hertog Jan III van Brabant en de heer van Bergen tot het heffen van tol en weggeld op de wegen van Bergen en Wouw naar Steenbergen. Tot het benodigde herstel werd wagen- en karregeld geheven."
"21531","17804","nld","settlement","Vroegste vermelding in 1347."
"22116","8583","deu","city","Bei der Burg entwickelte sich eine Siedlung, die bereits 1264 Stadtrechte erhielt."
"22177","19528","nld","bridge","De nieuwe brug over de haven werd aan het eind van de veertiende eeuw gebouwd. In de zestiende eeuw bestond hij grotendeels uit steen, met een beweegbaar houten gedeelte om schepen te laten passeren."
"21063","11912","nld","harbour","In 1341 verkreeg Westkapelle tolvrijdom van graaf Willem van Henegouwen in Holland en Zeeland. De tolrekening van Great Yarmouth uit 1344/&#039;5 noemt 10 schepen uit Westkapelle op een totaal van 154. De haven ging door de St. Elisabethsvloeden van 1404 en 1421 tenonder. Er is een ongedateerd waterrecht van Westkapelle bewaard dat zeker 14e eeuws zal zijn. Daarin wordt ondermeer van vaart op Bordeaux en La Rochelle (voor zout) gesproken. De precieze ligging van de haven is onbekend. Aannemelijk is dat het dorp nadien meer landinwaarts kwam te liggen. Vissers havenden nadien te Vlissingen, in 1474 waren dat er 20, in 1568 19. Het viel ook binnen de grenzen van het stapelrecht van die stad dat van Westkapelle tot Welsingerhaven liep (zie Vlissingen)."
"21065","11897","nld","harbour","Voor 1312 werd er al een grafelijke vistol geheven. In 1393 (30 jan.) vernieuwde hertog Albrecht tolvrijdom in Holland en Zeeland. In 1545 (11 juni) werd door Karel V voor 20 jaar een heffing op vis- en korenschepen en visvangsten en granen (met tarief) toegestaan om de haven te diepen en de kaaien te repareren. In 1562 (13 mei) volgde opnieuw een octrooi voor 20 jaar voor een impost op zeevarende visschepen."
"21067","16865","nld","settlement","Vroegste vermelding in 1466."
"21071","16866","nld","settlement","Oorspronkelijk de heerlijkheid Westenrijk genoemd. De naam Zuidland verschijnt voor het eerst in 1340 en vervangt gelijdelijk aan de oude naam."
"21073","16866","nld","fair","Op 7 mei 1439 kreeg Westenrijk van Jacob van Gaesbeek heer van Putten en Strijen een privilege met ondermeer het recht op een donderdagse weekmarkt en een vrije jaarmarkt met St. Jansdag (Joh. de Doper) decollatie (onthoofding) (29 aug.) tot die O.L.V. nativitas noene (8 sept.)."
"21077","16923","nld","ferry"," In 1525 14 pond waard."
"21135","17302","nld","toll","Een landtol nabij Hedikhuizen werd op bij de Hoge Maasdijk geheven op de route naar Den Bosch. Dit was een wachttol van de tol te Heusden, bekend uit rekeningen over de jaren 1378-93."
"21137","14662","nld","settlement","Vroegste vermelding in 997, in een 13e-eeuwse kopie."
"21079","7356","nld","toll","Staveren kende drie tollen: een bisschoppelijke, een grafelijke en stedelijke. In 1334 gaf de stedelijke overheid tolvrijdom aan de Groningers. Misschien was dit een markttol. De bisschoppelijke tollenaar wordt genoemd in een ongedateerde lijst met leenmannen van het Sticht, zoals zijn voorvaderen het hielden van het &#039;Gesticht&#039;. In 1353 gaf de stad van de door haar toege&euml;igende bisschoppelijke tol aan alle vrije Hollandse steden tolvrijdom, zolang zij daar tolvrijdom genoot. In 1343 werd Kampen al vrijgesteld van de bisschoppelijke tol, omgekeerd waren die van Staveren daar ook vrij van de Kamper tol. In 1347 was er een uitspraak in een geschil van de grafelijke tolgaarder met de burgers van Hamburg over tolbetaling. 55 Hamburgse brouwers werkten in 1365 voor Staveren, waar een Hamburger Hanze bestond (zoals in Amsterdam) van kooplieden die op die stad handelden. In 1367 werd een overeenkomst gesloten door de magistraat met de graaf van Blois over een jaarlijks te betalen vaste som voor het vrij passeren van diens tol te Spaarndam. In 1368 werden oude rechten op de &#039;vitte&#039; van Staveren te Schonen (zuidpunt van Zweden) in de Oostzee bevestigd door de koning van Noorwegen. Het Stadboek kent een &#039;Waterrecht&#039;, wat overeenkomt met het Amsterdamse. "
"21133","16961","nld","harbour","Het is bekend dat er in de tiende eeuw een haven bestond, die fungeerde als exporthaven voor zout. Het kreeg echt belang in de elfde eeuw, toen Stavoren deelnam aan de handel op de Rijn en IJssel. Stavoren bloeide in de veertiende eeuw, maar naarmate de Zuiderzee uitbreidde, werd de haven ondiep. Als gevolg hiervan nam het in belang af. In ieder geval vanaf de 16e eeuw bevond zich de zeehaven in het noorden van de stad."
"21089","2717","nld","staple","Haarlem trachtte, na klachten van steden uit de Oostzee over de kwaliteit van de haring, sinds zeker 1514 een stapel te vestigen voor alle geexporteerde haring te Rotterdam, Schiedam, Vlaardingen, Delfshaven, Den Briel, Goeree, Bommenede e.a. Die diende eerst in Haarlem gepakt en gemerkt te worden, zoals te Dordrecht en Antwerpen gebeurde. Koning Karel gaf hiertoe een privilege in 1516 (26 apr.). Hierop volgde hevige protesten van Delft, Leiden, Amsterdam, Rotterdam, Schiedam en Waterlandse en Westfriese plaatsen. De kwestie bleef lang spelen en bleef tot na de dood van Margaretha van Oostenrijk (1530) nog onbeslist."
"21091","8866","nld","fair","Op 21 april 1265 verleende Hendrik van Vianden, bisschop van Utrecht, een privilege met vrijgeleide binnen het bisdom en marktvrede voor de bezoekers van de St. Bonifatiusjaarmarkt (5 juni), die negen dagen duurde. Ook de St. Micha&euml;ljaarmarkt in de week rond 29 september werd toen waarschijnlijk al gehouden. Dit is waarschijnlijk de oudste markt van Zwolle, aangezien hij plaatsvond op de feestdag van de beschermheilige van de stad. In de late 13e eeuw horen we ook van jaarmarkten rond 15 augustus (Maria Hemelvaart) en 28 oktober (Simon en Judasdag). Op 25 maart 1309 verleent de bisschop van Utrecht een vijfde jaarmarkt op de dinsdag na Pasen, die een week duurde. Tevens vermeldt de oorkonde dat op de bestaande jaarmarkten voortaan ook paarden en vee mogen worden verhandeld. Aan het begin van de 17e eeuw waren er nog maar drie achtdaagse jaarmarkten over: rond Palmpasen, St. Jacob (25 juli) en St. Micha&euml;l, waarvan de eerste twee al in een almanak uit 1598 gedrukt in Neudamm (Dębno) genoemd worden."
"21097","11408","nld","bridge","De &#039;Schipbrug&#039; (een pontonbrug) was in functie sinds 1603. "
"21099","11408","nld","ferry","Tot de constructie van een pontonbrug in 1603 voer hier een veer. Vanaf 1287 was het kapittel van Sint-Pieter in Utrecht eigenaar van het veer. In 1601 kwam het veer in eigendom van de stad Arnhem. Een landtol van de landsheer, de hertog van Gelre, werd geheven bij het veer om handelsgerelateerd verkeer te stimuleren om Arnhem binnen te gaan. "
"21101","16975","nld","bridge","Bljkens de domeinrekening van Valkenburg over 1454 wordt de brug bij Cathagen (over de Geleenbeek) onderhouden met geld uit de tol van Valkenburg. De brug van Streusel (WAAR?) door de tol van Rode. In 1531/&#039;2 wordt de brug van Cathagen na een grote vloed hersteld met hout uit het bos van de heer."
"21103","8901","nld","fair","Hertog Albrecht geeft Vlissingen in 1368 een vrije jaarmarkt gedurende 4 dagen ingaande St. Symon en Judendag apostel (28 okt.). Met rechten en vrijheden zoals andere steden op Walcheren hebben. In 1395 (6 apr.) gaf hij de stad een korfharingmarkt (per mand verkocht) met vrijgeleide, zoals die vroeger te Den Briel was."
"21105","17182","nld","ferry","Een veer in Kortgene wordt in 1334 voor het eerst gevonden."
"21107","10587","nld","ferry","Veerlieden van Venlo worden in de oudste rekening van de graaf van Gelre uit 1294/5 gevonden: &#039;nautis de Venle&#039;."
"21109","17183","nld","fair","Een jaarmarkt wordt genoemd in een keur door de heer van de heerlijkheid Haamstede uit 1300."
"678","1851","deu","settlement","Ersterw&auml;hnung 766 infolge von Schenkungen an das Kloster Lorsch"
