"id","refshort","reflong","type"
"3011","P.T. 1880","P.T., &#60;q&#62;De drie paardenmarkten van Weert, opgericht in 1563&#60;/q&#62;, in: &#60;cite&#62;De Maasgouw&#60;/cite&#62; 2 (1880) 250","edition"
"3013","Sigmond 1989","Sigmond, J.P., &#60;cite&#62;Nederlandse zeehavens tussen 1500 en 1800&#60;/cite&#62; (Amsterdam, 1989).","secondary"
"3015","Tartwijk","Tartwijk, B. van, &#60;q&#62;Ontwikkeling van de Hoornse haven in de loop der eeuwen&#60;/q&#62;, in: ibidem e.a. &#60;cite&#62; Hoorn en de Zee &#60;/cite&#62;(Hoorn 2002, HHR dl. 4) xxx ","secondary"
"3017","Brusse 2012","Brusse, P. en P. Henderikx (red.), &#60;cite&#62;Geschiedenis van Zeeland deel I prehistorie-1550&#60;/cite&#62; (Zwolle 2012)","secondary"
"3019","Vliet 2003","Vliet, A.P. van,&#60;cite&#62;Vissers in oorlogstijd. De Zeeuwse zeevisserij in de jaren 1568-1648&#60;/cite&#62; (Middelburg 2003)","secondary"
"3021","Rooseboom 1910","Rooseboom, M.P.&#60;cite&#62;The Scottish Staple in the Netherlands. An account of the trade relations between Scotland and the Low Coutries from 1292 till 1676, with a calendar of illustrative documents&#60;/cite&#62; (The Hague 1910) ","secondary"
"3023","BHIC OA Grave","Brabants Historisch Informatie Centrum (Den Bosch), Oud Archief Grave","archive"
"3025","Gent, database landdagen","Gent, M.J. van, digitale database http://resources.huygens.knaw.nl/statenstedengelderland: Landdagen en andere landelijke bijeenkomsten van Staten en steden in Gelre en Zutphen 1423-1584","archive"
"3027","Kuijer 2000","Kuijer, P.Th.J., &#60;cite&#62;&#39;s-Hertogenbosch stad in het hertogdom Brabant ca. 1185-1629&#60;/cite&#62; (Zwolle 2000)","secondary"
"3029","Benders 1998","Benders, Jeroen, &#60;q&#62;Over ossen en keurslagers. De stad-Groningse, Overijsselse en Gelderse veehandel tussen circa 1350 en 1550&#60;/q&#62;, in: &#60;cite&#62; Het Noorden in het midden. Opstellen over de geschiedenis van de Noord-Nederlandse gewesten in Middeleeuwen en Nieuwe Tijd&#60;/cite&#62; (Groningse Historische Reeks nr. 17, 1998) 61-86","secondary"
"3031","Heuvel 1946/1979","Heuvel, N.H.L.,&#60;cite&#62;De ambachtsgilden van &#39;s-Hertogenbosch voor 1629&#60;/cite&#62; (&#39;s-Hertogenbosch 1946/1979)","secondary"
"3033","GA, Graven Gelre","Gelders Archief (Arnhem), Graven en hertogen van Gelre, graven van Zutphen","archive"
"3035","RHCL Gelderse Rekenkamer Roermond","RHCL (Maastricht), Gelderse Rekenkamer Roermond","archive"
"3037","Kappelhof 2021","Kappelhof, T.,&#60;q&#62;Markten in &#39;s-Hertogenbosch. Geografie en marktwerking&#60;/q&#62;, in: &#60;cite&#62; Silva&#60;/cite&#62; 3 (2020) 3-12","secondary"
"3039","Archief kasteel Bergh","Archief kasteel huis Bergh, &#39;s-Heerenberg","archive"
"3041","Beenakker 1971","Beenakker, A.J.M., &#60;cite&#62;Breda in de eerste storm van de opstand 1545-1569&#60;/cite&#62; (Tilburg, 1971).","secondary"
"3043","Pirenne 1962","Pirenne, L.P.L., W.J. Forsma,&#60;cite&#62;Koopmansgeest te &#39;s-Hertogenbosch in de vijftiende en zestiende eeuw. Het kasboek van Jaspar van Bell 1564-1568&#60;/cite&#62; (Nijmegen 1962)","secondary"
"3045","Margry 1988","Margry, P.J.,&#60;q&#62;Steden en hun verkeer&#60;/q&#62;, in: M. van Rooijen (eindred.),&#60;cite&#62;Steden &#38; hun verleden. De ontwikkeling van de stedelijke samenleving in de Nederlanden tot de negentiende eeuw&#60;/cite&#62; (&#39;s-Gravenhage 1989) 105-128","secondary"
"3047","HCO Hollandse Rekenkamer","Historisch Centrum Overijssel (Zwolle), Archief Hollandse Rekenkamer","archive"
"3049","Bautier 1984","Bautier, R.H.; J. Sornay, &#60;cite&#62;Les Sources de l&#39;histoire économique et sociale du Moyen Âge. Vol. 1- fasc. 2 Les états de la maison de Bourgogne&#60;/cite&#62; (Paris, 1984).","secondary"
"3051","Heeringa 1893","Heeringa, K., &#60;cite&#62;Het oude Staveren&#60;/cite&#62; (Groningen, 1893)","secondary"
"3053","Muller 1891","Muller, S. Fz., &#60;cite&#62;De registers en rekeningen van het bisdom van Utrecht 1325-1336&#60;/cite&#62; (&#39;s-Gravenhage, 1891)","edition"
"3055","Blok 1896-1899","Blok, P.J. et. al. (eds.),&#60;cite&#62;Oorkondenboek van Groningen en Drente&#60;/cite&#62; (Groningen, 1896-1899)","edition"
"3057","Moerman 1920","Moerman, H.J., &#60;q&#62; Bijdrage tot de economische geschiedenis van Kampen in de Middeleeuwen&#60;/q&#62;, in: &#60;cite&#62; Economisch Historisch-jaarboek&#60;/cite&#62; vi (1920) 168-214","secondary"
"3059","Rijpma","Rijpma, E., &#60;cite&#62;De ontwikkelingsgang van Kampen tot omstreeks zestienhonderd, vooral in de laatste jaren der zestiende eeuw&#60;/cite&#62; (Groningen/Den Haag 1924)","secondary"
"3501","Werveke ","Werveke, L. van, &#60;cite&#62;Stad Nieuwpoort. Inventaris van het archief van het oud regime&#60;/cite&#62; ","secondary"
"3061","Smit 1919","Smit, H.J. (ed.), &#60;q&#62;Het Kamper Pondtolregister van 1439-1441&#60;/q&#62;, in: &#60;cite&#62;Economisch-Historisch jaarboek&#60;/cite&#62; V (1919) 209-296","edition"
"3063","Fockema Andreae 1961","Fockema Andreae, S.J. en W. Downer (eds.), &#60;cite&#62;Overijsselse plakkatenlijst 1528-1810&#60;/cite&#62; (WOVR 3e r. no.18, Utrecht 1961) ","edition"
"3065","N.N. 1865","N.N., &#60;q&#62;Het leggen van tonnen in de zeegaten der Noordzee door de stad Kampen&#60;/q&#62;, in: &#60;cite&#62;VM ORG&#60;/cite&#62; 2e afd. 3e stuk (Deventer 1865) 1-34","edition"
"3067","Henderikx 1970","Henderikx, P.A., &#60;q&#62;Het geschil tussen Amsterdam en Friesland over de heffing van het paalgeld (1551-1561)&#60;/q&#62;, in: &#60;cite&#62;Holland&#60;/cite&#62; 2 (1970) 129-139","secondary"
"3069","Tamse 1963/4","Tamse, C.A.,&#60;q&#62;Bijdrage tot de economische geschiedenis van Kampen in de Middeleeuwen en XVIe eeuw&#60;/q&#62;, in: &#60;cite&#62;Kamper Almanak&#60;/cite&#62; (1963/1964) 204-279","secondary"
"3071","Thurlings 1945","Thurlings, Th.L.M., &#60;cite&#62;De Maashandel van Venlo en Roermond in de 16e eeuw&#60;/cite&#62; (Amsterdam 1945)","secondary"
"3073","Marseille 1988","Marseille, T.,&#60;cite&#62;Verkeer en vervoer op de Gelderse IJssel rond 1570&#60;/cite&#62; (Leeuwarden 1988)","secondary"
"3075","Marseille 1993","Marseille, T.,&#60;cite&#62;Wat tolboeken vertolken. Koophandel, schepen en scheepvaart op de IJssel rond 1570&#60;/cite&#62; (Leeuwarden 1993)","secondary"
"3077","Kappelhof 2019","Kappelhof, A.C.M., Het domein van de heren van Valkenburg. Aantekeningen uit de domeinrekeningen 1395-1663 voorafgegaan door een inleiding over het domein omstreeks 1400 (digitale publicatie op academia.edu)","edition"
"3079","Slanghen 1865","Slanghen, Eg., &#60;cite&#62;Bijdragen tot de geschiedenis van het hertogdom Limburg&#60;/cite&#62; (Amsterdam/Sittard 1865)","secondary"
"3081","RHCL Heerlijkheid Wittem","RHCL (Maastricht) Archief Heerlijkheid Wittem","archive"
"3083","Weinberg 2019","Weinberg, H.G., &#60;cite&#62;&#39;Vrije Rijksheerlijkheden&#39; in Limburg (1500-1800). Deconstructie van een mythe&#60;/cite&#62; (Maastricht 2019)","secondary"
"3121","Venner 1975","Venner, G.,&#60;q&#62;De Roermondse tol van de heer van Wassenberg&#60;/q&#62;, in: &#60;cite&#62;De Maasgouw&#60;/cite&#62; 94 (1975), 33-44","secondary"
"3087","Weststrate 2001","Weststrate, Job, &#60;q&#62;Laat-veertiende-eeuwse Gelderse riviertolrekeningen als bron voor economisch-historisch onderzoek&#60;/q&#62;, in: &#60;cite&#62;Jaarboek voor Middeleeuwse Geschiedenis&#60;/cite&#62; 4 (2001) 222-258","secondary"
"3091","Theissen 1917","Theissen, J.S.,&#60;cite&#62;Centraal gezag en Friesche vrijheid. Friesland onder Karel V&#60;/cite&#62; (Groningen 1907)","secondary"
"3093","Schwartzenberch 1773","Schwartzenberch en Hohenlansberg, G.F. baron thoe,&#60;cite&#62;Groot Placaat en charter-boek van Vriesland&#60;/cite&#62; (tweede deel, Leeuwarden 1773 )","edition"
"3095","Kunst 1999","Kunst, R. (eindred.), &#60;cite&#62;Leeuwarden 750-2000. Hoofdstad van Friesland&#60;/cite&#62; (Franeker 2000)","secondary"
"3097","Augustus 1973","Augustus, L.,&#60;q&#62;Wijnstraat of wijngracht. Het Oostlimburgse tracé van de middeleeuwse handelsweg Vlaanderen-Keulen&#60;/q&#62;, &#60;cite&#62;De Maasgouw&#60;/cite&#62; (1973), 175-194","secondary"
"3099","Hardenberg 1958 1959","Hardenberg. H.,&#60;q&#62;Romeinse wegen en middeleeuwse geleiderechten tussen Maas en Rijn&#60;/q&#62;, in: &#60;cite&#62;PSHAL&#60;/cite&#62; (1958/1959) 173-188","secondary"
"3101","Hermans 1989","Hermans, Fr., &#60;q&#62;Het Stadsboek van Venlo. Een bijdrage tot de kennis van de stedelijke archiefvorming in de late middeleeuwen&#60;/q&#62;, in: P. Bange, P.M.C.J. de Kort (red.), &#60;cite&#62;Die Fonteyn der ewiger Wijsheit. Opstellen aangeboden aan prof.dr. A.G. Weiler&#60;/cite&#62; (Nijmegen 1989) 234-252.","secondary"
"3103","Gras 2000","Gras, H. (red.), &#60;cite&#62;Geschiedenis van Assen&#60;/cite&#62; (Assen 2000)","secondary"
"3105",null,null,"secondary"
"3107","Bree 1989","Bree, G.W.G. van (ed.),&#60;cite&#62; Inventaris van de oude archieven van de stad Roermond, 1259-1796&#60;/cite&#62; (Roermond 1989)","edition"
"3109","Hanssen 1919","Hanssen, H. pr., &#60;cite&#62;Inventaris van het Oud Archief der Stad, Municipaliteit en Gemeente Venlo&#60;/cite&#62; (Venlo 1919)","edition"
"3111","Fremery 1925","Fremery, W.H.M. de, &#60;q&#62;De opkomst der Amsterdamsche haven&#60;/q&#62;, in: &#60;cite&#62;Jaarboek Amstelodamum&#60;/cite&#62; xxii (1925) 23-110","secondary"
"3113","Breen 1902","Breen, Joh.C., &#60;cite&#62;Rechtsbronnen der stad Amsterdam&#60;/cite&#62;, WOVR 2e r. nr. 4 (&#39;s-Gravenhage 1902)","edition"
"3115","Heeres 1983",null,"secondary"
"3125","Vermeulen 1853","Vermeulen, J.P., (ed.), &#60;q&#62;Bisschoppelijke rekening van 1377-1378&#60;/q&#62;, in: &#60;cite&#62;Codex diplomaticus&#60;/cite&#62;, 2e s. 2e dl., 1e afd. (Utrecht 1853) 252-484","edition"
"3127","Trap, Aarhus Amt, 1963","Trap, J. P, &#60;cite&#62;Trap Danmark, Aarhus Amt, 5. udg., bd. 19&#60;/cite&#62; (København, 1964)","secondary"
"3129","HUA, Fin. inst.","Het Utrechts Archief, Financiële Instellingen","archive"
"3131","Trap, Sorø Amt, 1954","Trap, J.P., &#60;cite&#62;Trap Danmark. Sorø Amt, 5. udg., bd. 8&#60;/cite&#62; (København 1954)","secondary"
"3133","Trap, Ribe Amt, 1965","Trap, J.P., &#60;cite&#62;Trap Danmark. Ribe Amt. 5. udg., bd. 23&#60;/cite&#62; (København, 1965).","secondary"
"3135","GA Div. Aanw.","Gelders Archief, Diverse Aanwinsten","archive"
"3277","Müller 1928","Müller, Theodor, &#60;cite&#62;Das Amt Thedinghausen: seine Geschichte und seine Entwicklung&#60;/cite&#62; (Thedinghausen, 1928)","secondary"
"3137","Selart; Tvauri; Läänelaid 2017","Anti Selart; Andres Tvauri; Alar Läänelaid, &#60;q&#62;Die Burg Warbeck (Kastre)&#60;/q&#62;, &#60;cite&#62;Baltic Journal of Art History&#60;/cite&#62; 13 (2017), 39-74. &#60;a href=&#34;https://doi.org/10.12697/BJAH.2017.13.03&#34;&#62;https://doi.org/10.12697/BJAH.2017.13.03&#60;/a&#62;","secondary"
"3139","Lõugas et al. 2019","Lembi Lõugas; Eve Rannamäe; Freydis Ehrlich; Andres Tvauri, &#60;q&#62;Duty on fish: Zooarchaeological evidence from Kastre castle and customs station site between Russia and Estonia&#60;/q&#62;, &#60;cite&#62;International Journal of Osteoarchaeology&#60;/cite&#62; 29 (2019), 432-442. &#60;a href=&#34;https://doi.org/10.1002/oa.2764&#34;&#62;https://doi.org/10.1002/oa.2764&#60;/a&#62;","secondary"
"3141","UBL BPL","Universiteits bibliotheek Leiden, BPL","archive"
"3151","Jappe Alberts 1982","Jappe Alberts, W.,&#60;cite&#62;Overzicht van de geschiedenis van de Nederrijnse territoria tussen Maas en Rijn Deel II 1288-±1500&#60;/cite&#62; (Assen 1982)","secondary"
"3149","RHCL Inv. Staten Overkwartier","RHCL Maastricht, Inventaris van het Archief van de Staten van het Overkwartier van Gelre 1404-1794","archive"
"3153","Renes 1988","Renes, J.,&#60;cite&#62;De geschiedenis van het zuidlimburgse cultuurlandschap&#60;/cite&#62; (Assen/Maastricht 1988)","secondary"
"3155","Trap, Vejle Amt, 1964","Trap, J.P., &#60;cite&#62;Trap Danmark. Vejle Amt. 5. udg., bd. 21&#60;/cite&#62; (København, 1964).","secondary"
"3157","Verkerk 1973","Verkerk, C.L.,&#60;q&#62;De tol van Ameide. Een merkwaardig proces voor de Hoge Raad van Mechelen&#60;/q&#62;, in: &#60;cite&#62;Spiegel Historiael 8 (1973) 466-472 ","secondary"
"3159","HUA FA Booth","HUA Utrecht, Familiearchief Booth","archive"
"3161","Geer 1892","Geer, B.J.L. baron de,&#60;q&#62;Die hantveste van der Ameyde&#60;/q&#62;, in: &#60;cite&#62;Verslagen en mededeelingen Oud Vaderlandsch Recht&#60;/cite&#62; (2e dl. I-VI &#39;s-Gravenhage 1892) 9-30","edition"
"3163","Trap 1965","Trap, J. P., &#60;cite&#62;Trap Danmark. Haderslev Amt, 5. udg., bd. 24&#60;/cite&#62;, (København 1965).","secondary"
"3165","Fockema Andreae 1930","Fockema Andreae, S.J., &#60;q&#62;De tol aan het Warmonderhek&#60;/q&#62;, in: S.J. Fockema Andreae; D.P. Blok (eds.), &#60;cite&#62;Warmond, Valkenburg en Oegstgeest&#60;/cite&#62; (Dordrecht 1976), 15-31","secondary"
"3167","Trap, Tønder Amt, 1966","Trap, J.P., &#60;cite&#62;Trap Danmark. Tønder Amt. 5. udg., bd. 25&#60;/cite&#62; (København, 1966).","secondary"
"3169","NA ND RR Breda I","Nationaal Archief (Den Haag), Nassause Domeinraad, Raad en Rekenkamer te Breda I","archive"
"3147","Renes 1999","Renes, J., &#60;cite&#62;Landschappen van Maas en Peel&#60;/cite&#62; (Assen 1999)","secondary"
"3173","Nieuwenhuis 1979","Nieuwenhuys, J.G.B.,&#60;cite&#62;Inventaris der archieven van de voormalige gemeente IJsselmonde en de ambachtsheerlijkheid Oost- &#38; West IJsselmonde en Lombardijen 1435-1941&#60;/cite&#62; (Rotterdam 1979)","edition"
"3175","SA Rotterdam Voor-Donkersloot","Stadsarchief Rotterdam, Archief eigenaren Polder Voor-Donkersloot en Woude","archive"
"3177","Hoek 1973","Hoek, C.,&#60;q&#62;De Hof te Vlaardingen&#60;/q&#62;, in: &#60;cite&#62;Holland regionaal-historisch tijdschrift&#60;/cite&#62; 4 (1973) 57-92","secondary"
"3179","Steurs 1974","Steurs. W.,&#60;cite&#62;Les Campagnes du Brabant Septentrional au Moyen Age: La fondation de la ville neuve d&#39;Oisterwijk par le Duc Henri Ier&#60;/cite&#62; (Louvain/Bruxelles 1974)","secondary"
"3181","NA, FA van Wassenaer van Duvenvoorde","Nationaal Archief (Den Haag), Familiearchief van Wassenaer van Duvenvoorde","archive"
"3183","Sneller Unger 1930","Sneller, Z.W., W.S. Unger,&#60;cite&#62; Bronnen tot de geschiedenis van den handel op Frankrijk. Eerste Deel 753-1585&#60;/cite&#62; (RGP 70, &#39;s-Gravenhage 1930)","edition"
"3185","Bary 1980","Bary, E. e.a., &#60;q&#62;Tollen bij Nijmegen, tot in de veertiende eeuw&#60;/q&#62;, in: &#60;cite&#62;Het Valkhof te Nijmegen&#60;/cite&#62; (catalogus Nijmegen 1980)","secondary"
"3187","Eversen","Eversen, H.P.H.,&#60;cite&#62;Het gilde der &#34;Schoensche verderen&#34; en de Sint-Anna of eigenlijk de Sint-Alofs-koeken&#60;/cite&#62; (Roermond 1878) ","secondary"
"3189","Hollestelle; Laban 1888","Hollestelle, A., P. Laban, &#60;cite&#62;Inventaris van het oud archief der stad Tholen&#60;/cite&#62; (Tholen, 1888).","edition"
"3191",null,null,"secondary"
"3193","Inventaris Staveren","Inventaris stadsbestuur Staveren 1331-1815","edition"
"3195","Vries 1974","Vries. Jan de, &#60;cite&#62;The Dutch Rural Economy in the Golden Age, 1500-1700&#60;/cite&#62; (New York and London 1974) ","secondary"
"3197","ADN Lille Audience","Archives Departementales du Nord (Lille), Cartularia Audience","secondary"
"3199","Heerma van Voss 1949","Heerma van Voss, A.L.,&#60;cite&#62;Rekeningen en andere stukken betreffende Friesland, afkomstig uit de Hollandsche rekenkamer (1515-1575)&#60;/cite&#62;(&#39;s-Gravenhage 1949)","edition"
"3201","Meierijkaart Hendrik Verhees (1794)","BHIC, 5129 Collectie kaarten en tekeningen van het Streekarchief Langs Aa en Dommel, ca. 1550-ca. 1985, inv. no. 4A02, Meierijkaart van Hendrik Verhees, getiteld: &#34;Kaart Figuratief van het grootste gedeelte van Bataasch Braband, bevattende de Meyerye van &#39;s Bosch, bestaande in de vier kwartieren...&#34;, enz., 1794.","archive"
"3203","Franken et. al. 2012","Franken, Jan; Ad van den Oord and Wim de Bakker, &#60;cite&#62;Oisterwijk, een geschiedenis van meer dan 800 jaar&#60;/cite&#62; (Oisterwijk, 2012).","secondary"
"3205","Belonje 1933","Belonje, J.,&#60;cite&#62;De Zijpe en Hazepolder. De ontwikkeling van een waterschap in Holland&#39;s Noorderkwartier&#60;/cite&#62; (Wormerveer 1933)","secondary"
"3207","N-HA Hlh Schagen","Noord-Hollands Archief (Haarlem), Archief Heerlijkheid Schagen","archive"
"3211","Van Deventer 1545","Biblioteca Digital Hispánica, Res/200, Jacob van Deventer, &#60;cite&#62;Planos de ciudades de los Países Bajos. Parte III&#60;/cite&#62;, online at &#60;a href=&#34;http://bdh.bne.es/bnesearch/detalle/bdh0000015403&#34;&#62;http://bdh.bne.es/bnesearch/detalle/bdh0000015403&#60;/a&#62;.","archive"
"3213","Fruin 1876","Fruin, R. (ed.), &#60;cite&#62;Enqueste ende Informacie upt stuck van der reductie ende reformatie van den schiltaelen, voertijts getaxeert ende gestelt geweest over de landen van Hollant ende Vrieslant gedaen in den jaere MCCCCXCIIII&#60;/cite&#62; (Leiden 1876)","edition"
"3215","Schoorl 1979","Schoorl, Henk, &#60;cite&#62;’t Oge. Het Waddeneiland Callensoog onder het bewind van de heren van Brederode en hun erfgenamen, de graven van Holstein-Schaumburg, tot de verkoop aan vier Hollandse heren, ca. 1250-1614&#60;/cite&#62; (Holl. Stud. 11, Hillegom 1979)","secondary"
"3217","Brekelmans 1977","Brekelmans, F.A.,&#60;q&#62;Bestuur en rechtspraak&#60;/q&#62;, in &#60;cite&#62;Geschiedenis van Breda II Aspecten van de stedelijke historie 1568-1795&#60;/cite&#62;, ed. by V.A.M. Beermann et al (Schiedam, 1977).","secondary"
"3219","Coopmans 1975","Coopmans, J., &#60;q&#62;De onderlinge rechtsverhoudingen van &#39;s-Hertogenbosch en het platteland vóór 1629&#60;/q&#62;, in: &#60;cite&#62; Bijdragen tot de Geschiedenis&#60;/cite&#62; 58 (1975) 73-122","secondary"
"3221","Van der Wee 1963","Wee, H. van der, &#60;cite&#62;The growth of the Antwerp Market and the European Economy (fourteenth-sixteenth centuries)&#60;/cite&#62;, 3 vol. (The Hague, 1963).","secondary"
"3223","Kortlever 2001","Kortlever, Y., &#60;q&#62;The Easter and Cold Fairs of Bergen op Zoom (14th-16th centuries)&#60;/q&#62;, in &#60;cite&#62;Fiere e mercati nella integrazione delle economie Europee secc. XIII-XVIII&#60;/cite&#62;, ed. by S. Cavaciocchi (Prato, 2001) 625-643.","secondary"
"3225","Slootmans 1985","Slootmans, C.J.F., &#60;cite&#62;Paas- en koudemarkten te Bergen op Zoom 1365-1565&#60;/cite&#62;, Bijdragen tot de geschiedenis van het zuiden van Nederland LXIV-LVI, 3 vol. (Tilburg, 1985).","secondary"
"3227",null,null,"secondary"
"3229","Lübbing 1927","Lübbing, Hermann, &#60;q&#62;Der Handelsverkehr zur Zeit der friesischen Konsultatsverfassung in Rüstringen und den Nachbargemeinden. Ein Beitrag zur nordwestdeutschen Kulturgeschichte vom Beginn des 13. Jahrhunderts bis über die Mitte des 14. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Oldenburger Jahrbuch des Vereins für Altertumskunde und Landesgeschichte&#60;/cite&#62; 31 (1927), 117-180","secondary"
"3231","Van Uytven 2004","Van Uytven, R., &#60;cite&#62;Geschiedenis van Brabant van het hertogdom tot heden&#60;/cite&#62; (Leuven, 2004).","secondary"
"3233","BHIC toegang 1107","BHIC (Den Bosch) toegang 1107 (samenvattingen akten microfiches ARAB)","archive"
"3235","Nistal 2000","Nistal, Matthias (ed.), &#60;cite&#62;Die Oldenburgische Vogteikarte 1790/1800&#60;/cite&#62;, Veröffentlichungen der Historischen Kommission für Niedersachsen und Bremen 200 (Hannover, 2000)","edition"
"3237","Houben 1889","Houben, L.G.A.,&#60;cite&#62;Geschiedenis van Eindhoven de stad van Kempenland I&#60;/cite&#62; (1889, herdr. Schiedam 1978)","secondary"
"3239","RHCE GOB","Regionaal Historisch Centrum Eindhoven, Gemeentebestuur Oirschot en Best","archive"
"3245","Bont 2000","Bont, Chris de,&#60;cite&#62;Delft water. Tweeduizend jaar bewoning door waterbeheer in het Delftse&#60;/cite&#62; (Delft 2000)","secondary"
"3247","Unger 1944","Unger, W.S. &#60;q&#62;Rechtsbronnen van Brouwershaven&#60;/q&#62;, in: &#60;cite&#62;Verslagen en Mededelingen Oud Vaderlands Recht&#60;/cite&#62; IX (1944)13-112","edition"
"3249","Stenvert et. al. 1998","Stenvert, Ronald; Chris Kolman; Ben Olde Meierink; Sabine Broekhoven and Redmer Alma, &#60;cite&#62;Monumenten in Nederland. Groningen&#60;/cite&#62; (Zwolle, 1998).","secondary"
"3251","Van den Broek 2015","Van den Broek, Jan, &#60;cite&#62;Van tochtsloot tot levensader: Delf en Damsterdiep tot c. 1600.&#60;/cite&#62;  Aantekeningen voor een voordracht voor de Historische Kring Amasius, gehouden in &#39;het Anker&#39; te Delfzijl (2015).","secondary"
"3253","De Boer 2019","De Boer, Mirjam, &#60;cite&#62;Onderdendam. Van dam in een wildernis naar herbergen langs het water. De ontwikkelingen van het landschap en het dorp tussen 1252 en 1798&#60;/cite&#62;, Masterscriptie Rijksuniversiteit Groningen (2019).","secondary"
"3255","Noomen 2007","Noomen, Paul, &#60;q&#62;Winsum in de vroege Middeleeuwen&#60;/q&#62;, in &#60;cite&#62;Winsum 1057-2007&#60;/cite&#62;, ed. by Jacques Tersteeg; Redmer Alma, Hilde Bolhuis, Annemieke Galema, Anton Rinzema (Winsum, 2007)  65-87.","secondary"
"3257","Databestand kloosters in Nederland","Erfgoedcentrum Nederlands Kloosterleven, Databestand kloosters in Nederland, DOC-MON-ME Kloosters in Nederland oude periode.","secondary"
"3259","GAS OA Vollenhove","Gemeentearchief Steenwijkerland, Oud Archief Stad Vollenhove","archive"
"3261","Heeringa 1932","Heeringa, K. (ed.),&#60;cite&#62;Rekeningen van het bisdom Utrecht 1378-1573&#60;/cite&#62; (Utrecht 1932, 3 vol.)","edition"
"3263","Scheltema 1855-1885","Scheltema, P. (ed.), &#60;cite&#62;Aemstel&#39;s Oudheid&#60;/cite&#62; (Amsterdam 1855-1885, 7 vol.)","edition"
"3265","SAA Groot Memoriaal","Stadsarchief Amsterdam, Archief Burgemeesters: groot memoriaal (toegang 5023)","archive"
"3267","Musculus 1625","Musculus, Johann Conrad, &#60;cite&#62;Der Deichatlas des Johann Conrad Musculus&#60;/cite&#62;, Faksimile, ed. by Albrecht Eckhardt (Oldenburg, 1985)","edition"
"3269","Wagner 1909","Wagner, Ernst, &#60;cite&#62;Aus Varels Vergangenheit&#60;/cite&#62; (Varel, 1909)","secondary"
"3271","Schuttelaars 2011","Schuttelaars, Anton, &#60;q&#62;Het Hedelse veer&#60;/q&#62;, BHIC, Ons Brabant, Bruggen &#38; Veren, &#60;a href=&#34;https://www.bhic.nl/ontdekken/verhalen/het-hedelse-veer&#34;&#62;https://www.bhic.nl/ontdekken/verhalen/het-hedelse-veer&#60;/a&#62; (published online 14 January 2011; last edited 9 August 2021).","secondary"
"3273","Schuttelaars 2011-2","Schuttelaars, Anton, &#60;q&#62;Hoogwaterveren rond Den Bosch&#60;/q&#62;, BHIC, Ons Brabant, Bruggen &#38; Veren, &#60;a href=&#34;https://www.bhic.nl/ontdekken/verhalen/hoogwaterveren-rond-den-bosch&#34;&#62;https://www.bhic.nl/ontdekken/verhalen/hoogwaterveren-rond-den-bosch&#60;/a&#62; (published online 18 January 2011, last edited 5 May 2022).","secondary"
"3275","HUA BA","Het Utrechts Archief, Bisschoppelijk archief","archive"
"3283","Van Damme et al. 2022","Damme, Ilja Van; Greefs, Hilde; Jongepier, Iason; Soens, Tim, &#60;cite&#62;Historical Atlas of Antwerp. Between Aspiration and Achievement&#60;/cite&#62; (Bussum, 2022)","secondary"
"3285","Maris 1963","Maris, A.J.,&#60;q&#62;Het Wijkse of Rijswijkse veer over de Lek&#60;/q&#62;, in: &#60;cite&#62; Jaarboekje van Oud-Utrecht&#60;/cite&#62; (1963) 27-48","secondary"
"3287","Hoppenbrouwers 2002","Hoppenbrouwers, P.C.M.,&#60;q&#62;Van Waterland tot Stedenland. De Hollandse economie ca. 975-ca. 1570&#60;/q&#62;, in: Th. de Nijs en E. Beukers (red.), &#60;cite&#62;Geschiedenis van Holland. Deel 1 tot 1572&#60;/cite&#62; (Hilversum 2002) 103-148","secondary"
"3289","HCO, HA Almelo","HCO (Zwolle) Huisarchief Almelo","archive"
"3291","Krause 2003","Krause, Günter, &#60;q&#62;Duisburg als Handels- und Hafenort im Mittelalter und der frühen Neuzeit&#60;/q&#62;, in &#60;cite&#62;Warentransport im Mittelalter und in der Frühen Neuzeit: Transportwege, Transportmittel, Infrastruktur&#60;/cite&#62;, ed. by Alfred Falk; Matthias Untermann (Heidelberg, 2003), 30-42","secondary"
"3293","Schneider 2003","Schneider, Manfred, &#60;q&#62;Der Stralsunder Hafen im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Warentransport im Mittelalter und in der Frühen Neuzeit: Transportwege, Transportmittel, Infrastruktur&#60;/cite&#62;, ed. by Alfred Falk; Matthias Untermann (Heidelberg, 2003), 43-44","secondary"
"3295","Theissen 1912","Theissen, J.S., &#60;cite&#62;De regeering van Karel V in de Noordelijke Nederlanden&#60;/cite&#62; (Amsterdam 1912)","secondary"
"3297","NA, ACB","Nationaal Archief (Den Haag), Ambtenaren Centraal Bestuur","archive"
"3299","NHA SA Haarlem I","Noord-Hollands Archief (Haarlem) Stadsarchief Haarlem I","archive"
"3301","Verkooren 1910-1917","Verkooren, A. (ed.) &#60;cite&#62;Invententaire des chartes et cartulaires des Duch&eacute;s de Brabant et de Limbourg et des pays d&#39;Outre-&#13;&#10;Meuse. Ie partie. Chartes originales et vidim&eacute;es 1154-1378&#60;/cite&#62; (7 vol. 1910-1917)","edition"
