"id","descriptionid","language","description"
"795","496","fin","Aurajoen suualueelta ja Turusta vei jo varhain Aurajokea ja H&auml;meen H&auml;rk&auml;tien suuntaisesti talvitie Tarvasjoelle, jossa se haarautui Loimaalle ja Marttilaan. P&auml;&auml;suunta vei Loimaalle, josta talvitie jatkui Mets&auml;maan, Humppilan ja Urjalan kautta Akaaseen ja sielt&auml; Valkeakosken ohi P&auml;lk&auml;neelle. Tiet&auml; k&auml;yttiv&auml;t 1700-luvun lopulla H&auml;meest&auml; ja Savosta Turkuun matkanneet talonpojat. Osuus Aurajoen suusta P&auml;lk&auml;neelle takautunee viimeist&auml;&auml;n 1400-luvulle. Suomen kenraalikuvern&ouml;&ouml;ri Pietari Brahe matkasi P&auml;lk&auml;neen-Turun talvitiet&auml; maaliskuussa 1640, jolloin h&auml;n y&ouml;pyi P&auml;lk&auml;neen nimismiestalossa, 26.3. Urjalan Kankaanp&auml;&auml;n nimismiestalossa ja 28.3. Marttilassa. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"774","475","fin","Kangasalta Orivedelle Ponsan kautta johtanut maantie takautuu viimeist&auml;&auml;n 1400-luvun j&auml;lkipuolelle. Ajankohta, jolloin tie muodostettiin yleiseksi tieksi on ep&auml;selv&auml;. Viabunduksen tiedot t&auml;ydentyv&auml;t tulevissa p&auml;ivityksiss&auml;."
"806","503","dan","Die Stadt Elbing lie&szlig; 1495 den sogenannten Kraffohlkanal bauen, nachdem die Nogat eine direktere Verbindung mit dem Frischen Haff geschafft hatte."
"799","501","dan","H&auml;meen H&auml;rk&auml;tielt&auml; Paimionjoen sillalle Suurelle Rantatielle vienyt nk. Nauristie takautuu sill&auml; Nakolinnan linnavuoren luona 1988 tehdyst&auml; arkeologisesta kaivauksesta huolimatta rautakauden lopulle. Tiet&auml; k&auml;ytettiin joukkojen siirtoon 1599. Tie saattaa olla muodostettu yleiseksi tieksi keskiajalla tai 1500-luvulla, mutta sen status ennen 1600-luvun j&auml;lkipuolta on ep&auml;selv&auml;."
"780","481","fin","Viipurista Kivennavan kautta Ruotsin ja Novgorodin keskiaikaiselle rajalle Siestarjoelle ja edelleen Nevajoen suulle ja Inkerinmaalle vienyt maantie oli P&auml;hkin&auml;saaren rauhasta 1323 l&auml;htien strateginen kulkuv&auml;yl&auml;, jonka varrella sijaitsi jo 1400-luvulla Kivennavalle rakennettu tienvarsilinnoitus. Muolaalla ja Kivennavalla olleita skansseja vahvistettiin Kustaa Vaasan Ven&auml;j&auml;n sodan yhteydess&auml; ja ne mainitaan 1556. Tie on saattaa olla muodostettu yleiseksi tieksi Kivennavalle saakka viimeist&auml;&auml;n 1400-luvun j&auml;lkipuolella, siit&auml; eteenp&auml;in Joutselk&auml;&auml;n ehk&auml; 1595 j&auml;lkeen, vanhalle rajalle Stolbovan rauhan j&auml;lkeen 1617 ja Nevanlinnaan 1640-luvulla, jolloin sit&auml; kunnostettiin ja oiottiin my&ouml;s &Auml;yr&auml;p&auml;&auml;n kihlakunnassa. Rajajoen sillan yll&auml;pito kuului 1625 Kivennavan pit&auml;j&auml;lle."
"758","453","fin","Talvitie ja sulan ajan taivallusreitti Savosta S&auml;r&auml;isniemelle ja Ouluun sis&auml;ltyy Olavinlinnan p&auml;&auml;llik&ouml;n Ture Pederssonin (Bielke) kuningas Kustaa Vaasalle 1556 laatimaan selostukseen. Varsinainen taivallusreitti alkoi Joroisilta, josta Tavinsalmelle oli 20 peninkulmaa (n. 120 km). Sielt&auml; jatkettiin 17 peninkulmaa (n. 100 km) Ouluntaipaleeseen, josta reitti vei Ouluj&auml;rvelle (Vuolijoki) ja edelleen S&auml;r&auml;isniemeen, josta tie jatkui jokivartta Ouluun, sulana aikana voitiin kulkea veneell&auml;. Taivallusreitin ja talvitien pohjoisp&auml;&auml;ss&auml; sijaitsi 1550-luvulta l&auml;htien Saaresm&auml;en asutus, jonne Oulun porvarit saivat 1625 oikeuden vuosittaisiin talvimarkkinoihin. Reitin etel&auml;p&auml;&auml; on todenn&auml;k&ouml;isesti haarautunut Joroisista sek&auml; Juvalle (1556) ett&auml; Rantasalmelle ja edelleen Olavinlinnaan. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"760","461","fin","Hollolasta M&auml;nts&auml;l&auml;njoen vartta ja edelleen Porvoon kuninkaankartanon kautta Porvoonjoen suuhun ja Porvooseen vienyt tie on muodostettu yleiseksi maantieksi viimeist&auml;&auml;n 1400-luvun j&auml;lkipuolella, mutta perustuu vanhoihin Hollolan H&auml;meest&auml; rannikolle suuntautuneisiin sulan ajan reitteihin ja talviteihin. Tie varustettiin kestikievareilla 1622 ja mainitaan yleisen&auml; maantien&auml; 1690-luvulla."
"762","463","fin","H&auml;meen linnasta vei Hattulan ja P&auml;lk&auml;neen kautta Tammerkoskelle ja edelleen Karkun ja Tyrv&auml;&auml;n kautta Huittisiin jo keskiajalla tie, joka Jakob Teitin vuosien 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; on silloisissa hallinnollisissa suunnitelmissa esitetty osana Olavinlinnasta Hauhon, Pirkkalan ja Huittisten kautta Loimaalle ja Turkuun vienytt&auml; maantiet&auml;. Tien osuus Huittisista H&auml;meen linnaan sis&auml;ltyy my&ouml;s samanaikaiseen Juhana-herttuan majapaikkaluetteloon. Tien varrelta on useita mainintoja siihen liittyneist&auml; silloista ja rajamerkeist&auml; 1400-luvulta ja sit&auml; kutsuttiin jo silloin eri paikoissa yleiseksi maantieksi. Tien linjaus on paikoin, kuten Tampereen Messukyl&auml;ss&auml; palautettavissa 1100- ja 1200-luvuille ja se on todenn&auml;k&ouml;isesti ollut jo tuolloin H&auml;meen ja Satakunnan asutusytimi&auml; yhdist&auml;nyt verrattain yhten&auml;inen ratsupolku, joka on j&auml;rjestetty eri osiltaan yleiseksi tieksi 1300-luvun puolimaista 1400-luvun alkupuolelle ulottuneella jaksolla. Tie haarautui Huittisten Lauttakyl&auml;ss&auml; Kokem&auml;en kautta Harjavallan Lammaisiin ja edelleen Ulvilaan ja Poriin sek&auml; Loimijoen suuntaisesti Vampulaan ja sielt&auml; Virttaalle sek&auml; Alastaron kautta Orip&auml;&auml;h&auml;n vieneisiin haaroihin. Tiehen on liittynyt my&ouml;s eriaikaisia rinnakkaisia talviteit&auml; sek&auml; Hauhon-P&auml;lk&auml;neen-Kangasalan alueella, ett&auml; Pirkkalasta Nokian kautta Sastamalan kirkolle ja sielt&auml; edelleen Lammaisiin vienyt talvitie, joka mainitaan jo 1414."
"763","464","fin","H&auml;meen linnasta Kalvolan, S&auml;&auml;ksm&auml;en Saarioispuolen, Akaan ja Lemp&auml;&auml;l&auml;n kautta Tammerkoskelle vienyt tie on ollut olemassa jo 1400-luvulla. Kaikissa tien varren pit&auml;jiss&auml; mainitaan olleen kievareita 1544, ja tiet&auml; kutsuttiin 1500- ja 1600-lukujen taitteessa yleiseksi tieksi. Tien yll&auml;pitoa koskevat j&auml;rjestelyt takautuvat viimeist&auml;&auml;n 1400-luvulle. Tiet&auml; ristesi ja sen  suuntaisesti kulki my&ouml;s vesist&ouml;j&auml; hy&ouml;dynt&auml;neit&auml; talviteit&auml;. "
"765","466","fin","Viipurin linnan ja 1470-luvulla rakennetun Olavinlinnan v&auml;lill&auml; oli jo 1400-luvun viimeisell&auml; nelj&auml;nneksell&auml; ainakin kaksi eri reitti&auml;, joista vanhempi oli Viipurin Tienhaarasta Lapveden Kauskilan, Taipaleen kuninkaankartanon ja Puumalan kautta Olavinlinnaan vienyt maantie- ja vesireitti ja sille rinnakkainen talvitie, joka sis&auml;ltyy Jakob Teitin 1555&ndash;1556 luetteloon Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml;. Toinen varhainen, alkuosaltaan toden&auml;k&ouml;isesti jo 1400-luvulla yleiseksi tieksi muotoutunut reitti suuntautui Viipurin it&auml;puolelta Ihantalaan ja Ahvolan kautta J&auml;&auml;skeen, Tien pohjoisempi osa J&auml;&auml;skest&auml; Ruokolahden ja Puumalan kautta Olavinlinnaan muodostettiin yleisseksi tieksi vasta 1600-luvun j&auml;lkipuolella. Molempia reittej&auml; on yhdist&auml;nyt jo varhain Joutsenon kautta kulkenut tie, jonka ik&auml; yleisen&auml; tien&auml; on ep&auml;selv&auml;."
"597","252","nld","De vaarroute tussen Dokkum en Leeuwarden werd in 1647 tot trekvaart met een trekpad uitgebouwd."
"767","468","fin","H&auml;meen ja Viipurin linnoja yhdist&auml;nyt Ylinen Viipurintie sis&auml;ltyy Jakob Teitin 1555&ndash;1556 luetteloon Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml;. Tien alkuosa H&auml;meen linnasta Hauhon Etel&auml;isten, Tuuloksen ja Hollolan kautta Uuteenkyl&auml;&auml;n (r. Nyby) sis&auml;ltyy my&ouml;s Juhana-herttuan samanaikaiseen majapaikkaluetteloon. Hollolan Lahden kyl&auml;st&auml; it&auml;&auml;n tiest&auml; on ollut k&auml;yt&ouml;ss&auml; kaksi vaihtoehtoista reitti&auml;, joista toinen ylempi linjaus seurasi sisemp&auml;&auml; Salpausselk&auml;&auml; Vuolenkosken kautta Savitaipaleelle ja edelleen Lapvedelle. Alempi linjaus jatkoi ulomman Salpaussel&auml;n suuntaisesti Iittiin, Keltin lautalle ja Lapvedelle. Molemmat perustuvat jo pitk&auml;&auml;n k&auml;yt&ouml;ss&auml; olleisiin luontaisiin reitteihin. Teitin luettelon kuvaus noudattaa alempaa linjausta, mutta ylemm&auml;n Vuolenkosken silta kautta vieneen tien k&auml;ytt&ouml; oli vilkasta viel&auml; 1500-luvun lopulla, kunnes silta 1590-luvulla poltettiin ja korvattiin 1600-luvun alussa lautalla. Siltaa olivat yll&auml;pit&auml;neet H&auml;meen Hollolan ja Viipurin Lapveden kihlakunnat, mik&auml; viittaa keskiaikaiseen j&auml;rjestelyyn. Kustaa Vaasa m&auml;&auml;r&auml;si 1556 jomman kumman linjauksen h&auml;vitett&auml;v&auml;ksi, mutta hanke ei toteutunut. Alempi Keltin lautan kautta vienyt linjaus oli 1600-luvun alkupuolelta l&auml;htien selv&auml;sti p&auml;&auml;tie. Sen kautta kulki 1617 my&ouml;s kes&auml;tielle rinnakkainen talvitie. Lapvedell&auml; yhtyneet ylempi ja alempi linjaus jatkuivat ainakin kahtena rinnakkaisena maantien&auml; Viipurin Tienhaaraan ja Viipuriin. N&auml;ist&auml; l&auml;ntisempi Kauskilan ja Vaalimaan kautta vienyt tie sis&auml;ltyy Teitin luetteloon ja oli my&ouml;s osa Kauskilasta Taipaleen kuninkaankartanon ja Puumalan kautta Olavinlinnaa vienytt&auml; tiet&auml;, joka tulee t&auml;ydentym&auml;&auml;n Viabundus tietokantaan my&ouml;hemmin. It&auml;isempi Kasukkalan ja Viipurin pit&auml;j&auml;n Hanhijoen kautta vieneen linjauksen k&auml;ytt&ouml; vilkastui 1600-luvulla. Ylisen Viipurintien piiriin kuului my&ouml;s Lapveden markkinapaikalle viimeist&auml;&auml;n 1500-luvu1n alkupuolella vienyt tie. Ylinen Viipurintie on muodostettu eri osiltaan yleiseksi talonpoikien yhteisesti yll&auml;pit&auml;m&auml;ksi tieksi viimeist&auml;&auml;n 1400-luvun alussa, mutta mahdollisesti jo 1300-luvun puolimaissa."
"759","454","fin","Turun piispa sopi 1414 kolmen Pirkkalan Ylivedell&auml;, Sattulassa ja Taipaleessa asuvan lampuotinsa kanssa, ett&auml; n&auml;m&auml; kuljettaisivat vuosittain reell&auml; piispan veroparselit Karkusta eli Sastamalan kirkolta Kokem&auml;en Lammaisiin. Taivalkunnan kautta Nokian kartanolle Kulovedelt&auml; tullut talvitie mainitaan my&ouml;s 1596. Tie jatkui koillisessa Viholan kautta Pyh&auml;j&auml;rvelle, jossa se vei Pirkkalan pappilan ohi Harjuun ja Tammerkoskelle. Turun porvarit k&auml;yttiv&auml;t Kulovedelle kautta vienytt&auml; talvitiet&auml; kulkiessaan Tammerkosken talvimarkkinoille 1638&ndash;1708. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"761","462","fin","H&auml;meen linnasta Janakkalan ja Vantaanjoen Pengerkosken kautta Tuusulaan ja edelleen Helsingin pit&auml;j&auml;n kirkon kautta Malmille ja Vantaanjoen suuhun vienyt H&auml;meentie perustui vanhoihin Vanajan H&auml;meen ja rannikon v&auml;lisiin yhteyksiin. Tie oli vilkkaassa k&auml;yt&ouml;ss&auml; osana H&auml;meen linnan ja Vantaanjoen suun sek&auml; Tallinnan v&auml;lisi&auml; yhteyksi&auml; viimeist&auml;&auml;n 1500-luvun alussa, ja on todenn&auml;k&ouml;isesti muodostettu yleiseksi tieksi viimeist&auml;&auml;n 1400-luvun alkupuolella, mahdollisesti jo 1300-luvulla. Tien suuntaisesti kulki my&ouml;s Vanajan H&auml;meest&auml; Vantaanjoen suuhun vienyt talvitie. Tien k&auml;ytt&ouml;&ouml;n vaikuttivat my&ouml;s 1550 perustetut Helsingin kaupunki ja Kuninkaankartano. Kun Helsingin kaupunki siirrettiin Vironniemelle, tie m&auml;&auml;r&auml;ttiin 1639 rakennettavaksi vaunuilla ajettavaan kuntoon."
"764","465","fin","H&auml;meen linnasta vei Hattulan ja P&auml;lk&auml;neen kautta Tammerkoskelle ja edelleen Karkun ja Tyrv&auml;&auml;n kautta Huittisiin jo keskiajalla tie, joka Jakob Teitin vuosien 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; on silloisissa hallinnollisissa suunnitelmissa esitetty osana Olavinlinnasta Hauhon, Pirkkalan ja Huittisten kautta Loimaalle ja Turkuun vienytt&auml; maantiet&auml;. Tien osuus Huittisista H&auml;meen linnaan sis&auml;ltyy my&ouml;s samanaikaiseen Juhana-herttuan majapaikkaluetteloon. Tien varrelta on useita mainintoja siihen liittyneist&auml; silloista ja rajamerkeist&auml; 1400-luvulta ja sit&auml; kutsuttiin jo silloin eri paikoissa yleiseksi maantieksi. Tien linjaus on paikoin, kuten Tampereen Messukyl&auml;ss&auml; palautettavissa 1100- ja 1200-luvuille ja se on todenn&auml;k&ouml;isesti ollut jo tuolloin H&auml;meen ja Satakunnan asutusytimi&auml; yhdist&auml;nyt verrattain yhten&auml;inen ratsupolku, joka on j&auml;rjestetty eri osiltaan yleiseksi tieksi 1300-luvun puolimaista 1400-luvun alkupuolelle ulottuneella jaksolla. Tie haarautui Huittisten Lauttakyl&auml;ss&auml; Kokem&auml;en kautta Harjavallan Lammaisiin ja edelleen Ulvilaan ja Poriin sek&auml; Loimijoen suuntaisesti Vampulaan ja sielt&auml; Virttaalle sek&auml; Alastaron kautta Orip&auml;&auml;h&auml;n vieneisiin haaroihin. Tiehen on liittynyt my&ouml;s eriaikaisia rinnakkaisia talviteit&auml; sek&auml; Hauhon-P&auml;lk&auml;neen-Kangasalan alueella, ett&auml; Pirkkalasta Nokian kautta Sastamalan kirkolle ja sielt&auml; edelleen Lammaisiin vienyt talvitie, joka mainitaan jo 1414."
"770","471","fin","Orip&auml;&auml;st&auml; Vampulan kautta Huittisiin vienyt tie mainitaan Jakob Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; osana Olavinlinnasta Hauhon ja Pirkkalan kautta Huittisiin ja Turkuun vienytt&auml; yleist&auml; tiet&auml;. Tiest&auml; haarautuivat yleiset tiet Vampulasta Virttaalle ja Alastaron kautta Loimaalle. Orip&auml;&auml;n ja Huittisten v&auml;linen tie on j&auml;rjestetty yleiseksi tieksi viimeist&auml;&auml;n 1400-luvulla. Sen suuntaisesti kulki jo keskiajalla my&ouml;s Huittisten ja Punkalaitumen seudulta Aurajokilaaksoon vienyt talvitie. Loimaan alueen tiest&ouml; tulee t&auml;ydentym&auml;&auml;n Viabunduksessa seuraavissa p&auml;ivityksiss&auml;"
"775","476","fin","Somerolta Uskelaan, Saloon ja Halikkoon jo 1200-luvun alkupuolella vienyt nk. Hiidentie j&auml;rjestettiin yleiseksi tieksi mahdollisesti jo keskiajalla tai 1500-luvulla. Tien osuutta Salosta Pertteliin tai sille mahdollisesti rinnakkaista reitti&auml; on 1700-luvulla kutsuttu my&ouml;s Paavintieksi."
"779","480","fin","Viipurin S&auml;ini&ouml;st&auml; Kaukj&auml;rven ja Uudenkirkon kautta Suomenlahden Vammelsuuhun vienytt&auml; tiet&auml; on kansanperinteess&auml; kutsuttu pyh&auml;n Birgitan tieksi, mik&auml; ajoittaa sen k&auml;yt&ouml;n mahdollisena pyhiinvaellusreittin&auml; 1400-luvulle ja 1500-luvun alkuun. Pyhiinvaellusten kohteeksi on esitetty Talpolassa ollutta pyh&auml;n Birgitan kappelia. Tie jatkui todenn&auml;k&ouml;isesti jo keskiajalla Suomenlahden rannikkoa Kuokkalaan ja Novgorodin rajalle. Tien k&auml;yt&ouml;st&auml; kaukoliikenteeseen on tietoja 1500-luvulta ja siit&auml; tuli yleinen maantie viimeist&auml;&auml;n 1600-luvulla, jolloin se alkuosaa Kaukj&auml;rvelle parannettiin. Vammelsuun ja Viipurin v&auml;lill&auml; oli my&ouml;s Inkerinmaalta tulevia vanhoja talviteit&auml;, joista yksi vei Muolaanj&auml;rven ja Muolaan kyl&auml;n kautta ja toinen rannikon suuntaisesti Viipurinlahdelle."
"778","479","fin","Viipurista Kivennavalle vieneest&auml; tiest&auml; haarautui viimeist&auml;&auml;n my&ouml;h&auml;iskeskiajalla Sudenojalla Vuoksen etel&auml;puolitse Kiviniemeen Novgorodin rajalle vienyt maantie, joka jatkui edelleen K&auml;kisalmeen. Tie j&auml;rjestettiin yleiseksi maantieksi viimeist&auml;&auml;n 1600-luvun alkupuolella ja sis&auml;ltyy 1700-luvun reittioppaisiin. Viipurin porvareiden oikeus Ruotsin ja Ven&auml;j&auml;n v&auml;lisell&auml; rajalla Kiviniemen Saijanjoella vanhastaan pidettyihin markkinoihin vahvistettiin 1606."
"421","56","deu","Die Stra&szlig;e zwischen Hasel&uuml;nne und Wietmarschen &uuml;ber Teglingen, Geeste und Dalum ist erstmals f&uuml;r das 18. Jh. bezeugt. Ihre Bedeutung f&uuml;r fr&uuml;here Jahrhunderte ist ungeklart; das Hauptteil des Verkehrs muss die Strecke &uuml;ber den Fluss&uuml;bergang in Lingen genommen haben."
"771","472","fin","Virttaalta S&auml;kyl&auml;&auml;n, Euraan ja Eurajoelle vienyt maantie oli osa Pyh&auml;j&auml;rven koillis-, pohjois- ja luoteispuolen jo rautakauden lopulla muotoutunutta tieverkostoa, jossa osuus Virttaalta Kankaanp&auml;&auml;h&auml;n ja S&auml;kyl&auml;&auml;n oli osa 1300-luvun j&auml;lkipuolella yleiseksi tieksi muodostettua Huovintiet&auml;. Linjauksista vanhempi on noudatellut harjua, kun taas Pyh&auml;joen suuntaisesti S&auml;kyl&auml;&auml;n vieneen tien k&auml;ytt&ouml; on yleistynyt viimeist&auml;&auml;n 1400-luvulla. S&auml;kyl&auml;st&auml; Kauttuan sillan yli Euraan ja Eurajoelle vienyt osuus yhdisti alueen rannikkoon. Eurajoen vartta S&auml;kyl&auml;&auml;n vieneest&auml; kes&auml;maantiest&auml; on tietoja 1580-luvulta, ja tien k&auml;ytt&ouml; oli S&auml;kyl&auml;ss&auml; jo 1400-luvun j&auml;lkipuolella niin vilkasta, ett&auml; sinne syntyi jo keskiajalla taverna ja my&ouml;hempi kievari. Tiest&auml; haarautui Kepolaan ja sielt&auml; S&auml;kyl&auml;&auml;n paikallisempi reitti, jonka merkitys kasvoi 1700-luvulla ohi K&ouml;yli&ouml;nj&auml;rven it&auml;puolitse vieneen vanhan Huovintien."
"776","477","fin","Orip&auml;&auml;st&auml; Vampulan kautta Huittisiin vienyt tie mainitaan Jakob Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; osana Olavinlinnasta Hauhon ja Pirkkalan kautta Huittisiin ja Turkuun vienytt&auml; yleist&auml; tiet&auml;. Tiest&auml; haarautuivat yleiset tiet Vampulasta Virttaalle ja Alastaron kautta Loimaalle. Orip&auml;&auml;n ja Huittisten v&auml;linen tie on j&auml;rjestetty yleiseksi tieksi viimeist&auml;&auml;n 1400-luvulla. Sen suuntaisesti kulki jo keskiajalla my&ouml;s Huittisten ja Punkalaitumen seudulta Aurajokilaaksoon vienyt talvitie. Loimaan alueen tiest&ouml; tulee t&auml;ydentym&auml;&auml;n Viabunduksessa seuraavissa p&auml;ivityksiss&auml;"
"781","482","fin","Orip&auml;&auml;st&auml; Vampulan kautta Huittisiin vienyt tie mainitaan Jakob Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; osana Olavinlinnasta Hauhon ja Pirkkalan kautta Huittisiin ja Turkuun vienytt&auml; yleist&auml; tiet&auml;. Tiest&auml; haarautuivat yleiset tiet Vampulasta Virttaalle ja Alastaron kautta Loimaalle. Orip&auml;&auml;n ja Huittisten v&auml;linen tie on j&auml;rjestetty yleiseksi tieksi viimeist&auml;&auml;n 1400-luvulla. Sen suuntaisesti kulki jo keskiajalla my&ouml;s Huittisten ja Punkalaitumen seudulta Aurajokilaaksoon vienyt talvitie. Loimaan alueen tiest&ouml; tulee t&auml;ydentym&auml;&auml;n Viabunduksessa seuraavissa p&auml;ivityksiss&auml;."
"785","486","fin","Limingasta Tyrn&auml;v&auml;n kautta Muhokselle vienyt talvitie oli 1678 yleisess&auml; k&auml;yt&ouml;ss&auml; ja jatkui Oulujoen suun ja S&auml;r&auml;isniemen v&auml;list&auml; sek&auml; sielt&auml; Paltamoon vienytt&auml; talvitiet&auml; edelleen Kajaaniin. Tie lienee syntynyt oikoreittin&auml; jo 1500-luvun j&auml;lkipuolella. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"791","492","fin","Aurajoen alajuoksulta vei jo my&ouml;h&auml;iskeskiajalla Satakunnan ja H&auml;meen suuntaan eri jokilaaksoja seuranneita talviteit&auml;. Er&auml;s vanhimmista vaikuttaa olleen Maarian R&auml;nt&auml;m&auml;est&auml; Paattistenjoen suuntaisesti Savonj&auml;rvelle ja edelleen Yl&auml;neelle vienyt talvitie, joka jatkui Pyh&auml;j&auml;rven yli S&auml;kyl&auml;&auml;n, K&ouml;yli&ouml;nkartanolle ja K&ouml;yli&ouml;nj&auml;rven pohjoisp&auml;&auml;st&auml; Kokem&auml;en Ylistaroon. Tien pohjoisp&auml;&auml; Ylistarosta K&ouml;yli&ouml;nkartanolle esiintyy viitteellisesti sek&auml; 1200-luvun lopulla kirjoitetussa pyh&auml;n Henrikin legendassa ett&auml; 1600-luvulta s&auml;ilyneess&auml; surmavirress&auml;. Talvitiest&auml; haarautui Pyh&auml;j&auml;rvell&auml; Euran Kauttuaan vienyt tie, joka mainitaan 1591 &rdquo;vanhana talvitien&auml;&rdquo;. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"796","497","fin","P&auml;lk&auml;neen Laitikkalasta Hauhon kirkolle ja sielt&auml; Tuuloksen Syrj&auml;ntakaan ja Hauhon Etel&auml;isiin haarautuneet tiet olivat osa alueen yleisi&auml; maanteit&auml; 1550-luvulla. Molemmat olivat yhteydess&auml; vanhoihin Vanajan H&auml;meest&auml; Hauholle ja P&auml;lk&auml;neelt&auml; Lammille suuntautuneisiin reitteihin. P&auml;lk&auml;neen ja Tuuloksen v&auml;linen osuus mainitaan Jakob Teitin vuosien 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; osana Olavinlinnasta Hauhon, Pirkkalan ja Huittisten kautta Loimaalle ja Turkuun vienytt&auml; maantiet&auml;. Molemmat tiet on j&auml;rjestetty yleisiksi talonpoikien yll&auml;pit&auml;miksi teiksi viimeist&auml;&auml;n 1400-luvun alkupuolella, mahdollisesti jo 1300-luvun lopulla."
"797","498","fin","P&auml;lk&auml;neen Laitikkalasta Hauhon kirkolle ja sielt&auml; Tuuloksen Syrj&auml;ntakaan ja Hauhon Etel&auml;isiin haarautuneet tiet olivat osa alueen yleisi&auml; maanteit&auml; 1550-luvulla. Molemmat olivat yhteydess&auml; vanhoihin Vanajan H&auml;meest&auml; Hauholle ja P&auml;lk&auml;neelt&auml; Lammille suuntautuneisiin reitteihin. P&auml;lk&auml;neen ja Tuuloksen v&auml;linen osuus mainitaan Jakob Teitin vuosien 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; osana Olavinlinnasta Hauhon, Pirkkalan ja Huittisten kautta Loimaalle ja Turkuun vienytt&auml; maantiet&auml;. Molemmat tiet on j&auml;rjestetty yleisiksi talonpoikien yll&auml;pit&auml;miksi teiksi viimeist&auml;&auml;n 1400-luvun alkupuolella, mahdollisesti jo 1300-luvun lopulla."
"800","502","fin","Viipurin it&auml;puolelta vei Ihantalan kautta Vuoksen l&auml;nsirannalle tie, joka jatkui Kuukaupin lauttapaikan yli ja haarautui sitten Saviniemen kuninkaankartanoon ja K&auml;kisalmeen sek&auml; Vuoksen it&auml;rantaa J&auml;&auml;skeen vieneisiin teihin. Savinimen kuninkaankartano mainitaan 1523, mutta on perustettu todenn&auml;k&ouml;isesti jo 1300-luvulla tai 1400-luvun alussa. Tie on muodostettu yleiseksi maantieksi viimeist&auml;&auml;n 1400-luvulla ja sen K&auml;kisalmeen johtanutta osuutta parannettiin Stolbovan rauhan 1617 j&auml;lkeen."
"699","393","nld","De meander in de Maas bij Hedikhuizen werd in 1474 door stad en dorpen van Heusden doorgestoken om de afwatering van de rivier te verbeteren."
"777","478","fin","Orip&auml;&auml;st&auml; Vampulan kautta Huittisiin vienyt tie mainitaan Jakob Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; osana Olavinlinnasta Hauhon ja Pirkkalan kautta Huittisiin ja Turkuun vienytt&auml; yleist&auml; tiet&auml;. Tiest&auml; haarautuivat yleiset tiet Vampulasta Virttaalle ja Alastaron kautta Loimaalle. Orip&auml;&auml;n ja Huittisten v&auml;linen tie on j&auml;rjestetty yleiseksi tieksi viimeist&auml;&auml;n 1400-luvulla. Sen suuntaisesti kulki jo keskiajalla my&ouml;s Huittisten ja Punkalaitumen seudulta Aurajokilaaksoon vienyt talvitie. Loimaan alueen tiest&ouml; tulee t&auml;ydentym&auml;&auml;n Viabunduksessa seuraavissa p&auml;ivityksiss&auml;"
"786","487","dan","Oulusta Tyrn&auml;v&auml;n kautta Temmeksen Haapaniemeen ja sielt&auml; ilmeisesti Mankilan, Rantsilan, Piippolan ja Pyh&auml;nn&auml;n kautta Iisalmen (Vierem&auml;) Nissil&auml;&auml;n vieneen talvitien sanottiin 1630-luvn alussa olleen hiljattain k&auml;ytt&ouml;&ouml;n otettu. Tie yhtyi Nissil&auml;ss&auml; S&auml;r&auml;isniemen ja Joroisten v&auml;liseen talvitiehen ja taivallusreittiin. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
