"id","descriptionid","language","description"
"545","188","deu","Die Ems wurde zwischen Rheine und Greven schiffbar nach der Erbauung einer Schleuse im M&uuml;hlenwehr in Rheine 1550. Versuche die Ems auch flussaufw&auml;rts von Greven schiffbar zu machen im 17. Jh. scheiterten wegen des geringen Wasserstandes."
"547","190","deu","Die Ems war bis Meppen f&uuml;r gr&ouml;&szlig;ere Schiffe befahrbar, bis Rheine oder Greven nur mit kleineren Schiffen oder Fl&ouml;&szlig;en, oder beim mittleren Wasserstand."
"549","192","deu","Um 1480 versuchten die Herz&ouml;ge von Mecklenburg, eine Wasserstra&szlig;e zwischen der Elbe und der Ostsee durch den Schweriner See und die Fl&uuml;sse St&ouml;r und Elde einzurichten. Die Bem&uuml;hungen scheiterten haupts&auml;chlich wegen Wiederstand des Kurf&uuml;rsten von Brandenburg. Erneute Bem&uuml;hungen ab 1564 f&uuml;hrten zu einem Kanalbau von D&ouml;mitz nach Eldena zwischen 1568 und 1572, die Mark Brandenburg umgehend, womit die Wasserstra&szlig;e zwischen D&ouml;mitz und den Schweriner See schiffbar wurde. Die Verbindung zwischen den Schweriner See und Wismar machte aber gr&ouml;&szlig;ere technische Schwierigkeiten und war wahrscheinlich nie betriebsf&auml;hig, trotz der Darstellung des Kanals als durchgehender Wasserweg auf einer Karte von Daniel Frese aus 1605."
"551","194","deu","1412 and 1430 erhielt L&uuml;neburg Privilegien, Wasserwege durch Mecklenburg anzulegen f&uuml;r den Transport ihres Salzes zu den Ostseeh&auml;fen. Zwischen 1553 und 1564 wurde dann die Schaale schiffbar gemacht, unter anderem durch den Bau von sieben Schleusen. Damit wurde eine schiffbare Verbindung zwischen der Elbe bei Boizenburg und dem Schaalsee geschaffen. In Dutzow am Nordufer des Sees wurden die G&uuml;ter auf die Landstra&szlig;e zu den Hafenst&auml;dten umgeschlagen."
"553","196","deu","Der Graf von Delmenhorst und die Stadt Bremen verpflichteten sich 1311 beiderseits zur Unterhaltung der Stra&szlig;e zwischen Bremen und Delmenhorst &uuml;ber Huchting. &auml;ltere Routen, n&ouml;rdlich &uuml;ber Seehausen und Hasbergen oder s&uuml;dlich &uuml;ber Ganderkesee, wurden nun durch Delmenhorst geleitet. Wegen der Lage in einer Niederung war die neue Stra&szlig;e jedoch oft &uuml;berschwemmt; in solchen F&auml;llen wurden die alten Stra&szlig;en wieder benutzt und boten die Einwohner von Huchting F&auml;hrdienste an."
"555","198","deu","In einem Vertrag zwischen Mainz und Hessen von 1572 wird diese Stra&szlig;e von Wanfried nach Langensalza als neue Stra&szlig;e und keine offene Landstra&szlig;e bezeichnet. 1583 wird sie zur Geleitsstra&szlig;e erhoben."
"557","202","deu","Kurz vor 1600 begann Landgraf Moritz von Hessen-Kassel mit Bauma&szlig;nahmen zur Schiffbarmachung der Fulda, unter anderem mittels der Errichtung von sieben Schleusen. Das erste Schiff aus Kassel erreichte 1601 Hersfeld. Es ist jedoch die Frage in wieweit der Fluss als Schifffahrtsverbindung benutzt wurde; sp&auml;testens im Drei&szlig;igj&auml;hrigen Krieg muss hier die Schifffahrt eingegangen sein."
"559","204","deu","Diese Stra&szlig;e wurde vermutlich bereits 1027 in einer Grenzbeschreibung erw&auml;hnt, 1227 kommt sie unter dem Namen Weinstra&szlig;e vor."
"561","206","deu","Eine Urkunde von 1330 benennt diesen Stra&szlig;enabschnitt mit &quot;Hohe Stra&szlig;e&quot;."
"647","297","deu","Die direkte Verbindung zwischen Flatow und Berlin wurde erst 1672 mit dem Bau der Havelbr&uuml;cke bei Henningsdorf realisiert. Vorher nahm der Verkehr den Weg &uuml;ber Spandau."
"695","367","nld","De Roosendaalse Vliet werd in 1451 verwijd en werd sindsdien als waterweg die Roosendaal met de zee verbond gebruikt. V&oacute;&oacute;r 1451 zijn er geen aanwijzigen dat er relevant transport plaatsvond."
"563","218","nld","Meijel bevond zich op een zandrug door het hoogveengebied De Peel, dat verder nauwelijks toegankelijk was. Een route over deze zandrug is waarschijnlijk terug te voeren in de Romeinse tijd, zoals archeologische vondsten aantonen. In de 18e eeuw wordt hier een doorgaande weg tussen &#039;s-Hertogenbosch en Keulen genoemd, wat door het bestaan van een tol en herbergen in Meijel wordt ondersteund. Het venige gebied moet de doorgang echter regelmatig bemoeilijkt hebben. Volgens de Engelse militair D. Paterson in 1748 was de weg &quot;impassable in winter for wagons of any size&quot;. Hoogstens ging het hier dus om een verbinding van secundair belang, waarbij het meeste doorgangsverkeer de Peel zal hebben gemeden."
"565","220","deu","Die Stra&szlig;e auf dem linken Lippeufer zwischen Hamm und L&uuml;nen war sehr sumpfig und wurde wahrscheinlich erst nach dem Drei&szlig;igj&auml;hrigen Krieg f&uuml;r den Fernverkehr genutzt."
"567","222","deu","Im Mitteldeutschen Heimatatlas als Nebenstrecke vor dem 15. Jahrhundert eingezeichnet. Seit dem 15. Jh. war die Strecke f&uuml;r den Frachtverkehr wegen der Umgehung des Leipziger Stapels verboten."
"569","224","deu","Vor dem Bau der Br&uuml;cken in Berka/Werra wurde teilweise eine Strecke entlang der Werra mit einer Furt in Wartha genutzt. Die Furt war allerdings beschwerlich und unmittelbar danach musste eine Gel&auml;ndezunge erklommen werden, die erst im 19. Jahrhundert abgetragen wurde."
"571","226","nld","Met de bouw van een grote schutsluis in Zaandam, die gereed kwam in 1547, werd de Zaan de hoofdwaterweg tussen Amsterdam en het Hollandse noorderkwartier. Voorheen was de dam alleen door kleine schuiten te passeren en verliep de vaarroute voor grotere schepen tussen Alkmaar en Amsterdam met een omweg via Edam."
"573","228","nld","Nadat de Hollandse IJssel van de Lek bij Hoppenesse was afgedamd in 1285, verlandde de rivier langzaam. In 1485 werd geklaagd dat de rivier tussen IJsselstein en Oudewater daardoor al lang onbevaarbaar geworden was. De vele plannen uit de late 15e en 16e eeuw om deze situatie te veranderen werden niet ten uitvoer gebracht."
"575","230","nld","De trekvaart tussen Amsterdam en Haarlem werd in 1631-1632 gegraven. Op wens van Haarlem, dat een tol hief op het Spaarne, was het gebruik van het kanaal beperkt tot personenvervoer; voor vrachtvervoer bleef de oude route via het IJ en het Spaarne in gebruik. Vanwege de aanwezigheid van drie spuisluizen in Halfweg was het kanaal daar onderbroken en moesten passagiers overstappen op een andere trekschuit."
"577","232","deu","Die s&uuml;dliche Route zwischen L&uuml;neburg und Soltau &uuml;ber Amelinghausen war die &auml;ltere und wurde sp&auml;ter als Karrenweg bekannt; der st&auml;rkere Verkehr mit Frachtwagen benutzte ab dem 15. Jh. die n&ouml;rdliche Route &uuml;ber Soderstorf und H&uuml;tzel."
"579","234","deu","Die n&ouml;rdliche Route zwischen L&uuml;neburg und Soltau &uuml;ber Soderstorf und H&uuml;tzel entwickelte sich im sp&auml;ten 15. oder 16. Jh. f&uuml;r den schweren Frachtverkehr. Sie war sp&auml;ter als Fracht- und Postweg bekannt."
"581","236","deu","Nach Bruno Ploetz war die Stra&szlig;e zwischen L&uuml;neburg und Celle &uuml;ber Tellmer und Oberohe der alte Karrenweg. Er ver&ouml;dete im 18. Jh. langsam wegen Bevorzugung des Frachtweges &uuml;ber M&uuml;den."
"583","238","deu","Nach Bruno Ploetz entstand der Frachtweg zwischen L&uuml;neburg und Celle &uuml;ber M&uuml;den im 16. Jh. und ersetzte langsam den &auml;lteren Karrenweg &uuml;ber Tellmer und Oberohe."
"585","240","deu","Der &quot;Hessenkarrenweg&quot; war die Route f&uuml;r den Karrenverkehr zwischen Braunschweig und L&uuml;neburg. Ein Frachtweg f&uuml;r Frachtwagen verlief auf manchen Strecken &ouml;stlich dieser Route."
"587","242","deu","Der Frachtweg f&uuml;r schwere Frachtwagen zwischen Braunschweig und L&uuml;neburg verlief &ouml;stlich des Hessenkarrenweges an manchen Teilen der Route."
"589","244","deu","Die Strecke zwischen Bienenb&uuml;ttel und Oldenstadt/Uelzen &uuml;ber Medingen und Jastorf war als Winter-Frachtweg bekannt, weil sie in Gegensatz zu dem westlicher gelegenen Sommerweg zu allen Jahreszeiten benutzt werden konnte."
"591","246","deu","Die Stra&szlig;e zwischen Bienenb&uuml;ttel und Uelzen &uuml;ber Seedorf war als Sommer-Frachtweg bekannt, weil sie nur bei trockenem Wetter benutzt werden konnte, in Gegensatz zu dem Winterweg &uuml;ber Jastorf."
"593","248","nld","In 1640 verkregen de steden Leeuwarden, Franeker en Harlingen een octrooi om langs de reeds bestaande vaarten tussen de drie steden een trekpad aan te leggen. In 1646 verkeerde de eerste trekschuiten op deze route; dagelijks waren het er vijf in beide richtingen. Passagiers betaalden 12 penningen per afgelegde mijl, voor voetgangers gold een tol van acht penningen de mijl."
"595","250","nld","In 1648 werd een trekvaart tussen Leeuwarden, Bolsward en Workum aangelegd."
"603","258","deu","Von Schifffahrt auf der Oude IJssel ist keine Rede vor dem Jahr 1582, als die Wasserm&uuml;hle bei Keppel, die vorher der Schifffahrt behindert hatte, zerst&ouml;rt wurde. Einer Hafenordnung aus Doesburg 1590 zufolge, fuhren zu der Zeit Schiffe zwischen Doesburg und Doetinchem. 1592 wurden zudem die Bocholter Aa bis Bocholt und die Issel bis Anholt schiffbar gemacht."
"605","258","nld","Van scheepvaart op de Oude IJssel was waarschijnlijk v&oacute;&oacute;r 1582 geen sprake; in dat jaar werd de watermolen bij Keppel, een obstakel voor de scheepvaart, afgebroken. Uit een ordonnantie uit Doesburg uit 1590 blijkt, dat toen scheepvaart tussen Doesburg en Doetinchem plaatsvond. Vanaf 1592 vonden bovendien werkzaamheden plaats om de rivier tot aan Bocholt (Bocholter Aa/Aastrang) en Anholt (Issel) bevaarbaar te maken."
"607","260","nld","Na de Elizabethvloed (1421) was de waterhuishouding in de Hollandse Rijndelta zo grondig veranderd, dat de IJssel langzaam steeds ondieper werd. In de late 16e en 17e eeuw was de rivier zelfs zo ondiep geworden, dat de vele zandbanken en de lage waterstand scheepvaart gedurende grote delen van het jaar onmogelijk maakten."
"609","262","nld","Op de heide tussen Utrecht en Amersfoort werd in 1652 een kaarsrechte, 60m brede nieuwe weg aangelegd: de &quot;wegh der weegen&quot;. Er schijnt op deze plaats ook een middeleeuwse route te zijn geweest, waarvan het verloop niet meer is vast te stellen."
"611","264","nld","Het is onwaarschijnlijk dat voor het eind van de 16e eeuw enige scheepvaart van belang op de Berkel plaatsvond, vanwege de vele molenstuwen op de rivier. In 1591 lanceerde Francois Balochij, sergeant-majoor te Lochem, het plan om de Berkel tot in het bisdom M&uuml;nster bevaarbaar te maken. Op dat moment was scheepvaart tussen Zutphen en Borculo mogelijk. Het duurde echter tot in de jaren 1640 voordat er scheepvaart tot voorbij Borculo mogelijk was. In Zutphen werd een Berkelcompagnie gevormd, sluizen werden gebouwd, en in 1646 bereikte het eerste schip uit Zutphen de Langebrug nabij Vreden. Plannen om de bevaarbare route tot aan Coesfeld door te trekken na 1650 leidden waarschijnlijk tot niets. De Berkelcompagnie ging in 1671 failliet en pas in de 18e eeuw werden weer pogingen ondernomen om de bevaarbaarheid van de rivier te verbeteren."
"613","264","deu","Es ist unwahrscheinlich, dass es vor dem sp&auml;ten 16. Jh. eine bedeutende Schifffahrt auf der Berkel gegeben hat, wegen der vielen M&uuml;hlenwehre im Fluss. 1591 bracht der Sergeant-Major von Lochem Francois Balochij Pl&auml;ne heraus, den Fluss bis ins M&uuml;nsterland schiffbar zu machen. Zu der Zeit war die Schifffahrt zwischen Zutphen und Borculo m&ouml;glich. Es dauerte aber bis in die 1640er Jahren, bevor die Schifffahrt &uuml;ber Borculo hinaus m&ouml;glich wurde. In Zutphen wurde eine Berkelcompagnie gegr&uuml;ndet, Schleusen wurden errichtet und 1646 erreichte das erste Zutphener Schiff die Langebr&uuml;cke nah Vreden. Pl&auml;ne f&uuml;r eine Erweiterung nach Coesfeld nach 1650 wurden wahrscheinlich nie verwirklicht. 1671 ging die Berkelcompagnie in Konkurs und erst im 18. Jh. gab es erneute Bestrebungen, die Schiffbarkeit der Berkel zu verbessern."
"615","266","nld","De Schipbeek werd in 1399-1402 door de stad Deventer gegraven met ondersteuning van de bischop van Utrecht. Het kanaal verbond Deventer met de bovenloop van de Regge bij Westerflier. In 1576 ontving Deventer van koning Filips II een octrooi om de Schipbeek uit te diepen en te verbreden."
"617","268","nld","Een bevaarbare verbinding tussen de Schipbeek en de Regge bij Westerflier moet voor 1547 tot stand zijn gekomen."
"619","270","nld","De verbinding tussen de Schipbeek bij Westerflier en de Diepenheimse Molenbeek en Buurserbeek werd kort na of in 1611 gegraven. Het kanaal werd vooral gebruikt voor het transport voor agrarische producten en hout. Scheepvaart vond voornamelijk in de wintermaanden plaats, wanneer de wegen moeilijk begaanbaar waren en de waterstand hoger was."
"621","272","deu","Eine Landroute zwischen Husum und Eiderstedt wurde erst 1489 m&ouml;glich, als der vollendete Dammkoog die Insel Eiderstedt mit dem Festland verband."
"623","274","nld","De turfvaart tussen Overslag en de Moervaart bij Kalve bevond zich in 1465/66 in een slechte staat door uitputting van de moeren. Hierdoor was er nauwelijks meer scheepvaart tussen Gent en Axel mogelijk."
"625","276","nld","Grootschalige inundaties in het noorden van Vlaanderen (het huidige Zeeuws-Vlaanderen) tijdens de Nederlandse Opstand in de late 16e en vroege 17e eeuw leidden tot grondige veranderingen in de middeleeuwse structuur van het landschap. Een precieze reconstructie van routes voor 1583 is daardoor in veel gevallen onmogelijk."
"627","278","nld","De weg tussen Biervliet en Boekhoute verdween in het water van de Braakman in 1375. Biervliet lag voortaan op een eiland. Het precieze verloop van de weg is niet bekend."
"629","280","nld","De Stekense Vaart, die Hulst met Gent en Rupelmonde verbond, werd vanaf 1314 gegraven. In de 16e eeuw moet het gedeelte bij Hulst vervallen zijn; op kaarten uit die tijd wordt het kanaal niet meer afgebeeld."
"631","281","deu","Bereits vor 1594 wurden Pl&auml;ne gemacht um den Transport innerhalb Eiderstedts zu verbessern durch das Graben von Kan&auml;len. Die Norderbootfahrt zwischen T&ouml;nning und Tetenb&uuml;ll wurde 1612, die S&uuml;derbootfahrt zwischen Garding und der Eider bei Kating 1613 gegraben. Ein Zusatzkanal zwischen T&ouml;nning und Kating wurde 1615 realisiert, jedoch im 18. Jh. wieder zugesch&uuml;ttet."
"633","283","nld","Brugge maakte reeds in 1470 plannen om een kanaal ten zuiden van Oostburg richting Biervliet te graven, om zo de voortgaande verzanding van het Zwin te stoppen en de scheepvaart te verbeteren. De Brugse Vaart werd in 1502-1505 gegraven en in 1516 opengesteld. Het kanaal verzandde echter al spoedig en bleef voor de scheepvaart van geringe betekenis."
"635","285","nld","Vanwege de verminderde bevaarbaarheid van het Zwin, veroorzaakt door verzanding, liet de stad Brugge een nieuw kanaal tussen Brugge en Sluis graven: de Zoete of Verse Vaart. Deze kwam in 1566 gereed. Hoewel het kanaal in de beginjaren enkele zeeschepen wist aan te trekken, kon het niet op genoeg diepte worden gehouden."
"637","287","nld","De zeearm Het Zwin functioneerde als haven van de stad Brugge. Oorspronkelijk heette deze Sinkfal en verliep tot aan de stad zelf, maar de vaarweg verzandde doorheen de eeuwen, waardoor er een systeem van voorhavens aan het Zwin ontstond. De eerste van deze was Damme, waar het Zwin in 1180 werd afgedamd. Later kwamen hier Monnikerede, Hoeke, Mude en Sluis bij. In de late 15e eeuw werden er in Sluis loodsen gestationeerd om schepen te helpen het ondiepe water te bevaren; ordonnanties zijn uit 1448/1449 en 1484 bekend. Ondanks vele maatregelen van Brugge om de voortgaande verzanding tegen te gaan, was het in de 16e eeuw alleen nog mogelijk bij hoge waterstanden het Zwin binnen te zeilen."
"639","289","deu","Der &quot;neue Weg&quot; von Itzehoe nach Dithmarschen &uuml;ber Hohenh&ouml;rn wurde nach der Eroberung Dithmarschens durch die D&auml;nen nach 1559, wahrscheinlich 1577, angelegt. Er umging die Zollstelle Hanerau auf der alten Stra&szlig;e nach Dithmarschen. Nur die &uuml;berquerung der Holstenau bei Hohenh&ouml;rn wurde neu gebaut; andere Teile der Stra&szlig;e m&uuml;ssen vorher bereits existiert haben."
"641","291","nld","Het plan om een kanaal tussen Brussel en de Rupel bij Willebroek te graven werd in 1477 door Maria van Bourgondi&euml; goedgekeurd, maar pas tussen 1550 en 1561 uitgevoerd. Deze &lt;em&gt;Brusselsche Schipvaert&lt;/em&gt; of &lt;em&gt;Willebroekse Vaart&lt;/em&gt; verbond Brussel met de haven van Antwerpen, daarbij de moeizame scheepvaart op de ondiepe en bochtige Zenne en de tol en stapel van Mechelen omgaand. Vanaf 1618 werden er trekschuitdiensten op het kanaal aangeboden."
"643","293","deu","Die Stra&szlig;e Frankfurt-Crossen &uuml;ber Ziebingen wurde 1535 f&uuml;r Kaufleute freigestellt, als der Reppener Zoll vor die Oderbr&uuml;cke in Frankfurt verlegt wurde. Vor diesem Jahr reiste der Durchgangsverkehr zwischen Frankfurt und Crossen &uuml;ber Reppen."
"645","295","deu","Nachdem 1317 der Umschlagplatz zwischen dem Land- und Flussverkehr von Niederfinow nach Eberswalde verlegt wurde, inklusive Stra&szlig;enzwang, wurde die Stra&szlig;e zwischen Hohenfinow und Angerm&uuml;nde &uuml;ber Niederfinow f&uuml;r den Handelsverkehr geschlossen."
"651","301","deu","Es gab drei Routen zwischen Leipzig und Oschatz, mit Mulde&uuml;berg&auml;ngen bei Eilenburg, Wurzen und Grimma. Von diesen Wegen wurde der &uuml;ber Wurzen am wenigsten benutzt, weil Wurzen nicht kurs&auml;chsisch sondern bisch&ouml;flich-mei&szlig;nisch war, und weil der Fluss&uuml;bergang weniger bequem war: eine Br&uuml;cke wurde erst 1830 gebaut."
"653","303","nld","De vaarroute tussen Schoonhoven en de Oude Rijn via de Vlist en de Dubbele Wiericke bleef door tegenwerking van Gouda in de 16e eeuw slechts van lokaal belang."
"655","305","nld","De &quot;gecostumeerde route binnendunen&quot; was de offici&euml;le doorgaande waterweg door Holland, die de Zuiderzee met de Noordzee en de Scheldedelta verbond via het IJ, Spaarne, Haarlemmer- en Leidse meer, Gouwe en Hollandse IJssel. De route was met een grafelijk tolsysteem met tollen te Spaarndam, Gouda en Geervliet verbonden. De route was voornamelijk belangrijk als doorgaande route binnen het graafschap Holland, maar schijnt ook door de internationale scheepvaart te zijn gebruikt. Vele pogingen om alternatieve routes te cre&euml;eren werden in de 15e en 16e eeuw door de steden aan deze route, met name Gouda, verijdeld."
"657","307","nld","Aartshertog Maximiliaan verbood in 1487 het gebruik van de Vecht voor de doorgaande scheepvaart, die daarmee de grafelijke tol in Gouda omzeilde."
"659","309","nld","De Grote Waard verdronk tijdens de Sint-Elisabethsvloed in 1421. De in dit gebied opgenomen wegen zijn gebaseerd op reconstructies van het landschap door Rombert Stapel."
"661","311","nld","De weg via Sloten was de belangrijkste landverbinding tussen Amsterdam en Haarlem in de middeleeuwen. Hij werd echter door het oprukkende water van het Haarlemmermeer bedreigd: al in 1457 moest de weg deels verlegd worden nadat delen ervan in het water waren verdwenen, en het gehele gedeelte tussen Vijfhuizen en Sloten verdween na een storm in 1509. Landverkeer kon nu tussen beide steden alleen nog de Spaarndammerdijk gebruiken."
"663","313","nld","De weg tussen Hillegom en Aalsmeer, die tussen het Haarlemmer en Leidsche Meer doorliep, was deel van de route Haarlem-Utrecht. De weg verdween toen de landengte tussen beide meren doorbrak, waarschijnlijk tijdens de Cosmas- en Damianusvloed in 1477."
"665","315","nld","De kanalen Enkele en Dubbele Wiericke werden kort na 1370 gegraven, mogelijk ook om de vaarroute &#039;binnendunen&#039; met tollen in Gouda en bij de Gouwsluis te omvaren. Vanwege tegenstand van de stad Gouda bleven de kanalen als scheepvaartroute slechts van lokaal belang."
"667","317","nld","Het grootste gedeelte van oostelijk Zuid-Beveland verdronk in 1530; alleen de stad Reimerswaal bleef op een klein eilandje bestaan. De wegen tussen Yerseke, Reimerswaal en het veer in Yersekeroord zijn gebaseerd op reconstructies van de kustlijn v&oacute;&oacute;r 1530."
"669","319","deu","Der Bau eines Kanals zwischen Havel und Oder mit Einbeziehung der Finow wurde 1603 durch Kurf&uuml;rst Joachim Friedrich genehmigt. Die Bauarbeiten begonnen 1605; 1609 war der neue Kanal zwischen Liebenwalde und Sch&ouml;pfurth befahrbar. Der Bau des restlichen Kanals wurde 1620 vollendet. Der Kanal verfiel jedoch im Drei&szlig;igj&auml;hrigen Krieg. Der im 18. Jh. neu errichtete Finowkanal folgt gr&ouml;&szlig;tenteils dem Lauf des alten Kanals."
"671","321","deu","Die Stra&szlig;e zwischen Zittau und Gabel (Jablonn&eacute; v Podje&scaron;těd&iacute;) wurde nach 1343 zur Handelsstra&szlig;e ausgebaut. Die Burg Karlsfried wurde durch Kaiser Karl IV. 1357 zur Sicherung der Stra&szlig;e und zur Zollerhebung erbaut. Die Benutzung sonstiger Stra&szlig;en zwischen Zittau und B&ouml;hmen wurde 1361 und in sp&auml;teren Urkunden f&uuml;r den Handelsverkehr verboten."
"673","323","deu","Die Stra&szlig;e &uuml;ber die Kurische Nehrung war  f&uuml;r den schweren Verkehr ungeeignet und wurde wahrscheinlich nur bei Frost im Winter benutzt."
"675","335","deu","Die Stra&szlig;en in der Gegend um Sankt Petersburg vor der Gr&uuml;ndung der Stadt im 18. Jh. sind schwierig rekonstruierbar, weil die meisten genauen Karten aus der Zeit nach der Gr&uuml;ndung stammen."
"677","337","nld","Tienen verkreeg in 1517 het recht om de Grote Gete bevaarbaar te maken, onder andere door de bouw van enkele sluizen. De werkzaamheden werden pas in 1528/1529 afgerond. De scheepvaart op de rivier kwam tijdens de Nederlandse Opstand tot stilstand."
"679","369","deu","Die Ucker wird erstmals 1282 als Wasserweg zwischen Prenzlau und dem Stettiner Haff erw&auml;hnt. Sie wurde vor allem f&uuml;r den Getreideausfuhr aus Prenzlau benutzt. Der Flussverkehr endete in der fr&uuml;hen Neuzeit. Nach dem Drei&szlig;igj&auml;hrigen Krieg versuchte man, den Fluss wieder schiffbar zu machen."
"681","371","deu","Eine Landroute durch das sumpfreiche Gebiet zwischen Jamburg (Kingisepp) und Novgorod wird auf Karten aus dem fr&uuml;hen 18. Jh. dargestellt. Die Stra&szlig;e wurde jedoch wahrscheinlich nur durch den Personenverkehr im Winter benutzt und nicht durch den Warenverkehr."
"683","373","deu","Eine durchgehende Stra&szlig;e zwischen N&ouml;teburg (Shlisselburg) und Novgorod durch das sumpfige Gebiet &uuml;ber Yam-Tesovo wird angenommen. F&uuml;r den Warenverkehr kommt sie jedenfalls nicht in Frage."
"685","375","deu","Die Stra&szlig;e zwischen Marburg und Gie&szlig;en &uuml;ber Wolfshausen und Bellnhausen ist erstmals f&uuml;r Postwagen 1656 belegt. Vorher muss die Hauptstra&szlig;e am gegen&uuml;berliegenden Ufer der Lahn &uuml;ber Niederwalgern und Fronhausen verlaufen sein."
"687","377","nld","De hoofdweg tussen J&uuml;lich en Maastricht, die in de Romeinse tijd via Rimburg verliep, werd in de Middeleeuwen naar Herzogenrath verlegd, waar hij de Worm overstak. Zijn verloop kan aan de hand van de straatnamen Karstraat, Wijnstraat / Wijngracht en Bierstra&szlig;e worden gereconstrueerd."
"689","377","deu","Die Haupstra&szlig;e zwischen J&uuml;lich und Maastricht, in der R&ouml;merzeit &uuml;ber Rimburg, wurde im Mittelalter nach Herzogenrath verlegt, wo sie die Wurm &uuml;berquerte. Ihr Verlauf ist anhand der Stra&szlig;ennamen Karstraat, Wijnstraat / Wijngracht und Bierstra&szlig;e zu rekonstruieren."
"691","383","deu","Diese Stra&szlig;e wird auf der &quot;Oldenburgische Vogteikarte&quot; des sp&auml;ten 18. Jh. als &quot;Sommer Postweg&quot; zwischen Oldenburg und Delmenhorst/Bremen gekennzeichnet. Der &quot;Winter-Post-Weg&quot; nahm die trockenere s&uuml;dlichere Route &uuml;ber Dingstede."
"693","385","nld","Volgens een oorkonde uit 1387 was de IJssel bij Doesburg in twee armen gedeeld, daartussen lag de Beimerwaard. De hoofdarm verliep niet langs de stad. Daarom werden er meerdere pogingen ondernomen om de hoofdstroom langs de stad de leiden, maar zonder succes. Pas in 1629 slaagde men erin om de hoofdstroom te verleggen. Bij hoge rivierstanden zocht het IJsselwater echter toch de kortere weg via de uiterwaarden."
"701","395","deu","Die weitausgedehnten S&uuml;mpfe der Wei&szlig;en Elster bei ihrer Einm&uuml;ndung in die Saale erschwerten den Verkehr zwischen Merseburg und Halle. Die Hauptroute zwischen beiden St&auml;dten nahm daher den trockenen Umweg &uuml;ber die Geleitstellen Holleben und Passendorf."
"703","397","deu","Nach einer Denkschrift aus dem Jahre 1708 wurde die Strecke zwischen Petersberg und Landsberg nicht viel befahren, da die Fuhrleute aus dem Norden von Petersberg haupts&auml;chlich nach Halle und Merseburg reisten."
"705","399","deu","Nach einer Aussage zweier Fuhrleute 1765 bevorzugte man zu der Zeit auf der Leipziger Stra&szlig;e von Nordhausen die Strecke &uuml;ber Wallhausen, Oberr&ouml;blingen, Allstedt, Gatterst&auml;dt und Obhausen, dabei Sangerhausen s&uuml;dlich umgehend."
"707","401","deu","Die Stra&szlig;e zwischen Meschenbach und Gro&szlig;heirath, Teil der Geleitstra&szlig;e Coburg-Bigen, wurde erst 1532-1536 angelegt. Vorher machte die Stra&szlig;e einen Umweg &uuml;ber Untersiemau."
"709","403","deu","Der Stra&szlig;endamm durch das sumpfige Gel&auml;nde zwischen Artern und Reinsdorf bestand bereits vor dem Drei&szlig;igj&auml;hrigen Krieg. Bei Hochwasser im Fr&uuml;hling war der Damm jedoch gef&auml;hrlich zu passieren und der Verkehr wird wahrscheinlich den Umweg &uuml;ber Sch&ouml;newerda genommen haben."
"711","405","deu","In einem Erbbuch von 1551 wird dieser Abschnitt der Stra&szlig;e zwischen K&ouml;sen und dem Kloster Pforte bei der Beschreibung des Weges von K&ouml;sen nach Naumburg noch nicht erw&auml;hnt. Dies zeigt, dass er erst sp&auml;ter Bedeutung erlangte, sofern er zu diesem Zeitpunkt &uuml;berhaupt bereits existierte."
"713","407","nld","Stadhouder Jan de Ligne, graaf van Aremberg, liet in 1548-1568 een kanaal door de Kop van Overijssel graven dat naar hem de Arembergergracht werd genoemd. Het doel was een binnenvaartroute te voor kleine schepen tussen Zwartsluis in Overijssel en Friesland te cre&euml;ren en zo de open Zuiderzee te vermijden. Aanvankelijk werd echter alleen de verbinding tussen Zwartsluis en de turfvaart Steenwijk-Blokzijl gerealiseerd; de doortrekking naar de Linde bij Ossenzijl volgde pas in 1650."
"715","409","nld","Oorspronkelijk stond Steenwijk in verbinding met de Zuiderzee in Blokzijl via de rivier Steenwijker Aa, maar deze kon alleen door kleine schepen worden bevaren, wat overslag in Blokzijl noodzakelijk maakte. De aanleg van het Steenwijkerdiep in 1626-1632 vereenvoudigde de scheepvaart tussen beide plaatsen voor grotere schepen die ook de Zuiderzee konden bevaren. Aan de zuidoever werd een jaagpad aangelegd."
"719","411","nld","Het kanaal de Nieuwe Vecht (&quot;nye graft&quot;) werd rond 1497 door Zwolle aangelegd, om de vaarroute tussen de stad en de Vecht te verkorten. Een eeuw later was het kanaal vervallen en werd rond 1600 weer bevaarbaar gemaakt, hoewel het op diepte houden van de waterweg een voortdurend probleem bleeft."
"721","415","nld","De Utrechtse bisschop Frederik van Blankenheim verklaarde op 5 augustus 1402 dat hij de klachten van Sallandse kooplieden over de slechte toestand van de weg tussen Ane en Coevorden, die in de winter onbegaanbaar was, had gehoord, en beloofde de weg te verbeteren. De kosten werden door de Sallandse steden gedragen, die in ruil daarvoor van het weggeld in Coevorden werden vrijgesteld."
"723","417","nld","In 1405 sloten de bisschop van Utrecht en de heer van Almelo een overeenkomst om een in elk seizoen begaanbare weg van Den Ham via Daarle naar Almelo aan te leggen. Zwolle droeg ook bij aan de kosten."
"725","419","nld","Het kanaal tussen Blokzijl en Muggenbeet werd omstreeks 1550 gegraven om de vaarroute tussen Blokzijl en Steenwijk te verkorten."
