"id","literatureid","nodesid","edgesid","pertainsto","pages","namesid"
"18574","1706","1627","\N","tolls","41","\N"
"18576","1706","1639","\N","tolls","41f.","\N"
"18578","1706","1674","\N","tolls","42","\N"
"18580","1706","1748","\N","tolls","43","\N"
"18582","1706","1793","\N","tolls","43","\N"
"18584","1706","1814","\N","tolls","43f.","\N"
"18586","1706","1849","\N","tolls","44","\N"
"18588","1706","1938","\N","tolls","45","\N"
"18590","1706","2086","\N","tolls","45","\N"
"18592","1706","2148","\N","tolls","46","\N"
"18602","942","13438","\N","\N","Krimpen aan de Lek (Krimpenerwaard, ZH)","\N"
"18604","942","13439","\N","\N","Krimpen aan den IJssel (Krimpen aan den IJssel, ZH)","\N"
"18606","942","12079","\N","\N","Enumatil (Westerkwartier, Gr)","\N"
"18612","942","13440","\N","\N","Beetsterzwaag (Opsterland, Fr)","\N"
"18614","942","13441","\N","\N","Akkrum (Heerenveen, Fr)","\N"
"18616","942","13442","\N","\N","Aldeboarn (Heerenveen, Fr)","\N"
"18624","942","12090","\N","\N","Spier (Midden-Drenthe, D)","\N"
"18626","942","12363","\N","\N","Donkerbroek (Ooststellingwerf, Fr)","\N"
"18628","942","13456","\N","\N","Norg (Noordenveld, D)","\N"
"18630","942","10795","\N","\N","Gendt (Lingewaard, Gl)","\N"
"18632","942","12335","\N","\N","Oudeschoot (Heerenveen, Fr)","\N"
"18634","942","13457","\N","\N","Wolvega (Weststellingwerf, Fr)","\N"
"18636","942","13467","\N","\N","Heino (Raalte, O)","\N"
"18638","942","13468","\N","\N","Wijthmen (Zwolle, O)","\N"
"18640","1706","13307","\N","tolls","47","\N"
"18642","1706","2250","\N","tolls","47","\N"
"18644","1706","2254","\N","tolls","47","\N"
"18646","1706","2420","\N","tolls","48","\N"
"18648","1706","12049","\N","tolls","48","\N"
"18650","1706","2429","\N","tolls","49","\N"
"18652","1706","2728","\N","tolls","49","\N"
"18654","1706","2731","\N","tolls","49","\N"
"18656","1706","2761","\N","tolls","50","\N"
"18658","1706","2781","\N","tolls","50","\N"
"18660","1706","2806","\N","tolls","50","\N"
"18662","1706","2929","\N","tolls","51","\N"
"18666","1706","3018","\N","tolls","52","\N"
"18668","1706","3238","\N","tolls","53","\N"
"18670","1706","3247","\N","tolls","53","\N"
"18672","1706","9887","\N","tolls","53-54","\N"
"18674","4","5418","\N","\N","380","\N"
"18676","4","5418","\N","tolls","380","\N"
"18678","4","2805","\N","tolls","380","\N"
"18680","942","13471","\N","\N","Den Ham (Twenterand, O)","\N"
"18600","942","12627","\N","\N","IJsselmonde (Rotterdam, ZH)","\N"
"18682","1706","3254","\N","tolls","54","\N"
"18684","1706","5339","\N","tolls","54","\N"
"18686","1706","3356","\N","tolls","54f.","\N"
"18688","1706","3441","\N","tolls","55","\N"
"18690","1706","3443","\N","tolls","55","\N"
"18692","1706","3484","\N","tolls","55f.","\N"
"18694","942","13482","\N","\N","Losser (Losser, O)","\N"
"18696","942","10796","\N","\N","Batenburg (Wijchen, Gl)","\N"
"18698","942","10800","\N","\N","Maasbommel (West Maas en Waal, Gl)","\N"
"18700","942","7714","\N","\N","Tiel (Tiel, Gl)","\N"
"18702","942","8701","\N","\N","Zaltbommel (Zaltbommel, Gl)","\N"
"18704","942","10798","\N","\N","Asperen (Lingewaal, Gl)","\N"
"18706","942","10797","\N","\N","Culemborg (Culemborg, Gl)","\N"
"18708","942","8879","\N","\N","Beusichem (Buren, Gl)","\N"
"18710","942","8878","\N","\N","Buren (Buren, Gl)","\N"
"18712","1742","2762","\N","\N","Halen (LB) pag. 95","\N"
"18714","1742","8667","\N","\N","Wuustwezel (AN) pag. 285","\N"
"18716","1742","4893","\N","\N","167","\N"
"18718","1742","6971","\N","\N","223","\N"
"18720","1742","7154","\N","\N","Sint-Job-in-`t-Goor (AN) pag. 230","\N"
"18722","1742","7156","\N","\N","233","\N"
"18724","1742","3194","\N","\N","114","\N"
"18726","1742","8368","\N","\N","Westmalle (AN) pag. 275","\N"
"18728","1706","3553","\N","tolls","56","\N"
"18730","1706","3552","\N","tolls","56f.","\N"
"18734","1706","3624","\N","tolls","58","\N"
"18736","1706","3630","\N","tolls","58","\N"
"18738","1742","7850","\N","\N","Turnhout (AN) pag. 250","\N"
"18740","1742","5742","\N","\N","Oostmalle (AN) pag. 191","\N"
"18742","1742","4561","\N","\N","Lommel (LB) pag. 152","\N"
"18744","1742","5782","\N","\N","Overpelt (LB) pag. 199","\N"
"18746","1742","3598","\N","\N","Kaulille (LB) pag. 126","\N"
"18750","1742","7431","\N","\N","243","\N"
"18768","1742","7751","\N","\N","249","\N"
"18770","1706","3634","\N","tolls","58","\N"
"18772","1706","3662","\N","tolls","59","\N"
"18774","1742","5946","\N","\N","203","\N"
"18776","1706","3801","\N","tolls","59","\N"
"18778","1742","814","\N","\N","47","\N"
"18780","1742","836","\N","\N","49","\N"
"18782","38","3852","\N","\N","320","\N"
"18784","1742","2958","\N","\N","103","\N"
"18786","1742","8074","\N","\N","263","\N"
"18788","1742","7153","\N","\N","Sint-Truiden (LB) pag. 238","\N"
"18790","1706","3852","\N","tolls","59f.","\N"
"18792","1742","2772","\N","\N","Halmaal (LB) pag. 96","\N"
"18794","1742","8177","\N","\N","Wange (VB) pag. 270","\N"
"18796","1742","3234","\N","\N","Walshoutem (VB) pag. 269","\N"
"18798","1742","5186","\N","\N","Neerwinden (VB) pag.180","\N"
"18800","1742","4184","\N","\N","Laar (VB) pag. 141","\N"
"18802","1742","1859","\N","\N","Ezemaal (VB) pag. 81","\N"
"18804","1742","2755","\N","\N","Hakendover (VB) pag. 95","\N"
"18806","1742","7715","\N","\N","248","\N"
"18808","1742","2855","\N","\N","Hasselt (LB) pag. 99","\N"
"18810","1742","1266","\N","\N","Kuringen (LB) pag. 138","\N"
"18812","1742","7280","\N","\N","Spalbeek (LB) pag. 240","\N"
"18814","1742","2972","\N","\N","Herk-e-Stad (LB) pag. 106","\N"
"18816","1742","8232","\N","\N","Webbekom (VB) pag. 271","\N"
"18818","1742","5866","\N","\N","Peer (LB) pag. 201","\N"
"18820","1742","8436","\N","\N","Wijchmaal (LB) pag. 278","\N"
"18822","1742","5017","\N","\N","171","\N"
"18824","1742","5602","\N","\N","Oevel (AN) pag. 186","\N"
"18826","1742","2977","\N","\N","Herentals (AN) pag. 106","\N"
"18828","1742","8082","\N","\N","Vorselaar (AN) pag. 263","\N"
"18830","1742","6168","\N","\N","Pulle (AN) pag. 205","\N"
"18832","1742","6167","\N","\N","Pulderbos (AN) pag. 205","\N"
"18834","1742","8705","\N","\N","Zandhoven (AN) pag. 287","\N"
"18836","1742","5588","\N","\N","Oelegem (AN) pag. 185","\N"
"18838","1742","6259","\N","\N","Ranst (AN) pag. 208","\N"
"18840","1742","4442","\N","\N","Lier (AN) pag. 148","\N"
"18844","1742","2997","\N","\N","Herselt (AN) pag. 107","\N"
"18846","1742","5056","\N","\N","Mortsel (AN) pag. 174","\N"
"18752","1742","7987","\N","\N","256","\N"
"18850","1742","8149","\N","\N","Walem (AN) pag.269","\N"
"18852","1742","8104","\N","\N","Waarloos (AN) pag. 267","\N"
"18854","1742","12611","\N","\N","280","\N"
"18856","1742","3551","\N","\N","Kapelle-op-den-Bos (VB) pag. 125","\N"
"18858","38","3888","\N","\N","323f.","\N"
"18860","1742","6254","\N","\N","Ramsdonk (VB) pag. 207","\N"
"18862","1742","6692","\N","\N","Sint-Amands (AN) pag. 225","\N"
"18864","1742","4299","\N","\N","Lebbeke (OV) pag. 143","\N"
"18866","1742","4882","\N","\N","Merchtem (VB) pag. 166","\N"
"18868","1742","8607","\N","\N","Wolvertem (VB) pag. 282","\N"
"18870","1742","8027","\N","\N"," 258","\N"
"18872","1742","5913","\N","\N","Peutie (VB) pag. 203","\N"
"18756","1742","6414","\N","\N","210","\N"
"18754","1742","2975","\N","\N","104","\N"
"18758","1742","4949","\N","\N","169","\N"
"18764","1742","2001","\N","\N","265","\N"
"18766","1742","3035","\N","\N","64","\N"
"18762","1742","5178","\N","\N","180","\N"
"18760","1742","4719","\N","\N","157","\N"
"18748","3765","5673","\N","\N","195","\N"
"18874","1742","4867","\N","\N","Melsbroek (VB) pag. 164","\N"
"18876","1742","5469","\N","\N","Nossegem (VB) pag. 184","\N"
"18878","1742","4699","\N","\N","156","\N"
"18880","1742","4694","\N","\N","Maaseik (LB) pag 156","\N"
"18882","1742","4816","\N","\N","Mechelen (LB) pag. 160","\N"
"18884","1742","5098","\N","\N","Muizen (AN) pag. 174","\N"
"18886","1742","3037","\N","\N","Hever (VB) pag. 109","\N"
"18888","1706","3888","\N","tolls","60f.","\N"
"19060","1742","4185","\N","\N","141","\N"
"18892","1742","7720","\N","\N","Tildonk (VB) pag. 248","\N"
"18894","1742","2976","\N","\N","Herent (VB) pag. 105","\N"
"18896","1706","2618","\N","tolls","61","\N"
"18898","1742","4589","\N","\N","147","\N"
"18900","1742","3952","\N","\N","Korbeek-Lo (VB) pag. 135","\N"
"18902","1706","3927","\N","tolls","61","\N"
"18904","1742","896","\N","\N","Boutersem (VB) pag. 52","\N"
"18906","1742","6516","\N","\N","Roosbeek (VB) pag. 214","\N"
"18908","1742","8481","\N","\N","Winksele (VB) pag. 282","\N"
"18910","1742","6561","\N","\N","215","\N"
"18912","1742","6431","\N","\N","211","\N"
"18914","1706","4020","\N","tolls","61","\N"
"18916","1706","4038","\N","tolls","62f.","\N"
"18918","1742","360","\N","\N","33","\N"
"18920","1706","4118","\N","tolls","62","\N"
"18922","1706","4369","\N","tolls","63","\N"
"18924","1706","4453","\N","tolls","63","\N"
"18926","1706","4469","\N","tolls","63-64","\N"
"18928","1706","13308","\N","tolls","65","\N"
"18930","1706","4628","\N","tolls","65","\N"
"18932","1706","4654","\N","tolls","66","\N"
"18934","1706","4749","\N","tolls","68","\N"
"18936","1706","4836","\N","tolls","68","\N"
"18938","1706","4849","\N","tolls","68","\N"
"18940","1706","4884","\N","tolls","69","\N"
"18942","1706","4997","\N","tolls","69f.","\N"
"18944","1706","5023","\N","tolls","70","\N"
"18946","1706","5003","\N","tolls","70","\N"
"18948","1706","5035","\N","tolls","70","\N"
"18950","1706","5037","\N","tolls","70-71","\N"
"18952","1706","5099","\N","tolls","71f.","\N"
"18954","1706","5100","\N","tolls","72","\N"
"18956","1706","5190","\N","tolls","72","\N"
"18958","1706","13303","\N","tolls","73","\N"
"18960","1706","5304","\N","tolls","73f.","\N"
"18962","1706","12229","\N","tolls","74","\N"
"18964","1706","5358","\N","tolls","74","\N"
"18966","1646","13384","\N","\N","261","\N"
"18970","1706","5536","\N","tolls","75","\N"
"18972","1706","5559","\N","tolls","75","\N"
"18974","1706","6071","\N","tolls","77","\N"
"18976","1706","13306","\N","tolls","78","\N"
"18978","1706","6221","\N","tolls","78","\N"
"18980","1706","6356","\N","tolls","78f.","\N"
"18982","1706","6395","\N","tolls","80","\N"
"18984","1706","6396","\N","tolls","80","\N"
"18986","1706","6397","\N","tolls","81","\N"
"18988","1706","6400","\N","tolls","81","\N"
"18990","1706","6477","\N","tolls","81","\N"
"18992","1706","6610","\N","tolls","81f.","\N"
"18994","1706","6738","\N","tolls","82","\N"
"18996","1706","6835","\N","tolls","83","\N"
"18998","1706","6902","\N","tolls","83","\N"
"19000","1706","7160","\N","tolls","85","\N"
"19002","1706","7165","\N","tolls","85","\N"
"19004","1706","7230","\N","tolls","85","\N"
"19006","1706","7265","\N","tolls","85f.","\N"
"19008","942","13498","\N","\N","Hooge Mierde (Reusel-De Mierden, NB)","\N"
"19010","942","2818","\N","\N","Harmöle (Haaksbergen, O)","\N"
"19014","942","12153","\N","\N","Molletjesveer (Zaanstad, NH)","\N"
"19016","942","12459","\N","\N","  Gouwsluis (Alphen aan den Rijn, ZH)","\N"
"19018","1774","12459","\N","\N","accessed 26-2-2021","\N"
"19032","1742","7159","\N","\N","Sint-Stevens-Woluwe","\N"
"19034","1742","6837","\N","\N","221","\N"
"19038","1742","3965","\N","\N","Kortenberg (VB) pag 135","\N"
"19040","1742","3864","\N","\N","132","\N"
"19042","1742","2810","\N","\N","Haren (BR) pag. 98","\N"
"19044","1742","6791","\N","\N","219","\N"
"19048","942","8841","\N","\N","Zuidlaren (Tynaarlo, D)","\N"
"19050","942","13504","\N","\N","Budel (Cranendonck, NB)","\N"
"19052","1706","7447","\N","tolls","86","\N"
"19054","1706","7458","\N","tolls","86","\N"
"19056","1706","12671","\N","tolls","87","\N"
"19058","1706","7732","\N","tolls","88","\N"
"19068","1742","6640","\N","\N","216","\N"
"19074","1742","8754","\N","\N","288","\N"
"19076","1742","8758","\N","\N","Zellik (VB) pag. 289","\N"
"19078","1742","8761","\N","\N","289","\N"
"19080","1742","2756","\N","\N","Halle (VB) pag. 96","\N"
"19082","1742","1841","\N","\N","Erpe (OV) pag. 78","\N"
"19084","942","13510","\N","\N","Bergeijk (Bergeijk, NB)","\N"
"19086","1706","7794","\N","tolls","88","\N"
"19090","1706","7883","\N","tolls","89","\N"
"19092","1706","7895","\N","tolls","89","\N"
"19094","1706","7919","\N","tolls","89","\N"
"19066","1742","5781","\N","\N","198","\N"
"19046","1742","4859","\N","\N","164","\N"
"19072","1742","8370","\N","\N","276","\N"
"19062","1742","5654","\N","\N","189","\N"
"19064","1742","5764","\N","\N","195","\N"
"19070","3765","1981","\N","\N","236, 262","\N"
"19096","1706","7931","\N","tolls","89","\N"
"19098","1706","7984","\N","tolls","90","\N"
"19100","1706","8000","\N","tolls","90","\N"
"19106","1706","11920","\N","tolls","91","\N"
"19108","1706","8221","\N","tolls","91-92","\N"
"19110","1706","8263","\N","tolls","92","\N"
"19114","1742","13508","\N","\N","Achel (LB) pag. 25","\N"
"19118","1742","13506","\N","\N","Hamont (LB) pag. 97","\N"
"19120","1742","13500","\N","\N","Poppel (AN) pag. 205","\N"
"19122","1742","13511","\N","\N","Kinrooi (LB) pag. 130","\N"
"19142","1706","8329","\N","tolls","93","\N"
"19144","1706","8331","\N","tolls","93","\N"
"19146","1706","11669","\N","tolls","93","\N"
"19148","1706","8345","\N","tolls","93","\N"
"19150","1706","8397","\N","tolls","93f.","\N"
"19152","1706","8430","\N","tolls","94","\N"
"19154","1706","8445","\N","tolls","94","\N"
"19156","1706","8482","\N","tolls","94","\N"
"19158","1706","8494","\N","tolls","94","\N"
"19160","1706","8618","\N","tolls","94","\N"
"19164","1706","8677","\N","tolls","95","\N"
"19166","1706","8828","\N","tolls","95","\N"
"19168","1706","12252","\N","tolls","52","\N"
"19180","942","12958","\N","\N","Locht (Kerkrade, Lb)","\N"
"19182","1706","12958","\N","tolls","65","\N"
"19192","942","13531","\N","\N","Haarle (Hellendoorn, O)","\N"
"19196","942","13541","\N","\N","Elsen (Hof van Twente, O)","\N"
"19198","1742","10544","\N","\N","Reppel (LB) pag. 209","\N"
"19200","1742","13527","\N","\N","Neerpelt (LB) pag. 179","\N"
"19202","942","13553","\N","\N","Aalten (Aalten, Gl)","\N"
"19204","38","4716","\N","\N","387","\N"
"19206","38","818","\N","\N","80","\N"
"19208","38","6074","\N","\N","496-497","\N"
"19210","38","5492","\N","\N","460-461","\N"
"19212","38","8654","\N","\N","707","\N"
"19214","38","4955","\N","\N","409","\N"
"19216","942","13074","\N","\N","Rimburg (Landgraaf, Lb)","\N"
"19234","1052","9526","\N","\N","618","\N"
"19278","1776","13597","\N","\N","61","\N"
"19280","1646","11130","\N","\N","446","\N"
"19284","1778","8876","\N","\N","16-18, 31","\N"
"19286","1778","3196","\N","\N","16-18, 31","\N"
"19288","1778","1811","\N","\N","16-18, 31","\N"
"19290","1778","6562","\N","\N","16-18, 31","\N"
"19292","1778","1374","\N","\N","16-18, 31","\N"
"19298","1534","11887","\N","\N","(consulted 14 September 2020)","\N"
"19314","1780","13109","\N","\N","\N","\N"
"19316","784","5565","\N","\N","298","\N"
"19318","4","5200","\N","\N","139","\N"
"19330","988","13614","\N","\N","429-430","\N"
"19332","988","11173","\N","\N","426-427","\N"
"19334","988","11170","\N","\N","426-427","\N"
"19340","988","13616","\N","\N","428","\N"
"19342","1782","13619","\N","\N","&#60;a href=&#34;https://id.erfgoed.net/erfgoedobjecten/41431&#34;&#62;&#39;s Hertogenmolens&#60;/a&#62;","\N"
"19352","942","13633","\N","\N","Oldemarkt (Steenwijkerland, O)","\N"
"19356","942","13638","\N","\N","Achterveld (Leusden, U)","\N"
"19358","942","13317","\N","\N","Lunteren (Ede, Gl)","\N"
"19360","942","13318","\N","\N","Scherpenzeel (Scherpenzeel, Gl)","\N"
"19362","942","13639","\N","\N","Woudenberg (Woudenberg, U)","\N"
"19364","1052","6886","\N","\N","576","\N"
"19366","1052","10322","\N","\N","305","\N"
"19368","942","12465","\N","\N","Vreeswijk (Nieuwegein, U)","\N"
"19370","942","13645","\N","\N","Gronsveld","\N"
"19372","942","13646","\N","\N","Rijckholt","\N"
"19374","942","13647","\N","\N","Breust","\N"
"19376","1536","13647","\N","\N","62","\N"
"19378","942","12684","\N","\N","Hazerswoude (Alphen aan den Rijn, ZH)","\N"
"19380","942","12180","\N","\N","Oudshoorn (Alphen aan den Rijn, ZH)","\N"
"20110","1824","13759","\N","\N","34-35","\N"
"19382","942","12675","\N","\N","Alphen aan den Rijn (Alphen aan den Rijn, ZH)","\N"
"19384","942","13650","\N","\N","Zwammerdam (Alphen aan den Rijn, ZH)","\N"
"19386","942","13652","\N","\N","Halfweg (Haarlemmermeer, NH)","\N"
"19388","942","13653","\N","\N","Ouderkerk aan de Amstel (Amstelveen, NH)","\N"
"19390","942","13654","\N","\N","Baambrugge (De Ronde Venen, U)","\N"
"19392","942","13657","\N","\N","Hinderdam (Wijdemeren, NH)","\N"
"19394","942","13658","\N","\N","Hinderdam (Wijdemeren, NH)","\N"
"19396","942","13661","\N","\N","Amstelveen (Amstelveen, NH)","\N"
"19398","942","13662","\N","\N","Leimuiden (Kaag en Braassem, ZH)","\N"
"19400","942","12169","\N","\N","Santpoort-Noord (Velsen, NH)","\N"
"19402","942","13663","\N","\N","Castricum (Castricum, NH)","\N"
"19404","942","12149","\N","\N","Limmen (Castricum, NH)","\N"
"19406","942","12585","\N","\N","Hellevoetsluis; Nieuw-Helvoet (Hellevoetsluis, ZH)","\N"
"19408","942","12729","\N","\N","Meerkerk (Zederik, ZH)","\N"
"19410","942","13229","\N","\N","Capelle (Waalwijk, NB)","\N"
"19412","942","13682","\N","\N","Neer-Andel (Woudrichem, NB)","\N"
"19414","942","13174","\N","\N","Hedel (Maasdriel, Gl)","\N"
"19416","942","13223","\N","\N","Elshout (Heusden, NB)","\N"
"19418","942","13222","\N","\N","Drunen (Heusden, NB)","\N"
"19420","942","13119","\N","\N","Goirle (Goirle, NB)","\N"
"19422","942","12618","\N","\N","Kruisstraat (Halderberge, NB)","\N"
"19430","1650","963","\N","\N","63-64, 94","\N"
"19438","942","13686","\N","\N","Ede (Ede, Gl)","\N"
"19458","574","9466","\N","\N","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/idrec/sn/ol/id/12535&#34;&#62;Drasenberg, Main-Kinzig-Kreis &#60;/a&#62; (Stand: 05.10.2018)","\N"
"20112","1824","13764","\N","\N","35-36","\N"
"22999","1646","11903","\N","\N","328","\N"
"19496","942","13692","\N","\N","Zoelmond (Buren, Gl)","\N"
"19498","942","13697","\N","\N","Ravenswaaij (Buren, Gl)","\N"
"19500","66","13705","\N","\N","293","\N"
"19502","1786","106","\N","\N","379-381","\N"
"19504","1786","7003","\N","\N","384-385","\N"
"19506","4","308","\N","\N","164","\N"
"19508","1786","830","\N","\N","385-386","\N"
"19510","1786","2179","\N","\N","388-390","\N"
"19512","1788","12743","\N","\N","\N","\N"
"19514","1790","4770","\N","\N","\N","\N"
"19516","942","13714","\N","\N","Wamel (West Maas en Waal, Gl)","\N"
"19518","1792","4604","\N","staple","10:76","\N"
"19520","1794","4604","\N","staple","I, 6:397§60, 398, 557","\N"
"19522","1796","2990","\N","\N","no. 154","\N"
"19524","4","2990","\N","tolls","178","\N"
"19526","1252","2990","\N","tolls","30","\N"
"19528","1796","1645","\N","\N","no. 4186","\N"
"19530","1796","3738","\N","\N","no. 203","\N"
"19532","1796","2069","\N","\N","no. 375","\N"
"19534","4","1821","\N","tolls","154","\N"
"19536","1252","1821","\N","tolls","45","\N"
"19538","1798","4667","\N","tolls","116","\N"
"19540","4","7007","\N","tolls","203","\N"
"19542","1800","410","\N","\N","23","\N"
"19544","1800","790","\N","\N","27","\N"
"19546","1800","4681","\N","\N","89","\N"
"19548","1800","7961","\N","\N","149","\N"
"19550","1800","3122","\N","\N","136","\N"
"19552","1800","6989","\N","\N","130","\N"
"19554","1800","9021","\N","\N","127","\N"
"19556","1800","6672","\N","\N","124","\N"
"19558","1800","3901","\N","\N","73","\N"
"19560","1800","8217","\N","\N","156","\N"
"19562","1800","1035","\N","\N","30","\N"
"19564","1800","766","\N","\N","27","\N"
"19566","1800","550","\N","\N","25","\N"
"19568","1800","549","\N","\N","25","\N"
"19570","1800","385","\N","\N","22","\N"
"19572","1800","381","\N","\N","22","\N"
"19582","1800","891","\N","\N","28","\N"
"19594","574","2488","\N","\N","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/idrec/sn/ol/id/9773&#34;&#62;Groß-Felda, Vogelsbergkreis&#60;/a&#62; (Stand: 21.04.2021)","\N"
"20116","1824","13756","\N","\N","36-38","\N"
"20150","1796","9028","\N","\N","no. 3097","\N"
"19640","574","3181","\N","\N","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/gsrec/current/1/sn/ol?q=H%C3%B6nebach&#34; &#62;Hönebach, Landkreis Hersfeld-Rotenburg&#60;/a&#62; (Stand: 21.04.2021)","\N"
"19666","1650","3776","\N","\N","281-282","\N"
"19712","574","5109","\N","\N","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/idrec/sn/ol/id/9234&#34; &#62;Münchhausen, Landkreis Marburg-Biedenkopf &#60;/a&#62; (Stand: 21.04.2021)","\N"
"20124","1818","13775","\N","\N","\N","\N"
"20126","1828","13095","\N","\N","74-75","\N"
"20128","1828","6808","\N","\N","75","\N"
"19760","1804","3574","\N","\N","34-49","\N"
"19762","1808","3574","\N","tolls","260f.","\N"
"19766","1802","3574","\N","staple","62f., 80-83, 95-104, 127f.","\N"
"19768","1806","3574","\N","fairs","94-98","\N"
"20130","942","13781","\N","\N","Schermerhorn (Schermer, NH)","\N"
"20132","942","13782","\N","\N","De Rijp (Graft-De Rijp, NH)","\N"
"19812","920","1258","\N","\N","281","\N"
"19814","920","1468","\N","\N","282","\N"
"19818","38","1153","\N","\N","100","\N"
"19852","574","6635","\N","\N","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/idrec/sn/ol/id/10447&#34; &#62;Ruttershausen, Landkreis Gießen &#60;/a&#62; (Stand: 22.04.2021)","\N"
"19864","1800","880","\N","\N","28","\N"
"20134","942","13785","\N","\N","Busch en Dam (Uitgeest, NH)","\N"
"19912","574","8582","\N","\N","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/idrec/sn/ol/id/11954&#34;&#62;Wölfersheim, Wetteraukreis&#60;/a&#62; (Stand: 15.03.2022)","\N"
"19938","38","2705","\N","\N","229","\N"
"19940","1800","1113","\N","\N","32","\N"
"19942","38","2743","\N","\N","235-236","\N"
"19944","38","4017","\N","\N","329","\N"
"19946","38","4181","\N","\N","339","\N"
"19948","38","4621","\N","\N","151","\N"
"19950","38","4723","\N","\N","383","\N"
"19952","38","5224","\N","\N","430","\N"
"19954","1800","217","\N","\N","63","\N"
"19956","920","217","\N","\N","311","\N"
"19958","38","5314","\N","\N","443","\N"
"19960","1800","5314","\N","\N","100","\N"
"19962","38","5831","\N","\N","480","\N"
"19964","1800","5831","\N","\N","103","\N"
"19966","38","5968","\N","\N","488","\N"
"19968","38","1321","\N","\N","515","\N"
"19970","38","6457","\N","\N","519","\N"
"19972","38","6545","\N","\N","526","\N"
"19974","920","6545","\N","\N","322-324","\N"
"19976","38","6928","\N","\N","557","\N"
"19978","38","6989","\N","\N","563","\N"
"19980","38","7018","\N","\N","570","\N"
"19982","920","7342","\N","\N","332","\N"
"19984","38","7342","\N","\N","595","\N"
"19986","38","7343","\N","\N","595","\N"
"19988","38","7485","\N","\N","444","\N"
"19990","38","8191","\N","\N","657","\N"
"19992","38","8193","\N","\N","435-436","\N"
"19994","38","7671","\N","\N","616","\N"
"19996","38","8505","\N","\N","684","\N"
"19998","38","8516","\N","\N","685","\N"
"20000","920","8575","\N","\N","348","\N"
"20002","38","8575","\N","\N","687","\N"
"20004","920","4966","\N","\N","308","\N"
"20006","1800","4965","\N","\N","95","\N"
"20008","920","13718","\N","\N","289","\N"
"20010","38","13718","\N","\N","211","\N"
"20012","920","13719","\N","\N","306","\N"
"20014","38","13719","\N","\N","383-384","\N"
"20016","920","13720","\N","\N","307","\N"
"20018","1800","13720","\N","\N","91","\N"
"20020","920","13721","\N","\N","316-317","\N"
"20022","38","13721","\N","\N","483","\N"
"20024","920","13722","\N","\N","333","\N"
"20026","38","13722","\N","\N","596","\N"
"20028","920","7805","\N","\N","252-253","\N"
"20030","1746","7806","\N","\N","305-307","\N"
"20032","1746","7343","\N","\N","240-243","\N"
"20034","544","9887","\N","tolls","237","\N"
"20036","598","9887","\N","tolls","XXII, 613, 963","\N"
"20038","600","9887","\N","tolls","9","\N"
"20040","216","9887","\N","\N","142","\N"
"20042","1706","13747","\N","tolls","58, 88","\N"
"20044","1810","11983","\N","tolls","17","\N"
"20046","1810","11983","\N","\N","17","\N"
"20048","1810","2396","\N","\N","22-23","\N"
"20050","1812","2396","\N","\N","\N","\N"
"20052","1810","11981","\N","\N","19-20","\N"
"20056","1810","10796","\N","\N","20-21","\N"
"20058","1816","11748","\N","\N","\N","\N"
"20060","1818","3152","\N","\N","\N","\N"
"20064","1820","13748","\N","\N","37-88","\N"
"20066","1820","13748","\N","tolls","96-119","\N"
"20068","1822","13748","\N","tolls","\N","\N"
"20070","1814","13751","\N","\N","21, 25, 28, 32, 34","\N"
"20072","1814","13752","\N","\N","32-34","\N"
"20074","1814","11125","\N","\N","18-21","\N"
"20076","1814","11124","\N","\N","32-34","\N"
"20078","1814","13753","\N","\N","32-34","\N"
"20080","1814","13754","\N","\N","35","\N"
"20086","1824","11124","\N","\N","31","\N"
"20088","1824","13752","\N","\N","31","\N"
"20090","1824","11125","\N","\N","30","\N"
"20092","1824","13753","\N","\N","31","\N"
"20094","1824","13754","\N","\N","31","\N"
"20096","606","13765","\N","\N","\N","\N"
"20098","1826","13765","\N","\N","\N","\N"
"20100","1824","13766","\N","\N","29, 45","\N"
"20102","1824","13767","\N","\N","40-45","\N"
"20104","1824","13751","\N","\N","30","\N"
"20106","1824","13760","\N","\N","33, 36","\N"
"20108","1824","13757","\N","\N","32, 38-39","\N"
"20136","1828","13785","\N","\N","75-76","\N"
"20142","1832","13791","\N","\N","144-152","\N"
"20144","1800","7076","\N","\N","132","\N"
"20152","1800","7776","\N","\N","146","\N"
"20160","920","13798","\N","\N","512-513","\N"
"20162","920","13799","\N","\N","514","\N"
"20164","920","13800","\N","\N","546","\N"
"20166","920","13801","\N","\N","550","\N"
"20168","1836","3131","\N","fairs","25, 46","\N"
"20170","1836","3131","\N","\N","24-25, 45-46","\N"
"20172","1838","13802","\N","\N","28-31","\N"
"20174","1838","2705","\N","\N","8-16","\N"
"20176","1838","9046","\N","\N","28-29","\N"
"20178","1838","2412","\N","\N","28-29","\N"
"20180","1838","11462","\N","\N","28-29","\N"
"20182","1838","13803","\N","\N","28-29","\N"
"20184","1838","2705","\N","tolls","135","\N"
"20188","920","13807","\N","\N","625","\N"
"20190","920","13808","\N","\N","629","\N"
"20192","920","13809","\N","\N","630","\N"
