"id","literatureid","nodesid","edgesid","pertainsto","pages","namesid"
"30","28","2148","\N","fairs","646-649, 661-664","\N"
"34","28","1828","\N","fairs","646-649, 661-664","\N"
"33103","1328","16149","\N","ferry","220","\N"
"38","28","5421","\N","fairs","646-649, 661-664","\N"
"40","28","6477","\N","fairs","646-649, 661-664","\N"
"42","28","7458","\N","fairs","646-649, 661-664","\N"
"44","28","8000","\N","fairs","646-649, 661-664","\N"
"33104","3922","14526","\N","ferry","525","\N"
"31249","3647","17727","\N","fairs","inv.nrs. 1528, 1563","\N"
"33031","3765","17645","\N","","42-43","\N"
"33032","1646","17598","\N","","160-161","\N"
"18236","1742","8827","\N","\N","292","\N"
"58","28","8701","\N","fairs","649-651, 661-663, 665","\N"
"60","6","3852","\N","tolls","18","\N"
"62","6","3888","\N","tolls","19-21","\N"
"33035","3914","12623","\N","harbour","35","\N"
"66","6","1611","\N","staple","20, 33","\N"
"68","6","517","\N","staple","29","\N"
"33036","3915","16951","\N","bridge","Alte Lahnbrücke mit Brückenturm, &#60;a href=&#34;https://denkxweb.denkmalpflege-hessen.de/53176/&#34;&#62;https://denkxweb.denkmalpflege-hessen.de/53176/&#60;/a&#62;","\N"
"33037","3915","16951","\N","tolls","Alte Lahnbrücke mit Brückenturm, &#60;a href=&#34;https://denkxweb.denkmalpflege-hessen.de/53176/&#34;&#62;https://denkxweb.denkmalpflege-hessen.de/53176/&#60;/a&#62;","\N"
"33038","3916","7751","\N","fairs","357","\N"
"76","6","2409","\N","staple","29","\N"
"33039","3916","1521","\N","staple","356","\N"
"33043","574","8583","\N","","&#60;a href=&#34;https://www.lagis-hessen.de/de/subjects/idrec/sn/ol/id/2279&#34;&#62;Wolfhagen, Landkreis Kassel&#60;/a&#62; (Stand: 26.2.2024)","\N"
"33121","2179","19486","\N","bridge","","\N"
"84","6","7806","\N","staple","29","\N"
"34093","820","19818","\N","bridge","63","\N"
"33045","2361","13881","\N","","48-53","\N"
"90","6","8875","\N","staple","30","\N"
"92","6","1052","\N","staple","31","\N"
"33046","2149","12767","\N","ferry","inv.nr. 221","\N"
"96","6","3500","\N","staple","32","\N"
"33049","2001","16189","\N","tolls","no. 2228","\N"
"33050","3917","11915","\N","fairs","F340 en F?","\N"
"104","6","5623","\N","fairs","34","\N"
"106","6","5623","\N","staple","34","\N"
"33051","2177","19302","\N","lock","16","\N"
"110","6","7321","\N","tolls","34","\N"
"112","6","3344","\N","staple","35","\N"
"33106","3928","15028","\N","","136-139","\N"
"33053","3919","\N","428","edge","17-18","\N"
"36644","3966","19784","\N","","2, 459-560","\N"
"120","6","268","\N","staple","63, 65-67","\N"
"33054","3920","19303","\N","lock","12-13","\N"
"124","6","8876","\N","tolls","64","\N"
"126","6","4816","\N","fairs","66-67","\N"
"128","6","4816","\N","staple","66-67","\N"
"33055","3920","19302","\N","lock","9-10","\N"
"33058","2209","12462","\N","harbour","3","\N"
"33056","3920","12462","\N","harbour","9","\N"
"33059","1865","19305","\N","lock","102, 106-108","\N"
"33069","3920","19305","\N","bridge","11","\N"
"33070","3920","19318","\N","bridge","11-12","\N"
"33071","1973","14896","\N","ferry","330-332","\N"
"33075","2389","12623","\N","tolls","121-123","\N"
"33076","3921","11905","\N","fairs","Tweede stuk nr. 334 sub 61","\N"
"33077","3921","16809","\N","fairs","Tweede stuk nr. 334 sub 61","\N"
"33105","3928","19400","\N","","136, 139","\N"
"33340","2285","12781","\N","tolls","inv.nr. 2290 f.8v/9","\N"
"33084","3123","19348","\N","tolls","","\N"
"33086","3923","14627","\N","fairs","25/26","\N"
"33087","2161","14627","\N","fairs","144","\N"
"33088","3147","8180","\N","fairs","328","\N"
"33089","552","2740","\N","","221-222","\N"
"33090","552","5631","\N","","341-343","\N"
"33091","3923","13915","\N","fairs","XXIX: 264-266","\N"
"33092","3923","1668","\N","tolls","347","\N"
"33093","3924","10331","\N","tolls","","\N"
"33094","2141","19373","\N","tolls","154/155","\N"
"33096","3925","19373","\N","tolls","inv.nr. 2067","\N"
"24941","2141","243","\N","tolls","153-155","\N"
"33112","1646","8866","\N","","400-401","\N"
"33098","3926","19378","\N","ferry","regest nos. 48, 58, inv. nos. 865, 878","\N"
"33100","3927","11958","\N","fairs","inv.nr. 645/regest nr. 84","\N"
"26887","2913","8866","\N","fairs","no. 135","\N"
"9622","942","5658","\N","\N","Oosterwolde (Oldebroek, Gl), Kerkdorp (Oldebroek, Gl)","\N"
"244","38","80","\N","\N","19","\N"
"33115","708","9792","\N","","88","\N"
"13710","1428","4701","\N","\N","113-114","\N"
"33116","3619","15379","\N","ferry","827","\N"
"33117","4","\N","429","edge","334","\N"
"254","38","89","\N","\N","20","\N"
"33118","3931","\N","429","edge","","\N"
"5146","652","3305","\N","\N","315-316","\N"
"33120","1856","19476","\N","bridge","371","\N"
"33125","3933","14910","\N","harbour","105-108","\N"
"33126","2109","15435","\N","bridge","155","\N"
"33128","1006","9991","\N","harbour","22","\N"
"33133","2415","15428","\N","ferry","","\N"
"33134","2415","15430","\N","ferry","","\N"
"33135","1800","3687","\N","","140","\N"
"33137","2283","2065","\N","","30-31","\N"
"33138","2283","2990","\N","","45-46","\N"
"33139","920","2065","\N","tolls","286-287","\N"
"33141","1544","12029","\N","lock","Tafel 8.5","\N"
"33142","1544","12030","\N","lock","Tafel 8.5","\N"
"290","48","79","\N","\N","56","\N"
"292","48","75","\N","\N","55","\N"
"33144","3934","1246","\N","","Bd. II, 664","\N"
"296","38","101","\N","\N","20","\N"
"33099","3926","12785","\N","tolls","inv. no. 1357","\N"
"33085","3033","10800","\N","ferry","inv. no. 152","\N"
"33108","2365","15132","\N","tolls","","\N"
"33113","1776","8866","\N","staple","40-41","\N"
"18890","3765","8352","\N","\N","275","\N"
"33033","3765","4587","\N","","155","\N"
"33040","3916","268","\N","fairs","355","\N"
"33044","1650","8583","\N","","528","\N"
"33047","2173","12767","\N","ferry","","\N"
"8288","700","5460","\N","fairs","322-323","\N"
"33060","2241","19305","\N","lock","221-226","\N"
"33072","2361","14896","\N","ferry","46-50","\N"
"33079","3922","16187","\N","tolls","265","\N"
"33083","3079","19348","\N","tolls","11","\N"
"578","38","179","\N","\N","52","\N"
"33095","3924","19373","\N","tolls","31/32 and map on 27.","\N"
"33102","2123","15433","\N","tolls","57","\N"
"33341","920","7669","\N","fairs","337-338","\N"
"33119","3932","3305","\N","tolls","1642","\N"
"33122","2179","14888","\N","bridge","","\N"
"33127","1856","15435","\N","bridge","369","\N"
"33129","1006","11442","\N","harbour","22","\N"
"33136","1796","8393","\N","","1, no. 149","\N"
"33140","920","2065","\N","","286-287","\N"
"33143","1800","413","\N","","23","\N"
"33145","1796","195","\N","","I, no. 469, II, no. 1110","\N"
"34094","820","19819","\N","bridge","36","\N"
"25503","4003","925","\N","tolls","154","\N"
"584","38","180","\N","\N","28","\N"
"35356","3861","19959","\N","","174","\N"
"35358","3861","19960","\N","","160","\N"
"35361","3861","19963","\N","","375","\N"
"396","4","110","\N","\N","p., 744","\N"
"35362","3861","19964","\N","","159","\N"
"35364","3861","19967","\N","","note 369","\N"
"35365","3861","19968","\N","","160, note 369.","\N"
"35368","3861","19971","\N","","note 369","\N"
"406","64","114","\N","\N","p., 27","\N"
"35370","3861","19973","\N","","note 369","\N"
"35372","3861","19975","\N","","175","\N"
"35373","3241","12018","\N","tolls","inv. no. 5012","\N"
"35375","2345","14932","\N","bridge","386","\N"
"35376","942","7145","\N","","Simpelveld (Simpelveld, Lb)","\N"
"35378","3867","19924","\N","","132–133","\N"
"36645","3979","19784","\N","","50, 161, 509","\N"
"428","38","120","\N","\N","p.,23","\N"
"500","38","132","\N","\N","p.,24","\N"
"514","38","144","\N","\N","p., 25","\N"
"554","66","173","\N","\N","p. 44","\N"
"576","38","178","\N","\N","p. 27","\N"
"614","66","184","\N","\N","p. 30","\N"
"18222","1742","7933","\N","\N","253","\N"
"33041","3916","12603","\N","harbour","357","\N"
"33048","2133","12767","\N","ferry","","\N"
"33057","2035","12464","\N","tolls","&#60;a href=&#34;https://resources.huygens.knaw.nl/registershollandsegrafelijkheid/oorkonde/NH_300&#34;&#62;NH 300&#60;/a&#62;","\N"
"626","74","193","\N","\N","p. 189 f.","\N"
"628","38","197","\N","\N","p. 29","\N"
"634","74","200","\N","\N","p. 383","\N"
"33061","2209","19305","\N","lock","3","\N"
"33073","2361","14897","\N","ferry","46-50","\N"
"33080","3922","19348","\N","tolls","265","\N"
"33109","2123","15132","\N","tolls","83-107","\N"
"33114","1776","1038","\N","bridge","62","\N"
"13312","1380","5460","\N","fairs","47-48, 70","\N"
"33123","2179","19485","\N","bridge","","\N"
"33130","1006","11441","\N","harbour","22","\N"
"33146","1796","5403","\N","","II, no. 1110","\N"
"33342","3949","7669","\N","fairs","19","\N"
"34095","820","19820","\N","bridge","63-64","\N"
"34097","4003","8280","\N","staple","153-154","\N"
"34098","4003","2060","\N","tolls","153","\N"
"34099","4003","8807","\N","tolls","152","\N"
"34101","4003","19822","\N","tolls","153n4","\N"
"34103","4003","\N","321","edge","148-149","\N"
"34104","4003","6334","\N","tolls","151","\N"
"34105","4003","\N","435","edge","149-151","\N"
"34106","3998","19831","\N","","101","\N"
"840","38","301","\N","\N","38","\N"
"35357","3964","19959","\N","","85","\N"
"35359","3979","19960","\N","","247","\N"
"35363","3861","19965","\N","","159","\N"
"35366","3861","19969","\N","","159, 160, note 369","\N"
"35369","3861","19972","\N","","173, note 369","\N"
"35371","3861","19974","\N","","374","\N"
"35374","1538","12018","\N","harbour","88, 93-94","\N"
"35377","1646","\N","\N","names","101","30369"
"35379","3974","19924","\N","","523","\N"
"36650","3966","19795","\N","","vol. 2, 455","\N"
"36651","3979","19802","\N","","49–50","\N"
"36660","4222","\N","440","edge","","\N"
"36661","4224","20372","\N","bridge","17","\N"
"36663","3319","\N","440","edge","11–20, 30–38, 86–88","\N"
"36664","4008","\N","440","edge","41-42","\N"
"36646","3861","19795","\N","","104, 190, 230, 232, 382","\N"
"802","74","249","\N","\N","p. 27","\N"
"812","38","265","\N","\N","p. 35","\N"
"814","74","265","\N","\N","p. 29","\N"
"820","38","273","\N","\N","p. 35","\N"
"824","38","285","\N","\N","p. 37","\N"
"844","38","306","\N","\N","p. 39","\N"
"858","38","322","\N","\N","p. 40","\N"
"860","38","332","\N","\N","p. 41","\N"
"876","38","338","\N","\N","p. 41","\N"
"910","38","346","\N","\N","p. 42f.","\N"
"33034","3765","17841","\N","","191","\N"
"33042","3916","17611","\N","staple","356","\N"
"33062","1985","19305","\N","lock","inv. no. 104","\N"
"33074","1973","14897","\N","ferry","330-332","\N"
"36647","3974","19795","\N","","nr. 1508","\N"
"33110","3929","15132","\N","tolls","","\N"
"33124","1830","12452","\N","harbour","4","\N"
"33131","1006","6766","\N","harbour","22","\N"
"33147","1796","230","\N","","I, no. 377","\N"
"33149","1544","12034","\N","lock","Tafel 8.5","\N"
"33150","1842","13749","\N","harbour","407-411","\N"
"33151","4","16254","\N","ferry","208","\N"
"34096","820","10271","\N","harbour","153","\N"
"33154","3935","9055","\N","","I, no. 408","\N"
"33155","2283","19513","\N","","62-63","\N"
"33156","3934","3451","\N","","Bd. 5, 164-166","\N"
"33157","3935","8285","\N","","I, no. 54","\N"
"33161","3935","13966","\N","","Bd. 5 Abt. 2, no. 3047","\N"
"33162","3935","4528","\N","","Bd. 5 Abt. 2, no. 3286","\N"
"33163","3935","4791","\N","","Bd. 5 Abt. 1, no. 3014","\N"
"34100","4003","\N","\N","names","152","29806"
"34102","4003","\N","434","edge","153","\N"
"33166","3935","4237","\N","","Bd. 2 Abt. 2, no. 1132, Bd. 5 Abt. 1, no. 2880","\N"
"1004","164","257","\N","\N","p. 8","\N"
"33167","1796","8070","\N","","no. 9187","\N"
"33168","3813","18212","\N","","44","\N"
"1010","164","277","\N","\N","p. 9","\N"
"1012","164","329","\N","\N","p. 10","\N"
"33169","1796","2987","\N","","no. 1844","\N"
"33170","3935","3621","\N","","no. 145","\N"
"33171","3935","6263","\N","","no. 777","\N"
"1022","38","1175","\N","\N","p. 108","\N"
"33172","3813","18220","\N","","44","\N"
"33173","3813","18219","\N","","44","\N"
"33174","3813","18221","\N","","44","\N"
"33175","3813","18225","\N","","44","\N"
"33176","3813","18226","\N","","44-47","\N"
"33177","3813","18227","\N","","44","\N"
"36652","3867","19802","\N","","458-459","\N"
"33180","3813","18243","\N","","44","\N"
"33183","3813","18247","\N","","44","\N"
"33185","3813","18248","\N","","44","\N"
"33186","3813","18251","\N","","44","\N"
"33189","3813","19512","\N","","42, 44 &#38; 89.","\N"
"33190","3813","19507","\N","","42, 44 &#38; 89.","\N"
"33191","3813","19508","\N","","42, 44 &#38; 89.","\N"
"33148","3813","19511","\N","","42, 44 &#38; 89","\N"
"33194","1550","11820","\N","harbour","56","\N"
"33202","3937","3250","\N","","","\N"
"33205","3937","3250","\N","bridge","9-10","\N"
"33207","3938","19515","\N","bridge","","\N"
"33208","1796","7460","\N","","no. 5485","\N"
"33209","1796","2271","\N","","no. 1809","\N"
"33210","1796","1893","\N","","no. 5464","\N"
"33213","1796","8664","\N","","no. 8216","\N"
"33214","1796","5896","\N","","no. 5561","\N"
"33215","942","19518","\N","","Leiderdorp (Leiderdorp, ZH)","\N"
"36662","4224","20373","\N","bridge","17","\N"
"1098","38","975","\N","\N","91","\N"
"33221","3939","19528","\N","bridge","93-94","\N"
"33222","3939","19530","\N","bridge","93-94","\N"
"33224","3939","19535","\N","bridge","94-95","\N"
"33225","3939","19537","\N","bridge","94-95","\N"
"33226","3940","19541","\N","ferry","","\N"
"33227","3940","13713","\N","ferry","","\N"
"33228","3941","19541","\N","ferry","","\N"
"33230","942","19545","\N","","Druten (Druten, Gl)","\N"
"33231","216","12785","\N","tolls","Tiel","\N"
"13022","1346","11726","\N","\N","consulted 15 July 2020","\N"
"33232","3942","11510","\N","","37-38","\N"
"32369","2241","10786","\N","harbour","253-254, 339n187","\N"
"33234","2105","15054","\N","harbour","239","\N"
"33236","3131","19552","\N","","845","\N"
"33238","942","19554","\N","harbour","Broekerhaven (Stede Broec, NH)","\N"
"33239","3944","16915","\N","ferry","53","\N"
"33240","3945","3898","\N","","245","\N"
"33241","1800","3898","\N","","72","\N"
"33242","3945","6094","\N","","278","\N"
"33243","3945","7309","\N","","285","\N"
"33259","3946","5897","\N","","253","\N"
"33267","3946","2134","\N","","429","\N"
"33268","1800","979","\N","","29","\N"
"33271","3945","6996","\N","","54","\N"
"33272","1800","8285","\N","","157","\N"
"33277","3947","6471","\N","","146n8","\N"
"33286","3946","8563","\N","","81","\N"
"33287","3947","1642","\N","","160n11","\N"
"33288","3947","8805","\N","","203","\N"
"33292","3947","4031","\N","","68-69","\N"
"33296","3945","2382","\N","","221","\N"
"33297","3945","7665","\N","","212","\N"
"33298","3946","8183","\N","","139","\N"
"33299","3946","7444","\N","","153n10","\N"
"33300","3946","5022","\N","","158","\N"
"33301","3946","1168","\N","","169","\N"
"33304","3946","8575","\N","","193-198","\N"
"33305","3291","11812","\N","harbour","","\N"
"33308","1796","5224","\N","tolls","no. 9553","\N"
"33313","3946","2024","\N","fairs","319-321","\N"
"33316","1800","7766","\N","","146","\N"
"33319","3947","8347","\N","","238-240","\N"
"33320","3934","6404","\N","","Bd. 1, 348-351","\N"
"33321","3934","7543","\N","","391-395","\N"
"33322","3948","6947","\N","fairs","32","\N"
"33063","2285","19305","\N","lock","inv. nos. 4924-4927","\N"
"33111","3930","15132","\N","tolls","","\N"
"33132","1694","12545","\N","lock","82-83","\N"
"33152","2283","16254","\N","ferry","305-306","\N"
"33158","3935","8548","\N","","I, no. 54","\N"
"33178","3813","18240","\N","","44","\N"
"33181","3813","18244","\N","","44-46","\N"
"33184","3813","18249","\N","","44","\N"
"33187","3813","18250","\N","","44","\N"
"33192","3813","19509","\N","","42, 44 &#38; 89.","\N"
"33195","1550","12118","\N","lock","56","\N"
"33203","3937","3250","\N","lock","14-16","\N"
"33206","1800","19514","\N","","163","\N"
"33211","1796","9442","\N","ferry","no. 5256","\N"
"33217","3143","19519","\N","bridge","9-10, regest no. 21","\N"
"33223","3939","19533","\N","bridge","94","\N"
"33229","3941","13713","\N","ferry","","\N"
"27689","3085","12785","\N","tolls","","\N"
"33233","3939","10786","\N","harbour","107-108","\N"
"33237","3131","19551","\N","","854","\N"
"33235","3131","15054","\N","harbour","688","\N"
"1302","38","1232","\N","\N","p. 260","\N"
"33244","3945","8196","\N","","272","\N"
"33260","1800","1169","\N","","65","\N"
"33269","3945","979","\N","","52","\N"
"33273","3945","8285","\N","","N218","\N"
"33278","3947","2545","\N","","137","\N"
"33284","3475","15076","\N","harbour","58-59","\N"
"36648","4024","19795","\N","","55–56, 374","\N"
"33289","3947","4966","\N","","167","\N"
"33293","1800","7342","\N","","136","\N"
"1322","38","1247","\N","\N","p. 112","\N"
"33302","3946","1496","\N","","135","\N"
"33307","1414","11812","\N","harbour","51","\N"
"33309","3945","5224","\N","tolls","N6","\N"
"33314","3946","2024","\N","","317-324","\N"
"33317","3946","7766","\N","","31-33","\N"
"33323","3948","6947","\N","tolls","36","\N"
"33343","3949","19599","\N","bridge","18","\N"
"33344","3949","19599","\N","tolls","18","\N"
"33345","3934","4181","\N","","Bd. 1, 454-456","\N"
"33350","2105","14546","\N","bridge","70, 214, 238","\N"
"33351","3950","12477","\N","ferry","inv.nr. 45/regest nr. 7","\N"
"33355","2105","19611","\N","ferry","240","\N"
"33356","1796","16928","\N","tolls","no. 1654","\N"
"33358","3934","16928","\N","bridge","Bd. 5, 85","\N"
"33360","3934","258","\N","tolls","Bd. 5, 85","\N"
"1358","38","1666","\N","\N","p. 143","\N"
"33432","974","19662","\N","fairs","55","\N"
"33433","3627","3135","\N","","832","\N"
"33364","3951","19621","\N","fairs","322-325","\N"
"33366","3951","19621","\N","","331, 322-325","\N"
"33369","3315","19623","\N","bridge","528-530","\N"
"33367","3954","19621","\N","","200, 278-279, 285-292","\N"
"33374","3951","19621","\N","tolls","322","\N"
"33375","3951","19624","\N","fairs","320-324","\N"
"33383","1796","19616","\N","bridge","no. 595","\N"
"1384","74","1671","\N","\N","p. 134","\N"
"33386","3957","1509","\N","fairs","43-44n168","\N"
"33387","3934","1755","\N","","Bd. 3, 192-199","\N"
"34107","3861","19831","\N","","103, 273-276","\N"
"9542","3627","11543","\N","\N","240, 740","\N"
"1400","38","1689","\N","\N","p. 483 f.","\N"
"33389","3627","11540","\N","","81, 266","\N"
"33390","3627","10206","\N","","79","\N"
"33391","3627","2183","\N","","818","\N"
"33394","3627","10543","\N","","860-861","\N"
"33396","3627","12055","\N","","903","\N"
"33397","3627","10109","\N","","795","\N"
"33400","3627","12499","\N","","848","\N"
"11166","3627","5262","\N","\N","862","\N"
"33404","3627","4683","\N","","853","\N"
"7104","852","3411","\N","tolls","126-128","\N"
"33407","852","19638","\N","tolls","210, 880-881","\N"
"33409","3813","19641","\N","","44","\N"
"33410","3813","19642","\N","","44-47","\N"
"33411","3813","19644","\N","","44","\N"
"33413","3813","19646","\N","","44 &#38; 47","\N"
"33414","852","12427","\N","tolls","239","\N"
"33417","852","19645","\N","tolls","210","\N"
"33420","3627","4956","\N","","426","\N"
"33421","652","6505","\N","fairs","351","\N"
"33423","3627","19640","\N","","772","\N"
"33427","3627","19638","\N","","711-712","\N"
"33430","3627","19660","\N","","16","\N"
"33431","974","6505","\N","","","\N"
"4134","582","6419","\N","\N","92, 181","\N"
"33443","3627","6419","\N","","876","\N"
"6902","846","1172","\N","\N","19","\N"
"1462","4","1696","\N","\N","p. 439","\N"
"33450","3958","4237","\N","","85","\N"
"33451","3958","6183","\N","","132-133","\N"
"33452","3958","5821","\N","","119-120","\N"
"18848","1742","3943","\N","\N","134","\N"
"14756","1478","5740","\N","\N","1018-1022","\N"
"29191","1911","10795","\N","fairs","87","\N"
"33453","1682","13111","\N","ferry","101","\N"
"26069","2599","16622","\N","tolls","8, 16","\N"
"1482","60","544","\N","\N","p. 29","\N"
"33458","3627","6731","\N","fairs","883","\N"
"33461","3867","19663","\N","","508–510","\N"
"35360","3979","19961","\N","","247","\N"
"33460","3699","16865","\N","fairs","inv.nr. 66.12","\N"
"35367","3861","19970","\N","","160.","\N"
"33415","852","19647","\N","tolls","210, 692","\N"
"1504","164","116","\N","\N","p. 4","\N"
"33064","1646","19305","\N","lock","314","\N"
"33159","3935","4300","\N","","I, no. 54","\N"
"33188","3936","3708","\N","","","\N"
"33193","3813","19510","\N","","42, 44 &#38; 89","\N"
"33196","1550","12117","\N","lock","56","\N"
"33204","3937","3250","\N","tolls","16-17","\N"
"33212","1796","5744","\N","","no. 1650","\N"
"33218","3143","19519","\N","ferry","9-10, regest no. 21","\N"
"33346","3934","19600","\N","bridge","Bd. 1, 454","\N"
"24189","2505","12785","\N","tolls","297, inv. no. 2495","\N"
"33245","1800","8196","\N","","155","\N"
"33261","3946","1169","\N","","224","\N"
"33270","3945","10266","\N","","N229n6","\N"
"33274","3945","2181","\N","","232","\N"
"33279","3947","2578","\N","","139n2","\N"
"33285","3131","15076","\N","harbour","933","\N"
"33294","3945","7342","\N","","87-89, 111-112","\N"
"33303","3946","7813","\N","","118","\N"
"33310","3945","5224","\N","","N3-9","\N"
"33315","3946","2051","\N","","9-13","\N"
"33318","3946","736","\N","","42","\N"
"33290","3947","7485","\N","","115-119","\N"
"33324","3948","6947","\N","","29-40","\N"
"33352","2295","12477","\N","ferry","inv.nr. 822","\N"
"33354","658","15031","\N","","","\N"
"33357","3934","16928","\N","tolls","Bd. 5, 85","\N"
"33359","1796","16928","\N","bridge","no. 1654","\N"
"33361","1796","258","\N","tolls","no. 1853, 1854","\N"
"33365","3952","19621","\N","fairs","44-47","\N"
"33368","3955","19621","\N","","18-29","\N"
"33370","3951","19623","\N","bridge","331","\N"
"34108","4004","19831","\N","","206","\N"
"33376","3952","19624","\N","fairs","44-47","\N"
"33384","3934","19616","\N","bridge","Bd. 5, 85","\N"
"10256","3627","11582","\N","\N","266, 458","\N"
"11936","3627","9881","\N","\N","213","\N"
"5798","540","10040","\N","\N","321-322","\N"
"8034","3627","10979","\N","\N","894","\N"
"33401","652","8752","\N","fairs","749","\N"
"33405","3627","7249","\N","","889","\N"
"33408","852","19639","\N","tolls","210, 880-881","\N"
"33412","3861","19644","\N","","230 &#38; 382","\N"
"16292","586","12427","\N","\N","260-261","\N"
"33418","852","12425","\N","tolls","210","\N"
"33422","3627","6505","\N","","556","\N"
"33424","852","19643","\N","tolls","210","\N"
"33428","3627","19645","\N","","655","\N"
"33434","3627","541","\N","","798","\N"
"33444","1554","12062","\N","bridge","164-165","\N"
"33454","2569","13111","\N","ferry","36-38","\N"
"33455","942","16636","\N","","Teteringen (Breda, NB)","\N"
"33459","3627","6731","\N","","883","\N"
"35380","3975","19924","\N","","2, 116","\N"
"33416","852","19636","\N","tolls","210, 692","\N"
"36649","3979","19795","\N","","460, 486–487","\N"
"7422","852","4780","\N","tolls","252-255, 844","\N"
"36653","3871","19802","\N","","ID 1000022293 (Porvoo, Gammelgård), 1000003250 and1000006570 (Saksalan markkinapaikka)","\N"
"1678","164","1232","\N","\N","p. 29","\N"
"1758","60","8938","\N","\N","p. 67","\N"
"33065","2177","19305","\N","lock","16-17, 35","\N"
"33347","3949","19600","\N","tolls","18","\N"
"33362","3934","1385","\N","tolls","Bd. 5, 85","\N"
"33160","3935","3625","\N","","Bd. 2 Abt. 1, no. 633, Bd. 5 Abt. 1, no. 3014","\N"
"33197","1550","12116","\N","lock","56","\N"
"33219","1830","13790","\N","tolls","4","\N"
"33246","3945","4114","\N","","259","\N"
"33262","1800","2226","\N","","50","\N"
"33275","3947","5446","\N","","193n10","\N"
"33280","3947","3759","\N","","139n2","\N"
"33291","3947","8788","\N","","65","\N"
"33295","3945","6671","\N","","136","\N"
"33311","1796","2024","\N","tolls","no. 9553","\N"
"33325","920","13720","\N","tolls","307","\N"
"33327","3934","3902","\N","","Bd. 1, 404","\N"
"33328","3934","547","\N","","Bd. 1, 324","\N"
"33329","3934","6566","\N","","Bd. 1, 319-320","\N"
"33331","3934","2248","\N","","Bd. 1, 499-503","\N"
"33333","3934","7669","\N","","Bd. 1, 411-412","\N"
"33334","3934","5908","\N","","Bd. 1, 431","\N"
"33335","2283","3625","\N","","214","\N"
"33336","2283","4010","\N","","53-54","\N"
"33338","2283","7810","\N","","305","\N"
"33339","2105","19575","\N","bridge","228","\N"
"34109","4005","19831","\N","","40","\N"
"33377","3953","19624","\N","fairs","345","\N"
"33385","3934","4723","\N","","Bd. 5, 84-93","\N"
"9160","3627","11524","\N","\N","266, 311","\N"
"33392","3627","4780","\N","","855","\N"
"33395","3627","10040","\N","","856","\N"
"13964","1456","4510","\N","\N","48-49","\N"
"33402","652","8752","\N","","749","\N"
"33406","3627","17453","\N","","867","\N"
"33419","852","19640","\N","tolls","210","\N"
"33425","3627","19643","\N","","509","\N"
"33429","3627","19657","\N","","55","\N"
"33435","3627","6540","\N","","879","\N"
"33445","846","12062","\N","bridge","19","\N"
"26397","942","16663","\N","\N","Heeze (Heeze-Leende, NB)","\N"
"33463","3952","19664","\N","fairs","113–122, Tafl. VI","\N"
"7420","852","2014","\N","tolls","252-255, 842-844","\N"
"33510","3962","19682","\N","","14-15","\N"
"33475","3960","19665","\N","","29- 31, 55-58, 94-95, 215-218","\N"
"33483","852","12441","\N","tolls","824-826","\N"
"33484","852","19666","\N","bridge","825","\N"
"33485","3787","18135","\N","","53-54, 66-71, 156-163","\N"
"33486","3960","18135","\N","","29- 31, 55-58, 94-95, 210-227","\N"
"33492","3627","11538","\N","","749-750","\N"
"33493","1646","19669","\N","harbour","241","\N"
"33495","3765","17574","\N","","190","\N"
"33496","3958","1265","\N","","83","\N"
"5534","74","8350","\N","\N","p. 464","\N"
"33497","3958","13967","\N","","45-46","\N"
"33498","1782","19671","\N","lock","Plassendale &#60;a href=&#34;https://id.erfgoed.net/themas/5408&#34;&#62;https://id.erfgoed.net/themas/5408&#60;/a&#62;","\N"
"33500","1782","19673","\N","lock","Plassendale &#60;a href=&#34;https://id.erfgoed.net/themas/5408&#34;&#62;https://id.erfgoed.net/themas/5408&#60;/a&#62;","\N"
"33501","3958","3566","\N","","69-70","\N"
"33502","3958","5080","\N","","95-96","\N"
"33503","3958","2171","\N","","50-51","\N"
"33504","4","14403","\N","bridge","173","\N"
"33505","4","14401","\N","bridge","173","\N"
"33506","1782","\N","430","edge","Plassendale &#60;a href=&#34;https://id.erfgoed.net/themas/5408&#34;&#62;https://id.erfgoed.net/themas/5408&#60;/a&#62;","\N"
"33507","1782","\N","431","edge","Plassendale &#60;a href=&#34;https://id.erfgoed.net/themas/5408&#34;&#62;https://id.erfgoed.net/themas/5408&#60;/a&#62;","\N"
"33508","1782","\N","432","edge","Plassendale &#60;a href=&#34;https://id.erfgoed.net/themas/5408&#34;&#62;https://id.erfgoed.net/themas/5408&#60;/a&#62;","\N"
"33509","1782","19677","\N","bridge","Scheepsdalelaan &#60;a href=&#34;https://id.erfgoed.net/themas/7060&#34;&#62;https://id.erfgoed.net/themas/7060&#60;/a&#62;","\N"
"34110","4004","19833","\N","","206","\N"
"33699","586","\N","\N","names","449","29538"
"33525","1514","11847","\N","ferry","23","\N"
"33531","3965","19683","\N","","300-304?","\N"
"33536","3871","19684","\N","","ID 1000002064","\N"
"7286","852","10611","\N","tolls","236-238, 998","\N"
"36654","3975","19802","\N","","2, 127-128","\N"
"33540","852","11567","\N","tolls","842-843","\N"
"33541","3627","19687","\N","","342, 556-557","\N"
"33542","3627","19685","\N","","311-312","\N"
"10042","3627","11567","\N","\N","605","\N"
"33544","3958","\N","\N","names","176","\N"
"33545","3958","\N","\N","names","176","29472"
"33547","3958","\N","\N","names","176","29468"
