"id","parentid","name","latitude","longitude","links","zoomlevel","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Fair","Fair_From","Fair_To","Gregorian_Calendar","Fair_Description","Is_Toll","Toll_From","Toll_To","Toll_Primary_Owner","Toll_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description","ready"
"19808",null,"Espoon Kuninkaankartano","60.198696","24.582853",null,"12","y","1556",null,"&lt;b&gt;Inn:&lt;/b&gt; Royal manors (fi: kuninkaankartano, sw: kungsg&aring;rd)  were obliged to provide accommodation for travelling officials. Information to be amended.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19789",null,"Forsby (Pernaja)","60.499395","25.948301",null,"11","y","1250",null,"Permanent agricultural settlement in Pernaja (sw. Pern&aring;) area and Eastern Nyland (sw. &Ouml;stra Nyland) dates to the Swedish colonisation in the latter half of the 13th century when new farms were founded amongst earlier 12th and 13th century area of usufruct and colonisation from inner H&auml;me. The parish organisation of Eastern Nyland dates at the latest to the first quarter of the 14th century. King Magnus Eriksson donated the rights of patronate of Porvoo parish and its two chapels of Sipoo (sw. Sibbo) and Pernaja to the Cistercian Abbey of Padise in present Estonia in 1351. The bishop and Cathedral Chapter of Turku reclaimed the rights in 1428. Independent parish at the latest since 1363. The first wooden church was built in the late 13th century or early 14th, pope Bonifacius IX supported the maintenance of the church with indulgences in 1398. After a stone sacristy constructed in 1410s, a vaulted stone church and vestibule were built in the turn of the 1430s and 1440s.

&lt;b&gt;Inn:&lt;/b&gt; Forsby alehouse is mentioned in 1543. It was run by Peder Hindersson. Alehouses in Pernaja paid taxes to the king and Vogt (fi. vouti, sw. fogde), 4&frac12; and 13&frac12; &ouml;res respectively. ",null,null,null,null,"y","1584",null,null,"King Gustaf I granted the burghers of Helsinki in 1553 the rights for three fairs in Eastern Nyland in Helsinki, in Pernaja (sw. Pern&aring;), and in Pyht&auml;&auml; (sw. Pyttis). In 1584 the official fair dates in the Eastern Nyland were Midsummer in Sipoo (sw. Sibbo), Visitation of Mary (2 July) and Excaltation of the Cross (14 September) in Porvoo, St Michael (29 September) in Pernaja and St Laurentius (10 August) at Pyht&auml;&auml; (sw. Pyttis) church. The same year burghers of Porvoo and Helsinki were granted joint rights for trading with peasants of the eastern half of Pernaja parish at the St Bartolomeus free fair in V&auml;h&auml;-Ahvenkoski in Pyht&auml;&auml;, whereas peasants from the western half of Pernaja were obliged to trade in Porvoo only. Previous traditional local fairs in Mustijoki (sw. Svarts&aring;) and Kulloonm&auml;ki (sw. Kullo) in Porvoo, Pikku Pernajanlahti (sw. Lillpern&aring;viken) in Pernaja and elsewhere were prohibited. After intense litigation over local fairs both Porvoo and Helsinki were in 1602 and in 1607 respectively confirmed right to trade in the four annual fairs at Porvoo, Pernaja and Pyht&auml;&auml; so that burghers of Helsinki had free right to trade in confirmed fairs east of Porvoo and those of Porvoo west of Helsinki. Pyht&auml;&auml; Bartholomeus fair is cited in an almanac in 1616, but Pernaja Michaelmas fair not. Fair in Pyht&auml;&auml; was held in V&auml;h&auml;-Ahvenkoski and those of Pernaja at Koskenkyl&auml; (sw. Forsby) bridge on the Great Coastal Road, where they were held in 1708. The fair site in Pikku-Pernjanalahti is unknown. The fair was held either close to the 16th century rivermouth or in Ilola (sw. Illby) alongside the Great Coastal Road. A short lived castle was located at Husholmen close to the mouth of Ilolanjoki (sw. Illby &aring;) river in Pikku-Pernajanlahti (sw. Lillpern&aring;viken) from the late 1380s to ca. 1400.

Annual summer and early autumn fairs in Sipoo, Pernaja and Pyht&auml;&auml; and the summer fair in Porvoo Saksala may have been organised in the context of ecclesiastical feasts of respective parish churches. In addition to the tar which had a growing status as an export article since the latter half of the 16th century, all the summer fairs were also connected to spawning seasons of Salmon, whitefish and Baltic herring, where summer fairs of Sipoo (24 June) and Porvoo in Saksala (1-2 July) of Julian calendar corresponded July the 4th and 12th in Gregorian calendar which was the high season of Salmon and right after the early spawning of Baltic herring which took place in the inner archipelago of the Gulf of Finland. Julian dates for autumn fairs at Pyht&auml;&auml; parish church (10 August), V&auml;h&auml;-Ahvenkoski (24 August), Porvoo (14 September), and Pernaja (29 September) correspond Gregorian calendar dates of 20 August, 3 and 24 September and 9 October, all of which occurred during the high season of whitefish migration and the autumn spawning of Baltic herring in the outer archipelago.
","y","1622",null,null,"The 1/32 duty worth of all goods intended for sale in towns and fairs and brought to the site by peasants was collected in Pernaja Forsby since 1622.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19791",null,"Vähä-Ahvenkoski (Pyhtää)","60.490275","26.44687",null,"11","y","1250",null,"Permanent agricultural settlement in Pyht&auml;&auml; (sw. Pyttis) area and Eastern Nyland (sw. &Ouml;stra Nyland) dates to the Swedish colonisation in the latter half of the 13th century when new farms were founded amongst earlier 12th and 13th century area of usufruct and colonisation from inner H&auml;me. The parish organisation of Eastern Nyland dates at the latest to the first quarter of the 14th century. Independent parish at the latest since 1380. Stone church in the 1460s. The border between Sweden and Russia was in 1743&ndash;1809 in Ahvenkoski.",null,null,null,null,"y","1553",null,null,"King Gustaf I granted the burghers of Helsinki in 1553 the rights for three fairs in Eastern Nyland in Helsinki, in Pernaja (sw. Pern&aring;), and in Pyht&auml;&auml;. Sipoo (sw. Sibbo), Pyht&auml;&auml; and Porvoo fairs were confirmed as the privilege of Helsinki burghers in 1576. In 1584 the official fair dates in the Eastern Nyland were Midsummer in Sipoo, Visitation of Mary (2 July) and Excaltation of the Cross (14 September) in Porvoo, St Michael (29 September) in Pernaja and St Laurentius (10 August) at Pyht&auml;&auml; church. The same year burghers of Porvoo and Helsinki were granted joint rights for trading with peasants of the eastern half of Pernaja parish at the St Bartolomeus free fair in V&auml;h&auml;-Ahvenkoski in Pyht&auml;&auml;, whereas peasants from the western half of Pernaja were obliged to trade in Porvoo only. After intense litigation over local fairs both Porvoo and Helsinki were in 1602 and in 1607 respectively confirmed right to trade in the four annual fairs at Porvoo, Pernaja and Pyht&auml;&auml; so that burghers of Helsinki had free right to trade in confirmed fairs east of Porvoo and those of Porvoo west of Helsinki. Pyht&auml;&auml; Bartholomeus fair is cited in an almanac in 1616, but Pernaja Michaelmas fair not. Fair in Pyht&auml;&auml; was held in V&auml;h&auml;-Ahvenkoski and those of Pernaja at Koskenkyl&auml; (sw. Forsby) bridge on the Great Coastal Road, where they were held in 1708. The rich late iron age find site in Haasianniemi on the eastern side of the rivermouth may have been connceted to older trading traditions of the area.

Annual summer and early autumn fairs in Sipoo, Pernaja and Pyht&auml;&auml; and the summer fair in Porvoo Saksala may have been organised in the context of ecclesiastical feasts of respective parish churches. In addition to the tar which had a growing status as an export article since the latter half of the 16th century, all the summer fairs were also connected to spawning seasons of Salmon, whitefish and Baltic herring, where summer fairs of Sipoo (24 June) and Porvoo in Saksala (1-2 July) of Julian calendar corresponded July the 4th and 12th in Gregorian calendar which was the high season of Salmon and right after the early spawning of Baltic herring which took place in the inner archipelago of the Gulf of Finland. Julian dates for autumn fairs at Pyht&auml;&auml; parish church (10 August), V&auml;h&auml;-Ahvenkoski (24 August), Porvoo (14 September), and Pernaja (29 September) correspond Gregorian calendar dates of 20 August, 3 and 24 September and 9 October, all of which occurred during the high season of whitefish migration and the autumn spawning of Baltic herring in the outer archipelago.
","y","1622",null,null,"The 1/32 duty worth of all goods intended for sale in towns and fairs and brought to the site by peasants was collected in Pyht&auml;&auml; V&auml;h&auml;-Ahvenkoski since 1622.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"8166",null,"Walsrode","52.86033","9.595205","gn:2814462;wd:Q33513395;wd:Q33513395","9","y","986",null,"Around 986 Count Wala founded a monastery of canonesses (from 1225: Benedictine nuns), next to which a market settlement developed. The settlement received borough (&#039;weichbild&#039;) privileges after the Brunswick law in 1383/88.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"19201",null,null,"50.473613","4.080091",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20170",null,"Kausala","60.889329","26.339582","gn:653492;wd:Q11870657","9","y","1580",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Kausala in the end of the 16th c. In 1642, Sipi Pekanpoika is mentioned as the innkeeper.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"17645",null,"Berlaar","51.118438","4.660274","gn:2802156","11","y","1155",null,"First mentioned in c. 1155, in a copy from 1243.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20173",null,"Ahtiala","61.001561","25.77695","gn:661889","11","y","1642",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Ahtiala in 1642, and Jyri Markunpoika was appointed as the innkeeper. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"11911",null,"Oostburg","51.327136","3.489656","gn:2749541;wd:Q1615032;wd:Q1615032;loc:n85207564;viaf:145486526","10","y","879",null,"In the period 879-918, a castle (&#039;burcht&#039;) was built at the site of Oostburg as a defence against attacks by Norsemen. The first mention in written records dates from 949.","y","1174",null,"Oostburg was first mentioned as town in 1174. It must have been  granted town rights before 1187 by Philip of Alsace, count of Flanders. After a flourishing in the 13th century, the town shrunk significantly and lost its urban character.","y","1298",null,null,"In 1297/8 (Jan.) count Gui de Dampierre granted a fair for three days starting St. Laurentius (August 10).","y","1252","1502",null,"Oostburg was one of the toll stations of the Zwin toll of the count of Flanders after 1252. A toll-account dated 1380 is preserved, combined with a.o. Damme. And another dated 1485 on beer with a.o. Sluis and Cadzand. In 1502, a &quot;knight toll&quot; (&#039;riddertol&#039;) is mentioned in Oostburg, that was abolished that year because of the construction of the canal Brugse Vaart.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19837","19836","Vuolenkosken silta ja lautta","61.087605","26.188915","gn:10082881","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1400","1592","Vuolenkoski bridge on the Northern route of Upper Viipuri Road was burned down in the Russian attack of 1592, and again in the internal conflict of the realm between duke Karl and Finnish nobility in Finland in 1599. The bridge was maintained by Hollola judicial district in H&auml;me and Lapvesi judicial district under Viipuri castle. H&auml;me was exempted from the bridge in the time of king Johan III (1568-92). The bridge was not rebuilt in the beginning of the 17th century but replaced with a ferry because of low use the road. In the late 16th century, the bridge is said to have been 200 fathoms long (sw. fathom = 1,78 m, ca. 356 m). The Northern and Southern routes of Upper Viipuri Road were organised into a common road between Viipuri and H&auml;me castles at the latest in the first quarter of the 15th century, but the organisation of the maintenance may date to mid-14th century. The Northern route via Vuolenkoski appears to have been more important in the 16th century, whereas in the 17th the Southern road was the main route. In 1556 king Gustaf I ordered either of the routes demolished, apparently without consecutions.",null,null,null,null,null,"y","1600","1936","The ferry operated 1600-1914 near the former bridge in Siltasaari and after that closer to the falls until it was replaced with a bridge in 1936.",null,null,null,null,null,null,null,null,null
"12691",null,null,"51.837223","4.925169",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20205",null,"Kuortti","61.421022","26.395779","gn:650159","9","y","1650",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Kuortti in 1650. It continued to serve until 19th and early 20th centuries. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20449",null,null,"60.293661","25.070189",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20453",null,null,"61.054494","28.190124",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19479",null,"Løgstør","56.968167","9.250649","gn:2617467;wd:Q3414045","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19964",null,"Espoo","60.172229","24.548256","gn:660158","13","y","1545",null,"&lt;b&gt;Inn:&lt;/b&gt; According to a list from 1545-1550, in Espoo parish there was an alehouse that served travellers both by land and sea. Exact location unknown.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"8827",null,"Zomergem","51.117636","3.559921","gn:2783195;wd:Q21760367;wd:Q21760367","10","y","800",null,"Earliest mention in the ninth century in a copy dating from 941.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19790","19789","Forsbyn silta (Pernaja)","60.498735","25.941901",null,"14",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1700",null,"The earliest bridge site on Great Coastal Road in Pernaja Koskenkyl&auml; may have been located ca. 100 m South from the later bridge. The bridge is documented in an early 18th century map and was maintained in the 18th century by Pernaja parish. The earliest bridge on the site may date to the first organisation of the maintenance of the Great Coastal Road as a uniform land route between Turku and Viborg in the 1340s and 1360s.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15048",null,"Antvorskov","55.392084736409","11.36354524151","gn:2624672;wd:Q12301985","12","y","1200",null,"The village of Antvorskov was first mentioned in 1231, but is significantly older. The settlement had no church but was part of the parish of Skt. Peders Landssogn.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20206",null,"Hölttä","61.427981","26.474508","gn:657511","11","y","1639",null,"&lt;b&gt;Inn:&lt;/b&gt; H&ouml;ltt&auml; village was previously located less than a kilometre southwards from the Great Savo Road. An inn was established there in 1639. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20171",null,"Uusikylä","60.930839","26.031471","gn:633214;wd:Q11899844","9","y","1556",null,"&lt;b&gt;Inn:&lt;/b&gt; Uusikyl&auml; is mentioned as a place for accommodation in the travel account of Duke Johan of Finland from 1556. It would also be a possible place for a bailiff (fi. vouti, sw. fogde)  in Jaakko Teitti&#039;s list in 1556. The tavern was then owned by the bailiff (fi. vouti, sw. fogde) Augustinus Finne. Official inn was established in 1584, and Paavo Juhonpoika was appointed as the innkeeper. Uusikyl&auml; inn had many owners: 1592 Tuomas Heikinpoika and Juhani Heikinpoika the following year, 1595 Juhani Maununpoika and Tuomas Heikinpoika (again) in the following year. In 1597 the inn was hosted by Lasse Paavonpoika, 1598-1600 Juhani Matinpoika, and 1600 Tuomas Heikinpoika (again). In 1620s, there was a transport organiser (sw. skjutsr&auml;ttare, fi. kyytir&auml;tt&auml;ri) in Uusikyl&auml;.  In 1642, Heikki Heikinpoika was the innkeeper. The tavern ordinance from 1651 mentions that Heikki Erkinpoika in Uusikyl&auml; is the only innkeeper in Nastola, and he is the richest innkeeper in Upper Hollola district. Uusikyl&auml; was in the intersection of Upper Wiborg Road and local roads going north and south, so innkeeping must have been lucrative.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19836",null,"Vuolenkoski","61.080735","26.14083",null,"11","y","1472",null,"Permanent agricultural settlement in Vuolenkoski dates to the 13th century. The village is first cited in 1472. Late medieval bridge on Upper Viipuri Road in Siltasaari cited in 1592 and 1599, when destroyed. Ferry 1600-1936. 

&lt;b&gt;Inn:&lt;/b&gt; Food and drinks might have been served by the bridge and later the ferry. An official inn was established in 1642, and Jyri Hannunpoika was appointed as the innkeeper.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20450",null,null,"60.286876","25.080543",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20452",null,null,"60.498154","26.443706",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20454",null,null,"61.058343","28.186187",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15024",null,"Falkerslev","54.836564","11.999774","wd:Q12311004;gn:2622359","11","y",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15015",null,"Sønder Kirkeby","54.770545","11.977002","wd:Q109302187;gn:2613022","11","y",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"18240",null,"Morby (Espoo)","60.208149","24.642151",null,"15","y","1638",null,"&lt;b&gt;Post house:&lt;/b&gt; In 1638, the Royal Steward Bernhardt Steen von Steenhausen established a post house in the village of Morby in Espoo. It was located in the Nyby house.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15248",null,"Melby","55.267359","9.940932","gn:2616975","12","y","1200",null,"The village of Melby was first mentioned in 1295, but is older. The parish church is from either the 12th or 13th century.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20214",null,"Sairila","61.701941","27.365076","gn:638167","11","y","1557",null,"&lt;b&gt;Inn:&lt;/b&gt; Sairila served as a royal manor (fi: kuninkaankartano, sw: kungsg&aring;rd) in 1557-1571. Royal manors were obliged to provide accommodation for travelling officials. Later, it served as an administrative center and a place for rural court gatherings until 1630, when it became again a state-owned manor (fi. latokartano, sw. ladug&aring;rd). In 1650, Sairila manor was given to L&ouml;wen family. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20213",null,"Visulahti","61.705069","27.346998","gn:631341","11","y","1572",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Visulahti in 1572.Visulahti parish constable (fi: nimismies, sw: l&auml;nsman) ran a tavern in his house in 1639. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20220",null,"Juva","61.895295","27.861768","gn:655253","9","y","1450",null,"&lt;b&gt;Inn:&lt;/b&gt; There was a medieval tavern in Juva parish village, serving both lay and ecclesiastical travellers. An inn was established in 1572.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19908",null,"Unaja","61.075458","21.512153","gn:633385","11","y","1413",null,"Permanent agricultural settlement in Unaja village dates to the 13th century. Assisted by a favourable location at the end of a deep inlet from the sea and alongside the common road between Turku and Ulvila, the village hosted a trading post and possible burgher community predating Rauma town in 1413, when it paid the crown an annual tax of 50 marks. At the same time the tax for Ulvila was 20 and for Turku 600 marks. In the 1560s the village had 15 peasant farms. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20473",null,"Kalanti","60.816511","21.558598","gn:654827;wd:Q125569995","13",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19992",null,"Vauranoja","60.791406","22.669001",null,"10","y","1645",null,"&lt;b&gt;Inn:&lt;/b&gt; Three farmers from Loimaa were travelling home from Turku in 1645, when they stopped in an alehouse between Raatikainen and Haverinkyl&auml; villages. The location might be in Vauranoja village. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20464",null,null,"61.519692","23.642707",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20483",null,null,"60.882407","22.829021",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20493",null,null,"61.266221","22.407796",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20494",null,null,"61.328517","22.122688",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"12673",null,"","51.915067","4.576176",null,"16",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1236",null,"See ferry in Krimpen aan den IJssel.",null,null,null,null,null,null,null,null,"y"
"18290",null,"Lauttakylä","61.174433","22.693945",null,"9","y","1390",null,"Permanent agricultural settlement in Huittinen (sw. Huittis) goes back to the Iron Age. Ecclesiastic parish was formed in the early 13th century. Huittinen (sw. Huittisby) village on the eastern bank of Loimijoki river is first cited in 1390. Lauttakyl&auml; (literally Ferry village) on the opposite bank in the west is in the 16th century cadasters cited under Huittinen, but is of medieval origin. The name Lauttakyl&auml; referring to the ferry on the common road between the two villages is documented first time in the surviving material in 1620.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1629",null,"Lauttakyl&auml; ferry crossing Loimijoki on the common road from Huittinen to medieval Ulvila (sw. Ulvsby) and Pori (sw. Bj&ouml;rneborg, est. 1558) towns is first cited in 1629. It was renovated in 1634 and again in 1650. The ferry was replaced with a floating bridge at the latest in 1644 when the structure of the bridge is included in the map of Huittinen village. The ferry was very likely of medieval origin. Both the ferry and the floating bridge were maintained by Huittinen parish.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"18264",null,"Ylistaro","61.256419","22.369296","gn:630806","13","y","1200",null,"Permanent agricultural settlement in Kokem&auml;ki (sw. Kumo) goes back to the Iron Age. The medieval parish organisation in Satakunta dates to the early 13th century with precursors in the latter half of the 12th century. Ylistaro village, which was located south of Kokem&auml;enjoki river on the common road between Huittinen and Ulvila was in the 15th century among the most important villages in the parish. A storage house on the village plot was already in the late Middle Ages maintained as a place of worship and pilgrimage of bishop Henrik of Finland, who according to the tradition had slept in the outbuilding the night before his martyrdom in K&ouml;yli&ouml; on 20 January (ca. 1156). The dendrochronological dating of the preserved logs of the building varies between the winter seasons 1472/73-1623/24. St. Henry&#039;s Chapel, completed in 1857 to protect the remaining structure, is Finland&#039;s first museum building built with public funds. A large gathering of people in Ylistaro at the time of the feast of St Henrik is documented on 18 January 1439 when the agreement ending the peasant revolt in Yl&auml;-Satakunta area was sealed with the seal of the peasant community (land) of Satakunta. A common building (Sw. soknae stuvae, fi pit&auml;j&auml;ntupa) maintained by the parish in Ylistaro is cited as the meeting place of the parish court in 1452 and demolished in 1555. 

&lt;b&gt;Inn:&lt;/b&gt; Medieval trading posts likely had private alehouses and taverns to serve travelling merchants and farmers. During court gatherings in Ylistaro common building (Sw. soknae stuvae, fi pit&auml;j&auml;ntupa) there were most likely private entrepreneurs serving food, drinks, and lodging. There was also a house called Kesti (ger. Gast) in Ylistaro, which refers to innkeeping. The house is mentioned in a will by Henrik Jaspersson in 1538, when he donated the farm to Antti Tolva&#039;s daughter, Anna. She might be the same Anna Kassari who paid the house&#039;s taxes in 1540. After Anna, the house owners were Kadrin Kesti, and after 1554, Erich Gest, who also had a nickname &lt;i&gt;Sluk&lt;/i&gt;, Glutton. Kesti farm was annexed to Uotila farm in 1585. Pekka Matinpoika from Uotila served as a parish constable (fi: nimismies, sw: l&auml;nsman) and innkeeper in Ylistaro in 1651-1654. His father was a parish constable as well, and Kesti/Uotila might have served as an inn also during his time. Parish constables were obliged to keep a tavern in the late 16th and early 17th centuries. In 1651, Uotila inn&#039;s treasury was stolen when the family was brewing ale. Others served drinks in Ylistaro village as well: in 1636, Mats Jacobsson and Henrik Andersson were selling drinks during church service, and the case was sent to ecclesiastical court. In the same year, serving of drinks was made a monopoly of the official inns.",null,null,null,null,"y","1347",null,null,"King Magnus Eriksson confirmed the inhabitants of the borough of Ulvila (villanis Vlsby) the annual right to trade in the borough of Kokem&auml;ki (ad villam Kwma) from January the 13th to Easter in 1347. In 1365 king Albrekt of Mecklenburg chartered the town with rights in align to the town law of king Magnus Eriksson and confirmed the burghers the right to trade in Kokem&auml;ki. The trading site may have been located in Ylistaro village, or less than a kilometre downstream in Villi&ouml; on the northern side of the river. Villi&ouml; is first cited as a village in 1362 and hosted many sessions of parish court of Kokem&auml;ki from the 1460s to the 1490s. In the closing decades of the 15th century some of the sessions were held in the rural merchant guild house of Kokem&auml;ki, which in 1492 was in Villi&ouml;.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20451",null,null,"60.297637","25.084684",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"17841",null,"Oostkamp","51.154471","3.235431","gn:2789751","11","y","1089",null,"First mention in 1089.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19963",null,"Gloms","60.218579","24.660358","gn:840810","13","y","1653",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Gloms in 1653.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"63",null,"Arnstein ","51.360774","9.908368","gn:2955435","12","y","1248",null,"Local nobility is mentioned in 1248.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"267",null,"Antheit","50.549827","5.233591","gn:2803150;wd:Q2852722","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
