"id","parentid","name","latitude","longitude","links","zoomlevel","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Fair","Fair_From","Fair_To","Gregorian_Calendar","Fair_Description","Is_Toll","Toll_From","Toll_To","Toll_Primary_Owner","Toll_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description","ready"
"16239","4432",null,"52.871386","13.394572",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16240",null,null,"52.847312","13.538053",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1609","1648","Lock in the canal between the Havel and Finow rivers. The section between Liebenwalde and Sch&ouml;pfurth was finished in 1609, a lock fee was set in 1620. The canal dilapidated during the Thirty Years&#039; War.",null
"16241",null,null,"52.839069","13.566624",null,"12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1609","1648","Lock in the canal between the Havel and Finow rivers near Ruhlsdorf. The section between Liebenwalde and Sch&ouml;pfurth was finished in 1609, a lock fee was set in 1620. The canal dilapidated during the Thirty Years&#039; War.",null
"16242",null,null,"52.837689","13.594315",null,"12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1609","1648","Lock in the canal between the Havel and Finow rivers near Lesenbr&uuml;ck. The section between Liebenwalde and Sch&ouml;pfurth was finished in 1609, a lock fee was set in 1620. The canal dilapidated during the Thirty Years&#039; War.",null
"16243",null,null,"52.842005","13.62619",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1609","1648","Lock in the canal between the Havel and Finow rivers near Teichhaus, probably at the location of the later Grafenbr&uuml;ck lock. The section between Liebenwalde and Sch&ouml;pfurth was finished in 1609, a lock fee was set in 1620. The canal dilapidated during the Thirty Years&#039; War.",null
"16244","1946",null,"52.846596","13.683435",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1609","1648","In 1609 the construction of the Finow canal had advanced so far, that a ship could travel from Liebenwalde to Sch&ouml;pfurth. The canal detoriated in the Thirty Years&#039; War.","y","1609","1648","Lock in the canal between the Havel and Finow rivers. The section between Liebenwalde and Sch&ouml;pfurth was finished in 1609, a lock fee was set in 1620. The canal dilapidated during the Thirty Years&#039; War.",null
"16245","1665",null,"52.835831","13.821194",null,"16",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1620","1648","Lock in the Finow canal in Eberswalde. Construction of the canal was finished in 1620, when a lock fee was set. The canal detoriated during the Thirty Years&#039; War.",null
"16246",null,null,"52.838538","13.793088",null,"13",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1620","1648","Lock in the Finow canal near Kupferhammer. Construction of the canal was finished in 1620, when a lock fee was set. The canal detoriated during the Thirty Years&#039; War.",null
"16249",null,null,"52.416595","13.725014",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16250",null,null,"52.442723","13.764614",null,"12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1550",null,"A flash lock near Woltersdorf was constructed in 1550 to facilitate the shipping of limestone from the quarry near R&uuml;dersdorf. It detoriated in the Thirty Years&#039; War, but was renovated and replaced by a pound lock in 1640.",null
"16322",null,null,"52.697564","11.081547",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16323","3829",null,"52.625198","11.164924",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16251",null,"Kalkberge","52.466652","13.779902","gn:2893811","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1300",null,"The limestone quarries near R&uuml;derstorf, belonging to the monastery Zinna, were first mentioned in 1375, but must have been older. The limestone was transported on the waterway.",null,null,null,null,null
"16252","928",null,"52.405536","12.55787",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16255","2686",null,"53.692663","12.845293",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16256","7540",null,"53.634988","12.948244",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16257","9449",null,"53.767047","12.84367",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16258",null,null,"59.383873","26.393033",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16259",null,null,"59.365646","26.432848",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16264",null,null,"59.419507","26.344957",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16267",null,null,"59.444192","27.343705",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16268",null,null,"59.442064","27.416446",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16269",null,null,"59.40033","27.74028",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16270",null,null,"58.938801","26.196056",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16271","5300",null,"59.000127","27.740034",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y",null,null,null,null,null,null,null,null
"16272",null,null,"58.695472","26.778231",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16273",null,null,"58.727662","26.763049",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16274",null,null,"58.0023","26.927651",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16275",null,null,"57.942004","26.954613",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16276","5978",null,"57.81888","28.327469",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16277",null,null,"52.126744","11.653318",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16278","4705",null,"52.130509","11.641203",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16279",null,null,"52.257323","11.489682",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16280",null,null,"52.250578","11.499681",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16281",null,null,"51.661436","12.275966",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16282","12513",null,"51.710733","12.291938",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16283",null,"Kleckewitz","51.712565","12.308807","gn:2889918","13","y","1220",null,"The village is first mentioned in 1220.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"16284",null,null,"51.820998","12.534596",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16285",null,"Seegrehna","51.83178","12.550507","gn:2833817;wd:Q2264875","11","y","1377",null,"The village is first mentioned in 1377.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"16286",null,null,"51.853611","12.645505",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16287","1527",null,"51.783111","12.71395",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16288",null,null,"51.709933","12.806357",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16289","1250",null,"51.880142","12.455894",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16290","1250",null,"51.877066","12.45281",null,"13",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1566",null,"In the 1566 regulations of safe conduct, the ferry fees are mentioned as well.",null,null,null,null,null,null,null,null,null
"16291",null,null,"51.846901","12.413092",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16292",null,null,"51.999454","12.03299",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16293",null,null,"52.28001","11.657295",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16294","7247",null,"52.506299","11.287859",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16295",null,null,"52.560481","11.198204",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16253","7005",null,"50.687802","11.316332",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1600",null,"In 1689 the bridge is first mentioned when it was destroyed by a flood, but it can be assumed that there existed a stone bridge much earlier.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"16302",null,null,"52.167832","11.720824",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16303",null,null,"52.642868","11.830409",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16304",null,null,"52.708388","11.785712",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16305",null,null,"52.278313","11.653984",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16306",null,null,"52.528738","11.402886",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16307","2534",null,"52.593888","11.745378",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16308",null,null,"52.601503","11.815989",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16309","1114",null,"52.320045","11.347789",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16310","1114",null,"52.321579","11.343434",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16311",null,null,"52.322514","11.341892",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16312","1164",null,"52.394964","11.293134",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16313",null,null,"52.699248","11.899556",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16314",null,null,"52.693474","11.899288",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16315",null,null,"52.65657","11.901283",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16316",null,null,"52.650406","11.900082",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16317",null,null,"52.682529","11.902957",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16318",null,"Sanne","52.6571188","11.9433311","gn:2841453;wd:Q706609;wd:Q706609;gov:object_1075452;gnd:1165910381;viaf:4769153596641451900003","11","y","1209",null,"First mentioned in 1209.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"16319","295",null,"52.675164","12.002165",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16320",null,null,"52.771438","11.437535",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16321",null,null,"52.671887","11.371998",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16324","966",null,"52.56723","11.250115",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16325",null,null,"52.543007","11.36894",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16326","6659",null,"52.762815","11.189627",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16327",null,null,"52.755633","11.850643",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16328",null,null,"52.644105","11.724837",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16329","3290",null,"52.779732","11.910936",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16330",null,null,"52.496979","11.386975",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16331",null,null,"52.413918","11.399539",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16332",null,null,"52.456572","11.35746",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16333",null,null,"52.060849","11.433828",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16334",null,null,"52.060799","11.444573",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16335","5397",null,"51.840434","11.771256",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y",null,null,null,null,null,null,null,null
"16336","5397",null,"51.839075","11.76978",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16337",null,"Galchoirt","51.503667","4.217892",null,"12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1418","1570","A ferry south of the town of Tholen in the district (&#039;ambacht&#039;) Schakerloo to Bergen op Zoom, also known as Galchoirt and Stakelberch, is first mentioned in 1418. It was eternally pawned to the town Tholen in 1462. The ferry sailed from the southern tip of the Brodeloospolder, which was claimed from the sea in 1403, but inundated in 1570.",null,null,null,null,null,null,null,null,null
"16338",null,null,"51.529739","4.216626",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16339",null,null,"51.791699","11.739864",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16341","2758",null,"51.897822","11.048474",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16342",null,"Oelbroeck","51.626358","5.881182","gn:2747290;wd:Q14346629;wd:Q14346629;viaf:243258508","11","y","1250",null,"Oelbroeck originated around 1250 as a small agricultural settlement. It is first mentioned in 1312. Around the second half of the fifteenth century, the name Sint Anthonis starts to be used for this place. In the course of the sixteenth century, the name Sint Anthonis became dominant. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16343",null,"Lamgats veer","51.626047","4.586141",null,"12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1282",null,"The ferry probably existed from 1282 and definitely between 1483-1572. The ferry was temporarily disrupted in 1573/1574 due to the Sea Beggars (&#039;Geuzen&#039;). After 1574 the ferry operated until after 1650. From 1282 St. Bernards&#039; abbot owned the ferriage right up to the middle of the river. The other half was in possession of the lord of Bergen op Zoom. From 1564 the rights were completely owned by the house of Bergen op Zoom.",null,null,null,null,null,null,null,null,null
"16344",null,null,"53.133651","8.73647",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16345",null,null,"54.410402","18.567195",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16346","3946",null,"55.682437","12.570858",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16347",null,null,"55.695795","12.580075",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16349",null,null,"51.870397","10.917803",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16350",null,"Hamersleben","52.061911","11.087372","gn:2911259;wd:Q1573352;wd:Q1573352;loc:n80106157;viaf:146581160","10","y","1021",null,"A royal court is mentioned in 1021, when it was donated to the bishopric Merseburg. A monastery of Augustinian canons was moved to Hamersleben from Osterwieck in 1112.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16351",null,null,"52.190348","11.270589",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16352",null,"Puck","54.720577","18.411289","gn:3087691;wd:Q628962;gn:7532859;viaf:147609733","9",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16353",null,null,"54.599097","18.128048",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16354",null,null,"54.551987","17.797744",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16381",null,"Bytów","54.169434","17.489022","gn:3101943;wd:Q326577;wd:Q326577;gnd:4008838-8;bnf:120886209;loc:n2005030904;viaf:159653065","9","y","1321",null,"The land of Byt&oacute;w is first mentioned in 1321, a castle in 1329. Next to it a Slavic settlement existed.","y","1346",null,"Kulm town privileges granted by the Teutonic Knights in 1346.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16355",null,"Monnikerede","51.276175","3.309179","gn:9796482;wd:Q2081501","12","y","1226","1594","Monnikerede is first mentioned in 1226 in the name Lambekinus de Munekerede, a merchant in England in the service of Bruges.","y","1266","1594","Aldermen are first mentioned in 1266, suggesting that the settlement must have received urban privileges in the mid-13th century. The town served as one of the outports of Bruges on the Zwin estuary, mainly for the fish trade. It deteriorated in the late Middle Ages due to the silting of the Zwin, the construction of the new canal the Verse Vaart (1548-1566) that circumvented the town, and the Dutch Revolt. The town formally merged with Damme in 1594 and was subsequently abandoned.",null,null,null,null,null,"y","1250","1594",null,"Monnikerede was one of the stations of the Flemish Zwin toll in the 13th century (see Bruges).",null,null,null,null,"y","1323","1594",null,"In 1323 count Lodewijk van Nevers reorganised the Zwin-staple and gave Bruges a separate staple at Monnikerede for dried fish. ",null,null,null,null,"y","1226","1594","Monnikerede was one of the outports of Bruges at the Zwin estuary, mainly for the fish trade.",null,null,null,null,null
"16356",null,"Giersbergen","51.656636","5.150433","gn:2755537;wd:Q2594300","11","y","1244",null,"Giersbergen was a monastic grange which was given to the Cistercian abbey of Ter Kameren in 1244. It was gifted by Hendrik van Herentals on behalf of Henry II, Duke of Brabant. At the end of the fourteenth century the monastic grange was leased and in 1614 it was sold. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16357",null,"Ginnekense Brug","51.566539","4.783066",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1531",null,"A footbridge existed here since 1531. In 1613 a larger bridge was built by Jan Baptist Keermans, the lord of the nearby Bouvigne castle. During sieges of Breda in 1624/5 and 1637 the bridge was destroyed, but rebuilt in roughly 1640.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16358","13909",null,"51.553297","5.683124",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y",null,null,"From at least the fifteenth century, but probably earlier, a bridge crossed the brook the Rips. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16359","13909",null,"51.558302","5.682471",null,"14",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1400",null,"In the fifteenth century there is a bridge here crossing the brook the Rips. In 1540 it is mentioned to be a stone bridge.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"16360","2126",null,"51.698395","4.854783",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1320",null,"The bridge was probably completed along with the city walls and gates around 1320, to allow entrance to the city. The bridge connects to the Koepoort.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
