"vnr";"maat";"st_maat"
"3497";"Fl.";"Floriner"
"3498";"Fl.r.";"Floriner"
"3499";"Flaasch";"Flaske"
"3500";"Flaeske";"Flaske"
"3501";"Flæskefoder";"Flaske"
"3502";"Flæsker";"Flaske"
"3503";"Flasch";"Flaske"
"3504";"Flasche";"Flaske"
"3505";"Flaschen";"Flaske"
"3506";"Flascher";"Flaske"
"3507";"Flascke";"Flaske"
"3508";"Flashe";"Flaske"
"3509";"Flask";"Flaske"
"3510";"Flaske";"Flaske"
"3511";"Flaske kieldere";"Kelder"
"3512";"Flasker";"Flaske"
"3513";"Flesker";"Flaske"
"3514";"Flester";"Flaske"
"3515";"Florijn";"Floriner"
"3516";"Flr.";"Fjerding"
"3517";"Fod";"Foder"
"3518";"Fod.";"Foder"
"3519";"Fødd.";"Foder"
"3520";"Fodde";"Foder"
"3521";"Fødde";"Foder"
"3522";"Fodder";"Foder"
"3523";"Fødder";"Foder"
"3524";"Fodders";"Foder"
"3525";"Foddir";"Foder"
"3526";"Foddr";"Foder"
"3527";"Fode";"Foder"
"3528";"Foden";"Foder"
"3529";"Foder";"Foder"
"3530";"Føder";"Foder"
"3531";"Fodir";"Foder"
"3532";"Fodr";"Foder"
"3533";"Fodre";"Foder"
"3534";"Fods";"Foder"
"3535";"Fodt";"Foder"
"3536";"Foed";"Foder"
"3537";"Foedder";"Foder"
"3538";"Føedder";"Foder"
"3539";"Foede";"Foder"
"3540";"Føede";"Foder"
"3541";"Foeder";"Fad"
"3542";"Føeder";"Fad"
"3543";"Foedn";"Foder"
"3544";"Foedre";"Foder"
"3545";"Foedt";"Foder"
"3546";"Foedtt";"Foder"
"3547";"Foett";"Foder"
"3548";"Fog";
"3549";"Fogne";"Favn"
"3550";"Fooder";"Foder"
"3551";"Fordell";"Fjerding"
"3552";"Førdell";"Fjerding"
"3553";"Forder";"Foder"
"3554";"Forffer";"Favn"
"3555";"Forffue";"Favn"
"3556";"Foringer";"Fjerding"
"3557";"Foringh";"Fjerding"
"3558";"Forinnger";"Fjerding"
"3559";"Forskj. Stk.";"Støcker"
"3560";"Foter";"Foder"
"3561";"Fouffer";"Favn"
"3562";"Fouffne";"Favn"
"3563";"Foust";"Fustage"
"3564";"Foust.";"Fustage"
"3565";"Foustag";"Fustage"
"3566";"Foustag.";"Fustage"
"3567";"Foustage";"Fustage"
"3568";"Foustagen";"Fustage"
"3569";"Foustager";"Fustage"
"3570";"Foustagier";"Fustage"
"3571";"Fouste";"Fustage"
"3572";"Fouste.";"Fustage"
"3573";"Foustene";"Fustage"
"3574";"Foustk";"Fustage"
"3575";"Foustk.";"Fustage"
"3576";"Fousts.";"Fustage"
"3577";"Foustx";"Fustage"
"3578";"Fp.";
"3579";"Fr.";"Fjerding"
"3580";"Frangers";
"3581";"Fransche Alen";"Alen, Fransche"
"3582";"Freiring";"Fjerding"
"3583";"Freyer";"Fjerding"
"3584";"Frg.";"Fjerding"
"3585";"Frienge";"Fjerding"
"3586";"Frieniger";"Fjerding"
"3587";"Fring";"Fjerding"
"3588";"Fringe";"Fjerding"
"3589";"Fringer";"Fjerding"
"3590";"Fringh";"Fjerding"
"3591";"Frinjer";"Fjerding"
"3592";"Froeninger";"Fjerding"
"3593";"Frugner";"Favn"
"3594";"Frust.";"Fustage"
"3595";"Fs.";"Fustage"
"3596";"Fsk.";"Fustage"
"3597";"Fst.";"Fustage"
"3598";"Fstg.";"Fustage"
"3599";"Fstk.";"Fustage"
"3600";"Ft.";
"3601";"Fud";"Fad"
"3602";"Fud.";"Fad"
"3603";"Fudde";"Fad"
"3604";"Fudder";"Fad"
"3605";"Fude";"Fad"
"3606";"Fude.";"Fad"
"3607";"Fudel";"Fad"
"3608";"Fudell";"Fad"
"3609";"Fuder";"Fad"
"3610";"Fudere";"Fad"
"3611";"Fudert";"Fad"
"3612";"Fudr";"Fad"
"3613";"Fudr.";"Fad"
"3614";"Fudt";"Fad"
"3615";"Fudt.";"Fad"
"3616";"Fuede";"Fad"
"3617";"Fueder";"Fad"
"3618";"Fuffer";"Favn"
"3619";"Fuhder";"Fad"
"3620";"Funde";"Foder"
"3621";"Furdinger";"Fjerding"
"3622";"Furser";"Fustage"
"3623";"Fus.";"Fustage"
"3624";"Fuske";"Fustage"
"3625";"Fusst.";"Fustage"
"3626";"Fust";"Fustage"
"3627";"Fust.";"Fustage"
"3628";"Fustacier";"Fustage"
"3629";"Fustag";"Fustage"
"3630";"Fustag.";"Fustage"
"3631";"Fustage";"Fustage"
"3632";"Fustage eller oxeh.";"Fustage"
"3633";"Fustage eller oxeh.";"Oksehovede"
"3634";"Fustagen";"Fustage"
"3635";"Fustager";"Fustage"
"3636";"Fustager, packer, kasser og krucker";"Casser"
"3637";"Fustager, packer, kasser og krucker";"Fustage"
"3638";"Fustager, packer, kasser og krucker";"Krukke"
"3639";"Fustager, packer, kasser og krucker";"Pakke"
"3640";"Fustagere";"Fustage"
"3641";"Fustagie";"Fustage"
"3642";"Fustagieer";"Fustage"
"3643";"Fustagier";"Fustage"
"3644";"Fustagier og kasser";"Casser"
"3645";"Fustagier og kasser";"Fustage"
"3646";"Fustagin";"Fustage"
"3647";"Fuste";"Fustage"
"3648";"Fuste.";"Fustage"
"3649";"Fusten";"Fustage"
"3650";"Fuster";"Fustage"
"3651";"Fustg.";"Fustage"
"3652";"Fustgr.";"Fustage"
"3653";"Fustik";"Fustage"
"3654";"Fustk";"Fustage"
"3655";"Fustk.";"Fustage"
"3656";"Fustl.";"Fustage"
"3657";"Fusts.";"Fustage"
"3658";"Fustst";"Fustage"
"3659";"Futer";"Fad"
"3660";"Futscken";"Fadken"
"3661";"Futter";"Fad"
"3662";"Fuude";"Fad"
"3663";"Fuuder";"Fad"
"3664";"Fuustager";"Fustage"
"3665";"Fuuste";"Fustage"
"3666";"Fv.";"Favn"
"3667";"Fvn.";"Favn"
"3668";"Fvne.";"Favn"
"3669";"Fx.";
"3670";"Fxr.";
"3671";"Fyer";"Fjerding"
"3672";"Fyerd.";"Fjerding"
"3673";"Fyerdinger";"Fjerding"
"3674";"Fylden";"Gylden"
"3675";"G.";"Gylden"
"3676";"Gal.";"Gallon"
"3677";"Gall.";"Gallon"
"3678";"Gallens";"Gallon"
"3679";"Gallon";"Gallon"
"3680";"Gallone";"Gallon"
"3681";"Gallons";"Gallon"
"3682";"Galls.";"Gallon"
"3683";"Galluns";"Gallon"
"3684";"Galon";"Gallon"
"3685";"Gals.";"Gallon"
"3686";"Gamle Gallons";"Gallon, Gamle"
"3687";"Gandsch ladding";"Ladning"
"3688";"Gandsche ladding";"Ladning"
