"jaar","rolnr","snr","scnr_begin","scnr_eind","tekst","snaam","twee_op_een","sectienr"
"0","87","5","83","147","Ballaster som ehre Hollender, Embder och Bremmer, kommendis westen aff. Ladde med saldt, sildt, winn och andre atschillighe wahre, saa well aff Franckerigh, Hispanien, Purtugall eller andre fremmede Kongeriger, och er derris tholdt (..)","Ballaster, Westen af","nee","8705"
"0","87","6","152","211","Ladde schiff som ehre Hollender Embder och Bremer kommendis Øesten fraa ladde med kornn och andre atschillige kiøbmands wahre deris thold och kongl. rettighed (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8706"
"0","87","7","218","221","Statinsche och Østersche deris thold och kongl: rettighed aff schiff och goedz (..)","Stettin, Østersche steder","nee","8707"
"0","87","8","226","233","Lybsche (..) kongl: thold och rettighed aff deris schiff och goedz (..)","Lubecker","nee","8708"
"0","87","9","238","241","Dantziger (..) kongl: thold och rettighed aff deris schiff och goedz (..)","Dantziger","nee","8709"
"0","87","10","248","277","Dansche och Norsche item Straalsundsche Wismarsche och Rostocher deris thold och kongl: rettighed (..)","Danske, Norske, Stralsunder, Wismer, Rostocker","nee","8710"
"0","87","11","282","300","Suensche item andre fremmede nationner som haffuer lad certificeredt Suensch goedz (..)","Svenske etc., Certif. gods","nee","8711"
"0","87","12","304","314","Schotter med deris indhaffuende goedz saa och andre nationner laed bemelde Schoedz goedz (..) thold och rettighed (..)","Schotter","nee","8712"
"0","87","13","320","343","Engellscher medt deris indhaffuende goedz saa och andre nationner laed bemeldte Engelsch goedz (..) thold och rettighed (..)","Engelske","nee","8713"
"0","88","1","5","68","Ballasterer (..)","Ballaster, Westen af","nee","8801"
"0","88","2","71","141","Ladde","Ladde, fra Østersøen","nee","8802"
"0","88","3","146","148","Østersche eller Stattinsche deris thaald och rettighed (..)","Østersche, Stettin","nee","8803"
"0","88","4","152","162","Lijbsker dieris thaald och rettighed (..)","Lubecker","nee","8804"
"0","88","5","166","170","Dandziger som haffuer giffued dobbeltt thalld (..)","Dobelt told, Dantziger","nee","8805"
"0","88","6","175","201","Danske och Wendeske saa och Naarsche giffuett tønde och haffnue penge med anden kongl mz: paabøedne rettightz sampt de andre Wendesche steder, som her priviegerde haffuer giffued till taald (..)","Tøndepenge, Havnepenge, Danske, Wender, Norske","nee","8806"
"0","88","7","204","212","Swenske","Svenske","nee","8807"
"0","88","8","216","224","Schaatter som giffuer dennde hunderste pending och anden taalde och rettighed","100 Penge, Schotske","nee","8808"
"0","88","9","230","253","Engelscher som giffuer dennde hunderste pending och anden taalde och rettighed","100 Penge, Engelske","nee","8809"
"0","88","10","275","344","(..) thold och rettighed aff ballast skiffue, och dennom som er lad med saldt win och specerij (..)","Westen af","nee","8810"
"0","88","11","346","413","Indkommen aff ladde skiffi (..)","Ladde","nee","8811"
"0","88","12","416","419","Østerske och Stattiner dieris told och rettighed (..)","Østersche, Stettin","nee","8812"
"0","88","13","422","430","(..) thold och rettighed aff de Lijbsker (..)","Lubecker","nee","8813"
"0","88","14","433","438","Dantziger","Dantziger","nee","8814"
"0","88","15","441","468","(..) thold aff Danske oc Wender; som er Rostoker, Wiszmer oc Stralsunder (..)","Danske, Wender, Rostocker, Wismer, Stralsunder","nee","8815"
"0","88","16","471","474","Suenske","Svenske","nee","8816"
"0","88","17","477","485","Skotterne dieris thold","Skotter","nee","8817"
"0","88","18","487","512","(..) thold och rettighed aff Engelsker (..)","Engelske","nee","8818"
"0","89","1","62","131","Ballaster som ehre Hollender Embder och Bremer kommendis westen aff ladde med saldt sildt winn och andre attschillighe kiøbmands wahre saa well aff Frankerighe Hispannien Purtugall eller andre fremmede kongeriger och ehr eris thold och kongl: rettigehed (..)","Ballaster, Westen af","nee","8901"
"0","89","2","134","207","Ladde schiff som ehre Hollender Embder och Bremer kommendis Østen fraa ladde medt kornn och atschillighe andre kiøbmands wahre deris told och kongl: rettighed (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8902"
"0","89","3","212","219","Statinsche och Østersche deris tholdt och kongl: rettighedt aff schiff och goedz (..)","Stettin, Østersche steder","nee","8903"
"0","89","4","223","232","Lijbsche (..) toldt och rettighedt aff deris schiff och godz (..)","Lubecker","nee","8904"
"0","89","5","236","241","Dandziger (..) toldt och rettighedt aff deris schiff och godz (..)","Dantziger","nee","8905"
"0","89","6","245","279","Dansche och Norsche item Straallsundtsche Wismarsche och Rostocher deris toldt och kongl: rettighedt (..)","Danske, Norske, Stralsunder, Wismer, Rostocker","nee","8906"
"0","89","7","284","307","Swensche item andre nationner som haffuer laedt Swensch goeds (..)","Svenske etc., Svensk gods","nee","8907"
"0","89","8","311","320","Schotter medt deris indthaffuende godz saa och andre nationner ladt bemeldte Schodz godz (..) toldt och rettighedt (..)","Schotter","nee","8908"
"0","89","9","324","344","Engellscher medt deris indhaffuende godz saa och andre nationner ladt bemeldte Engelsch godz (..) toldt och rettighedt (..)","Engelske","nee","8909"
"0","89","10","403","474","Ballaster som ehre Hollennder, Embder och Bremmer kommendis Westen aff ladde med saldt, silld, winn och andre adtschillige kiøbmanndsswahre, saa well aff Franckhrige, Hiszpannien Portugall eller andre fremmede lande och kongeriger (..)","Ballaster, Westen af","nee","8910"
"0","89","11","475","562","Ladde schibe som ehre Hollennder, Embder och Bremmer kommendis vdaff Østersøenn (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8911"
"0","89","12","563","565","Østersche eller Stettinsche deriss tolld och rettighed (..)","Østersche, Stettin","nee","8912"
"0","89","13","567","577","Lijbsche nation derisz tolld och rettighed (..)","Lubecker","nee","8913"
"0","89","14","580","586","Danntzighkher derisz tolld och rettighed (..)","Dantziger","nee","8914"
"0","89","15","590","615","Dannsche och Wenndische saa och Norsche giffue tønnde och haffnepennge med anden kongl: paabudden tolld och rettighed","Tøndepenge, Havnepenge, Danske, Norske, Wender","nee","8915"
"0","89","16","618","622","Ladde schibe som ehre Hollennder, Embder och Bremmer kommendis vdaff Østersøenn (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8916"
"0","90","1","4","11","Suennsche nation som giffue alleene tønndepenge och haffnepenge","Tøndepenge, Havnepenge, Svenske","nee","9001"
"0","90","2","14","21","(..) Skotterne huis tolld och rettighed (..)","Skotter","nee","9002"
"0","90","3","25","51","Enngellsche nation som haffue udgiffuit deris tolld och rettighed (..)","100 Penge, Engelske","nee","9003"
"0","90","4","54","61","Ballaster, vervolg","Ballaster, Westen af","nee","9004"
"0","90","5","71","143","(..) ballast skiffue, och dennom som kommen vdaff Westersøen med støkgoetz win salt sild speceri krammerij och drogeri (..)","Ballaster, Westen af","nee","9005"
"0","90","6","144","238","(..) ladde skiiffue som ere Hollender Emder och Brehmer kommendes vdaff Østersøen (..)","Hollandske, Embder, Bremer, fra Østersøen","nee","9006"
"0","90","7","242","246","Dantziger","Dantziger","nee","9007"
"0","90","8","250","250","Stattiner","Stettin","nee","9008"
"0","90","9","253","257","Lybsker","Lubecker","nee","9009"
"0","90","10","261","280","Danske och Wender","Danske, Wender","nee","9010"
"0","90","11","283","291","(..) Hollender støkgoetzfahrer och ballast schibe (..)","Hollandske, Westen af","nee","9011"
"0","90","12","294","299","Skotter","Schotter","nee","9012"
"0","90","13","302","323","Engelsker","Engelske","nee","9013"
"0","90","14","326","342","Hollander lade skiffuer","Hollandske, Ladde, fra Østersøen","nee","9014"
"0","90","15","443","504","(..) Hollender Embder och Bremer som ehr kommen Westen aff Hispanien Portugall Franckrige och Nederlandere (..)","Hollandske, Embder, Bremer, Westen af","nee","9015"
"0","90","16","508","590","Ladde skieff som ehre Hollander Embder och Bremer som ehre komen Osten aff, ladde med adschillige kiøbmands wehre, dieris skiiffstold, och rettighed, aff deris indhaffuende last (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","9016"
"0","90","17","593","603","Lijbscher (..) deris skiff och gods (..)","Lubecker","nee","9017"
"0","90","18","605","612","Dandtziger (..) deris skiffue och godtz (..)","Dantziger","nee","9018"
"0","90","19","614","637","Dannsche Norsche Stralsundesche och Wenndische dirriss skieffsstold och rettiched (..)","Danske, Norske, Stralsunder, Wender","nee","9019"
"0","91","1","3","16","Dannsche Norsche Stralsundesche och Wenndische dirriss skieffsstold och rettiched (..)","Danske, Norske, Stralsunder, Wender","nee","9101"
"0","91","2","18","35","Swensche (..) dieris skieffue och godz (..)","Svenske","nee","9102"
"0","91","3","39","48","Skotter (..) och aff andere nationn, lad bemelte gods (..)","Schotter etc.","nee","9103"
"0","91","4","52","81","Ennglischer (..) dieris schieffue och gods som ehr dend 100 pendings thold","100 Penge, Engelske","nee","9104"
"0","91","5","91","156","Ballaster som ehre Hollender, Embder, och Bremer kommendisz fraa Hispanien, Potugall, Franckhrige, Skottland, Enngelland och andre Westwartss platsser, ladde med sallt, win, silld, støckhgodss och andre kiøbmandsswahre, och haffue giffuen deris tolld och rettighed (..)","Ballaster, Westen af","nee","9105"
"0","91","6","159","224","Ladde schibe som ehre Hollender Embder och Bremer som ehre kommen Østen aff med adschillige kiøbmanndszwahre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","9106"
"0","91","7","228","229","Østersche eller Stettinsche , derisz tolld och rettighed (..)","Østersche, Stettin","nee","9107"
"0","91","8","231","241","Lijbsche nation, med derisz indhaffuennde last (..)","Lubecker","nee","9108"
"0","91","9","245","253","Danntzigkher med derisz inndhaffuende last (..)","Dantziger","nee","9109"
"0","91","10","257","279","Dannsche och Wenndische saa och Norsche giffuer tønnde och haffnepennge, dissligiste de Wendische steder, Rostockh Wismar och Strallsund (..)","Tøndepenge, Havnepenge, Danske, Norske, Wender","nee","9110"
"0","91","11","282","288","Suennsche som giffue allene Tønndepenge och haffnepenge","Tøndepenge, Havnepenge, Svenske","nee","9111"
"0","91","12","292","300","Slotter som giffue den hundridste pending med anden tolld och rettighed","100 Penge, Skotter","nee","9112"
"0","91","13","303","338","Enngelscher som giffue dend hundridste penndinngh med anden tolld och rettighed","100 Penge, Engelske","nee","9113"
"0","91","14","346","416","(..) told och rettighed wdgiffuen aff ballast skibe (..)","Westen af","nee","9114"
"0","91","15","418","493","Ladde","Ladde, fra Østersøen","nee","9115"
"0","91","16","495","501","(..) told och rettighed aff Dantziger (..)","Dantziger","nee","9116"
"0","91","17","503","512","(..) told och rettighed aff Lijbscher (..)","Lubecker","nee","9117"
"0","91","18","514","515","(..) told och rettighed aff Statiner och de Østersche steder (..)","Stettiner, Østersche","nee","9118"
"0","91","19","517","545","Dansche","Dantziger","nee","9119"
"0","91","20","546","556","(..) told aff de Suensche","Svenske","nee","9120"
"0","91","21","557","586","(..) told och rettighed aff Engellscher och Skotter (..)","Engelske, Skotter","nee","9121"
"0","92","1","66","140","Ballaster som ehre Hollender, Embder och Bremer kommendis Westen aff ladde med saldt, sild, winn, och andre atschillighe kiøbmands wahre, saa well aff Franckerighe, Hispanien, Purtugall och andre fremmede kongeriger och ehr deris told och kongl: rettighed (..)","Ballaster, Westen af","nee","9201"
"0","92","2","145","217","Ladde schiff som ehre Hollender Embder och Bremer kommendis Østen aff ladde med korn och andre atschillighe kiøbmannds wahre deris told och kongl: rettighed (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","9202"
"0","92","3","220","225","Statinsche och Østersche deris told och kongl: rettighed aff schiff och goeds (..)","Stettin, Østersche steder","nee","9203"
"0","92","4","230","240","Lijbsche (..) told och rettighed aff schiff och goeds (..)","Lubecker","nee","9204"
"0","92","5","245","254","Dantziger (..) thold och rettighed aff schibbe och goeds (..)","Dantziger","nee","9205"
"0","92","6","257","295","Dansche och Norsche item Straalsundsche Wismarsche och Rostocker deris told och kongl: rettighed (..)","Danske, Norske, Stralsunder, Wismer, Rostocker","nee","9206"
"0","92","7","297","318","Schwensche (..) item andre nationer lad bemeldte Swensch goeds (..)","Svenske","nee","9207"
"0","92","8","322","335","Schotter (..) deris schibbe och goeds saa och andre nationer lad bemeldte Schoedz goeds (..)","Schotter","nee","9208"
"0","92","9","340","355","Engelscher (..) deris schibbe och gods saa och aff andre nationer lad bemeldte Engelsch goeds ald kongl: told och rettighed (..)","Engelske etc.","nee","9209"
"0","92","10","398","477","Ballaster som ehre Hollender, Embder och Bremer kommendis fra Hispanien, Portugall, Franckhrige, Skottlannd, Engelland och anndre Westwarts platser ladde med sallt, silld, støckgodzs och andre kiøbmandsswahre och haffue giffuen deris tolld och rettighed (..)","Ballaster, Westen af","nee","9210"
"0","92","11","478","557","Ladde schibe som ere Hollennder Embder och Bremer som ere kommen Østen aff med adschillige kiøbmandtz wahre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","9211"
"0","93","1","3","3","Ladde schibe som ere Hollennder Embder och Bremer som ere kommen Østen aff med adschillige kiøbmandtz wahre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","9301"
"0","93","2","4","6","Østersche eller Stettinsche deriss tolld och rettighed (..)","Østersche, Stettin","nee","9302"
"0","93","3","10","21","Lijbsche nation med deriss indhaffuende last (..)","Lubecker","nee","9303"
"0","93","4","25","35","Dannscher med deriss indhaffuende last (..)","Dantziger","nee","9304"
"0","93","5","39","67","Dannsche och Wenndische saa och Norsche, giffuer tønde och haffnepenge, dissligiste de Wendische steder, Rostockh, Wissmar och Strallsund (..)","Tøndepenge, Havnepenge, Danske, Norske, Wender","nee","9305"
"0","93","6","68","77","Suennsche som giffue alleene tøndepenge och haffnepennge","Tøndepenge, Havnepenge, Svenske","nee","9306"
"0","93","7","78","89","Skotter som giffue dend hundridste penndingh med anden tolld och rettighed","100 penge, Schotter","nee","9307"
"0","93","8","91","97","Ladde schibe","Ladde, fra Østersøen","nee","9308"
"0","93","9","99","130","Enngelscher som giffue dennd hundridste pennding med anden tolld och rettighed","100 Penge, Engelske","nee","9309"
"0","93","10","133","140","Dansche och Wendische","Danske, Wender","nee","9310"
"0","93","11","140","141","Hollender som ere kommen Westen fraa med støckgods","Hollandske, fra Westersøen","nee","9311"
"0","93","12","156","221","Ballaster som ere Hollender, Embder och Bremer, kommendis fra Hispanien, Portugall, Franckrige, Schottland, Engeland och andre, Westwarts pladtsser, ladde med salt, wiin sild, støckgoeds och andre kiøbmands wahre och haffuer giffuen deris told och rettighed (..)","Ballaster, Westen af","nee","9312"
"0","93","13","225","294","(..) told och rettighed aff ladde skibe (..)","Fra Østersøen","nee","9313"
"0","93","14","295","300","(..) told och rettighed aff de Dantziger (..)","Dantziger","nee","9314"
"0","93","15","301","312","(..) told och rettighed aff Lijbsker (..)","Lubecker","nee","9315"
"0","93","16","313","314","(..) told och rettighed aff Østersche Koningsberger (..)","Østersche, Konigsberger","nee","9316"
"0","93","17","317","340","(..) told och rettighed aff Danske och andre hans Maijtt: wndersaater (..)","Danske etc.","nee","9317"
"0","93","18","341","353","(..) told och rettighed aff Suenscke (..)","Swensche","nee","9318"
"0","93","19","356","412","(..) told och rettighed aff Engelsscher (..) saa och aff Schotter","Engelske, Skotter","nee","9319"
"0","93","20","419","436","(..) told och rettighed aff ballaster och ladde skibe (..)","Ballaster, Ladde","nee","9320"
"0","94","1","421","491","Ballaster och saldtt schieffue som ehre Hollender Embder och Bremer, som ehre kommen Westen aff Hispanien, Portugall, Franckriege, med salltt, sield, Frands och haedwien, støckgods, och anden adschillige kiømands wahre (..) deris schiefftold och rettighed (..)","Ballaster, Westen af","nee","9401"
"0","94","2","494","563","Ladde skieff som ehre Hollender Embder och Bremer, som ehre kommen Østen aff ladde med adschillige kiøbmands wahre, deris schieffsstold och rettigehd (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","9402"
"0","94","3","567","580","Østersche och Statiensche (..) deris schiffstold och rettighed (..)","Østersche, Stettin","nee","9403"
"0","94","4","582","590","Lijbscher (..) deris schieffue och gods (..)","Lubecker","nee","9404"
"0","94","5","594","606","Danndssiger (..) deris schieffue och gods (..)","Dantziger","nee","9405"
"0","94","6","608","632","Dannsche Norsche Stralsundische och Wenndische deris schieffstold och rettighed (..)","Danske, Norske, Stralsunder, Wender","nee","9406"
"0","95","1","3","24","Dannsche Norsche Stralsundische och Wenndische deris schieffstold och rettighed (..)","Danske, Norske, Stralsunder, Wender","nee","9501"
"0","95","2","26","44","Swendsche (..) deris schieffue och gods (..)","Svenske","nee","9502"
