polity_name,source,layer_year,entity_area_name,truhart_id,SUM_IAC_all,SUM_Inter_state,SUM_Intra_state,SUM_HYDE_pop,mean_elevation,mean_open_terrain,inner_asia_border_dist,landform,warm_water_coast
Fatimids,Euratlas 1000,1000,Egypt (Fatimid Caliphs),8.113,,,,5542092.969,311.3145427,0.081818182,1268.357068,Peninsula,1
Fatimids,Euratlas 1100,1100,Egypt (Fatimid Caliphs),8.113,2,3,0,4316573.016,311.3145427,0.020400453,1297.012617,Peninsula,1
Ayyubids,Euratlas 1200,1200,Egypt (Banu Aiyub Sultans),8.114,10,11,0,4802558.429,387.7686971,0.145914905,734.4983991,Peninsula,1
Egypt,Euratlas 1300,1300,Egypt (Mamluk),8.115,1,1,0,5310074.808,296.5755075,0.05731661,1166.357319,Peninsula,1
Egypt,Euratlas 1400,1400,Egypt (Mamluk),8.115,1,1,0,4708644.89,296.5755075,0.086669568,899.843801,Peninsula,1
Egypt,Euratlas 1500,1500,Egypt (Mamluk),8.115,0,1,0,4509366.91,296.5755075,0.039317281,1169.472393,Peninsula,1
Ghaznavids,Geacron 1000,1000,Zabulistan,10.111,9,7,2,3388609.781,1238.106817,0.59902357,0,Continent,1
Ghaznavids,Geacron 1100,1100,Zabulistan,10.111,4,2,2,7075029.604,1238.106817,0.581273281,0,Continent,1
Afghanistan,Geacron 1800,1800,Kabul,10.112,,,,11652442.89,1263.120107,0.667383975,0,Continent,1
,,1600,Badakhshan,10.1151,,,,2323.847409,1201.778533,0.655172414,0,Continent,0
,,1700,Badakhshan,10.1151,,,,142277.5773,1201.778533,0.43877551,0,Continent,0
,,1800,Badakhshan,10.1151,,,,2632.425349,1201.778533,0.655172414,0,Continent,0
Hirat,GADM 1st Order: Hirat,1100,Harat,10.122,,,,125973.0754,1460.094324,0.852864583,0,Continent,0
Hirat,GADM 1st Order: Hirat,1200,Harat,10.122,2,2,0,265266.3759,1460.094324,0.714412025,0,Continent,0
Hirat,GADM 1st Order: Hirat,1300,Harat,10.122,3,3,0,580943.601,1460.094324,0.831088083,0,Continent,0
Hirat,GADM 1st Order: Hirat,1400,Harat,10.122,,,,247569.8108,1460.094324,0.802439024,0,Continent,0
Hirat,GADM 1st Order: Hirat,1500,Harat,10.122,4,4,0,217757.0717,1460.094324,0.714412025,0,Continent,0
Ghor,GADM 1st Order: Ghor,1100,Gur,10.126,,,,114241.6604,953.6691471,0.998843931,53.89558404,Continent,0
Ghurid,Geacron 1200,1200,Gur,10.126,14,13,1,23524214.16,953.6691471,0.52447815,0,Continent,1
Ghur,GADM 1st Order: Ghur,1500,Gur,10.126,,,,46359.73424,953.6691471,0.998035363,53.89558404,Continent,0
Khiva,Geacron 1600,1000,Khwarizm,10.141,1,0,1,133379.5454,399.1495256,0.770189003,0,Continent,0
Khiva,Geacron 1600,1100,Khwarizm,10.141,,,,141892.3502,399.1495256,0.770189003,0,Continent,0
Khwarezm,Euratlas 1200,1200,Khwarizm,10.141,3,3,0,2399597.051,399.1495256,0.731647221,0,Continent,0
Khiva,Geacron 1600,1400,Khwarizm,10.141,,,,135907.2281,399.1495256,0.758139535,0,Continent,0
Khiva,Geacron 1600,1600,Khwarizm,10.141,,,,167900.4525,399.1495256,0.758139535,0,Continent,0
Khiva,Geacron 1700,1700,Khwarizm,10.141,1,1,0,87668.0616,399.1495256,0.720311486,0,Continent,0
Khiva,Geacron 1800,1800,Khwarizm,10.141,,,,187498.4278,399.1495256,0.760442879,0,Continent,0
Timur Empire,Euratlas 1400,1400,Samarqand,10.142,2,2,0,17073203.17,999.0473786,0.55898507,0,Continent,1
Timurid,Geacron 1500,1500,Samarqand,10.142,16,12,4,4851723.013,999.0473786,0.624552067,0,Continent,1
Buxoro,GADM 1st Order: Buxoro,1100,Bukhara,10.143,,,,46812.20034,777.4686165,0.632520325,0,Continent,0
Buxoro,GADM 1st Order: Buxoro,1200,Bukhara,10.143,2,2,0,50190.4136,777.4686165,0.632520325,0,Continent,0
Bukhara,Geacron 1600,1600,Bukhara,10.143,,,,1397869.208,777.4686165,0.727571476,0,Continent,0
Bukhara,Geacron 1700,1700,Bukhara,10.143,1,1,0,1480430.504,777.4686165,0.613992437,0,Continent,0
Bukhara,Geacron 1800,1800,Bukhara,10.143,,,,1067845.529,777.4686165,0.804727934,0,Continent,0
,,1700,Khuqand,10.153,,,,375206.5299,2546.711712,0.422043011,0,Continent,0
Kokand,Geacron 1800,1800,Khuqand,10.153,,,,1324257.489,2546.711712,0.26641967,0,Continent,0
Kara-Khanid,Geacron 1000,1000,Qarakhanids,10.172,2,2,0,1615478.68,1257.074184,0.588840399,0,Continent,0
,,1100,Qarakhanids,10.172,1,1,0,1565800.438,1443.295282,0.539818809,0,Continent,0
Kara-Khitan,Geacron 1200,1200,Qara Khytai,10.1722,3,3,0,1122085.933,1273.435072,0.50748314,0,Continent,0
Zunghar,Geacron 1700,1700,Dsungaria,10.174,1,1,0,1320774.76,1526.986019,0.400037781,0,Continent,0
,,1800,Dsungaria,10.174,,,,100896.8617,1526.986019,0.548780488,0,Continent,0
,,1000,Guzz,10.1763,,,,3626.539558,64.48559036,0.855978261,0,Continent,0
,,1100,Guzz,10.1763,,,,3705.376995,64.48559036,0.855978261,0,Continent,0
White Horde,Geacron 1300,1300,Aq Ordu,10.1766,,,,811111.315,288.4621361,0.839585239,0,Continent,0
Kazakh,Geacron 1600,1600,Kicik Guz,10.1771,,,,1626724.192,352.6120424,0.907497372,0,Continent,0
Kazakh,Geacron 1700,1700,Kicik Guz,10.1771,0,0,1,2013768.369,352.6120424,0.914391186,0,Continent,0
Kazakh,Geacron 1800,1800,Kicik Guz,10.1771,,,,166046.7693,352.6120424,0.932100211,0,Continent,0
Chagatai,Geacron 1300,1300,Ulus Cagatay,10.178,4,4,0,5272049.26,1959.678749,0.62952324,0,Continent,0
Chagatai,Geacron 1400,1400,Ulus Cagatay,10.178,,,,599278.8398,1959.678749,0.255960081,0,Continent,0
,,1400,Mogholistan,10.191,,,,787994.79,1502.786193,0.480922157,0,Continent,0
,,1500,Mogholistan,10.191,1,1,0,1766470.189,1502.786193,0.438299558,0,Continent,0
,,1000,Ladakh,10.246,,,,108164.4357,4883.581702,0.276363636,0,Continent,0
,,1100,Ladakh,10.246,,,,111769.9248,4883.581702,0.276363636,0,Continent,0
,,1200,Ladakh,10.246,,,,117937.8446,4883.581702,0.275,0,Continent,0
,,1300,Ladakh,10.246,,,,140886.6213,4883.581702,0.293918919,0,Continent,0
,,1400,Ladakh,10.246,,,,145155.9419,4883.581702,0.293918919,0,Continent,0
Ladakh,Geacron 1500,1500,Ladakh,10.246,,,,208492.3101,4883.581702,0.194977843,0,Continent,0
Ladakh,Geacron 1600,1600,Ladakh,10.246,,,,323484.9988,4883.581702,0.178004535,0,Continent,0
Ladakh,Geacron 1700,1700,Ladakh,10.246,,,,238232.2674,4883.581702,0.190812721,0,Continent,0
Ladakh,Geacron 1800,1800,Ladakh,10.246,,,,89776.45478,4883.581702,0.1937046,0,Continent,0
Northern Song,Geacron 1000,1000,China (Song),10.313,,,,28770095.02,605.790524,0.081046233,0,Continent,1
Northern Song,Geacron 1100,1100,China (Song),10.313,4,4,0,70899621.88,605.790524,0.081046233,0,Continent,1
Southern Song,Geacron 1200,1200,China (Song),10.313,8,8,0,52507820.72,605.790524,0.044744101,0,Continent,1
Jin,Geacron 1200,1200,China (Jin),10.314,4,3,1,40730975.8,550.7478822,0.196558053,0,Continent,1
Yuan,Geacron 1300,1300,China (Yuan),10.315,2,5,1,78701711.37,1681.573706,0.314448571,0,Continent,1
Ming,Geacron 1400,1400,China (Ming),10.316,2,2,0,65628829.33,980.4885133,0.212365681,0,Continent,1
Ming,Geacron 1500,1500,China (Ming),10.316,1,1,1,82666494.97,980.4885133,0.17650655,0,Continent,1
Ming,Geacron 1600,1600,China (Ming),10.316,21,14,10,88652882.46,980.4885133,0.169866048,0,Continent,1
Qing,Geacron 1700,1700,China (Da Qing),10.317,,,,95217975.73,1024.371273,0.330102342,0,Continent,1
Qing,Geacron 1800,1800,China (Da Qing),10.317,,,,276286334,1024.371273,0.35265304,0,Continent,1
Khitan,Geacron 1000,1000,Qidan,10.322,1,1,0,5150054.307,882.3453671,0.546561443,0,Continent,1
Khitan,Geacron 1100,1100,Qidan,10.322,,,,14709952.42,882.3453671,0.511087074,0,Continent,1
Dali,Geacron 1000,1000,Nanzhao,10.432,,,,918183.5047,1815.885403,0.065076889,367.1134592,Continent,0
Dali,Geacron 1100,1100,Nanzhao,10.432,,,,2091393.414,1815.885403,0.065076889,367.1134592,Continent,0
Dali,Geacron 1200,1200,Nanzhao,10.432,,,,2455618.439,1815.885403,0.060737034,367.1134592,Continent,0
Xi-Xia,Geacron 1000,1000,Xi Xia,10.456,1,1,0,339812.8544,1304.498084,0.929041697,0,Continent,0
Xi-Xia,Geacron 1100,1100,Xi Xia,10.456,,,,1073299.076,1304.498084,0.672816146,0,Continent,0
Xi-Xia,Geacron 1200,1200,Xi Xia,10.456,2,2,0,1226684.522,1304.498084,0.672816146,0,Continent,0
Goryeo,Geacron 1000,1000,Koryo,10.479,,,,2134754.399,337.6537968,0,0.688499935,Peninsula,1
Goryeo,Geacron 1200,1200,Koryo,10.479,,,,3415606.623,337.6537968,0,0.688499935,Peninsula,1
Goryeo,Geacron 1300,1300,Koryo,10.479,,,,2955343.842,337.6537968,0.001492092,0,Peninsula,1
Joseon,Geacron 1400,1400,Choson,10.48,,,,3416878.439,450.0112568,0.001492092,0,Peninsula,1
Joseon,Geacron 1500,1500,Choson,10.48,0,16,0,3918842.63,450.0112568,0.001492092,0,Peninsula,1
Joseon,Geacron 1600,1600,Choson,10.48,1,1,0,4876009.907,450.0112568,0.001492092,0,Peninsula,1
Joseon,Geacron 1700,1700,Choson,10.48,,,,6051037.16,450.0112568,0.00150015,0,Peninsula,1
Joseon,Geacron 1800,1800,Choson,10.48,,,,11948891.53,450.0112568,0.00150015,0,Peninsula,1
Japan,Geacron 1000,1000,Japan,10.491,,,,3959705.855,403.7570694,0.003899326,712.7425616,Island,1
Japan,Geacron 1100,1100,Japan,10.491,0,0,16,4091695.921,403.7570694,0.003899326,712.7425616,Island,1
Japan,Geacron 1200,1200,Japan,10.491,2,2,1,5651168.721,403.7570694,0.002694097,667.8563664,Island,1
Japan,Geacron 1300,1300,Japan,10.491,0,0,9,6445864.92,403.7570694,0.002694097,667.8563664,Island,1
Japan,Geacron 1400,1400,Japan,10.491,,,,8211854.936,403.7570694,0.002694097,667.8563664,Island,1
Japan,Geacron 1500,1500,Japan,10.491,0,0,28,11009237.17,403.7570694,0.002422374,488.9720577,Island,1
Japan,Geacron 1600,1600,Japan,10.491,0,1,8,15216019.11,403.7570694,0.002422374,488.9720577,Island,1
Japan,Geacron 1700,1700,Japan,10.491,,,,23898099.82,403.7570694,0.002422374,488.9720577,Island,1
Japan,Geacron 1800,1800,Japan,10.491,,,,25707974.27,403.7570694,0.002851711,488.9720577,Island,1
,,1300,Mongol Empire,10.521,2,2,0,19134.80624,1091.936574,0.979508197,0,Continent,0
Mongol,Geacron 1400,1400,Mongol Empire,10.521,2,2,0,2075769.691,1091.936574,0.560909305,0,Continent,0
Mongol,Geacron 1500,1500,Mongol Empire,10.521,,,,4186263.88,1091.936574,0.567601738,0,Continent,0
,,1300,Aq Ordu,10.533,,,,18061.47299,79.09295113,0.001883239,10.05879353,Continent,0
,,1400,Sibir,10.536,,,,0,96.70555772,0,98.30673856,Continent,0
Sibir,Geacron 1500,1500,Sibir,10.536,1,1,0,824081.6739,96.70555772,0.118980687,0,Continent,0
Buwayhids,Euratlas 1000,1000,Buyids,10.6123,5,3,2,3450176.026,1229.820209,0.553051933,89.25147954,Continent,1
Seljuks,Euratlas 1100,1100,Salguqi,10.6124,4,1,3,5199697.502,862.3337524,0.620418666,0,Continent,1
Ilkhanate,Geacron 1300,1300,Il-Khani,10.613,6,6,0,5823351.784,985.6334891,0.505773825,0,Continent,1
Persia,Euratlas 1600,1600,Iran,10.615,5,5,0,4753249.342,1132.033595,0.537552327,0,Continent,1
Persia,Euratlas 1700,1700,Iran,10.615,32,28,15,5898882.479,1132.033595,0.546,0,Continent,1
Persia,Euratlas 1800,1800,Iran,10.615,,,,5863509.166,1132.033595,0.506499011,0,Continent,1
Fars,"GADM 1st Order: Fars, Bushehr",1100,Fars,10.621,,,,246033.0072,1242.834913,0.851051402,643.3900872,Continent,1
Fars,"GADM 1st Order: Fars, Bushehr",1200,Fars,10.621,,,,570799.705,1242.834913,0.576030928,556.5964233,Continent,1
Fars,"GADM 1st Order: Fars, Bushehr",1300,Fars,10.621,,,,288701.6984,1242.834913,0.717082721,643.3900872,Continent,1
Fars,"GADM 1st Order: Fars, Bushehr",1400,Fars,10.621,,,,448776.8681,1242.834913,0.576030928,556.5964232,Continent,1
Kerman,Geacron 1200,1100,Kirman,10.622,,,,178760.6842,1337.507004,0.45004029,556.5964232,Continent,1
Kerman,Geacron 1200,1300,Kirman,10.622,,,,131718.3599,1337.507004,0.45004029,556.5964232,Continent,1
,,1100,Kilikian Armenia,10.6803,1,2,0,64930.53216,852.5986874,0,820.0853772,Peninsula,1
New Armenia,Euratlas 1200,1200,Kilikian Armenia,10.6803,,,,339914.1813,852.5986874,0.268983269,710.4758422,Peninsula,1
,,1000,Tabriz,10.706,,,,377861.0165,1122.747945,0.792696026,362.3134465,Continent,0
,,1100,Tabriz,10.706,,,,138518.2077,1122.747945,0.656976744,109.6111962,Continent,0
,,1400,Tabriz,10.706,,,,304455.3096,1122.747945,0.529685681,109.6111962,Continent,0
White Sheep,Euratlas 1500,1500,Tabriz,10.706,2,6,0,3910709.24,1122.747945,0.510882259,0,Continent,1
Iberia,Euratlas 1000,1000,Iberia,10.731,,,,86934.5376,1464.055522,0.250929368,45.89547657,Continent,0
Georgia,Euratlas 1100,1100,Iberia,10.731,,,,282978.8533,1464.055522,0.154237288,24.47750815,Continent,1
Georgia,Euratlas 1200,1200,Iberia,10.731,1,2,0,804190.8368,1464.055522,0.271070615,24.47750815,Continent,1
(Georgia),Euratlas 1300,1300,Iberia,10.731,1,1,0,553594.3486,1464.055522,0.146942017,24.47750815,Continent,1
Georgia,Euratlas 1400,1400,Iberia,10.731,,,,338995.6962,1464.055522,0.338407494,28.08133237,Continent,1
(Roman Empire),Euratlas 1000,1000,Byzantine Empire I,10.771,11,20,3,8138089.072,738.8872449,0.251454898,0,Peninsula,1
Roman Empire,Euratlas 1100,1100,Byzantine Empire I,10.771,6,9,1,5270082.397,738.8872449,0.063683487,0,Continent,1
Roman Empire,Euratlas 1200,1200,Byzantine Empire I,10.771,2,15,0,4271181.324,738.8872449,0.054649137,0,Peninsula,1
R7m,Euratlas 1100,1100,Rum,10.782,1,1,0,230124.7478,1243.819603,0.561170213,492.1191862,Peninsula,0
R7m,Euratlas 1200,1200,Rum,10.782,2,3,0,1499542.742,1243.819603,0.477509681,354.3054636,Peninsula,1
(R5m),Euratlas 1300,1300,Rum,10.782,,,,1305599.782,1243.819603,0.472660996,378.4230316,Peninsula,0
Danishmends,Euratlas 1100,1100,Danismand,10.784,1,1,0,811432.6446,1211.264315,0.400669643,343.3112164,Peninsula,0
Roman Empire,Euratlas 1300,1300,Byzantine Empire II,10.811,3,10,0,1915997.834,456.5401735,0.055754679,74.59473559,Continent,1
Roman Empire,Euratlas 1400,1400,Byzantine Empire II,10.811,0,2,0,116420.8375,456.5401735,0.055555556,87.20900887,Island,1
Osman,Euratlas 1300,1300,Ottoman Enpire,10.812,,,,158329.5769,667.4505944,0.024896266,350.9157996,Peninsula,0
Ottoman Sultanate,Euratlas 1400,1400,Ottoman Enpire,10.812,2,18,1,5246537.702,667.4505944,0.232087366,0,Peninsula,1
Ottoman Empire,Euratlas 1500,1500,Ottoman Enpire,10.812,0,3,2,6817790.125,667.4505944,0.181422464,0,Peninsula,1
Ottoman Empire,Euratlas 1600,1600,Ottoman Empire,10.812,2,24,7,25576016.39,667.4505944,0.26339241,0,Peninsula,1
Ottoman Empire,Euratlas 1700,1700,Ottoman Enpire,10.812,0,47,5,21451629.03,667.4505944,0.262509557,0,Peninsula,1
Ottoman Empire,Euratlas 1800,1800,Ottoman Enpire,10.812,,,,18245615.35,667.4505944,0.295072709,0,Peninsula,1
Oman,Geacron 1700,1700,Uman,10.826,,,,63267.36639,467.9995164,0.133171913,1072.827679,Continent,1
Oman,Geacron 1800,1800,Uman,10.826,,,,137126.589,467.9995164,0.047425474,875.54997,Continent,1
,,1000,Tihama,10.852,,,,280303.2462,975.0507087,0.596938776,2624.828189,Continent,1
,,1100,Tihama,10.852,0,1,0,772246.8822,975.0507087,0.704103672,2380.891882,Continent,1
,,1200,Tihama,10.852,,,,615015.0093,975.0507087,0.767741935,2441.277906,Continent,1
Yemen,Geacron 1300,1300,Tihama,10.852,,,,723633.5443,975.0507087,0.470214844,2244.525803,Continent,1
Yemen,Geacron 1400,1400,Tihama,10.852,,,,1244610.055,975.0507087,0.507391304,2244.525803,Continent,1
,,1500,Tihama,10.852,,,,307884.0052,975.0507087,0.636363636,2624.709566,Continent,1
,,1000,San'a,10.853,,,,353011.7102,1274.707004,0.945525292,2528.697612,Continent,0
,,1300,San'a,10.853,,,,400229.8434,1274.707004,0.943521595,2528.697612,Continent,0
,,1400,San'a,10.853,,,,372941.4236,1274.707004,0.943521595,2528.697612,Continent,0
Yemen,Geacron 1500,1500,San'a,10.853,,,,1465902.526,1274.707004,0.550608988,2244.525803,Continent,1
Yemen,Geacron 1700,1700,San'a,10.853,,,,1662467.53,1274.707004,0.640350877,2411.900349,Continent,1
Yemen,Geacron 1800,1800,San'a,10.853,,,,2121865.369,1274.707004,0.613238157,2411.900349,Continent,1
,,1000,Abyan,10.871,,,,874516.7034,946.2980484,0.610507246,2690.762294,Continent,1
,,1100,Abyan,10.871,,,,777348.1328,946.2980484,0.610507246,2690.762294,Continent,1
,,1300,Abyan,10.871,,,,108985.389,946.2980484,0.56684492,2702.000693,Continent,1
,,1400,Abyan,10.871,,,,112011.9466,946.2980484,0.575757576,2702.000693,Continent,1
,,1500,Abyan,10.871,0,1,0,122939.9302,946.2980484,0.575757576,2702.000693,Continent,1
,,1700,Abyan,10.871,,,,122939.9302,946.2980484,0.575757576,2702.000693,Continent,1
Mosul,Euratlas 1000,1000,al-Mausil,10.912,1,1,0,960932.722,431.8189713,0.612040134,546.9821148,Continent,0
Mosul,Euratlas 1100,1100,al-Mausil,10.912,1,1,0,286217.7223,431.8189713,0.715898401,590.2540168,Continent,0
Mosul,Euratlas 1200,1200,al-Mausil,10.912,,,,100568.8361,431.8189713,0.850877193,686.4511959,Continent,0
,,1300,al-Mausil,10.912,,,,74201.99644,431.8189713,0.979079498,684.800918,Continent,0
,,1000,Bagdad,10.914,1,9,0,3115977.779,431.2927707,0.163154976,245.9014464,Continent,1
,,1100,Bagdad,10.914,,,,805858.5112,431.2927707,0.437091859,326.9441919,Continent,0
Baghdad,Euratlas 1200,1200,Bagdad,10.914,1,1,0,1425039.327,431.2927707,0.614196762,654.038577,Continent,1
Jalayrids,Euratlas 1400,1400,Bagdad,10.914,1,1,0,1063315.945,431.2927707,0.531999207,661.9360776,Continent,1
,,1500,Bagdad,10.914,0,2,0,310912.3729,431.2927707,0.549327354,684.8085216,Continent,1
,,1600,Bagdad,10.914,0,3,0,199052.7793,431.2927707,0.495601173,885.0967293,Continent,0
,,1700,Bagdad,10.914,0,1,0,159242.2527,431.2927707,0.495601173,885.0967293,Continent,0
(Baghdad),Euratlas 1800,1800,Bagdad,10.914,,,,852993.0806,431.2927707,0.57305852,677.5890987,Continent,1
,,1100,al-Hilla,10.918,,,,93318.92972,36.8166129,0.596774194,968.4346226,Continent,0
Sinjar,Euratlas 1200,1200,Singar,10.92,,,,55798.01621,365.1565451,0.791666667,713.4198862,Continent,0
,,1300,Singar,10.92,,,,62477.38097,365.1565451,0.751824818,715.148254,Continent,0
Aleppo,Euratlas 1100,1100,Halab,10.952,3,3,0,333495.683,446.1532075,0.750623441,846.1967442,Continent,0
,,1200,Halab,10.952,1,1,0,242770.5267,446.1532075,0.837735849,856.3090795,Continent,0
,,1300,Halab,10.952,,,,355176.9984,446.1532075,0.703703704,856.3090795,Continent,0
,,1400,Halab,10.952,1,1,0,486279.2597,446.1532075,0.682170543,819.755209,Continent,1
,,1500,Halab,10.952,0,1,0,517353.6872,446.1532075,0.677799607,818.3871028,Continent,1
Antioch,Euratlas 1100,1100,Antiochia,10.953,2,2,0,186895.3971,421.4288162,0.468965517,878.1618845,Continent,1
,,1200,Antiochia,10.953,1,1,0,158757.0275,421.4288162,0.31547619,872.0250564,Continent,1
Jerusalem,Euratlas 1100,1100,Jerusalem,10.973,,,,38844.31689,298.935225,0.630136986,1347.976818,Continent,0
,,1300,Jerusalem,10.973,,,,87624.91971,298.935225,0.5,1367.436456,Continent,1
,,1400,Jerusalem,10.973,,,,142795.543,298.935225,0.474683544,1339.453306,Continent,1
,,1500,Jerusalem,10.973,,,,172047.8885,298.935225,0.474683544,1339.453306,Continent,1
Malwa,Geacron 1000,1000,Ujjain,11.111,,,,7021618.278,393.5143968,0.016080402,903.5828314,Continent,1
Malwa,Geacron 1100,1100,Ujjain,11.111,,,,6432678.199,393.5143968,0.015270019,903.5828838,Continent,1
Malwa,Geacron 1200,1200,Ujjain,11.111,,,,4501929.471,393.5143968,0.001098298,903.5828838,Continent,1
,,1300,Ujjain,11.111,,,,3868386.93,393.5143968,0.000681663,901.5323198,Continent,1
,,1500,Ujjain,11.111,,,,724948.2892,393.5143968,0,1195.370705,Continent,0
Malwa,Geacron 1400,1400,Dhar,11.119,,,,3547727.3,402.8186687,0.001459854,1042.55766,Continent,1
Malwa,Geacron 1500,1500,Dhar,11.119,2,2,0,3071853.871,402.8186687,0,1158.267017,Continent,0
,,1800,Dhar,11.119,,,,61490.12036,402.8186687,0,1331.662696,Continent,0
,,1000,Dabhala-mandala,11.181,,,,509987.5785,239.7877586,0,926.3956834,Continent,0
,,1100,Dabhala-mandala,11.181,,,,526987.0525,239.7877586,0,926.3956834,Continent,0
Chandela,Geacron 1000,1000,Jejaka-bhukti,11.182,,,,3051736.949,280.7866699,0,821.6719428,Continent,0
Chandela,Geacron 1100,1100,Jejaka-bhukti,11.182,1,1,0,5474805.524,280.7866699,0,726.0654103,Continent,0
Chandela,Geacron 1200,1200,Jejaka-bhukti,11.182,1,1,0,6494104.163,280.7866699,0,726.0654103,Continent,0
,,1300,Jejaka-bhukti,11.182,,,,989547.6656,280.7866699,0,985.3999488,Continent,0
,,1400,Jejaka-bhukti,11.182,,,,309128.2109,280.7866699,0,996.0750316,Continent,0
,,1500,Jejaka-bhukti,11.182,,,,309736.6804,280.7866699,0,996.0750316,Continent,0
,,1100,Rewa,11.232,,,,61976.44922,168.4127908,0.038461538,1411.351068,Continent,0
,,1200,Rewa,11.232,,,,63975.71997,168.4127908,0.038461538,1411.351068,Continent,0
Gujarat,Geacron 1300,1300,Rewa,11.232,0,1,0,3305762.172,168.4127908,0.335985312,1145.023274,Continent,1
,,1400,Rewa,11.232,,,,127060.5402,168.4127908,0,1069.653429,Continent,0
,,1500,Rewa,11.232,,,,130797.5908,168.4127908,0,1069.653429,Continent,0
,,1600,Rewa,11.232,,,,134534.71,168.4127908,0,1069.653429,Continent,0
,,1700,Rewa,11.232,,,,161696.6804,168.4127908,0,1069.653429,Continent,0
,,1800,Rewa,11.232,,,,239704.8096,168.4127908,0,1069.653429,Continent,0
,,1000,Chera,11.32,,,,1129085.245,237.7161466,0,2525.713074,Continent,0
,,1100,Chera,11.32,,,,1853730.102,237.7161466,0,2501.602542,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1000,Kolhapur,11.373,,,,156000.2309,659.8278904,0,1971.397594,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1100,Kolhapur,11.373,,,,161200.3063,659.8278904,0,1971.397594,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1200,Kolhapur,11.373,,,,166400.2419,659.8278904,0,1971.397594,Continent,0
Kolhapur_District,Kolhapur_District,1300,Kolhapur,11.373,,,,171600.2615,659.8278904,,1971.397594,Continent,0
,,1300,Kolhapur,11.373,,,,171600.2615,659.8278904,0,2052.363171,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1400,Kolhapur,11.373,,,,176800.2672,659.8278904,0,1971.397594,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1500,Kolhapur,11.373,,,,182000.3146,659.8278904,,1971.397594,Continent,0
,,1500,Kolhapur,11.373,,,,182000.3146,659.8278904,0,2052.530985,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1600,Kolhapur,11.373,0,3,0,187200.2468,659.8278904,0,1971.397594,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1700,Kolhapur,11.373,1,0,1,228800.3401,659.8278904,0,1971.397594,Continent,0
Kolhapur_District,GADM_Kolhapur_District,1800,Kolhapur,11.373,,,,298210.6536,659.8278904,0,1971.397594,Continent,0
,,1000,Madura,11.402,,,,1125403.732,269.7358398,0.004219409,2633.483732,Continent,0
,,1100,Madura,11.402,,,,1267329.845,269.7358398,0.003831418,2643.805635,Continent,1
,,1200,Madura,11.402,,,,1504095.046,269.7358398,0.003344482,2616.454687,Continent,1
,,1300,Madura,11.402,,,,1474514.08,269.7358398,0.003484321,2616.454687,Continent,1
,,1400,Madura,11.402,,,,951586.3958,269.7358398,0,2617.586495,Continent,0
,,1500,Madura,11.402,,,,936116.5103,269.7358398,0,2617.586495,Continent,0
,,1600,Madura,11.402,,,,298150.5409,269.7358398,0,2665.27155,Continent,0
Madurai,Geacron 1700,1700,Madura,11.402,,,,2164663.856,269.7358398,0,2611.85234,Continent,1
,,1000,Warangal,11.409,,,,851365.4417,333.6200938,0,1724.385015,Continent,0
,,1100,Warangal,11.409,,,,153551.3298,333.6200938,0,1779.64206,Continent,0
Kakatiya,Geacron 1200,1200,Warangal,11.409,,,,2281668.214,333.6200938,0.001782531,1569.010921,Continent,0
Kakatiya,Geacron 1300,1300,Warangal,11.409,2,2,0,3341671.111,333.6200938,0.00136612,1543.811551,Continent,1
,,1400,Warangal,11.409,0,1,0,781445.719,333.6200938,0,1728.673444,Continent,0
,,1000,Gangavadi,11.413,,,,243328.3793,815.9542149,0,2303.778513,Continent,0
,,1500,Gangavadi,11.413,,,,429900.5586,815.9542149,0,2294.877813,Continent,0
,,1600,Gangavadi,11.413,,,,460649.6379,815.9542149,0,2294.877813,Continent,0
,,1700,Gangavadi,11.413,0,2,0,636716.0088,815.9542149,0,2294.877813,Continent,0
Chola,Geacron 1000,1000,Tanjur,11.415,,,,7848248.909,302.5160693,0.049804688,1983.264931,Continent,1
Chola,Geacron 1100,1100,Tanjur,11.415,0,1,0,12380399.13,302.5160693,0.057899902,1888.271831,Continent,1
Chola,Geacron 1200,1200,Tanjur,11.415,,,,12191837.44,302.5160693,0.068978956,1869.260949,Continent,1
,,1300,Tanjur,11.415,,,,640108.4702,302.5160693,0,2557.935765,Continent,0
,,1600,Tanjur,11.415,,,,1025398.66,302.5160693,0,2547.86686,Continent,1
,,1700,Tanjur,11.415,0,2,0,704536.6208,302.5160693,0,2547.86686,Continent,1
,,1800,Tanjur,11.415,,,,1491256.791,302.5160693,0,2547.86686,Continent,1
Chalukyas of Vengi,Geacron 1000,1000,Vengi,11.434,,,,803429.7989,75.04462783,0,1850.941182,Continent,1
,,1100,Badami,11.436,,,,61395.1604,522.1847412,0.083333333,2037.605328,Continent,0
,,1200,Badami,11.436,,,,63375.66077,522.1847412,0.083333333,2037.605328,Continent,0
,,1400,Badami,11.436,,,,255752.2998,522.1847412,0.057471264,2015.484151,Continent,0
