polity_name,source,layer_year,entity_area_name,truhart_id,SUM_IAC_all,SUM_Inter_state,SUM_Intra_state,SUM_HYDE_pop,mean_elevation,mean_open_terrain,inner_asia_border_dist,landform,warm_water_coast
Osterland Margravate,Droysens (1886) 14th century,1400,Sachsen,17.706,,,,122124.7009,256.5674009,0,993.6295364,Continent,0
Sachsen-Meissen Margravate,Droysens (1886) 1517,1500,Sachsen,17.706,0,1,0,610284.0276,256.5674009,0.00286533,821.7511529,Continent,0
Sachsen-Meissen Margravate,Droysens (1886) 1618,1600,Sachsen,17.706,0,1,0,1089164.132,256.5674009,0.002457002,886.3034729,Continent,0
Sachsen,Droysens (1886) 18th century,1700,Sachsen,17.706,0,13,0,1457583.145,256.5674009,0.001686341,821.1066901,Continent,0
Sachsen,"Droysens (1886) 1789',Euratlas 1800,Geacron 1800",1800,Sachsen,17.706,,,,2036925.902,256.5674009,0,916.4274493,Continent,0
,,1300,Preussen,17.781,,,,35869.18066,76.06231293,0,606.7986074,Continent,1
,,1400,Preussen,17.781,,,,37847.71793,76.06231293,0,606.7986075,Continent,1
Teutonic Prussia,Euratlas 1500,1500,Preussen,17.781,,,,154127.9538,76.06231293,0,519.6151443,Continent,1
(Prussia),Euratlas 1600,1600,Preussen,17.781,0,1,0,191511.9633,76.06231293,0,519.6151443,Continent,1
Prussia,Droysens (1886) 1789,1800,Preussen,17.811,,,,10895217.32,123.7535847,0.00017307,371.8255008,Continent,1
Baiern Duchy,Droysens (1886) 18th century,1700,Bayern,17.9211,0,6,0,710874.466,504.1198556,0,957.1522245,Continent,0
Baiern Duchy,"Droysens (1886) 1789',Euratlas 1800,Geacron 1800",1800,Bayern,17.9211,,,,1636845.821,504.1198556,0,958.0193273,Continent,0
