polity_name,truhart_id,dynasty,dynasty_id,ruler,duration,start_year,end_year,deposed,previous_duration,military_slave_corps,dynastic_order,parliament,son,father_to_son,IACW,core,core_latitude,core_longitude,core_region,state_hist,GRID_ID_250k,GRID_ID_500k,GRID_ID_1000k
Egypt (Fatimid),8.113,Fatimids,97,Al-Zahir,15,1021,1036,0,0,1,7,0,1,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,41,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Mustansir,58,1036,1094,0,15,1,8,0,1,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,41,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Musta'li ,7,1094,1101,0,58,1,9,0,1,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,41,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Amir,29,1101,1130,1,7,1,10,0,1,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Hafiz,17,1132,1149,0,29,1,11,0,0,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Zahir,5,1149,1154,1,17,1,12,0,1,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Fa'iz,6,1154,1160,0,5,1,13,0,1,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Fatimid),8.113,Fatimids,97,Al-Adid,11,1160,1171,0,6,1,14,0,0,1,1,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Saladin,18,1175,1193,0,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Aziz Uthman,5,1193,1198,0,18,1,2,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Mansur,2,1198,1200,1,5,1,3,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,42,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Adil Abu Bakr I,18,1200,1218,0,2,1,4,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Kamil Muhammad II,20,1218,1238,0,18,1,5,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Adil Abu Bakr II,2,1238,1240,1,20,1,6,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Salih Ayyub,9,1240,1249,0,2,1,7,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Mu'azzam Turanshah,1,1249,1250,1,9,1,8,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Shajar al-Durr,0,1250,1250,1,1,1,9,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Ayyubid),8.114,Ayyubids,33,Al-Ashraf Musa,4,1250,1254,1,0,1,10,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mu'izz Aybak,7,1250,1257,1,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mansur Ali I,2,1257,1259,1,7,1,2,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Muzaffar Qutuz,1,1259,1260,1,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Zahir Baybars I,17,1260,1277,0,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Sa'id Baraka,2,1277,1279,1,17,1,2,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Adil Salamish,0,1279,1279,1,2,1,3,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mansur Qalaun,11,1279,1290,0,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Ashraf Khalil,3,1290,1293,1,11,1,2,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Nasir Muhammad I,1,1293,1294,1,3,1,3,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Adil Kitbugha,2,1294,1296,0,1,1,4,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mansur Lajin,3,1296,1299,1,2,1,5,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Nasir Muhammad I,10,1299,1309,1,3,1,6,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,43,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Muzaffar Baybars II,1,1309,1310,1,10,1,7,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Nasir Muhammad I,31,1310,1341,0,1,1,8,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mansur Abu Bakr,0,1341,1341,1,31,1,9,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Ashraf Kujuk,1,1341,1342,1,0,1,10,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Nasir Ahmad ,0,1342,1342,1,1,1,11,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Salih Isma'il,3,1342,1345,0,0,1,12,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Kamil Sha'ban,1,1345,1346,1,3,1,13,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Muzaffar Hajji I,1,1346,1347,1,1,1,14,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Nasir Al-Hasan,4,1347,1351,1,1,1,15,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Salih Salih,3,1351,1354,1,4,1,16,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Nasir Al-Hasan,7,1354,1361,1,3,1,17,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mansur Muhammad II,2,1361,1363,1,7,1,18,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Ashraf Sha'ban II,14,1363,1377,1,2,1,19,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Mansur Ali II,4,1377,1381,0,14,1,20,0,1,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Bahris,197,Al-Salih Hajji II,1,1381,1382,1,4,1,21,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Barquq,7,1382,1389,1,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Barquq,9,1390,1399,0,7,1,2,0,,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Nasir Faraj,6,1399,1405,1,9,1,3,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,44,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Mansur Abd' al-Aziz,0,1405,1405,1,6,1,4,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Nasir Faraj,7,1405,1412,1,0,1,5,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Adil al-Musta'in,0,1412,1412,1,0,1,1,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Mu'ayyad Shaykh,9,1412,1421,0,7,1,6,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Tatar,0,1421,1421,1,9,1,7,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Muzaffar Ahmad II,0,1421,1421,0,0,1,8,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Salih Muhammad III,1,1421,1422,1,0,1,9,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Ashraf Barsbay,16,1422,1438,0,1,1,10,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Aziz Yusuf,0,1438,1438,1,16,1,11,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Jaqmaq,15,1438,1453,0,0,1,12,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Mansur Uthman,0,1453,1453,1,15,1,13,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Ashraf Inal,8,1453,1461,0,0,1,14,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Mu'ayyad Ahmad III,0,1461,1461,1,8,1,15,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Khushqadam,6,1461,1467,0,0,1,16,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Bilbay,0,1467,1467,1,6,1,17,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Timurbugha,1,1467,1468,1,0,1,18,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Ashraf Qa'itbay,28,1468,1496,0,1,1,19,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Nasir Muhammad IV,2,1496,1498,1,28,1,20,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Zahir Qansuh,2,1498,1500,1,2,1,21,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,45,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Ashraf Janbalat,1,1500,1501,1,2,1,22,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,46,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Adil Tumanbay I,0,1501,1501,0,1,1,23,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,46,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Ashraf Qansuh,15,1501,1516,0,0,1,24,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,46,K-25,H-18,F-13
Egypt (Mamluk),8.115,Burjis,197,Al-Ashraf Tumanbay II,1,1516,1517,0,15,1,25,0,0,0,2,"Cairo, Egypt",30.06263,31.24967,Middle_East,46,K-25,H-18,F-13
Ghazna,10.111,Ghaznavids,109,Muhammad ,0,1030,1030,1,0,1,8,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Masud I,10,1030,1040,1,0,1,9,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Muhammad (restored),1,1040,1041,1,10,1,10,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Muadud,7,1041,1048,0,1,1,11,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Masud II,0,1048,1048,1,7,1,12,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Ali,1,1048,1049,1,0,1,13,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Abd Al-Rashid,2,1049,1051,1,1,1,14,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Toghril,1,1051,1052,1,2,1,15,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Farrukhzad,7,1052,1059,0,1,1,16,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Ibrahim,40,1059,1099,0,7,1,17,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Masud III,16,1099,1115,0,40,1,18,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,22,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Shirzad,1,1115,1116,1,16,1,19,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,23,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Arslanshah,1,1116,1117,1,1,1,20,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,23,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Bahramshah,40,1117,1157,0,1,1,21,0,0,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,23,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Khusraushah,3,1157,1160,0,40,1,22,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,23,T-24,N-18,J-13
Ghazna,10.111,Ghaznavids,109,Khusrau Malik ,26,1160,1186,0,3,1,23,0,1,0,2,"Ghazni, Afghanistan",33.379194,67.792641,Middle_East,23,T-24,N-18,J-13
Harat,10.122,Karts,157,Shams-ud-Din I Muhammad,40,1245,1285,,0,0,1,0,0,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,17,R-24,M-17,J-13
Harat,10.122,Karts,157,Rukn-ud-Din,5,1278,1283,,40,0,2,0,1,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,17,R-24,M-17,J-13
Harat,10.122,Karts,157,Fakhr-ud-Din,23,1285,1308,,5,0,3,0,1,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,17,R-24,M-17,J-13
Harat,10.122,Karts,157,Ghiyath-ud-Din,20,1308,1328,,23,0,4,0,0,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,18,R-24,M-17,J-13
Harat,10.122,Karts,157,Shams-ud-Din II,1,1328,1329,,20,0,5,0,1,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,18,R-24,M-17,J-13
Harat,10.122,Karts,157,Hafiz,2,1329,1331,,1,0,6,0,0,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,18,R-24,M-17,J-13
Harat,10.122,Karts,157,Mu'izz-ud-Din,39,1331,1370,,2,0,7,0,0,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,18,R-24,M-17,J-13
Harat,10.122,Karts,157,Ghiyath-ud-Din Pir ' Ali,19,1370,1389,,39,0,8,0,1,0,1,"Herat, Afghanistan",34.341944,62.203056,Middle_East,18,R-24,M-17,J-13
Ghur,10.126,Shansabanis,111,Izz al-Din Husayn I,29,1117,1146,0,0,1,1,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,17,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Sayf al-Din Suri,3,1146,1149,0,29,1,2,0,1,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,17,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Baha al-Din Sam I,0,1149,1149,0,3,1,3,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,17,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Ala al-Din Husayn II,12,1149,1161,0,0,1,4,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,17,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Sayf al-Din Muhammad I,2,1161,1163,1,12,1,5,0,1,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,23,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Ghiyath al-Din Muhammad II,40,1163,1203,0,2,1,6,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,23,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Muizz al-Din Muhammad III,3,1203,1206,0,40,1,7,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,24,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Ghiyath al-Din Mahmud,4,1206,1210,0,3,1,8,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,24,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Baha al-Din Sam II,0,1210,1210,1,4,1,9,0,1,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,24,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Ala al-Din Atsiz,4,1210,1214,0,0,1,10,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,24,S-24,N-17,J-13
Ghur,10.126,Shansabanis,111,Ala al-Din Muhammad IV,1,1214,1215,0,4,1,11,0,0,0,2,"Firozkoh, Afghanistan",34.396121,64.515144,Middle_East,24,S-24,N-17,J-13
Khwarizm,10.141,Anushtiginids,17,Qutb-ud-Din Muhammad I,30,1098,1128,,0,0,1,0,1,0,2,"Konye-Urgench, Turkmenistan",42.333333,59.15,Inner_Asia,11,R-22,M-15,I-11
Khwarizm,10.141,Anushtiginids,17,Ala-ud-Din Atsiz,28,1128,1156,,30,0,2,0,1,0,2,"Konye-Urgench, Turkmenistan",42.333333,59.15,Inner_Asia,12,R-22,M-15,I-11
Khwarizm,10.141,Anushtiginids,17,Il Arslan,16,1156,1172,0,28,0,3,0,1,0,2,"Konye-Urgench, Turkmenistan",42.333333,59.15,Inner_Asia,12,R-22,M-15,I-11
Khwarizm,10.141,Anushtiginids,17,Sultan Shah Mahmud (Khurasan),21,1172,1193,1,16,0,4,0,0,0,2,"Konye-Urgench, Turkmenistan",42.333333,59.15,Inner_Asia,12,R-22,M-15,I-11
Khwarizm,10.141,Anushtiginids,17,Ala-ud-Din Tekish,28,1172,1200,0,21,0,4,0,0,0,2,"Konye-Urgench, Turkmenistan",42.333333,59.15,Inner_Asia,12,R-22,M-15,I-11
Khwarizm,10.141,Anushtiginids,17,Ala-ud-Din Muhammad II,20,1200,1220,0,28,0,5,0,1,0,2,"Konye-Urgench, Turkmenistan",42.333333,59.15,Inner_Asia,13,R-22,M-15,I-11
Samarqand,10.142,Timurids,333,Tamerlane,35,1370,1405,0,0,0,1,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Middle_East,18,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Miranshah,3,1405,1408,0,35,0,2,0,1,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Middle_East,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Khalil,4,1405,1409,1,3,0,2,0,1,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Middle_East,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Shahrukh,42,1405,1447,0,4,0,2,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Middle_East,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Ulugh Beg,2,1447,1449,1,42,0,3,0,1,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Middle_East,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Abd al-Latif,1,1449,1450,1,2,0,4,0,1,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Babur (Shahrukh),8,1449,1457,0,1,0,4,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Abd Allah,1,1450,1451,1,1,0,5,0,1,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Abu Said,18,1451,1469,0,2,0,6,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Mahmud ibn Babur,2,1457,1459,1,8,0,7,0,1,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Ahmad,25,1469,1494,0,18,0,8,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Husayn Bayqara,37,1469,1506,0,2,0,8,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Mahmud,1,1494,1495,0,25,0,9,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Baysunqur,2,1495,1497,1,1,0,10,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Babur ,1,1497,1498,1,2,0,11,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Samarqand,10.142,Timurids,333,Ali ,2,1498,1500,0,1,0,12,0,0,0,2,"Samarqand, Uzbekistan",39.819905,66.480798,Inner_Asia,19,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Muhammad Shaibani,9,1501,1510,0,0,0,1,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Kochkunju ,21,1510,1531,0,10,0,2,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Muzaffar-ud-Din Abu-Said,3,1531,1534,0,21,0,3,0,1,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Abul-Ghazi Ubaidullah,5,1534,1539,0,3,0,4,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Abdullah I,1,1539,1540,0,5,0,5,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Abdul-Latif,12,1540,1552,0,1,0,6,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Nawaz Ahmad,4,1552,1556,0,12,0,7,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Pir Muhammad I,5,1556,1561,1,4,0,8,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Iskander,22,1561,1583,0,5,0,9,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Abdullah II,15,1583,1598,0,0,0,10,0,0,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
Bukhara,10.143,Shaybanids,305,Abdul-Mumin,0,1598,1598,1,22,0,11,0,1,0,2,"Bukhoro, Uzbekistan",40.012587,63.875724,Inner_Asia,20,S-22,N-16,J-12
