polity_name,truhart_id,dynasty,dynasty_id,ruler,duration,start_year,end_year,deposed,previous_duration,military_slave_corps,dynastic_order,parliament,son,father_to_son,IACW,core,core_latitude,core_longitude,core_region,state_hist,GRID_ID_250k,GRID_ID_500k,GRID_ID_1000k
United Provinces,15.264,Nassau-Oranien,222,William II,3,1647,1650,0,22,0,3,1,1,0,0,"The Hague, Netherlands",52.07114,4.29916,Europe,14,D-19,C-13,C-10
United Provinces,15.264,Nassau-Oranien,222,William III,30,1672,1702,0,3,0,4,1,1,0,0,"The Hague, Netherlands",52.07114,4.29916,Europe,14,D-19,C-13,C-10
United Provinces,15.264,Nassau-Oranien,222,William IV,4,1747,1751,0,30,0,5,1,0,1,0,"The Hague, Netherlands",52.07114,4.29916,Europe,15,D-19,C-13,C-10
United Provinces,15.264,Nassau-Oranien,222,William V,29,1766,1795,1,4,0,6,1,1,1,0,"The Hague, Netherlands",52.07114,4.29916,Europe,15,D-19,C-13,C-10
Sweden,15.289,Yngligar,366,Anund Jakob,28,1022,1050,,28,0,2,0,1,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,5,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Emund,10,1050,1060,,10,0,3,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,5,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Stenkil Ragnvaldson,6,1060,1066,,6,0,4,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,5,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Halsten,30,1080,1110,,30,0,5,0,1,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,5,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Inge I,32,1080,1112,,32,0,6,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,5,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Blot-Sven,2,1081,1083,,2,0,7,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,5,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Philip,6,1112,1118,,6,0,8,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Inge II,13,1112,1125,,13,0,9,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Magnus I,1,1129,1130,,1,0,10,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Sverker I,26,1130,1156,1,26,0,11,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Eric IX the Saint,4,1156,1160,1,26,0,12,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Magnus II,1,1160,1161,1,4,0,13,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Charles I,6,1161,1167,1,1,0,14,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Canute I Ericson,29,1167,1196,0,6,0,15,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Sverker II the Younger,12,1196,1208,1,29,0,16,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,6,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Eric X,8,1208,1216,0,12,0,17,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,7,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,John I the Child,6,1216,1222,0,8,0,18,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,7,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Eric XI the Lisp and Lame,7,1222,1229,1,6,0,19,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,7,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Canute II the Tall,5,1229,1234,0,7,0,20,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,7,G-16,F-12,D-9
Sweden,15.289,Yngligar,366,Eric XI the Lisp and Lame,16,1234,1250,0,5,0,21,0,0,0,0,"Ostergotland, Sweden",58.415833,15.625278,Europe,7,G-16,F-12,D-9
Sweden,15.289,Folkung,99,Valdemar,25,1250,1275,1,0,0,1,0,0,0,0,"Uppsala, Sweden",60.197663,17.742031,Europe,4,H-16,F-12,D-9
Sweden,15.289,Folkung,99,Magnus III Barnlock,15,1275,1290,0,25,0,2,0,0,0,0,"Uppsala, Sweden",60.197663,17.742031,Europe,4,H-16,F-12,D-9
Sweden,15.289,Folkung,99,Birger,28,1290,1318,1,15,0,3,0,1,0,0,"Uppsala, Sweden",60.197663,17.742031,Europe,4,H-16,F-12,D-9
Sweden,15.289,Vasa ,354,Eric XIV,8,1560,1568,1,39,0,1,1,1,1,0,"Uppsala, Sweden",60.197663,17.742031,Europe,7,H-16,F-12,D-9
Sweden,15.289,Vasa ,354,John III,24,1568,1592,0,8,0,2,1,0,1,0,"Uppsala, Sweden",60.197663,17.742031,Europe,7,H-16,F-12,D-9
Sweden,15.289,Vasa ,354,Sigismund,7,1592,1599,1,24,0,3,1,1,1,0,"Uppsala, Sweden",60.197663,17.742031,Europe,7,H-16,F-12,D-9
Sweden,15.289,Vasa ,354,Charles IX,12,1599,1611,0,7,0,4,1,0,1,0,"Uppsala, Sweden",60.197663,17.742031,Europe,7,H-16,F-12,D-9
Sweden,15.289,Vasa ,354,Gustavus Adolphus,21,1611,1632,0,12,0,5,1,1,1,0,"Uppsala, Sweden",60.197663,17.742031,Europe,8,H-16,F-12,D-9
Sweden,15.289,Vasa ,354,Christina,22,1632,1654,0,21,0,6,1,1,1,0,"Uppsala, Sweden",60.197663,17.742031,Europe,8,H-16,F-12,D-9
Sweden,15.289,Pfalz-Zweibrucken,248,Charles X,6,1654,1660,0,0,0,1,1,0,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,11,H-16,F-12,D-9
Sweden,15.289,Pfalz-Zweibrucken,248,Charles XI,37,1660,1697,0,6,0,2,1,1,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,11,H-16,F-12,D-9
Sweden,15.289,Pfalz-Zweibrucken,248,Charles XII,21,1697,1718,0,37,0,3,1,1,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,11,H-16,F-12,D-9
Sweden,15.289,Pfalz-Zweibrucken,248,Ulrica Eleanor,1,1719,1720,0,21,0,4,1,0,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,12,H-16,F-12,D-9
Sweden,15.289,Hessen-Kassel,127,Frederick I,31,1720,1751,0,0,0,1,1,0,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,12,H-16,F-12,D-9
Sweden,15.289,Holstein-Gottorp,132,Adolphus Frederick,20,1751,1771,0,0,0,1,1,0,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,12,H-16,F-12,D-9
Sweden,15.289,Holstein-Gottorp,132,Gustavus III,21,1771,1792,1,20,0,2,1,1,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,12,H-16,F-12,D-9
Sweden,15.289,Holstein-Gottorp,132,Gustav IV Adolf,17,1792,1809,,21,0,3,1,1,1,0,"Stockholm, Sweden",59.275254,18.035164,Europe,12,H-16,F-12,D-9
Norway,15.318,Yngligar,366,Håkon Eiriksson,2,1028,1030,0,13,0,1,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Canute the Great,7,1028,1035,0,2,0,2,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Svein Knutsson,5,1030,1035,1,7,0,3,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Magnus I the Good,12,1035,1047,0,5,0,4,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Harald III Hardrada,19,1047,1066,0,12,0,5,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Magnus II Haraldsson,3,1066,1069,0,19,0,6,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Olaf III Kyrre,27,1066,1093,0,3,0,7,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Haakon Magnusson,1,1093,1094,1,27,0,8,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Magnus III Barefoot,10,1093,1103,0,1,0,9,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,4,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Olof Magnusson,12,1103,1115,0,10,0,10,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Eystein I,20,1103,1123,0,12,0,11,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Sigurd I Jorsalafare,27,1103,1130,0,20,0,12,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Magnus IV Sigurdsson,5,1130,1135,1,27,0,13,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Harald IV Gille,6,1130,1136,1,5,0,14,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Sigurd II Munn,19,1136,1155,1,6,0,15,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Eystein II,21,1136,1157,1,19,0,16,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Inge I Krokrygg,25,1136,1161,1,21,0,17,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Haakon II Sigurdsson,5,1157,1162,1,25,0,18,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Magnus V Erlingsson,23,1161,1184,1,5,0,19,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Sverre Sigurdsson,18,1184,1202,1,23,0,20,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,5,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Haakon III,2,1202,1204,0,18,0,21,0,1,0,0,"Oslo, Norway",59.913333,10.738889,Europe,6,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Inge Bardsson,13,1204,1217,0,2,0,22,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,6,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Haakon IV Haakonson,46,1217,1263,0,13,0,23,0,0,0,0,"Oslo, Norway",59.913333,10.738889,Europe,6,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Magnus VI Lagaböte,17,1263,1280,0,46,0,24,0,1,1,0,"Oslo, Norway",59.913333,10.738889,Europe,6,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Eirik II Magnusson,19,1280,1299,0,17,0,25,0,1,1,0,"Oslo, Norway",59.913333,10.738889,Europe,6,F-16,E-11,D-9
Norway,15.318,Yngligar,366,Haakon V Magnusson,20,1299,1319,0,19,0,26,0,0,1,0,"Oslo, Norway",59.913333,10.738889,Europe,6,F-16,E-11,D-9
Norway,15.318,Folkungar,99,Magnus Eriksson,24,1319,1343,0,0,0,1,0,0,1,0,"Trondheim, Norway",63.412235,10.411357,Europe,2,F-15,E-10,D-8
Norway,15.318,Folkungar,99,Haakon VI Magnusson,37,1343,1380,0,24,0,2,0,1,1,0,"Trondheim, Norway",63.412235,10.411357,Europe,2,F-15,E-10,D-8
Denmark,15.326,Skioldinger,315,Harald II Svendsen,4,1014,1018,0,0,0,4,0,1,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Skioldinger,315,Canute the Great,17,1018,1035,0,4,0,5,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Skioldinger,315,Harthacnute,7,1035,1042,0,17,0,6,0,1,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Skioldinger,315,Magnus I the Good,5,1042,1047,0,7,0,7,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Sweyn II Estridsson,27,1047,1074,0,0,0,8,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Harald II the Soft,6,1074,1080,0,27,0,9,0,1,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Canute IV the Holy,6,1080,1086,1,6,0,10,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Olaf I Hunger,9,1086,1095,0,6,0,11,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Eric I Evergood,8,1095,1103,0,9,0,12,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,6,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Niels,30,1104,1134,1,8,0,13,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Eric II the Memorable,3,1134,1137,1,30,0,14,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Eric III the Lamb,9,1137,1146,1,3,0,15,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Canute V,11,1146,1157,1,11,0,16,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Sweyn III Grathe,11,1146,1157,1,9,0,17,0,0,0,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Valdemar I the Great,25,1157,1182,0,11,0,18,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Canute VI,20,1182,1202,0,25,0,19,0,1,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,7,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Valdemar II the Victorious,39,1202,1241,0,20,0,20,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,8,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Eric IV Ploughpenny,9,1241,1250,1,39,0,21,0,1,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,8,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Abel,2,1250,1252,1,9,0,22,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,8,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Christopher I,7,1252,1259,1,2,0,23,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,8,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Eric V Klipping,27,1259,1286,1,7,0,24,0,1,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,8,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Eric VI Menved,33,1286,1319,0,27,0,25,0,1,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,8,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Christopher II,6,1320,1326,1,33,0,26,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,9,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Valdemar III,3,1326,1329,1,6,0,27,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,9,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Christopher II,3,1329,1332,1,3,0,28,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,9,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,Valdemar IV,35,1340,1375,0,3,0,30,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,9,F-18,E-12,D-10
Denmark,15.326,Ulfinger,346,"Margaret, regent and Queen",37,1375,1412,0,0,0,31,0,0,1,0,"Roskilde, Denmark",55.635034,12.076769,Europe,9,F-18,E-12,D-10
Denmark,15.326,Pommern-Stargard,253,Eric,27,1412,1439,1,0,0,1,1,0,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,10,F-18,E-12,D-10
Denmark,15.326,Pfalz-Neumarkt,247,Christopher III,8,1440,1448,0,0,0,1,1,0,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,10,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian I,33,1448,1481,0,0,0,1,1,0,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,10,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,John,32,1481,1513,0,33,0,2,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,10,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian II,10,1513,1523,1,32,0,3,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,11,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Frederick I,10,1523,1533,0,10,0,4,1,0,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,11,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian III,25,1534,1559,0,10,0,5,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,11,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Frederick II,29,1559,1588,0,25,0,6,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,11,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian IV,60,1588,1648,0,29,0,7,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,11,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Frederick III,22,1648,1670,0,60,0,8,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,12,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian V,29,1670,1699,0,22,0,9,1,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,12,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Frederick IV,31,1699,1730,0,29,0,10,0,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,12,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian VI,16,1730,1746,0,31,0,11,0,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,13,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Frederick V,20,1746,1766,0,16,0,12,0,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,13,F-18,E-12,D-10
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,Christian VIII,42,1766,1808,0,20,0,13,0,1,1,0,"Copenhagen, Denmark",55.704438,12.502119,Europe,13,F-18,E-12,D-10
France,15.335,Capetians,61,Henry I,29,1031,1060,0,0,0,3,0,1,1,0,"Paris, France",48.859116,2.331839,Europe,11,D-20,C-14,B-11
France,15.335,Capetians,61,Philip I,40,1060,1100,0,29,0,4,0,1,1,0,"Paris, France",48.859116,2.331839,Europe,11,D-20,C-14,B-11
France,15.335,Capetians,61,Louis VI,37,1100,1137,0,40,0,5,0,1,1,0,"Paris, France",48.859116,2.331839,Europe,12,D-20,C-14,B-11
France,15.335,Capetians,61,Louis VII,43,1137,1180,0,37,0,6,0,1,1,0,"Paris, France",48.859116,2.331839,Europe,12,D-20,C-14,B-11
France,15.335,Capetians,61,Philip II (Augustus),43,1180,1223,0,43,0,7,0,1,1,0,"Paris, France",48.859116,2.331839,Europe,12,D-20,C-14,B-11
France,15.335,Capetians,61,Louis VIII,3,1223,1226,1,43,0,8,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,13,D-20,C-14,B-11
France,15.335,Capetians,61,Louis IX (Saint Louis),44,1226,1270,0,3,0,9,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,13,D-20,C-14,B-11
France,15.335,Capetians,61,Philip III,15,1270,1285,0,44,0,10,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,13,D-20,C-14,B-11
France,15.335,Capetians,61,Philip IV (The Fair),29,1285,1314,0,15,0,11,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,13,D-20,C-14,B-11
France,15.335,Capetians,61,Louis X,2,1314,1316,0,0,0,12,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Capetians,61,John I,0,1316,1316,0,29,0,13,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Capetians,61,Philip V,6,1316,1322,0,2,0,14,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Capetians,61,Charles IV The Fair,6,1322,1328,0,6,0,15,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Valois,353,Philip VI,22,1328,1350,0,0,0,1,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Valois,353,John II,14,1350,1364,1,22,0,2,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Valois,353,Charles V,16,1364,1380,0,14,0,3,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Valois,353,Charles VI,42,1380,1422,0,16,0,4,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,14,D-20,C-14,B-11
France,15.335,Valois,353,Charles VII,39,1422,1461,0,42,0,5,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,15,D-20,C-14,B-11
France,15.335,Valois,353,Louis XI,22,1461,1483,0,39,0,6,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,15,D-20,C-14,B-11
France,15.335,Valois,353,Charles VIII,15,1483,1498,0,22,0,7,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,15,D-20,C-14,B-11
France,15.335,Valois,353,Louis XII,17,1498,1515,0,0,0,8,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,15,D-20,C-14,B-11
France,15.335,Angouleme,15,Francis I,32,1515,1547,0,0,0,1,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,16,D-20,C-14,B-11
France,15.335,Angouleme,15,Henry II,12,1547,1559,0,32,0,2,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,16,D-20,C-14,B-11
France,15.335,Angouleme,15,Francis II,12,1559,1571,0,12,0,3,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,16,D-20,C-14,B-11
France,15.335,Angouleme,15,Charles IX,3,1571,1574,0,12,0,4,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,16,D-20,C-14,B-11
France,15.335,Angouleme,15,Henry III,15,1574,1589,1,3,0,5,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,16,D-20,C-14,B-11
France,15.335,Bourbon,49,Henry IV,21,1589,1610,1,0,0,1,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,16,D-20,C-14,B-11
France,15.335,Bourbon,49,Louis XIII,33,1610,1643,0,21,0,2,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,17,D-20,C-14,B-11
France,15.335,Bourbon,49,Louis XIV,72,1643,1715,0,33,0,3,1,1,1,0,"Paris, France",48.859116,2.331839,Europe,17,D-20,C-14,B-11
France,15.335,Bourbon,49,Louis XV,59,1715,1774,0,72,0,4,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,18,D-20,C-14,B-11
France,15.335,Bourbon,49,Louis XVI,19,1774,1793,1,59,0,5,1,0,1,0,"Paris, France",48.859116,2.331839,Europe,18,D-20,C-14,B-11
Anjou,15.345,Anjou,16,Charles I,39,1246,1285,,0,0,1,0,0,0,0,"Angers, France",47.473612,-0.554167,Europe,13,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Charles II,5,1285,1290,,39,0,2,0,1,0,0,"Angers, France",47.473612,-0.554167,Europe,13,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Charles III,35,1290,1325,,5,0,3,0,0,0,0,"Angers, France",47.473612,-0.554167,Europe,13,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Philip,7,1325,1332,,35,0,4,0,1,0,0,"Angers, France",47.473612,-0.554167,Europe,14,C-20,C-14,B-11
Anjou,15.345,Anjou,16,John,24,1332,1356,,7,0,5,0,1,0,0,"Angers, France",47.473612,-0.554167,Europe,14,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Louis I,29,1356,1385,,24,0,6,0,1,0,0,"Angers, France",47.473612,-0.554167,Europe,14,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Louis II,32,1385,1417,,29,0,7,0,1,0,0,"Angers, France",47.473612,-0.554167,Europe,14,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Louis III,17,1417,1434,,32,0,8,0,1,0,0,"Angers, France",47.473612,-0.554167,Europe,15,C-20,C-14,B-11
Anjou,15.345,Anjou,16,Rene,46,1434,1480,,17,0,9,0,0,0,0,"Angers, France",47.473612,-0.554167,Europe,15,C-20,C-14,B-11
Brittany,15.361,Dukes of Brittany,51,Alan III,32,1008,1040,0,0,0,6,0,1,0,0,"Nantes, France",47.2181,-1.5528,Europe,11,C-20,B-15,B-11
Brittany,15.361,Dukes of Brittany,51,Odo of Penthievre,16,1040,1056,,32,0,7,0,0,0,0,"Nantes, France",47.2181,-1.5528,Europe,11,C-20,B-15,B-11
Brittany,15.361,Dukes of Brittany,51,Conan II,10,1056,1066,1,16,0,8,0,0,0,0,"Nantes, France",47.2181,-1.5528,Europe,11,C-20,B-15,B-11
Brittany,15.361,Dukes of Brittany,51,Hoel of Nantes,18,1066,1084,0,10,0,9,0,0,0,0,"Nantes, France",47.2181,-1.5528,Europe,11,C-20,B-15,B-11
Brittany,15.361,Dukes of Brittany,51,Alan IV,28,1084,1112,0,18,0,10,0,1,0,0,"Nantes, France",47.2181,-1.5528,Europe,11,C-20,B-15,B-11
Brittany,15.361,Dukes of Brittany,51,Conan III,36,1112,1148,0,28,0,11,0,1,0,0,"Nantes, France",47.2181,-1.5528,Europe,12,C-20,B-15,B-11
Brittany,15.361,Dukes of Brittany,51,Odo II of Porhoet,8,1148,1156,,36,0,12,0,0,0,0,"Nantes, France",47.2181,-1.5528,Europe,12,C-20,B-15,B-11
