terr_name,terr_id
Butjadingen; Butjadingerland,B529
Buttendorf,B530
Buttenheim,B531
Buttlar,B532
Butzbach,B533
Buwinghausen; Bouwinghausen; Bouvinghausen,B534
Buxheim,B535
Cadore,C001
Caldonatz,C002
Calenberg (Fürstentum),C003
Calenberg (jüngere Linie); ab 1692 Kurfürstentum Hannover (Kfst. Braunschweig-Lüneburg),C0031
Calenberg; Callenberg (Reichsritter),C004
Calice,C005
Calw,C006
Calw-Löwenstein,C007
Calw-Vaihingen,C008
Camberg,C009
Cambrai (freie Reichsstadt),C010
Cambrai (Hochstifet; Erzstift),C011
Cameracensis,C012
Camerai,C013
Cämmerer von Worms,C014
Cammermeister,C015
Cammin,C016
Campo (Reichsritter),C017
Campprichi,C018
Candel,C019
Cannstadt,C020
Canstein,C021
Capler,C022
Cappel,C023
Cappenberg,C024
Cappler von Oedheim; genannt Bautz; Capler von Oedheim; Camppler von Oeden,C025
Caracciolo,C026
Carafa,C027
Carascus pagus (carowascus pagus),C028
Carben,C029
Cardona y Eril,C030
Carignan,C031
Carolath,C032
Carpi,C033
Carrara,C034
Castel,C035
Castelbarco,C036
Castell,C037
Castell (Grafschaft),C038
Castell-Remlingen,C039
Castell-Rüdenhausen (ältere Linie),C040
Castiglione,C041
Castro,C042
Castua,C043
Catubria (Kadoberthal),C044
Cebrowski,C045
Celle,C046
Centurione,C047
Ceva ,C048
Chablais,C049
Cham,C050
Chanoffsky von Langendorf,C051
Châtenois,C052
Chatillon,C053
Chavelitzky,C054
Chelesgouwe,C055
Chelius,C056
Chemnitz (Reichskloster),C057
Chemnitz (Reichsstadt),C058
Chiavenna,C059
Chiemagau (Chimengouue; Chiemmihgovue; Chiemichouve),C060
Chiemsee,C061
Chigi,C062
Chimay,C063
Chiny,C064
Chiusi,C065
Chletgouwe,C066
Chochengouue,C067
Choldici; Coledici,C068
Chrapuhfeld (Krappfeld),C069
Chreihgouwe,C070
Chrichton,C071
Christans; Christanz,C072
Chruwalchen (Curouualahon),C073
Chuntici,C074
Chur (Hochstift),C075
Chur (Reichsstadt; Reichsvogteistadt),C076
Chwinzingouwe (Quinzingouwe),C077
Cibo-Malaspina,C078
Cilli,C079
Cirksena,C080
Clam,C081
Clarstein,C082
Clary und Aldringen,C083
Clebes von Nelßlbach; Glebeß von Nelßbach,C084
Cleeberg; Kleeberg,C085
Clengel; Klengel,C086
Clermont (Grafschaft),C087
Clermont (Grafschaft) (=C088),C088
Cleßheim; Gleßheim,C089
Cleve,C090
Clodt zu Ehrenberg,C091
Cloppenburg,C092
Closen,C093
Coburg ,C094
Coburg (Stadt; Fürstentum),C095
Cochem,C096
Colberg,C097
Colditz,C098
Colloredo,C099
Colloredo-Mannsfeld,C100
Colloredo-Waldsee,C101
Colmar; Kolmar,C102
Comacchio,C103
Comburg; Komburg,C104
Commercy,C105
Como,C106
Condroz,C107
Corray,C108
Correggio,C109
Cortona,C110
Corvey,C111
Cosel; Kosel,C112
Cottbus; Kottbus,C113
Craatz (von Scharfenstein),C114
Crailsheim (Freiherren; Reichsritter),C115
Crailsheim (Reichsstadt?),C116
Cratz (von Scharfenstein),C117
Crema,C118
Cremona,C119
Creutzburg,C120
Cronberg,C121
Croneck,C122
Cronheim zu Laufenbürg,C123
Crossen,C124
Cröwe,C125
Croy,C126
Croy-Dülmen,C127
Croy-Havré,C128
Crumbach; Frnkisch-Crumbach,C129
Culemborg,C130
Culm (Land); Kulmerland,C131
Culm; Kulm (Bistum),C132
Culmbach,C133
Curtius zu Umstadt,C134
Cuylenburg,C135
Czartoryski,C136
Dachau,D001
Dachenhausen,D002
Dacheröden,D003
Dachsbach,D004
Dachstetten,D005
Dagsburg,D006
Dagstuhl,D007
Dahn ,D008
Dalberg,D009
Dalberg zu Heßloch (Haßloch),D010
Dalhem,D011
Dalmatien,D012
Dalminze (Daleminci; Dalaminci seu Zlomekia),D013
Danckelmann; Dankelmann,D014
Dänemark,D015
Dangrieß,D016
Dankelmann,D017
Dankenschweil (zu Worblingen),D018
Danndorf,D019
Dannenberg,D020
Dannenfels; Tannenfels,D021
Danngrieß,D022
Danzig,D023
Darmstadt ,D024
Darnau (Gau),D025
Dassel ,D026
Daun (Herren; Reichsritter),D027
Daun (Reichsritter; Reichsgrafen),D028
Dauphiné,D029
Deckendorf,D030
Degenberg,D031
Degenfeld,D032
Degenfeld-Neuhaus,D033
Degenfeld-Schonburg; Degenfeld-Schomburg,D034
Degernau,D035
Degernau (Reichsritter),D036
Deggendorf,D037
Dehrn,D038
Dekapolis,D039
Delligsen,D040
Dellmensingen,D041
(Oldenburg-)Delmenhorst (ältere Linie),D042
(Oldenburg-)Delmenhorst (jüngere Linie),D0421
Delsberg,D043
Demmingen,D044
Denkendorf,D045
Densigau,D046
Derenburg,D047
Derlingo (Derlingau; Derlingon; Therlingus; Derningon),D048
Dernbach,D049
Dersi,D050
Derwe,D051
Dessau,D052
Detmold,D053
Dettelbach,D054
Dettingen (Reichsdorf?),D055
Dettingen (Reichsritter),D056
Dettlingen,D057
Deufstetten,D058
Deuring,D059
Deuring zu Randegg,D060
Deutsche Demokratische Republik (Staat),D061
Deutscher Bund (Staatenbund),D062
Deutscher Orden; Deutscher Ritterorden (Deutschmeister),D063
Deutschleuthen,D064
Deutschösterreich (Republik),D065
Deutzgau,D066
Deventer,D067
Dexheim,D068
Dhaun,D069
Dhronecken; Thronecken; Tronecken; Thonecken,D070
Didelzheim; Dieselzheim,D071
Die (Grafen),D072
Die (Hochstift),D073
Dieburg (Burg; Herrschaft),D074
Diede zum Fürstenstein (Reichsritter),D075
Diedenhofen (Reichsgut?),D076
Diedenhofen (Reichsritter),D077
Diemantstein,D078
Diemar,D079
Diemeringen; Dimringen,D080
Diener; Dyener,D081
Dienheim (Freiherren; Reichsritter),D082
Dienheim (Reichsdorf),D083
Diepholz,D084
Diepoldinger; Raptonen (Geschlecht),D085
Dierbach; Direnbach,D086
Diersburg; Dierspurg,D087
Diersfordt,D088
Dieselzheim,D089
Diesentis,D090
Dießen (Grafen),D091
Dießen (reichsriterschaftlicher Ort),D092
Dietenheim (Herrschaft),D093
Dietenhofen; Diedenhofen,D094
Dietherr von Anwanden und Schwaich?,D095
Dietkirchen,D096
Dietrichstein ,D097
Diez (Grafen),D098
Diez (Grafschaft),D099
Dillenburg,D100
Dillingen (Grafen),D101
Dillingen (Herren),D102
Dilsberg (Grafen),D103
Dimringen,D104
Dinkelsbühl,D105
Dinklage ,D106
Dinslaken,D107
Direnbach,D108
Dirmstein,D109
Dischingen; Tischingen; Markttischingen,D110
Disibodenberg,D111
Dithmarschen,D112
Dittelsheim (Ganberschaft),D113
Döben (Burggrafschaft),D114
Dobeneck (Reichsritter),D115
Doberan,D116
Doberlug,D117
Dobrilugk,D118
Dodican,D119
Dohna,D120
Dölau (Burg; Herrschaft),D121
Dölau (Reichsritter),D122
Dollendorf (Herrschaft),D123
Donau ,D124
Donaugau (Tuonehkeuue; Tônahgeouui; Danachgowe; Thunkuchaw; Tuonocgouwe; Duonacgouue; Tunecgouue),D125
Donaustädte,D126
Donaustauf,D127
Donauwörth (Reichspflege),D128
Donauwörth (Reichsstadt),D129
Dönhoff (Reichsgrafen),D130
Doornik,D131
Doornwaard,D132
Dorfmerkingen,D133
Doria (Reichsfürsten),D134
Doria (Reichsfürstin),D135
Dörnberg,D136
Dornbirn,D137
Dorngau (Tornegouue),D138
Dornheim,D139
Dornhennebach,D140
Dornstetten,D141
Dornum,D142
Dorpat,D143
Dörrenbach,D144
Dorsendorf,D145
Dortmund (Grafschaft),D146
Dortmund (Reichshof; Reichsstadt),D147
Dortmund-Lindenhorst,D148
Dörzbach,D149
Döttingen,D150
Drachenberg,D151
Drachenfels,D152
Drachgau (Trachgouwe),D153
Drachsdorff; Drachsdorf,D154
Dragini (Dreini; Dreen;  Reinidi),D155
Drawehngau (Dreuani),D156
Drechsel,D157
Drechsel von Deufstetten,D158
Drehna,D159
Dreis; Dreiß,D160
Drenigau (Dreni),D161
Drente; Drenthe,D162
Drevani,D163
Drewergau (Treueresga; Threueresga),D164
Duderstadt,D165
Düdinghausen,D166
Düffelgau; Düffel,D167
Duisburg,D168
Dülmen,D169
Dungern,D170
Dunningen,D171
Dunstelkingen,D172
Dünwerde,D173
Dürckheim; Dürkheim,D174
Düren (Reichsritter),D175
Düren (Reichsstadt),D176
Durgouwe,D177
Duria (Durihin),D178
Durlach,D179
Dürmentingen,D180
Dürn (Herren; Herrschaft),D181
Dürn (Reichsritter),D182
Dürn zu Riedsberg; Düren zu Riedsberg,D183
Dürrenhembach,D184
Dürriegel von Riegelstein; Dürrigl von Riegelstein,D185
Düsseldorf,D186
Duttenberg,D187
Dyck,D188
Dyener,D189
Ebeleben,E001
Ebenheim; Übel,E002
Ebenweiler,E003
Eberbach (Kloster),E004
Eberbach (Reichsritter),E005
Eberbach (Reichsstadt),E006
Eberhardzell,E007
Ebermann,E008
Ebern,E009
Ebernburg,E010
Ebers,E011
Ebersberg (Reichskloster),E012
Ebersberg (reichsritterliche Herrschaft),E013
Ebersberg; genannt von Weyhers (Reichsritter; Freiherren; Herrschaft),E014
Ebersberg; genannt von Weyhers (Freiherren; Reichsritter) (=E014 Ebersberg genannt von Weyhers),E015
Ebersberg; von Weyhers und Leyen,E016
Ebersdorf,E017
Eberstätt,E018
Eberstein (Grafschaft),E019
Eberstein (Reichsritter),E020
Ebing,E021
Ebinger von der Burg; Ebing von der Burg,E022
Ebnet; Ebneth,E023
Ebrach,E024
Ebringen,E025
Ebstorf,E026
Echallens,E027
Echter,E028
Echter von Mespelbrunn,E029
Echternach,E030
Eck und Hungersbach,E031
Eckbrecht von Dürckheim; Eckbrecht von Drükheim,E032
Eckersberg,E033
Eckmühl,E034
Edelfingen,E035
Edelstetten,E036
Ega; Egen; Egn,E037
Eger,E038
Egerland,E039
Eggenberg,E040
Eggmühl; Eckmühl,E041
Egisheim; frz. Eguisheim,E042
Eglingen,E043
Egloffstein,E044
Eglofs,E045
Egmond,E046
Ehegau; Egouwe,E047
Ehenheim,E048
Ehestetten,E049
Ehingen (Reichsritter),E050
Ehingen (reichsstadtähnliche Stadt),E051
Ehnheim,E052
Ehrenberg (Reichsritter),E053
Ehrenberg (=C091 Clodt zu Ehrenberg),E054
Ehrenburg,E055
Ehrenfels,E056
Ehrensberg,E057
Ehrenstein,E058
Eibingen,E059
Eichelberg,E060
Eichelgau,E061
Eichinger von Eichstamm,E062
Eichler von Auritz,E063
Eichsfeld,E064
Eichstamm,E065
Eichstätt,E066
Eiderstedt,E067
Eidgenossenschaft,E068
Eifelgau,E069
Eilenburg,E070
Eilendorf,E071
Einrich; Einrichgau; Gau an der unteren Lahn,E072
Einsiedel,E073
Einsiedeln,E074
Eisack,E075
Eiselstein,E076
Eisenach,E077
Eisenbach,E078
Eisenburg (reichsritterliche Herrschaft),E079
Eisenburg (=N072 Neubronner von Eisenburg),E080
Eiseneck,E081
Eisenstadt,E082
Eiß; Eys,E083
Eitrahuntal; Aitrachtal,E084
Ekkehardiner,E085
Elben,E086
Elbing,E087
Elbingerode,E088
Elchingen,E089
Eldenburg,E090
Elfershausen,E091
Elkerhausen,E092
Elkershausen,E093
Ellershausen,E094
Ellgau,E095
Ellingen,E096
Ellrichshausen,E097
Ellwangen,E098
Elm,E099
Elmenhorst,E100
Elpershofen,E101
Elsass,E102
Elsass-Burgund,E103
Elsass-Lothringen,E104
Elsenheim,E105
Elsenz,E106
Elsenzgau,E107
Elsgau,E108
Elster; Elstem,E109
Elstra,E110
Elten,E111
Eltershofen; Elpershofen,E112
Eltingshausen; Eltinghausen,E113
Eltz,E114
Emblikheim; Emlichheim,E115
Embs; Ems,E116
Emerkingen,E117
Emisga; Emesgonia; Emsegerlant; Emestenland; Emsgau,E118
Emlichheim,E119
Ems,E120
Emsgau,E121
Emsland,E122
Enckevort,E123
Ender,E124
Endingen,E125
Endtlicher,E126
Engelberg,E127
Engelstadt,E128
Engen,E129
Engen; Angeron; Angira; Angera; Angri,E130
Engersgau; Angeresgouue; Angeresgauue; Engrisgouue; Ingerisgouue; Gau nördlich Koblenz),E131
Enghien,E132
Engilacgouwe,E133
Engilin; Engila; Engili,E134
Enntzlin,E135
Ensitala,E136
Enslingen; Enßlingen,E137
Enzberg,E138
Enzingouwe; Enzgau,E139
Eppan; Appiano,E140
Eppenstein,E141
Eppensteiner,E142
Eppichhausen; Eppishausen,E143
Eppingen,E144
Eppstein,E145
Erb; Erp,E146
Erbach(an der Donau) (Herrschaft),E147
Erbach(-Erbach; ältere Linie) (im Odenwald) (Herrschaft; Grafschaft; Reichsgrafschaft),E148
Erbach (=U019 Ulm zu Ehrbach),E149
Erbach(-Fürstenau)-Erbach (mittlere Linie),E150
Erbach-Fürstenau,E151
Erbach(-Fürstenau)-Schönberg,E152
Erbach-Wartenberg-Rot; Erbach-Wartenberg-Roth,E153
Erdehe,E154
Erden,E155
Erdwe,E156
Erfenstein,E157
Erffa; Erff; Erpff,E158
Erfurt,E159
Erichsgau,E160
Erigavvi,E161
Erisberg; Ehrensberg,E162
Eritgau; Ergau; Erihgeuue; Erigauue; Herekeuue,E163
Erkenbrechtshausen,E164
Erkheim,E165
Erlach,E166
Erlbeck,E167
Erlen,E168
Erlenbach,E169
Erlendorf,E170
Erlingshofen,E171
Ermland,E172
Ermreich,E173
Ernberg,E174
Ernestiner,E175
Eroldsheim,E176
Erpesfelt,E177
Erstein,E178
Erthal,E179
Ertingen,E180
Ervendorf; Erbendorf,E181
Erzenberg,E182
Esch,E183
Eschau,E184
Eschenbach; Essenbeck (Reichsritter),E185
Eschenbach (reichsritterliche Herrschaft),E186
Eschenbach; Essenbeck,E187
Eschenlohe,E188
Eschental,E189
Eschwege (Reichsritter),E190
Eschwege (Reichsstadt),E191
Eschwege (Reichsstift),E192
Eschweiler,E193
Esel von Altenschönbach; Esel; Esel von Berg,E194
Esens,E195
Essen (Reichsabtei; gefürstete Abtei),E196
Essen (Reichsstadt),E197
Essen und Thorn,E198
Esslingen; Eßlingen,E199
Este,E200
Estenfeld genannt Behaim,E201
Esterau,E202
Esterhazy,E203
Estland,E204
Etsch,E205
Ettenheim,E206
Ettenheimmünster,E207
Euerbach,E208
Eulenburg,E209
Eulner; Euler von Dieburg,E210
Eupen und Malmedy,E211
Eussenheim; Eußenheim,E212
Eutin,E213
Eutingertal,E214
Everstein,E215
Exdorf,E216
Eyb,E217
Eys,E218
Eyß,E219
Fabaria,F001
Faber von Randegg ,F002
Fabrici con Cleßheim,F003
Fach,F004
Fagnolle,F005
Fahnenberg,F006
Falhovarii,F007
Falken,F008
Falkenberg,F009
(Kleve-)Falkenburg(-Monschau),F010
Falkenhausen,F011
Falkenstein(an der Brenz) (Herrschaft),F012
Falkenstein/Harz (Herrschaft; Grafschaft),F013
Falkenstein (Reichsritter),F014
Falkenstein(über dem Inn) (Herrschaft),F015
Falkenstein(im Taunus) (Herrschaft; Ganerbschaft),F016
Falkenstein(Pfalz) (Herrschaft; Grafschaft),F017
Famenne,F018
Fanomarcensis,F019
Farfa,F020
Farnroda,F021
Faucigny,F022
Fauler von Randegg; Faber von Randegg,F023
Faulhaber,F024
Faust von Stromberg,F025
Fechenbach,F026
Federitga (Federganaland),F027
Fehmarn,F028
Feilitsch,F029
Feilitzsch,F030
Felberg,F031
Feldaromarca,F032
Feldkirch,F033
Felldorf,F034
Felsberg,F035
Feltre,F036
Feluwa,F037
Fenkion ,F038
Ferrara,F039
Fetzer von Ockenhausen; Fetzer von Oggenhausen,F040
Feuchtwangen (Reichsabtei),F041
Feuchtwangen (Reichsstadt),F042
Feuerbach,F043
Fildira; Fidira; Uildira,F044
Filisarihart; Filisara,F045
Filseck,F046
Filusgouwe; Filusir; Filusera,F047
Filwisgouue,F048
Fin de; de fin,F049
Finale; Finale Ligure,F050
Finningen ,F051
Finsgouwe,F052
Finsterlohe; Vinsterlohe ,F053
Finsterlohr; Finsterlohr zu Lauttenbach; Finsterlohr zu Laudenbach,F054
Finsterwalde,F055
Finstingen; Fenetrange,F056
Firihseton,F057
Firnihgouwe (Vernika; Vernagau),F058
Fischbach,F059
Fischbeck,F060
Fischborn,F061
Fischer von Filseck,F062
Fivilga (Fivelinge; Fivelingeland; Fivelgoo),F063
Flach von Schwarzenberg,F064
Flachgau,F065
Flachslanden,F066
Fladungen,F067
Flandern,F068
Flandrinse,F069
Flavon,F070
Fleckenstein,F071
Flehingen,F072
Flenithi; Flenithigavve,F073
Flersheim,F074
Flethite (Fladate),F075
Flina    ,F076
Flochberg,F077
Florenz,F078
Flutwidde; Mulbeze,F079
Folcfeld,F080
Folcholtespara,F081
Folcholtsbaar,F082
Forbach,F083
Forcalquier,F084
Forchtenstein,F085
Fork; Vorkene,F086
Formbach; Vornbach,F087
Forst,F088
Forster; Vorster(Rhein) (Freiherren; Reichsritter),F089
Forster; Vorster(Franken) (Reichsritter),F090
Forstmeister,F091
Forstmeister von Gelnhausen (Forstmeister zu Gelnhausen),F092
Forstmeister von Lebenhan,F093
Forstner,F094
Forstner von Dambenois. Forstner-Dambenoy,F095
Förtsch von Thurnau,F096
Fouquet,F097
Franche Comte,F098
Franchimont,F099
Franckenstein,F100
Frank. Franck,F101
Franken (Ballei [des Deutschen Ordens]),F102
Franken (Herzogtum),F103
Franken (Ritterkreis),F104
Frankenberg; Frankenberg zu Riet (Reichsritter),F105
Frankenberg (reichsritterschaftlicher Ort),F106
Frankenberg; Frankenberg zu Riet,F107
(Henneberg-)Frankenstein; Franckenstein(Rhön) (Freiherren; Reichsritter),F108
Frankenstein; Franckenstein(bei Breslau) (Fürstentum; Herrschaft),F109
Frankenstein; Franckenstein zu Ockstadt,F110
Frankenthal,F111
Frankfurt,F112
Fränkisch-Crumbach,F113
Fränkischer Reichskreis,F114
Fränkischer Ritterkreis,F115
Fränkisches Reichsgrafenkollegium,F116
Frankreich,F117
Franquemont,F118
Frauenalb,F119
Frauenberg,F120
Frauenberg; Fraunberg,F121
Frauenhofen; Fraunhofen,F122
Fraumünster,F123
Fraunhofen,F124
Frechen,F125
Freckenfeld,F126
Freckenhorst,F127
Fredeburg ,F128
Fredenergau; Friethenigavvi; Gau an der Leine,F129
Freiberg; Freyberg (Freiherren; Reichsritter),F130
Freiberg; Freyberg (=H349 Hohenaschau),F131
Freiberg; Hohenfreyberg ,F132
Freiberg. Freyberg zu Aulfingen und Wellendingen,F133
Freiburg,F134
Freiburg (Freiburg im Üchtland),F135
Freienseen; Freyensee,F136
Freies Land (das freie Land),F137
Freihan; Freyhan,F138
Freimersheim,F139
Freisbach,F140
Freising,F141
Freistadt,F142
Frentz,F143
Fresenburg,F144
Frettenheim,F145
Freudenberg,F146
Freudenberg. Freudenburg,F147
Freudenegg,F148
Freudenstein,F149
Freudental (reichsritterliche Herrschaft),F150
Freudental (=N053 Neipperg zu Freudental (Reichsritter)),F151
Freudental;  Freudenthal,F152
Freundstein (Reichsritter),F153
Freundstein (=W057 Waldner von Freundstein (Freiherren; Grafen; Reichsritter)),F154
Freusburg,F155
Freyberg,F156
Freyensee,F157
Freyling,F158
Freystadt. Freistadt,F159
Friaul,F160
Frichgouwe (Frickgau),F161
Frick von Frickenhausen ,F162
Frickenhausen,F163
Fricktal,F164
Friedberg (Burggrafschaft),F165
Friedberg (Grafschaft) (=F168 Friedberg-Scheer (Grafschaft)),F166
Friedberg (Reichsstadt),F167
Friedberg-Scheer,F168
Friedeck. Friedek,F169
Friedland,F170
Friero marca ,F171
Fries,F172
Friesack,F173
Friesenhausen,F174
Friesland,F175
Friesonoueld; uresinauelde,F176
Frieß; Frießel ,F177
Frietheni (Fredengau),F178
Frisenafeld (Friesenfeld)  ,F179
Frisia (Land; Friesland),F180
Frisie,F181
Fritzlar,F182
Frohberg,F183
Frohndorf,F184
Frohnenbruch; (Frohnenburg),F185
Frohnhoffen,F186
Fronekeradeel ,F187
Fronhausen,F188
Fronhofen; Frohnhoffen,F189
Fuchs,F190
Fuchs von Bimbach,F191
Fuchs von Dornheim,F192
Fuchs von Neidenfels,F193
Fuchs von Rügheim,F194
Fuchs von Wiesentheid,F195
Fuchs; Fuchß,F196
Fuchsstadt,F197
Fugger,F198
Fugger-Babenhausen (und Boos),F199
Fugger-Dietenheim (und Brandenburg),F200
Fugger-Glött-Oberndorf,F201
Fugger-Kirchberg-Weißenhorn,F202
Fugger-Kirchheim,F203
Fugger-Mickhausen,F204
Fugger-Nordendorf,F205
Fugger-Wasserburg,F206
Führer von Haimendorf ,F207
Fulda,F208
Füllbach; Fulpach; Fullbach,F209
Fürbringer,F210
Fürfeld,F211
Fürstenau,F212
Fürstenberg(Schwaben) (später Fürstenberg-Fürstenberg (1408 & 1704) Fürstenberg-Baar (1441); Fürstenberg-Blumberg (1559); Fürstenberg-Stühlingen (1614) (Grafen; Fürsten; Fürstentum),F213
Fürstenberg(Westfalen) (Reichsritter),F214
Fürstenberg-Haslach,F215
Fürstenberg-Kinzigtal,F216
Fürstenberg-Messkirch,F217
Fürstenberg-Stühlingen,F218
Fürstenberg-Weitra,F219
Fürsteneck,F220
Fürstenstein,F221
Fürstenwärther,F222
Furtenbach,F223
Gaasterland (friesisch),G001
Gablingen (Herrschaft),G002
Gadelsbusch (Land),G003
Gagern (Reichsritter),G004
Gahlen (Herrlichkeit),G005
Gaiblingen (Herrschaft),G006
Gail (Reichsritter),G007
Gaildorf (Herrschaft),G008
Gailenbach (Herrschaft; reichsritterschaftl. Ort),G009
Gailing von Altheim; Gailing; Gayling (Reichsritter),G010
Gailing von Illesheim; Geiling von Illesheim (Reichsritter),G011
Gaillingen (reichsritterschaftl. Ort),G012
Gailnau (Herrschaft),G013
Gais von Wildeck (Reichsritter),G014
Gaisbach (Herrschaft),G015
Gaisberg (Freiherren; Reichsritter),G016
Galen (Reichsritter),G017
Galizien (Landschaft; Fürstentum; Königreich),G018
Gallarte; Gallara,G019
Gallean; Gallian; Calliano,G020
Gambs?,G021
Gamerschwang,G022
Gammertingen (reichsritterschaftliche Herrschaft),G023
Gandersheimgerau (Gandesmigavvi; Gau zwischen Leine und Innerste),G024
Gandesheim,G025
Ganipi,G026
Gans von Otzberg; Gans von Uzberg,G027
Gardelegen,G028
Gartachgau,G029
Gartner (Reichsritter),G030
Gärtringen (Dorf; Herreren; Hschaft.),G031
Gasterna,G032
Gau,G033
Gauersheim,G034
Gauerstadt; Gauberstadt,G035
Gau-Odersheim,G036
Gaveren,G037
Gavi,G038
Gayling,G039
Gebersdorf,G040
Gebirg,G041
Gebsattel (Reichsdorf),G042
Gebsattel (Reichsritter; Freiherren),G043
Gedern (Burg; Herrschaft),G044
Gehmen,G045
Gehren (Herrschaft),G046
Geilber (Reichsritter),G047
Geilenkirchen (Herrschaft; Land; Freiheit; Herrlichkeit),G048
Geiling,G049
Geilsdorf (Reichsritter),G050
Geisberg,G051
Geisenfeld (Kloster),G052
Geisingen (Herrschaft),G053
Geismar,G054
Geiso,G055
Geispitzheim (Reichsritter),G056
Geißmar; Geismar,G057
Geizkofler (Reichsritter),G058
Gelden (Reichsritter),G059
Geldern (Grafschaft; Herzogtum),G060
Geldersheim; Geltersheim (Reichsdorf),G061
Geleen ,G062
Gellepgau (Gau),G063
Gelnhausen (Reichsstadt),G064
Gelsdorf; Gelstdorf (Herrschaft),G065
Geltersheim,G066
Gemeinde drei Bünde,G067
Gemen; Gehmem (Herrschaft),G068
Gemmingen (Herren; Reichsritter),G069
Gemünden (Reichsstif),G070
Generalitätslande (Gebiet),G071
Generalstaaten (Provinzen),G072
Genf (Grafen; Grafschaft),G073
Genf (Hochstift),G074
Genf (Kanton),G075
Gengenbach (Reichsabtei),G076
Gengenbach (Reichsstadt),G077
Gent (Burggrafschaft),G078
Genua (Stadtkommune; Republik),G079
Gera (Gau; Herren),G080
Geradstetten (reichsritterschaftliche Herrschaft),G081
Gerau,G082
Gerbercensis (pagus,G083
Gerboth; Gerrodt (Reichsritter),G084
Germara (Germarne; Germaro),G085
Germepi,G086
Germersheim (Reichsstadt),G087
Gernbek (Gambiki; Gau westl. Kassels),G088
Gernrode (Reichsabtei),G089
Geroldseck (Herren),G090
Geroldseck am Wasichen,G091
Geroldseck; Hohengeroldseck (Grafschaft; Herrschaft),G092
Geroldshausen ,G093
Gerolstein (Herrschaft; Grafschaft),G094
Gerolzhofen,G095
Gersau (freier Ort; zugewandter Ort; Rep.),G096
Gersfeld (Stadt; Herrschaft),G097
Gertsheim,G098
Gertweiler (Reichsdorf),G099
Geseke (Stift),G100
Gessiongau (Gesinegauue; Gau nordw. Paderborns),G101
Gettelmare; Gaigelmarm Gägelhof,G102
Geuder von Heroldsberg,G103
Geyer (Reichsritter),G104
Geyer von Geyersberg (Reichsritter),G105
Geyer von Giebelstadt; Geyer zu Gibelstadt (Reichsritter),G106
Geyern (Grafen),G107
Geyern (reichsritterschaftl. Ort),G108
Geylstorff (Reichsritter),G109
Geypel; Geubel; Gruppel (Reichsritter),G110
Geyso zu Mansbach (Reichsritter),G111
Gibelstadt (reichsritterschaftl. Ort),G112
Giech (Reichsritter; Reichsgrafen),G113
Giel von Gibelsberg (Freiherren; Reichsritter),G114
Giengen (Reichsstadt),G115
Gießen; Giese? (Reichsritter),G116
Gildegouwe (Keldaggouwe; pagus Keldoncese),G117
Gillgau (Gau),G118
Gimborn (Grf. Hrr.),G119
Gimborn-Neustadt (reichsunmittelbare Hrr.; Grf.),G120
Ginnaha (Gau zum Ortsnamen Altengönna),G121
Ginolfs (Ganberschaft),G122
Ginsheim,G123
Giovanni e Zappata,G124
Girger von Grünbühl,G125
Glarus,G126
Glatt,G127
Glatz,G128
Glaubitz,G129
Glauchau,G130
Glehuntra,G131
Gleiberg,G132
Gleichen (Grafen),G133
Gleichen ; Rußwurm,G134
Glemisgouwe (Glemsgau),G135
Gleßheim; Cleßheim,G136
Glogau,G137
Glogau-Sagan,G138
Glogau-Steinau,G139
Glött,G140
Glücksburg,G141
Glückstadt,G142
Glützkow,G143
Gmund,G144
Gmünd,G145
Gnesen,G146
Gnodstadt; Gnodtstatt; Gnottstadt,G147
Gochsheim,G148
Gödens,G149
Godingon,G150
Godramstein,G151
Goez,G152
Gofer; Hofer?,G153
Gohr zu Nahrsett,G154
Goldbach,G155
Goldineshuntari,G156
Goldochs zu Beratsweiler,G157
Göler von Ravensburg,G158
Goll; Gollen,G159
Gollachgau,G160
Göllnitz,G161
Golnitz,G162
Golsar; Sankt Simon und Judas,G163
Gommersheim,G164
Gondertheim,G165
Gonsrodt,G166
Gonzaga,G167
Gopp; Goppe von Marezek,G168
Gorevod; Gorrevod,G169
Görlitz,G170
Gorodt; Gränrodt,G171
Görtz (Schlitz gennant von),G172
Görz (Erzbistum),G173
Görz (Grafschaft),G174
Görz und Gradisca,G175
Gorze,G176
Goschütz,G177
Goslar (Reichsstadt),G178
Goslar (Reichsvogtei),G179
Goslar; Petersberg,G180
Göß (Göss),G181
Goßbach,G182
Gotha,G183
Gotschee,G184
Gotschee; Gottschee; Kocevje,G185
Gottesfelden,G186
Gotteshausbund,G187
Gottesmann zum Thurn,G188
Gottfahrt,G189
Göttingen (Fürstentum),G190
Göttingen (reichsunmittelbare Stadt?),G191
Gottorf,G192
Gottorp; Gottorf,G193
Gotzfeld,G194
Goxweiler,G195
Gozfeld,G196
Gozfeldene marcha,G197
Grabenhof,G198
Grabfeld   (Grapfeld. Craffelda; Graphuelt; Graffeld; Grapfeldun; Grafphelt),G199
Grabow,G200
Gracht,G201
Gradisca; Gradiska,G202
Gradiska,G203
Gräfenberg ,G204
Grafeneck; Graveneck,G205
Grafenhausen,G206
Grafenreuth; Gravenreuth,G207
Grafenstaden,G208
Gräfenstein; Grävenstein,G209
Grainga,G210
Graisbach; Lechsgemünd-Graisbach,G211
