terr_name,terr_id
Kurbraunschweig,K247
Kurerzkanzler,K248
Kurhannover,K249
Kurhessen,K250
Kurköln,K251
Kurland (Hochstift),K252
Kurland (Land; Herzogtum),K253
Kurlande,K254
Kurmainz,K255
Kurmark,K256
Kürnbach,K257
Kürnberg,K258
Kürnburg,K259
Kurpfalz,K260
Kurrheinischer Reichskreis,K261
Kursachsen,K262
Kursächsische Lande,K263
Kurtrier,K264
Küstenland; Litorale ,K265
Kützgau (Gau) (Kuzzihgeuue 898),K266
Kyburg,K267
Kyll,K268
Kyrburg,K269
Laaber,L001
Löw von Steinfurth,L002
Löwenstein-Wertheim-Virneburg,L003
Lübbeckegau (Lidbekegouue. Gau um Lübbecke in Westfalen) ,L004
Lübbenau,L005
Luggarus,L006
Lüneburg (ältere Linie),L007
Lüneburg (jüngere Linie),L0071
Lüneburg (Stadt),L008
Lupinzgouwe,L009
Lustenau,L010
Lützelfeld; Lutzelenvelt,L011
Lötschental,L012
Löwenstein-Wertheim-Freudenberg,L013
Luxueil,L014
Iöffelholz von Colberg ,L015
Iohthorpe (pagus Locdorp; pagus Lochthorpe,L016
Ioinga (Loingin; Loinge; Loinginge; Laginge; Langinge) unterer Leinegau,L017
Löwenstein-Wertheim-Rochefort,L018
Laax,L019
Ladenberg,L020
Ladengau,L021
Laer,L022
Lagarde,L023
Lage-Zwaluwe,L024
Lahngau,L025
Lahnstein,L026
Lahr,L027
Lahr-Mahlberg,L028
Laihsheim; Lamsheim,L029
Lainega,L030
Lainzell,L031
Lake,L032
Lambach,L033
Lamberg,L034
Lamprecht von Gerolzhofen,L035
Landas; Landas,L036
Landau in der Pfalz,L037
Landeck (Reichsritter),L038
Landenberg,L039
Landgrafschaften,L040
Landsberg,L041
LAndsberg,L042
Landsberg; Landsperg,L043
Landschad (Reichsritter) (=L045 Landschad von Steinach (Reichsritter)),L044
Landschad von Steinach (Reichsritter),L045
Landsee,L046
Landshut,L047
Landskron (Reichsherrschaft),L048
Landskron (Reichsritter),L049
Landstuhl,L050
Landsvogtei(en),L051
Lang,L052
Lang von Leinzell,L053
Langaneka,L054
Langen,L055
Langenau,L056
Langenburg,L057
Langendorf,L058
Langenegg,L059
Langenrein,L060
Langenschwarz,L061
Langenstein,L062
Langheim,L063
Languizza,L064
Langwerth zu Simmern,L065
Lantorfere marcha,L066
Lara,L067
Larere marca,L068
Laubach,L069
Laubenberg,L070
Laudenbach; Lautenbach; Lauthenbach,L071
Lauenburg,L072
Lauenstein,L073
Lauer genannt von Halden,L074
Laufenburg,L075
Laufenbürg; Lauffenburg,L076
Lauffen,L077
Lauffen; Lauter,L078
Lauffenholz; Laufenholz,L079
Lauingen,L080
Lauis,L081
Laupen,L082
Laupheim,L083
Lausannne (Hochtstift),L084
Lausannne (Reichsstadt),L085
Lauschied,L086
Lausitz,L087
Lautenbach,L088
Lauter; Lutter; Lüdder,L089
Lauterbrunn; Lauterbronn,L090
Lauterecken,L091
Lautern,L092
Lauterstein,L093
Lauttenbach,L094
Lavant,L095
Laventatal,L096
Lay ,L097
Layen; Burglayen,L098
Laymingen,L099
Lebach,L100
Lebenhan,L101
Lebus,L102
Lechfels,L103
Lechner von Lechfels,L104
Lechsgemünd,L105
Lechsgemünd-Graisbach,L106
Ledergerb,L107
Legeneraland,L108
Lehnhaus,L109
Lehrbach,L110
Leidendorf,L111
leiher von talheim,L112
Leinach,L113
Leineck,L114
Leinegau; Laginga; Lagni; Lochne; Lainega; Logni; Lacnigouui. Logne; Gau um die obere leine; Obere Leinegau,L115
Leinegau; Lainga; Gau um die Ihme rechts der Aller; Unterer Leinegau,L116
Leinigen-Westerburg-Altleinigen,L117
Leinigen-Westerburg-Neuleiningen,L118
Leiningen (Fürstentum),L119
Leiningen (Grafen; Grafschaft; Fürstentum),L120
Leiningen (Reichsritter) (=L099 Laymingen (Reichsritter)),L121
Leiningen von Lemburg; Laimingen,L122
Leiningen-Billigheim,L123
 (Saarbrücken-)Leiningen-Dagsburg(-Hardenburg) ,L124
Leiningen-Dagsburg-Bockenheim,L125
Leiningen-Dagsburg-Falkenburg,L126
Leiningen-Dagsburg-Hardenburg,L127
Leiningen-Dürckheim und Bockenheim,L128
Leiningen-Grünstadt,L129
leiningen-Guntersblum,L130
Leiningen-Hardenburg; Leiningen-Dagsburg-Hardenburg,L131
Leiningen-Hardenburg-Dagsburg; Leiningen-Dagsburg-Hardenburg,L132
Leiningen-Heidesheim und Oberstein,L133
Leiningen-Heidesheim; Leinigen-Dagsburg-Falkenburg-Heidesheim,L134
Leiningen-Neudenau,L135
Leiningen-Westerburg,L136
Leisnig,L137
Lembeck,L138
Lemburg,L139
Lemgo,L140
Lemlin von Horkheim,L141
Lengenstein,L142
Lengsfeld,L143
Lengsfeld; Stadtlengsfeld,L144
Lentersheim; Lendersheim,L145
Lenz von Lenzenfeld,L146
Lenzburg,L147
Lenzkirch,L148
Leo,L149
Leoben (Bistum),L150
Leoben (Herrschaft),L151
Leobengau,L152
Leomeriche,L153
Leonrod,L154
Leonstein,L155
Leopoldische Linie,L156
Leoprechting,L157
Lerch von Dirmstein,L158
Lerchenfeld,L159
Leri (Leriga I; Lieron; Lerin),L160
Leri (Leriga II; Gau um die obere Oker; Lere),L161
Leslau,L162
Lettland,L163
Leubelfing; Leublfing,L164
Leuchtenberg (Landgrafschaft; gefürstete Landgrafschaft),L165
Leuchtenburg(an der Saale) (Herrschaft),L166
Leupolz,L167
Leutershausen,L168
Leuthen,L169
Leutkirch,L170
Leutkircher Heide,L171
Leutrum von Ertingen,L172
Leuzenbronn; Leutzenbrunn; Leuzenbrunn,L173
Leventina; Livinen,L174
Lewenstein; Loenstein,L175
Leyden,L176
Leyen,L177
Leyneck,L178
Lich,L179
Lichtel; Liental,L180
Lichtenau(Baden) (Burg),L181
Lichtenau(Hessen) (Grafschaft),L182
Lichtenberg(Pfalz) (Fürstentum),L183
Lichtenberg(Württemberg) (Herrschaft),L184
Lichtenberg(Oberfranken) (Herrschaft),L185
Lichtenberg(Elsass) (Herrschaft; Grafschaft),L186
Lichtenberg (Reichsritter),L187
Lichteneck,L188
Lichtenstein(Sachsen) (Herrschaft),L189
Lichtenstein(Franken) (Reichsritter),L190
Lichtenstein zu Geiersberg,L191
Lichtental,L192
Lidbekega,L193
Liebburg,L194
Liebenfels,L195
Liebenscheid,L196
Liebenstein(Württemberg) (Freiherren; Reichsritter),L197
Liebenstein(Hessen) (Ganerbschaft),L198
Lieberose,L199
Liechteneck; Lichteneck,L200
Liechtenstein (Fürstentum),L201
Liechtenstein (Reichsritter),L202
Liegnitz,L203
Liemerska,L204
Liental,L205
Lienzina,L206
Lierheim,L207
Liesch von Hornau,L208
Liesgau,L209
Liezizi,L210
Ligne,L211
Lijmers,L212
Limburg(Westfalen) (Grafschaft),L213
Limburg(Belgien) (Herzogtum; Provinz),L214
Limburg(Niederlande) (Provinz) (=L214 Limburg (Herzogtum; Provinz)),L215
Limburg an der Lahn,L216
Limburg-Gemen,L217
Limburg-Styrum,L218
Limga,L219
Limpurg,L220
Limpurg-Gaildorf,L221
Limpurg-Gaildorf-Schmiedelfeld,L222
Limpurg-Sontheim,L223
Limpurg-Speckfeld,L224
Linagga,L225
Linck von Kirchheim,L226
Lindach,L227
Lindau (Fürstentum),L228
Lindau(Anhalt) (Grafschaft),L229
Lindau (Reichskloster; Reichsstift),L230
Lindau (Reichsstadt),L231
Lindelbach,L232
Linden,L233
Lindenfels (Reichsritter),L234
Lindenfels (=M727 Mosbach von Lindenfels)),L235
Lindenhorst,L236
Lindheim,L237
Lingen,L239
Linz,L240
Linzgau,L241
Lipani,L242
Lippe(-Detmold; Hauptlinie),L243
Lippe-Alverdissen,L244
Lippe-Biesterfeld,L245
Lippe-Brake,L246
Lippe-Bückeburg,L247
Lippe-Detmold,L248
Lippehne,L249
Lippe-Schaumburg,L250
Lisberg,L251
Liska,L252
Lissberg (Herrschaft),L253
Lissberg (Reichsritter),L254
Listrogouwe Lysgau,L255
Litauen,L256
Litorale,L257
Litschau,L258
Littwag; Ledwacher,L259
Liubana,L260
Liudolfinger,L261
Liugas,L262
Liuhgouue (Lewa; Gau um Lüttich),L263
Liupinatal Leobental,L264
Liutpoldinger; Luitpoldinger,L265
Livinen,L266
Livland,L267
Lixfeld,L268
Lobdeburg,L269
Lobenhausen,L270
Lobenstein (=H341 Hofer von Lobenstein (Freiherren; Reichsritter),L271
Lobenstein(Thüringen) (Burg; Herrschaft),L272
Lobkowitz,L273
Loboduburg marcha,L274
Lobodungouwe (pagus Lobounensis),L275
Lobositz,L276
Locarno; Luggarus,L277
Loch,L278
Lochau,L279
Lochinger,L280
Lochner von Hüttenbach,L281
Lochner von Loch,L282
Lochtropgau; Locdorp; Lohthorp; Gau südlich der Ruhr,L283
Lodi,L284
Loganahi (Loganahgouwe; Lognai; pagus Loganensis. Logeneher marca),L285
Logne,L286
Logni,L287
Lohra,L288
Lomacensis (Gau westlich der Maas),L289
Lombardei,L290
Lomersheim,L291
Lommegau (Gau westlich der Maas),L292
Lommersum,L293
Londorf,L294
Lonerstatt; Lonnerstadt,L295
Looz,L296
Looz-Corswarem ,L297
Lorch,L298
Lorsch,L299
Losa,L300
Loschwitz; Loschwiz; Löschwitz; Lüschwitz ,L301
Lösenich; Lösnich,L302
Losenstein,L303
Loslau; Wodzislaw Slaski,L304
Lösnich,L305
Loßburg,L306
Lothringen,L307
Lottum ,L308
Löw zu Bruckberg,L309
Löwen,L310
Löwenberg,L311
Löwenstein (Hessen),L312
Löwenstein-Wertheim,L313
Löwenstein-Wertheim-Rosenberg ,L314
Lübeck (Hochstift; Fürstentum),L315
Lübeck (Reichsstadt),L316
Lucca ,L317
Lüchau,L318
Lüders,L319
Lüdinghausen,L320
Ludowinger,L321
Lugano,L322
Lügenfeld,L323
Luitpoldinger,L324
Luminensis,L325
Lungau,L326
Lunhane marcha,L327
Lupfen,L328
Lure; Lüders,L329
Lurntal,L330
Lusici,L331
Lütetsburg,L332
Lutter,L333
Lüttich,L334
Lüttichgau,L335
Lützelburg,L336
Lützelburg ,L337
Lützelstein,L338
(Limburg-)Luxemburg,L339
Luzern,L340
Lychen,L341
Lynar,L342
Maasgau,M001
Maasland (Masalant; Niedermaasland),M002
Maastricht (Reichsstadt),M003
Macaire (Reichsritter),M004
Machwitz (Reichsritter),M005
Maden (Dorf; Herrschaft),M006
Madfeldgau (Matfeld; Gau zwischen Diemel und Almequelle),M007
Madschiller (Reichsritter),M008
Mägdeberg (Herrschaft),M009
Magdeburg (Erzstift; Herzogtum),M010
Magdeburg (Stadt),M011
Magenes (Gau),M012
Magenheim (Herrschaft),M013
Maggia; Maiental (Tal; Herrschaft),M014
Magolsheim (Reichsstadt; Herrschaft),M015
Mahlberg (Reichsstadt; Herrschaft),M016
Mähren (Markgrafschaft; Markgrafentum),M017
Maienfeld (Land),M018
Maienfels (reichsritterschaftliche Burg),M019
Maienfels; Mayenfels (Reichsritter),M020
Maiental,M021
Mailand (Stadtkommune),M022
Mainau (Kommende des Deutschen Ordens),M023
Mainberg (Herrschaft),M024
Mainbernheim (Reichsdorf),M025
Maingau (Moynichgouue…),M026
Mainz (Erzstift),M027
Mainz (freie Stadt des Reiches),M028
Mainz (Republik),M029
Mainz; Dompropstei (Reichsritterschaft),M030
Mairhofen,M031
Malaspina (Reichsfürst),M032
Malberg (Herren),M033
Malerseck; Seck? (Reichsritter),M034
Malgrate (Markgrafschaft),M035
Malmedy (gefürstete Abtei),M036
Malteserorden,M037
Manderscheid (Herren),M038
Manderscheid-Blankenheim (Reichsgrafschaft),M039
Manderscheid-Gerolstein (Grafen),M040
Manderscheid-Kail,M041
Manderscheid-Kerpen,M042
Manderscheid-Schleiden (Grafen),M043
Mannheim (Stadt),M044
Mansbach (reichsritterschaftliche Herrschaft),M045
Mansbach; Mannsbach (Reichsritter),M046
Mansfeld (Grafen; Grafschaft),M047
Mansfeld (Reichsritter),M048
Mansfeld-Bornstedt,M049
Manteuffel (Reichsgrafen),M050
Mantua (Stadtkommune),M051
Marahafeld (Marchfeld),M052
Marburg (Burg),M053
Marchtal (reichsunmittelbare Abtei),M054
Margaretenhausen,M055
Margrethausen; Margaretenhausen (Kloster),M056
Mariaberg (Kloster),M057
Mariaburghausen; Kloster (Reichsritter),M058
Marienberg (Kloster),M059
Marienborn,M060
Marienschloss (Kloster),M061
Marienstern (Kloster),M062
Marioth zu Langenau (Freiherren; Reichsritter),M063
Mark (Grafschaft),M064
Markgröningen (Herrschaft; Reichsstadt),M065
Markt Taschendorf,M066
Marktbiberach (Herrschaft),M067
Marktbissingen (reichsritterschaftliche Herrschaft),M068
Markttischingen,M069
Marlborough (Reichsfürst) (John Churchill),M070
Marlenheim (Herrschaft),M071
Marschalk (Reichsritter),M072
Marschalk genannt Greif zu Erlebach (Reichsritter),M073
Marschalk von Ebneth (Kunstadt),M074
Marschalk von Ostheim (zu Marisfeld),M075
Marschalk von Pappenheim,M076
Marschalk von Raueneck,M077
Marschall,M078
Marsilien,M079
Marspach,M080
Marstem (Marstiem; Merstem),M081
Marstetten (Grafschaft),M082
Marstetten (Herrschaft),M083
Marstetten-Neuffen,M084
Marsum,M085
Martinstein (Ganerbschaft),M086
Masaland,M087
Masao (Maasgau),M088
Masbach (Reichsritter),M089
Massa (Herrschaft),M090
Massa und Carrara,M091
Maßbach (Reichsritter),M092
Massenbach (Freiherren),M093
Matfeld,M094
Mathildische Güter (umstrittene Reichsguter),M095
Mattersdorf (Grafen),M096
Mattiggau (Matuggouuua; Matihgowe),M097
Mattsee (Herrschaft),M098
Mauchenheim genannt Bechtolsheim (Freiherren),M099
Mauerstetten (Herrschaft),M100
Maulachgau (Mulahgouue),M101
Maulbronn (Kloster),M102
Maursmünsterer Mark; Moresmarcha. Marca Aquilejensis,M103
Maxlrain (Herrschaft),M104
Mayenberg (Reichsritter),M105
Mayenfels,M106
Mayenthal (Reichsritter),M107
Mayerhofer (Reichsritter),M108
Mecheln (Herrschaft),M109
Mecherer (Reichsritter),M110
Mechernich (Reichsherrschaft),M111
Mechitamulinero marcha,M112
Mecinga,M113
Mecklenburg(-Schwerin; ältere Linie) (Fürsten; Herzogtum),M114
Mecklenburg-Güstrow (Herzogtum),M115
Mecklenburg-Schwerin (Herzogtum) (jüngere Linie),M116
Mecklenburg-Stargard (Fürsten),M117
Mecklenburg-Strelitz (Herzogtum),M118
Mecklenburg-Vorpommern (Land),M119
Medelsheim,M120
Medenenti; pagus Medelentinsis; Melanthois,M121
Medole,M122
Meerfeld,M123
Meerholz,M124
Megenzer von Felldorf,M125
Mehr,M126
Meiderich,M127
Meinefelt (Meiniueld; Meinifelt; Moeniuelt; Meinefeld. Meinuelt,M128
Meinerzhagen; Meinertzhagen,M129
Meinhardiner,M130
Meiningen (Herrschaft),M131
Meiningen (Reichsritter),M132
Meisenburg; Meysenburg; Meisenbach,M133
Meisenheim,M134
Meißen (Burggrafschaft),M135
Meißen (Hochstift),M136
Meißen (Markgrafschaft),M137
Meitamulin,M138
Melbach,M139
Meldegg,M140
Meli-Lupi,M141
Memelgebiet; Memelland,M142
Memelland,M143
Memleben,M144
Memmelsdorf,M145
Memmingen,M146
Mendel von Steinfels,M147
Mendris,M148
Mendrisio; Mendris,M149
Mengen,M150
Mengersdorf; Mengersdorff,M151
Mengersreuth,M152
Mensfelden,M153
Menthor,M154
Menzingen; Mentzingen,M155
Meppen,M156
Meppen-Arenberg,M157
Meranien,M158
Merchingen; Merckingen Ganerbschaft,M159
Merderaland,M160
Merenberg,M161
Mergentheim,M162
Merkingen,M163
Merl,M164
Merlach,M165
Merlau,M166
Merlau zu Münkheim,M167
Merode,M168
Mersburg,M169
Merstem,M170
Merxheim,M171
Merz von Staffelfelden,M172
Merzbach,M173
Meschede,M174
Mespelbrunn,M175
Messkirch,M176
Methingau,M177
Methingouwe,M178
Metsch (Freiherren; Reichsritter),M179
Metsch (Grafen),M180
Metternich,M181
Metternich zur Gracht; Wolff-Metternich zur Gracht,M182
Metz (freie Reichsstadt),M183
Metz (Hochstift; Fürstbistum),M184
Metzgau,M185
Meudt,M186
Meyenburg,M187
Meyer zu Osterberg,M188
Meyern,M189
Meysenbug,M190
Mezumroka,M191
Michelbach(Württemberg) (Herrschaft),M192
Michelbach(Saarland) (Reichsdorf),M193
Michelbergere marca,M194
Michelstadt,M195
Mickhausen; Mückenhausen; Mückhausen,M196
Midahi,M197
Milano,M198
Milchling,M199
Militsch,M200
Millendonk; Myllendonk; Mylendonk,M201
Milz,M202
Milzane,M203
Mindelheim,M204
Minden,M205
Minderslachen (Reichsdorf),M206
Mindilriet ,M207
Minfeld,M208
Minkwitz,M209
Mintga,M210
Mirandola,M211
Mistek,M212
Mistelbach; Mistelbeck,M213
Mittelburg,M214
Mittelrheinstrom,M215
Mittenwald,M216
Mitterburg,M217
Mock von Balgheim,M218
Mock; Möckh,M219
Modena,M220
Modena-Breisgau,M221
Modena-Reggio,M222
Modschiedel; Modschiedl; Motschider; Mutschiller; Mudschiller;  Madschiller,M223
Moers; Mörs,M224
Moers-Saarwerden,M225
Moguntiacensis pagus; mainzagu,M226
Mohrenfels,M227
Mohrenhausen,M228
Möhringen,M229
Moilla,M230
Moinahgouwe,M231
Moiniwidiun,M232
Molsberg (Herrschaft),M233
Molsberg (Reichsritter),M234
Moltbizi,M235
Mommenheim,M236
Mömpelgrad,M237
Monaco,M238
Mondovi,M239
Mondsee,M240
Monschau,M241
Montbeliard,M242
Montecuccoli,M243
Montferrat,M244
Montfort,M245
Montfort-Bregenz,M246
Montfort-Feldkirch,M247
Montfort-Tettnang,M248
Montmartin,M249
Moosbeuren,M250
Moranga,M251
Morazani; Murizzi; Marscinerland,M252
Mörchingen,M253
Moresceni  (Moroszanorum pagus; Mrocini; Moriziani. Morazena; Morazani; Morozini;Mrozani; ,M254
Moresmarcha (marca Aquilejensis),M255
Moresnet,M256
Morgen,M257
Moringergau,M258
Mörlau,M259
Mörlau zu Münkheim,M260
Mörlbach,M261
Mormonnaland,M262
Mörs,M263
Mörsberg-Belfort,M264
Morseton,M265
Morsheim; Mosheim; Mornsheim; Mortlßheim,M266
Morstein,M267
Mortenau,M268
Mosau; Moßau,M269
Mosau; Mossaw,M270
Mosbach,M271
Mosbach von Lindenfels,M272
Mosbach; Mospach; Moßbach; Mussbach,M273
Moselgau  (Moslicinse; Musalgovve; Muselguuae; Muselgowe; Muselgowi; Musolensi;Gau um die Mosel),M274
Moser von Filseck,M275
Moside,M276
Moßau,M277
Mossaw,M278
Mößkirch,M279
Moswidi,M280
Motschider; Motschider von Gerau,M281
Motten,M282
Möttling,M283
Moutier,M284
Mückenhausen; Mückhausen,M285
Müdengau; Muthiwidde,M286
Mudersbach,M287
Müdesheim,M288
Mudschidler,M289
Mueg von Boofzheim,M290
Muffel,M291
Muffelger; Muffelgern,M292
Müffling genannt Weiß,M293
Mugelein,M294
Muggenthal,M295
Mühlenbach,M296
Mühlgau,M297
Mühlhausen(Württemberg) (Reichsdorf?; reichsritterschaftlicher Ort),M298
Mühlhausen(Thüringen) (Reichsstadt),M299
Mühlhausen; Mulhouse(Frankreich) (Reichsstadt),M300
Mühlheim (an der Donau),M301
Mühlingen,M302
Muhr; Mur; Muri,M303
Mühringen,M304
Mukodell; mukkadell,M305
Mulach,M306
Mulahgouwe,M307
Mulehkeuue,M308
Müllenheim,M309
Müller zu Lengsfeld,M310
Münch,M311
Münch von Rosenberg,M312
München,M313
Münchhöf,M314
Münchingen,M315
Münchwald,M316
Münchweiler,M317
Mundatwald,M318
Münden; hannoversch münden,M319
Munderkingen,M320
Mundeslacht,M321
Mundolsheim,M322
Munigisingeshuntari,M323
Münkheim,M324
Munster,M325
Münster(Bayern) (Dorf),M326
Münster(Franken) (Freiherren; Reichsritter),M327
Münster(Westfalen) (Hochstift),M328
Münster(Westfalen) (Reichsgrafen),M329
Münster; Munster(Frankreich) (Reichsstadt),M330
Münsterberg,M331
Muntricheshuntera ; Muntericheshuntari,M332
Münzenberg,M333
Münzfelden,M334
Munzingen,M335
Muoriztal,M336
Mur,M337
Murbach,M338
Muri,M339
Murrahgouwe,M340
Murrgau; murrensis,M341
Murrhardt,M342
Murten,M343
Mürzgau,M344
Mürztal,M345
Muselgouwe,M346
Musenlo,M347
Muskau,M348
Musslohe; Musenlo,M349
Muth,M350
Mutharicheshuntari,M351
Muthiwidde,M352
Mylendonk,M353
Mylius,M354
Myllendonk,M355
Nabelgau,N001
Nagaltgouwe,N002
(Hohenzollern-Hohenberg-)Nagold,N003
Nagoldgau,N004
Nahegau,N005
Nahrstett,N006
Nalbach,N007
Namen,N008
Namslau,N009
Namucensis,N010
Namur,N011
Nankenreuth,N012
Napurg,N013
Nardingland,N014
Nasina,N015
Nassau,N016
Nassau-Beilstein (ältere Linie),N017
Nassau-Breda,N018
Nassau-Diez,N019
Nassau-Dillenburg,N020
Nassau-Hadamar (ältere Linie),N021
Nassau-Idstein (mit Wiesbaden),N022
Nassau-Katzenelnbogen,N023
Nassau-Liebenscheid,N024
Nassau-Oranien,N025
Nassau(-Saarbrücken)-Ottenweiler,N026
Nassau-Saarbrücken (ältere Linie),N027
Nassau-Saarbrücken-Weilburg,N028
Nassau-Siegen (1328-1607 Nassau-Dillenburg genannt),N029
Nassau(-Saarbrücken)-Usingen,N030
Nassau-Weilburg,N031
Nassau-Weilnau,N032
Nassau-Wiesbaden,N033
Natergouwe,N034
Naugard,N035
Naumburg (Grafen),N036
Naumburg (Hochstift),N037
Naumburg-Zeitz,N038
Neapel,N039
Neckar,N040
Neckarburg,N041
Neckargau,N042
Neckargemünd,N043
Neckar-Schwarzwald,N044
Neckarsteinach,N045
Neckarsulm,N046
Nederne,N047
Neideck,N048
Neidenfels,N049
Neidlingen,N050
Neidstein,N051
Neipperg,N052
Neipperg zu Freudental,N053
Neiße,N054
Neitperger,N055
Neletici,N056
Nellenburg (Veringen-Nellenburg),N057
Nelßbach,N058
Nerdincklamt,N059
Neresheim,N060
Nerreth,N061
Neschwitz,N062
Nesselrode,N063
Nesselrode-Ehreshoven,N064
Nesselrode-Reichenstein,N065
Netga,N066
Nethegau,N067
Nettegau,N068
Nettelhorst,N069
Netzedistrikt,N070
Neu-Bamberg; Neubamberg,N071
Neubronner von Eisenburg,N072
Neuburg (Fürstentum; Herzogtum),N073
Neuburg (reichsritterliche Herrschaft),N074
Neuburg; Newperg (=K226 Küchenmeister (Reichsritter)),N075
Neuburg (=T069 Thumb von Neuburg (Reichsritter; Freiherren)),N076
Neuburg (=V091 Vöhlin von Neuburg (Freiherr; Reichsritter)),N077
Neuburg (am Inn),N078
Neuchâtel,N079
Neuenahr (Neuenahr-Rodesberg),N080
Neuenburg; Neuchâtel(Schweiz) (Grafschaft; Fürstentum),N081
Neuenburg(Schweiz) (Kanton),N082
Neuenburg(Franken) (Reichsritter),N083
Neuenburg(Baden) (Reichsstadt),N084
Neuenburg (=B532 Buttlar (Reichsritter)),N085
Neuengleichen,N086
Neuenheerse,N087
Neuenstadt,N088
Neuenstein(Hohenlohe) (Burg; Herren),N089
Neuenstein (Freiherren; Reichsritter),N090
Neuerburg,N091
Neuffen,N092
Neufra (Herrschaft),N093
Neufra (reichsritterschaftlicher Ort),N094
Neufürstliche Häuser,N095
Neuhaus(Niedersachsen) (Amt),N096
Neuhaus(Württemberg) (Herrschaft),N097
Neuhaus(Baden) (reichsritterschaftlicher Ort),N098
Neuhausen (Reichsdorf?),N099
Neuhausen (Reichsritter),N100
Neuhof; Neunhof,N101
Neukirchen,N102
Neuleiningen,N103
Neumark,N104
Neumarkt,N105
Neuneck (Herrschaft),N106
Neuneck (Reichsritter),N107
Neunegg,N108
Neunhof,N109
Neunkirchen,N110
Neunkirch-Hallau,N111
Neuravensburg,N112
Neurod,N113
Neuschloss,N114
Neusickingen,N115
Neustadt,N116
Neustetter genannt Stürmer,N117
Neustift,N118
Neuveville,N119
Neuweier,N120
Neuwied,N121
Neuwürttemberg,N122
Neuzauche,N123
Neuzelle,N124
Nidda,N125
Niddaggau,N126
Nidinga,N127
Nidkiki,N128
Nidwalden,N129
Niebelgau,N130
Niederbayern (ältere Linie),N131
Niederbronn,N132
Niederburgheim,N133
Niederelsass,N134
Niederhessen,N135
Niederingelheim,N136
Niederisenburg,N137
Niederkranichfeld,N138
Niederlande,N139
Niederlausitz,N140
Niederlingen,N141
Niederlothringen,N142
Niedermünster,N143
Niedernhall,N144
Niederösterreich,N145
Niederraunau; Raunau,N146
Niederrhein,N147
Niederrheinisch-westfälischer Reichskreis; westfälischer Reichskreis,N148
Niederrheinisch-westfälisches Reichsgrafenkollegium,N149
Niederrheinstrom,N150
Niedersachsen,N151
Niedersächsischer Reichskreis,N152
Nieder-Saulheim; Niedersaulheim (Ganerbschaft),N153
Nieder-Saulheim; Niedersaulheim (=W079 Wallbrunn zu Nieder-Saulheim; Niedersaulheim (Freiherren; Reichsritter)),N154
Niederschlesien,N155
Niederschwaben,N156
Niederstetten,N157
Niederstotzingen; Stotzingen,N158
Niederwalden; Nidwalden,N159
Niederweiler,N160
Niederwesel; Wesel,N161
Niedgau,N162
Niefern,N163
Nielitizi,N164
Nienburg/Saale,N165
Nierstein,N166
Nievenheim,N167
Nievenheimergau,N168
Nievern,N169
Niftarlake,N170
Nihtresi; Nihtersi; Nihterse; Nitherseo,N171
Nikolai-Ahausen,N172
Nimburg,N173
Nimwegen,N174
Nippenburg,N175
Nisane; Niseni,N176
Nitagouwe; Niedgau,N177
Nitahgouwe; Niddagau,N178
Nivanheim,N179
Nizizi,N180
Nizza,N181
Nomeny,N182
Nordagoe; Nörthengau,N183
Norddeutscher Bund,N184
Nordeck,N185
Nordedi,N186
Norden; Emden; Emisgonien,N187
Nordenberg; Nortenberg,N188
Nordendi,N189
Nordendorf; Norndorf,N190
Norderaland,N191
Norderdithmarschen,N192
Nordfilusa,N193
Nordgau,N194
Nordgo I,N195
Nordgo II,N196
Nordgouwe; Nordgau,N197
Nordhausen (Reichsstadt),N198
Nordhausen (reichsunmittelbares Stift),N199
Nördlingen,N200
Nördlinger,N201
Nordmark,N202
Nordrhein-Westfalen,N203
Nordstrand,N204
Nordthüringergau,N205
Nordthüringgau,N206
Noricum,N207
Norital,N208
Norndorf,N209
Nortenberg,N210
Northaga; Nörtengau,N211
Northalbingi; Nordalbinger,N212
Northeim,N213
Northgo I,N214
Northgo II,N215
Norththuianti,N216
Norththuringun; Nortthuringia; Nordthüringen,N217
Northwidu; Nordedi; Nordendi; Norderaland,N218
Nortsuavi; Norsuavi; Nordschwaben,N219
Nortwald; Nordwald,N220
Nörvenich,N221
Nostitz,N222
Nostitz zu Falkenau,N223
Nostitz-Rieneck,N224
Nothaft von Hohenberg,N225
Nothaft; Notthaft,N226
Novara,N227
Novellara,N228
Novi,N229
Nudzici,N230
Nürburg,N231
Nürings,N232
Nurite,N233
Nurithal,N234
Nürnberg (Burggrafen; Burggrafschaft),N235
Nürnberg (Reichsstadt),N236
Nützingen; Rützingen; Rixingen,N237
Nuwenreuthe; Nerreth,N238
Obenhausen,O001
Obenheim,O002
Obentraut,O003
Oberargeuue,O004
Oberbayern,O005
Oberbronn,O006
Oberburgheim ,O007
Oberdischingen,O008
Oberehnheim ,O009
Oberelsass,O010
Obergeldern,O011
Oberglogau,O012
Obergreiz (Reuß ältere Linie),O013
Obergriesheim,O014
Oberhausen,O015
Oberhessen,O016
Oberingelheim,O017
Oberisenburg,O018
Oberkamp,O019
Oberkirch (Freiherren; Reichsritter),O020
Oberkirch (Herrschaft),O021
Oberlahngau,O022
Oberländer,O023
Oberlausitz,O024
Oberlothringen,O025
Obermarchtal,O026
Obermünster,O027
Obernau,O028
Obernberg,O029
Oberndorf,O030
Obernitz,O031
Obernzell,O032
