city_id,region_id,name,name_alt,name_foreign,nat,latitude,longitude,author
5005,5,Bredstedt,Bredstedt,,,54.619999,8.9608335,Dr. Schmidt-Petersen
5006,5,Burg auf Fehmarn,Burg auf Fehmarn,,,54.43861,11.1975,Peter Wiepert
5007,5,Cuxhaven,Cuxhaven,,,53.864445,8.6972218,Dr. Erich von Lehe
5008,5,Eckernfoerde,Eckernfoerde,,,54.472778,9.8369446,Willers Jessen
5009,5,Elmshorn,Elmshorn,,,53.754723,9.6549997,Konrad Struve
5010,5,Eutin,Eutin,,,54.138611,10.614445,Peters
5011,5,Flensburg,Flensburg,,,54.782501,9.4375,Dr. Otto Schütt
5012,5,Friedrichstadt (Eider),Friedrichstadt an der Eider,,,54.373333,9.0877781,Dr. Harry Schmidt
5013,5,Garding,Garding,,,54.329445,8.7788887,Dr. Werner Carstens
5014,5,Geesthacht,Geesthacht,,,53.433334,10.371388,Dr. Hans Kellinghusen
5015,5,Gluecksburg,Gluecksburg (Ostsee),,,54.836666,9.5508337,Heinrich Bülck
5016,5,Glueckstadt,Glueckstadt,,,53.787777,9.4236107,Johann Jakobsen
5017,5,Heide,Heide,,,54.195835,9.0952778,Dr. Wilhelm Klüver
5018,5,Heiligenhafen,Heiligenhafen,,,54.372776,10.974444,Franz Böttger
5019,5,Husum,Husum,,,54.476387,9.0500002,Ernst Möller
5020,5,Itzehoe,Itzehoe,,,53.924999,9.5163889,Eberhard Crusius
5021,5,Kappeln,Kappeln,,,54.661667,9.9324999,Dr. J. Nagel
5022,5,Kellinghusen,Kellinghusen,,,53.949444,9.7138891,Eberhard Crusius
5023,5,Kiel,Kiel,,,54.321667,10.137222,Dr. Werner von der Ohe
5024,5,Krempe,Krempe,,,53.837776,9.4872227,H. Ruhe
5025,5,Lauenburg (Elbe),Lauenburg an der Elbe,,,53.374168,10.554167,Th. Götze
5026,5,Luebeck,Luebeck,,,53.866112,10.683888,Dr. Georg Fink
5027,5,Luetjenburg,Luetjenburg (Ostholstein),,,54.294724,10.592222,W. Schmüser
5028,5,Marne,Marne (Holstein),,,53.953609,9.0086107,Oskar Beber
5029,5,Meldorf,Meldorf,,,54.090832,9.0686111,Dr. Alfred Kamphausen
5030,5,Moelln,Moelln,,,53.629444,10.690833,Wilhelm Steffen
5031,5,Neumuenster,Neumuenster,,,54.073891,9.9847221,Dr. Rudolf Bülck
5032,5,Neustadt (Holstein),Neustadt in Holstein,,,54.105556,10.816112,Traugott Schulze
5033,5,Nortorf,Nortorf,,,54.167221,9.8558331,G. Reimer
5034,5,Oldenburg (Holstein),Oldenburg in Holstein,,,54.292778,10.888056,Franz Böttger
5035,5,Bad Oldesloe,Bad Oldesloe,,,53.810001,10.373055,Dr. Theodor Klüver
5036,5,Pinneberg,Pinneberg,,,53.660557,9.792778,Wilhelm Ehlers
5037,5,Ploen,Ploen,,,54.158054,10.416111,Dr. Wilhelm Klüver
5038,5,Preetz,Preetz,,,54.231667,10.280278,Heinrich Bülck
5039,5,Ratzeburg,Ratzeburg,,,53.698891,10.774445,Martin Fischer-Hübner
5040,5,Reinfeld,Reinfeld (Holstein),,,53.83139,10.488334,Martin Clasen
