id,name_orig,year,start,end,start_orig,end_orig,locid,name,name_detail,type_detail,country,country_ISO3,country_ISO2,LangCode,lat,lon,lat_min,lon_min,lat_max,lon_max,status,mode,remark,doublecount,authors,type,decade,century,bbox_diag_km
1,Ornatsch,1346,252,259,258,265,988,Azov,"Azov, Rostov oblast, RUS",City,Russian Federation (the),RUS,RU,ENG,47.0897,39.4527,47.0277,39.3907,47.1517,39.5147,exact,auto,"Ornatsch (sometimes also pronounced as Arnatsch) is probably the city of Orna/Arnas, which is probably the city of Asow today, see https://archive.org/details/archivfrwissens16ermagoog/page/n249",,Nowgorodsche Chronik und Nikonsche Chronik bei Richter,Place,1340-1349,14,16.680605729334783
2,Chastorakan,1346,262,272,268,278,919,Astrakhan,"Astrakhan, Astrakhan oblast, RUS",City,Russian Federation (the),RUS,RU,ENG,46.3493,48.0338,46.2173,47.9018,46.4813,48.1658,exact,auto,,,Nowgorodsche Chronik und Nikonsche Chronik bei Richter,Place,1340-1349,14,35.66966203992538
3,Sarai,1346,275,279,281,285,996,Selitrennoye,"Selitrennoye, Astrakhan, RUS",City,Russian Federation (the),RUS,RU,RUS,47.1685,47.4526,47.1585,47.4426,47.1785,47.4626,exact,auto,,,Nowgorodsche Chronik und Nikonsche Chronik bei Richter,Place,1340-1349,14,2.6891601791555093
4,Besdesch,1346,292,299,298,305,998,Enotaevka,"Enotaevka, Enotaevskiy rayon, Astrakhan oblast, RUS",City,Russian Federation (the),RUS,RU,ENG,47.2432,47.0296,47.2262,47.0126,47.2602,47.0466,exact,auto,"Besdech is phonetic for Besdej (https://archive.org/stream/sitzungsbericht97wissgoog/sitzungsbericht97wissgoog_djvu.txt), which turned into Besedew, a village close to Jenotajewsk, see https://archive.org/details/archivfrwissens16ermagoog/page/n249",,Nowgorodsche Chronik und Nikonsche Chronik bei Richter,Place,1340-1349,14,4.569539700332495
5,Krim,1347,4607,4610,4811,4814,831,Avtonomna Respublika Krym,"Avtonomna Respublika Krym, UKR",State or Province,Ukraine,UKR,UA,UKR,45.3125,34.3502,43.8095,32.8472,46.8155,35.8532,exact,auto,,,Nikephoros Gregoras,Administrative Unit,1340-1349,14,408.5575238334848
6,Caffa,1347,5866,5870,6094,6098,802,Feodosia,"Feodosia, Crimea, UKR",City,Ukraine,UKR,UA,ENG,45.0319,35.3824,45.0102,35.3463,45.0939,35.4099,exact,auto,,,Gabriel de Mussis,Place,1340-1349,14,10.563221803237612
7,Konstantinopel,1347,9837,9850,10117,10130,562,Istanbul,"İstanbul, Istanbul, TUR",City,Turkey,TUR,TR,TUR,41.0138,28.9497,40.8868,28.8227,41.1408,29.0767,exact,auto,,,,Place,1340-1349,14,35.381630714057465
8,Messina,1347,12956,12962,13264,13270,475,Messina,"Messina, ITA",City,Italy,ITA,IT,ITA,38.1784,15.5531,38.0544,15.4291,38.3024,15.6771,exact,auto,,,Michael Platientis,Place,1340-1349,14,35.07656826597109
9,Syrakus,1347,17511,17517,17830,17836,427,Siracusa,"Siracusa, ITA",City,Italy,ITA,IT,ITA,37.0755,15.2866,37.0526,15.2405,37.1057,15.3013,exact,auto,,,Michael Platientis,Place,1340-1349,14,7.997137842838955
10,Sciacca,1347,17528,17534,17847,17853,441,Sciacca,"Sciacca, Agrigento, ITA",City,Italy,ITA,IT,ITA,37.5085,13.0816,37.5002,13.0453,37.5271,13.1244,exact,auto,,,Michael Platientis,Place,1340-1349,14,7.590848091770673
11,Trapani,1347,17537,17543,17856,17862,466,Trapani,"Trapani, ITA",City,Italy,ITA,IT,ITA,38.0174,12.5365,38.0002,12.4914,38.0346,12.5858,exact,auto,,,Michael Platientis,Place,1340-1349,14,9.1114316585801145
12,Girgenti,1347,17546,17553,17865,17872,434,Agrigento,"Agrigento, ITA",City,Italy,ITA,IT,ITA,37.3089,13.5858,37.296,13.5689,37.3403,13.6034,exact,auto,,,Michael Platientis,Place,1340-1349,14,5.794195140413792
13,Catania,1347,17657,17663,17976,17982,442,Catania,"Catania, ITA",City,Italy,ITA,IT,ITA,37.5114,15.0675,37.4124,14.9685,37.6104,15.1665,exact,auto,,,Michael Platientis,Place,1340-1349,14,28.102141147202897
14,Neapel,1347,19359,19364,19712,19717,550,Napoli,"Napoli, ITA",City,Italy,ITA,IT,ITA,40.8401,14.2523,40.7531,14.1653,40.9271,14.3393,exact,auto,,,,Place,1340-1349,14,24.260987980451493
15,Genua,1347,19521,19525,19874,19878,773,Genoa,"Genoa, ITA",City,Italy,ITA,IT,ITA,44.4104,8.939,44.2684,8.797,44.5524,9.081,exact,auto,,,,Place,1340-1349,14,38.809030331440695
16,Spalatro,1347,21345,21352,21756,21763,686,Split,"Split, Splitsko-dalmatinska zupanija, HRV",City,Croatia,HRV,HR,ENG,43.507,16.4421,43.402,16.3371,43.612,16.5471,exact,auto,,,,Place,1340-1349,14,28.846141252191256
17,Sebenico,1347,21392,21399,21803,21810,713,Sibenik,"Sibenik, Sibensko-kninska zupanija, HRV",City,Croatia,HRV,HR,ENG,43.735,15.8952,43.6925,15.8301,43.7907,15.9448,exact,auto,,,,Place,1340-1349,14,14.287632885381907
18,Marseille,1347,38030,38038,38633,38641,658,Marseille,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.2934,5.3713,43.1754,5.2533,43.4114,5.4893,exact,auto,,,,Place,1340-1349,14,32.45707260884022
19,Rhonetal,1347,38757,38764,39421,39428,785,Vallée du Rhône,"Vallée du Rhône, FRA",Colloquial Area,France,FRA,FR,FRE,44.64,4.73,43.48,4.49,45.79,4.97,approximate,manual,,,,Region,1340-1349,14,259.65159079002234
20,Languedoc,1347,38784,38792,39448,39456,695,Languedoc,"Languedoc, FRA",Historical Region,France,FRA,FR,FRE,43.59,3.26,42.33,1.69,44.98,4.85,approximate,manual,,,,Region,1340-1349,14,389.1109787040508
21,Aix,1347,38809,38811,39473,39475,688,Aix,"Aix, Aix-en-Provence, Département des Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.5283,5.4497,43.4853,5.4067,43.5713,5.4927,exact,auto,,,Bourguet,Place,1340-1349,14,11.811752530466238
22,Thraziens,1348,4866,4874,5070,5078,553,East Macedonia and Thrace,"East Macedonia and Thrace, GRC",State or Province,Greece,GRC,GR,GRE,40.9467,25.3345,39.8537,24.2415,42.0397,26.4275,exact,auto,,,,Administrative Unit,1340-1349,14,304.59296031952863
23,Mazedoniens,1348,4880,4890,5084,5094,542,Macedonia,Macedonia,Historical Region,,,,,40.71,22.97,39.89,21.38,41.52,24.56,approximate,manual,,,,Region,1340-1349,14,323.5449695500577
24,Rhodus,1348,4978,4983,5182,5187,387,Rhodes,Rhodes,Island,Greece,GRC,GR,GRE,36.4341,28.2176,35.8767,27.6835,36.4586,28.2475,exact,auto,,,,Island,1340-1349,14,82.15739160632198
25,Zypern,1348,4989,4994,5193,5198,346,Cyprus,Cyprus,Country,Cyprus,CYP,CY,ENG,35.0502,33.2262,34.1792,32.3552,35.9212,34.0972,exact,auto,,,,Country,1340-1349,14,250.320702968308
26,Damaskus,1348,8494,8501,8722,8729,315,Damaskus,"Damaskus, Damascus City, SYR",City,Syrian Arab Republic (the),SYR,SY,WEN,33.5102,36.2913,33.4202,36.2013,33.6002,36.3813,exact,auto,,,Ibn Batuta,Place,1340-1349,14,26.059613663496197
27,Aleppo,1348,8504,8509,8732,8737,375,Aleppo,"Aleppo, SYR",City,Syrian Arab Republic (the),SYR,SY,WEN,36.2012,37.1612,36.1272,37.0872,36.2752,37.2352,exact,auto,,,Ibn Batuta,Place,1340-1349,14,21.146659968321075
28,Kairo,1348,8516,8520,8744,8748,245,Cairo,"Cairo, EGY",City,Egypt,EGY,EG,ENG,30.0444,31.2357,30.0084,31.215,30.1106,31.302,exact,auto,,,Ibn Batuta,Place,1340-1349,14,14.115527182258587
29,Babylon,1348,8526,8532,8754,8760,298,Babil,"Babil, Al Musayab, Babil, IRQ",Village,Iraq,IRQ,IQ,ARA,32.5441,44.4173,32.5341,44.4073,32.5541,44.4273,exact,auto,,,,Place,1340-1349,14,2.9086444377186207
30,Arabien,1348,8854,8860,9102,9108,177,Saudi Arabia,Saudi Arabia,Country,Saudi Arabia,SAU,SA,ENG,24.1214,44.5488,14.9074,35.3348,33.3354,53.7628,exact,auto,,,Sojuty,Country,1340-1349,14,2764.542194090294
31,Persien,1348,8874,8880,9122,9128,299,Iran,Iran,Country,Iran (Islamic Republic of),IRN,IR,WEN,32.558,54.3059,24.052,45.7999,41.064,62.8119,exact,auto,,,Sojuty,Country,1340-1349,14,2464.376147749921
32,Catania,1348,17657,17663,17976,17982,442,Catania,"Catania, ITA",City,Italy,ITA,IT,ITA,37.5114,15.0675,37.4124,14.9685,37.6104,15.1665,exact,auto,,1,Michael Platientis,Place,1340-1349,14,28.102141147202897
33,Venedig,1348,20101,20107,20488,20494,842,Venezia,"Venezia, Provincia di Venezia, ITA",City,Italy,ITA,IT,ENG,45.4381,12.3182,45.2441,12.1242,45.6321,12.5122,exact,auto,,,Muratori XVI,Place,1340-1349,14,52.704945330678825
34,Ragusa,1348,21448,21453,21859,21864,627,Dubrovnik,"Dubrovnik, Dubrovačko-neretvanska županija, HRV",City,Croatia,HRV,HR,SCR,42.6507,18.0944,42.6209,18.0463,42.6706,18.1418,exact,auto,,,,Place,1340-1349,14,9.568281408302894
35,Istrien,1348,21535,21541,21946,21952,823,Istarska županija,"Istarska županija, HRV",State or Province,Croatia,HRV,HR,SCR,45.1997,13.8925,44.8267,13.5195,45.5727,14.2655,exact,auto,,,,Administrative Unit,1340-1349,14,101.47513868061489
36,Friaul,1348,21547,21552,21958,21963,901,Friuli-Venezia Giulia,"Friuli-Venezia Giulia, ITA",State or Province,Italy,ITA,IT,ITA,46.1543,13.053,45.4883,12.387,46.8203,13.719,exact,auto,,,,Administrative Unit,1340-1349,14,180.17073464752667
37,Padua,1348,22143,22147,22567,22571,840,Padova,"Padova, ITA",City,Italy,ITA,IT,ITA,45.4094,11.8717,45.3374,11.7997,45.4814,11.9437,exact,auto,,,,Place,1340-1349,14,19.563929328128147
38,Verona,1348,22153,22158,22577,22582,843,Verona,"Verona, ITA",City,Italy,ITA,IT,ITA,45.4383,10.9917,45.3283,10.8817,45.5483,11.1017,exact,auto,,,,Place,1340-1349,14,29.8842712151815
39,Trient,1348,22182,22187,22606,22611,898,Trento,"Trento, ITA",City,Italy,ITA,IT,ITA,46.0701,11.1193,45.983,11.0323,46.157,11.2063,exact,auto,,,,Place,1340-1349,14,23.548311526898193
40,Kärnten,1348,22205,22211,22629,22635,961,Kärnten,"Kärnten, AUT",State or Province,Austria,AUT,AT,GER,46.774,13.9177,45.982,13.1257,47.566,14.7097,exact,auto,,,,Administrative Unit,1340-1349,14,213.47047191202722
41,Steiermark,1348,22217,22226,22641,22650,1001,Steiermark,"Steiermark, AUT",State or Province,Austria,AUT,AT,GER,47.2691,15.012,46.3131,14.056,48.2251,15.968,exact,auto,,,,Administrative Unit,1340-1349,14,256.91077670482656
42,Mürztal,1348,22253,22259,22677,22683,1023,Mürztal,"Mürztal, Steiermark, AUT",Valley,Austria,AUT,AT,GER,47.4832,15.3696,47.4643,15.3237,47.5481,15.4133,exact,auto,,,,Region,1340-1349,14,11.494458459287607
43,Brennerpass,1348,22286,22296,22710,22720,1069,Brenner Pass,"Brenner Pass, AUT",Other Land Feature,Austria,AUT,AT,GER,47,11.5,46.995,11.495,47.005,11.505,exact,auto,,,,Region,1340-1349,14,1.3459280107733933
44,Mühldorf am Inn,1348,22344,22358,22768,22782,1115,Mühldorf,"Mühldorf, Upper Bavaria, Bavaria",City,Germany,DEU,DE,GER,48.2458,12.522,48.2149,12.4523,48.2861,12.5648,exact,auto,,,,Place,1340-1349,14,11.491922631138266
45,Mähren,1348,23871,23876,24323,24328,1220,Moravia,Moravia,Historical Region,,,,,49.43,16.78,48.63,14.98,50.24,18.58,approximate,manual,,,,Region,1340-1349,14,315.8807196906104
46,Niederösterreich,1348,23882,23897,24334,24349,1084,Niederösterreich,"Niederösterreich, AUT",State or Province,Austria,AUT,AT,GER,48.1081,15.805,47.422,14.4521,49.0206,17.0685,exact,auto,,,,Administrative Unit,1340-1349,14,262.970778999683
47,Ungarn,1348,23916,23921,24368,24373,994,Hungary,Hungary,Country,Hungary,HUN,HU,ENG,47.1625,19.5033,45.7371,16.1133,48.5852,22.8965,exact,auto,,,,Country,1340-1349,14,602.4124670206423
48,Modena,1348,24826,24831,25299,25304,784,Modena,"Modena, ITA",City,Italy,ITA,IT,ITA,44.6432,10.9338,44.5422,10.8328,44.7442,11.0348,exact,auto,,,,Place,1340-1349,14,27.566475759618523
49,Novara,1348,25329,25334,25802,25807,844,Novara,"Novara, ITA",City,Italy,ITA,IT,ITA,45.4468,8.6152,45.3728,8.5412,45.5208,8.6892,exact,auto,,,,Place,1340-1349,14,20.102975369497756
50,Vercelli,1348,25340,25347,25813,25820,833,Vercelli,"Vercelli, ITA",City,Italy,ITA,IT,ITA,45.3226,8.4184,45.2496,8.3454,45.3956,8.4914,exact,auto,,,,Place,1340-1349,14,19.84571157639695
51,Riparolo,1348,25456,25463,25929,25936,774,Rivarolo Ligure,"Rivarolo Ligure, Provincia di Genova, ITA",District,Italy,ITA,IT,ITA,44.4284,8.8931,44.4184,8.8831,44.4384,8.9031,exact,auto,,,,Place,1340-1349,14,2.7327502052503876
52,Bobbio,1348,25959,25964,26432,26437,791,Bobbio,"Bobbio, Piacenza, ITA",City,Italy,ITA,IT,ITA,44.7701,9.386,44.7557,9.3749,44.7768,9.3931,exact,auto,,,,Place,1340-1349,14,2.7512180756639717
53,Piacenza,1348,26515,26522,26988,26995,805,Piacenza,"Piacenza, ITA",City,Italy,ITA,IT,ITA,45.0566,9.7018,44.9696,9.6148,45.1436,9.7888,exact,auto,,,,Place,1340-1349,14,23.688444617260373
54,Florenz,1348,29834,29840,30348,30354,721,Firenze,"Firenza, ITA",City,Italy,ITA,IT,ITA,43.7824,11.255,43.7074,11.18,43.8574,11.33,exact,auto,,,"Boccaccio, Giovanni Villani",Place,1340-1349,14,20.57195640672695
55,Pisa,1348,34245,34248,34813,34816,711,Pisa,"Pisa, ITA",City,Italy,ITA,IT,ITA,43.71,10.3994,43.621,10.3104,43.799,10.4885,exact,auto,,,,Place,1340-1349,14,24.42688744605831
56,Siena,1348,34582,34586,35150,35154,662,Siena,"Siena, ITA",City,Italy,ITA,IT,ITA,43.3256,11.3304,43.2466,11.2514,43.4046,11.4094,exact,auto,,,,Place,1340-1349,14,21.725762292142978
57,Orvieto,1348,34765,34771,35333,35339,631,Orvieto,"Orvieto, Terni, ITA",City,Italy,ITA,IT,ITA,42.7185,12.1107,42.7143,12.1026,42.7237,12.1217,exact,auto,,,,Place,1340-1349,14,1.878085580617994
58,Rimini,1348,34831,34836,35399,35404,751,Rimini,"Rimini, ITA",City,Italy,ITA,IT,ITA,44.0554,12.57,43.9704,12.485,44.1404,12.655,exact,auto,,,,Place,1340-1349,14,23.278365910086613
59,Parma,1348,34917,34921,35485,35489,792,Parma,"Parma, ITA",City,Italy,ITA,IT,ITA,44.7985,10.3402,44.6825,10.2242,44.9145,10.4562,exact,auto,,,Muratori XII,Place,1340-1349,14,31.63200050585087
60,Reggio,1348,35182,35187,35750,35755,788,Reggio nell'Emilia,"Reggio nell'Emilia, ITA",City,Italy,ITA,IT,ITA,44.6956,10.6413,44.5876,10.5333,44.8036,10.7493,exact,auto,,,Muratori XII,Place,1340-1349,14,29.468070590133472
61,Rom,1348,37046,37048,37641,37643,600,Roma,"Roma, ITA",City,Italy,ITA,IT,ITA,41.9028,12.4964,41.7696,12.3417,42.0505,12.7303,exact,auto,,,,Place,1340-1349,14,44.82924245408918
62,Monro,1348,37562,37566,38165,38169,859,Momo,"Momo, Novara, ITA",City,Italy,ITA,IT,ITA,45.5775,8.5539,45.5445,8.5209,45.6105,8.5869,exact,auto,"Monro is a misreading of Momo, see Gasquet https://archive.org/details/blackdeathand00gasqgoog/page/n101",,,Place,1340-1349,14,8.957989551606103
63,Varese,1348,37569,37574,38172,38177,881,Varese,"Varese, ITA",City,Italy,ITA,IT,ITA,45.8147,8.8301,45.7567,8.7721,45.8728,8.8881,exact,auto,,,,Place,1340-1349,14,15.7315790699271
64,Bellinzona,1348,37580,37589,38183,38192,908,Bellinzona,"Bellinzona, Ticino, CHE",City,Switzerland,CHE,CH,ITA,46.1945,9.0241,46.0895,8.9191,46.2995,9.1291,exact,auto,,,,Place,1340-1349,14,28.399532197478717
65,St. Gotthard,1348,37595,37606,38198,38209,931,Saint Gotthard,"Saint Gotthard, Uri, CHE",Mountain Range,Switzerland,CHE,CH,GER,46.5589,8.5623,46.534,8.5449,46.6208,8.6031,exact,auto,,,,Region,1340-1349,14,10.62749675184552
66,Lukmanierpass,1348,37638,37650,38241,38253,930,Lukmanierpass,"Lukmanierpass, Ticino, CHE",Other Land Feature,Switzerland,CHE,CH,GER,46.55,8.8167,46.545,8.8117,46.555,8.8217,exact,auto,,,,Region,1340-1349,14,1.349523762093708
67,Vorderrheintal,1348,37659,37672,38262,38275,971,Vorderrhein,"Vorderrhein, Graubünden, CHE",Stream,Switzerland,CHE,CH,GER,46.8237,9.4077,42.8237,5.4077,50.8237,13.4077,exact,auto,,,,Region,1340-1349,14,1076.4885308037296
68,Dissentis,1348,37716,37724,38319,38327,955,Disentis,"Disentis, Grisons, CHE",City,Switzerland,CHE,CH,GER,46.7034,8.8509,46.6884,8.8359,46.7184,8.8659,exact,auto,,,,Place,1340-1349,14,4.0448960340544575
69,Avignon,1348,38889,38895,39564,39570,743,Avignon,"Avignon, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.9534,4.806,43.8784,4.731,44.0284,4.881,exact,auto,,,Guy de Chauliac,Place,1340-1349,14,20.551782313907577
70,Arles,1348,44635,44639,45379,45383,706,Arles,"Arles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6766,4.6278,43.3287,4.4262,43.7604,4.8763,exact,auto,,,,Place,1340-1349,14,60.16887095415288
71,Narbonne,1348,44704,44711,45448,45455,648,Narbonne,"Narbonne, Aude, Occitanie, FRA",City,France,FRA,FR,FRE,43.1883,3.0043,43.0684,2.8843,43.3083,3.1243,exact,auto,,,"Martin, Cayla",Place,1340-1349,14,33.017944035855436
72,Carcassonne,1348,46658,46668,47453,47463,650,Carcassonne,"Carcassonne, Aude, Occitanie, FRA",City,France,FRA,FR,FRE,43.212,2.3578,43.15,2.2958,43.274,2.4198,exact,auto,,,Villanuova bei Cayla,Place,1340-1349,14,17.061630972250732
73,Lagrasse,1348,46679,46686,47474,47481,638,Lagrasse,"Lagrasse, Aude, Occitanie, FRA",City,France,FRA,FR,FRE,43.0929,2.6193,43.0459,2.5723,43.1399,2.6663,exact,auto,,,,Place,1340-1349,14,12.94257660440588
74,Toulouse,1348,46949,46956,47778,47785,697,Toulouse,"Toulouse, Haute-Garonne, Occitanie, FRA",City,France,FRA,FR,FRE,43.6058,1.4486,43.5308,1.3736,43.6808,1.5236,exact,auto,,,,Place,1340-1349,14,20.592765051291252
75,Auvergne,1348,47287,47294,48139,48146,863,Auvergne,"Auvergne, FRA",Historical Region,France,FRA,FR,FRE,45.6,3.05,44.63,2.04,46.57,4.06,approximate,manual,,,,Region,1340-1349,14,266.87198843831686
76,Genf,1348,47422,47425,48292,48295,909,Genève,"Genève, CHE",City,Switzerland,CHE,CH,FRE,46.2083,6.1428,46.1783,6.1128,46.2383,6.1727,exact,auto,,,,Place,1340-1349,14,8.109121929243724
77,Wallis,1348,47435,47440,48305,48310,910,Wallis,"Valais, CHE",State or Province,Switzerland,CHE,CH,GER,46.209,7.6075,45.583,6.9815,46.835,8.2335,exact,auto,,,Furrer,Administrative Unit,1340-1349,14,169.2957610581611
78,Bern,1348,47455,47458,48334,48337,977,Bern,"Bern, CHE",City,Switzerland,CHE,CH,GER,46.9484,7.4405,46.8804,7.3725,47.0164,7.5085,exact,auto,,,Justinger,Place,1340-1349,14,18.31022577378141
79,Paris,1348,47818,47822,48742,48746,1174,Paris,"Paris, Île-de-France, FRA",City,France,FRA,FR,FRE,48.8572,2.3414,48.7742,2.2584,48.9402,2.4244,exact,auto,,,,Place,1340-1349,14,22.09520724186396
80,St. Denis,1348,56047,56055,57061,57069,1179,Saint-Denis,"Saint-Denis, Seine-Saint-Denis, Île-de-France, FRA",City,France,FRA,FR,FRE,48.9399,2.3555,48.9109,2.3265,48.9689,2.3845,exact,auto,,,Martin,Place,1340-1349,14,7.716162785774328
81,Normandie,1348,56153,56161,57176,57184,1195,Normandie,"Normandie, FRA",State or Province,France,FRA,FR,FRE,49.1202,0.1103,47.7092,-1.3007,50.5312,1.5213,exact,auto,,,,Administrative Unit,1340-1349,14,374.9590548166672
82,Picardie,1348,56275,56282,57298,57305,1238,Picardie,"Picardie, FRA",Historical Region,France,FRA,FR,FRE,49.66,2.53,48.84,1.38,50.37,4.26,approximate,manual,,,,Region,1340-1349,14,268.31951319635135
83,Languedoc,1348,56315,56323,57338,57346,695,Languedoc,"Languedoc, FRA",Historical Region,France,FRA,FR,FRE,43.59,3.26,42.33,1.69,44.98,4.85,approximate,manual,,,,Region,1340-1349,14,389.1109787040508
84,Gascogne,1348,56334,56341,57357,57364,786,Gascogne,"Gascogne, FRA",Historical Region,France,FRA,FR,FRE,44.66,1.61,42.96,-1.18,46.36,4.4,approximate,manual,,,,Region,1340-1349,14,580.8659583774503
85,Poitou,1348,56348,56353,57371,57376,887,Poitou,"Poitou, FRA",Historical Region,France,FRA,FR,FRE,45.9,-0.31,45.09,-1.56,47.18,1.21,approximate,manual,,,,Region,1340-1349,14,315.4975546270013
86,Bretagne,1348,56368,56375,57391,57398,1101,Brittany,"Brittany, FRA",State or Province,France,FRA,FR,FRE,48.202,-2.9326,47.2779,-5.1413,48.9009,-1.0156,exact,auto,,,,Administrative Unit,1340-1349,14,355.55598690451313
87,Calais,1348,57070,57075,58102,58107,1376,Calais,"Calais, Pas-de-Calais, Hauts-de-France, FRA",City,France,FRA,FR,FRE,50.9532,1.8537,50.9052,1.8057,51.0012,1.9017,exact,auto,,,Richard de Saint-Victor bei Rebouis; Delisle bei Gasquet,Place,1340-1349,14,12.61624036836351
88,Sardinien,1348,58580,58588,59671,59679,517,Sardinia,"Sardinia, ITA",State or Province,Italy,ITA,IT,ITA,40.0878,9.0305,39.0508,7.9935,41.1248,10.0675,exact,auto,,,,Administrative Unit,1340-1349,14,290.3490795660883
89,Korsika,1348,58594,58600,59685,59691,612,Corse,"Corse, FRA",State or Province,France,FRA,FR,FRE,42.1514,9.106,41.4774,8.432,42.8254,9.78,exact,auto,,,,Administrative Unit,1340-1349,14,186.58458689721203
90,Majorka,1348,58653,58659,59744,59750,511,Majorca,"Majorca, Illes Balears, Balearic Islands, ESP",Island,Spain,ESP,ES,SPA,39.6953,3.0176,39.2645,2.3447,39.9625,3.4786,exact,auto,,,,Island,1340-1349,14,124.32929822560463
91,Almeria,1348,58910,58916,60001,60007,413,Almería,"Almería, Andalucía, ESP",City,Spain,ESP,ES,SPA,36.834,-2.4637,36.8172,-2.4855,36.8659,-2.4287,exact,auto,,,Abu Dja'fae Ahmad ben Ali ben Mohammed ben Ali ben Khatimah,Place,1340-1349,14,7.407631548340098
92,Barcelona,1348,59326,59334,60437,60445,581,Barcelona,"Barcelona, Catalunya, ESP",City,Spain,ESP,ES,CAT,41.388,2.17,41.307,2.089,41.469,2.251,exact,auto,,,,Place,1340-1349,14,22.519660015581362
93,Valencia,1348,59412,59419,60523,60530,502,València,"València, Comunitat Valenciana, ESP",City,Spain,ESP,ES,CAT,39.4689,-0.3769,39.3569,-0.4889,39.5809,-0.2649,exact,auto,,,,Place,1340-1349,14,31.465927947560314
94,Saragossa,1348,59438,59446,60549,60557,593,Zaragoza,"Zaragoza, Aragón, ESP",City,Spain,ESP,ES,CAT,41.6488,-0.8891,41.614,-0.9472,41.6894,-0.8427,exact,auto,,,,Place,1340-1349,14,12.069642694612282
95,Katalonien,1348,59476,59485,60587,60596,598,Cataluña,"Catalunya, ESP",State or Province,Spain,ESP,ES,SPA,41.7985,1.5289,40.4225,0.1529,43.1745,2.9049,exact,auto,,,Kashlari,Administrative Unit,1340-1349,14,381.6343474667946
96,Arragon,1348,59498,59504,60609,60615,585,Aragón,"Aragón, ESP",State or Province,Spain,ESP,ES,SPA,41.5196,-0.6599,40.0146,-2.1649,43.0246,0.8451,exact,auto,,,Kashlari,Administrative Unit,1340-1349,14,418.0503211307874
97,Navarra,1348,59507,59513,60618,60624,629,Navarra,"Navarra, Comunidad Foral de Navarra, ESP",County,Spain,ESP,ES,SPA,42.6671,-1.6461,41.8721,-2.4411,43.4621,-0.8511,exact,auto,,,Kashlari,Administrative Unit,1340-1349,14,219.44089261072153
98,Kastilien,1348,59519,59527,60630,60638,597,Castilla y León,"Castilla y León, ESP",State or Province,Spain,ESP,ES,SPA,41.7542,-4.782,39.6402,-6.896,43.8682,-2.668,exact,auto,,,Kashlari,Administrative Unit,1340-1349,14,586.3586879529779
99,Sevilla,1348,62605,62611,63727,63733,436,Sevilla,"Sevilla, Andalucía, ESP",City,Spain,ESP,ES,SPA,37.3879,-6.002,37.2969,-6.093,37.4789,-5.911,exact,auto,,,,Place,1340-1349,14,25.847755792895978
100,Melcombe Regis,1348,72223,72236,73673,73686,1332,Melcombe Regis,"Melcombe Regis, Dorset, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,50.6206,-2.4514,50.6106,-2.4614,50.6306,-2.4414,exact,auto,,,,Place,1340-1349,14,2.6337288976226096
101,Dorset,1348,72288,72293,73738,73743,1357,Dorset,"Dorset, England, GBR",County,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,50.8037,-2.3075,50.3417,-2.7695,51.2657,-1.8455,exact,auto,,,,Administrative Unit,1340-1349,14,121.54002597578678
102,Devon,1348,72296,72300,73746,73750,1353,Devon,"Devon, England, GBR",County,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,50.753,-3.8116,50.043,-4.5216,51.463,-3.1016,exact,auto,,,,Administrative Unit,1340-1349,14,186.83533951420648
103,Somerset,1348,72306,72313,73756,73763,1389,Somerset,"Somerset, England, GBR",County,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.1051,-2.9262,50.8208,-3.8398,51.333,-2.2444,exact,auto,,,,Administrative Unit,1340-1349,14,125.16139352706314
104,Bristol,1348,72319,72325,73769,73775,1419,Bristol,"Bristol, Avon, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.4538,-2.5917,51.3878,-2.6577,51.5198,-2.5257,exact,auto,,,,Place,1340-1349,14,17.29426086792489
105,Gloucester,1348,72872,72881,74322,74331,1453,Gloucester,"Gloucester, Gloucestershire, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.8638,-2.2495,51.8218,-2.2915,51.9058,-2.2075,exact,auto,,,,Place,1340-1349,14,10.9778065582374
106,Oxford,1348,73000,73005,74450,74455,1444,Oxford,"Oxford, Oxfordshire, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.7563,-1.2595,51.7043,-1.3115,51.8083,-1.2075,exact,auto,,,,Place,1340-1349,14,13.60053677899981
107,London,1348,73175,73180,74625,74630,1425,London,"London, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.5074,-0.1278,51.3849,-0.3515,51.6723,0.1483,exact,auto,,,,Place,1340-1349,14,47.08148215456689
