id,name_orig,year,start,end,start_orig,end_orig,locid,name,name_detail,type_detail,country,country_ISO3,country_ISO2,LangCode,lat,lon,lat_min,lon_min,lat_max,lon_max,status,mode,remark,doublecount,authors,type,decade,century,bbox_diag_km
3337,Dschedda,1815,582585,582592,599058,599065,145,Jeddah,"Jeddah, SAU",City,Saudi Arabia,SAU,SA,ENG,21.4858,39.1925,20.9954,39.0294,21.9048,39.3929,exact,auto,,,"Pruner, Tholozan",Place,1810-1819,19,107.89157448122259
3338,Jambo,1815,582598,582602,599071,599075,174,Yanbu,"Yanbu, SAU",City,Saudi Arabia,SAU,SA,ENG,24.0232,38.19,23.8494,37.807,24.2401,38.4473,exact,auto,,,"Pruner, Tholozan",Place,1810-1819,19,78.1981156581335
3339,Mekka,1815,582634,582638,599107,599111,142,Makkah,"Makkah, SAU",City,Saudi Arabia,SAU,SA,ENG,21.3891,39.8579,21.279,39.6902,21.593,40.0029,exact,auto,,,"Pruner, Tholozan",Place,1810-1819,19,47.608710230386436
3340,Kairo,1815,582940,582944,599433,599437,245,Cairo,"Cairo, EGY",City,Egypt,EGY,EG,ENG,30.0444,31.2357,30.0084,31.215,30.1106,31.302,exact,auto,,,,Place,1810-1819,19,14.115527182258587
3341,Konstantinopel,1815,583007,583020,599500,599513,562,Istanbul,"İstanbul, Istanbul, TUR",City,Turkey,TUR,TR,TUR,41.0138,28.9497,40.8868,28.8227,41.1408,29.0767,exact,auto,,,,Place,1810-1819,19,35.381630714057465
3342,Bosnien,1815,583096,583102,599589,599595,759,Bosnia and Herzegovina,Bosnia and Herzegovina,Country,Bosnia and Herzegovina,BIH,BA,ENG,44.1683,17.7852,42.5143,16.1312,45.8223,19.4392,exact,auto,,,"Frari, Pavissich, Lorenser",Country,1810-1819,19,452.583396760379
3343,Dalmatien,1815,583126,583134,599619,599627,685,Splitsko-dalmatinska zupanija,"Splitsko-dalmatinska zupanija, HRV",State or Province,Croatia,HRV,HR,SCR,43.4927,16.7082,42.5977,15.8132,44.3877,17.6032,exact,auto,,,"Frari, Pavissich, Lorenser",Administrative Unit,1810-1819,19,245.88489591870325
3344,Macarsca,1815,583378,583385,599871,599878,660,Makarska,"Makarska, Splitsko-dalmatinska zupanija, HRV",City,Croatia,HRV,HR,SCR,43.304,17.0115,43.259,16.9665,43.349,17.0565,exact,auto,,,"Frari, Pavissich, Lorenser",Place,1810-1819,19,12.376960721589262
3345,Fiume,1815,583644,583648,600137,600141,834,Rijeka,"Rijeka, Primorsko-goranska zupanija, HRV",City,Croatia,HRV,HR,ENG,45.3267,14.4472,45.2567,14.3772,45.3967,14.5172,exact,auto,,,"Frari, Pavissich, Lorenser",Place,1810-1819,19,19.029679405639637
3346,Istrien,1815,583651,583657,600144,600150,823,Istarska županija,"Istarska županija, HRV",State or Province,Croatia,HRV,HR,SCR,45.1997,13.8925,44.8267,13.5195,45.5727,14.2655,exact,auto,,,"Frari, Pavissich, Lorenser",Administrative Unit,1810-1819,19,101.47513868061489
3347,Triniti,1815,583677,583683,600170,600176,610,Isole Tremiti,"Isole Tremiti, Foggia, ITA",City,Italy,ITA,IT,ITA,42.1144,15.4886,42.0144,15.3886,42.2144,15.5886,exact,auto,"This is probably a misreading/typo of Tremiti, see https://books.google.no/books?id=N3DXwDLm9QEC&pg=PA72&lpg=PA72&dq=Tremiti+storia+peste&source=bl&ots=8tRjzgCdVM&sig=ACfU3U3hfje8lE2p4bOmm7x0YC9XyP73IQ&hl=de&sa=X&ved=2ahUKEwiC9dTgivPjAhWJxIsKHbtvBQwQ6AEwA3oECAkQAQ#v=onepage&q=Tremiti%20storia%20peste&f=false",,"Frari, Pavissich, Lorenser",Place,1810-1819,19,27.68977770353954
3348,Raska,1815,583757,583761,600250,600254,656,Raska,"Raska, Raski Okrug, Centralna Srbija, SRB",City,Serbia,SRB,RS,ENG,43.2896,20.6161,43.2703,20.5972,43.3038,20.64,exact,auto,,,"Frari, Pavissich, Lorenser",Place,1810-1819,19,5.086974143299019
3349,Semlin,1815,583920,583925,600413,600418,796,Zemun,"Beograd-Zemun, Belgrade, Grad Beograd, Centralna Srbija, SRB",City,Serbia,SRB,RS,SCX,44.8453,20.4104,44.8353,20.4004,44.8553,20.4204,exact,auto,see https://en.wikipedia.org/wiki/Zemun,,"Frari, Pavissich, Lorenser",Place,1810-1819,19,2.7261585475471732
3350,Korfu,1815,583950,583954,600443,600447,507,Corfou,Corfou,Island,Greece,GRC,GR,ENG,39.6243,19.9217,39.3604,19.6286,39.8222,20.1226,exact,auto,,,"Frari, Pavissich, Lorenser",Island,1810-1819,19,66.54761101215846
3351,Noja,1815,584072,584075,600595,600598,563,Noicattaro,"Noicattaro, Città Metropolitana di Bari, ITA",City,Italy,ITA,IT,ITA,41.0333,16.9864,40.9843,16.9374,41.0823,17.0354,exact,auto,,,"Bozzelli, d'Onoebio, Morea, Schönberg, Corradi, Ventignano",Place,1810-1819,19,13.649727037974156
3352,Stavropol,1816,573525,573533,589753,589761,804,Stavropol',"Stavropol', Stavropol Krai, RUS",City,Russian Federation (the),RUS,RU,ENG,45.0517,41.9936,44.9147,41.8566,45.1887,42.1306,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,37.30352545620106
3353,Mozdok,1816,573539,573544,589767,589772,715,Mozdok,"Mozdok, Mozdokskiy rayon, North Ossetia-Alania Republic, RUS",City,Russian Federation (the),RUS,RU,ENG,43.7444,44.6523,43.7134,44.6213,43.7754,44.6833,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,8.504929874254403
3354,Nikalajewsk,1816,573554,573564,589782,589792,797,Nikolaevskaya,"Nikolaevskaya, Uspenskiy rayon, Krasnodar Krai, RUS",District,Russian Federation (the),RUS,RU,RUX,44.8629,41.5698,44.8459,41.5528,44.8799,41.5868,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,4.633995763323821
3355,Alexandrowsky,1816,573586,573598,589814,589826,790,Aleksandrovskoye,"Aleksandrovskoye, Aleksandrovskiy rayon, Stavropol Krai, RUS",City,Russian Federation (the),RUS,RU,RUS,44.7661,42.8767,44.6831,42.7937,44.8491,42.9597,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,22.637508774293327
3356,Noja,1816,584072,584075,600595,600598,563,Noicattaro,"Noicattaro, Città Metropolitana di Bari, ITA",City,Italy,ITA,IT,ITA,41.0333,16.9864,40.9843,16.9374,41.0823,17.0354,exact,auto,,1,"Bozzelli, d'Onoebio, Morea, Schönberg, Corradi, Ventignano",Place,1810-1819,19,13.649727037974156
3357,Neapel,1816,594890,594895,611475,611480,550,Napoli,"Napoli, ITA",City,Italy,ITA,IT,ITA,40.8401,14.2523,40.7531,14.1653,40.9271,14.3393,exact,auto,,,,Place,1810-1819,19,24.260987980451493
3358,Konstantinopel,1816,595106,595119,611713,611726,562,Istanbul,"İstanbul, Istanbul, TUR",City,Turkey,TUR,TR,TUR,41.0138,28.9497,40.8868,28.8227,41.1408,29.0767,exact,auto,,,,Place,1810-1819,19,35.381630714057465
3359,Pera,1816,595127,595130,611734,611737,564,Beyoğlu,"Beyoğlu, İstanbul, TUR",City,Turkey,TUR,TR,TUR,41.0367,28.9863,41.0117,28.9613,41.0617,29.0113,exact,auto,,,,Place,1810-1819,19,6.964016854685792
3360,Bujukdere,1816,595159,595167,611766,611774,576,Büyükdere,"Büyükdere, Sarıyer, Istanbul, TUR",City,Turkey,TUR,TR,TUR,41.1601,29.0422,41.1501,29.0322,41.1701,29.0522,exact,auto,,,,Place,1810-1819,19,2.783711969639502
3361,Smyrna,1816,595258,595263,611865,611870,481,Izmir,"İzmir, Konak, İzmir, TUR",City,Turkey,TUR,TR,TUR,38.4262,27.1419,38.2802,26.9959,38.5722,27.2879,exact,auto,,,,Place,1810-1819,19,41.246082031974716
3362,Cypern,1816,595270,595275,611877,611882,346,Cyprus,Cyprus,Country,Cyprus,CYP,CY,ENG,35.0502,33.2262,34.1792,32.3552,35.9212,34.0972,exact,auto,,,,Country,1810-1819,19,250.320702968308
3363,Kreta,1816,595282,595286,611889,611893,349,Crete,"Crete, GRC",State or Province,Greece,GRC,GR,ENG,35.2291,24.8452,34.2861,23.9022,36.1721,25.7882,exact,auto,,,,Administrative Unit,1810-1819,19,270.77244331768907
3364,Alexandrien,1816,595292,595302,611899,611909,265,Alexandria,"Alexandria, EGY",City,Egypt,EGY,EG,ARA,31.2001,29.9187,31.1173,29.8234,31.3309,30.0864,exact,auto,,,,Place,1810-1819,19,34.48950189716837
3365,Kanea,1816,595357,595361,611964,611968,355,Chania,"Chania, GRC",City,Greece,GRC,GR,GRX,35.512,24.0123,35.483,23.9833,35.541,24.0413,exact,auto,,,,Place,1810-1819,19,8.315818637373798
3366,Salonichi,1816,595377,595385,611984,611992,535,Thessaloniki,"Thessaloniki, GRC",City,Greece,GRC,GR,GRX,40.6396,22.9371,40.6006,22.8981,40.6786,22.9761,exact,auto,,,,Place,1810-1819,19,10.887581866519248
3367,Korfu,1816,595426,595430,612033,612037,507,Corfou,Corfou,Island,Greece,GRC,GR,ENG,39.6243,19.9217,39.3604,19.6286,39.8222,20.1226,exact,auto,,,Morea,Island,1810-1819,19,66.54761101215846
3368,Marattia,1816,595514,595521,612121,612128,501,Marathias,"Marathias, Korissioi, GRC",Village,Greece,GRC,GR,ENG,39.4296,19.992,39.4196,19.982,39.4396,20.002,exact,auto,,,Morea,Place,1810-1819,19,2.8100525072694946
3369,Morea,1816,595586,595590,612201,612205,448,Peloponnese,Peloponnese,Colloquial Area,Greece,GRC,GR,GRE,37.6273,22.4396,36.7083,21.5206,38.5463,23.3586,exact,auto,,,,Region,1810-1819,19,260.6973334624126
3370,Albanien,1816,595596,595603,612211,612218,573,Albania,Albania,Country,Albania,ALB,AL,ENG,41.1346,20.0642,39.9316,18.8612,42.3376,21.2672,exact,auto,,,,Country,1810-1819,19,334.894530682842
3371,Malta,1816,595610,595614,612225,612229,368,Malta,Malta,Country,Malta,MLT,MT,MLT,35.9225,14.4001,35.7505,14.2281,36.0945,14.5721,exact,auto,,,Hennen,Country,1810-1819,19,49.22048178390425
3372,Abschasien,1817,573625,573634,589853,589862,639,Apkhazetis Avtonomiuri Respublika,"Apkhazetis Avtonomiuri Respublika, GEO",State or Province,Georgia,GEO,GE,GEX,43.1097,41.1672,42.2797,40.3372,43.9397,41.9972,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Administrative Unit,1810-1819,19,228.5272409608725
3373,Dollera,1817,575891,575897,592168,592174,151,Dholera,"Dholera, Dhandhuka, Ahmedabad, Gujarat, IND",Village,India,IND,IN,ENG,22.25,72.1852,22.24,72.1752,22.26,72.1952,exact,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Place,1810-1819,19,3.03024044135928
3374,Donduka,1817,575940,575946,592217,592223,155,Dhandhuka,"Dhandhuka, Ahmedabad, Gujarat, IND",City,India,IND,IN,ENG,22.3819,71.9807,22.3686,71.9495,22.3892,71.997,exact,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Place,1810-1819,19,5.394449364998013
3375,Limbdi,1817,575952,575957,592229,592234,156,Limbdi,"Limbdi, Surendranagar, Gujarat, IND",City,India,IND,IN,ENG,22.5688,71.8019,22.5554,71.78,22.581,71.8245,exact,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Place,1810-1819,19,5.38341981025428
3376,Konstantinopel,1817,595654,595667,612278,612291,562,Istanbul,"İstanbul, Istanbul, TUR",City,Turkey,TUR,TR,TUR,41.0138,28.9497,40.8868,28.8227,41.1408,29.0767,exact,auto,,,,Place,1810-1819,19,35.381630714057465
3377,Arabien,1817,595673,595679,612297,612303,177,Saudi Arabia,Saudi Arabia,Country,Saudi Arabia,SAU,SA,ENG,24.1214,44.5488,14.9074,35.3348,33.3354,53.7628,exact,auto,,,,Country,1810-1819,19,2764.542194090294
3378,Algier,1817,595723,595728,612347,612352,405,Algiers,"Algiers, Alger, DZA",City,Algeria,DZA,DZ,ARA,36.7525,3.042,36.6315,2.921,36.8735,3.163,exact,auto,,,,Place,1810-1819,19,34.48117163645172
3379,Tunis,1817,595807,595811,612431,612435,410,Tunis,"Tunis, TUN",City,Tunisia,TUN,TN,ARA,36.8,10.1827,36.65,10.0327,36.95,10.3327,exact,auto,,,,Place,1810-1819,19,42.7348830521122
3380,Tripolis,1817,595814,595821,612438,612445,307,Tripoli,"Tripoli, LBY",City,Libya,LBY,LY,ENG,32.8872,13.1913,32.8639,13.1532,32.9019,13.2235,exact,auto,,,,Place,1810-1819,19,7.806903877277717
3381,Marokko,1817,595827,595833,612451,612457,284,Morocco,Morocco,Country,Morocco,MAR,MA,ENG,32,-5,24.184,-12.816,39.816,2.816,exact,auto,,,,Country,1810-1819,19,2271.7881531168496
3382,Bona,1817,595862,595865,612486,612489,423,Annaba,"Annaba, DZA",City,Algeria,DZA,DZ,ARA,36.9,7.7667,36.86,7.7267,36.94,7.8067,exact,auto,,,,Place,1810-1819,19,11.390165623935253
3383,Tanger,1817,596009,596014,612633,612638,365,Tangier,"Tangier, Tanger Assilah, MAR",City,Morocco,MAR,MA,FRE,35.7798,-5.8035,35.6968,-5.8865,35.8628,-5.7205,exact,auto,,,,Place,1810-1819,19,23.768729798098892
3384,Tetnan,1817,596103,596108,612727,612732,358,Tétouan,"Tétouan, MAR",City,Morocco,MAR,MA,FRE,35.5779,-5.3567,35.5009,-5.4337,35.6549,-5.2797,exact,auto,,,,Place,1810-1819,19,22.072699327232876
3385,Mequinez,1817,596111,596118,612735,612742,319,Meknes,"Meknes, MAR",City,Morocco,MAR,MA,ENG,33.873,-5.5407,33.8339,-5.6096,33.9281,-5.4664,exact,auto,,,,Place,1810-1819,19,16.866145416843654
3386,Fez,1817,596121,596123,612745,612747,325,Fès,"Fès, MAR",City,Morocco,MAR,MA,ENG,34.0181,-5.0078,33.9725,-5.0756,34.0754,-4.9279,exact,auto,,,,Place,1810-1819,19,17.782033957715548
3387,Kutsch,1818,576021,576026,592298,592303,158,Gujarat,"Gujarat, IND",State or Province,India,IND,IN,ENG,22.6955,71.577,19.9745,68.856,25.4165,74.298,exact,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Administrative Unit,1810-1819,19,823.0695426017777
3388,Grusien,1819,573723,573729,589951,589957,615,Georgia,Georgia,Country,Georgia,GEO,GE,ENG,42.1805,43.5071,39.8655,41.1921,44.4955,45.8221,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Country,1810-1819,19,640.5393944130667
3389,Jassy,1819,573801,573805,590029,590033,993,Iasi,"Iasi, ROU",City,Romania,ROU,RO,ENG,47.1594,27.5873,47.0694,27.4973,47.2494,27.6773,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,24.20373665802541
3390,Ataki,1819,573871,573875,590099,590103,1137,Otaci,"Otaci, Raionul Ocniţa, MDA",City,Moldova (the Republic of),MDA,MD,MOL,48.43,27.7939,48.415,27.7789,48.445,27.8089,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,4.003403852481134
3391,Brailow,1819,573906,573912,590134,590140,829,Brailov,"Brailov, Brăila, ROU",City,Romania,ROU,RO,RUM,45.2667,27.9833,45.1867,27.9033,45.3467,28.0633,exact,auto,https://books.google.no/books?id=ukZEAAAAcAAJ&pg=PA611&lpg=PA611&dq=%22Brailow%22+Bessarabie&source=bl&ots=QuLTlCrDMm&sig=ACfU3U1tmR7Jr3vSQP7UnpQL_O0jBLj-fw&hl=de&sa=X&ved=2ahUKEwij7YHnm4TjAhXFo4sKHXz0Dn4Q6AEwCXoECAgQAQ#v=onepage&q=%22Brailow%22%20Bessarabie&f=false,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,21.755821323634347
3392,Sawka,1819,573915,573919,590143,590147,1132,Sauca,"Sauca, Ocnița, MDA",City,Moldova (the Republic of),MDA,MD,RMX,48.3758,27.7254,48.3218,27.6714,48.4298,27.7794,exact,auto,,,"Tholozan, Archangelsky, Dörbeck",Place,1810-1819,19,14.416949474047584
3393,Goritschany,1819,573922,573932,590150,590160,,,,,,,,,,,,,,,unknown,,,,"Tholozan, Archangelsky, Dörbeck",,1810-1819,19,
3394,Buriad,1819,576046,576051,592323,592328,158,Gujarat,"Gujarat, IND",State or Province,India,IND,IN,ENG,22.6955,71.577,19.9745,68.856,25.4165,74.298,approximate,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Administrative Unit,1810-1819,19,823.0695426017777
3395,Konstantinopel,1819,596688,596701,613352,613365,562,Istanbul,"İstanbul, Istanbul, TUR",City,Turkey,TUR,TR,TUR,41.0138,28.9497,40.8868,28.8227,41.1408,29.0767,exact,auto,,,Pruner,Place,1810-1819,19,35.381630714057465
3396,Odessa,1819,597288,597293,613999,614004,923,Odessa,"Odessa, Odesa, UKR",City,Ukraine,UKR,UA,ENG,46.4725,30.7371,46.3555,30.6201,46.5895,30.8541,exact,auto,,,Waradinoff bei Dörbeck,Place,1810-1819,19,31.59329788235258
3397,Dollera,1820,576096,576102,592373,592379,151,Dholera,"Dholera, Dhandhuka, Ahmedabad, Gujarat, IND",Village,India,IND,IN,ENG,22.25,72.1852,22.24,72.1752,22.26,72.1952,exact,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Place,1820-1829,19,3.03024044135928
3398,Ahmedabad,1820,576124,576132,592401,592409,160,Ahmedabad,"Ahmedabad, Gujarat, IND",City,India,IND,IN,ENG,23.0278,72.6003,22.8908,72.4633,23.1648,72.7373,exact,auto,,,"Morehead, Gilder, Hankin, Whyte, Haeser, Simpson",Place,1820-1829,19,41.40628907742977
3399,Majorka,1820,597415,597421,614152,614158,511,Majorca,"Majorca, Illes Balears, Balearic Islands, ESP",Island,Spain,ESP,ES,SPA,39.6953,3.0176,39.2645,2.3447,39.9625,3.4786,exact,auto,,,Graeberg von Hemsoe,Island,1820-1829,19,124.32929822560463
3400,Kap Pera,1820,597428,597435,614165,614172,512,Capdepera,"Capdepera, Illes Balears, ESP",City,Spain,ESP,ES,CAT,39.7023,3.4338,39.6493,3.3808,39.7553,3.4868,exact,auto,,,Graeberg von Hemsoe,Place,1820-1829,19,14.871459391147708
3401,Arta,1820,597545,597548,614282,614285,510,Artà,"Artà, Illes Balears, ESP",City,Spain,ESP,ES,CAT,39.6912,3.3485,39.6042,3.2615,39.7782,3.4355,exact,auto,,,Graeberg von Hemsoe,Place,1820-1829,19,24.413093237039277
3402,San Severa,1820,597566,597575,614303,614312,508,Son Servera,"Son Servera, Illes Balears, ESP",City,Spain,ESP,ES,CAT,39.6253,3.3548,39.5783,3.3078,39.6723,3.4018,exact,auto,,,Graeberg von Hemsoe,Place,1820-1829,19,13.193367623061521
3403,San Lorenzo,1820,597581,597591,614318,614328,506,Sant Llorenç des Cardassar,"Sant Llorenç des Cardassar, Illes Balears, ESP",City,Spain,ESP,ES,CAT,39.6084,3.283,39.5384,3.213,39.6784,3.353,exact,auto,,,Graeberg von Hemsoe,Place,1820-1829,19,19.651479782264293
3404,Palma,1820,597772,597776,614509,614513,505,Palma,"Palma, Illes Balears, ESP",City,Spain,ESP,ES,CAT,39.5696,2.6502,39.5379,2.5919,39.602,2.7696,exact,auto,,,Graeberg von Hemsoe,Place,1820-1829,19,16.816631332939483
3405,Erzerum,1821,597904,597910,614664,614670,514,Erzurum,"Erzurum, TUR",City,Turkey,TUR,TR,TUR,39.9086,41.2769,39.8726,41.2409,39.9446,41.3129,exact,auto,,,,Place,1820-1829,19,10.090127135925721
3406,Nagpur,1821,598199,598204,614959,614964,238,Pauri Garhwal,"Pauri Garhwal, Uttarakhand, IND",County,India,IND,IN,ENG,29.8688,78.8383,29.4339,78.2358,30.2663,79.2557,approximate,auto,,,"Webb, Ranken, Indian Commission",Administrative Unit,1820-1829,19,135.06213518155988
3407,Budham,1821,598210,598215,614970,614975,238,Pauri Garhwal,"Pauri Garhwal, Uttarakhand, IND",County,India,IND,IN,ENG,29.8688,78.8383,29.4339,78.2358,30.2663,79.2557,approximate,auto,,,"Webb, Ranken, Indian Commission",Administrative Unit,1820-1829,19,135.06213518155988
3408,Kidarnath,1821,598304,598312,615064,615072,256,Kedarnath,"Kedarnath, Ukhimath, Rudraprayag, Uttarakhand, IND",District,India,IND,IN,ENG,30.7333,79.0677,30.7233,79.0577,30.7433,79.0777,exact,auto,,,"Webb, Ranken, Indian Commission",Place,1820-1829,19,2.932541817474494
3409,Garhwal,1821,598708,598714,615468,615474,238,Pauri Garhwal,"Pauri Garhwal, Uttarakhand, IND",County,India,IND,IN,ENG,29.8688,78.8383,29.4339,78.2358,30.2663,79.2557,exact,auto,,,"Webb, Ranken, Indian Commission",Administrative Unit,1820-1829,19,135.06213518155988
3410,Kumaon,1821,598720,598725,615480,615485,236,Kumaon Division,"Kumaon Division, IND",Historical Region,India,IND,IN,ENG,29.67,79.91,28.74,78.89,30.61,80.94,approximate,manual,,,"Webb, Ranken, Indian Commission",Region,1820-1829,19,287.1481104521496
3411,Türkei,1822,599248,599253,616043,616048,490,Turkey,Turkey,Country,Turkey,TUR,TR,ENG,39.0663,35.1423,32.7043,28.7803,45.4283,41.5043,exact,auto,,,,Country,1820-1829,19,1786.5396584173081
3412,Ägypten,1822,599262,599268,616057,616063,201,Egypt,Egypt,Country,Egypt,EGY,EG,ENG,26.5123,29.8705,20.9763,24.3345,32.0483,35.4065,exact,auto,,,,Country,1820-1829,19,1649.8678754164905
3413,Pali,1823,598746,598749,615506,615509,192,Pāli,"Pali, Rajasthan, IND",City,India,IND,IN,ENG,25.7728,73.3234,25.7228,73.2733,25.8228,73.3734,exact,auto,,,"Webb, Ranken, Indian Commission",Place,1820-1829,19,14.970356393333386
3414,Katsch,1823,598954,598959,615714,615719,171,Kutch,"Kutch, Gujarat, IND",County,India,IND,IN,ENG,23.6241,69.9589,22.2411,68.5759,25.0071,71.3419,exact,auto,,,"Webb, Ranken, Indian Commission",Administrative Unit,1820-1829,19,417.1029448583073
3415,Eriwan,1823,599354,599359,616149,616154,520,Yerevan,"Yerevan, ARM",City,Armenia,ARM,AM,ARM,40.1811,44.5136,40.0781,44.4106,40.2841,44.6166,exact,auto,,,,Place,1820-1829,19,28.82635040776435
3416,Elisawetpol,1823,599362,599372,616157,616167,541,Elisavetpol,"Elizavetpol, AZE",City,Azerbaijan,AZE,AZ,AZE,40.6828,46.3606,40.6308,46.3086,40.7348,46.4126,exact,auto,,,,Place,1820-1829,19,14.513341068761218
3417,Schemacha,1823,599375,599383,616170,616178,534,Shamakhi,"Shamakhi, AZE",City,Azerbaijan,AZE,AZ,AZE,40.6314,48.6414,40.5514,48.5614,40.7114,48.7214,exact,auto,,,,Place,1820-1829,19,22.33449632867359
3418,Tiflis,1823,599414,599419,616209,616214,596,Tbilisi,"Tbilisi, GEO",City,Georgia,GEO,GE,ENG,41.7091,44.7961,41.5911,44.6781,41.8271,44.9141,exact,auto,,,Tholozan,Place,1820-1829,19,32.747956364902684
3419,Erzerum,1824,599466,599472,616272,616278,514,Erzurum,"Erzurum, TUR",City,Turkey,TUR,TR,TUR,39.9086,41.2769,39.8726,41.2409,39.9446,41.3129,exact,auto,,,Lacheze,Place,1820-1829,19,10.090127135925721
3420,Trapezunt,1824,599478,599486,616284,616292,561,Trabzon,"Trabzon, TUR",City,Turkey,TUR,TR,TUR,41.0027,39.7168,40.9735,39.6524,41.0124,39.8101,exact,auto,,,Lacheze,Place,1820-1829,19,13.924449989414756
3421,Alexandrien,1824,599492,599502,616308,616318,265,Alexandria,"Alexandria, EGY",City,Egypt,EGY,EG,ARA,31.2001,29.9187,31.1173,29.8234,31.3309,30.0864,exact,auto,,,,Place,1820-1829,19,34.48950189716837
3422,Kairo,1824,599537,599541,616353,616357,245,Cairo,"Cairo, EGY",City,Egypt,EGY,EG,ENG,30.0444,31.2357,30.0084,31.215,30.1106,31.302,exact,auto,,,,Place,1820-1829,19,14.115527182258587
3423,Sisopol,1824,599613,599619,616429,616435,620,Sozopol,"Sozopol, Burgas, BGR",City,Bulgaria,BGR,BG,BUX,42.419,27.6939,42.236,27.5109,42.602,27.8769,exact,auto,,,"Lorinser, Dörbeck",Place,1820-1829,19,50.58564657559516
3424,Varna,1824,599641,599645,616457,616461,649,Varna,"Varna, BGR",City,Bulgaria,BGR,BG,ENG,43.2063,27.9252,43.0733,27.7922,43.3393,28.0582,exact,auto,,,"Lorinser, Dörbeck",Place,1820-1829,19,36.60110021723759
3425,Moldau,1824,599682,599687,616498,616503,1124,Moldavia,Moldavia,Historical Region,,,,,48.29,29.6,45.52,25.94,51.06,33.26,approximate,manual,,,"Lorinser, Dörbeck",Region,1820-1829,19,819.4280528473842
3426,Wallachei,1824,599693,599701,616509,616517,870,Walachia,Walachia,Historical Region,,,,,45.69,28.57,43.82,21.9,47.56,35.24,approximate,manual,,,"Lorinser, Dörbeck",Region,1820-1829,19,1114.6894252107581
3427,Tutschkoff,1824,599915,599924,616731,616740,835,Izmail,"Izmail, Izmail'skiy rayon, Odesa, UKR",City,Ukraine,UKR,UA,UKX,45.3424,28.8365,45.2894,28.7836,45.3954,28.8895,exact,auto,,,"Lorinser, Dörbeck",Place,1820-1829,19,14.402374333872745
3428,Tutschkoff,1825,599915,599924,616731,616740,835,Izmail,"Izmail, Izmail'skiy rayon, Odesa, UKR",City,Ukraine,UKR,UA,UKX,45.3424,28.8365,45.2894,28.7836,45.3954,28.8895,exact,auto,,1,"Lorinser, Dörbeck",Place,1820-1829,19,14.402374333872745
3429,Barth,1825,604016,604020,620853,620857,875,Bolhrads'kyi district,"Bolhrads'kyi district, Odessa Oblast, UKR",State or Province,Ukraine,UKR,UA,UKX,45.7291,28.7779,45.4661,28.4803,46.0034,29.0753,approximate,auto,,,,Administrative Unit,1820-1829,19,75.51095838956347
3430,Bukarest,1825,604570,604577,621407,621414,776,Bucharest,"Bucharest, ROU",City,Romania,ROU,RO,ENG,44.4343,26.103,44.3173,25.986,44.5513,26.22,exact,auto,,,,Place,1820-1829,19,31.97205479432829
3431,Eriwan,1825,604626,604631,621463,621468,520,Yerevan,"Yerevan, ARM",City,Armenia,ARM,AM,ARM,40.1811,44.5136,40.0781,44.4106,40.2841,44.6166,exact,auto,,,,Place,1820-1829,19,28.82635040776435
3432,Diarbekr,1826,604695,604702,621532,621539,462,Diyarbakir,"Diyarbakir, Bağlar, Diyarbakir, TUR",City,Turkey,TUR,TR,TUR,37.9158,40.2189,37.8698,40.1729,37.9618,40.2649,exact,auto,,,,Place,1820-1829,19,13.030164035793003
3433,Mosul,1826,604705,604709,621542,621546,382,Mosul,"Mosul, Ninawa, IRQ",City,Iraq,IRQ,IQ,ENG,36.3566,43.164,36.2662,43.0147,36.4396,43.2666,exact,auto,,,,Place,1820-1829,19,29.675913064993583
3434,Urfa,1826,604712,604715,621549,621552,429,Sanliurfa,"Sanliurfa, TUR",City,Turkey,TUR,TR,TUR,37.1671,38.7939,37.1331,38.7599,37.2011,38.8279,exact,auto,,,,Place,1820-1829,19,9.668396315973649
3435,Aleppo,1826,604721,604726,621558,621563,375,Aleppo,"Aleppo, SYR",City,Syrian Arab Republic (the),SYR,SY,WEN,36.2012,37.1612,36.1272,37.0872,36.2752,37.2352,exact,auto,,,,Place,1820-1829,19,21.146659968321075
3436,Libanon,1826,604762,604768,621599,621605,322,Lebanon,Lebanon,Country,Lebanon,LBN,LB,ENG,33.9214,35.8934,33.1304,35.1024,34.7124,36.6844,exact,auto,,,Lacheze,Country,1820-1829,19,228.57912018100035
