cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,staple_year,fair_year
966,Kostrzyn,Poland,52.62,14.65,10,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,1424.0,
967,Koszalin,Poland,54.18,16.18,30,land baltic,False,True,0.0,1000.0,1000.0,1000.0,3000.0,0,0,1,0,1,0,0,,
972,Krakow,Poland,50.05,19.98,233,river baltic,False,True,5000.0,10000.0,10000.0,10000.0,22000.0,1,0,0,0,1,0,0,1306.0,
975,Krefeld,Germany,513330001831055.0,656699991226196.0,37,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
979,Krempe,Germany,53.83,9.48,6,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,1597.0
980,Krems,Austria,48.42,15.6,203,river black sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,0,,
984,Kruishoutem,Belgium,50.9,3.52,45,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
993,Kwidzyn,Poland,53.75,18.93,42,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,,
995,La Ciotat,France,43.17,5.6,1,med,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
997,La Rochelle,France,46.17,-1.17,15,north sea,False,True,1000.0,2000.0,2000.0,5000.0,10000.0,0,1,0,0,0,1,0,,
998,La Spezia,Italy,44.12,9.83,10,med,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,0,1,0,0,0,0,1,,
1000,Lahr,Germany,48.4,7.87,170,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1004,Lanciano,Italy,42.22,14.38,227,land mediterranean,False,True,4000.0,5000.0,7000.0,5000.0,7000.0,0,0,1,0,0,0,1,,
1005,Landau,Germany,49.2,8.12,142,river north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1006,Landshut,Germany,48.52,12.17,393,river black sea,True,True,0.0,1000.0,3000.0,9000.0,8000.0,1,0,0,0,0,0,0,,
1007,Langensalza,Germany,51.12,10.67,185,river north sea,True,True,2000.0,3000.0,4000.0,5000.0,4000.0,1,0,0,0,0,1,0,,1438.0
1008,Langres,France,47.87,5.33,468,land north sea,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,1,0,,
1009,Laon,France,49.57,3.67,80,land north sea,False,True,4000.0,5000.0,6000.0,4000.0,10000.0,0,0,1,0,0,1,0,,
1013,Latina,Italy,41.57,12.9,21,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1014,Lauingen,Germany,48.57,10.42,439,river black sea,True,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,0,,
1015,Laurenzana,Italy,40.47,15.97,850,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1016,Lauria,Italy,40.03,15.83,430,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1017,Lausanne,Switzerland,46.52,6.63,372,river mediterranean,True,True,4000.0,5000.0,6000.0,5000.0,5000.0,1,0,0,0,0,0,1,,
1018,Laval,France,48.07,-0.77,58,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1019,Lavaur,France,43.68,1.8,141,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1020,Le Blanc,France,46.63,1.07,100,river north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1021,Le Havre,France,49.5,0.13,4,north sea,False,True,0.0,0.0,0.0,0.0,1000.0,0,1,0,0,0,1,0,,
1022,Le Mans,France,48.0,0.2,50,river north sea,False,True,3000.0,3000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,
1023,Le Puy,France,45.03,3.88,713,land north sea,False,True,4000.0,5000.0,6000.0,4000.0,5000.0,0,0,1,0,0,1,0,,
1026,Lecce,Italy,40.38,18.18,41,land mediterranean,False,True,4000.0,5000.0,7000.0,6000.0,15000.0,0,0,1,0,0,0,1,,
1027,Lectoure,France,43.93,0.63,68,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,
1030,Leer,Germany,53.23,7.43,3,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,1508.0
1031,Leeuwarden,Netherlands,53.2,5.77,1,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,
1033,Legnica,Poland,51.22,16.15,108,land baltic,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,1,0,0,,
1035,Leiden,Netherlands,52.15,4.5,-2,river north sea,True,True,2000.0,2000.0,3000.0,6000.0,14000.0,1,0,0,0,0,1,0,,1200.0
1036,Leipzig,Germany,51.32,12.37,110,river north sea,True,True,3000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,1507.0,1156.0
1038,Lens,France,50.43,2.83,44,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,1456.0
1039,Lentini,Italy,37.28,15.0,53,land mediterranean,False,True,2000.0,2000.0,2000.0,5000.0,5000.0,0,0,1,0,0,0,1,,
1041,Leonessa,Italy,42.57,12.97,969,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1042,Leonforte,Italy,37.63,14.4,482,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1043,Lercara,Italy,37.75,13.6,675,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1045,Leszno,Poland,51.85,16.58,90,land baltic,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,1,0,0,,
1046,Leuven,Belgium,50.88,4.7,35,river north sea,True,True,4000.0,7000.0,20000.0,17000.0,17000.0,1,0,0,0,0,1,0,,1152.0
1047,Leverkusen,Germany,51.03,6.98,60,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1050,Libourne,France,44.92,-0.23,2,river north sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1051,Licata,Italy,37.08,13.93,48,med + river,False,True,5000.0,7000.0,5000.0,2000.0,3000.0,1,1,0,0,0,0,1,,
1053,Licodia Eubea,Italy,37.17,14.7,688,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1055,Liege,Belgium,50.63,5.57,65,river north sea,True,True,5000.0,8000.0,11000.0,15000.0,20000.0,1,0,0,0,0,1,0,1369.0,1339.0
1057,Lier,Belgium,51.13,4.57,3,river north sea,True,True,1000.0,1000.0,1000.0,4000.0,5000.0,1,0,0,0,0,1,0,1309.0,
1058,Lille,France,50.63,3.07,25,land north sea,False,True,3000.0,12000.0,30000.0,22000.0,26000.0,0,0,1,0,0,1,0,,
1062,Limoges,France,45.83,1.27,298,river north sea,False,True,4000.0,5000.0,4000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1063,Limoux,France,43.07,2.23,156,river mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,
1067,Linz,Austria,48.3,14.3,258,river black sea,True,True,3000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,0,0,,
1069,Lippstadt,Germany,51.67,8.32,79,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,1244.0
1072,Lisieux,France,49.15,0.23,96,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1074,Livorno,Italy,43.55,10.32,10,med,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,0,0,1,,
1075,Ljubljana,Slovenia,46.05,14.52,298,river black sea,True,True,3000.0,3000.0,4000.0,3000.0,5000.0,1,0,0,0,0,0,0,,
1078,Loches,France,47.13,1.0,97,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1079,Lodeve,France,43.72,3.32,117,river mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,1,,
1080,Lodi,Italy,45.32,9.5,68,river mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,8000.0,1,0,0,0,0,0,1,,
1081,Lodz,Poland,51.78,19.47,162,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
1084,Lokeren,Belgium,5110234.0,3994066.0,3,river north sea,True,True,1000.0,2000.0,3000.0,6000.0,7000.0,1,0,0,0,0,1,0,,
1087,Lons le saunier,France,46.67,5.55,243,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1090,Lorient,France,47.75,-3.37,6,north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,,
1091,Loudun,France,47.02,0.08,47,land north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,
1094,Louviers,France,49.22,1.17,11,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1096,Luban,Poland,51.13,15.3,72,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,,
1097,Lublin,Poland,51.25,22.58,168,land baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,1,0,0,1493.0,
1098,Lucca,Italy,43.83,10.48,13,river mediterranean,False,True,7000.0,10000.0,16000.0,23000.0,30000.0,1,0,0,0,0,0,1,,
1100,Lucera,Italy,41.5,15.33,175,land mediterranean,False,True,3000.0,8000.0,11000.0,15000.0,3000.0,0,0,1,0,0,0,1,,
1101,Ludwigsburg,Germany,48.88,9.18,295,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,
1102,Ludwigshafen,Germany,49.48,8.45,95,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,
1103,Luebeck,Germany,53.87,10.67,15,baltic + river,True,True,3000.0,11000.0,15000.0,17000.0,25000.0,1,1,0,0,1,0,0,1417.0,
1104,Lueneburg,Germany,53.25,10.42,16,river north sea,True,True,4000.0,8000.0,8000.0,5000.0,12000.0,1,0,0,0,0,1,0,1365.0,1300.0
1105,Lugano,Switzerland,46.02,8.97,273,river mediterranean,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
1109,Lunel,France,43.68,4.13,12,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1110,Luneville,France,48.59,6.5,233,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1113,Luzern,Switzerland,47.05,8.3,422,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
1115,Lyon,France,45.75,4.87,175,river mediterranean,False,True,9000.0,10000.0,12000.0,8000.0,35000.0,1,0,0,0,0,0,1,,
1117,Maassluis,Netherlands,51.93,4.23,4,north sea + river,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,1,0,0,0,1,0,,
1118,Maastricht,Netherlands,50.87,5.72,54,river north sea,True,True,3000.0,4000.0,10000.0,7000.0,10000.0,1,0,0,0,0,1,0,1500.0,1243.0
1120,Macerata,Italy,43.3,13.45,269,land mediterranean,False,True,2000.0,3000.0,6000.0,4000.0,6000.0,0,0,1,0,0,0,1,,
1121,Macon,France,46.3,4.83,171,river mediterranean,False,True,3000.0,3000.0,4000.0,2000.0,2000.0,1,0,0,0,0,0,1,,
1122,Maddaloni,Italy,41.03,14.38,50,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1124,Magdeburg,Germany,52.12,11.63,42,river north sea,True,True,8000.0,16000.0,15000.0,10000.0,18000.0,1,0,0,0,0,1,0,1309.0,1179.0
1129,Mainz,Germany,50.02,8.27,106,river north sea,True,True,7000.0,9000.0,13000.0,9000.0,6000.0,1,0,0,0,0,1,0,1470.0,
1130,Mako,Hungary,46.22,20.48,86,land black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1133,Malbork,Poland,54.03,19.02,6,river baltic,False,True,0.0,0.0,1000.0,0.0,1000.0,1,0,0,0,1,0,0,,
1134,Malmedy,Belgium,50.42,6.03,344,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1136,Mamers,France,48.35,0.38,105,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1137,Mammola,Italy,38.37,16.25,240,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1140,Manduria,Italy,40.3,17.63,79,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,
1141,Manfredonia,Italy,41.62,15.92,5,med,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1142,Mannheim,Germany,49.48,8.48,95,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1143,Manosque,France,43.83,5.78,279,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1146,Mantua,Italy,45.15,10.8,16,river mediterranean,False,True,17000.0,15000.0,25000.0,20000.0,25000.0,1,0,0,0,0,0,1,,
1148,Marburg,Germany,50.82,8.77,186,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1151,Maribor,Slovenia,46.55,15.65,275,river black sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,0,0,,
1152,Marienberg,Germany,50.65,13.17,620,land north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,0,1,0,0,1,0,,
1153,Marigliano,Italy,40.93,14.45,30,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
1154,Marineo,Italy,37.95,13.42,550,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1156,Marmande,France,44.5,0.17,40,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1157,Marsala,Italy,37.8,12.43,5,med,False,True,4000.0,5000.0,6000.0,3000.0,6000.0,0,1,0,0,0,0,1,,
1158,Marseille,France,43.3,5.4,54,med,False,True,9000.0,12000.0,15000.0,10000.0,21000.0,0,1,0,0,0,0,1,,
1159,Marsico Nuovo,Italy,40.42,15.73,850,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1160,Martigues,France,43.4,5.05,1,med,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
1161,Martina Franca,Italy,40.7,17.33,392,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,5000.0,0,0,1,0,0,0,1,,
1163,Mascali,Italy,37.77,15.2,2,med,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,0,0,1,,
1164,Massa,Italy,44.03,10.15,65,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,5000.0,0,0,1,0,0,0,1,,
1165,Massafra,Italy,40.58,17.12,110,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1167,Matelica,Italy,43.25,13.0,354,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1168,Matera,Italy,40.67,16.62,389,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,10000.0,0,0,1,0,0,0,1,,
1169,Maubeuge,France,50.28,3.97,143,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1171,Mayenne,France,48.3,-0.62,82,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1174,Mazzara,Italy,38.2,15.12,8,land mediterranean,False,True,3000.0,3000.0,4000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
1175,Mazzarino,Italy,37.3,14.22,472,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1176,Meaux,France,48.95,2.87,39,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1177,Mechelen,Belgium,51.03,4.47,4,river north sea,True,True,2000.0,3000.0,15000.0,10000.0,25000.0,1,0,0,0,0,1,0,1369.0,
1181,Meiningen,Germany,50.57,10.42,287,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,982.0
1182,Meissen,Germany,51.17,13.47,106,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1475.0
1183,Melfi,Italy,40.98,15.67,522,land mediterranean,False,True,4000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,,
1184,Melilli,Italy,37.2,15.13,320,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1185,Melun,France,48.53,2.67,37,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1187,Memmingen,Germany,47.98,10.18,601,river black sea,True,True,1000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,0,0,0,,
1188,Mende,France,44.5,3.5,691,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1189,Menen,Belgium,50.8,3.12,18,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,1351.0,1351.0
1190,Menfi,Italy,37.6,12.87,109,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1191,Meppel,Netherlands,52.7,6.18,4,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1460.0
1193,Merseburg,Germany,51.35,11.98,88,river north sea,True,True,3000.0,5000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,
1195,Messina,Italy,38.18,15.55,1,med,False,True,12000.0,18000.0,27000.0,18000.0,25000.0,0,1,0,0,0,0,1,,
1196,Mettmann,Germany,51.25,6.97,140,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,
1197,Metz,France,49.13,6.17,165,river north sea,False,True,7000.0,11000.0,16000.0,10000.0,15000.0,1,0,0,0,0,1,0,,
1198,Meulebeke,Belgium,50.95,3.28,15,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1199,Mezoetur,Hungary,47.0,20.63,82,land black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1202,Middelburg,Netherlands,51.5,3.62,1,north sea + river,True,True,1000.0,3000.0,8000.0,5000.0,7000.0,1,1,0,0,0,1,0,1405.0,1323.0
1206,Milano,Italy,45.47,9.18,122,river mediterranean,False,True,23000.0,56000.0,100000.0,90000.0,100000.0,1,0,0,0,0,0,1,,
1207,Milazzo,Italy,38.22,15.25,1,med,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
1208,Militello in val di Catania,Italy,37.28,14.78,413,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1209,Millau,France,44.1,3.08,340,river north sea,False,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1211,Minden,Germany,52.28,8.92,42,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,1457.0,977.0
1212,Mineo,Italy,37.28,14.7,511,land mediterranean,False,True,2000.0,2000.0,2000.0,3000.0,7000.0,0,0,1,0,0,0,1,,
1214,Mirabella Eclano,Italy,41.03,14.98,372,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1215,Mirecourt,France,48.3,6.13,285,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1217,Misilmeri,Italy,38.03,13.47,129,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1218,Miskolc,Hungary,48.1,20.78,82,river black sea,False,True,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,0,0,,
1220,Mistretta,Italy,37.93,14.37,665,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,,
1221,Mittweida,Germany,50.98,12.98,280,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
1222,Modena,Italy,44.67,10.92,34,land mediterranean,False,True,7000.0,10000.0,18000.0,8000.0,18000.0,0,0,1,0,0,0,1,,
1223,Modica,Italy,36.85,14.78,398,land mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,6000.0,0,0,1,0,0,0,1,,
1224,Moenchengladbach,Germany,50.18,6.45,70,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1227,Mohacs,Hungary,45.98,18.68,113,river black sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
1228,Moissac,France,44.1,1.08,59,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1230,Mola,Italy,41.07,17.08,5,med,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1231,Molfetta,Italy,41.2,16.6,20,med,False,True,1000.0,2000.0,2000.0,1000.0,4000.0,0,1,0,0,0,0,1,,
1234,Mondovi,Italy,44.38,7.82,463,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,5000.0,0,0,1,0,0,0,1,,
1236,Monopoli,Italy,40.95,17.32,11,med,False,True,3000.0,3000.0,3000.0,2000.0,5000.0,0,1,0,0,0,0,1,,
1238,Monreale,Italy,38.08,13.28,310,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
1239,Mons,Belgium,50.47,3.93,30,river north sea,True,True,1000.0,2000.0,6000.0,9000.0,15000.0,1,0,0,0,0,1,0,,
1240,Monselice,Italy,45.23,11.75,9,river mediterranean,False,True,4000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,0,1,,
1241,Mont de Marsan,France,43.88,-0.5,23,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1242,Montagnana,Italy,45.23,11.47,16,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1243,Montalbano di Elicona,Italy,38.03,15.02,908,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1244,Montargis,France,48.0,2.75,82,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1245,Montauban,France,44.02,1.35,101,river north sea,False,True,1000.0,3000.0,8000.0,5000.0,8000.0,1,0,0,0,0,1,0,,
1246,Montbeliard,France,47.52,6.78,375,river mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,
1247,Montbrison,France,45.6,4.05,399,land north sea,False,True,2000.0,4000.0,6000.0,3000.0,3000.0,0,0,1,0,0,1,0,,
1248,Montceau les Mines,France,46.67,4.37,274,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
1249,Monte Sant' Angelo,Italy,41.7,15.95,796,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1250,Monte di San Giuliano,Italy,38.05,12.58,750,land mediterranean,False,True,3000.0,4000.0,5000.0,4000.0,6000.0,0,0,1,0,0,0,1,,
1251,Montefiascone,Italy,42.53,12.03,590,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1253,Montelimar,France,44558.0,4.75,56,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,
1254,Montemaggiore,Italy,37.85,13.77,517,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1256,Montepulciano,Italy,43.08,11.78,605,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,,
1257,Montesarchio,Italy,41.07,14.63,300,land mediterranean,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1258,Montescaglioso,Italy,40.55,16.67,365,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1261,Montpellier,France,43.61,3.88,25,river mediterranean,False,True,4000.0,13000.0,28000.0,17000.0,6000.0,1,0,0,0,0,0,1,,
1262,Montreuil,France,48.87,2.45,52,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
1263,Montreux,Switzerland,46.43,6.92,390,river mediterranean,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,1,,
1264,Monza,Italy,45.58,9.27,161,land mediterranean,False,True,5000.0,7000.0,10000.0,7000.0,9000.0,0,0,1,0,0,0,1,,
1265,Morano Calabro,Italy,39.83,16.13,694,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1267,Morcone,Italy,41.33,14.67,680,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1269,Morlaix,France,48.58,-3.83,61,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,,
1270,Mormanno,Italy,39.88,16.0,840,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1276,Moulins,France,46.57,3.33,220,river north sea,False,True,1000.0,2000.0,3000.0,5000.0,7000.0,1,0,0,0,0,1,0,,
1281,Muelheim an der Ruhr,Germany,51.42,6.83,63,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1282,Muenchen,Germany,48.13,11.57,514,river black sea,True,True,2000.0,5000.0,10000.0,7000.0,13000.0,1,0,0,0,0,0,0,,
1283,Muenster,Germany,51.95,7.62,55,river north sea,True,True,6000.0,10000.0,16000.0,11000.0,10000.0,1,0,0,0,0,1,0,,1282.0
1285,Mulhouse,France,47.75,7.33,232,river north sea,False,True,3000.0,5000.0,8000.0,9000.0,8000.0,1,0,0,0,0,1,0,,
1289,Mussomeli,Italy,37.58,13.75,650,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
