cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1200,pop1300,pop1400,pop1500,pop1600,on_river,on_coast,inland,atlantic,baltic,northsea,medit,l1200,l1300,l1400,l1500,l1600,g_crash,g_recov
683,Freiburg,Germany,47.98,7.85,273,river north sea,True,True,8000.0,10000.0,9000.0,6000.0,10000.0,1,0,0,0,0,1,0,8.987196820661973,9.210340371976184,9.104979856318357,8.699514748210191,9.210340371976184,-0.10536051565782678,-0.4054651081081655
684,Fribourg,Switzerland,46.8,7.15,610,river north sea,True,True,1000.0,1000.0,5000.0,5000.0,5000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,8.517193191416238,8.517193191416238,8.517193191416238,1.6094379124341014,0.0
690,Fuerth,Germany,49.47,10.98,304,river north sea,True,True,1000.0,1000.0,2000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,7.600902459542082,0.6931471805599454,0.0
691,Fulda,Germany,50.55,9.68,261,river north sea,True,True,2000.0,3000.0,2000.0,4000.0,5000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,7.600902459542082,8.294049640102028,8.517193191416238,-0.4054651081081637,0.6931471805599454
709,Geneve,Switzerland,46.2,6.15,406,river mediterranean,True,True,3000.0,4000.0,8000.0,12000.0,16000.0,1,0,0,0,0,0,1,8.006367567650246,8.294049640102028,8.987196820661973,9.392661928770137,9.680344001221918,0.6931471805599454,0.4054651081081637
711,Gent,Belgium,51.05,3.72,4,river north sea,True,True,25000.0,64000.0,64000.0,45000.0,31000.0,1,0,0,0,0,1,0,10.126631103850338,11.06663836234181,11.06663836234181,10.714417768752456,10.341742483467284,0.0,-0.35222059358935276
713,Gera,Germany,50.7,12.18,194,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
714,Geraardsbergen,Belgium,50.77,3.87,32,river north sea,True,True,2000.0,4000.0,3000.0,5000.0,4000.0,1,0,0,0,0,1,0,7.600902459542082,8.294049640102028,8.006367567650246,8.517193191416238,8.294049640102028,-0.2876820724517817,0.5108256237659923
719,Giessen,Germany,50.58,8.7,159,land north sea,True,True,1000.0,1000.0,1000.0,2000.0,3000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,0.0,0.6931471805599454
729,Glauchau,Germany,50.82,12.53,266,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
735,Gmunden,Austria,47.92,13.8,425,river black sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,-inf,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
737,Goeppingen,Germany,48.7,9.67,323,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
738,Goerlitz,Germany,51.15,14.99,201,river baltic,True,True,2000.0,5000.0,8000.0,8000.0,10000.0,1,0,0,0,1,0,0,7.600902459542082,8.517193191416238,8.987196820661973,8.987196820661973,9.210340371976184,0.4700036292457348,0.0
739,Goes,Netherlands,51.5,3.9,1,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,7.600902459542082,-0.6931471805599454,0.6931471805599454
741,Goettingen,Germany,51.53,9.95,150,land north sea,True,True,4000.0,8000.0,5000.0,7000.0,7000.0,0,0,1,0,0,1,0,8.294049640102028,8.987196820661973,8.517193191416238,8.85366542803745,8.85366542803745,-0.4700036292457348,0.33647223662121206
742,Gorinchem,Netherlands,51.83,4.98,2,river north sea,True,True,2000.0,2000.0,1000.0,4000.0,5000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,8.294049640102028,8.517193191416238,-0.6931471805599454,1.3862943611198908
746,Goslar,Germany,51.9,10.42,406,river north sea,True,True,4000.0,9000.0,6000.0,12000.0,8000.0,1,0,0,0,0,1,0,8.294049640102028,9.104979856318357,8.699514748210191,9.392661928770137,8.987196820661973,-0.4054651081081655,0.6931471805599454
748,Gotha,Germany,50.95,10.72,290,land north sea,True,True,4000.0,5000.0,3000.0,3000.0,4000.0,0,0,1,0,0,1,0,8.294049640102028,8.517193191416238,8.006367567650246,8.006367567650246,8.294049640102028,-0.5108256237659923,0.0
749,Gouda,Netherlands,52.02,4.72,-2,river north sea,True,True,1000.0,2000.0,4000.0,11000.0,14000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,8.294049640102028,9.305650551780507,9.546812608597396,0.6931471805599454,1.0116009116784799
758,Graz,Austria,47.08,15.37,366,river black sea,True,True,2000.0,5000.0,3000.0,5000.0,8000.0,1,0,0,0,0,0,0,7.600902459542082,8.517193191416238,8.006367567650246,8.517193191416238,8.987196820661973,-0.5108256237659923,0.5108256237659923
762,Greifswald,Germany,54.08,13.38,7,baltic + river,True,True,1000.0,8000.0,5000.0,2000.0,2000.0,1,1,0,0,1,0,0,6.907755278982137,8.987196820661973,8.517193191416238,7.600902459542082,7.600902459542082,-0.4700036292457348,-0.916290731874156
764,Grimma,Germany,51.23,12.72,128,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,0.0,0.6931471805599454
767,Groningen,Netherlands,53.22,6.55,1,river north sea,True,True,3000.0,4000.0,5000.0,14000.0,19000.0,1,0,0,0,0,1,0,8.006367567650246,8.294049640102028,8.517193191416238,9.546812608597396,9.852194258148577,0.2231435513142106,1.0296194171811575
768,Grossenhain,Germany,51.28,13.52,115,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,0.0,0.6931471805599454
776,Guestrow,Germany,53.8,12.17,13,river baltic,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,1,0,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
784,Haarlem,Netherlands,52.38,4.63,-1,river north sea,True,True,3000.0,5000.0,8000.0,12000.0,39000.0,1,0,0,0,0,1,0,8.006367567650246,8.517193191416238,8.987196820661973,9.392661928770137,10.571316925111784,0.4700036292457348,0.4054651081081637
790,Halberstadt,Germany,51.9,11.07,120,river north sea,True,True,8000.0,6000.0,4000.0,10000.0,12000.0,1,0,0,0,0,1,0,8.987196820661973,8.699514748210191,8.294049640102028,9.210340371976184,9.392661928770137,-0.4054651081081637,0.916290731874156
793,Halle,Germany,51.48,11.97,105,river north sea,True,True,3000.0,4000.0,3000.0,7000.0,10000.0,1,0,0,0,0,1,0,8.006367567650246,8.294049640102028,8.006367567650246,8.85366542803745,9.210340371976184,-0.2876820724517817,0.8472978603872043
794,Hamburg,Germany,53.55,9.98,3,north sea + river,True,True,2000.0,5000.0,8000.0,30000.0,40000.0,1,1,0,0,0,1,0,7.600902459542082,8.517193191416238,8.987196820661973,10.308952660644293,10.596634733096073,0.4700036292457348,1.3217558399823197
795,Hameln,Germany,52.1,9.35,68,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
797,Hamm,Germany,51.67,7.82,63,river north sea,True,True,2000.0,3000.0,2000.0,2000.0,2000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,7.600902459542082,7.600902459542082,7.600902459542082,-0.4054651081081637,0.0
798,Hamme,Belgium,51.1,4.13,6,river north sea,True,True,2000.0,2000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
799,Hanau,Germany,50.13,8.92,103,river north sea,True,True,2000.0,2000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,6.907755278982137,-0.6931471805599454,0.0
800,Hannover,Germany,52.4,9.73,53,river north sea,True,True,2000.0,5000.0,5000.0,6000.0,7000.0,1,0,0,0,0,1,0,7.600902459542082,8.517193191416238,8.517193191416238,8.699514748210191,8.85366542803745,0.0,0.18232155679395312
801,Harburg,Germany,48.78,10.68,440,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,0.0,0.6931471805599454
802,Harderwijk,Netherlands,52.35,5.6,2,north sea,True,True,1000.0,2000.0,2000.0,4000.0,3000.0,0,1,0,0,0,1,0,6.907755278982137,7.600902459542082,7.600902459542082,8.294049640102028,8.006367567650246,0.0,0.6931471805599454
804,Harlingen,Netherlands,53.3,5.4,2,north sea,True,True,1000.0,2000.0,1000.0,3000.0,5000.0,0,1,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,8.006367567650246,8.517193191416238,-0.6931471805599454,1.0986122886681091
808,Hasselt,Belgium,50.93,5.33,42,river north sea,True,True,2000.0,2000.0,1000.0,2000.0,5000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,8.517193191416238,-0.6931471805599454,0.6931471805599454
809,Hattingen,Germany,51.4,7.18,90,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
811,Heerlen,Netherlands,50.9,5.98,116,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
812,Heidelberg,Germany,49.42,8.72,311,river north sea,True,True,3000.0,10000.0,5000.0,8000.0,6000.0,1,0,0,0,0,1,0,8.006367567650246,9.210340371976184,8.517193191416238,8.987196820661973,8.699514748210191,-0.6931471805599454,0.4700036292457348
813,Heilbronn,Germany,49.13,9.22,157,river north sea,True,True,4000.0,5000.0,6000.0,6000.0,6000.0,1,0,0,0,0,1,0,8.294049640102028,8.517193191416238,8.699514748210191,8.699514748210191,8.699514748210191,0.18232155679395312,0.0
815,Helmond,Netherlands,51.48,5.67,18,land north sea,True,True,1000.0,2000.0,1000.0,2000.0,2000.0,0,0,1,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,7.600902459542082,-0.6931471805599454,0.6931471805599454
816,Helmstedt,Germany,52.22,11.0,123,land north sea,True,True,3000.0,2000.0,1000.0,2000.0,3000.0,0,0,1,0,0,1,0,8.006367567650246,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
820,Herford,Germany,52.1,8.67,65,river north sea,True,True,2000.0,4000.0,2000.0,2000.0,2000.0,1,0,0,0,0,1,0,7.600902459542082,8.294049640102028,7.600902459542082,7.600902459542082,7.600902459542082,-0.6931471805599454,0.0
821,Herisau,Switzerland,47.38,9.28,745,land north sea,True,True,2000.0,2000.0,1000.0,2000.0,3000.0,0,0,1,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
824,Hildesheim,Germany,52.15,9.95,129,river north sea,True,True,5000.0,8000.0,6000.0,10000.0,9000.0,1,0,0,0,0,1,0,8.517193191416238,8.987196820661973,8.699514748210191,9.210340371976184,9.104979856318357,-0.2876820724517817,0.5108256237659923
825,Hilversum,Netherlands,52.23,5.17,5,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,-inf,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
828,Hof,Germany,50.3,11.92,500,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
833,Hoorn,Netherlands,52.63,5.07,-1,north sea,True,True,1000.0,2000.0,3000.0,6000.0,12000.0,0,1,0,0,0,1,0,6.907755278982137,7.600902459542082,8.006367567650246,8.699514748210191,9.392661928770137,0.4054651081081637,0.6931471805599454
837,Hueckeswagen,Germany,51.13,7.33,308,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,7.600902459542082,-0.6931471805599454,0.6931471805599454
843,Husum,Germany,54.47,9.05,14,north sea,True,True,0.0,1000.0,1000.0,3000.0,7000.0,0,1,0,0,0,1,0,-inf,6.907755278982137,6.907755278982137,8.006367567650246,8.85366542803745,0.0,1.0986122886681091
844,Huy,Belgium,50.52,5.23,75,river north sea,True,True,6000.0,5000.0,3000.0,5000.0,7000.0,1,0,0,0,0,1,0,8.699514748210191,8.517193191416238,8.006367567650246,8.517193191416238,8.85366542803745,-0.5108256237659923,0.5108256237659923
847,Ibbenbueren,Germany,52.27,7.72,70,river north sea,True,True,1000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,7.600902459542082,-0.6931471805599454,0.0
848,Iena,Germany,50.93,11.58,143,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,-inf,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
849,Ieper,Belgium,50.85,2.88,19,river north sea,True,True,4000.0,11000.0,10000.0,10000.0,5000.0,1,0,0,0,0,1,0,8.294049640102028,9.305650551780507,9.210340371976184,9.210340371976184,8.517193191416238,-0.09531017980432388,0.0
857,Ingolstadt,Germany,48.77,11.45,374,river black sea,True,True,4000.0,6000.0,3000.0,4000.0,5000.0,1,0,0,0,0,0,0,8.294049640102028,8.699514748210191,8.006367567650246,8.294049640102028,8.517193191416238,-0.6931471805599454,0.2876820724517817
858,Innsbruck,Austria,47.27,11.4,562,river black sea,True,True,4000.0,5000.0,3000.0,4000.0,6000.0,1,0,0,0,0,0,0,8.294049640102028,8.517193191416238,8.006367567650246,8.294049640102028,8.699514748210191,-0.5108256237659923,0.2876820724517817
863,Iserlohn,Germany,51.37,7.68,247,land north sea,True,True,1000.0,2000.0,1000.0,2000.0,2000.0,0,0,1,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,7.600902459542082,-0.6931471805599454,0.6931471805599454
872,Izegem,Belgium,50.92,3.2,18,land north sea,True,True,1000.0,1000.0,1000.0,2000.0,3000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,0.0,0.6931471805599454
893,Kaiserslautern,Germany,49.43,7.77,251,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,0.0,0.6931471805599454
903,Kampen,Netherlands,52.55,5.9,1,north sea + river,True,True,1000.0,2000.0,5000.0,7000.0,7000.0,1,1,0,0,0,1,0,6.907755278982137,7.600902459542082,8.517193191416238,8.85366542803745,8.85366542803745,0.916290731874156,0.33647223662121206
910,Kassel,Germany,51.32,9.48,152,river north sea,True,True,3000.0,4000.0,2000.0,4000.0,6000.0,1,0,0,0,0,1,0,8.006367567650246,8.294049640102028,7.600902459542082,8.294049640102028,8.699514748210191,-0.6931471805599454,0.6931471805599454
912,Kaufbeuren,Germany,47.88,10.62,678,river black sea,True,True,1000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,0,0,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,7.600902459542082,-0.6931471805599454,0.0
917,Kempten,Germany,47.72,10.32,674,river black sea,True,True,3000.0,4000.0,3000.0,4000.0,5000.0,1,0,0,0,0,0,0,8.006367567650246,8.294049640102028,8.006367567650246,8.294049640102028,8.517193191416238,-0.2876820724517817,0.2876820724517817
927,Kiel,Germany,54.33,10.13,5,baltic + river,True,True,1000.0,2000.0,1000.0,3000.0,4000.0,1,1,0,0,1,0,0,6.907755278982137,7.600902459542082,6.907755278982137,8.006367567650246,8.294049640102028,-0.6931471805599454,1.0986122886681091
940,Klagenfurt,Austria,46.63,14.33,441,river black sea,True,True,1000.0,1000.0,1000.0,1000.0,4000.0,1,0,0,0,0,0,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,8.294049640102028,0.0,0.0
942,Kleve,Germany,51.8,6.18,12,river north sea,True,True,2000.0,2000.0,1000.0,4000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,8.294049640102028,8.006367567650246,-0.6931471805599454,1.3862943611198908
946,Koblenz,Germany,50.35,7.58,73,river north sea,True,True,3000.0,4000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,8.006367567650246,8.294049640102028,7.600902459542082,6.907755278982137,6.907755278982137,-0.6931471805599454,-0.6931471805599454
947,Koeln,Germany,50.92,6.95,46,river north sea,True,True,40000.0,44000.0,40000.0,45000.0,40000.0,1,0,0,0,0,1,0,10.596634733096073,10.691944912900398,10.596634733096073,10.714417768752456,10.596634733096073,-0.09531017980432566,0.11778303565638382
948,Koenigswinter,Germany,50.67,7.18,80,river north sea,True,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,0.0,-0.4054651081081637
950,Koethen,Germany,51.75,11.97,80,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
957,Konstanz,Germany,47.67,9.17,405,river north sea,True,True,2000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,7.600902459542082,-0.6931471805599454,0.0
958,Koper,Slovenia,45.55,13.73,3,med,True,True,2000.0,3000.0,2000.0,3000.0,4000.0,0,1,0,0,0,0,1,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,8.294049640102028,-0.4054651081081637,0.4054651081081637
963,Kortrijk,Belgium,50.82,3.17,15,river north sea,True,True,4000.0,5000.0,4000.0,6000.0,10000.0,1,0,0,0,0,1,0,8.294049640102028,8.517193191416238,8.294049640102028,8.699514748210191,9.210340371976184,-0.2231435513142106,0.4054651081081637
975,Krefeld,Germany,513330001831055.0,656699991226196.0,37,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
979,Krempe,Germany,53.83,9.48,6,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,5000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,8.517193191416238,0.0,0.0
980,Krems,Austria,48.42,15.6,203,river black sea,True,True,2000.0,2000.0,1000.0,2000.0,4000.0,1,0,0,0,0,0,0,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,8.294049640102028,-0.6931471805599454,0.6931471805599454
984,Kruishoutem,Belgium,50.9,3.52,45,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,-inf,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
1000,Lahr,Germany,48.4,7.87,170,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
1005,Landau,Germany,49.2,8.12,142,river north sea,True,True,0.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,-inf,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,0.0,0.6931471805599454
1006,Landshut,Germany,48.52,12.17,393,river black sea,True,True,1000.0,3000.0,9000.0,8000.0,8000.0,1,0,0,0,0,0,0,6.907755278982137,8.006367567650246,9.104979856318357,8.987196820661973,8.987196820661973,1.098612288668111,-0.11778303565638382
1007,Langensalza,Germany,51.12,10.67,185,river north sea,True,True,3000.0,4000.0,5000.0,4000.0,4000.0,1,0,0,0,0,1,0,8.006367567650246,8.294049640102028,8.517193191416238,8.294049640102028,8.294049640102028,0.2231435513142106,-0.2231435513142106
1014,Lauingen,Germany,48.57,10.42,439,river black sea,True,True,2000.0,3000.0,2000.0,3000.0,6000.0,1,0,0,0,0,0,0,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,8.699514748210191,-0.4054651081081637,0.4054651081081637
1017,Lausanne,Switzerland,46.52,6.63,372,river mediterranean,True,True,5000.0,6000.0,5000.0,5000.0,6000.0,1,0,0,0,0,0,1,8.517193191416238,8.699514748210191,8.517193191416238,8.517193191416238,8.699514748210191,-0.18232155679395312,0.0
1030,Leer,Germany,53.23,7.43,3,river north sea,True,True,2000.0,2000.0,1000.0,3000.0,4000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,8.006367567650246,8.294049640102028,-0.6931471805599454,1.0986122886681091
1031,Leeuwarden,Netherlands,53.2,5.77,1,river north sea,True,True,2000.0,3000.0,2000.0,4000.0,11000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,7.600902459542082,8.294049640102028,9.305650551780507,-0.4054651081081637,0.6931471805599454
1035,Leiden,Netherlands,52.15,4.5,-2,river north sea,True,True,2000.0,3000.0,6000.0,14000.0,44000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.699514748210191,9.546812608597396,10.691944912900398,0.6931471805599454,0.8472978603872043
1036,Leipzig,Germany,51.32,12.37,110,river north sea,True,True,3000.0,4000.0,3000.0,7000.0,17000.0,1,0,0,0,0,1,0,8.006367567650246,8.294049640102028,8.006367567650246,8.85366542803745,9.740968623038354,-0.2876820724517817,0.8472978603872043
1046,Leuven,Belgium,50.88,4.7,35,river north sea,True,True,7000.0,20000.0,17000.0,17000.0,8000.0,1,0,0,0,0,1,0,8.85366542803745,9.903487552536127,9.740968623038354,9.740968623038354,8.987196820661973,-0.16251892949777336,0.0
1047,Leverkusen,Germany,51.03,6.98,60,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,0.0,0.6931471805599454
1055,Liege,Belgium,50.63,5.57,65,river north sea,True,True,8000.0,11000.0,15000.0,20000.0,30000.0,1,0,0,0,0,1,0,8.987196820661973,9.305650551780507,9.615805480084347,9.903487552536127,10.308952660644293,0.31015492830383984,0.2876820724517799
1057,Lier,Belgium,51.13,4.57,3,river north sea,True,True,1000.0,1000.0,4000.0,5000.0,5000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,8.294049640102028,8.517193191416238,8.517193191416238,1.3862943611198908,0.2231435513142106
1067,Linz,Austria,48.3,14.3,258,river black sea,True,True,4000.0,5000.0,3000.0,3000.0,3000.0,1,0,0,0,0,0,0,8.294049640102028,8.517193191416238,8.006367567650246,8.006367567650246,8.006367567650246,-0.5108256237659923,0.0
1069,Lippstadt,Germany,51.67,8.32,79,river north sea,True,True,1000.0,2000.0,1000.0,3000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,8.006367567650246,7.600902459542082,-0.6931471805599454,1.0986122886681091
1075,Ljubljana,Slovenia,46.05,14.52,298,river black sea,True,True,3000.0,4000.0,3000.0,5000.0,7000.0,1,0,0,0,0,0,0,8.006367567650246,8.294049640102028,8.006367567650246,8.517193191416238,8.85366542803745,-0.2876820724517817,0.5108256237659923
1084,Lokeren,Belgium,5110234.0,3994066.0,3,river north sea,True,True,2000.0,3000.0,6000.0,7000.0,9000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.699514748210191,8.85366542803745,9.104979856318357,0.6931471805599454,0.15415067982725894
1103,Luebeck,Germany,53.87,10.67,15,baltic + river,True,True,11000.0,15000.0,17000.0,25000.0,23000.0,1,1,0,0,1,0,0,9.305650551780507,9.615805480084347,9.740968623038354,10.126631103850338,10.043249494911286,0.12516314295400655,0.38566248081198395
1104,Lueneburg,Germany,53.25,10.42,16,river north sea,True,True,8000.0,8000.0,5000.0,12000.0,14000.0,1,0,0,0,0,1,0,8.987196820661973,8.987196820661973,8.517193191416238,9.392661928770137,9.546812608597396,-0.4700036292457348,0.8754687373538985
1105,Lugano,Switzerland,46.02,8.97,273,river mediterranean,True,True,2000.0,2000.0,1000.0,2000.0,3000.0,1,0,0,0,0,0,1,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
1113,Luzern,Switzerland,47.05,8.3,422,river north sea,True,True,2000.0,2000.0,1000.0,3000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,8.006367567650246,8.006367567650246,-0.6931471805599454,1.0986122886681091
1117,Maassluis,Netherlands,51.93,4.23,4,north sea + river,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,1,0,0,0,1,0,-inf,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
1118,Maastricht,Netherlands,50.87,5.72,54,river north sea,True,True,4000.0,10000.0,7000.0,10000.0,18000.0,1,0,0,0,0,1,0,8.294049640102028,9.210340371976184,8.85366542803745,9.210340371976184,9.798127036878302,-0.35667494393873334,0.35667494393873334
1124,Magdeburg,Germany,52.12,11.63,42,river north sea,True,True,16000.0,15000.0,10000.0,18000.0,25000.0,1,0,0,0,0,1,0,9.680344001221918,9.615805480084347,9.210340371976184,9.798127036878302,10.126631103850338,-0.4054651081081637,0.5877866649021186
1129,Mainz,Germany,50.02,8.27,106,river north sea,True,True,9000.0,13000.0,9000.0,6000.0,13000.0,1,0,0,0,0,1,0,9.104979856318357,9.472704636443673,9.104979856318357,8.699514748210191,9.472704636443673,-0.3677247801253163,-0.4054651081081655
1134,Malmedy,Belgium,50.42,6.03,344,river north sea,True,True,2000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,7.600902459542082,-0.6931471805599454,0.0
1142,Mannheim,Germany,49.48,8.48,95,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
1148,Marburg,Germany,50.82,8.77,186,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,7.600902459542082,-0.6931471805599454,0.6931471805599454
1151,Maribor,Slovenia,46.55,15.65,275,river black sea,True,True,1000.0,1000.0,1000.0,2000.0,3000.0,1,0,0,0,0,0,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,0.0,0.6931471805599454
1152,Marienberg,Germany,50.65,13.17,620,land north sea,True,True,0.0,1000.0,1000.0,3000.0,5000.0,0,0,1,0,0,1,0,-inf,6.907755278982137,6.907755278982137,8.006367567650246,8.517193191416238,0.0,1.0986122886681091
