cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1200,pop1300,pop1400,pop1500,pop1600,on_river,on_coast,inland,atlantic,baltic,northsea,medit,l1200,l1300,l1400,l1500,l1600,g_crash,g_recov
620,Emden,Germany,53.37,7.2,2,north sea + river,True,True,2000.0,3000.0,2000.0,5000.0,15000.0,1,1,0,0,0,1,0,7.600902459542082,8.006367567650246,7.600902459542082,8.517193191416238,9.615805480084347,-0.4054651081081637,0.916290731874156
621,Emmerich,Germany,51.83,6.27,17,river north sea,True,True,2000.0,3000.0,2000.0,4000.0,5000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,7.600902459542082,8.294049640102028,8.517193191416238,-0.4054651081081637,0.6931471805599454
623,Enghien,Belgium,50.7,4.03,104,land north sea,True,True,1000.0,2000.0,1000.0,5000.0,5000.0,0,0,1,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,8.517193191416238,8.517193191416238,-0.6931471805599454,1.6094379124341014
624,Enkhuizen,Netherlands,52.7,5.28,1,north sea,True,True,0.0,1000.0,1000.0,4000.0,20000.0,0,1,0,0,0,1,0,-inf,6.907755278982137,6.907755278982137,8.294049640102028,9.903487552536127,0.0,1.3862943611198908
626,Enschede,Netherlands,52.22,6.88,42,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,-inf,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
629,Erfurt,Germany,50.97,11.02,194,river north sea,True,True,15000.0,16000.0,11000.0,19000.0,19000.0,1,0,0,0,0,1,0,9.615805480084347,9.680344001221918,9.305650551780507,9.852194258148577,9.852194258148577,-0.3746934494414109,0.5465437063680696
630,Erlangen,Germany,49.6,11.02,279,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.0,0.0
631,Eschweiler,Germany,50.82,6.27,135,river north sea,True,True,2000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,7.600902459542082,-0.6931471805599454,0.0
633,Essen,Germany,51.47,7.02,116,land north sea,True,True,2000.0,1000.0,3000.0,3000.0,3000.0,0,0,1,0,0,1,0,7.600902459542082,6.907755278982137,8.006367567650246,8.006367567650246,8.006367567650246,1.0986122886681091,0.0
634,Esslingen,Germany,48.75,9.32,241,river north sea,True,True,4000.0,5000.0,10000.0,7000.0,5000.0,1,0,0,0,0,1,0,8.294049640102028,8.517193191416238,9.210340371976184,8.85366542803745,8.517193191416238,0.6931471805599454,-0.35667494393873334
641,Eupen,Belgium,50.63,6.03,298,land north sea,True,True,1000.0,1000.0,1000.0,2000.0,3000.0,0,0,1,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,0.0,0.6931471805599454
643,Evergem,Belgium,51.12,3.7,7,land north sea,True,True,1000.0,2000.0,1000.0,2000.0,3000.0,0,0,1,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
664,Flensburg,Germany,54.78,9.43,26,baltic,True,True,1000.0,2000.0,2000.0,3000.0,6000.0,0,1,0,0,1,0,0,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,8.699514748210191,0.0,0.4054651081081637
677,Franeker,Netherlands,53.18,5.53,4,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,8.006367567650246,-0.6931471805599454,0.6931471805599454
678,Frankenberg,Germany,50.9,13.02,262,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.0,0.0
679,Frankenthal,Germany,50.1,8.67,96,river north sea,True,True,2000.0,3000.0,2000.0,12000.0,20000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,7.600902459542082,9.392661928770137,9.903487552536127,-0.4054651081081637,1.7917594692280545
680,Frankfurt am Main,Germany,50.1,8.67,119,river north sea,True,True,4000.0,13000.0,9000.0,12000.0,20000.0,1,0,0,0,0,1,0,8.294049640102028,9.472704636443673,9.104979856318357,9.392661928770137,9.903487552536127,-0.3677247801253163,0.2876820724517799
681,Frankfurt am Oder,Germany,52.33,14.55,23,river north sea,True,True,1000.0,5000.0,3000.0,11000.0,13000.0,1,0,0,0,0,1,0,6.907755278982137,8.517193191416238,8.006367567650246,9.305650551780507,9.472704636443673,-0.5108256237659923,1.2992829841302616
682,Freiberg,Germany,50.9,13.33,348,land north sea,True,True,1000.0,6000.0,4000.0,8000.0,12000.0,0,0,1,0,0,1,0,6.907755278982137,8.699514748210191,8.294049640102028,8.987196820661973,9.392661928770137,-0.4054651081081637,0.6931471805599454
