id,cid,lat,lon,match_dist_km,city,country,closeness,betw_topo,node_idx
6712,1693.0,52.850548,11.151767,1.0576910015285348,Salzwedel,Germany,0.003707705569513678,6.0,0
1017,337.0,53.121971,18.000143,0.8928362838513159,Bydgoszcz,Poland,0.0020936549787612937,9032.0,1
1036,319.0,51.20876,3.224332,1.3107042891660488,Brugge,Belgium,0.0030212459711017044,0.0,2
2456,767.0,53.218044,6.566612,1.1271915962284076,Groningen,Netherlands,0.0036259590340763084,0.0,3
268,89.0,51.221248,4.399862,1.4093408827240856,Antwerpen,Belgium,0.003091502250591196,0.0,4
941,294.0,54.381613,19.823706,2.084757463441107,Braniewo,Poland,0.001870304314566931,450.0,5
1239,483.0,51.945492,7.167782,1.7293317684733072,Coesfeld,Germany,0.0031454332073803087,0.0,6
2048,691.0,50.55032,9.677818,0.1582192477761261,Fulda,Germany,0.003024639007261619,284.0,7
2791,799.0,50.13654,8.917454,0.7495159788146992,Hanau,Germany,0.0028228091842667394,0.0,8
4746,1148.0,50.808961,8.770484,1.2279534012923101,Marburg,Germany,0.0029072327139874356,32.0,9
6297,1602.0,51.61491,7.198298,3.8836000204720453,Recklinghausen,Germany,0.0031358943464337586,0.0,10
7115,1788.0,50.874588,8.024642,0.6337345356158576,Siegen,Germany,0.0027350735244095255,10.0,11
5160,1309.0,52.606647,12.876269,0.8517755432458973,Nauen,Germany,0.0032503958423433206,0.0,12
7722,1833.0,55.082141,21.903648,1.5239043478020602,Sovetsk,Russia,0.0017571103891696254,0.0,13
5622,1397.0,54.292143,10.886782,1.7348569552442914,Oldenburg,Germany,0.0029707971281715444,0.0,14
8757,476.0,51.819369,10.33924,2.2454661891157173,Clausthal Zellerfeld,Germany,0.0033989815456780723,250.0,15
11958,1202.0,51.500037,3.673561,3.7075233753330377,Middelburg,Netherlands,0.003115502405512397,0.0,16
10318,1737.0,50.721343,10.451045,1.4890287813725378,Schmalkalden,Germany,0.00295328856588772,264.0,17
11006,229.0,52.513976,13.405676,0.7721347814984091,Berlin,Germany,0.0034557389239819577,0.0,18
0,741.0,51.532781,9.935188,1.0702370312314582,Goettingen,Germany,0.0032665032212400662,0.0,19
8468,903.0,52.526845,5.967086,5.216807171223239,Kampen,Netherlands,0.003432206516987521,0.0,20
5224,1314.0,53.557107,13.261152,1.080374263711333,Neubrandenburg,Germany,0.0026356721638888317,14.0,21
11895,749.0,52.001605,4.774255,4.2394044165504745,Gouda,Netherlands,0.0032751767474710845,0.0,22
7520,1124.0,52.121847,11.630887,0.2141195420403779,Magdeburg,Germany,0.0036383338573303162,0.0,23
17598,623.0,50.693516,4.039493,0.9833042667785463,Enghien,Belgium,0.002643312513232608,0.0,24
11861,595.0,52.512613,5.04934,4.358229272217159,Edam,Netherlands,0.0031336388535263228,0.0,25
132,1404.0,53.77672,20.476163,1.6081461029485171,Olsztyn,Poland,0.0015120688383694087,0.0,26
1521,565.0,51.81514,4.667133,1.6949938134932103,Dordrecht,Netherlands,0.003278600175969525,0.0,27
626,466.0,50.346983,18.923447,5.553969352767395,Chorzow,Poland,0.0015962518203235354,436.0,28
50,603.0,51.81823,9.86698,0.28605132126807353,Einbeck,Germany,0.003332789921241636,0.0,29
64,621.0,51.875076,6.243247,5.33843068214911,Emmerich,Germany,0.0033607063313442448,0.0,30
65,331.0,50.776489,6.083815,0.4736751283192175,Burscheid,Germany,0.0027505664448626965,0.0,31
