city_id,share_church,share_self,share_noble,share_unknown,share_foreign,share_unstable,share_occupied,share_pledged,share_contested,hanse,n_ruler_changes,n_extinction,n_conquest,n_purchase,n_mediatized,y0,y1
4004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,1300,1400
4005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1300,1400
4006,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.21,0.0,0,2.0,0.0,0.0,0.0,0.0,1300,1400
4007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1300,1400
4008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1300,1400
4009,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.21,0.0,0,2.0,1.0,0.0,0.0,0.0,1300,1400
4010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1300,1400
4011,0.0,0.0,1.0,0.0,0.0,0.77,0.0,0.77,0.0,0,1.0,1.0,0.0,0.0,0.0,1300,1400
4012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1300,1400
4013,0.0,0.0,1.0,0.0,0.0,0.79,0.0,0.79,0.0,0,1.0,1.0,0.0,0.0,0.0,1300,1400
4014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1300,1400
4015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1300,1400
4016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,1300,1400
4017,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.02,0.0,0,0.0,0.0,0.0,0.0,0.0,1300,1400
