city_id,year,old_terr,new_terr,old_type,new_type,type_change,foreign_rule
7070,1471,B3741,A1620,noble,unknown,0,
7070,1486,A1620,B3742,unknown,noble,0,
7070,1535,B3742,0K0033,noble,noble,0,
7070,1571,0K0033,B3742,noble,noble,0,
7071,1320,B374,W400,noble,noble,3,
7071,1348,W400,1F0001,noble,noble,0,
7071,1350,1F0001,W400,noble,noble,0,
7071,1351,W400,0B0082,noble,noble,0,
7071,1373,0B0082,L339,noble,noble,5,
7071,1378,L339,G170,noble,noble,11,
7071,1386,G170,L339,noble,noble,11,
7071,1429,L339,D063,noble,church,0,
7071,1463,D063,B3741,church,noble,5,
7071,1471,B3741,A1620,noble,unknown,3,
7071,1486,A1620,B3742,unknown,noble,11,
7071,1535,B3742,0K0033,noble,noble,11,
7071,1571,0K0033,B3742,noble,noble,3,
7072,1320,B374,W400,noble,noble,3,
7072,1348,W400,1F0001,noble,noble,0,
7072,1350,1F0001,W400,noble,noble,0,
7072,1351,W400,0B0082,noble,noble,0,
7072,1354,0B0082,L102,noble,noble,7,
