terr_id,terr_name,ruler_type,subtype
A281,Aurach,noble,family_line
A282,Auricherland,noble,family_line
A283,Auritz,noble,family_line
A284,Auritz (Freiherren; Reichsritter),noble,knight_lord
A285,Auschwitz,noble,family_line
A286,Austeravia,noble,family_line
A287,Autenried (Reichsritter) ,noble,knight_lord
A288,Autenried (reichsritterschaftl. Herrschaft),noble,knight_lord
A289,Auwach,noble,family_line
A290,Avalos,noble,family_line
A291,Avulla,noble,family_line
A292,Ayrer zu Rosstal,noble,family_line
B001,Baar,noble,family_line
B002,Babenberger,noble,family_line
B003,Babenhausen (Herrschaft; Reichsfürstentum),noble,principality
B004,Babenhausen (Reichsritter),noble,knight_lord
B005,Babonen,noble,family_line
B006,Bach,noble,family_line
B007,Bach (Reichsritter),noble,knight_lord
B008,Bacharat,noble,family_line
B009,Bachenau,noble,family_line
B010,Bachgouwe,noble,family_line
B011,Bächingen,noble,family_line
B012,Bachstein,noble,family_line
B013,Backmeister,noble,family_line
B014,Bad Mergentheim,noble,family_line
B015,Badanachgau; Badanacgeuui (Bathinicgowe; Badeingowe),noble,family_line
B016,Baden (Grafschaft),noble,county
B017,Baden (Markgrafschaft; Kurfürstentum; Großherzogtum; Land; Landesteil),noble,elector
B018,Baden-Baden (Markgrafschaft),noble,margraviate
B019,Baden-Durlach,noble,family_line
B020,Baden-Hachberg,noble,family_line
B021,Baden(-Hachberg)-Sausenberg,noble,family_line
B022,Badenweiler,noble,family_line
B023,Baden-Württemberg (Land),noble,family_line
B024,Bafel,noble,family_line
B025,Baiern,noble,family_line
B026,Baiersdorf,noble,family_line
B027,Baiershofen,noble,family_line
B028,Baindt,noble,family_line
B029,Baldeck ,noble,family_line
B030,Baldenstein,noble,family_line
B031,Baldenstein; Baltenstein (Burg; Reichsritter),noble,knight_lord
B032,Baldern,noble,family_line
B033,Baldesheim,noble,family_line
B034,Baldwile; Baldenwil,noble,family_line
B035,Balgheim,noble,family_line
B036,Ballenstedt,noble,family_line
B037,Ballmertshofen,noble,family_line
B038,Baltenstein,noble,family_line
B039,Baltikum,noble,family_line
B040,Baltzhofen,noble,family_line
B041,Balvengau; Balleuan,noble,family_line
B042,Balzheim,noble,family_line
B043,Bamberg (Hochstift),church,bishopric
B044,Bamberg; Domkapitel,church,monastery_chapter
B045,Bamberg; Dompropstei,church,monastery_chapter
B046,Bamberg; Kloster Sankt Klara,church,monastery_chapter
B047,Bamberg; Kloster Sankt Michael bzw. Kloster Michaelsberg,church,monastery_chapter
B048,Bamberg; Kloster Sankt Stephan,church,monastery_chapter
B049,Banz; Kloster,church,monastery_chapter
B050,Banzgau (Banzgowe),noble,family_line
B051,Bar,noble,family_line
B052,Barbelstein; Berwartstein,noble,family_line
B053,Barbiano di Belgiojoso d´Este,noble,family_line
B054,Barby,noble,family_line
B055,Bardengau (Bardunga; Bardanga; Bardaga),noble,family_line
B056,Bärenfeld,noble,family_line
B057,Barense,noble,family_line
B058,Bärenwalde; Bärwalde,noble,family_line
B059,Bargau,noble,family_line
B060,Bargensis pagus,noble,family_line
B061,Barille,noble,family_line
B062,Baringau,noble,family_line
B063,Barmstedt,noble,family_line
B064,Bärnegg,noble,family_line
B065,Barr; Barre (Reichsdorf; Herrschaft),noble,lordship
B066,Barre (Reichsdorf),noble,family_line
B067,Bärstein; Börstingen,noble,family_line
B068,Bartenau ?,noble,family_line
B069,Bartenstein (Herrschaft),noble,lordship
B070,Bartenstein (Reichsritter),noble,knight_lord
B071,Barth,noble,family_line
B072,Bartholomä,noble,family_line
B073,Bartholomäi-Ahausen,noble,family_line
B074,Basel (Fürstbistum; Hochstift),church,bishopric
B075,Basel (Kanton),noble,republic
B076,Basel (Reichsstadt; Reichsvogtei),self,imperial_city
B077,Baselgau (Basalgouwe),noble,family_line
B078,Basel-Landschaft,noble,family_line
B079,basel-Stadt,noble,family_line
B080,Bassenheim,noble,family_line
B081,Bastheim,noble,family_line
B082,Báthory,noble,family_line
B083,Battenberg,noble,family_line
B084,Batthyány,noble,family_line
B085,Batuwa,noble,family_line
B086,Baudissin,noble,family_line
B087,Bauer von Eiseneck; Baur von Eiseneck,noble,family_line
B088,Bauer von Heppenstein,noble,family_line
B089,Bauerbach,noble,family_line
B090,Bauffremont,noble,family_line
B091,Baum von Baumsdorf,noble,family_line
B092,Baumgarten-Eriskirch,noble,family_line
B093,Baumpartner,noble,family_line
B094,Baumsdorf,noble,family_line
B095,Baunach (Herren),noble,family_line
B096,Baunach (Kanton),noble,republic
B097,Baunach (Reichsritter),noble,knight_lord
B098,Baur,noble,family_line
B099,Baussau; Busau,noble,family_line
B100,Bautz zu Öden und Willenbach,noble,family_line
B101,Bautzen,noble,family_line
B102,Bayerischer Reichskreis,noble,family_line
B103,Bayern (Herzogtum; Kurfürstentum; Königreich; Freistaat),noble,elector
B104,Bayern-Burghausen ,noble,family_line
B105,Bayern-Deggendorf,noble,family_line
B106,Bayern-Ingolstadt,noble,family_line
B107,Bayern-Landshut,noble,family_line
B108,Bayern-München,noble,family_line
B109,Bayern-Straubing,noble,family_line
B110,Bayersdorf; Baiersdorf,noble,family_line
B111,Bayreuth; Brandenburg-Bayreuth,noble,family_line
B112,Beauffremont; Bauffremont,noble,family_line
B113,Beauveau-Craon,noble,family_line
B114,Bebenburg?,noble,family_line
B115,Bebendorf,noble,family_line
B116,Bebenhausen (Dorf),noble,family_line
B117,Bebenhausen (Reichskloster),church,monastery_chapter
B118,Beberlohe ,noble,family_line
B119,Bechtolsheim,noble,family_line
B120,Beck,noble,family_line
B121,Beckelnheim,noble,family_line
B122,Beckers zu Westerstetten,noble,family_line
B123,Bedburg,noble,family_line
B124,Beeskow,noble,family_line
B125,Begrzabern,noble,family_line
B126,Behaim von Schwarzbach,noble,family_line
B127,Behaim; Behem,noble,family_line
B128,Behr,noble,family_line
B129,Behr von Behrental,noble,family_line
B130,Beichlingen,noble,family_line
B131,Beier von Boppard,noble,family_line
B132,Beilstein(Mosel) (Herrschaft),noble,lordship
B133,Beilstein(Westerwald) (Herrschaft),noble,lordship
B134,Beinheim,noble,family_line
B135,Belcsem (Belsheim),noble,family_line
B136,Belgien ,noble,family_line
B137,Bellay,noble,family_line
B138,Bellenz,noble,family_line
B139,Bellersheim,noble,family_line
B140,Bellheim,noble,family_line
B141,Bellinzona,noble,family_line
B142,Belluno,noble,family_line
B143,Bemmelberg,noble,family_line
B144,Benediktbeuern,noble,family_line
B145,Benekendorf; Beneckendorff; Benkendorf,noble,family_line
B146,Bengel,noble,family_line
B147,Benkendorf,noble,family_line
B148,Bentheim,noble,family_line
B149,Bentheim-Bentheim,noble,family_line
B150,Bentheim-Steinfurt,noble,family_line
B151,Bentheim-Tecklenburg,noble,family_line
B152,Bentheim-Tecklenburg-Rheda,noble,family_line
B153,Bentinck,noble,family_line
B154,Benzel zu Sternau,noble,family_line
B155,Berg ,noble,family_line
B156,Berg (Grafen; Herzöge; Grafschaft; Herzogtum; Großherzogtum),noble,grand_duchy
B1561,(Limburg-)Berg,noble,family_line
B157,Berg (Herrschaft),noble,lordship
B158,Berg ? (Reichsritter),noble,knight_lord
B159,Berga,noble,family_line
B160,Bergamo,noble,family_line
B161,Berge,noble,family_line
B162,Bergen (=P032 Perg),noble,family_line
B163,Bergen (=S187 Schelm von Bergen (Reichsritter)),noble,knight_lord
B164,Bergen; Bergen-op-Zoom,noble,family_line
B165,Berger ,noble,family_line
B166,Bergheim,noble,family_line
B167,Berghes; Grimbergen; Berghes,noble,family_line
B168,Bergrheinfeld,noble,family_line
B169,Berihtilinpara,noble,family_line
B170,Bering,noble,family_line
B171,Berka,noble,family_line
B172,Berkheim; Berckheim,noble,family_line
B173,Berkley,noble,family_line
B174,Berleburg,noble,family_line
B175,Berlepsch,noble,family_line
B176,Berlichingen,noble,family_line
B177,Berlichingen-Rossach,noble,family_line
B178,Berlin,noble,family_line
B179,Berlin von Waldershub,noble,family_line
B180,Bern (Kanton),noble,republic
B181,Bern (Reichsstadt; Kanton),self,imperial_city
B182,Bernau,noble,family_line
B183,Bernburg,noble,family_line
B184,Berneck,noble,family_line
B185,Bernegger; Bernecker,noble,family_line
B186,Bernerdin,noble,family_line
B187,Bernhausen,noble,family_line
B188,Bernheim,noble,family_line
B189,Bernhold von Eschau,noble,family_line
B190,Bernlohe,noble,family_line
B191,Bernstein (Reichsritter),noble,knight_lord
B192,Bernstein; Pernstein (Herrschaft),noble,lordship
B193,Beroldingen (Freiherren; Grafen; Reichsritter),noble,county
B194,Berstett,noble,family_line
B195,Bertoldsbaar,noble,family_line
B196,Bertram,noble,family_line
B197,Bertrand,noble,family_line
B198,Bertremoville,noble,family_line
B199,Besançon (Erzstift),church,archbishopric
B200,Besançon (freie Reichsstadt),self,imperial_city
B201,Besserer,noble,family_line
B202,Bessungen,noble,family_line
B203,Betensis,noble,family_line
B204,Betringen,noble,family_line
B205,Bettendorf; Bettendorff,noble,family_line
B206,Bettenhausen,noble,family_line
B207,Bettingen,noble,family_line
B208,Bettmaringen,noble,family_line
B209,Betuwe,noble,family_line
B210,Beulbitz,noble,family_line
B211,Beulwitz; Beulbitz (Reichsritter),noble,knight_lord
B212,Beuron; Biron,noble,family_line
B213,Beuthen,noble,family_line
B214,Beveland,noble,family_line
B215,Bevern,noble,family_line
B216,Beyer (von Boppard),noble,family_line
B217,Bibart,noble,family_line
B218,Biberach,noble,family_line
B219,Biberach; Marktbiberbach,noble,family_line
B220,Biberachzell,noble,family_line
B221,Biberberg,noble,family_line
B222,Biberen; Bieberehren,noble,family_line
B223,Bibergau; Biebergau,noble,family_line
B224,Bibert,noble,family_line
B225,Bibligouue,noble,family_line
B226,Bibra,noble,family_line
B227,Bibrach,noble,family_line
B228,Biburg,noble,family_line
B229,Bicken,noble,family_line
B230,Bickenbach (Herren; Herrschaft),noble,lordship
B231,Bickenbach (Reichsritter),noble,knight_lord
B232,Bidembach von Treuenfels,noble,family_line
B233,Biebelnheim,noble,family_line
B234,Bieber,noble,family_line
B235,Biebergau,noble,family_line
B236,Biel,noble,family_line
B237,Bielitz,noble,family_line
B238,Biesterfeld,noble,family_line
B239,Bietgouwe (Piatahgewe; pagus Bedinsis; Bizburggau´; Bitgau),noble,family_line
B240,Bietingen,noble,family_line
B241,Bildhausen,noble,family_line
B242,Billigheim,noble,family_line
B243,Billunger,noble,family_line
B244,Bilstein,noble,family_line
B245,Bimbach,noble,family_line
B246,Bingenheim,noble,family_line
B247,Binningen,noble,family_line
B248,Binningen (reichsritterschaftl. Ort),noble,knight_lord
B249,Birckenwald,noble,family_line
B250,Birkenfeld,noble,family_line
B251,Birkenfels; Birckenfels,noble,family_line
B252,Birkenwald; Birckenwald,noble,family_line
B253,Birkig,noble,family_line
B254,Birstein,noble,family_line
B255,Bisanz,noble,family_line
B256,Bischofsheim (Reichsritter),church,bishopric
B257,Bischofsheim; Neckarbischofsheim (reichsritterschaftl. Ort),church,bishopric
B258,Bischweiler,noble,family_line
B259,Bisein,noble,family_line
B260,Bissingen; Marktbissingen,noble,family_line
B261,Bissingen-Nippenburg,noble,family_line
B262,Bitgau (Piatahgewe; pagus Bedinsis; Bitburggau; Bitgau),noble,family_line
B263,Bitsch; Pitsch,noble,family_line
B264,Bittelschieß,noble,family_line
B265,Bittenfeld,noble,family_line
B266,Blâmont; Blankenburg (Herrschaft; Grafen),noble,county
B267,Blankenburg (Burg),noble,family_line
B268,(Regenstein-)Blankenburg (Grafschaft; Fürstentum),noble,principality
B269,Blankenfels,noble,family_line
B270,Brachfeld,noble,family_line
B271,Brechtesgarden,noble,family_line
B272,Breckheim,noble,family_line
B273,Brenzlau ?,noble,family_line
B274,Blankenheim (Herrschaft),noble,lordship
B275,Blankenheim (Grafschaft; Reichsgrafschaft),noble,county
B276,Blankenheim-Gerolstein,noble,family_line
B277,Blarer von Wartensee,noble,family_line
B278,Bläsheim,noble,family_line
B279,Blaubeuren,noble,family_line
B280,Bleistein; Pleystein,noble,family_line
B281,Blenio,noble,family_line
B282,Blesensis (Blisinsis),noble,family_line
B283,Bletz von Rotenstein,noble,family_line
B284,Bliesichgouwe (Bliesgau),noble,family_line
B285,Blieskastel; Castel,noble,family_line
B286,Blittersdorff,noble,family_line
B287,Bludenz,noble,family_line
B288,Blumberg,noble,family_line
B289,Blumegg,noble,family_line
B290,Blumenegg,noble,family_line
B291,Blumenfeld,noble,family_line
B292,Blumenthal,noble,family_line
B293,Blümlein,noble,family_line
B294,Bobbio,noble,family_line
B295,Bobenhausen,noble,family_line
B296,Böbingen,noble,family_line
B297,Bock,noble,family_line
B298,Bock von Gerstheim; Bock von Bläsheim; Gerstheim; Obenheim,noble,family_line
B299,Böckingen,noble,family_line
B300,Böcklin von Böcklinsau,noble,family_line
B301,Böcklinsau,noble,family_line
B302,Bode,noble,family_line
B303,Bodeck,noble,family_line
B304,Bodeck von Ellgau; Bodeck und Ellgau,noble,family_line
B305,Bodenlaube,noble,family_line
B306,Bödigheim; Bödikeim; Bödigkheim,noble,family_line
B307,Bodman zu Bodman; Bodmann,noble,family_line
B308,Bodman zu Karegg,noble,family_line
B309,Bodman zu Möggingen; Bodmann,noble,family_line
B310,Bodman zu Wiechs; Bodmann zu Wiex,noble,family_line
B311,Bodman; Bodmann,noble,family_line
B312,Bogen,noble,family_line
B313,Böhl,noble,family_line
B314,Bohlingen,noble,family_line
B315,Böhm,noble,family_line
B316,Böhmen,noble,family_line
B317,Bohn,noble,family_line
B318,Boineburg,noble,family_line
B319,Boitzenburg (Herrschaft),noble,lordship
B320,Boizenburg (Land; Grafschaft),noble,county
B321,Bolanden ,noble,family_line
B322,Bolchen,noble,family_line
B323,Bollenz,noble,family_line
B324,Bömelburg,noble,family_line
B325,Bomeneburg,noble,family_line
B326,Bonfeld,noble,family_line
B327,Bonn,noble,family_line
B328,Bonndorf,noble,family_line
B329,Bonngau (Bunnechgouue; Bunnekowe),noble,family_line
B330,Bönnigheim,noble,family_line
B331,Boofzheim,noble,family_line
B332,Boos,noble,family_line
B333,Boos von Waldeck (Freiherren; Reichsritter),noble,knight_lord
B334,Boos von Waldeck und Montfort (Freiherren; Grafen; Reichsritter),noble,county
B335,Bopfingen,noble,family_line
B336,Boppard,noble,family_line
B337,Boppart; Boppard,noble,family_line
B338,Borgenlau (Burclaun),noble,family_line
B339,Borhtergo,noble,family_line
B340,Borié,noble,family_line
B341,Borken,noble,family_line
B342,Borkulo; Borculo,noble,family_line
B343,Bormio,noble,family_line
B344,Bornsatere; Bornegoo,noble,family_line
B345,Bornstedt,noble,family_line
B346,Borth,noble,family_line
B347,Bose,noble,family_line
B348,Bosenstein,noble,family_line
B349,Botzheim,noble,family_line
B350,Bouillon,noble,family_line
B351,Boul,noble,family_line
B352,Bourbon del Monte Santa Maria,noble,family_line
B353,Bournonville,noble,family_line
B354,Bouvinghausen,noble,family_line
B355,Bouwinghausen,noble,family_line
B356,Boyneburg; Boineburg (Freiherren; Reichsritter),noble,knight_lord
B357,Boyneburg; Boineburg; Bomeneburg (Herren; Grafen; Herrschaft),noble,county
B358,Bozen (Ballei),church,military_order
B359,Bozen (Grafschaft),noble,county
B360,Brabant,noble,family_line
B361,Brackenlor,noble,family_line
B362,Brake,noble,family_line
B363,Brakel (Herren),noble,family_line
B364,Brakel (reichsunmittelbare Stadt?),noble,family_line
B365,Brakel; Brackel (Reichshof bzw. Reichsdorf),noble,family_line
B366,Brakenlohe; Brackenlor,noble,family_line
B367,Bramberg,noble,family_line
B368,Brand,noble,family_line
B369,Brandau,noble,family_line
B370,Brandeis; Brandis,noble,family_line
B371,Brandenburg (Ballei),church,military_order
B372,Brandenburg (Ganberschaft),noble,family_line
B373,Brandenburg (Hochstift),church,bishopric
B374,Askanier in Brandenburg (Mark; Markgrafschaft; Kurfürstentum; Provinz; Land),noble,elector
B3741,(Hohenzollern-)Brandenburg (ältere Linie),noble,family_line
B3742,(Hohenzollern-)Brandenburg (jüngere Linie),noble,family_line
B375,Brandenburg (reichsritterschaftliche Herrschaft),noble,knight_lord
B376,Brandenburg-Ansbach,noble,family_line
B377,Brandenburg-Bayreuth,noble,family_line
B378,Brandenburg-Culmbach,noble,family_line
B379,Brandenburger zu Riet,noble,family_line
B380,Brandenburg-Onolzbach,noble,family_line
B381,Brandenburg-Schwedt,noble,family_line
B382,Brandenstein(Thüringen) (Freiherren; Reichsritter),noble,knight_lord
B383,Brandenstein(Schwaben) (Freiherren; Reichsritter) (=S276 Schmid von Brandenstein),noble,knight_lord
B384,Brandis,noble,family_line
B385,Brandt,noble,family_line
B386,Brandt (Reichsritter),noble,knight_lord
B387,Brandt; Brandt von Neidstein,noble,family_line
B388,Brantz ,noble,family_line
B389,Brasseur,noble,family_line
B390,Braubach,noble,family_line
B391,Braun,noble,family_line
B392,Braun von der Heidt zu Königheim (Königkheim),noble,family_line
B393,Brauneck; Hohenlohe-Brauneck,noble,family_line
B394,Braunfels,noble,family_line
B395,Braunsbach,noble,family_line
B396,Braunschweig (Herzogtum; Freistaat),noble,duchy
B397,Braunschweig (reichsstadtähnliche Stadt),self,imperial_city
B398,Braunschweig-Bevern,noble,family_line
B399,Braunschweig-Celle,noble,family_line
B400,Braunschweig-Dannenberg (ab 1634 Braunschweig-Wolfenbüttel genannt),noble,family_line
B401,Braunschweig-Göttingen,noble,family_line
B402,Braunschweig-Grubenhagen,noble,family_line
B403,Braunschweig-Hannover,noble,family_line
B404,Braunschweig-Harburg,noble,family_line
B405,Braunschweig-Kalenberg,noble,family_line
B406,Braunschweig-Lüneburg,noble,family_line
B407,Braunschweig-Oels,noble,family_line
B408,Braunschweig-Wolfenbüttel (ältere Linie),noble,family_line
B4081,Braunschweig-Wolfenbüttel (jüngere Linie),noble,family_line
B409,Breda,noble,family_line
B410,Bregenz,noble,family_line
B411,Brehna,noble,family_line
B412,Breidbach; Breitbach,noble,family_line
B413,Breidenbach,noble,family_line
B414,Breidenbacher Grund,noble,family_line
B415,Breidenstein,noble,family_line
B416,Breisach,noble,family_line
B417,Breisgau,noble,family_line
B418,Breitbach,noble,family_line
B419,Breitenbach,noble,family_line
B420,Breiteneck,noble,family_line
B421,Breitenstein,noble,family_line
B422,Breitschwert (Breitschwerdt) von (und zu) Buchenbach,noble,family_line
B423,Breittenbach; von Breittenstein,noble,family_line
B424,Breittenstein,noble,family_line
B425,Bremen (Erzstift; Herzogtum),church,archbishopric
B426,Bremen (freie Reichsstadt; Republik; Land),self,imperial_city
B427,Brende (Reichsritter),noble,knight_lord
B428,Brendel von Homburg,noble,family_line
B429,Brennhausen,noble,family_line
B430,Brenzgau; Brenzegouwe (Brenzgau),noble,family_line
B431,Brescia,noble,family_line
B432,Breslau (Fürstbistum),church,bishopric
B433,Breslau (Herzogtum),noble,duchy
B434,Brettachgau; Bretahgouwe (Breitahagewe; Brettachgau),noble,family_line
B435,Bretten,noble,family_line
B436,Bretzenheim,noble,family_line
B437,Breuberg,noble,family_line
B438,Breuning von Buchenbach,noble,family_line
B439,Brieg,noble,family_line
B440,Brinck,noble,family_line
B441,Brisich,noble,family_line
B442,Brisihgouwe,noble,family_line
B443,Brixen ,noble,family_line
B444,Brocckingeland,noble,family_line
B445,Brochenzell,noble,family_line
B446,Brockdorff,noble,family_line
B447,Broglie,noble,family_line
B448,Broich,noble,family_line
B449,Brokmonnaland,noble,family_line
B450,Brömbsen,noble,family_line
B451,Brömbser von Rüdesheim,noble,family_line
B452,Bronckhorst (Herren),noble,family_line
B453,Bronckhorst; Bronkhorst (Herren),noble,family_line
B454,Bronnbach,noble,family_line
B455,Bronnen (Herrschaft),noble,lordship
B456,Bronnen (reichsritterschaftl. Herrschaft),noble,knight_lord
B457,Bronsart; Bronstardt (Reichsritter),noble,knight_lord
B458,Bronstardt (Reichsritter),noble,knight_lord
B459,Bruchau (Reichsstift),church,monastery_chapter
B460,Bruchhausen,noble,family_line
B461,Bruchsal,noble,family_line
B462,Bruggen,noble,family_line
B463,Brühl,noble,family_line
B464,Brumath,noble,family_line
B465,Brünn,noble,family_line
B466,Brunnengeruuz,noble,family_line
B467,Brunonen,noble,family_line
B468,Bubenheim,noble,family_line
B469,Bubenhofen,noble,family_line
B470,Buchau (Reichsstadt),self,imperial_city
B471,Buchau (ritterschaftl. Herrschaft),noble,lordship
B472,Buchenau,noble,family_line
B473,Buchenbach,noble,family_line
B474,Büchenbach (Buochinebach südw. Erlangens),noble,family_line
B475,Buchengau (Pochonia),noble,family_line
B476,Buches von Wasserlos; Buchs von Wasserlos,noble,family_line
B477,Buchholz; Bucholtz,noble,family_line
B478,Buchhorn,noble,family_line
B479,Bucholt von Eschbach,noble,family_line
B480,Bucholtz,noble,family_line
B481,Bucki,noble,family_line
B482,Büdingen,noble,family_line
B483,Budissin,noble,family_line
B484,Bühl,noble,family_line
B485,Buhsgouwe,noble,family_line
B486,Buirette von Oehlefeld (Oelefeld),noble,family_line
B487,Bukowina,noble,family_line
B488,Bulach; Bullach,noble,family_line
B489,Bünau,noble,family_line
B490,Bundenbach,noble,family_line
B491,Bundorf,noble,family_line
B492,Burdian,noble,family_line
B493,Büren,noble,family_line
B494,Burg,noble,family_line
B495,Burgau,noble,family_line
B496,Burgberg,noble,family_line
B497,Burgdorf,noble,family_line
B498,Burgenland,noble,family_line
B499,Burger,noble,family_line
B500,Burgfarrnbach,noble,family_line
B501,Burgfriede,noble,family_line
B502,Burggraf zu Heppenheim,noble,burgraviate
B503,Burghaslach,noble,family_line
B504,Burghausen (Grafen),noble,county
B505,Burghausen (Reichsritter),noble,knight_lord
B506,Burghausen; Kloster Sankt Maria; Maria-burghausen (Reichsritterschaft),church,monastery_chapter
B507,Burgheim,noble,family_line
B508,Burgholzhausen,noble,family_line
B509,Burgk,noble,family_line
B510,Burgrain,noble,family_line
B511,Burgschwalbach,noble,family_line
B512,Burgsinn,noble,family_line
B513,Burgund,noble,family_line
B514,Burgundischer Reichskreis,noble,family_line
B515,Burichyngas pagus ,noble,family_line
B516,Burkhardt von der Klee; Burkard von der Klee,noble,family_line
B517,Burkheim,noble,family_line
B518,Bürresheim,noble,family_line
B519,Burrweiler,noble,family_line
B520,Burscheid,noble,family_line
B521,Bursibant,noble,family_line
B522,Burtenbach,noble,family_line
B523,Burtscheid,noble,family_line
B524,Busch,noble,family_line
B525,Buseck,noble,family_line
B526,Buss ,noble,family_line
B527,Bussen; Buss; Buß,noble,family_line
B528,Bußmannshausen,noble,family_line
B529,Butjadingen; Butjadingerland,noble,family_line
B530,Buttendorf,noble,family_line
B531,Buttenheim,noble,family_line
B532,Buttlar,noble,family_line
B533,Butzbach,noble,family_line
B534,Buwinghausen; Bouwinghausen; Bouvinghausen,noble,family_line
B535,Buxheim,noble,family_line
C001,Cadore,noble,family_line
C002,Caldonatz,noble,family_line
C003,Calenberg (Fürstentum),noble,principality
C0031,Calenberg (jüngere Linie); ab 1692 Kurfürstentum Hannover (Kfst. Braunschweig-Lüneburg),noble,elector
C004,Calenberg; Callenberg (Reichsritter),noble,knight_lord
C005,Calice,noble,family_line
C006,Calw,noble,family_line
C007,Calw-Löwenstein,noble,family_line
C008,Calw-Vaihingen,noble,family_line
C009,Camberg,noble,family_line
C010,Cambrai (freie Reichsstadt),self,imperial_city
C011,Cambrai (Hochstifet; Erzstift),church,archbishopric
C012,Cameracensis,noble,family_line
C013,Camerai,noble,family_line
C014,Cämmerer von Worms,noble,family_line
C015,Cammermeister,noble,family_line
C016,Cammin,noble,family_line
C017,Campo (Reichsritter),noble,knight_lord
C018,Campprichi,noble,family_line
C019,Candel,noble,family_line
C020,Cannstadt,noble,family_line
C021,Canstein,noble,family_line
C022,Capler,noble,family_line
C023,Cappel,noble,family_line
C024,Cappenberg,noble,family_line
C025,Cappler von Oedheim; genannt Bautz; Capler von Oedheim; Camppler von Oeden,noble,family_line
C026,Caracciolo,noble,family_line
C027,Carafa,noble,family_line
C028,Carascus pagus (carowascus pagus),noble,family_line
C029,Carben,noble,family_line
C030,Cardona y Eril,noble,family_line
C031,Carignan,noble,family_line
C032,Carolath,noble,family_line
C033,Carpi,noble,family_line
C034,Carrara,noble,family_line
C035,Castel,noble,family_line
C036,Castelbarco,noble,family_line
C037,Castell,noble,family_line
C038,Castell (Grafschaft),noble,county
C039,Castell-Remlingen,noble,family_line
C040,Castell-Rüdenhausen (ältere Linie),noble,family_line
C041,Castiglione,noble,family_line
C042,Castro,noble,family_line
C043,Castua,noble,family_line
C044,Catubria (Kadoberthal),noble,family_line
C045,Cebrowski,noble,family_line
C046,Celle,noble,family_line
C047,Centurione,noble,family_line
C048,Ceva ,noble,family_line
C049,Chablais,noble,family_line
C050,Cham,noble,family_line
C051,Chanoffsky von Langendorf,noble,family_line
C052,Châtenois,noble,family_line
C053,Chatillon,noble,family_line
C054,Chavelitzky,noble,family_line
C055,Chelesgouwe,noble,family_line
C056,Chelius,noble,family_line
C057,Chemnitz (Reichskloster),church,monastery_chapter
C058,Chemnitz (Reichsstadt),self,imperial_city
C059,Chiavenna,noble,family_line
C060,Chiemagau (Chimengouue; Chiemmihgovue; Chiemichouve),noble,family_line
C061,Chiemsee,noble,family_line
C062,Chigi,noble,family_line
C063,Chimay,noble,family_line
C064,Chiny,noble,family_line
C065,Chiusi,noble,family_line
C066,Chletgouwe,noble,family_line
C067,Chochengouue,noble,family_line
C068,Choldici; Coledici,noble,family_line
C069,Chrapuhfeld (Krappfeld),noble,family_line
C070,Chreihgouwe,noble,family_line
C071,Chrichton,noble,family_line
C072,Christans; Christanz,noble,family_line
C073,Chruwalchen (Curouualahon),noble,family_line
C074,Chuntici,noble,family_line
C075,Chur (Hochstift),church,bishopric
C076,Chur (Reichsstadt; Reichsvogteistadt),self,imperial_city
C077,Chwinzingouwe (Quinzingouwe),noble,family_line
C078,Cibo-Malaspina,noble,family_line
C079,Cilli,noble,family_line
C080,Cirksena,noble,family_line
C081,Clam,noble,family_line
C082,Clarstein,noble,family_line
C083,Clary und Aldringen,noble,family_line
C084,Clebes von Nelßlbach; Glebeß von Nelßbach,noble,family_line
C085,Cleeberg; Kleeberg,noble,family_line
C086,Clengel; Klengel,noble,family_line
C087,Clermont (Grafschaft),noble,county
C088,Clermont (Grafschaft) (=C088),noble,county
C089,Cleßheim; Gleßheim,noble,family_line
C090,Cleve,noble,family_line
C091,Clodt zu Ehrenberg,noble,family_line
C092,Cloppenburg,noble,family_line
C093,Closen,noble,family_line
C094,Coburg ,noble,family_line
C095,Coburg (Stadt; Fürstentum),noble,principality
C096,Cochem,noble,family_line
C097,Colberg,noble,family_line
C098,Colditz,noble,family_line
C099,Colloredo,noble,family_line
C100,Colloredo-Mannsfeld,noble,family_line
C101,Colloredo-Waldsee,noble,family_line
C102,Colmar; Kolmar,noble,family_line
C103,Comacchio,noble,family_line
C104,Comburg; Komburg,noble,family_line
C105,Commercy,noble,family_line
C106,Como,noble,family_line
C107,Condroz,noble,family_line
C108,Corray,noble,family_line
C109,Correggio,noble,family_line
C110,Cortona,noble,family_line
C111,Corvey,noble,family_line
C112,Cosel; Kosel,noble,family_line
C113,Cottbus; Kottbus,noble,family_line
C114,Craatz (von Scharfenstein),noble,family_line
C115,Crailsheim (Freiherren; Reichsritter),noble,knight_lord
C116,Crailsheim (Reichsstadt?),self,imperial_city
C117,Cratz (von Scharfenstein),noble,family_line
C118,Crema,noble,family_line
C119,Cremona,noble,family_line
C120,Creutzburg,noble,family_line
C121,Cronberg,noble,family_line
C122,Croneck,noble,family_line
C123,Cronheim zu Laufenbürg,noble,family_line
C124,Crossen,noble,family_line
C125,Cröwe,noble,family_line
C126,Croy,noble,family_line
C127,Croy-Dülmen,noble,family_line
C128,Croy-Havré,noble,family_line
C129,Crumbach; Frnkisch-Crumbach,noble,family_line
C130,Culemborg,noble,family_line
C131,Culm (Land); Kulmerland,noble,family_line
