terr_id,terr_name,ruler_type,subtype
L096,Laventatal,noble,family_line
L097,Lay ,noble,family_line
L098,Layen; Burglayen,noble,family_line
L099,Laymingen,noble,family_line
L100,Lebach,noble,family_line
L101,Lebenhan,noble,family_line
L102,Lebus,noble,family_line
L103,Lechfels,noble,family_line
L104,Lechner von Lechfels,noble,family_line
L105,Lechsgemünd,noble,family_line
L106,Lechsgemünd-Graisbach,noble,family_line
L107,Ledergerb,noble,family_line
L108,Legeneraland,noble,family_line
L109,Lehnhaus,noble,family_line
L110,Lehrbach,noble,family_line
L111,Leidendorf,noble,family_line
L112,leiher von talheim,noble,family_line
L113,Leinach,noble,family_line
L114,Leineck,noble,family_line
L115,Leinegau; Laginga; Lagni; Lochne; Lainega; Logni; Lacnigouui. Logne; Gau um die obere leine; Obere Leinegau,noble,family_line
L116,Leinegau; Lainga; Gau um die Ihme rechts der Aller; Unterer Leinegau,noble,family_line
L117,Leinigen-Westerburg-Altleinigen,noble,family_line
L118,Leinigen-Westerburg-Neuleiningen,noble,family_line
L119,Leiningen (Fürstentum),noble,principality
L120,Leiningen (Grafen; Grafschaft; Fürstentum),noble,principality
L121,Leiningen (Reichsritter) (=L099 Laymingen (Reichsritter)),noble,knight_lord
L122,Leiningen von Lemburg; Laimingen,noble,family_line
L123,Leiningen-Billigheim,noble,family_line
L124, (Saarbrücken-)Leiningen-Dagsburg(-Hardenburg) ,noble,family_line
L125,Leiningen-Dagsburg-Bockenheim,noble,family_line
L126,Leiningen-Dagsburg-Falkenburg,noble,family_line
L127,Leiningen-Dagsburg-Hardenburg,noble,family_line
L128,Leiningen-Dürckheim und Bockenheim,noble,family_line
L129,Leiningen-Grünstadt,noble,family_line
L130,leiningen-Guntersblum,noble,family_line
L131,Leiningen-Hardenburg; Leiningen-Dagsburg-Hardenburg,noble,family_line
L132,Leiningen-Hardenburg-Dagsburg; Leiningen-Dagsburg-Hardenburg,noble,family_line
L133,Leiningen-Heidesheim und Oberstein,noble,family_line
L134,Leiningen-Heidesheim; Leinigen-Dagsburg-Falkenburg-Heidesheim,noble,family_line
L135,Leiningen-Neudenau,noble,family_line
L136,Leiningen-Westerburg,noble,family_line
L137,Leisnig,noble,family_line
L138,Lembeck,noble,family_line
L139,Lemburg,noble,family_line
L140,Lemgo,noble,family_line
L141,Lemlin von Horkheim,noble,family_line
L142,Lengenstein,noble,family_line
L143,Lengsfeld,noble,family_line
L144,Lengsfeld; Stadtlengsfeld,noble,family_line
L145,Lentersheim; Lendersheim,noble,family_line
L146,Lenz von Lenzenfeld,noble,family_line
L147,Lenzburg,noble,family_line
L148,Lenzkirch,noble,family_line
L149,Leo,noble,family_line
L150,Leoben (Bistum),church,bishopric
L151,Leoben (Herrschaft),noble,lordship
L152,Leobengau,noble,family_line
L153,Leomeriche,noble,family_line
L154,Leonrod,noble,family_line
L155,Leonstein,noble,family_line
L156,Leopoldische Linie,noble,family_line
L157,Leoprechting,noble,family_line
L158,Lerch von Dirmstein,noble,family_line
L159,Lerchenfeld,noble,family_line
L160,Leri (Leriga I; Lieron; Lerin),noble,family_line
L161,Leri (Leriga II; Gau um die obere Oker; Lere),noble,family_line
L162,Leslau,noble,family_line
L163,Lettland,noble,family_line
L164,Leubelfing; Leublfing,noble,family_line
L165,Leuchtenberg (Landgrafschaft; gefürstete Landgrafschaft),noble,landgraviate
L166,Leuchtenburg(an der Saale) (Herrschaft),noble,lordship
L167,Leupolz,noble,family_line
L168,Leutershausen,noble,family_line
L169,Leuthen,noble,family_line
L170,Leutkirch,noble,family_line
L171,Leutkircher Heide,noble,family_line
L172,Leutrum von Ertingen,noble,family_line
L173,Leuzenbronn; Leutzenbrunn; Leuzenbrunn,noble,family_line
L174,Leventina; Livinen,noble,family_line
L175,Lewenstein; Loenstein,noble,family_line
L176,Leyden,noble,family_line
L177,Leyen,noble,family_line
L178,Leyneck,noble,family_line
L179,Lich,noble,family_line
L180,Lichtel; Liental,noble,family_line
L181,Lichtenau(Baden) (Burg),noble,family_line
L182,Lichtenau(Hessen) (Grafschaft),noble,county
L183,Lichtenberg(Pfalz) (Fürstentum),noble,principality
