city_id,name,lat,lon,legal_capacity_score_1250,legal_capacity_score_1300,legal_capacity_score_1350,legal_capacity_score_1400,legal_capacity_score_1450,legal_capacity_score_1500,merchant_capital_score_1250,merchant_capital_score_1300,merchant_capital_score_1350,merchant_capital_score_1400,merchant_capital_score_1450,merchant_capital_score_1500,noble_extraction_score_1250,noble_extraction_score_1300,noble_extraction_score_1350,noble_extraction_score_1400,noble_extraction_score_1450,noble_extraction_score_1500,imputed_1250,imputed_1300,imputed_1350,imputed_1400,imputed_1450,imputed_1500,peasant_mobility_score_1250,peasant_mobility_score_1300,peasant_mobility_score_1350,peasant_mobility_score_1400,peasant_mobility_score_1450,peasant_mobility_score_1500
1052,Nordenburg,54.333332,21.549999,0,0,0,1,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,1,2,2
1053,Ortelsburg,53.562778,20.985277,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,1,1,1,1
1054,Osterode in Ostpreussen,53.700001,19.966667,0,0,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,2,2,2,2
1055,Passenheim,53.633335,20.783333,0,0,0,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,2,2,2
1056,Pillau,54.650002,19.916666,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,2,2,2,True,True,True,True,True,True,0,0,0,0,1,1
1057,Pr. Eylau,54.383335,20.65,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,1,1,1,1
1058,Pr. Holland,54.065277,19.656944,0,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,2,2,2,2,2
1059,Ragnit,55.033333,22.033333,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,1,1,1,1,1
1060,Rastenburg,54.083332,21.383333,0,0,1,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,1,2,2,2
1061,Rhein,53.93861,21.545834,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True,True,0,0,1,1,1,1
1062,Riesenburg,53.755833,19.1975,1,1,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,1,1,2,2,2,2
1063,Roessel,54.049999,21.15,1,1,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,1,1,2,2,2,1
1064,Rosenberg,53.719723,19.336945,0,0,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,2,2,2,2
1065,Saalfeld (Ostpreussen),53.849998,19.6,0,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,2,2,2,2,2
1066,Schippenbeil,54.25,21.016666,0,0,1,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,1,2,2,2
1067,Schirwindt,54.781944,22.844723,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,0,0,0
1068,Schlossberg,54.766666,22.516666,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,0,0,0
1069,Seeburg,53.976665,20.762501,0,0,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,0,0,2,2,2,1
1070,Sensburg,53.866665,21.299999,0,0,1,1,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,1,1,2,2
1071,Stuhm,53.921665,19.033611,0,0,1,1,3,3,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,0,0,1,1,2,1
1072,Tapiau,54.650002,21.066668,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,1,1,1,1,1
1073,Tiegenhof,54.216667,19.116667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,0,0,0,0,0,0
1074,Tilsit,55.083332,21.883333,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,1,1,1
1075,Tolkemit,54.320278,19.514999,0,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,0,2,2,2,2,1
1076,Treuburg,54.033333,22.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,0,0,0
1077,Wartenburg,53.833332,20.683332,0,0,1,3,3,3,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,0,0,1,2,2,1
1078,Wehlau,54.616665,21.216667,0,1,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,1,2,2,2,2
1079,Willenberg,53.383335,20.950001,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,0,0,1,1,1
1080,Wormditt,54.099998,20.133333,0,0,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,2,True,True,True,True,True,True,0,0,2,2,2,1
1081,Zinten,54.450001,20.299999,0,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,0,2,2,2,2,2
1082,Zoppot,54.433334,18.549999,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,1,2,True,True,True,True,True,True,1,1,1,1,1,1
2001,Anklam,53.855278,13.692778,1,3,3,3,3,3,0,2,2,2,2,2,1,1,1,1,1,1,True,True,True,True,True,True,1,3,3,3,3,3
