city_id,name,lat,lon,nodesid,has_formal_charter_by_y_1250,has_formal_charter_by_y_1300,has_formal_charter_by_y_1350,has_formal_charter_by_y_1400,has_formal_charter_by_y_1450,has_formal_charter_by_y_1500,charter_withdrawn_by_y_1250,charter_withdrawn_by_y_1300,charter_withdrawn_by_y_1350,charter_withdrawn_by_y_1400,charter_withdrawn_by_y_1450,charter_withdrawn_by_y_1500,has_charter_changes_by_y_1250,has_charter_changes_by_y_1300,has_charter_changes_by_y_1350,has_charter_changes_by_y_1400,has_charter_changes_by_y_1450,has_charter_changes_by_y_1500,has_mention_by_y_1250,has_mention_by_y_1300,has_mention_by_y_1350,has_mention_by_y_1400,has_mention_by_y_1450,has_mention_by_y_1500,has_townhall_by_y_1250,has_townhall_by_y_1300,has_townhall_by_y_1350,has_townhall_by_y_1400,has_townhall_by_y_1450,has_townhall_by_y_1500,strong_legal_family_1250,strong_legal_family_1300,strong_legal_family_1350,strong_legal_family_1400,strong_legal_family_1450,strong_legal_family_1500,city_status_1250,city_status_1300,city_status_1350,city_status_1400,city_status_1450,city_status_1500,dist_university_km_1250,dist_university_km_1300,dist_university_km_1350,dist_university_km_1400,dist_university_km_1450,dist_university_km_1500,legal_capacity_continuous_1250,legal_capacity_continuous_1300,legal_capacity_continuous_1350,legal_capacity_continuous_1400,legal_capacity_continuous_1450,legal_capacity_continuous_1500,legal_capacity_score_1250,legal_capacity_score_1300,legal_capacity_score_1350,legal_capacity_score_1400,legal_capacity_score_1450,legal_capacity_score_1500
1054,Osterode in Ostpreussen,53.700001,19.966667,5733.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1089.8,1089.8,553.0,404.6,404.6,404.6,0.7,0.7,2.5,2.5,2.5,2.5,0,0,3,3,3,3
1055,Passenheim,53.633335,20.783333,5849.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1116.3,1116.3,588.1,401.4,401.4,401.4,0.7,0.7,0.7,2.5,2.5,2.5,0,0,0,3,3,3
1056,Pillau,54.650002,19.916666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.6,1175.6,629.3,510.2,507.3,427.2,0.0,0.0,0.0,0.0,0.3,0.3,0,0,0,0,1,1
1057,Pr. Eylau,54.383335,20.65,6109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.5,1177.5,638.3,483.0,483.0,472.8,0.0,0.0,0.3,0.3,0.3,0.3,0,0,1,1,1,1
1058,Pr. Holland,54.065277,19.656944,6111.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1111.9,1111.9,568.6,445.6,445.6,408.8,0.7,2.5,2.5,2.5,2.5,2.5,0,3,3,3,3,3
1059,Ragnit,55.033333,22.033333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.7,1288.7,752.3,570.7,570.7,566.7,0.0,0.3,0.3,0.3,0.3,0.3,0,1,1,1,1,1
1060,Rastenburg,54.083332,21.383333,6267.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1179.9,1179.9,650.4,458.0,458.0,458.0,0.7,0.7,1.0,3.5,3.5,3.5,0,0,1,3,3,3
1061,Rhein,53.93861,21.545834,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174.3,1174.3,648.4,444.9,444.9,444.9,0.0,0.0,0.3,0.3,0.3,0.3,0,0,1,1,1,1
1062,Riesenburg,53.755833,19.1975,6418.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1066.6,1066.6,522.9,413.9,413.9,382.1,1.0,1.0,3.5,3.5,3.5,3.5,1,1,3,3,3,3
1063,Roessel,54.049999,21.15,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1167.5,1167.5,636.4,451.2,451.2,451.2,1.0,1.0,2.5,2.5,2.5,2.5,1,1,3,3,3,3
1064,Rosenberg,53.719723,19.336945,6525.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1068.2,1068.2,525.9,408.9,408.9,391.8,0.7,0.7,3.2,4.2,4.2,4.2,0,0,3,3,3,3
1065,Saalfeld (Ostpreussen),53.849998,19.6,6660.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1089.8,1089.8,548.2,421.9,421.9,407.1,0.7,2.5,2.5,2.5,2.5,2.5,0,3,3,3,3,3
