city_id,name,lat,lon,year,legal_capacity,merchant_capital,agricultural_surplus,peasant_mobility,noble_extraction,conflict_risk,trade_access,composite_raw,composite_0_3,nodesid
3066,Stettin-Grabow,53.433334,14.583333,1250,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4999999999999998,0,
3067,Stettin-Poelitz,53.549999,14.570833,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,16373.0
3068,Stolp,54.46611,17.030834,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,7442.0
3069,Stramehl,53.65139,15.525833,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,
3070,Swinemuende,53.916668,14.25,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,
3071,Tankow,52.933334,15.35,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,
3072,Tempelburg,53.549999,16.233334,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,7643.0
3073,Treptow (Rega),54.063889,15.266666,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,7806.0
3074,Tuetz,53.183334,16.15,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,7858.0
3075,Wangerin,53.536945,15.5575,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,16392.0
3076,Werben (Pommern),53.233055,14.9125,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,
3077,Woldenberg (Neumark),52.966667,15.75,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,8576.0
3078,Wollin,53.843334,14.615556,1250,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.4000000000000004,1,8597.0
3079,Zachan,53.279446,15.318055,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,
3080,Zanow,54.227779,16.291666,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,8709.0
4001,Boizenburg,53.374168,10.7225,1250,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4999999999999998,0,792.0
4002,Brueel,53.736946,11.713056,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,1035.0
4003,Buetzow,53.8475,11.984445,1250,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.1000000000000005,1,11825.0
4004,Crivitz,53.577778,11.648056,1250,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.10000000000000009,0,1258.0
4005,Bad Doberan,54.106667,11.899167,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,
4006,Doemitz,53.141666,11.248889,1250,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4999999999999998,0,12212.0
4007,Feldberg,53.335556,13.439722,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,
4008,Friedland (Mecklenburg),53.669167,13.55,1250,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.4000000000000004,1,2024.0
4009,Fuerstenberg/Havel,53.185276,13.144722,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,2051.0
4010,Gadebusch,53.701668,11.118333,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,2065.0
4011,Gnoien,53.968887,12.71,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,2248.0
4012,Goldberg (Mecklenburg),53.590832,12.088889,1250,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.4000000000000004,1,13718.0
4013,Grabow,53.27861,11.564445,1250,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4999999999999998,0,2362.0
4014,Grevesmuehlen,53.864445,11.184722,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,2423.0
4015,Guestrow,53.794445,12.175555,1250,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.1000000000000005,1,2705.0
4016,Hagenow,53.431667,11.191667,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,2743.0
4017,Krakow,53.652222,12.267777,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,4017.0
4018,Kroepelin,54.070835,11.795834,1250,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.4000000000000004,1,4079.0
4019,Laage,53.927223,12.346111,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,4181.0
4020,Ludwigslust,53.325279,11.496944,1250,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.10000000000000009,0,
4021,Luebz,53.462776,12.026389,1250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,0,11483.0
4022,Malchin,53.739166,12.761945,1250,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.4000000000000004,1,4723.0
4023,Malchow,53.474998,12.423333,1250,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.4000000000000004,1,13719.0
4024,Marlow,54.154167,12.571111,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,13720.0
4025,Mirow,53.274445,12.815278,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,
4026,Neubrandenburg,53.55722,13.259722,1250,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.4000000000000004,1,5224.0
4027,Neubukow,54.031387,11.671389,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,5227.0
4028,Neukalen,53.823055,12.790833,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,5280.0
4029,Neustadt-Gleve,53.383057,11.585278,1250,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.1000000000000005,1,5314.0
4030,Neustrelitz,53.362221,13.063334,1250,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0,
4031,Parchim,53.425556,11.8475,1250,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.4000000000000004,1,5831.0
