city_id,name,lat,lon,town_from,town_to,ready,year,population,distance_river_km,distance_road_km,distance_fair_km,num_fairs_50km,num_fairs_100km,has_own_fair,own_fair_category,has_own_toll,has_own_staple,has_own_bridge,has_own_ferry,has_own_harbour,on_trade_route,trade_access_score,pop_rank_key,sort_key
3580,Kassel,51.315808,9.50533,1180,1650,y,1550,5000.0,0.173,0.061,0.0,23,76,1,local,0,1,0,0,0,1,3,5000.0,"(-5000.0, -76)"
7405,Stendal,52.605896,11.860586,1160,1650,y,1550,5000.0,8.881,0.163,10.385,15,47,0,,0,1,0,0,0,1,3,5000.0,"(-5000.0, -47)"
11915,Zierikzee,51.649648,3.921261,1220,1650,,1550,5000.0,0.325,0.103,16.271,7,32,0,,0,1,0,0,0,1,3,5000.0,"(-5000.0, -32)"
8505,Wismar,53.891371,11.466215,1226,1650,y,1550,5000.0,33.958,0.062,0.0,6,18,1,regional,1,1,0,0,0,1,3,5000.0,"(-5000.0, -18)"
8000,Venlo,51.370573,6.169413,1343,1650,,1550,4000.0,2.382,0.077,0.0,31,100,1,regional,1,1,0,0,0,1,3,4000.0,"(-4000.0, -100)"
4958,Minden,52.28806,8.916805,1230,1650,y,1550,4000.0,2.405,0.108,0.0,18,89,1,regional,0,1,0,0,0,1,3,4000.0,"(-4000.0, -89)"
5704,Osnabrück,52.2772,8.041195,1171,1650,y,1550,4000.0,36.63,0.087,0.0,21,82,1,regional,1,0,0,0,0,1,3,4000.0,"(-4000.0, -82)"
5801,Paderborn,51.718207,8.755377,1238,1650,,1550,4000.0,43.054,0.114,0.0,25,79,1,regional,1,0,0,0,0,1,3,4000.0,"(-4000.0, -79)"
8901,Vlissingen,51.442123,3.572776,1315,1650,,1550,4000.0,0.349,0.186,6.809,8,17,0,,1,1,0,0,1,1,3,4000.0,"(-4000.0, -17)"
72,Aarhus,56.157091,10.209522,1300,1650,,1550,4000.0,108.178,0.052,0.0,5,13,1,regional,1,0,0,0,0,1,3,4000.0,"(-4000.0, -13)"
8902,Ribe,55.328145,8.762129,800,1650,,1550,4000.0,100.316,0.063,0.0,5,11,1,regional,1,1,0,0,0,1,3,4000.0,"(-4000.0, -11)"
2807,Harderwijk,52.350136,5.618408,1231,1650,,1550,3000.0,19.975,0.118,0.0,44,100,1,regional,1,1,0,0,0,1,3,3000.0,"(-3000.0, -100)"
1865,Essen,51.456963,7.012649,1244,1650,,1550,3000.0,7.625,0.101,0.0,25,93,1,regional,1,0,0,0,0,1,3,3000.0,"(-3000.0, -93)"
1401,Dessau,51.835326,12.246898,1382,1650,y,1550,3000.0,4.054,0.198,18.393,10,67,0,,1,1,0,0,0,1,3,3000.0,"(-3000.0, -67)"
1639,Düsseldorf,51.225891,6.772236,1288,1650,,1550,3000.0,1.421,0.043,0.0,27,64,1,regional,1,0,0,0,0,1,3,3000.0,"(-3000.0, -64)"
8005,Verden,52.919986,9.22902,1259,1650,y,1550,3000.0,2.193,0.097,0.0,6,62,1,regional,1,0,0,0,0,1,3,3000.0,"(-3000.0, -62)"
186,Altenburg ,50.985257,12.433309,1205,1650,y,1550,3000.0,32.019,0.101,0.0,13,58,1,regional,1,0,0,0,0,1,3,3000.0,"(-3000.0, -58)"
7220,Snits,53.032128,5.661122,1317,1650,,1550,3000.0,0.168,0.168,31.432,8,54,0,,0,1,0,0,1,1,3,3000.0,"(-3000.0, -54)"
3646,Kiel,54.323309,10.139494,1242,1650,y,1550,3000.0,20.9,0.248,0.0,10,47,1,interregional,0,0,0,0,0,1,3,3000.0,"(-3000.0, -47)"
4220,Gorzów Wielkopolski,52.731058,15.240125,1257,1650,,1550,3000.0,5.565,0.082,49.812,4,4,0,,0,1,0,0,0,1,3,3000.0,"(-3000.0, -4)"
18118,Turku,60.450667,22.275951,1300,1650,,1550,3000.0,344.064,0.064,0.0,4,4,1,regional,1,0,0,0,0,1,3,3000.0,"(-3000.0, -4)"
1611,Duisburg,51.435337,6.760599,1145,1650,,1550,2000.0,0.646,0.081,15.014,30,97,0,,0,1,0,0,0,1,3,2000.0,"(-2000.0, -97)"
2778,Hameln,52.104508,9.356435,1200,1650,y,1550,2000.0,3.199,0.095,0.0,33,91,1,regional,0,0,0,0,0,1,3,2000.0,"(-2000.0, -91)"
3411,Jena ,50.928178,11.588112,1230,1650,y,1550,2000.0,67.445,0.049,0.0,30,89,1,regional,1,0,0,0,0,1,3,2000.0,"(-2000.0, -89)"
8272,Weißenfels,51.201045,11.972454,1280,1650,y,1550,2000.0,29.727,0.072,0.0,34,73,1,local,0,1,0,0,0,1,3,2000.0,"(-2000.0, -73)"
1177,Celle,52.624105,10.081862,1292,1650,y,1550,2000.0,0.358,0.029,0.0,16,68,1,local,1,1,0,0,0,1,3,2000.0,"(-2000.0, -68)"
8752,Zeitz,51.050307,12.134652,1147,1650,y,1550,2000.0,30.14,0.277,0.0,25,65,1,regional,0,1,0,0,0,1,3,2000.0,"(-2000.0, -65)"
5304,Neuss,51.197927,6.692717,1200,1650,,1550,2000.0,0.299,0.1,0.0,30,64,1,regional,1,0,0,0,0,1,3,2000.0,"(-2000.0, -64)"
5623,Oldenburg (Oldenburg),53.138916,8.214479,1345,1650,y,1550,2000.0,27.756,0.095,0.0,11,55,1,regional,1,1,0,0,0,1,3,2000.0,"(-2000.0, -55)"
7321,Stade,53.603069,9.476003,1209,1650,y,1550,2000.0,1.87,0.016,0.0,29,46,1,regional,1,1,0,1,1,1,3,2000.0,"(-2000.0, -46)"
11913,Goes,51.504595,3.890265,1405,1650,,1550,2000.0,14.768,0.056,0.0,9,26,1,regional,0,0,0,0,0,1,3,2000.0,"(-2000.0, -26)"
2602,Großenhain,51.291728,13.530913,1200,1650,,1550,2000.0,12.718,0.186,14.911,4,14,0,,1,1,0,0,0,1,3,2000.0,"(-2000.0, -14)"
4168,Kostrzyn nad Odrą,52.579019,14.637092,1300,1650,,1550,2000.0,9.088,0.152,42.938,4,7,0,,1,1,0,0,0,1,3,2000.0,"(-2000.0, -7)"
2409,Greifswald,54.09608,13.380983,1250,1650,,1550,2000.0,2.216,0.149,0.0,2,4,1,local,1,1,0,0,0,1,3,2000.0,"(-2000.0, -4)"
4871,Klaipėda,55.708979,21.135143,1253,1650,,1550,2000.0,75.385,0.07,460.744,0,0,0,,0,1,0,0,0,1,3,2000.0,"(-2000.0, 0)"
5949,Pirna,50.962273,13.941934,1240,1650,,1550,1000.0,7.68,0.109,39.802,1,6,0,,1,1,0,0,0,1,3,1000.0,"(-1000.0, -6)"
3852,Koblenz,50.360368,7.595445,1276,1650,,1550,1000.0,0.758,0.042,55.744,0,5,0,,1,1,0,0,0,1,3,1000.0,"(-1000.0, -5)"
8774,Zevenaar,51.928101,6.07639,1487,1650,,1550,,4.423,1.604,10.442,42,135,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -135)"
1484,Doesburg,52.01499,6.134222,1237,1650,,1550,,0.089,0.129,0.0,39,134,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -134)"
11408,,51.9799448,5.8990024,1233,1650,,1550,,0.399,0.055,0.832,47,128,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -128)"
11149,,51.980727,5.899969,1233,1650,,1550,,0.383,0.055,0.787,47,128,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -128)"
9886,,51.976552,5.908878,1233,1650,,1550,,0.297,0.14,0.279,47,128,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -128)"
13895,,51.979661,5.907061,1233,1650,,1550,,0.213,0.144,0.289,47,128,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -128)"
17802,,51.981705,5.901128,1233,1650,,1550,,0.409,0.067,0.753,47,128,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -128)"
839,Borken,51.844299,6.859231,1222,1650,,1550,,19.877,0.138,0.0,17,121,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -121)"
11701,,51.760701,5.741658,1279,1650,,1550,,3.684,0.061,0.122,33,120,0,,1,1,0,1,1,1,3,-1.0,"(1.0, -120)"
2396,Grave,51.759622,5.741361,1279,1650,,1550,,3.736,0.061,0.0,33,120,1,local,0,1,0,0,0,1,3,-1.0,"(1.0, -120)"
12923,,51.758592,5.740709,1279,1650,,1550,,3.767,0.062,0.123,33,120,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -120)"
11343,,52.514304,6.089266,1230,1650,y,1550,,0.529,0.164,0.328,47,118,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -118)"
5092,Mühlhausen/Thüringen,51.207306,10.459939,1135,1650,y,1550,,24.464,0.157,0.0,27,116,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -116)"
2805,Hardenberg,52.57552,6.61681,1362,1650,,1550,,2.51,0.061,0.0,42,115,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -115)"
1240,Coevorden,52.661176,6.741299,1407,1650,,1550,,10.194,0.124,0.0,35,112,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -112)"
1753,Elburg,52.448446,5.833982,1233,1650,,1550,,13.719,0.1,0.0,38,106,1,regional,0,1,0,0,0,1,3,-1.0,"(1.0, -106)"
10587,,51.371192,6.167428,1343,1650,,1550,,2.273,0.077,0.154,31,100,0,,1,1,0,1,1,1,3,-1.0,"(1.0, -100)"
14704,,52.350668,5.615042,1231,1650,,1550,,19.821,0.118,0.236,44,100,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -100)"
8701,Zaltbommel,51.813647,5.24781,1231,1650,,1550,,3.822,0.072,0.0,39,98,1,local,0,1,0,0,0,1,3,-1.0,"(1.0, -98)"
12784,,51.814805,5.24686,1231,1650,,1550,,3.861,0.072,0.144,39,98,0,,1,1,0,1,1,1,3,-1.0,"(1.0, -98)"
11811,,51.43515,6.762927,1145,1650,,1550,,0.636,0.081,14.906,30,97,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -97)"
11812,,51.436748,6.75724,1145,1650,,1550,,0.629,0.14,15.092,30,97,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -97)"
7369,Steenwijk,52.78694,6.116357,1296,1650,,1550,,0.932,0.137,0.0,28,93,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -93)"
8884,Rinteln,52.187439,9.08,1239,1650,y,1550,,3.187,0.162,0.0,20,93,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -93)"
3026,Hessisch Oldendorf,52.168528,9.249764,1405,1650,y,1550,,0.612,0.125,0.0,29,92,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -92)"
13630,,52.297088,5.161749,1353,1650,,1550,,0.583,0.035,20.147,25,90,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -90)"
5131,Naarden,52.296587,5.162391,1353,1650,,1550,,0.631,0.035,20.21,25,90,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -90)"
11805,,52.289841,8.922175,1230,1650,,1550,,2.592,0.052,0.415,18,89,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -89)"
3240,Höxter,51.773997,9.381219,1150,1650,,1550,,3.67,0.075,0.0,43,89,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -89)"
8932,,52.29,8.9166,1230,1650,,1550,,2.621,0.108,0.216,18,89,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -89)"
8937,,52.28973,8.92368,1230,1650,y,1550,,2.586,0.052,0.503,18,89,0,,0,1,1,1,0,1,3,-1.0,"(1.0, -89)"
9001,Schlagde,52.291049,8.923151,1230,1650,,1550,,2.73,0.075,0.545,18,89,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -89)"
2840,Haselünne,52.673601,7.486447,1220,1650,y,1550,,6.69,0.116,0.0,22,88,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -88)"
4353,Lemgo,52.028386,8.901262,1190,1650,,1550,,15.982,0.206,0.0,24,86,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -86)"
12525,,52.092846,5.11162,1114,1650,,1550,,0.41,0.065,0.51,33,86,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -86)"
10788,,52.093432,5.116996,1114,1650,,1550,,0.111,0.11,0.22,33,86,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -86)"
17,,51.41919,9.6528,1183,1650,y,1550,,4.148,0.03,15.393,34,85,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -85)"
18,Hann. Münden,51.417743,9.65191,1183,1650,y,1550,,4.0,0.062,15.232,34,85,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -85)"
8933,Bremer Schlagd,51.418997,9.650177,1183,1650,,1550,,3.994,0.052,15.257,34,85,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -85)"
9290,Kasseler Schlagd,51.417357,9.649215,1183,1650,,1550,,3.826,0.096,15.076,34,85,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -85)"
9291,Wanfrieder Schlagd,51.418839,9.65165,1183,1650,,1550,,4.061,0.052,15.311,34,85,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -85)"
19525,,52.36923,4.891019,1300,1650,,1550,,0.841,0.043,0.44,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19526,,52.372476,4.893958,1300,1650,,1550,,0.429,0.012,0.115,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19537,Paulusbroedersluis,52.371494,4.896887,1300,1650,,1550,,0.481,0.04,0.342,16,84,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -84)"
19535,Varkenssluis,52.371851,4.895852,1300,1650,,1550,,0.449,0.04,0.261,16,84,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -84)"
19527,,52.37622,4.899628,1300,1650,,1550,,0.176,0.044,0.593,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19538,,52.371052,4.898518,1300,1650,,1550,,0.538,0.009,0.462,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19528,Nieuwe Brug,52.376816,4.898797,1300,1650,,1550,,0.159,0.028,0.593,16,84,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -84)"
19539,Bushuissluis,52.370986,4.898754,1300,1650,,1550,,0.548,0.009,0.48,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
11849,Oudewater,52.022978,4.872386,1257,1650,,1550,,0.096,0.096,11.166,31,84,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -84)"
14910,Rokin,52.372306,4.892819,1300,1650,y,1550,,0.487,0.044,0.087,16,84,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -84)"
19529,,52.377477,4.89759,1300,1650,,1550,,0.188,0.008,0.597,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
12707,,52.021649,4.870602,1257,1650,,1550,,0.096,0.077,11.028,31,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
12840,,52.385612,4.882023,1300,1650,,1550,,1.496,0.688,1.567,13,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
10785,,52.377087,4.896699,1300,1650,,1550,,0.144,0.037,0.527,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19547,,52.377136,4.898164,1300,1650,,1550,,0.163,0.027,0.59,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
12481,,52.018818,5.0443,1363,1650,,1550,,0.165,0.049,9.589,30,84,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -84)"
19530,Oude Brug,52.375525,4.897005,1300,1650,,1550,,0.033,0.026,0.406,16,84,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -84)"
19531,,52.376066,4.895621,1300,1650,,1550,,0.106,0.03,0.392,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19532,,52.375158,4.897885,1300,1650,,1550,,0.089,0.036,0.429,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19533,Lange Brug,52.36923,4.89229,1300,1650,,1550,,0.802,0.043,0.428,16,84,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -84)"
10786,Damrak,52.374318,4.894645,1300,1650,y,1550,,0.237,0.047,0.197,16,84,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -84)"
19548,,52.377311,4.899601,1300,1650,,1550,,0.237,0.085,0.671,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19536,,52.372948,4.900213,1300,1650,,1550,,0.382,0.12,0.519,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
3300,IJsselstein,52.019446,5.043281,1363,1650,,1550,,0.194,0.049,9.568,30,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19540,,52.370508,4.900647,1300,1650,,1550,,0.637,0.07,0.618,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19534,,52.372653,4.894141,1300,1650,,1550,,0.406,0.012,0.116,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
19546,,52.375792,4.896372,1300,1650,,1550,,0.051,0.026,0.397,16,84,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -84)"
12842,,52.377573,4.897774,1300,1650,,1550,,0.2,0.008,0.612,16,84,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -84)"
13886,,52.021024,5.047642,1363,1650,,1550,,0.17,0.173,9.26,30,84,0,,0,1,1,1,0,1,3,-1.0,"(1.0, -84)"
13982,,52.021493,4.870933,1257,1650,,1550,,0.099,0.07,11.049,31,84,0,,0,1,1,1,0,1,3,-1.0,"(1.0, -84)"
12677,,52.086498,4.885618,1372,1650,,1550,,2.605,0.02,14.621,29,81,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -81)"
11903,Woerden,52.086272,4.885158,1372,1650,,1550,,2.57,0.02,14.581,29,81,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -81)"
11636,,51.316143,9.508501,1180,1650,,1550,,0.051,0.155,0.224,23,76,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -76)"
11637,Schlagd,51.316049,9.507041,1180,1650,,1550,,0.051,0.061,0.122,23,76,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -76)"
9344,,51.316588,9.510959,1180,1650,,1550,,0.089,0.174,0.401,23,76,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -76)"
9346,,51.314434,9.505886,1180,1650,,1550,,0.227,0.079,0.158,23,76,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -76)"
11328,,51.202681,11.966501,1280,1650,,1550,,30.08,0.226,0.453,34,74,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -74)"
10940,,51.199756,11.972437,1280,1650,,1550,,29.767,0.072,0.143,34,73,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -73)"
10941,,51.198936,11.974347,1280,1650,,1550,,29.664,0.081,0.269,34,73,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -73)"
9542,,52.127033,11.651974,1188,1650,y,1550,,2.17,0.049,1.023,23,71,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -71)"
11519,,52.128172,11.642789,1188,1650,y,1550,,2.525,0.141,0.461,23,71,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -71)"
11440,,51.857343,12.213621,1382,1650,y,1550,,1.539,1.95,15.064,11,71,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -71)"
19942,,52.131943,11.63686,1188,1650,,1550,,3.091,0.074,0.149,23,71,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -71)"
2036,Friesoythe,53.020459,7.858919,1366,1650,y,1550,,11.784,1.128,0.0,18,71,1,regional,1,0,0,0,1,1,3,-1.0,"(1.0, -71)"
13405,,52.129381,11.643691,1188,1650,,1550,,2.616,0.106,0.406,23,71,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -71)"
13407,,52.130336,11.635913,1188,1650,,1550,,2.976,0.095,0.25,23,71,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -71)"
16278,,52.130509,11.641203,1188,1650,,1550,,2.805,0.097,0.195,23,71,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -71)"
20547,,53.216851,6.573825,1245,1650,,1550,,0.038,0.008,0.498,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
20548,,53.217631,6.573445,1245,1650,,1550,,0.053,0.091,0.457,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
20544,Steentilbrug,53.216887,6.574072,1245,1650,,1550,,0.041,0.008,0.513,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
20545,A-brug,53.216613,6.559369,1245,1650,,1550,,0.454,0.009,0.508,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
20546,Boteringebrug,53.221307,6.562786,1245,1650,,1550,,0.363,0.221,0.443,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
10810,,53.216251,6.557344,1245,1650,,1550,,0.593,0.07,0.648,17,69,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -69)"
12656,,53.219279,6.557448,1245,1650,,1550,,0.54,0.166,0.625,17,69,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -69)"
12657,,53.216754,6.574033,1245,1650,,1550,,0.053,0.009,0.515,17,69,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -69)"
12699,,53.21659,6.559636,1245,1650,,1550,,0.439,0.009,0.492,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
13450,,53.217862,6.566126,1245,1650,,1550,,0.08,0.019,0.038,17,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
8967,,52.62741,10.07964,1292,1650,y,1550,,0.128,0.092,0.397,10,68,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -68)"
8954,,52.62567,10.07715,1292,1650,,1550,,0.128,0.144,0.363,10,68,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -68)"
9121,,52.623592,10.082078,1292,1650,,1550,,0.411,0.029,0.059,16,68,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -68)"
9231,,52.626677,10.081072,1292,1650,,1550,,0.181,0.075,0.291,10,68,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -68)"
10460,,51.833659,12.251977,1382,1650,,1550,,4.363,0.198,18.752,10,67,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -67)"
12800,,51.589834,4.773145,1198,1650,,1550,,8.905,0.138,0.276,16,66,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -66)"
16362,,51.58835,4.771352,1198,1650,,1550,,8.802,0.135,0.341,16,66,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -66)"
7973,Vechta,52.728249,8.285466,1269,1650,y,1550,,51.525,1.052,0.0,14,65,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -65)"
10075,Auebrücke,51.055019,12.137194,1147,1650,y,1550,,29.61,0.053,0.553,26,65,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -65)"
11296,,51.344147,12.369851,1170,1650,y,1550,,8.133,0.285,0.57,25,64,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -64)"
5421,Nieuwstadt,51.036805,5.860058,1242,1650,y,1550,,6.448,1.053,0.0,18,62,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -62)"
2094,Gardelegen,52.526638,11.391921,1241,1650,y,1550,,36.143,0.326,0.0,13,61,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -61)"
280,Appingedam,53.321987,6.856009,1327,1650,,1550,,2.334,0.051,0.0,24,57,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -57)"
9182,,53.365262,7.209451,1433,1650,,1550,,19.146,0.137,0.273,24,56,0,,0,1,0,1,1,1,3,-1.0,"(1.0, -56)"
12625,,51.815016,4.660896,1220,1650,,1550,,0.623,0.214,5.728,24,56,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -56)"
12780,,51.819893,4.670869,1220,1650,,1550,,0.294,0.226,5.955,24,56,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -56)"
13437,,51.818733,4.675438,1220,1650,,1550,,0.463,0.167,6.29,24,56,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -56)"
14863,,51.818038,4.670721,1220,1650,,1550,,0.132,0.167,6.06,24,56,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -56)"
14903,,51.814815,4.667026,1220,1650,,1550,,0.33,0.018,6.067,24,56,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -56)"
18157,haven dordrecht,51.813839,4.659768,1220,1650,,1550,,0.755,0.212,5.757,24,56,0,,0,1,0,0,1,0,3,-1.0,"(1.0, -56)"
8979,Stau,53.140241,8.217053,1345,1650,,1550,,27.533,0.113,0.226,11,55,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -55)"
9606,,53.140346,8.212924,1345,1650,,1550,,27.703,0.095,0.19,11,55,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -55)"
11788,,53.247458,10.413513,1247,1650,,1550,,10.189,0.041,0.415,14,54,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -54)"
11789,,53.246835,10.414162,1247,1650,y,1550,,10.107,0.041,0.494,14,54,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -54)"
8982,Bäckerstraße,53.2488,10.40886,1247,1650,y,1550,,10.132,0.064,0.128,14,54,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -54)"
8983,,53.25136,10.41335,1247,1650,y,1550,,10.119,0.141,0.337,14,54,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -54)"
9655,,53.251462,10.409071,1247,1650,,1550,,9.918,0.084,0.169,14,54,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -54)"
12889,,53.029386,5.65903,1317,1650,,1550,,0.168,0.168,31.3,8,54,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -54)"
12173,,52.3801,4.63971,1245,1650,,1550,,2.335,0.07,17.182,13,53,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -53)"
12841,,52.380874,4.647114,1245,1650,,1550,,1.99,0.287,16.684,13,53,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -53)"
19313,,52.380711,4.637893,1245,1650,,1550,,2.361,0.07,17.308,13,53,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -53)"
19314,,52.379008,4.639224,1245,1650,,1550,,2.452,0.105,17.21,13,53,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -53)"
8935,Kleine Schlachte,53.07209,8.80893,965,1650,,1550,,0.035,0.143,0.435,10,53,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -53)"
9651,,53.072094,8.807886,965,1650,,1550,,0.035,0.164,0.423,10,53,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -53)"
9417,,53.247308,10.409138,1247,1650,,1550,,10.27,0.083,0.294,14,52,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -52)"
9693,,53.549938,9.99918,1150,1650,,1550,,0.303,0.101,0.457,18,51,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -51)"
12148,,52.629356,4.755565,1254,1650,,1550,,0.63,0.228,29.968,3,51,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -51)"
9226,Neustadt,53.072859,8.799608,965,1650,,1550,,0.37,0.16,0.619,10,51,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -51)"
8939,Schlachte,53.077288,8.800285,965,1650,y,1550,,0.086,0.039,0.5,10,51,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -51)"
8940,Balge,53.07537,8.80635,965,1650,,1550,,0.16,0.042,0.09,10,51,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -51)"
8941,,53.073386,8.804305,965,1650,,1550,,0.079,0.16,0.346,10,51,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -51)"
