city_id,name,lat,lon,year,lat_band,dist_river_km,elev_m,voronoi_area_km2,centuries_since_first_mention,population,pop_growth_50yr,agricultural_surplus_score,agricultural_surplus_continuous,nodesid
21069,Sulzburg,47.839722,7.71,1250,south,181.6,,81.2,4.1,,,0,3.1938,
21070,Tengen,47.82111,8.6608334,1250,south,175.8,,114.8,1.6,,,0,2.5806,
21071,Tiengen,47.981945,7.7144446,1250,south,166.4,,139.3,3.92,,,0,3.3535,
21072,Todtnau,47.829166,7.9475002,1250,south,178.2,,246.9,0.0,,,0,2.4053,
21073,Triberg,48.128887,8.2311115,1250,south,141.9,,84.1,0.11,,,0,2.0108,
21074,Ueberlingen,47.768333,9.1591663,1250,south,188.3,,196.8,6.37,,,0,4.2259,
21075,Villingen,48.058056,8.459444,1250,south,148.8,,130.0,4.33,,,0,3.449,
21076,Voehrenbach,48.045277,8.3044443,1250,south,150.7,,120.3,0.06,,,0,2.1375,
21077,Waldkirch,48.093887,7.9611111,1250,south,149.3,,240.6,3.24,,,0,3.3669,
21078,Waldshut,47.623333,8.2136106,1250,south,198.0,,2688.7,0.1,,,0,3.3889,
21079,Wehr,47.629723,7.9044442,1250,south,200.6,,126.7,1.58,,,0,2.6138,
21080,Weil,47.594166,7.6294446,1250,south,209.4,,332.4,4.64,,,0,3.9158,
21081,Wolfach,48.298611,8.2213888,1250,south,123.3,,113.4,2.2,,,0,2.7559,
21082,Zell a. H.,48.346111,8.061944,1250,south,120.3,,107.6,1.11,,,0,2.4079,
21083,Zell i. W.,47.7075,7.8519444,1250,south,193.0,,97.0,0.0,,,0,2.0342,
22001,Abenberg,49.24139,10.963333,1250,middle,139.0,,112.1,1.93,,,0,2.4703,
22002,Allersberg,49.251389,11.236389,1250,middle,156.8,,153.0,2.5,,,0,2.7648,
22003,Altdorf,49.385834,11.355278,1250,middle,160.2,,188.6,6.5,,,0,4.0479,
22004,Alzenau,50.086666,9.0716667,1250,middle,8.8,,172.0,2.97,,,2,3.3421,
22005,Amorbach,49.644444,9.2180557,1250,middle,11.7,,214.5,8.0,,,2,4.903,
22006,Ansbach,49.302502,10.571667,1250,middle,110.4,406.0,253.9,5.02,1000.0,1.0,0,3.7184,
22007,Arnstein,49.978611,9.9666662,1250,middle,59.3,,320.9,5.5,,,0,3.9597,
22008,Arzberg,50.056946,12.185278,1250,middle,135.8,,58.7,0.0,,,0,1.6358,
22009,Aschaffenburg,49.973331,9.1477776,1250,middle,7.3,138.0,330.0,5.5,1500.0,1.5,2,4.379,317.0
22010,Aub,49.551666,10.064167,1250,middle,65.6,,120.6,1.14,,,0,2.2624,
22011,Bad Berneck i. Fichtelgeb.,50.04361,11.666945,1250,middle,145.6,,76.7,2.5,,,0,2.4913,
22012,Bad Kissingen,50.199722,10.078889,1250,middle,74.2,,287.1,4.49,,,0,3.6123,
22013,Bad Neustadt a. d. Saale,50.322777,10.215555,1250,middle,71.7,,169.6,5.08,,,0,3.5796,
22014,Bad Windsheim,49.502499,10.416945,1250,middle,91.5,,239.3,4.59,,,0,3.5697,
22015,Baiersdorf,49.656944,11.031111,1250,middle,131.7,,92.6,1.88,,,0,2.3796,
22016,Bamberg,49.893612,10.886111,1250,middle,121.7,293.0,203.7,8.0,8000.0,1.0,1,4.5287,
22017,Baunach,49.988056,10.85,1250,middle,120.8,,137.4,4.46,,,0,3.3102,473.0
22018,Bayreuth,49.943333,11.577778,1250,middle,158.3,343.0,210.2,1.08,1000.0,1.0,0,2.465,479.0
22019,Betzenstein,49.68222,11.418056,1250,middle,159.3,,123.0,0.63,,,0,2.1172,
22020,Bischofsheim a. d. Rhoen,50.400833,10.009167,1250,middle,57.9,,244.3,0.0,,,0,2.201,
22021,Brueckenau,50.310276,9.790556,1250,middle,62.0,,402.9,0.0,,,0,2.4005,
22022,Burgbernheim,49.450279,10.324445,1250,middle,87.2,,154.0,5.09,,,0,3.5443,
22023,Burgkunstadt,50.141109,11.251667,1250,middle,135.8,,141.1,1.91,,,0,2.5556,
22024,Coburg,50.259167,10.96,1250,middle,111.4,292.0,166.5,1.93,2500.0,1.25,0,2.6273,1238.0
22025,Creussen,49.844166,11.624444,1250,middle,167.5,,177.0,2.5,,,0,2.8228,1256.0
22026,Dettelbach,49.801388,10.160277,1250,middle,68.8,,145.5,3.61,,,0,3.0777,
22027,Dinkelsbuehl,49.068611,10.32,1250,middle,110.6,442.0,286.5,5.5,1500.0,1.5,0,3.8865,
22028,Ebermannstadt,49.779167,11.184722,1250,middle,142.2,,226.2,7.19,,,0,4.3272,
22029,Ebern,50.098331,10.794723,1250,middle,115.7,,180.0,0.99,,,0,2.3763,1661.0
22030,Ebrach,49.847778,10.497222,1250,middle,93.4,,203.4,1.23,,,0,2.4971,
22031,Eibelstadt,49.724724,10.000834,1250,middle,57.2,,163.6,4.7,,,0,3.4513,
22032,Eichstaett,48.890835,11.185,1250,south,172.3,393.0,351.8,4.51,2000.0,1.0,0,3.8994,
22033,Ellingen,49.060555,10.967778,1250,middle,148.8,,113.1,3.51,,,0,2.9479,
22034,Eltmann,49.97139,10.664444,1250,middle,107.5,,215.3,4.75,,,0,3.5756,
22035,Erlangen,49.595001,11.004723,1250,middle,130.6,279.0,100.6,8.0,1000.0,1.0,0,4.2483,1831.0
22036,Feuchtwangen,49.1675,10.331388,1250,middle,104.0,,181.9,4.33,,,0,3.3826,
22037,Fladungen,50.522221,10.143056,1250,middle,50.1,,157.7,4.61,,,0,3.4098,
22038,Forchheim,49.720001,11.058056,1250,middle,133.2,,187.7,7.5,,,0,4.346,1973.0
22039,Fuerth,49.477222,10.989722,1250,middle,132.1,304.0,70.5,5.0,1500.0,1.5,0,3.208,
22040,Gefrees,50.094723,11.738611,1250,middle,138.5,,124.1,0.0,,,0,1.9315,
22041,Gemuenden a. Main,50.051109,9.7005558,1250,middle,42.8,,134.5,0.07,,,0,1.9847,
22042,Gerolzhofen,49.899723,10.350833,1250,middle,83.9,,170.3,5.0,,,0,3.5575,
22043,Goldkronach,50.010834,11.686666,1250,middle,148.6,,138.3,2.43,,,0,2.7035,
22044,Graefenberg,49.645832,11.248611,1250,middle,147.4,,155.9,3.5,,,0,3.0723,
22045,Greding,49.046391,11.353056,1250,middle,174.0,,251.5,7.5,,,0,4.4625,
22046,Gunzenhausen,49.113335,10.759167,1250,middle,132.8,,208.3,4.27,,,0,3.4184,
22047,Hallstadt,49.928333,10.875,1250,middle,121.4,,80.3,5.09,,,0,3.2861,
22048,Hammelburg,50.115276,9.8908329,1250,middle,58.1,,290.9,5.34,,,0,3.8725,
22049,Hassfurt,50.031387,10.506389,1250,middle,98.3,,177.8,0.2,,,0,2.1344,
22050,Heideck,49.132221,11.126389,1250,middle,154.9,,204.6,0.75,,,0,2.3555,
22051,Heilsbronn,49.337776,10.790277,1250,middle,123.2,,196.0,1.18,,,0,2.4673,
22052,Helmbrechts,50.236668,11.715834,1250,middle,124.3,,75.9,0.18,,,0,1.7911,
22053,Herrieden,49.232777,10.497222,1250,middle,109.6,,178.3,5.5,,,0,3.7256,
22054,Hersbruck,49.509445,11.4325,1250,middle,162.6,,219.1,2.74,,,0,2.9797,
22055,Herzogenaurach,49.568333,10.883611,1250,middle,122.5,,147.0,2.48,,,0,2.7429,
22056,Hilpoltstein,49.189167,11.191667,1250,middle,156.5,,104.7,0.81,,,0,2.1071,
22057,Hoechstadt a. d. Aisch,49.702778,10.805555,1250,middle,115.2,,297.6,4.5,,,0,3.6296,
22058,Hof,50.316387,11.913333,1250,middle,111.3,500.0,167.7,0.9,1500.0,1.5,0,2.2545,
22059,Hofheim i. Ufr.,50.139168,10.524445,1250,middle,100.5,,218.6,1.5,,,0,2.6068,
22060,Hohenberg a. d. Eger,50.096668,12.222777,1250,middle,131.1,,146.1,0.28,,,0,2.0805,
22061,Hollfeld,49.936668,11.293056,1250,middle,151.2,,236.6,2.33,,,0,2.8873,
22062,Iphofen,49.703609,10.259167,1250,middle,75.9,,137.7,5.09,,,0,3.4998,
22063,Karlstadt,49.961945,9.7638893,1250,middle,44.7,,258.6,6.26,,,0,4.1016,
22064,Kirchenlamitz,50.151669,11.950556,1250,middle,128.2,,49.1,0.0,,,0,1.5656,
22065,Kitzingen,49.736946,10.161111,1250,middle,68.7,,41.0,5.05,,,0,3.01,
22066,Klingenberg a. Main,49.783333,9.1830559,1250,middle,4.1,,103.9,4.74,,,2,3.7318,
22067,Koenigsberg i. Bay.,50.080833,10.569167,1250,middle,103.6,,110.1,0.16,,,0,1.9323,
22068,Koenigshofen i. Grabfeld,50.299168,10.467222,1250,middle,83.7,,280.3,4.28,,,0,3.5397,
22069,Kronach,50.238888,11.325277,1250,middle,133.7,,179.5,2.47,,,0,2.8194,
22070,Kulmbach,50.108055,11.455556,1250,middle,145.0,,209.9,3.5,,,0,3.1905,
22071,Kupferberg,50.139446,11.576667,1250,middle,138.1,,130.5,0.0,,,0,1.9516,
22072,Langenzenn,49.495277,10.795555,1250,middle,118.0,,227.7,3.47,,,0,3.214,
22073,Lauf a. d. Pegnitz,49.511391,11.277778,1250,middle,151.6,,75.5,1.0,,,0,2.0347,
22074,Leutershausen,49.299999,10.4075,1250,middle,100.1,,177.1,2.5,,,0,2.8229,
22075,Lichtenberg,50.383057,11.675278,1250,middle,110.6,,63.9,0.0,,,0,1.6689,
22076,Lichtenfels,50.146946,11.068334,1250,middle,125.4,,173.4,1.08,,,0,2.3884,
22077,Lohr a. Main,49.993057,9.5758333,1250,middle,32.2,,301.5,4.11,,,0,3.6148,
22078,Ludwigsstadt,50.484722,11.388611,1250,middle,112.0,,61.4,0.0,,,0,1.6536,
22079,Mainbernheim,49.707779,10.218333,1250,middle,73.0,,51.5,0.78,,,0,1.8181,
22080,Marktbreit,49.666389,10.143333,1250,middle,68.1,,68.4,0.0,,,0,1.6962,
22081,Marktheidenfeld,49.843887,9.6002779,1250,middle,30.2,,181.0,4.5,,,0,3.5536,
22082,Marktleuthen,50.129444,12.001111,1250,middle,129.8,,61.6,0.0,,,0,1.6546,
22083,Marktredwitz,50.000832,12.086111,1250,middle,142.9,,63.4,2.5,,,0,2.416,
22084,Marktsteft,49.696667,10.135,1250,middle,67.1,,35.3,0.34,,,0,1.5383,
22085,Mellrichstadt,50.426666,10.3025,1250,middle,65.3,,185.3,5.09,,,0,3.618,
22086,Merkendorf,49.203335,10.701389,1250,middle,124.0,,42.4,0.01,,,0,1.511,
22087,Miltenberg,49.701111,9.2572222,1250,middle,6.5,,75.3,8.0,,,2,4.5522,4955.0
22088,Muenchberg,50.191387,11.789444,1250,middle,127.2,,104.8,2.75,,,0,2.6897,
22089,Muennerstadt,50.249722,10.194722,1250,middle,78.4,,199.6,7.75,,,0,4.4456,
22090,Naila,50.330276,11.706667,1250,middle,115.0,,38.2,0.0,,,0,1.4672,
22091,Neunkirchen a. Brand,49.612778,11.129444,1250,middle,139.3,,140.3,3.5,,,0,3.0305,
22092,Neustadt a. d. Aisch,49.580555,10.608611,1250,middle,102.7,,308.3,5.08,,,0,3.8177,
22093,Neustadt b. Coburg,50.326946,11.121944,1250,middle,116.2,,127.5,1.0,,,0,2.2423,
22094,Nuernberg,49.450832,11.075,1250,middle,138.8,301.0,164.1,2.11,10500.0,1.5,3,2.6755,5492.0
22095,Obernburg a. Main,49.842499,9.143611,1250,middle,2.6,,156.6,8.0,,,2,4.8909,
22096,Ochsenfurt,49.664722,10.062222,1250,middle,62.3,,86.7,5.25,,,0,3.3644,
22097,Ornbau,49.175835,10.655833,1250,middle,122.7,,117.4,4.5,,,0,3.2598,
22098,Ostheim v. d. Rhoen,50.457779,10.230278,1250,middle,59.5,,137.9,4.46,,,0,3.3114,
22099,Pappenheim,48.934723,10.974444,1250,south,156.9,,194.9,4.48,,,0,3.6549,
22100,Pegnitz,49.75639,11.541111,1250,middle,167.8,,135.3,1.31,,,0,2.359,
22101,Pottenstein,49.770832,11.408055,1250,middle,158.2,,132.0,2.0,,,0,2.5561,
22102,Prichsenstadt,49.81778,10.350278,1250,middle,82.6,,137.8,0.0,,,0,1.9731,
22103,Rehau,50.248333,12.035556,1250,middle,116.4,,140.6,0.04,,,0,1.9933,
22104,Rieneck,50.093056,9.648056,1250,middle,41.5,,254.6,1.35,,,0,2.6225,
22105,Rodach b. Coburg,50.341389,10.778889,1250,middle,95.7,,92.6,3.7,,,0,2.9254,
22106,Roethenbach a. d. Pegnitz,49.481945,11.238611,1250,middle,149.5,,151.4,0.0,,,0,2.0105,
22107,Roettingen,49.510277,9.9694443,1250,middle,61.1,,110.6,1.36,,,0,2.2941,
22108,Roth b. Nuernberg,49.246113,11.091666,1250,middle,147.3,,136.9,1.93,,,0,2.5497,
22109,Rothenburg o. d. Tauber,49.376945,10.179167,1250,middle,81.5,430.0,230.7,8.0,4000.0,1.333,2,4.5582,
22110,Rothenfels,49.890556,9.5897226,1250,middle,31.7,,127.1,1.02,,,0,2.3504,
22111,Schauenstein,50.2775,11.740833,1250,middle,119.4,,39.1,0.2,,,0,1.5363,
22112,Scheinfeld,49.665001,10.462222,1250,middle,90.9,,234.9,4.74,,,0,3.6074,
22113,Schesslitz,49.974724,11.036111,1250,middle,133.6,,271.2,8.0,,,0,4.6426,
22114,Schillingsfuerst,49.286388,10.259722,1250,middle,91.9,,195.4,2.5,,,0,2.862,
22115,Schluesselfeld,49.756668,10.619166,1250,middle,101.6,,256.2,0.0,,,0,2.2199,
22116,Schnaittach,49.559444,11.340834,1250,middle,155.2,,100.8,2.39,,,0,2.5661,
22117,Schoenwald,50.198612,12.088333,1250,middle,121.1,,67.9,1.25,,,0,2.0679,
22118,Schwabach,49.329445,11.020555,1250,middle,139.1,,126.1,5.5,,,0,3.5879,
22119,Schwarzenbach am Wald,50.285,11.623889,1250,middle,122.0,,129.5,0.0,,,0,1.9485,
22120,Schwarzenbach an der Saale,50.220833,11.938056,1250,middle,121.0,,82.7,3.5,,,0,2.821,
22121,Schweinfurt,50.046665,10.233611,1250,middle,79.3,226.0,365.6,5.5,1500.0,1.5,0,4.0117,
22122,Selb,50.169724,12.130555,1250,middle,123.8,,72.9,0.2,,,0,1.7811,
22123,Selbitz,50.314999,11.748055,1250,middle,115.4,,50.1,0.0,,,0,1.5734,
22124,Sesslach,50.1875,10.843056,1250,middle,110.7,,113.0,4.51,,,0,3.2474,
22125,Spalt,49.176388,10.924723,1250,middle,139.6,,122.5,4.58,,,0,3.3005,
22126,Stadtprozelten,49.783054,9.4083338,1250,middle,15.1,,258.0,1.23,,,0,2.9034,
22127,Stadtsteinach,50.163055,11.503889,1250,middle,138.0,,77.9,1.5,,,0,2.1971,
22128,Staffelstein,50.101387,10.999722,1250,middle,125.3,,146.1,1.8,,,0,2.5366,
22129,Teuschnitz,50.398335,11.380834,1250,middle,120.0,,156.2,0.63,,,0,2.2121,
22130,Thiersheim,50.075832,12.128889,1250,middle,134.2,,37.5,0.68,,,0,1.6644,
22131,Thierstein,50.106667,12.103611,1250,middle,131.0,,46.3,0.0,,,0,1.5423,
22132,Treuchtlingen,48.955002,10.909166,1250,south,151.8,,139.6,3.57,,,0,3.2493,
22133,Uffenheim,49.543888,10.234167,1250,middle,77.5,,190.9,8.0,,,0,4.5028,
22134,Velden,49.612778,11.511111,1250,middle,166.6,,192.5,3.61,,,0,3.1891,
22135,Volkach,49.864166,10.226666,1250,middle,74.4,,165.2,3.61,,,0,3.1283,
22136,Waischenfeld,49.845833,11.344167,1250,middle,153.9,,169.2,1.75,,,0,2.5798,
22137,Wallenfels,50.268333,11.471111,1250,middle,128.7,,162.6,0.02,,,0,2.0451,
22138,Wassertruedingen,49.041111,10.596945,1250,middle,127.8,,220.2,4.15,,,0,3.4046,
22139,Weismain,50.084721,11.239166,1250,middle,139.1,,174.3,4.5,,,0,3.4166,
22140,Weissenburg i. Bay.,49.029724,10.971945,1250,middle,150.8,,89.2,3.83,,,0,2.9497,
22141,Weissenstadt,50.101112,11.885,1250,middle,134.8,,150.6,0.51,,,0,2.1615,
22142,Windsbach,49.248333,10.826667,1250,middle,129.7,,114.3,0.99,,,0,2.1959,
22143,Woerth a. Main,49.796112,9.1580553,1250,middle,2.6,,71.3,7.5,,,2,4.4295,
22144,Wolframs-Eschenbach,49.226112,10.723056,1250,middle,124.1,,84.8,1.93,,,0,2.3596,
22145,Wuerzburg,49.79361,9.9308329,1250,middle,52.3,186.0,292.7,7.5,6000.0,1.2,2,4.5231,
22146,Wunsiedel,50.038612,12.004723,1250,middle,139.7,,111.8,0.87,,,0,2.1512,
22147,Zeil a. Main,50.008335,10.595,1250,middle,103.7,,92.5,2.35,,,0,2.52,
22148,Zirndorf,49.441387,10.956388,1250,middle,130.8,,123.9,2.44,,,0,2.6631,
23001,Abensberg,48.815556,11.848333,1250,south,218.0,,171.6,1.07,,,0,2.5813,
23002,Aichach,48.459167,11.13,1250,south,200.5,,430.5,1.3,,,0,3.0169,
23003,Altoetting,48.227779,12.678889,1250,south,304.7,,142.6,5.02,,,0,3.6928,
23004,Amberg,49.444721,11.854445,1250,middle,193.9,373.0,306.8,1.56,2000.0,2.0,0,2.7597,
23005,Auerbach i. d. Opf.,49.691666,11.628889,1250,middle,174.4,,204.5,1.31,,,0,2.5232,
23006,Augsburg,48.369446,10.8925,1250,south,196.6,474.0,35.2,8.0,16000.0,1.231,3,3.9863,
23007,Bad Abbach,48.935276,12.043612,1250,south,224.7,,304.1,2.43,,,0,3.2173,
23008,Bad Aibling,47.863335,12.010278,1250,south,293.5,,219.2,4.46,,,0,3.6958,
23009,Bad Reichenhall,47.725834,12.876667,1250,south,350.8,,332.4,5.5,,,0,4.1738,
23010,Bad Toelz,47.761665,11.56,1250,south,280.4,,599.7,0.7,,,0,2.9692,
23011,Bad Woerishofen,48.002777,10.5925,1250,south,214.0,,182.8,1.83,,,0,2.8345,
23012,Baernau,49.809166,12.429722,1250,middle,162.6,,1136.5,0.0,,,0,2.8146,
23013,Beilngries,49.036388,11.470834,1250,middle,182.1,,178.6,2.43,,,0,2.8053,
23014,Berching,49.10611,11.440278,1250,middle,176.8,,144.3,3.67,,,0,3.0926,
23015,Bobingen,48.267776,10.830556,1250,south,203.0,,156.0,2.6,,,0,3.0025,
23016,Bogen,48.909168,12.693055,1250,south,245.8,,369.1,4.5,,,0,3.9155,
23017,Buchloe,48.036667,10.729445,1250,south,218.1,,231.2,1.0,,,0,2.679,
23018,Burgau,48.431667,10.406111,1250,south,170.3,,193.8,1.03,,,0,2.6178,
23019,Burghausen,48.16861,12.831111,1250,south,317.7,,296.8,2.25,,,0,3.1536,
23020,Burglengenfeld,49.205555,12.041945,1250,middle,213.7,,284.1,1.0,,,0,2.5612,
23021,Cham,49.218887,12.666945,1250,middle,215.3,,287.2,4.31,,,0,3.5584,
23022,Dachau,48.263054,11.437222,1250,south,232.0,,473.5,4.45,,,0,3.9999,
23023,Deggendorf,48.833057,12.961945,1250,south,246.9,,264.6,2.48,,,0,3.1768,
23024,Diessen am Ammersee,47.947777,11.103333,1250,south,243.7,,378.9,2.11,,,0,3.209,
23025,Dietfurt a. d. Altmuehl,49.034168,11.59,1250,middle,190.0,,204.9,1.44,,,0,2.563,
23026,Dillingen a. d. Donau,48.580555,10.495277,1250,south,160.3,,149.9,2.77,,,0,3.0377,
23027,Dingolfing,48.629444,12.496667,1250,south,269.6,,439.2,4.9,,,0,4.1049,
23028,Donauwoerth,48.718887,10.777778,1250,south,161.8,,184.6,2.2,,,0,2.9494,
23029,Dorfen,48.273613,12.153055,1250,south,270.4,,460.1,4.77,,,0,4.0845,
23030,Ebersberg,48.078335,11.968611,1250,south,274.4,,201.9,4.0,,,0,3.5251,
23031,Eggenfelden,48.403332,12.762222,1250,south,296.9,,393.6,1.3,,,0,2.9812,
23032,Erbendorf,49.838055,12.048056,1250,middle,161.2,,157.7,1.41,,,0,2.4499,
23033,Erding,48.30611,11.906944,1250,south,254.1,,261.5,4.44,,,0,3.7601,
23034,Eschenbach i. d. Opf.,49.753056,11.834444,1250,middle,173.3,,114.9,0.8,,,0,2.1411,
23035,Freilassing,47.841946,12.978056,1250,south,348.3,,6039.8,4.62,,,0,5.0685,
23036,Freising,48.406387,11.746111,1250,south,237.8,,454.4,5.06,,,0,4.1665,
23037,Freystadt (Bayern),49.199165,11.328333,1250,middle,165.1,,154.0,0.0,,,0,2.0173,
23038,Freyung,48.808887,13.5475,1250,south,239.7,,6039.8,0.0,,,0,3.6825,
23039,Friedberg (Bayern),48.354721,10.979167,1250,south,201.9,,260.5,0.0,,,0,2.4266,
23040,Fuerstenfeldbruck,48.182499,11.253056,1250,south,229.6,,511.9,0.0,,,0,2.696,
23041,Fuessen,47.567501,10.699722,1250,south,257.2,,1735.4,5.04,,,0,4.6958,
23042,Furth i. Wald,49.307777,12.842778,1250,middle,200.8,,2050.2,1.64,,,0,3.5425,
23043,Garmisch-Partenkirchen,47.492222,11.086111,1250,south,281.3,,2420.1,4.48,,,0,4.6608,
23044,Geiselhoering,48.824722,12.391111,1250,south,252.9,,483.9,1.5,,,0,3.1236,
23045,Geisenfeld,48.683887,11.611944,1250,south,211.2,,221.8,2.13,,,0,3.0015,
23046,Gersthofen,48.424721,10.878889,1250,south,191.2,,273.9,2.81,,,0,3.2896,
23047,Goeggingen,48.338055,10.867778,1250,south,198.3,,80.9,2.81,,,0,2.805,
23048,Grafenau,48.858612,13.3975,1250,south,236.1,,607.0,0.0,,,0,2.7641,
23049,Grafenwoehr,49.720833,11.906111,1250,middle,175.7,,111.9,0.0,,,0,1.8906,
23050,Grafing b. Muenchen,48.045277,11.965834,1250,south,276.8,,280.5,1.5,,,0,2.9061,
23051,Griesbach i. Rottal,48.452778,13.192778,1250,south,283.4,,920.4,1.28,,,0,3.3143,
23052,Guenzburg,48.455002,10.276389,1250,south,161.5,,67.4,1.85,,,0,2.4453,
23053,Gundelfingen a. d. Donau,48.554722,10.366389,1250,south,157.4,,109.3,5.0,,,0,3.5812,
23054,Hals,48.591667,13.461945,1250,south,264.6,,380.0,1.38,,,0,2.9911,
23055,Harburg (Schwaben),48.784721,10.686944,1250,south,151.9,440.0,183.4,1.58,1000.0,1.0,0,2.7342,
23056,Haunstetten,48.308056,10.905,1250,south,202.6,,44.6,2.38,,,0,2.4422,
23057,Hemau,49.051388,11.783055,1250,middle,202.0,,246.4,1.25,,,0,2.5794,
23058,Hirschau,49.544167,11.9425,1250,middle,194.6,,129.0,0.0,,,0,1.9471,
23059,Hoechstadt a. d. Donau,48.611668,10.567223,1250,south,160.6,,190.0,1.69,,,0,2.808,
23060,Ichenhausen,48.372501,10.305278,1250,south,169.4,,128.0,2.18,,,0,2.7979,
23061,Illertissen,48.222778,10.105278,1250,south,172.2,,288.9,2.96,,,0,3.3558,
23062,Immenstadt im Allgaeu,47.56139,10.221111,1250,south,238.8,,332.1,0.0,,,0,2.5234,
23063,Ingolstadt,48.764999,11.423333,1250,south,194.7,374.0,421.0,4.44,5000.0,1.25,2,3.95,
23064,Kaufbeuren,47.879723,10.620277,1250,south,225.9,678.0,254.5,1.34,1500.0,1.5,0,2.634,
23065,Kelheim,48.918888,11.869722,1250,south,214.0,,205.6,3.87,,,0,3.4933,
23066,Kemnath,49.869999,11.886945,1250,middle,159.8,,173.5,2.41,,,0,2.7877,
23067,Kempten (Allgaeu),47.723888,10.3175,1250,south,226.8,674.0,509.5,8.0,3500.0,1.167,1,4.9115,
23068,Koenigsbrunn,48.266666,10.886666,1250,south,205.5,,162.3,0.0,,,0,2.2383,
23069,Koetzting,49.174721,12.854722,1250,middle,214.0,,286.8,1.77,,,0,2.796,
23070,Kolbermoor,47.851112,12.060833,1250,south,297.1,,373.2,0.0,,,0,2.5699,
23071,Krumbach (Schwaben),48.243057,10.363055,1250,south,182.8,,288.4,0.94,,,0,2.7491,
23072,Landau a. d. Isar,48.668888,12.693889,1250,south,270.6,,432.6,0.26,,,0,2.7069,
23073,Landsberg a. Lech,48.049446,10.877778,1250,south,224.8,,364.8,0.88,,,0,2.8248,
23074,Landshut,48.537224,12.152223,1250,south,253.2,393.0,470.8,0.5,2000.0,2.0,0,2.8127,
23075,Laufen,47.936668,12.9325,1250,south,339.1,,469.7,5.15,,,0,4.2067,
23076,Lauingen (Donau),48.570835,10.430278,1250,south,158.4,439.0,100.0,5.0,2500.0,1.25,0,3.5199,
23077,Leipheim,48.447777,10.223056,1250,south,159.2,,89.0,0.8,,,0,2.2397,
23078,Lindau (Bodensee),47.546391,9.6841669,1250,south,224.0,,6039.8,4.33,,,0,4.9815,
23079,Lindenberg im Allgaeu,47.602222,9.8847218,1250,south,223.7,,656.3,3.93,,,0,3.9742,
23080,Mainburg,48.641666,11.785556,1250,south,224.3,,321.6,0.0,,,0,2.5106,
23081,Marktoberdorf,47.779446,10.618333,1250,south,234.5,,408.9,1.5,,,0,3.0564,
23082,Markt Schwaben,48.190834,11.865278,1250,south,260.2,,356.6,1.65,,,0,3.0467,
23083,Maxhuette-Haidhof,49.201946,12.093611,1250,middle,217.4,,105.2,0.0,,,0,1.8663,
23084,Memmingen,47.984722,10.181389,1250,south,197.0,601.0,355.5,1.22,2500.0,1.25,0,2.7825,
23085,Miesbach,47.788612,11.834167,1250,south,290.9,,510.6,1.36,,,0,3.103,
23086,Mindelheim,48.045834,10.491389,1250,south,205.5,,332.6,2.04,,,0,3.136,
23087,Mittenwald,47.441113,11.2625,1250,south,294.1,,332.4,1.52,,,0,2.9798,
23088,Mitterteich,49.951111,12.243333,1250,middle,147.2,,124.1,0.65,,,0,2.1267,
23089,Monheim,48.841389,10.855278,1250,south,156.6,,169.8,3.8,,,0,3.3962,
23090,Moosburg a. d. Isar,48.466946,11.934722,1250,south,244.5,,346.3,4.5,,,0,3.8901,
23091,Muehldorf am Inn,48.24472,12.519444,1250,south,294.0,,187.0,3.15,,,0,3.2397,
23092,Muenchen,48.136944,11.575277,1250,south,249.2,514.0,606.1,0.92,7500.0,1.5,2,2.9635,
23093,Murnau,47.681389,11.201944,1250,south,271.0,,376.4,0.04,,,0,2.5853,
23094,Nabburg,49.451668,12.179444,1250,middle,202.9,,169.5,3.21,,,0,3.0185,
23095,Neuburg a. d. Donau,48.734165,11.179444,1250,south,182.4,383.0,367.1,4.52,2000.0,1.0,0,3.9193,
23096,Neumarkt i. d. Opf.,49.279446,11.458889,1250,middle,170.9,,286.7,0.9,,,0,2.5347,
23097,Neumarkt-St. Veit,48.361946,12.508056,1250,south,285.8,,307.1,4.62,,,0,3.8782,
23098,Neunburg vorm Wald,49.346943,12.388056,1250,middle,211.8,,224.0,2.33,,,0,2.8655,
23099,Neuoetting,48.240002,12.690556,1250,south,304.6,,140.4,0.19,,,0,2.2377,
23100,Neustadt a. d. Donau,48.808887,11.763333,1250,south,213.0,,157.6,0.0,,,0,2.2265,
23101,Neustadt a. Kulm,49.826111,11.834444,1250,middle,165.4,,126.5,0.0,,,0,1.9391,
23102,Neustadt a. d. Waldnaab,49.732498,12.175555,1250,middle,171.8,,117.3,0.18,,,0,1.9632,
23103,Neu-Ulm,48.394444,9.9997225,1250,south,152.4,,128.3,0.0,,,0,2.1448,
23104,Nittenau,49.196945,12.271111,1250,middle,229.9,,337.7,2.43,,,0,3.0591,
23105,Noerdlingen,48.851665,10.49,1250,south,136.5,430.0,271.1,5.0,5000.0,1.25,2,3.9224,
23106,Oberstdorf,47.409443,10.2775,1250,south,255.7,,332.4,1.09,,,0,2.8508,
23107,Oberviechtach,49.458057,12.418333,1250,middle,200.0,,190.3,0.13,,,0,2.1406,
23108,Oettingen i. Bay.,48.955276,10.605278,1250,south,134.5,,167.2,1.97,,,0,2.841,
23109,Osterhofen,48.700001,13.0225,1250,south,259.8,,351.9,5.5,,,0,4.1964,
23110,Ottobeuren,47.941113,10.296111,1250,south,205.8,,360.3,4.86,,,0,4.0139,
