city_id,name,lat,lon,period,pop_T_minus,pop_T,log_pop_T_minus,d_log_pop,predicted_ols,predicted_ar1,predicted_rf,residual_ols
11096,Merseburg,51.358055,11.992778,1400-1500,3000.0,5000.0,8.006367567650246,0.5108256237659923,-0.37308439759969847,-0.23645439836082993,0.01832098918223905,0.8839100213656907
11101,Naumburg (Saale),51.151943,11.809722,1400-1500,1000.0,5000.0,6.907755278982137,1.6094379124341014,-0.001413153542603518,-0.11614815781829646,0.3710809575935022,1.6108510659767048
11104,Nordhausen,51.500278,10.791389,1400-1500,3000.0,6000.0,8.006367567650246,0.6931471805599454,0.007548304146233198,-0.23645439836082993,0.06515735114590966,0.6855988764137122
11114,Quedlinburg,51.789165,11.143888,1400-1500,2000.0,5000.0,7.600902459542082,0.916290731874156,-0.14189281241195117,-0.19205294451690558,-0.5218752883874699,1.0581835442861072
11121,Salzwedel,52.852779,11.153334,1400-1500,2000.0,5000.0,7.600902459542082,0.916290731874156,-0.1292869693588763,-0.19205294451690558,-0.5134814809589698,1.0455777012330323
11145,Stendal,52.605,11.859167,1400-1500,6000.0,6000.0,8.699514748210191,0.0,-0.2931253309057078,-0.31235918505943916,-0.09864100524125836,0.2931253309057078
11148,Suhl,50.609444,10.686666,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.1671364565634781,-0.11614815781829646,0.022869797488460405,0.8602836371234235
11155,Torgau,51.558334,13.004167,1400-1500,2000.0,3000.0,7.600902459542082,0.4054651081081637,-0.1659275283914854,-0.19205294451690558,-0.5492148257744206,0.5713926364996491
11161,Weissenfels,51.200554,11.97,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.08673367494674622,-0.11614815781829646,0.17617500800853,0.08673367494674622
11167,Wittenberg,51.866943,12.645278,1400-1500,2000.0,2000.0,7.600902459542082,0.0,-0.16434815483405596,-0.19205294451690558,-0.6551919752581057,0.16434815483405596
11172,Zeitz,51.050278,12.134444,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,0.014593448441130974,-0.11614815781829646,0.42555294894039425,0.6785537321188144
11173,Zerbst,51.96389,12.085278,1400-1500,5000.0,6000.0,8.517193191416238,0.18232155679395312,-0.27474352420189807,-0.2923936145902297,0.010773053936871564,0.4570650809958512
12016,Braunschweig,52.262222,10.520278,1400-1500,18000.0,18000.0,9.798127036878302,0.0,-0.5118543363470973,-0.43266542560197285,-0.3819517558070869,0.5118543363470973
12017,Bremen,53.075832,8.8072224,1400-1500,7000.0,18000.0,8.85366542803745,0.944461608840852,-0.3824394538194238,-0.32923983436436943,-0.2932386197054802,1.3269010626602757
12024,Celle,52.62611,10.080556,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.002033969616205278,-0.11614815781829646,0.3533037367337506,0.002033969616205278
12033,Einbeck,51.816387,9.8658333,1400-1500,3000.0,7000.0,8.006367567650246,0.8472978603872043,-0.2748583649183043,-0.23645439836082993,-0.09908941981301204,1.1221562253055086
12037,Emden,53.370556,7.2058334,1400-1500,2000.0,5000.0,7.600902459542082,0.916290731874156,-0.28988396142882933,-0.19205294451690558,-0.6700316922870505,1.2061746933029853
12048,Goettingen,51.532776,9.9350004,1400-1500,5000.0,7000.0,8.517193191416238,0.33647223662121206,-0.30349234149424054,-0.2923936145902297,-0.3375461765801158,0.6399645781154526
12049,Goslar,51.906387,10.428889,1400-1500,6000.0,12000.0,8.699514748210191,0.6931471805599454,-0.14703756343517171,-0.31235918505943916,-0.10925911470950377,0.8401847439951171
12052,Hameln,52.104168,9.3561115,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.0791717580139426,-0.11614815781829646,0.36840547896537573,0.0791717580139426
12053,Hannover,52.371387,9.7366667,1400-1500,5000.0,6000.0,8.517193191416238,0.18232155679395312,-0.3484712514005719,-0.2923936145902297,-0.00715225406970563,0.530792808194525
