nodesid,city_id,viabundus_name,bairoch_name,lat_v,lon_v,lat_b,lon_b,dist_km,match_method,confidence
12424,10033.0,Großenehrich,Grossenehrich,51.249631,10.832557,51.25,10.829722,0.2015366528301746,spatial,0.85
5307,12083.0,Neustadt am Rübenberge,Neustadt am Ruebenberge,52.50451,9.4631,52.504723,9.4575005,0.37973683141613396,spatial,0.96
10205,11154.0,Thamsbrück,Thamsbrueck,51.139882,10.6357768,51.139721,10.639167,0.237198165758575,spatial,0.91
12426,10042.0,Königsee,Koenigsee,50.661525,11.097296,50.662777,11.1025,0.39233764148018563,spatial,0.89
12957,14001.0,,Aachen,50.777685,6.082615,50.773335,6.084722,0.505879519892843,spatial,1.0
5704,12092.0,Osnabrück,Osnabrueck,52.2772,8.041195,52.276669,8.0436115,0.17468588673309737,spatial,0.9
13405,11094.0,,Magdeburg,52.129381,11.643691,52.12611,11.6325,0.846098356141279,spatial,1.0
8404,13162.0,Wiedenbrück,Wiedenbrueck,51.834633,8.310313,51.833332,8.3047218,0.41051758572863145,spatial,0.92
13407,11094.0,,Magdeburg,52.130336,11.635913,52.12611,11.6325,0.5244950483049738,spatial,1.0
6188,12100.0,Quakenbrück,Quakenbrueck,52.676031,7.956564,52.675835,7.956111,0.03752012008829828,spatial,0.92
8849,15160.0,Züschen,Zueschen,51.171829,9.228751,51.171665,9.228611,0.020683789670363273,spatial,0.88
13524,11060.0,,Halle a. d. S.,51.483736,11.96949,51.482224,11.970555,0.18359019150132425,spatial,1.0
6331,9122.0,Reichenbach,Reichenbach i. V.,50.620794,12.303231,50.621666,12.302778,0.10209286524980048,spatial,0.73
19804,9123.0,,Riesa,51.307116,13.309861,51.302502,13.304444,0.6364201762139551,spatial,1.0
6457,4036.0,Röbel/Müritz,Roebel,53.37678,12.606397,53.37611,12.605833,0.08336689596373902,spatial,0.86
6544,9127.0,Roßwein,Rosswein,51.064899,13.184034,51.065556,13.1825,0.12972148552563315,spatial,0.75
6799,11125.0,Schafstädt,Schafstaedt,51.381902,11.771222,51.383057,11.774167,0.24138236801644836,spatial,0.91
14028,7106.0,,Pritzwalk,53.149424,12.17405,53.149166,12.174444,0.03890223802007572,spatial,1.0
6954,12112.0,Schöningen,Schoeningen,52.139273,10.967816,52.138889,10.969722,0.13690509908184723,spatial,0.91
6965,12113.0,Schöppenstedt,Schoeppenstedt,52.144445,10.775093,52.144444,10.774445,0.04421798125773761,spatial,0.93
6987,12114.0,Schüttorf,Schuettorf,52.321914,7.222553,52.322224,7.2249999,0.16983818819339824,spatial,0.9
5683,10062.0,Orlamünde,Orlamuende,50.774793,11.517798,50.774166,11.52,0.16981032833522247,spatial,0.9
3924,15079.0,Königstein im Taunus,Koenigstein im Taunus,50.183159,8.463517,50.182499,8.4647226,0.11293689877433845,spatial,0.95
7352,11144.0,Staßfurt,Stassfurt,51.8517278,11.5843163,51.853333,11.583611,0.18494728420850146,spatial,0.78
7601,11150.0,Tangermünde,Tangermuende,52.540904,11.970946,52.540833,11.970834,0.010940740413460952,spatial,0.92
9174,13034.0,,Coesfeld,51.94591,7.169089,51.944721,7.1666665,0.2122501177444957,spatial,1.0
13039,13143.0,,Unna,51.534265,7.689913,51.534721,7.6897221,0.052396026418800506,spatial,1.0
7885,2021.0,Ueckermünde,Ueckermuende,53.736958,14.045532,53.736389,14.046389,0.08473633438277722,spatial,0.92
12895,13143.0,,Unna,51.535895,7.690962,51.534721,7.6897221,0.15619305639899148,spatial,1.0
14242,7043.0,,Finsterwalde,51.631651,13.708309,51.629166,13.707778,0.27873984751798636,spatial,1.0
12902,13155.0,,Werl,51.547706,7.905187,51.552776,7.9144444,0.8529636054449039,spatial,1.0
12903,13155.0,,Werl,51.547859,7.923839,51.552776,7.9144444,0.8490508129823974,spatial,1.0
12904,13155.0,,Werl,51.547385,7.917104,51.552776,7.9144444,0.6270259076447751,spatial,1.0
8271,9152.0,Weißenberg,Weissenberg,51.196834,14.658346,51.196667,14.659166,0.06007953932497704,spatial,0.82
2705,4015.0,Güstrow,Guestrow,53.793417,12.176656,53.794445,12.175555,0.1352627868946046,spatial,0.88
12905,13155.0,,Werl,51.549674,7.915184,51.552776,7.9144444,0.34869732265710873,spatial,1.0
12906,13138.0,,Soest,51.569153,8.111325,51.572498,8.1061115,0.5178568383557953,spatial,1.0
12907,13138.0,,Soest,51.570703,8.108042,51.572498,8.1061115,0.24008164561249598,spatial,1.0
4683,11093.0,Lützen,Luetzen,51.256562,12.141446,51.255833,12.141111,0.08434692393550779,spatial,0.86
8580,12138.0,Wolfenbüttel,Wolfenbuettel,52.162024,10.53611,52.162777,10.536111,0.08372992319920872,spatial,0.92
8830,11176.0,Zörbig,Zoerbig,51.628114,12.118986,51.628334,12.1225,0.24378658527770594,spatial,0.86
9224,12092.0,,Osnabrueck,52.275873,8.044905,52.276669,8.0436115,0.12481536589241524,spatial,1.0
9225,12062.0,,Hildesheim,52.153021,9.950356,52.152779,9.9513893,0.07545752198853452,spatial,1.0
8918,12064.0,,Holzminden,51.82768,9.45057,51.827778,9.4505558,0.010940724681434057,spatial,1.0
13089,5011.0,,Flensburg,54.782437,9.435638,54.782501,9.4375,0.11961121949465654,spatial,1.0
8967,12024.0,,Celle,52.62741,10.07964,52.62611,10.080556,0.15722033474102928,spatial,1.0
8915,13078.0,,Hoexter,51.772904,9.383406,51.775555,9.3813887,0.3258200771578096,spatial,1.0
8969,12083.0,,Neustadt am Ruebenberge,52.5058,9.4641,52.504723,9.4575005,0.4624504492595292,spatial,1.0
8954,12024.0,,Celle,52.62567,10.07715,52.62611,10.080556,0.23504423196809954,spatial,1.0
8964,12127.0,,Verden,52.919879,9.226117,52.923332,9.2308331,0.49737853027886636,spatial,1.0
8931,12052.0,,Hameln,52.10181,9.35314,52.104168,9.3561115,0.33157050059978,spatial,1.0
8932,13104.0,,Minden,52.29,8.9166,52.288055,8.914444,0.26130141059850664,spatial,1.0
8936,12103.0,,Rinteln,52.19081,9.07926,52.186943,9.0797224,0.4311452039924124,spatial,1.0
8937,13104.0,,Minden,52.28973,8.92368,52.288055,8.914444,0.6552235841169903,spatial,1.0
8941,12017.0,,Bremen,53.073386,8.804305,53.075832,8.8072224,0.33460061436526306,spatial,1.0
12916,13067.0,,Hamm,51.681014,7.817134,51.678055,7.8169446,0.32928528197237866,spatial,1.0
8973,12053.0,,Hannover,52.37219,9.73081,52.371387,9.7366667,0.4075052155279917,spatial,1.0
8980,6001.0,,Hamburg,53.54469,9.98846,53.550556,9.9941664,0.7533852775815183,spatial,1.0
8981,6001.0,,Hamburg,53.547151,10.000745,53.550556,9.9941664,0.5764058051568657,spatial,1.0
8983,12076.0,,Lueneburg,53.25136,10.41335,53.24889,10.408611,0.418139160471142,spatial,1.0
8985,12026.0,,Cloppenburg,52.84583,8.04294,52.846111,8.0433331,0.04090522994149678,spatial,1.0
8991,12114.0,,Schuettorf,52.322245,7.223872,52.322224,7.2249999,0.07669288703450035,spatial,1.0
8992,12088.0,,Nordhorn,52.434269,7.070189,52.437778,7.0702777,0.390229865271836,spatial,1.0
8993,12078.0,,Meppen,52.694502,7.291097,52.690556,7.2916665,0.440451249601498,spatial,1.0
8994,12078.0,,Meppen,52.693942,7.288671,52.690556,7.2916665,0.4272157272824297,spatial,1.0
8995,12078.0,,Meppen,52.69418,7.292598,52.690556,7.2916665,0.40783170823963594,spatial,1.0
8996,12078.0,,Meppen,52.693344,7.291455,52.690556,7.2916665,0.3103394075869025,spatial,1.0
8997,12057.0,,Haseluenne,52.671096,7.48676,52.673332,7.4866667,0.2487117711431148,spatial,1.0
8998,12057.0,,Haseluenne,52.671171,7.485696,52.673332,7.4866667,0.24904667235283337,spatial,1.0
8999,12057.0,,Haseluenne,52.671517,7.486634,52.673332,7.4866667,0.20183111373240173,spatial,1.0
9011,12113.0,,Schoeppenstedt,52.14414,10.769224,52.144444,10.774445,0.3578687963652404,spatial,1.0
9040,12073.0,,Lingen,52.523973,7.313747,52.522221,7.3166666,0.27743389203353813,spatial,1.0
9102,12062.0,,Hildesheim,52.149998,9.952526,52.152779,9.9513893,0.31881012157667393,spatial,1.0
9121,12024.0,,Celle,52.623592,10.082078,52.62611,10.080556,0.298241664489399,spatial,1.0
9227,12017.0,,Bremen,53.074656,8.809272,53.075832,8.8072224,0.18933058012463927,spatial,1.0
9228,12052.0,,Hameln,52.102345,9.356069,52.104168,9.3561115,0.20272941392860888,spatial,1.0
9229,12138.0,,Wolfenbuettel,52.162261,10.540169,52.162777,10.536111,0.28267924568670333,spatial,1.0
9231,12024.0,,Celle,52.626677,10.081072,52.62611,10.080556,0.07202780373183258,spatial,1.0
9182,12037.0,,Emden,53.365262,7.209451,53.370556,7.2058334,0.6357177973860102,spatial,1.0
9184,13125.0,,Rheine,52.279832,7.440092,52.279167,7.438611,0.12497582397693935,spatial,1.0
9186,12082.0,,Neuenhaus,52.496737,6.960853,52.498055,6.9663887,0.40237925108868694,spatial,1.0
9209,12016.0,,Braunschweig,52.266296,10.514266,52.262222,10.520278,0.6104190073834421,spatial,1.0
9210,12016.0,,Braunschweig,52.265297,10.526133,52.262222,10.520278,0.5250542447686012,spatial,1.0
9212,12016.0,,Braunschweig,52.269974,10.523286,52.262222,10.520278,0.8859558141958436,spatial,1.0
9222,12053.0,,Hannover,52.3716,9.732565,52.371387,9.7366667,0.2794655984871605,spatial,1.0
9234,13105.0,,Muenster,51.965207,7.621931,51.961666,7.6266665,0.510196476986028,spatial,1.0
9236,13105.0,,Muenster,51.960642,7.626123,51.961666,7.6266665,0.11979873066513752,spatial,1.0
9250,12092.0,,Osnabrueck,52.277778,8.043569,52.276669,8.0436115,0.12334923776627318,spatial,1.0
9262,11063.0,,Heiligenstadt,51.377148,10.143523,51.378334,10.137777,0.4200464362537599,spatial,1.0
9274,11084.0,,Langensalza,51.10675,10.649442,51.106667,10.649445,0.009231567986220489,spatial,1.0
9300,4035.0,,Ribnitz,54.2425,12.436748,54.242779,12.431666,0.3316686549890927,spatial,1.0
9314,12049.0,,Goslar,51.910153,10.425435,51.906387,10.428889,0.4811455690474132,spatial,1.0
9318,12084.0,,Nienburg (Weser),52.639753,9.201959,52.640278,9.206111,0.2861757706827443,spatial,1.0
9336,12023.0,,Buxtehude,53.477427,9.702158,53.475834,9.6986113,0.294051871192653,spatial,1.0
9338,12135.0,,Winsen,53.364513,10.204801,53.364445,10.206944,0.1423945253739507,spatial,1.0
9339,12123.0,,Uelzen,52.964592,10.565246,52.964722,10.560555,0.31450570257001215,spatial,1.0
9344,15075.0,,Kassel,51.316588,9.510959,51.314445,9.4949999,1.1344721933088224,spatial,1.0
9437,4051.0,,Wismar,53.89234,11.467337,53.891388,11.465834,0.14458908463188386,spatial,1.0
9346,15075.0,,Kassel,51.314434,9.505886,51.314445,9.4949999,0.7566070923358524,spatial,1.0
9354,12127.0,,Verden,52.919802,9.225505,52.923332,9.2308331,0.5307175820468849,spatial,1.0
9361,13117.0,,Paderborn,51.718953,8.758469,51.719444,8.7572222,0.10177249102778298,spatial,1.0
9396,12103.0,,Rinteln,52.190229,9.081323,52.186943,9.0797224,0.3813308571759006,spatial,1.0
9402,15034.0,,Fritzlar,51.128693,9.279752,51.130833,9.2752781,0.39254247278798543,spatial,1.0
9417,12076.0,,Lueneburg,53.247308,10.409138,53.24889,10.408611,0.17937106131885136,spatial,1.0
9429,11170.0,,Worbis,51.419859,10.363299,51.421944,10.358889,0.3837440095539008,spatial,1.0
9432,12048.0,,Goettingen,51.531842,9.935362,51.532776,9.9350004,0.10682570785101345,spatial,1.0
9455,4001.0,,Boizenburg,53.363687,10.717294,53.374168,10.7225,1.215540344933486,spatial,1.0
9507,11100.0,,Muehlhausen i. Thuer.,51.209279,10.463684,51.209721,10.458333,0.3759815943185769,spatial,1.0
9508,5030.0,,Moelln,53.627472,10.686962,53.629444,10.690833,0.33650902102915137,spatial,1.0
9660,13078.0,,Hoexter,51.773141,9.382899,51.775555,9.3813887,0.2878366098820768,spatial,1.0
9661,13145.0,,Vlotho,52.168745,8.867289,52.165279,8.8599997,0.6290419512188565,spatial,1.0
9606,12091.0,,Oldenburg,53.140346,8.212924,53.143055,8.2127781,0.3013846214537225,spatial,1.0
9576,12062.0,,Hildesheim,52.149445,9.941365,52.152779,9.9513893,0.777943835245534,spatial,1.0
9577,12062.0,,Hildesheim,52.150887,9.950977,52.152779,9.9513893,0.21225333702510152,spatial,1.0
9588,15131.0,,Bad Sooden-Allendorf,51.272331,9.972966,51.279724,9.9663887,0.940805131435174,spatial,1.0
9589,15131.0,,Bad Sooden-Allendorf,51.272412,9.971996,51.279724,9.9663887,0.9017753658924821,spatial,1.0
9697,6001.0,,Hamburg,53.547316,9.993701,53.550556,9.9941664,0.3615816833549975,spatial,1.0
9691,6001.0,,Hamburg,53.552225,9.994677,53.550556,9.9941664,0.18862504794761017,spatial,1.0
9692,6001.0,,Hamburg,53.549989,9.996123,53.550556,9.9941664,0.1438152008895984,spatial,1.0
9622,11039.0,,Erfurt,50.982854,11.020513,50.976944,11.027223,0.8077929081119702,spatial,1.0
9627,11039.0,,Erfurt,50.97749,11.024909,50.976944,11.027223,0.17300951435472475,spatial,1.0
9650,12017.0,,Bremen,53.075981,8.801675,53.075832,8.8072224,0.37094295191306315,spatial,1.0
9651,12017.0,,Bremen,53.072094,8.807886,53.075832,8.8072224,0.4180046207632376,spatial,1.0
9654,12084.0,,Nienburg (Weser),52.640685,9.203087,52.640278,9.206111,0.2090023515827217,spatial,1.0
9655,12076.0,,Lueneburg,53.251462,10.409071,53.24889,10.408611,0.2876265443193707,spatial,1.0
9711,12061.0,,Hessisch-Oldendorf,52.166338,9.248981,52.168335,9.2524996,0.3269525070341503,spatial,1.0
9714,11022.0,,Calbe a. d. Saale,51.904459,11.783583,51.902779,11.774722,0.6359711236544626,spatial,1.0
16254,2020.0,,Tribsees,54.096568,12.751774,54.094444,12.757778,0.45723415587781924,spatial,1.0
9755,15080.0,,Korbach,51.272378,8.870253,51.271667,8.8730555,0.21037974262050263,spatial,1.0
9802,13044.0,,Duelmen,51.828564,7.277728,51.828335,7.2788887,0.08372986039639342,spatial,1.0
9823,13162.0,,Wiedenbrueck,51.835436,8.313772,51.833332,8.3047218,0.6644063671739954,spatial,1.0
9830,13094.0,,Lippstadt,51.675946,8.342436,51.671391,8.3466663,0.5844899357104888,spatial,1.0
9836,13138.0,,Soest,51.570156,8.105485,51.572498,8.1061115,0.2639938944169382,spatial,1.0
9837,13138.0,,Soest,51.572043,8.105502,51.572498,8.1061115,0.06583369724362255,spatial,1.0
9866,11114.0,,Quedlinburg,51.790219,11.159213,51.789165,11.143888,1.0605444569095934,spatial,1.0
9846,11060.0,,Halle a. d. S.,51.481903,11.962522,51.482224,11.970555,0.5574115958986187,spatial,1.0
9847,11013.0,,Bernburg,51.797462,11.737353,51.794167,11.736944,0.36746584132764154,spatial,1.0
10016,13125.0,,Rheine,52.278228,7.439831,52.279167,7.438611,0.1333815718107235,spatial,1.0
10068,11041.0,,Freyburg,51.2109202,11.7714679,51.212502,11.768888,0.25146019109329854,spatial,1.0
10072,11041.0,,Freyburg,51.209653,11.7692311,51.212502,11.768888,0.317695037625504,spatial,1.0
10074,11101.0,,Naumburg (Saale),51.1520883,11.8138681,51.151943,11.809722,0.2896323891783136,spatial,1.0
14749,11002.0,,Alsleben,51.699457,11.679943,51.700279,11.677222,0.2086118325499897,spatial,1.0
10148,10021.0,,Eisfeld,50.427969,10.904939,50.427223,10.907222,0.18175449966193669,spatial,1.0
10248,13137.0,,Siegen,50.874143,8.018793,50.874443,8.0244446,0.39795504507220825,spatial,1.0
10218,10021.0,,Eisfeld,50.424795,10.906208,50.427223,10.907222,0.27937398689785525,spatial,1.0
10272,5026.0,,Luebeck,53.865335,10.681162,53.866112,10.683888,0.19852847065856247,spatial,1.0
10291,4006.0,,Doemitz,53.142666,11.24958,53.141666,11.248889,0.12036818147045494,spatial,1.0
10314,15032.0,,Friedberg (Hessen),50.338917,8.754247,50.337502,8.7538891,0.15937811853017803,spatial,1.0
10316,5039.0,,Ratzeburg,53.69841,10.779669,53.698891,10.774445,0.3480357062462853,spatial,1.0
10351,7101.0,,Plaue (Havel),52.409429,12.422307,52.406944,12.4125,0.7203392786590551,spatial,1.0
10390,9047.0,,Grimma,51.235474,12.728023,51.235279,12.726944,0.07818854128876587,spatial,1.0
10464,11170.0,,Worbis,51.418596,10.366621,51.421944,10.358889,0.6527244482776227,spatial,1.0
10398,11119.0,,Rosslau,51.881098,12.236654,51.889721,12.243055,1.0546897066850502,spatial,1.0
10412,11001.0,,Aken,51.85834,12.05705,51.852501,12.043889,1.1129087002750773,spatial,1.0
10419,11033.0,,Egeln,51.940849,11.424329,51.941387,11.425278,0.0883777224943923,spatial,1.0
12493,11078.0,Kölleda,Koelleda,51.189507,11.247371,51.18861,11.2475,0.10014633512714023,spatial,0.88
10460,11028.0,,Dessau,51.833659,12.251977,51.830833,12.241667,0.7750133017184071,spatial,1.0
10489,5026.0,,Luebeck,53.868134,10.686289,53.866112,10.683888,0.2744716786618678,spatial,1.0
10490,5026.0,,Luebeck,53.866235,10.680918,53.866112,10.683888,0.19521893255264247,spatial,1.0
10498,5035.0,,Bad Oldesloe,53.810879,10.37521,53.810001,10.373055,0.17190282148831296,spatial,1.0
12461,11051.0,Gröbzig,Groebzig,51.681533,11.874788,51.682499,11.874722,0.10751078391850093,spatial,0.88
10538,11142.0,Sömmerda,Soemmerda,51.159624,11.117948,51.159168,11.118889,0.0829292764894529,spatial,0.89
10587,14051.0,,Kaldenkirchen,51.371192,6.167428,51.319721,6.1980557,6.105865774995076,spatial,1.0
10624,5020.0,,Itzehoe,53.917185,9.515869,53.924999,9.5163889,0.8695450664721863,spatial,1.0
10625,5020.0,,Itzehoe,53.922846,9.518852,53.924999,9.5163889,0.2886604313236987,spatial,1.0
10639,14060.0,,Koeln,50.934108,6.956262,50.938057,6.9569445,0.4417061230080049,spatial,1.0
11893,11006.0,,Arneburg,52.671179,12.008537,52.675278,12.002222,0.6237270369404507,spatial,1.0
10661,5023.0,,Kiel,54.320124,10.134145,54.321667,10.137222,0.26317315801015717,spatial,1.0
10690,5045.0,Tönning,Toenning,54.316276,8.940776,54.319721,8.9433336,0.4174413405944336,spatial,0.88
10691,5016.0,Glückstadt,Glueckstadt,53.788096,9.423902,53.787777,9.4236107,0.04030372607085993,spatial,0.91
10693,5027.0,Lütjenburg,Luetjenburg,54.292561,10.589869,54.294724,10.592222,0.2848955813148532,spatial,0.91
10695,5034.0,,Oldenburg (Holstein),54.289945,10.884905,54.292778,10.888056,0.3755738993701959,spatial,1.0
10696,14060.0,,Koeln,50.935183,6.94315,50.938057,6.9569445,1.0180780127094282,spatial,1.0
10701,5027.0,,Luetjenburg,54.292156,10.585465,54.294724,10.592222,0.5232875523247514,spatial,1.0
10703,5010.0,,Eutin,54.138817,10.615074,54.138611,10.614445,0.04694175760245762,spatial,1.0
10711,5016.0,,Glueckstadt,53.785615,9.422843,53.787777,9.4236107,0.24563678408130046,spatial,1.0
10699,10065.0,Pößneck,Poessneck,50.692403,11.591424,50.693333,11.593056,0.1546257191789013,spatial,0.67
10723,14001.0,,Aachen,50.771024,6.075522,50.773335,6.084722,0.6961146456402125,spatial,1.0
10824,5016.0,,Glueckstadt,53.784666,9.408186,53.787777,9.4236107,1.0707307807490183,spatial,1.0
19353,15140.0,,Usingen,50.335281,8.537085,50.333611,8.5369444,0.18596373365270624,spatial,1.0
10816,6001.0,,Hamburg,53.550134,10.005208,53.550556,9.9941664,0.7309467662565996,spatial,1.0
10817,6001.0,,Hamburg,53.551632,10.004629,53.550556,9.9941664,0.7014556240648087,spatial,1.0
10818,6001.0,,Hamburg,53.55239,10.0042,53.550556,9.9941664,0.693492496213827,spatial,1.0
12523,11168.0,Wörlitz,Woerlitz,51.843267,12.419357,51.842499,12.418612,0.09956014909574808,spatial,0.88
10843,5044.0,,Bad Segeberg,53.936661,10.307465,53.936668,10.303889,0.23407992408845057,spatial,1.0
10848,5045.0,,Toenning,54.316063,8.946643,54.319721,8.9433336,0.45991158162991314,spatial,1.0
10849,5041.0,,Rendsburg,54.305149,9.661443,54.306389,9.6630554,0.17307356887631203,spatial,1.0
10850,4046.0,,Tessin,54.028714,12.463727,54.02861,12.463056,0.04532563900082666,spatial,1.0
10873,11100.0,,Muehlhausen i. Thuer.,51.216847,10.450991,51.209721,10.458333,0.9430791776534064,spatial,1.0
10929,13013.0,,Beverungen,51.662184,9.372325,51.662777,9.3725004,0.06703931930789364,spatial,1.0
10935,10053.0,,Meiningen,50.574276,10.414792,50.57111,10.419444,0.4815209669417166,spatial,1.0
10940,11161.0,,Weissenfels,51.199756,11.972437,51.200554,11.97,0.19158559253315696,spatial,1.0
10941,11161.0,,Weissenfels,51.198936,11.974347,51.200554,11.97,0.3522857280974491,spatial,1.0
10942,10002.0,,Altenburg,50.986662,12.436391,50.986946,12.437222,0.06618715874073869,spatial,1.0
10943,10002.0,,Altenburg,50.983482,12.432733,50.986946,12.437222,0.4970944515364058,spatial,1.0
10993,22009.0,,Aschaffenburg,49.971755,9.142492,49.973331,9.1477776,0.41664919214198376,spatial,1.0
10963,15114.0,,Rotenburg a. d. Fulda,50.997771,9.730765,50.996387,9.7244444,0.4683333758958159,spatial,1.0
10975,15027.0,,Frankfurt,50.108617,8.687739,50.110832,8.6822224,0.46413764759167,spatial,1.0
10976,15027.0,,Frankfurt,50.112381,8.685905,50.110832,8.6822224,0.3140487981905456,spatial,1.0
10977,15027.0,,Frankfurt,50.111706,8.681624,50.110832,8.6822224,0.10613991175407335,spatial,1.0
10989,12058.0,Hedemünden,Hedemuenden,51.388839,9.766616,51.389446,9.7647219,0.14774742888493186,spatial,0.91
11004,7016.0,,Berlin-Spandau,52.539835,13.209232,52.538334,13.205277,0.3152823061596027,spatial,1.0
11005,7027.0,,Brandenburg,52.406267,12.556468,52.408611,12.563334,0.5337165806781428,spatial,1.0
12087,13125.0,,Rheine,52.278973,7.441709,52.279167,7.438611,0.2118609219040094,spatial,1.0
11812,14022.0,,Duisburg,51.436748,6.75724,51.433056,6.7652779,0.6920902274017882,spatial,1.0
11900,11109.0,,Osterburg,52.792048,11.752614,52.787777,11.753612,0.4796323358225844,spatial,1.0
12021,14019.0,,Duesseldorf,51.225119,6.772381,51.224167,6.7800002,0.5410425671536981,spatial,1.0
12045,5039.0,,Ratzeburg,53.701581,10.771687,53.698891,10.774445,0.349902766666494,spatial,1.0
12027,4040.0,,Schwerin,53.625919,11.417799,53.628334,11.414166,0.3598689523604322,spatial,1.0
12020,14019.0,,Duesseldorf,51.224879,6.771064,51.224167,6.7800002,0.6273165240501319,spatial,1.0
13928,2009.0,,Greifswald,54.098761,13.381161,54.095554,13.379444,0.37376497177713747,spatial,1.0
18370,15151.0,,Wiesbaden,50.080489,8.242026,50.081665,8.2388887,0.2592541255994515,spatial,1.0
19743,2009.0,,Greifswald,54.099237,13.378756,54.095554,13.379444,0.4119813063405155,spatial,1.0
9185,13125.0,,Rheine,52.281098,7.439422,52.279167,7.438611,0.2216926118803157,spatial,1.0
12434,10078.0,Schmölln,Schmoelln,50.895061,12.352613,50.892776,12.350278,0.3022875579821142,spatial,0.89
4604,5026.0,Lübeck,Luebeck,53.865911,10.685259,53.866112,10.683888,0.09263188464219552,spatial,0.86
7543,4045.0,Bad Sülze,Bad Suelze,54.110067,12.660469,54.109722,12.658889,0.1099065941838755,spatial,0.9
14272,7166.0,Kirchhain (Doberlug),Kirchhain (Niederlausitz),51.637391,13.56244,51.639446,13.560555,0.2629388016916416,spatial,0.61
1509,4006.0,Dömitz,Doemitz,53.141756,11.248841,53.141666,11.248889,0.010507194865974059,spatial,0.86
12499,11085.0,Laucha (Unstrut),Laucha,51.22361,11.679304,51.22361,11.676111,0.22235906902991767,spatial,0.67
1676,5008.0,Eckernförde,Eckernfoerde,54.471387,9.836462,54.472778,9.8369446,0.1577844803046757,spatial,0.92
6505,10068.0,Römhild,Roemhild,50.396569,10.538234,50.398335,10.540277,0.24399180925490863,spatial,0.88
7441,11147.0,Stolberg,Stolberg (Harz),51.573295,10.954807,51.573055,10.954722,0.027325696321756195,spatial,0.62
13943,2011.0,Gützkow,Guetzkow,53.937705,13.40964,53.9375,13.409445,0.026125333752512005,spatial,0.88
12042,11154.0,,Thamsbrueck,51.137543,10.631579,51.139721,10.639167,0.5821655953051568,spatial,1.0
9003,12016.0,,Braunschweig,52.269707,10.522579,52.262222,10.520278,0.8468968453683839,spatial,1.0
2313,8034.0,Görlitz,Goerlitz,51.15621,14.990651,51.155277,14.987778,0.22563438011771103,spatial,0.88
17176,2018.0,,Stralsund,54.315756,13.095564,54.313889,13.089723,0.4320176128110988,spatial,1.0
20195,9018.0,,Colditz,51.130909,12.80273,51.125557,12.806666,0.6554434471752718,spatial,1.0
4523,9077.0,Löbau,Loebau,51.095387,14.666052,51.09639,14.664166,0.17258235021154264,spatial,0.83
10271,5026.0,,Luebeck,53.868921,10.680143,53.866112,10.683888,0.3973084940581835,spatial,1.0
2375,10029.0,Gräfenthal,Graefenthal,50.525783,11.305569,50.525002,11.307777,0.17861786448906444,spatial,0.91
12420,10032.0,Großbreitenbach,Grossbreitenbach,50.584415,11.013182,50.580833,11.004723,0.7178774029324456,spatial,0.88
5092,11100.0,Mühlhausen/Thüringen,Muehlhausen i. Thuer.,51.207306,10.459939,51.209721,10.458333,0.29090941307698986,spatial,0.91
19513,4023.0,,Malchow,53.474555,12.43361,53.474998,12.423333,0.6819206553622194,spatial,1.0
10141,10094.0,,Vacha,50.830529,10.023512,50.823055,10.023889,0.831493775873842,spatial,1.0
19354,15140.0,,Usingen,50.333008,8.539091,50.333611,8.5369444,0.1664627117323581,spatial,1.0
19599,4046.0,,Tessin,54.025369,12.472883,54.02861,12.463056,0.7361157481901601,spatial,1.0
19600,4019.0,,Laage,53.930031,12.340162,53.927223,12.346111,0.4991898877282566,spatial,1.0
19616,4022.0,,Malchin,53.740799,12.768597,53.739166,12.761945,0.4736654435933865,spatial,1.0
4653,12076.0,Lüneburg,Lueneburg,53.24995,10.40887,53.24889,10.408611,0.11911973155384772,spatial,0.89
12471,11056.0,Güsten,Guesten,51.796539,11.611787,51.794445,11.605278,0.5045668858858294,spatial,0.86
12524,11174.0,Ziegenrück,Ziegenrueck,50.614744,11.650218,50.614445,11.648889,0.09948995192186669,spatial,0.91
12508,11098.0,Mücheln,Muecheln,51.301679,11.80371,51.301945,11.804167,0.043408052131527104,spatial,0.88
12824,12094.0,,Osterode am Harz,51.727349,10.25146,51.727501,10.250834,0.04630995862780032,spatial,1.0
12827,13098.0,Lügde,Luegde,51.957936,9.245853,51.957779,9.2458334,0.01750921313216899,spatial,0.83
12867,11098.0,,Muecheln,51.300877,11.803685,51.301945,11.804167,0.12339349974318295,spatial,1.0
13129,13009.0,,Beckum,51.754993,8.036345,51.755554,8.0424995,0.4281957756343064,spatial,1.0
13358,12059.0,,Helmstedt,52.232895,11.006538,52.227501,11.010278,0.6516317177845262,spatial,1.0
13385,12033.0,,Einbeck,51.814152,9.865415,51.816387,9.8658333,0.2501789262602411,spatial,1.0
13411,7016.0,,Berlin-Spandau,52.536876,13.205316,52.538334,13.205277,0.16214388300835447,spatial,1.0
13418,11010.0,,Barby,51.967845,11.884832,51.952499,11.869166,2.015946830723458,spatial,1.0
13424,11060.0,,Halle a. d. S.,51.483323,11.960804,51.482224,11.970555,0.6861940186253659,spatial,1.0
13580,5042.0,,Schleswig,54.517446,9.56718,54.514721,9.5663891,0.30727680025258974,spatial,1.0
13581,5042.0,,Schleswig,54.517044,9.569278,54.514721,9.5663891,0.3185784513752054,spatial,1.0
