city_id,commentary_primary,commentary_secondary,terr_id,sovereign_number,beginning_reign,end_reign,time_point,type_reign,type_change,city_status,hanse,foreign_rule,multiple_1,multiple_2,multiple_3,multiple_4,multiple_5,multiple_6,multiple_7,multiple_8,multiple_9,multiple_10,multiple_11,multiple_12,multiple_13,multiple_14,multiple_15,multiple_16,uncertainty_1,uncertainty_2,uncertainty_3,primary_reign,source,revisioncommentary
1001,1256 bis 1525 Dt. Orden,,D063,,1256,1525,,0,6,0,0,P121,,,,,,,,,,,,,,,,,0,1,0,1,"3,10",
1001,,Mediatstadt unter Lehensherrlichkeit der Familie von Kanitz vor 1491,0K0025,,,,1491,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1001,,1454 erklärt der Preußische Städtebund dem Deutschen Orden den Krieg und unterstellt sich dem polnischen König als Schutzherrn,0J0011,,1454,1466,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1001,1525 Hzt. Preussen,,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation
1001,,Mediatstadt der Fam. Polentz-Progen 1540-1810,0P0019,,1540,1810,,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1001,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1001,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1001,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,Bis 1466 Bt. Ermland unter Schutzherrschaft des Deutschen Ordens ,,D063,,1243,1466,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,,1410 huldigt der Bischof dem König von Polen nach Schlacht bei Tannenberg,0J0011,,1410,1411,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1002,,bis 1772 vom Pomesan. Domkapitel,E172,,1243,1772,,6,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,10,Fürstbistum Ermland von seiner Gründung 1243 bis 1772
1002,,1454 erklärt der Preußische Städtebund dem Deutschen Orden den Krieg und unterstellt sich dem polnischen König als Schutzherrn,0J0011,,1454,1466,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1002,1466 unter der Oberherrschaft des Kg. Polens nach dem Zweiten Frieden von Thorn,,0J0011,,1466,1572,,0,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,"1572 wird Henri III., König von Frankreich aus dem Hause Valois-Orléans zum König von Polen gekrönt, nachdem die polnischen Jagellonen aussterben. Damit Herrscher über das Fürstbistum Ermland",,0V0011,,1572,1575,,0,3,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,1575 Stephen Bathory durch Heirat mit Anna Jagello König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0B0080,,1575,1586,,0,2,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland,,0V0013,,1586,1669,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,1669 Michal Korybut aus dem Geschlecht der Wisniowiecki König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0W0067,,1669,1673,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,1673 Jan Sobieski König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0S0109,,1673,1696,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland",,A060,,1696,1763,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,1763 Stanislav August Poniatowski als letzter König Polens. Damit Herrscher über das Fürstbistum Ermland,,0P0041,,1763,1772,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1002,1772 zu Preußen,,B3742,,1772,1918,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,"1772 zu Preußen durch Petersburger Vertrag (Teilungsvertrag zwischen Preußen, Russland und Österreich)"
1002,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1003,Deutscher Orden bis 1525,,D063,,1200,1525,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,
1003,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation,,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1003,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1003,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1003,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1004,Ab 1225 der Deutsche Orden in Preußen,,D063,,1225,1525,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1004,seit 1571 zu Preußen,,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation
1004,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1004,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1004,,1758 vorübergehend zu Russland; 1759 wieder an Preußen,S253,,1758,1759,,1,7,0,0,0R0003,,,,,,,,,,,,,,,,,1,0,0,0,10,Siebenjähriger Krieg
1004,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1005,Deutscher Orden bis 1525,,D063,,1225,1525,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,1,0,1,"3,10",Ab 1225 der Deutsche Orden in Preußen
1005,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation,,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1005,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1005,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1005,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1006,Ab 1225 der Deutsche Orden in Preußen,,D063,,1225,1525,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1006,,1454-1455 vom Orden abgefallen,0J0011,,1454,1455,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,10,1454 erklärt der Preußische Städtebund dem Deutschen Orden den Krieg und unterstellt sich dem polnischen König als Schutzherrn
1006,,um 1480 vom Orden verpf.,0U0001,,,,1480,2,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,10,
1006,1525 Preußen,,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation
1006,,1551-83 an Andreas von Padmohr,0P0020,,1551,1583,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1006,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1006,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1006,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1007,1332-1525 zum Ordenstaat,,D063,,1332,1525,,0,6,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,
1007,1525 zu Preußen (Ostpreußen),,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation
1007,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1007,1618 kam Preußen an Brandenburg,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern
1007,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1395 das Bt. Unter der Schutzherrsch. Des Dt. Ordens bis 1466,,D063,,1395,1466,,0,6,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,
1008,,1395-1772 zum Fürstbt. Ermland,E172,,1395,1772,,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1008,,1410 huldigt der Bischof dem König von Polen nach Schlacht bei Tannenberg,0J0011,,1410,1411,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1008,,1454 erklärt der Preußische Städtebund dem Deutschen Orden den Krieg und unterstellt sich dem polnischen König als Schutzherrn,0J0011,,1454,1466,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1008,1466 unter der Oberherrschaft des Kg. Polens,,0J0011,,1466,1572,,0,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1466 unter der Oberherrschaft des Kg. Polens nach dem Zweiten Frieden von Thorn
1008,"1572 wird Henri III., König von Frankreich aus dem Hause Valois-Orléans zum König von Polen gekrönt, nachdem die polnischen Jagellonen aussterben. Damit Herrscher über das Fürstbistum Ermland",,0V0011,,1572,1575,,0,3,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1575 Stephen Bathory durch Heirat mit Anna Jagello König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0B0080,,1575,1586,,0,2,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland,,0V0013,,1586,1669,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1669 Michal Korybut aus dem Geschlecht der Wisniowiecki König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0W0067,,1669,1673,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1673 Jan Sobieski König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0S0109,,1673,1696,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland",,A060,,1696,1763,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1763 Stanislav August Poniatowski als letzter König Polens. Damit Herrscher über das Fürstbistum Ermland,,0P0041,,1763,1772,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1008,1772 zu Preußen,,B3742,,1772,1918,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,"1772 zu Preußen durch Petersburger Vertrag (Teilungsvertrag zwischen Preußen, Russland und Österreich)"
1008,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1385-1466 Dt. Orden,,D063,,1385,1466,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,
1009,,1410 huldigt der Bischof dem König von Polen nach Schlacht bei Tannenberg,0J0011,,1410,1411,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1009,,Bt. Ermland 1385-1772,E172,,1385,1772,,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1009,1466 unter der Oberherrschaft des Kg. Polens,,0J0011,,1466,1572,,0,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1466 unter der Oberherrschaft des Kg. Polens nach dem Zweiten Frieden von Thorn
1009,"1572 wird Henri III., König von Frankreich aus dem Hause Valois-Orléans zum König von Polen gekrönt, nachdem die polnischen Jagellonen aussterben. Damit Herrscher über das Fürstbistum Ermland",,0V0011,,1572,1575,,0,3,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1575 Stephen Bathory durch Heirat mit Anna Jagello König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0B0080,,1575,1586,,0,2,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland,,0V0013,,1586,1669,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1669 Michal Korybut aus dem Geschlecht der Wisniowiecki König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0W0067,,1669,1673,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1673 Jan Sobieski König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0S0109,,1673,1696,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland",,A060,,1696,1763,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1763 Stanislav August Poniatowski als letzter König Polens. Damit Herrscher über das Fürstbistum Ermland,,0P0041,,1763,1772,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1009,1772 zu Preußen,,B3742,,1772,1918,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,"1772 zu Preußen durch Petersburger Vertrag (Teilungsvertrag zwischen Preußen, Russland und Österreich)"
1009,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1010,Bis 1527 Bt. Pomesanien unter Schutzherrschaft des Deutschen Ordens,,D063,,1200,1466,,0,6,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1010,,1410 huldigt der Bischof dem König von Polen nach Schlacht bei Tannenberg,0J0011,,1410,1411,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,tree,
1010,,bis 1454 zum Bt. Pomesanien,P126,,1243,1454,,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,Hochstift Pomesanien von seiner Gründung 1243 bis 1527
1010,,1454-1479 mit Unterbrechungen in den Händen des poln. Königs,0J0011,,1454,1466,,7,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,10,1454 erklärt der Preußische Städtebund dem Deutschen Orden den Krieg und unterstellt sich dem polnischen König als Schutzherrn
1010,1454-1479 mit Unterbrechungen in den Händen des poln. Königs,,,2,1466,1479,,3,0,0,0,P121,0J0011,D063,,,,,,,,,,,,,,,1,0,0,1,10,
1010,Dann bis 1525 wieder Bistum unter Schutzherrschaft des Deutschen Ordens ,,D063,,1479,1525,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1010,,Bis 1527 zum Bt. Pomesanien,P126,,1479,1525,,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1010,1527 an das Hzt. Preußen,,P156,,1525,1578,,0,8,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1525 das Deutschordensgebiet an preußische Nebenlinie Brandenburgs durch Säkularisation
1010,Ansbach wird 1578 mit Preußen belehnt,,A162,,1578,1603,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1010,1618 kam Preußen an Brandenburg,,B3742,,1603,1918,,0,3,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,1603 fällt Preußen an Brandenburg (märkische Hohenzollern) nach Aussterben der älteren Linie fränkischer Hohenzollern
1010,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,Bis 1466 Bt. Ermland unter Schutzherrschaft des Deutschen Ordens ,,D063,,1251,1466,,0,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,,1251 an das Bt. Ermland,E172,,1251,1410,,6,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1011,,1410 Abfall und kam zu Polen,0J0011,,1410,1411,,7,7,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,0,10,1410 huldigt der Bischof dem König von Polen nach Schlacht bei Tannenberg
1011,,bald danach besetzt,D063,,1410,1414,,1,4,0,1,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1011,,und kam 1414 an Ermland zurück,E172,,1414,1454,,6,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1011,,1454 Abfall und kam zu Polen,0J0011,,1454,1466,,7,7,0,1,,,,,,,,,,,,,,,,,,0,0,0,0,10,1454 erklärt der Preußische Städtebund dem Deutschen Orden den Krieg und unterstellt sich dem polnischen König als Schutzherrn
1011,,1461 wieder unter Bt. Ermland; 1466 Bt. Ermland,E172,,1461,1466,,6,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1011,1466 unter der Oberherrschaft des Kg. Polens,,P121,,1466,1572,,0,7,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1466 unter der Oberherrschaft des Kg. Polens nach dem Zweiten Frieden von Thorn
1011,"1572 wird Henri III., König von Frankreich aus dem Hause Valois-Orléans zum König von Polen gekrönt, nachdem die polnischen Jagellonen aussterben. Damit Herrscher über das Fürstbistum Ermland",,0V0011,,1572,1575,,0,3,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,1575 Stephen Bathory durch Heirat mit Anna Jagello König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0B0080,,1575,1586,,0,2,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland,,0V0013,,1586,1669,,0,0,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,1669 Michal Korybut aus dem Geschlecht der Wisniowiecki König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0W0067,,1669,1673,,0,0,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,1673 Jan Sobieski König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0S0109,,1673,1696,,0,0,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland",,A060,,1696,1763,,0,0,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,1763 Stanislav August Poniatowski als letzter König Polens. Damit Herrscher über das Fürstbistum Ermland,,0P0041,,1763,1772,,0,0,0,1,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1011,1772 zu Preußen,,B3742,,1772,1918,,0,7,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,10,"1772 zu Preußen durch Petersburger Vertrag (Teilungsvertrag zwischen Preußen, Russland und Österreich)"
1011,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,Etwa 1248 gegr. Bis 1466 vom Dt. Orden,,D063,,1248,1466,,0,6,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,
1012,1466 unter der Oberherrschaft des Kg. Polens,,0J0011,,1466,1572,,0,7,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,10,1466 unter der Oberherrschaft des Kg. Polens nach dem Zweiten Frieden von Thorn
1012,"1572 wird Henri III., König von Frankreich aus dem Hause Valois-Orléans zum König von Polen gekrönt, nachdem die polnischen Jagellonen aussterben. Damit Herrscher über das Fürstbistum Ermland",,0V0011,,1572,1575,,0,3,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,1575 Stephen Bathory durch Heirat mit Anna Jagello König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0B0080,,1575,1586,,0,2,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,1586 die polnische Linie der Vasa (schwedisches Königsgeschlecht) Könige Polens. Damit Herrscher über das Fürstbistum Ermland,,0V0013,,1586,1669,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,1669 Michal Korybut aus dem Geschlecht der Wisniowiecki König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0W0067,,1669,1673,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,1673 Jan Sobieski König von Polen. Damit Herrscher über das Fürstbistum Ermland,,0S0109,,1673,1696,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,"1696 August I, Kurfürst von Sachsen zum König von Polen gewählt. Damit Herrscher über das Fürstbistum Ermland",,A060,,1696,1763,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,1763 Stanislav August Poniatowski als letzter König Polens. Damit Herrscher über das Fürstbistum Ermland,,0P0041,,1763,1772,,0,0,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1012,1772 zu Preußen,,B3742,,1772,1918,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,"1772 zu Preußen durch Petersburger Vertrag (Teilungsvertrag zwischen Preußen, Russland und Österreich)"
1012,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1013,997 unterstand den Fürst. Von Danzig; 1234 Umbennenung Hz. Von Pomerellen,,P127,,997,1294,,0,6,0,1,,,,,,,,,,,,,,,,,,0,1,0,1,"3,10",
1013,,"1271 besetzte Mrkgrf. Konrad die Stadt, die kurz darauf aber wieder an Hz. Von Pomerellen fiel",,chr.2,1271,1294,,1,7,0,1,,B374,P127,,,,,,,,,,,,,,,0,0,1,0,10,
1013,"1294-1308 wechselte die Landesherrschaft von Hz. Von Polen, Kg. von Böhmen Mkgr. Von Brandenburg",,,3,1294,1296,,3,3,0,1,,P087,D063,B374,,,,,,,,,,,,,,0,0,0,1,10,"1294 wird Pommerellen nach Aussterben der Samboriden Streitobjekt zwischen Polen, Brandenburg und dem Deutschen Orden"
1013,Nach dem Aussterben der (großpolnischen) Piasten herrscht in Polen ein Interregnum von 1296-1300,,,2,1296,1300,,3,3,0,1,,D063,B374,,,,,,,,,,,,,,,0,0,0,1,tree,
1013,1300 wird der Böhme Wenzel II. aus der Dynastie der Premysliden zum polnischen König gekrönt und nimmt so an den Streitigkeiten um Pommerellen teil; dem zuvor gingen vier Jahre des gewaltsamen Konflikts,,,3,1300,1306,,3,7,0,1,,P166,D063,B374,,,,,,,,,,,,,,0,0,0,1,tree,
1013,1306 herrscht nach dem (gewaltsamen) Aussterben der Premysliden nun die kujawische Linie der polnischen Piasten über Polen und nimmt so an den Streitigkeiten um Pommerellen teil,,,3,1306,1309,,3,3,0,1,,P0871,D063,B374,,,,,,,,,,,,,,0,0,0,1,tree,
1013,1308 engültig vom Dt. Orden besetzt,,D063,,1309,1454,,0,5,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,10,1309 Pommerellen an Dt. Orden durch Kauf im Vertrag von Soldin
1013,"1454 Abfall und kam zu Polen, womit sie freie Stadt wurde",,D023,,1454,1793,,0,0,1,1,,,,,,,,,,,,,,,,,,0,0,0,1,10,Dreizehnjähriger Krieg (Danzigs Abfall ist Auslöser des Krieges; daher 1454 als Datum legitim)
1013,1793 preussisch,,B3742,,1793,1918,,0,7,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,10,Zweite Polnische Teilung
1013,,1807 von Frankreich besetzt; 1814 zurück zu Preußen,1N0001,,1807,1814,,1,0,0,1,F117,,,,,,,,,,,,,,,,,0,0,0,0,10,
1013,1918 verkündet Max von Baden die Abdankung des preußischen Königs und deutschen Kaisers Wilhelm II. Ausrufung der Weimarer Republik am selben Tag,,0W0077,,1918,,,0,7,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,tree,
1014,vom Dt. Orden,,D063,,,1525,,0,6,0,0,,,,,,,,,,,,,,,,,,0,0,0,1,10,
1014,,1457 von böhm. Söldnern an Polen verkauft; kam 1466 wieder an den Dt. Orden,0J0011,,1457,1466,,1,5,0,0,P121,,,,,,,,,,,,,,,,,0,0,0,0,10,Dreizehnjähriger Krieg
1014,,1513-21 an den Bf. Von Pomesanien verliehen,P126,,1513,1521,,6,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1014,,seit 1522 bis 1536 an Amtmann Fasolt verpf.,1F0014,,1522,1536,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1014,,von Kreytze 1548-1690,0K0026,,1548,1690,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1014,,Fint von Fintenstein bis 1784,0F0015,,1690,1784,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
1014,,von Dohna-Schlodien bis 1848,0D0015,,1784,1848,,2,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,
