city_id,name,lat,lon,charter_year,market_year,match_km,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,cid
5023,Kiel,54.321667,10.137222,1242.0,1482.0,1.0382144778547737,0.0,1000.0,2000.0,1000.0,3000.0,1,1,927
5033,Nortorf,54.167221,9.8558331,1907.0,,19.07495435095728,,,,,,1,0,1610
5046,Uetersen,53.684166,9.6622219,1870.0,,15.752660531394982,,,,,,1,1,1868
5050,Westerland,54.907776,8.3086109,,,57.256834484468605,,,,,,1,0,1621
7001,Altlandsberg,52.566666,13.728056,1257.0,1421.0,22.783394413173582,,,,,,1,0,229
7002,Alt Ruppin,52.949722,12.842778,,1798.0,4.375175339412851,0.0,1000.0,2000.0,1000.0,4000.0,1,0,1318
7004,Babelsberg,52.392502,13.090834,1924.0,,1.6411595785572806,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,1554
7005,Baerwalde (Neumark),52.785278,14.495,1298.0,1939.0,21.138245130058944,,,,,,1,0,966
7008,Beeskow,52.172222,14.246667,1272.0,1347.0,27.095710263915443,,,,,,1,0,681
7009,Belzig,52.141945,12.588056,1702.0,1566.0,28.965085321835403,,,,,,1,0,293
7016,Berlin-Spandau,52.538334,13.205277,1232.0,,0.9930614115556878,0.0,1000.0,1000.0,1000.0,1000.0,1,0,1834
7021,Betsche,52.466667,15.766666,1412.0,1939.0,41.974473046998256,,,,,,0,0,1896
7024,Bobersberg,51.950001,15.083333,1809.0,1665.0,26.47388791553183,,,,,,1,0,774
7031,Calau,51.746666,13.949166,1200.0,1397.0,27.762435202635164,,,,,,1,0,513
7032,Christianstadt,51.798332,15.234722,1659.0,,20.681881775973782,,,,,,1,0,2216
7035,Dahme,51.869167,13.424723,1265.0,1537.0,44.30146033522766,,,,,,1,0,1974
7036,Doberlug,51.610001,13.545834,1434.0,1497.0,36.73813973961126,,,,,,1,0,768
7049,Friesack,52.737499,12.579722,1619.0,1713.0,24.837297555602138,,,,,,0,0,1309
7060,Havelberg,52.830555,12.075277,1179.0,1750.0,29.79090429152169,,,,,,1,0,1878
7062,Jueterbog,51.991943,13.081388,1174.0,1285.0,32.537596062568966,,,,,,1,0,2191
8001,Auras,51.245834,16.850834,,1840.0,19.264066527123866,,,,,,1,0,2201
8002,Bauerwitz,50.15139,17.995001,1250.0,1575.0,25.53523929890055,,,,,,0,0,1408
8003,Bernstadt an der Weide,51.133335,17.533333,,1706.0,29.856527545361974,,,,,,1,0,321
8004,Beuthen O.S.,50.348057,18.92,1475.0,1840.0,5.752479549329232,0.0,0.0,0.0,0.0,0.0,0,0,466
8005,Beuthen/Oder,51.733334,15.816667,1249.0,1840.0,19.465850346484988,,,,,,1,0,731
8006,Bolkenhain,50.920277,16.099722,1241.0,1840.0,20.086733928616525,,,,,,0,0,2156
8012,Broslawitz,50.416668,18.75,1300.0,,13.146316901160754,,,,,,0,0,2214
