cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop800,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,charter_year,market_year,first_mention,legal_family,name_loc,in_stadtebuch,in_via,staple,water
1110,Luneville,France,48.59,6.5,233,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1113,Luzern,Switzerland,47.05,8.3,422,river north sea,True,True,0.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1115,Lyon,France,45.75,4.87,175,river mediterranean,False,True,5000.0,10000.0,12000.0,8000.0,35000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1117,Maassluis,Netherlands,51.93,4.23,4,north sea + river,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,1,0,0,0,1,0,,,,,,False,True,1.0,1
1118,Maastricht,Netherlands,50.87,5.72,54,river north sea,True,True,2000.0,4000.0,10000.0,7000.0,10000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
1120,Macerata,Italy,43.3,13.45,269,land mediterranean,False,True,1000.0,3000.0,6000.0,4000.0,6000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1121,Macon,France,46.3,4.83,171,river mediterranean,False,True,2000.0,3000.0,4000.0,2000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1122,Maddaloni,Italy,41.03,14.38,50,land mediterranean,False,True,1000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1124,Magdeburg,Germany,52.12,11.63,42,river north sea,True,True,1000.0,16000.0,15000.0,10000.0,18000.0,1,0,0,0,0,1,0,1188.0,965.0,805.0,M05,Magdeburg,True,True,1.0,1
1129,Mainz,Germany,50.02,8.27,106,river north sea,True,True,3000.0,9000.0,13000.0,9000.0,6000.0,1,0,0,0,0,1,0,1300.0,975.0,-38.0,M01,Mainz,True,True,1.0,1
1130,Mako,Hungary,46.22,20.48,86,land black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
1133,Malbork,Poland,54.03,19.02,6,river baltic,False,True,0.0,0.0,1000.0,0.0,1000.0,1,0,0,0,1,0,0,1276.0,,1274.0,,Marienburg,True,True,0.0,1
1134,Malmedy,Belgium,50.42,6.03,344,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1136,Mamers,France,48.35,0.38,105,land north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1137,Mammola,Italy,38.37,16.25,240,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1140,Manduria,Italy,40.3,17.63,79,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1141,Manfredonia,Italy,41.62,15.92,5,med,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1142,Mannheim,Germany,49.48,8.48,95,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,766.0,,Mannheim,True,True,0.0,1
1143,Manosque,France,43.83,5.78,279,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1146,Mantua,Italy,45.15,10.8,16,river mediterranean,False,True,5000.0,15000.0,25000.0,20000.0,25000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1148,Marburg,Germany,50.82,8.77,186,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,1311.0,,1138.0,,Marburg,True,True,0.0,1
1151,Maribor,Slovenia,46.55,15.65,275,river black sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
1152,Marienberg,Germany,50.65,13.17,620,land north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,0,1,0,0,1,0,1521.0,1523.0,1521.0,,Marienberg i. S.,True,True,0.0,0
1153,Marigliano,Italy,40.93,14.45,30,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1154,Marineo,Italy,37.95,13.42,550,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1156,Marmande,France,44.5,0.17,40,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1157,Marsala,Italy,37.8,12.43,5,med,False,True,2000.0,5000.0,6000.0,3000.0,6000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1158,Marseille,France,43.3,5.4,54,med,False,True,5000.0,12000.0,15000.0,10000.0,21000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1159,Marsico Nuovo,Italy,40.42,15.73,850,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1160,Martigues,France,43.4,5.05,1,med,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1161,Martina Franca,Italy,40.7,17.33,392,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1163,Mascali,Italy,37.77,15.2,2,med,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1164,Massa,Italy,44.03,10.15,65,land mediterranean,False,True,1000.0,3000.0,3000.0,2000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1165,Massafra,Italy,40.58,17.12,110,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1167,Matelica,Italy,43.25,13.0,354,land mediterranean,False,True,1000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1168,Matera,Italy,40.67,16.62,389,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,10000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1169,Maubeuge,France,50.28,3.97,143,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1171,Mayenne,France,48.3,-0.62,82,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1174,Mazzara,Italy,38.2,15.12,8,land mediterranean,False,True,2000.0,3000.0,4000.0,1000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1175,Mazzarino,Italy,37.3,14.22,472,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1176,Meaux,France,48.95,2.87,39,river north sea,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1177,Mechelen,Belgium,51.03,4.47,4,river north sea,True,True,0.0,3000.0,15000.0,10000.0,25000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
1181,Meiningen,Germany,50.57,10.42,287,river north sea,True,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,1150.0,,982.0,,Meiningen,True,True,0.0,1
1182,Meissen,Germany,51.17,13.47,106,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,928.0,,Meissen,True,True,0.0,1
1183,Melfi,Italy,40.98,15.67,522,land mediterranean,False,True,2000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1184,Melilli,Italy,37.2,15.13,320,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1185,Melun,France,48.53,2.67,37,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1187,Memmingen,Germany,47.98,10.18,601,river black sea,True,True,0.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,0,0,0,1268.0,1286.0,1128.0,M04,Memmingen,True,False,,1
1188,Mende,France,44.5,3.5,691,river north sea,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1189,Menen,Belgium,50.8,3.12,18,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
1190,Menfi,Italy,37.6,12.87,109,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1191,Meppel,Netherlands,52.7,6.18,4,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1193,Merseburg,Germany,51.35,11.98,88,river north sea,True,True,0.0,5000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,1200.0,900.0,,Merseburg,True,True,0.0,1
1195,Messina,Italy,38.18,15.55,1,med,False,True,5000.0,18000.0,27000.0,18000.0,25000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1196,Mettmann,Germany,51.25,6.97,140,land north sea,True,True,0.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,1424.0,904.0,,Mettmann,True,True,0.0,0
1197,Metz,France,49.13,6.17,165,river north sea,False,True,8000.0,11000.0,16000.0,10000.0,15000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1198,Meulebeke,Belgium,50.95,3.28,15,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
1199,Mezoetur,Hungary,47.0,20.63,82,land black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
1202,Middelburg,Netherlands,51.5,3.62,1,north sea + river,True,True,1000.0,3000.0,8000.0,5000.0,7000.0,1,1,0,0,0,1,0,,,,,,False,True,1.0,1
1206,Milano,Italy,45.47,9.18,122,river mediterranean,False,True,21000.0,56000.0,100000.0,90000.0,100000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1207,Milazzo,Italy,38.22,15.25,1,med,False,True,2000.0,4000.0,5000.0,3000.0,4000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1208,Militello in val di Catania,Italy,37.28,14.78,413,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1209,Millau,France,44.1,3.08,340,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1211,Minden,Germany,52.28,8.92,42,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,977.0,798.0,M03,Minden,True,True,1.0,1
1212,Mineo,Italy,37.28,14.7,511,land mediterranean,False,True,1000.0,2000.0,2000.0,3000.0,7000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1214,Mirabella Eclano,Italy,41.03,14.98,372,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1215,Mirecourt,France,48.3,6.13,285,land north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1217,Misilmeri,Italy,38.03,13.47,129,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1218,Miskolc,Hungary,48.1,20.78,82,river black sea,False,True,0.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
1220,Mistretta,Italy,37.93,14.37,665,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1221,Mittweida,Germany,50.98,12.98,280,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,1484.0,1209.0,,Mittweida,True,True,0.0,1
1222,Modena,Italy,44.67,10.92,34,land mediterranean,False,True,3000.0,10000.0,18000.0,8000.0,18000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1223,Modica,Italy,36.85,14.78,398,land mediterranean,False,True,2000.0,4000.0,5000.0,3000.0,6000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1224,Moenchengladbach,Germany,50.18,6.45,70,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,1000.0,721.0,,Pruem,True,False,,0
1227,Mohacs,Hungary,45.98,18.68,113,river black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
1228,Moissac,France,44.1,1.08,59,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1230,Mola,Italy,41.07,17.08,5,med,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1231,Molfetta,Italy,41.2,16.6,20,med,False,True,0.0,2000.0,2000.0,1000.0,4000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1234,Mondovi,Italy,44.38,7.82,463,land mediterranean,False,True,0.0,2000.0,3000.0,2000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1236,Monopoli,Italy,40.95,17.32,11,med,False,True,2000.0,3000.0,3000.0,2000.0,5000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1238,Monreale,Italy,38.08,13.28,310,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1239,Mons,Belgium,50.47,3.93,30,river north sea,True,True,0.0,2000.0,6000.0,9000.0,15000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1240,Monselice,Italy,45.23,11.75,9,river mediterranean,False,True,2000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1241,Mont de Marsan,France,43.88,-0.5,23,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1242,Montagnana,Italy,45.23,11.47,16,land mediterranean,False,True,0.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1243,Montalbano di Elicona,Italy,38.03,15.02,908,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1244,Montargis,France,48.0,2.75,82,river north sea,False,True,1000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1245,Montauban,France,44.02,1.35,101,river north sea,False,True,0.0,3000.0,8000.0,5000.0,8000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1246,Montbeliard,France,47.52,6.78,375,river mediterranean,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1247,Montbrison,France,45.6,4.05,399,land north sea,False,True,0.0,4000.0,6000.0,3000.0,3000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1248,Montceau les Mines,France,46.67,4.37,274,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1249,Monte Sant' Angelo,Italy,41.7,15.95,796,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1250,Monte di San Giuliano,Italy,38.05,12.58,750,land mediterranean,False,True,2000.0,4000.0,5000.0,4000.0,6000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1251,Montefiascone,Italy,42.53,12.03,590,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1253,Montelimar,France,44558.0,4.75,56,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1254,Montemaggiore,Italy,37.85,13.77,517,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1256,Montepulciano,Italy,43.08,11.78,605,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1257,Montesarchio,Italy,41.07,14.63,300,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1258,Montescaglioso,Italy,40.55,16.67,365,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1261,Montpellier,France,43.61,3.88,25,river mediterranean,False,True,0.0,13000.0,28000.0,17000.0,6000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1262,Montreuil,France,48.87,2.45,52,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1263,Montreux,Switzerland,46.43,6.92,390,river mediterranean,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1264,Monza,Italy,45.58,9.27,161,land mediterranean,False,True,2000.0,7000.0,10000.0,7000.0,9000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1265,Morano Calabro,Italy,39.83,16.13,694,land mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1267,Morcone,Italy,41.33,14.67,680,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1269,Morlaix,France,48.58,-3.83,61,river north sea,False,True,1000.0,3000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1270,Mormanno,Italy,39.88,16.0,840,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1276,Moulins,France,46.57,3.33,220,river north sea,False,True,0.0,2000.0,3000.0,5000.0,7000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1281,Muelheim an der Ruhr,Germany,51.42,6.83,63,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1252.0,1000.0,,Muelheim a. d. Ruhr,True,True,1.0,1
1282,Muenchen,Germany,48.13,11.57,514,river black sea,True,True,0.0,5000.0,10000.0,7000.0,13000.0,1,0,0,0,0,0,0,1158.0,1158.0,1158.0,,Muenchen,True,False,,1
1283,Muenster,Germany,51.95,7.62,55,river north sea,True,True,1000.0,10000.0,16000.0,11000.0,10000.0,1,0,0,0,0,1,0,,1150.0,819.0,,Muenster,True,True,0.0,1
1285,Mulhouse,France,47.75,7.33,232,river north sea,False,True,1000.0,5000.0,8000.0,9000.0,8000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1289,Mussomeli,Italy,37.58,13.75,650,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1296,Nagykoeroes,Hungary,47.03,19.72,82,land black sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
1300,Namur,Belgium,50.47,4.87,120,river north sea,True,True,0.0,3000.0,5000.0,6000.0,8000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1301,Nancy,France,48.68,6.2,200,river north sea,False,True,0.0,1000.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1302,Nantes,France,47.22,-1.55,7,river north sea,False,True,2000.0,6000.0,8000.0,5000.0,14000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1304,Napoli,Italy,40.85,14.28,9,med,False,True,8000.0,36000.0,60000.0,45000.0,125000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1305,Narbonne,France,43.18,3.0,5,river mediterranean,False,True,5000.0,6000.0,7000.0,2000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1306,Nardo,Italy,40.18,18.03,45,land mediterranean,False,True,2000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1307,Naro,Italy,37.3,13.8,392,land mediterranean,False,True,2000.0,3000.0,4000.0,4000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1309,Nauen,Germany,52.6,12.87,35,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,1305.0,1317.0,1186.0,,Nauen,True,True,0.0,0
1310,Naumburg,Germany,51.15,11.8,130,river north sea,True,True,0.0,2000.0,2000.0,1000.0,5000.0,1,0,0,0,0,1,0,1300.0,1514.0,1028.0,,Naumburg (Saale),True,True,0.0,1
1313,Nerac,France,44.13,0.33,71,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1314,Neubrandenburg,Germany,53.55,13.25,18,river baltic,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,1248.0,,1244.0,N03,Neubrandenburg,True,True,0.0,1
1315,Neuburg,Germany,48.73,11.18,383,river black sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,0,1332.0,,798.0,,Neuburg a. d. Donau,True,False,,1
1316,Neuchatel,Switzerland,46.98,6.93,434,river mediterranean,True,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1317,Neunkirchen,Austria,47.73,16.08,371,river black sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
1318,Neuruppin,Germany,52.92,12.8,44,river north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,1256.0,,1238.0,,Neu Ruppin,True,True,0.0,1
1319,Neuss,Germany,51.2,6.68,40,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,1100.0,1100.0,-12.0,,Neuss,True,True,0.0,1
1320,Neustrelitz,Germany,53.35,13.07,73,river baltic,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,,,1200.0,,Neustrelitz,True,True,0.0,1
1321,Neuwied,Germany,50.42,7.45,60,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,1162.0,,Neuwied,True,True,0.0,1
1322,Nevers,France,47.0,3.15,172,river north sea,False,True,2000.0,4000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1332,Nicastro,Italy,38.98,16.33,216,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1333,Nice,France,43.7,7.25,1,med,False,True,2000.0,3000.0,7000.0,4000.0,5000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1334,Nicosia,Italy,37.75,14.4,638,land mediterranean,False,True,2000.0,4000.0,5000.0,6000.0,16000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1336,Nieuwpoort,Belgium,51.13,2.75,2,north sea + river,True,True,0.0,2000.0,5000.0,3000.0,6000.0,1,1,0,0,0,1,0,,,,,,False,True,0.0,1
1338,Nijkerk,Netherlands,52.22,5.5,1,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
1339,Nijmegen,Netherlands,51.83,5.83,46,river north sea,True,True,2000.0,3000.0,3000.0,6000.0,12000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
1341,Nimes,France,43.83,4.35,37,land mediterranean,False,True,3000.0,6000.0,8000.0,5000.0,6000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1342,Niort,France,46.3,-0.45,20,river north sea,False,True,2000.0,5000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1344,Niscemi,Italy,37.15,14.38,332,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1346,Nivelles,Belgium,50.6,4.33,148,land north sea,True,True,2000.0,4000.0,5000.0,6000.0,6000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
1351,Nocera,Italy,40.72,14.63,43,land mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1352,Noerdlingen,Germany,48.85,10.5,430,river black sea,True,True,0.0,4000.0,6000.0,4000.0,6000.0,1,0,0,0,0,0,0,1200.0,1219.0,750.0,,Noerdlingen,True,False,,1
1353,Nogent le Rotrou,France,48.32,0.83,97,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1355,Nola,Italy,40.92,14.53,34,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1356,Norcia,Italy,42.8,13.08,604,land mediterranean,False,True,2000.0,3000.0,2000.0,3000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1357,Norden,Germany,53.6,7.2,7,north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,,,1225.0,,Norden,True,True,0.0,1
1358,Nordhausen,Germany,51.5,10.78,180,river north sea,True,True,1000.0,3000.0,4000.0,3000.0,6000.0,1,0,0,0,0,1,0,1220.0,962.0,929.0,,Nordhausen,True,True,0.0,1
1363,Noto,Italy,36.88,15.08,75,land mediterranean,False,True,1000.0,2000.0,2000.0,6000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1365,Novara,Italy,45.47,8.63,153,river mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,7000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1368,Novi,Italy,44.77,8.78,197,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1379,Nowy Sacz,Poland,49.65,20.67,290,river baltic,False,True,0.0,0.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,,,,,False,True,0.0,1
1380,Noyon,France,49.58,3.0,36,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1381,Nuernberg,Germany,49.45,11.07,301,river north sea,True,True,0.0,7000.0,14000.0,6000.0,38000.0,1,0,0,0,0,1,0,1200.0,1050.0,1039.0,,Nuernberg,True,True,0.0,1
1383,Nyiregyhaza,Hungary,47.98,21.72,111,land black sea,False,True,0.0,0.0,0.0,1000.0,3000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
1384,Nysa,Poland,50.48,17.33,185,river baltic,False,True,0.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,1215.0,1245.0,1223.0,N07,Neisse,True,True,0.0,1
1385,Oberhausen,Germany,51.47,6.87,42,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,947.0,,Oberhausen,True,True,0.0,0
1386,Obernai,France,48.47,7.48,156,land north sea,False,True,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1390,Odense,Denmark,55.4,10.38,13,river north sea,False,True,0.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
