id,cid,lat,lon,match_dist_km,city,country,closeness,betw_topo,node_idx,city_w,country_w,lat_w,lon_w,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,logMA1200,logMA1300,logMA1400,logMA1500,log_betw,closeness_z,lpop1200,lpop1500,g
2777,794.0,53.54798,9.9931,0.8941229595318408,Hamburg,Germany,0.0038616820199018,722.0,72,Hamburg,Germany,53.55,9.98,3,north sea + river,True,True,2000.0,2000.0,5000.0,8000.0,30000.0,1,1,0,0,0,1,0,12.097486139236528,12.483828210751119,12.384975488224532,12.812801222291943,6.583409222158765,1.3750853447745945,7.600902459542082,10.308952660644293,2.7080502011022105
1831,630.0,49.601809,11.003096,1.2347060517066832,Erlangen,Germany,0.0023618592024688,70.0,73,Erlangen,Germany,49.6,11.02,279,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,11.28465288078991,11.711887512651254,11.575221420885372,12.097331659424968,4.2626798770413155,-0.7640256612408791,6.907755278982137,6.907755278982137,0.0
1865,633.0,51.456963,7.012649,1.53649581582668,Essen,Germany,0.0031384154595807,392.0,74,Essen,Germany,51.47,7.02,116,land north sea,True,True,2000.0,2000.0,1000.0,3000.0,3000.0,0,0,1,0,0,1,0,12.225083319786993,12.702671357552159,12.644114394392291,13.032245915432782,5.973809611869261,0.343531856267321,7.600902459542082,8.006367567650246,0.4054651081081637
1962,664.0,54.782514,9.436726,0.5139801492356889,Flensburg,Germany,0.0026882203613181,40.0,75,Flensburg,Germany,54.78,9.43,26,baltic,True,True,1000.0,1000.0,2000.0,2000.0,3000.0,0,1,0,0,1,0,0,11.317490514130236,11.714744663389173,11.618144047052755,12.084585468842961,3.713572066704308,-0.2985555145569104,6.907755278982137,8.006367567650246,1.0986122886681091
1983,677.0,53.186226,5.544241,1.1746389570298883,Franeker,Netherlands,0.0035538818920444,0.0,76,Franeker,Netherlands,53.18,5.53,4,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,12.227410722466113,12.697950567903485,12.649791729418846,13.070200154880284,0.0,0.9360877288564421,6.907755278982137,7.600902459542082,0.6931471805599454
1987,680.0,50.110394,8.682175,1.4455900319360342,Frankfurt am Main,Germany,0.0029045368418861,1730.0,77,Frankfurt am Main,Germany,50.1,8.67,119,river north sea,True,True,3000.0,4000.0,13000.0,9000.0,12000.0,1,0,0,0,0,1,0,12.060787131642355,12.497410579585651,12.419002456704026,12.801417801922526,7.456454555176209,0.009964237901257807,8.294049640102028,9.392661928770137,1.0986122886681091
2002,682.0,50.916999,13.343914,2.1271198244854386,Freiberg,Germany,0.0028416662005132,838.0,78,Freiberg,Germany,50.9,13.33,348,land north sea,True,True,0.0,1000.0,6000.0,4000.0,8000.0,0,0,1,0,0,1,0,11.608749901105995,11.950645337725062,11.910809319100679,12.34171925268457,6.732210706467206,-0.0797045412057318,6.907755278982137,8.987196820661973,2.079441541679836
3339,863.0,51.374437,7.69752,1.3124087299461498,Iserlohn,Germany,0.0029416289909789,14.0,79,Iserlohn,Germany,51.37,7.68,247,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,12.058650041560309,12.514053516664905,12.446426401541983,12.832886604368193,2.70805020110221,0.06286663639721873,6.907755278982137,7.600902459542082,0.6931471805599454
2159,711.0,51.05355,3.724503,0.5048693998296216,Gent,Belgium,0.0030005332397091,0.0,80,Gent,Belgium,51.05,3.72,4,river north sea,True,True,8000.0,25000.0,64000.0,64000.0,45000.0,1,0,0,0,0,1,0,12.062592931631745,12.574666251142755,12.532798752574045,13.01447643579828,0.0,0.14687837784778668,10.126631103850338,10.714417768752456,0.5877866649021186
3582,1129.0,50.00752,8.283357,1.6842391473173992,Mainz,Germany,0.0029252253904713,478.0,81,Mainz,Germany,50.02,8.27,106,river north sea,True,True,7000.0,9000.0,13000.0,9000.0,6000.0,1,0,0,0,0,1,0,12.058310583638802,12.524176275622546,12.44984647740345,12.845752902097438,6.171700597410915,0.03947112462327148,9.104979856318357,8.699514748210191,-0.4054651081081655
2305,742.0,51.829716,4.974971,0.3470248133431047,Gorinchem,Netherlands,0.0033125736398047,0.0,82,Gorinchem,Netherlands,51.83,4.98,2,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,12.318460773869713,12.844482402776908,12.814551273753924,13.211607492799141,0.0,0.5919236501342836,7.600902459542082,8.294049640102028,0.6931471805599454
2337,746.0,51.905882,10.428955,0.8973497980362873,Goslar,Germany,0.0035174331934632,830.0,83,Goslar,Germany,51.9,10.42,406,river north sea,True,True,2000.0,4000.0,9000.0,6000.0,12000.0,1,0,0,0,0,1,0,12.032761775380854,12.395274897133689,12.292288155593388,12.736706900643235,6.7226297948554485,0.884103046810178,8.294049640102028,9.392661928770137,1.0986122886681091
2347,748.0,50.949588,10.701229,1.3157631456262204,Gotha,Germany,0.0031011992257218,252.0,84,Gotha,Germany,50.95,10.72,290,land north sea,True,True,3000.0,4000.0,5000.0,3000.0,3000.0,0,0,1,0,0,1,0,11.8459112669847,12.209482795031903,12.058036618482141,12.515493545186116,5.53338948872752,0.2904524828075454,8.294049640102028,8.006367567650246,-0.2876820724517817
2602,768.0,51.291728,13.530913,1.508863220059522,Grossenhain,Germany,0.0030008873403989,2.0,85,Grossenhain,Germany,51.28,13.52,115,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,11.721376617033139,12.081724392019096,12.022851436288075,12.45926314762172,1.0986122886681098,0.14738341129172722,6.907755278982137,7.600902459542082,0.6931471805599454
2671,774.0,51.951893,14.725474,3.5796276552605497,Gubin,Poland,0.0030767508593328,278.0,86,Gubin,Poland,51.98,14.7,45,river baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,1,0,0,11.61955695273749,12.039794800039637,11.972213863082919,12.424676909058832,5.631211781821365,0.2555831842384527,,7.600902459542082,
2758,790.0,51.895294,11.052109,1.334467473242703,Halberstadt,Germany,0.0034738224680444,206.0,87,Halberstadt,Germany,51.9,11.07,120,river north sea,True,True,5000.0,8000.0,6000.0,4000.0,10000.0,1,0,0,0,0,1,0,11.969435350113958,12.349346206382284,12.246225399745093,12.69745145715209,5.332718793265369,0.8219035778866822,8.987196820661973,9.210340371976184,0.2231435513142106
2765,793.0,51.482658,11.969805,0.2958648407875068,Halle,Germany,0.0034251919458129,4132.0,88,Halle,Germany,51.48,11.97,105,river north sea,True,True,2000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,11.98776584568181,12.33862666792535,12.233318797956931,12.696641396668943,8.326758814511733,0.7525446615369991,8.006367567650246,8.85366542803745,0.8472978603872043
2778,795.0,52.104508,9.356435,0.666670869381942,Hameln,Germany,0.0035605573602286,166.0,89,Hameln,Germany,52.1,9.35,68,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,12.112266152164036,12.506972530328701,12.375924333882738,12.816333648249426,5.117993812416755,0.9456085651159999,6.907755278982137,6.907755278982137,0.0
2781,797.0,51.681393,7.818742,1.2698118191260093,Hamm,Germany,0.0032679699690349,2150.0,90,Hamm,Germany,51.67,7.82,63,river north sea,True,True,0.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,12.262437136100804,12.722275019104158,12.656395372665967,13.045834774986591,7.67368812926773,0.5283080003766198,7.600902459542082,7.600902459542082,0.0
2795,800.0,52.371646,9.736082,3.179730136419834,Hannover,Germany,0.0035253450703463,186.0,91,Hannover,Germany,52.4,9.73,53,river north sea,True,True,1000.0,2000.0,5000.0,5000.0,6000.0,1,0,0,0,0,1,0,12.048093715556043,12.43700755289891,12.324666061139151,12.776560520924665,5.231108616854587,0.8953873016715928,7.600902459542082,8.699514748210191,1.0986122886681091
2807,802.0,52.350136,5.618408,1.250397612215896,Harderwijk,Netherlands,0.003121169669689,280.0,92,Harderwijk,Netherlands,52.35,5.6,2,north sea,True,True,0.0,1000.0,2000.0,2000.0,4000.0,0,1,0,0,0,1,0,12.083464899109249,12.57454817944744,12.535911040946402,12.949178788861934,5.638354669333745,0.3189351782224398,6.907755278982137,8.294049640102028,1.3862943611198908
2862,2249.0,52.474399,6.069561,2.9331461556768597,Zwolle,Netherlands,0.0034953247968996,0.0,93,Zwolle,Netherlands,52.5,6.08,1,river north sea,True,True,1000.0,2000.0,3000.0,3000.0,7000.0,1,0,0,0,0,1,0,12.296374364331207,12.78057016930734,12.737832701494737,13.142998059896263,0.0,0.852571112594446,7.600902459542082,8.85366542803745,1.252762968495368
2945,816.0,52.227697,11.010533,1.116809383306607,Helmstedt,Germany,0.0035679986416822,0.0,94,Helmstedt,Germany,52.22,11.0,123,land north sea,True,True,2000.0,3000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,12.030036376432689,12.408052731330946,12.311196260976761,12.759896543654024,0.0,0.9562216367876913,8.006367567650246,7.600902459542082,-0.4054651081081637
2978,820.0,52.114175,8.671844,1.581213282697219,Herford,Germany,0.003508084677196,1364.0,95,Herford,Germany,52.1,8.67,65,river north sea,True,True,2000.0,2000.0,4000.0,2000.0,2000.0,1,0,0,0,0,1,0,12.120989344440302,12.523714790926354,12.416240048775903,12.837165444637183,7.21890970761906,0.8707697958390347,7.600902459542082,7.600902459542082,0.0
3017,2261.0,51.688763,5.303699,1.27524477877382,s Hertogenbosch,Netherlands,0.0033110577274293,544.0,96,s Hertogenbosch,Netherlands,51.7,5.3,3,river north sea,True,True,1000.0,2000.0,3000.0,9000.0,16000.0,1,0,0,0,0,1,0,12.30802411717495,12.82433251450138,12.773793304550908,13.170088585545896,6.300785794663244,0.5897615915173041,7.600902459542082,9.680344001221918,2.079441541679836
3050,824.0,52.152756,9.951685,0.3273073876893074,Hildesheim,Germany,0.0033307333842376,0.0,97,Hildesheim,Germany,52.15,9.95,129,river north sea,True,True,3000.0,5000.0,8000.0,6000.0,10000.0,1,0,0,0,0,1,0,11.951888271766789,12.333228121605323,12.219708502975145,12.66094905123806,0.0,0.6178238489653227,8.517193191416238,9.210340371976184,0.6931471805599454
4754,1133.0,54.037262,19.026117,0.9009083680792432,Malbork,Poland,0.0019581833879129,36.0,98,Malbork,Poland,54.03,19.02,6,river baltic,False,True,0.0,0.0,1000.0,0.0,1000.0,1,0,0,0,1,0,0,10.368475027296942,10.897988749913836,11.14037903106606,11.564837356028775,3.6109179126442243,-1.339765253772689,,6.907755278982137,
3064,2199.0,52.943016,5.399164,2.207196158703447,Workum,Netherlands,0.0034952346741426,0.0,99,Workum,Netherlands,52.95,5.43,-1,river north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,12.21457159273536,12.68822899471405,12.635883360900882,13.054566454179009,0.0,0.8524425756905198,,7.600902459542082,
3196,833.0,52.639206,5.059233,1.255320337170294,Hoorn,Netherlands,0.0031216615607095,482.0,100,Hoorn,Netherlands,52.63,5.07,-1,north sea,True,True,1000.0,1000.0,2000.0,3000.0,6000.0,0,1,0,0,0,1,0,12.190137122666583,12.708439435508966,12.678259293476351,13.089636899551218,6.180016653652572,0.31963673408856047,6.907755278982137,8.699514748210191,1.7917594692280545
3298,1809.0,53.010189,5.623388,3.817485702646525,Sneek,Netherlands,0.0035589322762959,298.0,101,Sneek,Netherlands,53.03,5.67,6,river north sea,True,True,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,1,0,12.241593332989241,12.713780281714236,12.663943942778314,13.083982951124193,5.700443573390687,0.9432908013870234,6.907755278982137,8.006367567650246,1.0986122886681091
3325,420.0,54.637991,21.810544,1.0769919282295888,Cernjahovsk,Russia,0.0017881524568498,0.0,102,Cernjahovsk,Russia,54.63,21.82,30,river baltic,False,False,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,1,0,0,10.048989591577945,10.625580825306407,10.883882271293595,11.304245798268521,0.0,-1.5822705895847198,,6.907755278982137,
7230,1811.0,51.572658,8.106354,0.988332034600161,Soest,Germany,0.0032211867271204,14.0,103,Soest,Germany,51.57,8.12,101,land north sea,True,True,6000.0,12000.0,12000.0,8000.0,10000.0,0,0,1,0,0,1,0,12.123514079167437,12.58679849432962,12.513483769223644,12.910130732493535,2.70805020110221,0.46158375367681787,9.392661928770137,9.210340371976184,-0.18232155679395312
3574,964.0,48.720509,21.257458,0.5500341470806743,Kosice,Slovakia,0.0010556387915378,0.0,104,Kosice,Slovakia,48.72,21.25,210,river black sea,False,False,0.0,1000.0,5000.0,5000.0,4000.0,1,0,0,0,0,0,0,7.360158769866641,7.815831503578459,7.845330095180736,8.266684729042412,0.0,-2.627012691993515,6.907755278982137,8.294049640102028,1.3862943611198908
3580,910.0,51.315808,9.50533,1.8210221697149684,Kassel,Germany,0.0033727431135814,366.0,105,Kassel,Germany,51.32,9.48,152,river north sea,True,True,3000.0,3000.0,4000.0,2000.0,4000.0,1,0,0,0,0,1,0,12.024926179699078,12.415669524477618,12.275894968630862,12.712296687577927,5.905361848054571,0.6777399092856069,8.006367567650246,8.294049640102028,0.2876820724517817
3646,927.0,54.323309,10.139494,0.9656887757036186,Kiel,Germany,0.0031599474585176,0.0,106,Kiel,Germany,54.33,10.13,5,baltic + river,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,1,0,0,1,0,0,11.69492260140224,12.092915399488929,12.007067759068526,12.470324210116232,0.0,0.3742417077058182,6.907755278982137,8.006367567650246,1.0986122886681091
3852,946.0,50.360368,7.595445,1.59052902043096,Koblenz,Germany,0.0030165398770179,0.0,107,Koblenz,Germany,50.35,7.58,73,river north sea,True,True,3000.0,3000.0,4000.0,2000.0,1000.0,1,0,0,0,0,1,0,12.170170046998976,12.633457458262011,12.565413042187158,12.946766503482335,0.0,0.1697077238469063,8.006367567650246,6.907755278982137,-1.0986122886681091
3880,952.0,54.175813,15.576246,3.1858066915152885,Kolobrzeg,Poland,0.0025217087199065,0.0,108,Kolobrzeg,Poland,54.2,15.55,6,river baltic,False,True,2000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,11.118359014319228,11.558148243231035,11.483093452345457,11.935506316567063,0.0,-0.5360414899889162,7.600902459542082,8.517193191416238,0.916290731874156
3888,947.0,50.936623,6.960704,1.9948328954448824,Koeln,Germany,0.0031408921875487,52.0,109,Koeln,Germany,50.92,6.95,46,river north sea,True,True,20000.0,40000.0,44000.0,40000.0,45000.0,1,0,0,0,0,1,0,12.070866768153936,12.598807292599561,12.540454111461763,12.950888796462541,3.970291913552122,0.34706427089235126,10.596634733096073,10.714417768752456,0.11778303565638382
5972,1521.0,50.493533,12.136025,0.8358969108004382,Plauen,Germany,0.0025490493118445,0.0,110,Plauen,Germany,50.5,12.13,412,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,11.401808925883351,11.753621046465408,11.63610204254772,12.115716955003974,0.0,-0.49704717649683816,6.907755278982137,6.907755278982137,0.0
3911,895.0,54.708932,20.51082,1.4133830550867343,Kaliningrad,Russia,0.0018673919063461,0.0,111,Kaliningrad,Russia,54.72,20.5,5,baltic + river,False,False,0.0,1000.0,3000.0,10000.0,9000.0,1,1,0,0,1,0,0,10.1772594236717,10.721713489099246,10.888131814561843,11.37571028915894,0.0,-1.4692559210799085,6.907755278982137,9.104979856318357,2.19722457733622
3976,967.0,54.19001,16.182474,1.1246433639495934,Koszalin,Poland,0.0022872943644922,476.0,112,Koszalin,Poland,54.18,16.18,30,land baltic,False,True,0.0,1000.0,1000.0,1000.0,3000.0,0,0,1,0,1,0,0,10.832650533486225,11.28086817362444,11.243323917617298,11.68533093076202,6.1675164908883415,-0.870373200245853,6.907755278982137,8.006367567650246,1.0986122886681091
3990,950.0,51.750994,11.973732,0.2796757992737021,Koethen,Germany,0.0034001520432884,0.0,113,Koethen,Germany,51.75,11.97,80,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,11.967589918677623,12.326574826543457,12.23249675893873,12.694672564672574,0.0,0.716831689006425,6.907755278982137,6.907755278982137,0.0
4168,966.0,52.579019,14.637092,4.639526527118507,Kostrzyn,Poland,0.0032411582395528,0.0,114,Kostrzyn,Poland,52.62,14.65,10,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,11.719302066266323,12.140992266662481,12.066992692589704,12.525929139457677,0.0,0.49006797298216276,6.907755278982137,7.600902459542082,0.6931471805599454
4220,745.0,52.731058,15.240125,4.3853902536561264,Gorzow Wielkopolski,Poland,0.0031511714227439,0.0,115,Gorzow Wielkopolski,Poland,52.7,15.2,19,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,11.649425669124641,12.072482168152085,12.001390333857476,12.46003717221264,0.0,0.3617249527301623,6.907755278982137,7.600902459542082,0.6931471805599454
4314,1031.0,53.201009,5.796778,1.787146062150988,Leeuwarden,Netherlands,0.0035867019976029,17522.0,116,Leeuwarden,Netherlands,53.2,5.77,1,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,12.233103314525252,12.704127330795659,12.654761879676638,13.074922226816975,9.771269582708419,0.9828971574121005,7.600902459542082,8.294049640102028,0.6931471805599454
4337,1036.0,51.339915,12.374475,2.2361703655075864,Leipzig,Germany,0.0031153068229451,1592.0,117,Leipzig,Germany,51.32,12.37,110,river north sea,True,True,3000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,11.812306243977504,12.158864517895505,12.058695176198043,12.52034828907375,7.373374309910049,0.31057333717649327,8.006367567650246,8.85366542803745,0.8472978603872043
4410,1056.0,56.504632,21.011059,1.7947331497780252,Liepaja,Latvia,0.0014823565419971,0.0,118,Liepaja,Latvia,56.52,21.02,7,baltic,False,False,0.0,0.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,9.219160371895043,9.806713837013644,10.076095015444166,10.497946992545213,0.0,-2.018409711788202,,6.907755278982137,
4502,1069.0,51.676271,8.346519,1.957114612684964,Lippstadt,Germany,0.0032763943022004,1968.0,119,Lippstadt,Germany,51.67,8.32,79,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,12.152354102147061,12.582955703893093,12.492461000763429,12.885350118883736,7.585281078639126,0.5403231421541698,6.907755278982137,8.006367567650246,1.0986122886681091
4753,1152.0,50.651123,13.16372,0.4600312456379222,Marienberg,Germany,0.0024722715605231,22.0,120,Marienberg,Germany,50.65,13.17,620,land north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,0,1,0,0,1,0,11.330948538878054,11.677466431240362,11.647606469112366,12.065532968653432,3.1354942159291497,-0.6065508665059168,,8.006367567650246,
7015,183.0,51.283264,7.292642,5.065395384791099,Barmen,Germany,0.0028797985095019,22.0,121,Barmen,Germany,51.28,7.22,191,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,12.05966786558818,12.518985894700302,12.453080910162836,12.834267481419841,3.1354942159291497,-0.025318622486265874,6.907755278982137,6.907755278982137,0.0
4769,993.0,53.734843,18.921858,1.7683929222096757,Kwidzyn,Poland,0.001869346202462,0.0,122,Kwidzyn,Poland,53.75,18.93,42,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,10.184931013983238,10.709218121117045,10.909334151148489,11.342561217427896,0.0,-1.4664686209522242,,7.600902459542082,
8513,2191.0,51.866385,12.643187,0.6167643109070732,Wittenberg,Germany,0.0034297391284577,0.0,123,Wittenberg,Germany,51.87,12.65,75,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,11.981405653473843,12.33963783680627,12.259938756531456,12.715648712502462,0.0,0.7590300465630132,7.600902459542082,7.600902459542082,0.0
4816,1177.0,51.028057,4.479713,0.7127964096605618,Mechelen,Belgium,0.0030308791149585,0.0,124,Mechelen,Belgium,51.03,4.47,4,river north sea,True,True,2000.0,3000.0,15000.0,10000.0,25000.0,1,0,0,0,0,1,0,12.179166158689641,12.713323205148962,12.694305820853804,13.062084576463791,0.0,0.19015895404562416,8.006367567650246,10.126631103850338,2.120263536200092
4827,729.0,50.849699,12.46657,5.545069038978867,Glauchau,Germany,0.0027474797088885,0.0,125,Glauchau,Germany,50.82,12.53,266,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,11.569864516987993,11.915770241763006,11.812183382596677,12.28446060908588,0.0,-0.21403731605790513,6.907755278982137,6.907755278982137,0.0
4853,1182.0,51.163089,13.470449,0.7691066460286597,Meissen,Germany,0.0031688992915238,22.0,126,Meissen,Germany,51.17,13.47,106,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,11.840298692175194,12.199070193791162,12.146147738050468,12.580892538633972,3.1354942159291497,0.3870091921613151,6.907755278982137,7.600902459542082,0.6931471805599454
4871,941.0,55.708979,21.135143,4.346243745256603,Klaipeda,Lithuania,0.0017611267176554,0.0,127,Klaipeda,Lithuania,55.67,21.13,21,baltic,False,False,0.0,0.0,1000.0,1000.0,2000.0,0,1,0,0,1,0,0,9.980767307130924,10.547358640686213,10.823002949523607,11.233960540384013,0.0,-1.6208158467207532,,7.600902459542082,
4891,1193.0,51.354851,11.999072,1.430075128441216,Merseburg,Germany,0.0032957906507256,2196.0,128,Merseburg,Germany,51.35,11.98,88,river north sea,True,True,3000.0,5000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,11.9085220005682,12.264014185592519,12.155276480299914,12.628472356734564,7.69484807238461,0.5679870382654323,8.517193191416238,8.517193191416238,0.0
4958,1211.0,52.28806,8.916805,0.9222075170433696,Minden,Germany,0.0036406881396078,1548.0,129,Minden,Germany,52.28,8.92,42,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,12.13663474872716,12.528371322436563,12.407140281295348,12.843292813463794,7.3453648404168685,1.0598944861583377,7.600902459542082,8.294049640102028,0.6931471805599454
4969,885.0,56.651674,23.722242,3.1988879543995488,Jelgava,Latvia,0.0011805993762125,4194.0,130,Jelgava,Latvia,56.65,23.67,13,river baltic,False,False,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,1,0,0,8.05801408840724,8.667085162231654,8.90227136496509,9.307356096709558,8.341648618901306,-2.448788598528074,,7.600902459542082,
12416,713.0,50.657338,12.200274,4.954226525019151,Gera,Germany,0.0026451490191854,418.0,131,Gera,Germany,50.7,12.18,194,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,11.489943404411521,11.83861123247142,11.725279843065591,12.1996095987592,6.037870919922137,-0.35998569212788994,6.907755278982137,6.907755278982137,0.0
5113,1283.0,51.963078,7.628321,1.5620014018474913,Muenster,Germany,0.003333544058193,994.0,132,Muenster,Germany,51.95,7.62,55,river north sea,True,True,6000.0,10000.0,16000.0,11000.0,10000.0,1,0,0,0,0,1,0,12.140165922738525,12.586370000170882,12.518451354182003,12.927856808311875,6.902742737158593,0.6218325515416759,9.210340371976184,9.210340371976184,0.0
5127,1607.0,50.619726,12.263892,2.547569733592329,Reichenbach,Germany,0.0025714076113126,0.0,133,Reichenbach,Germany,50.62,12.3,380,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,11.428553973213326,11.777379109633955,11.672019221620216,12.14383696981711,0.0,-0.4651588201442795,6.907755278982137,6.907755278982137,0.0
5153,1308.0,59.376646,28.200066,4.587965809882134,Narva,Estonia,0.0008234772446735,0.0,134,Narva,Estonia,59.37,28.28,25,river baltic,False,False,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,7.51324616223081,7.820892093809945,7.606280448914029,8.122425545703537,0.0,-2.9581313510101728,6.907755278982137,6.907755278982137,0.0
5297,1318.0,52.925287,12.806009,0.7126635000139006,Neuruppin,Germany,0.0030870523036705,0.0,135,Neuruppin,Germany,52.92,12.8,44,river north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,11.650654826145367,12.047289507100375,11.961799675113737,12.421214345117772,0.0,0.27027554169861295,6.907755278982137,8.294049640102028,1.3862943611198908
5304,1319.0,51.197927,6.692717,0.9155718627061904,Neuss,Germany,0.0032117915894859,224.0,136,Neuss,Germany,51.2,6.68,40,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,12.291892473087024,12.760048140070754,12.704802852183478,13.089491660175435,5.41610040220442,0.44818400933142516,7.600902459542082,7.600902459542082,0.0
5424,1338.0,52.222632,5.48355,1.1581549168767549,Nijkerk,Netherlands,0.003028630399666,0.0,137,Nijkerk,Netherlands,52.22,5.5,1,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,12.096560160769085,12.608658385553467,12.577559171661722,12.99202646307268,0.0,0.1869517407830503,,6.907755278982137,
10205,1007.0,51.139882,10.6357768,3.254341578509569,Langensalza,Germany,0.0032487663730469,0.0,138,Langensalza,Germany,51.12,10.67,185,river north sea,True,True,2000.0,3000.0,4000.0,5000.0,4000.0,1,0,0,0,0,1,0,11.924773310540603,12.292205741575751,12.135483945427271,12.594840383212093,0.0,0.5009190161209242,8.006367567650246,8.294049640102028,0.2876820724517817
5430,1339.0,51.847301,5.864896,3.0739392512615673,Nijmegen,Netherlands,0.0034224301339831,0.0,139,Nijmegen,Netherlands,51.83,5.83,46,river north sea,True,True,2000.0,3000.0,3000.0,6000.0,12000.0,1,0,0,0,0,1,0,12.34706496683044,12.850745207846591,12.803753664059212,13.19918334904227,0.0,0.7486056481995568,8.006367567650246,9.392661928770137,1.3862943611198908
5453,1357.0,53.595914,7.205715,0.5904660564162245,Norden,Germany,0.0032413478851713,0.0,140,Norden,Germany,53.6,7.2,7,north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,11.971623172433686,12.424544714548393,12.360355957514411,12.78849808504578,0.0,0.4903384536183155,6.907755278982137,7.600902459542082,0.6931471805599454
5460,1358.0,51.501815,10.794585,1.029536806543011,Nordhausen,Germany,0.0032676114729168,174.0,141,Nordhausen,Germany,51.5,10.78,180,river north sea,True,True,2000.0,3000.0,4000.0,3000.0,6000.0,1,0,0,0,0,1,0,11.920901837807687,12.279456071152334,12.147330486963169,12.597801166647878,5.1647859739235145,0.5277966979861455,8.006367567650246,8.699514748210191,0.6931471805599454
5492,1381.0,49.453915,11.077314,0.6848626992092092,Nuernberg,Germany,0.0023728976282032,0.0,142,Nuernberg,Germany,49.45,11.07,301,river north sea,True,True,3000.0,7000.0,14000.0,6000.0,38000.0,1,0,0,0,0,1,0,11.245197361459844,11.652252086424163,11.583842678330829,11.939693116895118,0.0,-0.7482821896100412,8.85366542803745,10.545341438708522,1.6916760106710722
5623,1396.0,53.138916,8.214479,1.2863163157878856,Oldenburg,Germany,0.0038784771511846,19802.0,143,Oldenburg,Germany,53.15,8.22,5,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,12.189921494099668,12.609129141675961,12.518770398688355,12.96797660426965,9.893588720356881,1.3990392743700932,7.600902459542082,7.600902459542082,0.0
5704,1431.0,52.2772,8.041195,1.1050588311656988,Osnabrueck,Germany,0.0032463871974582,64.0,144,Osnabrueck,Germany,52.27,8.03,65,river north sea,True,True,6000.0,10000.0,9000.0,5000.0,6000.0,1,0,0,0,0,1,0,11.996954224849068,12.433575731135141,12.34196954413985,12.752598035419751,4.174387269895637,0.49752573484271145,9.210340371976184,8.699514748210191,-0.5108256237659923
