cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,in_via,staple_year,fair_year
1953,Tielt,Belgium,51.0,3.32,43,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1954,Tienen,Belgium,50.8,4.95,56,land north sea,True,True,3000.0,4000.0,5000.0,3000.0,9000.0,0,0,1,0,0,1,0,True,1460.0,
1955,Tilburg,Netherlands,51.57,5.08,14,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1964,Toenning,Germany,54.32,8.93,2,north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,1,0,True,,
1971,Tongeren,Belgium,50.78,5.47,107,river north sea,True,True,3000.0,4000.0,5000.0,3000.0,8000.0,1,0,0,0,0,1,0,True,,
1974,Torgau,Germany,51.57,13.0,78,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,True,,
1975,Torhout,Belgium,51.07,3.1,17,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1986,Torun,Poland,53.03,18.58,80,river baltic,False,True,0.0,1000.0,2000.0,3000.0,11000.0,1,0,0,0,1,0,0,True,1403.0,
1992,Tourcoing,France,50.73,3.17,37,river north sea,False,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,True,,
1993,Tournai,Belgium,50.6,3.38,41,river north sea,True,True,7000.0,17000.0,20000.0,40000.0,35000.0,1,0,0,0,0,1,0,True,,
2020,Turnhout,Belgium,51.32,4.95,30,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
2023,Tychy,Poland,50.17,19.0,259,land baltic,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,1,0,0,True,,
2032,Unna,Germany,51.53,7.68,100,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,True,,
2038,Utrecht,Netherlands,52.08,5.13,1,river north sea,True,True,3000.0,3000.0,6000.0,13000.0,25000.0,1,0,0,0,0,1,0,True,1542.0,1127.0
2045,Valenciennes,France,50.3,3.53,33,river north sea,False,True,5000.0,7000.0,10000.0,7000.0,15000.0,1,0,0,0,0,1,0,True,,
2061,Veendam,Netherlands,53.1,6.87,2,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,True,,
2062,Velbert,Germany,51.37,7.03,230,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2073,Venlo,Netherlands,51.4,6.17,21,river north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,True,1343.0,1294.0
2077,Verden,Germany,52.92,9.22,20,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,985.0
2083,Verviers,Belgium,50.58,5.87,250,river north sea,True,True,0.0,1000.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,True,,
2086,Veurne,Belgium,51.07,2.67,3,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
2096,Viersen,Germany,51.25,6.38,41,land north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,1560.0
2136,Vlaardingen,Netherlands,51.9,4.35,1,north sea + river,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,1,0,0,0,1,0,True,,1270.0
2139,Vlissingen,Netherlands,51.43,3.58,1,north sea,True,True,0.0,0.0,0.0,1000.0,4000.0,0,1,0,0,0,1,0,True,,1368.0
2156,Walbrzych,Poland,50.78,16.28,450,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
2158,Warburg,Germany,51.48,9.17,230,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,1366.0
2159,Waregem,Belgium,50.88,3.42,17,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2162,"Warszawa, Warsaw, Worszewa, Werszewa",Poland,52.25,21.0,94,river baltic,False,True,0.0,0.0,2000.0,1000.0,5000.0,1,0,0,0,1,0,0,True,1440.0,
2165,Wavre,Belgium,50.72,4.62,20,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
2166,Weert,Netherlands,51.25,5.72,35,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,5000.0,0,0,1,0,0,1,0,True,,1414.0
2167,Weimar,Germany,50.98,11.32,208,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,1456.0
2168,Weissenfels,Germany,51.2,11.97,100,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,1185.0,1500.0
2171,Werden,Germany,51.38,7.0,58,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
2172,Wesel,Germany,51.67,6.63,23,river north sea,True,True,1000.0,2000.0,3000.0,6000.0,6000.0,1,0,0,0,0,1,0,True,,1270.0
2175,Wetteren,Belgium,51.0,3.88,16,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2176,Wetzlar,Germany,50.55,8.55,148,river north sea,True,True,3000.0,4000.0,6000.0,4000.0,2000.0,1,0,0,0,0,1,0,True,,
2182,Wiesbaden,Germany,50.08,8.23,117,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
2186,Wingene,Belgium,51.07,3.27,16,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2187,Winterswijk,Netherlands,51.97,6.73,37,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2189,Wismar,Germany,53.88,11.47,13,baltic,True,True,1000.0,3000.0,8000.0,6000.0,9000.0,0,1,0,0,1,0,0,True,1435.0,1397.0
2191,Wittenberg,Germany,51.87,12.65,75,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,True,1415.0,
2192,Wolfenbuettel,Germany,52.17,10.53,77,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,1570.0
2193,Wolfsburg,Germany,52.42,10.78,63,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,True,,1573.0
2194,Wolin,Poland,53.84,14.62,10,baltic,False,True,2000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,True,,
2199,Workum,Netherlands,52.95,5.43,-1,river north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
2200,Worms,Germany,49.63,8.37,96,river north sea,True,True,8000.0,12000.0,17000.0,10000.0,6000.0,1,0,0,0,0,1,0,True,,
2201,Wroclaw,Poland,51.1,17.0,118,river baltic,False,True,1000.0,5000.0,12000.0,10000.0,25000.0,1,0,0,0,1,0,0,True,1274.0,
2202,Wschowa,Poland,51.8,16.32,93,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
2203,Wuelfrath,Germany,51.28,7.03,262,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,1579.0
2204,Wuerzburg,Germany,49.8,9.93,186,river north sea,True,True,2000.0,5000.0,7000.0,6000.0,7000.0,1,0,0,0,0,1,0,True,,
2205,Wuppertal,Germany,51.27,7.22,160,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,1,0,0,0,0,1,0,True,,
2213,Zaandam,Netherlands,52.43,4.82,-2,river north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,True,,
2214,Zabrze,Poland,50.3,18.78,258,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
2216,Zagan,Poland,51.62,15.32,100,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
2221,Zamosc,Poland,50.72,23.25,212,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,True,,
2225,Zeitz,Germany,51.05,12.13,160,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,1278.0,1252.0
2226,Zele,Belgium,51.07,4.03,6,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2229,Zerbst,Germany,51.97,12.1,67,river north sea,True,True,2000.0,4000.0,9000.0,5000.0,6000.0,1,0,0,0,0,1,0,True,,
2232,Zielona Gora,Poland,51.98,15.52,166,land baltic,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,True,,
2233,Zierikzee,Netherlands,51.63,3.92,7,north sea,True,True,1000.0,1000.0,2000.0,1000.0,4000.0,0,1,0,0,0,1,0,True,1531.0,1516.0
2235,Zittau,Germany,50.9,14.83,242,river baltic,True,True,0.0,1000.0,2000.0,5000.0,5000.0,1,0,0,0,1,0,0,True,1425.0,
2238,Zlotoryja,Poland,51.13,15.92,276,land baltic,False,True,0.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
2240,Zoetermeer,Netherlands,52.05,4.48,-3,land north sea,True,True,0.0,0.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,True,,
2243,Zomergem,Belgium,51.12,3.55,5,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2246,Zutphen,Netherlands,52.13,6.2,10,river north sea,True,True,2000.0,3000.0,4000.0,6000.0,3000.0,1,0,0,0,0,1,0,True,,1294.0
2248,Zwickau,Germany,50.73,12.48,267,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,True,,
2249,Zwolle,Netherlands,52.5,6.08,1,river north sea,True,True,1000.0,2000.0,3000.0,3000.0,7000.0,1,0,0,0,0,1,0,True,1450.0,1265.0
2255,le Cateau,France,50.1,3.55,84,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
2260,s Gravenhage,Netherlands,52.08,4.27,1,river north sea,True,True,0.0,1000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,True,,1334.0
2261,s Hertogenbosch,Netherlands,51.7,5.3,3,river north sea,True,True,1000.0,2000.0,3000.0,9000.0,16000.0,1,0,0,0,0,1,0,True,1585.0,
