cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop800,pop900,pop1000,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,l800,l1000,l1200,l1300,l1400,l1500,elev_z
1118,Maastricht,Netherlands,50.87,5.72,54,river north sea,True,True,2000.0,2000.0,3000.0,3000.0,4000.0,10000.0,7000.0,10000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.294049640102028,9.210340371976184,8.85366542803745,9.210340371976184,-0.6451509133548624
1120,Macerata,Italy,43.3,13.45,269,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,3000.0,6000.0,4000.0,6000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,8.006367567650246,8.699514748210191,8.294049640102028,8.699514748210191,0.4156849307293868
1121,Macon,France,46.3,4.83,171,river mediterranean,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,4000.0,2000.0,2000.0,1,0,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.294049640102028,7.600902459542082,7.600902459542082,-0.06785884936482912
1122,Maddaloni,Italy,41.03,14.38,50,land mediterranean,False,True,1000.0,1000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.6648873941750345
1124,Magdeburg,Germany,52.12,11.63,42,river north sea,True,True,1000.0,2000.0,4000.0,8000.0,16000.0,15000.0,10000.0,18000.0,1,0,0,0,0,1,0,6.907755278982137,8.294049640102028,9.680344001221918,9.615805480084347,9.210340371976184,9.798127036878302,-0.7043603558153787
1129,Mainz,Germany,50.02,8.27,106,river north sea,True,True,3000.0,4000.0,5000.0,7000.0,9000.0,13000.0,9000.0,6000.0,1,0,0,0,0,1,0,8.006367567650246,8.517193191416238,9.104979856318357,9.472704636443673,9.104979856318357,8.699514748210191,-0.3885766626926254
1130,Mako,Hungary,46.22,20.48,86,land black sea,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.4872590667934858
1133,Malbork,Poland,54.03,19.02,6,river baltic,False,True,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,1,0,0,0,1,0,0,,,,6.907755278982137,,6.907755278982137,-0.8819886831969274
1134,Malmedy,Belgium,50.42,6.03,344,river north sea,True,True,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,0.7857439461076133
1136,Mamers,France,48.35,0.38,105,land north sea,False,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.39351078289766844
1137,Mammola,Italy,38.37,16.25,240,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,0.27259544478313924
1140,Manduria,Italy,40.3,17.63,79,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,7.600902459542082,-0.5217979082287869
1141,Manfredonia,Italy,41.62,15.92,5,med,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,-0.8869228034019704
1142,Mannheim,Germany,49.48,8.48,95,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.44285198494809863
1143,Manosque,France,43.83,5.78,279,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,0.465026132779817
1146,Mantua,Italy,45.15,10.8,16,river mediterranean,False,True,5000.0,7000.0,11000.0,17000.0,15000.0,25000.0,20000.0,25000.0,1,0,0,0,0,0,1,8.517193191416238,9.305650551780507,9.615805480084347,10.126631103850338,9.903487552536127,10.126631103850338,-0.8326474811464972
1148,Marburg,Germany,50.82,8.77,186,river north sea,True,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,0.006152953710816166
1151,Maribor,Slovenia,46.55,15.65,275,river black sea,True,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,0,0,,,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.4452896519596449
1152,Marienberg,Germany,50.65,13.17,620,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3000.0,0,0,1,0,0,1,0,,,,6.907755278982137,6.907755278982137,8.006367567650246,2.1475611226994866
1153,Marigliano,Italy,40.93,14.45,30,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,8.006367567650246,-0.7635697982758949
1154,Marineo,Italy,37.95,13.42,550,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,,1.8021727083464751
1156,Marmande,France,44.5,0.17,40,river north sea,False,True,0.0,0.0,0.0,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.7142285962254648
1157,Marsala,Italy,37.8,12.43,5,med,False,True,2000.0,2000.0,3000.0,4000.0,5000.0,6000.0,3000.0,6000.0,0,1,0,0,0,0,1,7.600902459542082,8.006367567650246,8.517193191416238,8.699514748210191,8.006367567650246,8.699514748210191,-0.8869228034019704
1158,Marseille,France,43.3,5.4,54,med,False,True,5000.0,5000.0,7000.0,9000.0,12000.0,15000.0,10000.0,21000.0,0,1,0,0,0,0,1,8.517193191416238,8.85366542803745,9.392661928770137,9.615805480084347,9.210340371976184,9.95227771670556,-0.6451509133548624
1159,Marsico Nuovo,Italy,40.42,15.73,850,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,3.2824087698593813
1160,Martigues,France,43.4,5.05,1,med,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,-0.9066592842221425
1161,Martina Franca,Italy,40.7,17.33,392,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5000.0,0,0,1,0,0,0,1,,,,6.907755278982137,6.907755278982137,8.517193191416238,1.0225817159496782
1163,Mascali,Italy,37.77,15.2,2,med,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,0,0,1,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.9017251640170995
1164,Massa,Italy,44.03,10.15,65,land mediterranean,False,True,1000.0,1000.0,2000.0,2000.0,3000.0,3000.0,2000.0,5000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.517193191416238,-0.5908755910993893
1165,Massafra,Italy,40.58,17.12,110,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.3688401818724533
1167,Matelica,Italy,43.25,13.0,354,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,0.8350851481580435
1168,Matera,Italy,40.67,16.62,389,land mediterranean,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,10000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,9.210340371976184,1.007779355334549
1169,Maubeuge,France,50.28,3.97,143,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.20601421510603368
1171,Mayenne,France,48.3,-0.62,82,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,-0.5069955476136578
1174,Mazzara,Italy,38.2,15.12,8,land mediterranean,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,4000.0,1000.0,3000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.294049640102028,6.907755278982137,8.006367567650246,-0.8721204427868413
1175,Mazzarino,Italy,37.3,14.22,472,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,1.4173113323531197
1176,Meaux,France,48.95,2.87,39,river north sea,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,-0.7191627164305078
1177,Mechelen,Belgium,51.03,4.47,4,river north sea,True,True,0.0,0.0,1000.0,2000.0,3000.0,15000.0,10000.0,25000.0,1,0,0,0,0,1,0,,6.907755278982137,8.006367567650246,9.615805480084347,9.210340371976184,10.126631103850338,-0.8918569236070134
1181,Meiningen,Germany,50.57,10.42,287,river north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,0.5044990944201612
1182,Meissen,Germany,51.17,13.47,106,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,-0.3885766626926254
1183,Melfi,Italy,40.98,15.67,522,land mediterranean,False,True,2000.0,3000.0,3000.0,4000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.517193191416238,1.6640173426052707
1184,Melilli,Italy,37.2,15.13,320,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,0.6673250611865809
1185,Melun,France,48.53,2.67,37,river north sea,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.7290309568405938
1187,Memmingen,Germany,47.98,10.18,601,river black sea,True,True,0.0,0.0,0.0,1000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,0,0,0,,,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,2.0538128388036694
1188,Mende,France,44.5,3.5,691,river north sea,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,2.497883657257541
1189,Menen,Belgium,50.8,3.12,18,river north sea,True,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,-0.8227792407364112
1190,Menfi,Italy,37.6,12.87,109,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,-0.37377430207749635
1191,Meppel,Netherlands,52.7,6.18,4,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.8918569236070134
1193,Merseburg,Germany,51.35,11.98,88,river north sea,True,True,0.0,1000.0,2000.0,3000.0,5000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,7.600902459542082,8.517193191416238,8.517193191416238,8.006367567650246,8.517193191416238,-0.47739082638339975
1195,Messina,Italy,38.18,15.55,1,med,False,True,5000.0,5000.0,8000.0,12000.0,18000.0,27000.0,18000.0,25000.0,0,1,0,0,0,0,1,8.517193191416238,8.987196820661973,9.798127036878302,10.203592144986466,9.798127036878302,10.126631103850338,-0.9066592842221425
1196,Mettmann,Germany,51.25,6.97,140,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,8.006367567650246,-0.22081657572116273
1197,Metz,France,49.13,6.17,165,river north sea,False,True,8000.0,7000.0,7000.0,7000.0,11000.0,16000.0,10000.0,15000.0,1,0,0,0,0,1,0,8.987196820661973,8.85366542803745,9.305650551780507,9.680344001221918,9.210340371976184,9.615805480084347,-0.09746357059508724
1198,Meulebeke,Belgium,50.95,3.28,15,land north sea,True,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,-0.8375816013515403
1199,Mezoetur,Hungary,47.0,20.63,82,land black sea,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.5069955476136578
1202,Middelburg,Netherlands,51.5,3.62,1,north sea + river,True,True,1000.0,1000.0,1000.0,1000.0,3000.0,8000.0,5000.0,7000.0,1,1,0,0,0,1,0,6.907755278982137,6.907755278982137,8.006367567650246,8.987196820661973,8.517193191416238,8.85366542803745,-0.9066592842221425
1206,Milano,Italy,45.47,9.18,122,river mediterranean,False,True,21000.0,22000.0,22000.0,23000.0,56000.0,100000.0,90000.0,100000.0,1,0,0,0,0,0,1,9.95227771670556,9.998797732340453,10.933106969717286,11.512925464970229,11.407564949312402,11.512925464970229,-0.3096307394119371
1207,Milazzo,Italy,38.22,15.25,1,med,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,3000.0,4000.0,0,1,0,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.294049640102028,-0.9066592842221425
1208,Militello in val di Catania,Italy,37.28,14.78,413,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,1.1261982402555817
1209,Millau,France,44.1,3.08,340,river north sea,False,True,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,0.7660074652874412
1211,Minden,Germany,52.28,8.92,42,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,7.600902459542082,8.294049640102028,-0.7043603558153787
1212,Mineo,Italy,37.28,14.7,511,land mediterranean,False,True,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,7000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,7.600902459542082,8.006367567650246,8.85366542803745,1.6097420203497974
1214,Mirabella Eclano,Italy,41.03,14.98,372,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,0.9238993118488178
1215,Mirecourt,France,48.3,6.13,285,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,0.4946308540100751
1217,Misilmeri,Italy,38.03,13.47,129,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.27509189797663597
1218,Miskolc,Hungary,48.1,20.78,82,river black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,0,0,,,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,-0.5069955476136578
1220,Mistretta,Italy,37.93,14.37,665,land mediterranean,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.294049640102028,2.3695965319264225
1221,Mittweida,Germany,50.98,12.98,280,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,8.006367567650246,0.46996025298486
1222,Modena,Italy,44.67,10.92,34,land mediterranean,False,True,3000.0,4000.0,5000.0,7000.0,10000.0,18000.0,8000.0,18000.0,0,0,1,0,0,0,1,8.006367567650246,8.517193191416238,9.210340371976184,9.798127036878302,8.987196820661973,9.798127036878302,-0.7438333174557228
1223,Modica,Italy,36.85,14.78,398,land mediterranean,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,3000.0,6000.0,0,0,1,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.699514748210191,1.0521864371799363
1224,Moenchengladbach,Germany,50.18,6.45,70,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.5662049900741741
1227,Mohacs,Hungary,45.98,18.68,113,river black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.35403782125732425
1228,Moissac,France,44.1,1.08,59,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.6204803123296473
1230,Mola,Italy,41.07,17.08,5,med,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,0,1,,,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,-0.8869228034019704
1231,Molfetta,Italy,41.2,16.6,20,med,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,4000.0,0,1,0,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,8.294049640102028,-0.8129110003263251
1234,Mondovi,Italy,44.38,7.82,463,land mediterranean,False,True,0.0,0.0,0.0,1000.0,2000.0,3000.0,2000.0,5000.0,0,0,1,0,0,0,1,,,7.600902459542082,8.006367567650246,7.600902459542082,8.517193191416238,1.3729042505077325
1236,Monopoli,Italy,40.95,17.32,11,med,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,3000.0,2000.0,5000.0,0,1,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.517193191416238,-0.8573180821717122
1238,Monreale,Italy,38.08,13.28,310,land mediterranean,False,True,0.0,1000.0,1000.0,2000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,8.006367567650246,0.6179838591361506
1239,Mons,Belgium,50.47,3.93,30,river north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,6000.0,9000.0,15000.0,1,0,0,0,0,1,0,,,7.600902459542082,8.699514748210191,9.104979856318357,9.615805480084347,-0.7635697982758949
1240,Monselice,Italy,45.23,11.75,9,river mediterranean,False,True,2000.0,3000.0,3000.0,4000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.006367567650246,-0.8671863225817983
1241,Mont de Marsan,France,43.88,-0.5,23,river north sea,False,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.798108639711196
1242,Montagnana,Italy,45.23,11.47,16,land mediterranean,False,True,0.0,0.0,0.0,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,-0.8326474811464972
1243,Montalbano di Elicona,Italy,38.03,15.02,908,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,3.5685877417518763
1244,Montargis,France,48.0,2.75,82,river north sea,False,True,1000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.5069955476136578
1245,Montauban,France,44.02,1.35,101,river north sea,False,True,0.0,0.0,0.0,1000.0,3000.0,8000.0,5000.0,8000.0,1,0,0,0,0,1,0,,,8.006367567650246,8.987196820661973,8.517193191416238,8.987196820661973,-0.4132472637178405
1246,Montbeliard,France,47.52,6.78,375,river mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,0.9387016724639469
1247,Montbrison,France,45.6,4.05,399,land north sea,False,True,0.0,1000.0,2000.0,2000.0,4000.0,6000.0,3000.0,3000.0,0,0,1,0,0,1,0,,7.600902459542082,8.294049640102028,8.699514748210191,8.006367567650246,8.006367567650246,1.0571205573849793
1248,Montceau les Mines,France,46.67,4.37,274,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,,,,,0.4403555317546019
1249,Monte Sant' Angelo,Italy,41.7,15.95,796,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,3.015966278787058
1250,Monte di San Giuliano,Italy,38.05,12.58,750,land mediterranean,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,4000.0,6000.0,0,0,1,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.294049640102028,8.699514748210191,2.7889967493550794
1251,Montefiascone,Italy,42.53,12.03,590,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,1.999537516548196
1253,Montelimar,France,44558.0,4.75,56,river mediterranean,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.6352826729447764
1254,Montemaggiore,Italy,37.85,13.77,517,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,,1.6393467415800556
1256,Montepulciano,Italy,43.08,11.78,605,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.294049640102028,2.0735493196238415
1257,Montesarchio,Italy,41.07,14.63,300,land mediterranean,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,0.5686426570857204
1258,Montescaglioso,Italy,40.55,16.67,365,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,0.8893604704135167
1261,Montpellier,France,43.61,3.88,25,river mediterranean,False,True,0.0,0.0,1000.0,4000.0,13000.0,28000.0,17000.0,6000.0,1,0,0,0,0,0,1,,6.907755278982137,9.472704636443673,10.239959789157341,9.740968623038354,8.699514748210191,-0.78824039930111
1262,Montreuil,France,48.87,2.45,52,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,,,,,-0.6550191537649485
1263,Montreux,Switzerland,46.43,6.92,390,river mediterranean,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,1,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,1.0127134755395921
1264,Monza,Italy,45.58,9.27,161,land mediterranean,False,True,2000.0,3000.0,4000.0,5000.0,7000.0,10000.0,7000.0,9000.0,0,0,1,0,0,0,1,7.600902459542082,8.294049640102028,8.85366542803745,9.210340371976184,8.85366542803745,9.104979856318357,-0.11720005141525933
1265,Morano Calabro,Italy,39.83,16.13,694,land mediterranean,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.294049640102028,8.006367567650246,8.294049640102028,2.51268601787267
1267,Morcone,Italy,41.33,14.67,680,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,2.4436083350020676
1269,Morlaix,France,48.58,-3.83,61,river north sea,False,True,1000.0,1000.0,2000.0,2000.0,3000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.517193191416238,-0.6106120719195613
