cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop800,pop900,pop1000,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,l800,l1000,l1200,l1300,l1400,l1500,elev_z
405,Castronuovo di Sicilia,Italy,37.68,13.6,660,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,3000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,6.907755278982137,8.006367567650246,6.907755278982137,7.600902459542082,2.3449259309012076
406,Castroreale,Italy,38.1,15.22,253,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,6.907755278982137,6.907755278982137,0.3367390074486985
407,Catania,Italy,37.5,15.1,1,med,False,True,3000.0,3000.0,4000.0,6000.0,7000.0,10000.0,7000.0,14000.0,0,1,0,0,0,0,1,8.006367567650246,8.294049640102028,8.85366542803745,9.210340371976184,8.85366542803745,9.546812608597396,-0.9066592842221425
408,Catanzaro,Italy,38.9,16.6,234,land mediterranean,False,True,1000.0,1000.0,2000.0,3000.0,4000.0,6000.0,4000.0,6000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,8.294049640102028,8.699514748210191,8.294049640102028,8.699514748210191,0.24299072355288112
409,Cattolica Eraclea,Italy,37.62,13.4,220,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,,0.17391304068227884
410,Cava de' Tirreni,Italy,40.7,14.7,201,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,0.08016475678646146
411,Cavaillon,France,43.83,5.03,49,river mediterranean,False,True,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.6698215143800775
412,Cavour,Italy,44.78,7.37,300,land mediterranean,False,True,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.5686426570857204
415,Cefalu,Italy,38.03,14.03,16,med,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,4000.0,1000.0,2000.0,0,1,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.294049640102028,6.907755278982137,7.600902459542082,-0.8326474811464972
416,Cegled,Hungary,47.17,19.8,102,land black sea,False,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,6.907755278982137,6.907755278982137,6.907755278982137,-0.4083131435127975
417,Celle,Germany,52.62,10.08,40,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.7142285962254648
422,Cerreto Sannita,Italy,41.02,14.62,290,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,0.5193014550352902
424,Cervinara,Italy,44.13,14.55,284,land mediterranean,False,True,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,0.4896967338050321
425,Cesena,Italy,44.13,12.25,44,land mediterranean,False,True,2000.0,3000.0,5000.0,6000.0,8000.0,11000.0,8000.0,7000.0,0,0,1,0,0,0,1,7.600902459542082,8.517193191416238,8.987196820661973,9.305650551780507,8.987196820661973,8.85366542803745,-0.6944921154052927
428,Cetraro,Italy,39.53,15.95,120,med,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,-0.31949897982202313
429,Chalon-sur-Saone,France,48.95,4.37,175,river north sea,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,8000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.987196820661973,-0.048122368544657054
430,Chalons-sur-Marne,France,46.78,4.85,83,river north sea,False,True,3000.0,4000.0,6000.0,8000.0,12000.0,10000.0,7000.0,9000.0,1,0,0,0,0,1,0,8.006367567650246,8.699514748210191,9.392661928770137,9.210340371976184,8.85366542803745,9.104979856318357,-0.5020614274086148
431,Chambery,France,45.57,5.93,342,river mediterranean,False,True,1000.0,1000.0,2000.0,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,0.7758757056975273
432,Charleroi,Belgium,50.42,4.43,136,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.24055305654133483
433,Charleville,France,49.77,4.72,133,river north sea,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,4000.0,3000.0,2000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.294049640102028,8.006367567650246,7.600902459542082,-0.25535541715646387
434,Charlottenburg,Germany,52.52,13.2,35,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,,,,,,-0.7388991972506798
435,Chartres,France,48.45,1.5,148,river north sea,False,True,2000.0,3000.0,4000.0,5000.0,7000.0,9000.0,6000.0,8000.0,1,0,0,0,0,1,0,7.600902459542082,8.294049640102028,8.85366542803745,9.104979856318357,8.699514748210191,8.987196820661973,-0.1813436140808186
436,Chateau Gontier,France,47.83,-0.7,26,river north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.783306279096067
437,Chateaudun,France,48.08,1.33,102,river north sea,False,True,2000.0,2000.0,3000.0,4000.0,5000.0,6000.0,4000.0,10000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.517193191416238,8.699514748210191,8.294049640102028,9.210340371976184,-0.4083131435127975
438,Chateauroux,France,45.82,1.7,154,river north sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,7.600902459542082,-0.15173889285056047
439,Chatellerault,France,46.82,0.55,42,river north sea,False,True,0.0,1000.0,1000.0,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,6.907755278982137,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,-0.7043603558153787
441,Chaumont,France,48.12,5.13,247,river north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.30713428621844036
444,Chelmno,Poland,53.33,18.42,75,river baltic,False,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,1,0,0,,,6.907755278982137,7.600902459542082,6.907755278982137,8.294049640102028,-0.541534389048959
447,Chemnitz,Germany,50.83,12.92,297,river north sea,True,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,8.006367567650246,0.5538402964705914
448,Cherasco,Italy,44.65,7.85,288,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,0.5094332146252042
449,Cherbourg,France,49.65,-1.65,9,north sea,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,4000.0,0,1,0,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.294049640102028,-0.8671863225817983
454,Chiaramonte Gulfi,Italy,37.03,14.7,668,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,6.907755278982137,6.907755278982137,7.600902459542082,2.3843988925415514
455,Chiavari,Italy,44.32,9.32,5,med,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.8869228034019704
457,Chieri,Italy,45.02,7.82,283,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,7.600902459542082,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,0.48476261359998907
458,Chieti,Italy,42.35,14.17,248,land mediterranean,False,True,2000.0,2000.0,3000.0,4000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.517193191416238,0.3120684064234834
460,Chinon,France,47.17,0.25,27,river north sea,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,6000.0,6000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.699514748210191,8.699514748210191,-0.778372158891024
461,Chioggia,Italy,45.22,12.28,1,med,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,3000.0,5000.0,0,1,0,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.517193191416238,-0.9066592842221425
463,Chiusa Sclafani,Italy,37.68,13.27,625,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,6.907755278982137,6.907755278982137,7.600902459542082,2.1722317237247015
464,Chivasso,Italy,45.18,7.88,185,river mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,0.0012188335057731464
465,Cholet,France,47.07,-0.9,63,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.6007438315094753
466,Chorzow,Poland,50.3,18.95,319,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,,,,,,,0.6623909409815378
467,Chur,Switzerland,46.83,9.51,593,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,2.014339877163325
469,Ciminna,Italy,37.88,13.57,600,land mediterranean,False,True,0.0,0.0,0.0,1000.0,1000.0,1000.0,4000.0,5000.0,0,0,1,0,0,0,1,,,6.907755278982137,6.907755278982137,8.294049640102028,8.517193191416238,2.048878718598626
470,Cinisi,Italy,38.15,13.1,75,med,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0,1,0,0,0,0,1,,,,,6.907755278982137,7.600902459542082,-0.541534389048959
471,Citta di Castello,Italy,43.45,12.23,288,river mediterranean,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,0.5094332146252042
474,Civitavecchia,Italy,42.08,11.78,4,med,False,True,1000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,2000.0,0,1,0,0,0,0,1,6.907755278982137,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,7.600902459542082,-0.8918569236070134
475,Clamecy,France,47.45,3.52,142,river north sea,False,True,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,-0.2109483353110767
476,Clausthal Zellerfeld,Germany,51.8,10.33,560,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,1,0,,,,,,6.907755278982137,1.8515139103969054
477,Clermont l' Herault,France,43.62,3.42,40,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.7142285962254648
478,Clermont-Ferrand,France,45.78,3.08,391,river north sea,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.006367567650246,1.0176475957446351
481,Cluny,France,46.43,4.65,226,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,0.20351776191253695
482,Coburg,Germany,50.25,10.97,292,river north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,3000.0,4000.0,3000.0,1,0,0,0,0,1,0,,,7.600902459542082,8.006367567650246,8.294049640102028,8.006367567650246,0.5291696954453763
483,Coesfeld,Germany,51.93,7.17,89,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.4724567061783567
486,Colmar,France,48.08,7.37,187,river north sea,False,True,1000.0,1000.0,2000.0,3000.0,4000.0,5000.0,4000.0,8000.0,1,0,0,0,0,1,0,6.907755278982137,7.600902459542082,8.294049640102028,8.517193191416238,8.294049640102028,8.987196820661973,0.011087073915859186
489,Comines,France,50.77,3.02,11,river north sea,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.8573180821717122
490,Comiso,Italy,36.95,14.62,436,land mediterranean,False,True,1000.0,1000.0,1000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,1.239683004971571
491,Como,Italy,45.78,9.08,290,river mediterranean,False,True,3000.0,3000.0,5000.0,6000.0,9000.0,12000.0,10000.0,10000.0,1,0,0,0,0,0,1,8.006367567650246,8.517193191416238,9.104979856318357,9.392661928770137,9.210340371976184,9.210340371976184,0.5193014550352902
492,Compiegne,France,49.42,2.83,31,river north sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.7586356780708519
493,Conde sur Noireau,France,48.85,-0.55,72,river north sea,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.5563367496640881
494,Conde sur l' Escaut,France,50.45,3.6,10,river north sea,False,True,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,-0.8622522023767553
495,Condom,France,43.97,0.38,82,river north sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.5069955476136578
496,Condrieu,France,45.47,4.75,230,river mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,1,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,0.22325424273270902
497,Conegliano,Italy,45.88,12.3,74,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,-0.546468509254002
502,Conversano,Italy,40.97,17.13,219,land mediterranean,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,5000.0,4000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,8.517193191416238,8.294049640102028,0.1689789204772358
503,Corato,Italy,41.15,16.42,219,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,8.006367567650246,0.1689789204772358
506,Corleone,Italy,37.82,13.3,670,land mediterranean,False,True,3000.0,4000.0,5000.0,7000.0,9000.0,13000.0,5000.0,5000.0,0,0,1,0,0,0,1,8.006367567650246,8.517193191416238,9.104979856318357,9.472704636443673,8.517193191416238,8.517193191416238,2.3942671329516374
509,Corte,France,42.3,9.13,486,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,1.486389015223722
510,Cortona,Italy,43.27,11.98,494,land mediterranean,False,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.006367567650246,8.517193191416238,1.525861976864066
511,Cosenza,Italy,39.28,16.27,229,land mediterranean,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.294049640102028,8.006367567650246,8.294049640102028,0.21832012252766603
512,Cosne,France,47.4,2.92,148,river north sea,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.1813436140808186
513,Cottbus,Germany,51.72,14.35,75,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,6.907755278982137,6.907755278982137,7.600902459542082,8.006367567650246,-0.541534389048959
514,Coutances,France,43.05,-1.43,12,land north sea,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.8523839619666692
519,Crema,Italy,45.37,9.68,77,river mediterranean,False,True,0.0,0.0,1000.0,5000.0,7000.0,9000.0,6000.0,12000.0,1,0,0,0,0,0,1,,6.907755278982137,8.85366542803745,9.104979856318357,8.699514748210191,9.392661928770137,-0.531666148638873
520,Cremona,Italy,45.12,10.03,39,land mediterranean,False,True,3000.0,4000.0,6000.0,8000.0,11000.0,16000.0,11000.0,40000.0,0,0,1,0,0,0,1,8.006367567650246,8.699514748210191,9.305650551780507,9.680344001221918,9.305650551780507,10.596634733096073,-0.7191627164305078
522,Cronenberg,Germany,51.2,7.13,100,river north sea,True,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,7.600902459542082,-0.4181813839228835
524,Csongrad,Hungary,46.72,20.15,83,river black sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.5020614274086148
526,Cuers,France,43.23,6.07,71,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,6.907755278982137,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.5612708698691311
529,Cuneo,Italy,44.38,7.53,500,land mediterranean,False,True,0.0,0.0,0.0,1000.0,2000.0,5000.0,3000.0,7000.0,0,0,1,0,0,0,1,,,7.600902459542082,8.517193191416238,8.006367567650246,8.85366542803745,1.5554666980943241
530,Czestochowa,Poland,50.82,19.1,253,river baltic,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,1,0,0,,,,,6.907755278982137,7.600902459542082,0.3367390074486985
531,Dabrowa Gornicza,Poland,50.33,19.18,272,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,,,,,,,0.43048729134451585
535,Darmstadt,Germany,49.88,8.67,144,land north sea,True,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.20108009490099066
536,Darnetal,France,49.45,1.15,13,land north sea,False,True,0.0,0.0,0.0,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,6.907755278982137,7.600902459542082,6.907755278982137,6.907755278982137,-0.8474498417616263
538,Dax,France,43.72,-1.05,2,river north sea,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,-0.9017251640170995
541,Debrecen,Hungary,47.53,21.63,122,land black sea,False,True,0.0,0.0,0.0,0.0,1000.0,3000.0,2000.0,9000.0,0,0,1,0,0,0,0,,,6.907755278982137,8.006367567650246,7.600902459542082,9.104979856318357,-0.3096307394119371
542,Delft,Netherlands,52.0,4.35,2,river north sea,True,True,0.0,0.0,0.0,1000.0,5000.0,6000.0,7000.0,12000.0,1,0,0,0,0,1,0,,,8.517193191416238,8.699514748210191,8.85366542803745,9.392661928770137,-0.9017251640170995
543,Dendermonde,Belgium,51.03,4.12,6,river north sea,True,True,0.0,1000.0,2000.0,3000.0,5000.0,9000.0,5000.0,5000.0,1,0,0,0,0,1,0,,7.600902459542082,8.517193191416238,9.104979856318357,8.517193191416238,8.517193191416238,-0.8819886831969274
547,Dessau,Germany,51.83,12.23,60,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,-0.6155461921246044
548,Deventer,Netherlands,52.25,6.17,7,river north sea,True,True,1000.0,2000.0,3000.0,4000.0,6000.0,6000.0,5000.0,7000.0,1,0,0,0,0,1,0,6.907755278982137,8.006367567650246,8.699514748210191,8.699514748210191,8.517193191416238,8.85366542803745,-0.8770545629918843
549,Dieppe,France,49.93,1.08,7,north sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,1,0,,6.907755278982137,7.600902459542082,8.006367567650246,7.600902459542082,8.006367567650246,-0.8770545629918843
550,Diest,Belgium,50.98,5.05,22,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,2000.0,6000.0,5000.0,1,0,0,0,0,1,0,,,6.907755278982137,7.600902459542082,8.699514748210191,8.517193191416238,-0.8030427599162391
551,Digne-les-Bains,France,44.08,6.23,950,river mediterranean,False,True,1000.0,1000.0,1000.0,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,6.907755278982137,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,6.907755278982137,3.775820790363683
552,Dijon,France,47.32,5.02,240,river mediterranean,False,True,2000.0,2000.0,3000.0,5000.0,10000.0,17000.0,11000.0,13000.0,1,0,0,0,0,0,1,7.600902459542082,8.006367567650246,9.210340371976184,9.740968623038354,9.305650551780507,9.472704636443673,0.27259544478313924
554,Dinan,France,48.45,-2.03,76,river north sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,7.600902459542082,7.600902459542082,6.907755278982137,7.600902459542082,-0.536600268843916
555,Dinant,Belgium,50.27,4.92,96,river north sea,True,True,2000.0,2000.0,3000.0,3000.0,4000.0,5000.0,6000.0,5000.0,1,0,0,0,0,1,0,7.600902459542082,8.006367567650246,8.294049640102028,8.517193191416238,8.699514748210191,8.517193191416238,-0.4379178647430556
556,Dinkelsbuehl,Germany,49.07,10.35,442,river black sea,True,True,0.0,0.0,0.0,0.0,1000.0,2000.0,4000.0,3000.0,1,0,0,0,0,0,0,,,6.907755278982137,7.600902459542082,8.294049640102028,8.006367567650246,1.2692877262018292
560,Doebeln,Germany,51.12,13.12,158,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,7.600902459542082,-0.1320024120303884
561,Dole,France,47.1,5.5,196,river mediterranean,False,True,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,7.600902459542082,7.600902459542082,8.006367567650246,8.006367567650246,7.600902459542082,8.006367567650246,0.05549415576124636
565,Dordrecht,Netherlands,51.8,4.67,1,north sea + river,True,True,0.0,0.0,0.0,1000.0,3000.0,8000.0,8000.0,10000.0,1,1,0,0,0,1,0,,,8.006367567650246,8.987196820661973,8.987196820661973,9.210340371976184,-0.9066592842221425
566,Dornbirn,Austria,47.42,9.77,437,land black sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,0,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,,1.244617125176614
568,Dortmund,Germany,51.52,7.47,86,land north sea,True,True,0.0,1000.0,2000.0,3000.0,4000.0,7000.0,9000.0,8000.0,0,0,1,0,0,1,0,,7.600902459542082,8.294049640102028,8.85366542803745,9.104979856318357,8.987196820661973,-0.4872590667934858
569,Douai,France,50.37,3.07,26,river north sea,False,True,0.0,1000.0,2000.0,4000.0,8000.0,10000.0,7000.0,10000.0,1,0,0,0,0,1,0,,7.600902459542082,8.987196820661973,9.210340371976184,8.85366542803745,9.210340371976184,-0.783306279096067
570,Dour,Belgium,50.4,3.78,93,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,6.907755278982137,-0.4527202253581847
573,Draguignan,France,43.53,6.47,153,land mediterranean,False,True,0.0,1000.0,1000.0,2000.0,3000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,6.907755278982137,8.006367567650246,7.600902459542082,6.907755278982137,7.600902459542082,-0.1566730130556035
575,Dresden,Germany,51.05,13.73,111,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,5000.0,4000.0,5000.0,1,0,0,0,0,1,0,,,6.907755278982137,8.517193191416238,8.294049640102028,8.517193191416238,-0.3639060616674103
