cid,city,year,lpop,has_staple,has_fair,ever_staple,ever_fair,staple_year,fair_year,on_river,on_coast
612,Elblag,1300,8.006367567650246,0,0,1,0,1388.0,,1,1
612,Elblag,1400,8.517193191416238,1,0,1,0,1388.0,,1,1
612,Elblag,1500,9.210340371976184,1,0,1,0,1388.0,,1,1
620,Emden,1200,7.600902459542082,0,0,1,1,1433.0,1440.0,1,1
620,Emden,1300,8.006367567650246,0,0,1,1,1433.0,1440.0,1,1
620,Emden,1400,7.600902459542082,0,0,1,1,1433.0,1440.0,1,1
620,Emden,1500,8.517193191416238,1,1,1,1,1433.0,1440.0,1,1
621,Emmerich,1200,7.600902459542082,0,0,0,1,,1294.0,1,0
621,Emmerich,1300,8.006367567650246,0,1,0,1,,1294.0,1,0
621,Emmerich,1400,7.600902459542082,0,1,0,1,,1294.0,1,0
621,Emmerich,1500,8.294049640102028,0,1,0,1,,1294.0,1,0
623,Enghien,1200,6.907755278982137,0,0,0,0,,,0,0
623,Enghien,1300,7.600902459542082,0,0,0,0,,,0,0
623,Enghien,1400,6.907755278982137,0,0,0,0,,,0,0
623,Enghien,1500,8.517193191416238,0,0,0,0,,,0,0
624,Enkhuizen,1300,6.907755278982137,0,0,1,1,1573.0,1364.0,0,1
624,Enkhuizen,1400,6.907755278982137,0,1,1,1,1573.0,1364.0,0,1
624,Enkhuizen,1500,8.294049640102028,0,1,1,1,1573.0,1364.0,0,1
626,Enschede,1300,6.907755278982137,0,0,0,1,,1517.0,0,0
626,Enschede,1400,6.907755278982137,0,0,0,1,,1517.0,0,0
626,Enschede,1500,6.907755278982137,0,0,0,1,,1517.0,0,0
629,Erfurt,1200,9.615805480084347,0,0,1,1,1289.0,1331.0,1,0
629,Erfurt,1300,9.680344001221918,1,0,1,1,1289.0,1331.0,1,0
629,Erfurt,1400,9.305650551780507,1,1,1,1,1289.0,1331.0,1,0
629,Erfurt,1500,9.852194258148577,1,1,1,1,1289.0,1331.0,1,0
630,Erlangen,1200,6.907755278982137,0,0,0,0,,,1,0
630,Erlangen,1300,6.907755278982137,0,0,0,0,,,1,0
630,Erlangen,1400,6.907755278982137,0,0,0,0,,,1,0
630,Erlangen,1500,6.907755278982137,0,0,0,0,,,1,0
631,Eschweiler,1200,7.600902459542082,0,0,0,0,,,1,0
631,Eschweiler,1300,7.600902459542082,0,0,0,0,,,1,0
631,Eschweiler,1400,6.907755278982137,0,0,0,0,,,1,0
631,Eschweiler,1500,6.907755278982137,0,0,0,0,,,1,0
633,Essen,1200,7.600902459542082,0,1,0,1,,1041.0,0,0
633,Essen,1300,6.907755278982137,0,1,0,1,,1041.0,0,0
633,Essen,1400,8.006367567650246,0,1,0,1,,1041.0,0,0
633,Essen,1500,8.006367567650246,0,1,0,1,,1041.0,0,0
641,Eupen,1200,6.907755278982137,0,0,0,0,,,0,0
641,Eupen,1300,6.907755278982137,0,0,0,0,,,0,0
641,Eupen,1400,6.907755278982137,0,0,0,0,,,0,0
641,Eupen,1500,7.600902459542082,0,0,0,0,,,0,0
643,Evergem,1200,6.907755278982137,0,0,0,0,,,0,0
643,Evergem,1300,7.600902459542082,0,0,0,0,,,0,0
643,Evergem,1400,6.907755278982137,0,0,0,0,,,0,0
643,Evergem,1500,7.600902459542082,0,0,0,0,,,0,0
664,Flensburg,1200,6.907755278982137,0,0,0,0,,,0,1
664,Flensburg,1300,7.600902459542082,0,0,0,0,,,0,1
664,Flensburg,1400,7.600902459542082,0,0,0,0,,,0,1
664,Flensburg,1500,8.006367567650246,0,0,0,0,,,0,1
677,Franeker,1200,6.907755278982137,0,0,0,1,,1502.0,1,0
677,Franeker,1300,7.600902459542082,0,0,0,1,,1502.0,1,0
677,Franeker,1400,6.907755278982137,0,0,0,1,,1502.0,1,0
677,Franeker,1500,7.600902459542082,0,0,0,1,,1502.0,1,0
678,Frankenberg,1200,6.907755278982137,0,0,0,0,,,1,0
678,Frankenberg,1300,6.907755278982137,0,0,0,0,,,1,0
678,Frankenberg,1400,6.907755278982137,0,0,0,0,,,1,0
678,Frankenberg,1500,6.907755278982137,0,0,0,0,,,1,0
679,Frankenthal,1200,7.600902459542082,0,0,0,1,,1227.0,1,0
679,Frankenthal,1300,8.006367567650246,0,1,0,1,,1227.0,1,0
679,Frankenthal,1400,7.600902459542082,0,1,0,1,,1227.0,1,0
679,Frankenthal,1500,9.392661928770137,0,1,0,1,,1227.0,1,0
680,Frankfurt am Main,1200,8.294049640102028,0,0,0,0,,,1,0
680,Frankfurt am Main,1300,9.472704636443673,0,0,0,0,,,1,0
680,Frankfurt am Main,1400,9.104979856318357,0,0,0,0,,,1,0
680,Frankfurt am Main,1500,9.392661928770137,0,0,0,0,,,1,0
681,Frankfurt am Oder,1200,6.907755278982137,0,0,1,0,1253.0,,1,0
681,Frankfurt am Oder,1300,8.517193191416238,1,0,1,0,1253.0,,1,0
681,Frankfurt am Oder,1400,8.006367567650246,1,0,1,0,1253.0,,1,0
681,Frankfurt am Oder,1500,9.305650551780507,1,0,1,0,1253.0,,1,0
682,Freiberg,1200,6.907755278982137,0,0,1,1,1318.0,1263.0,0,0
682,Freiberg,1300,8.699514748210191,0,1,1,1,1318.0,1263.0,0,0
682,Freiberg,1400,8.294049640102028,1,1,1,1,1318.0,1263.0,0,0
682,Freiberg,1500,8.987196820661973,1,1,1,1,1318.0,1263.0,0,0
690,Fuerth,1200,6.907755278982137,0,0,0,0,,,1,0
690,Fuerth,1300,6.907755278982137,0,0,0,0,,,1,0
690,Fuerth,1400,7.600902459542082,0,0,0,0,,,1,0
690,Fuerth,1500,7.600902459542082,0,0,0,0,,,1,0
691,Fulda,1200,7.600902459542082,0,0,0,0,,,1,0
691,Fulda,1300,8.006367567650246,0,0,0,0,,,1,0
691,Fulda,1400,7.600902459542082,0,0,0,0,,,1,0
691,Fulda,1500,8.294049640102028,0,0,0,0,,,1,0
704,Gdansk,1200,8.517193191416238,0,0,1,0,1411.0,,0,1
704,Gdansk,1300,9.104979856318357,0,0,1,0,1411.0,,0,1
704,Gdansk,1400,9.903487552536127,0,0,1,0,1411.0,,0,1
704,Gdansk,1500,10.308952660644293,1,0,1,0,1411.0,,0,1
708,Gelsenkirchen,1200,6.907755278982137,0,0,0,0,,,0,0
708,Gelsenkirchen,1300,6.907755278982137,0,0,0,0,,,0,0
708,Gelsenkirchen,1400,6.907755278982137,0,0,0,0,,,0,0
711,Gent,1200,10.126631103850338,0,1,1,1,1251.0,1000.0,1,0
711,Gent,1300,11.06663836234181,1,1,1,1,1251.0,1000.0,1,0
711,Gent,1400,11.06663836234181,1,1,1,1,1251.0,1000.0,1,0
711,Gent,1500,10.714417768752456,1,1,1,1,1251.0,1000.0,1,0
713,Gera,1200,6.907755278982137,0,0,0,1,,1427.0,1,0
713,Gera,1300,6.907755278982137,0,0,0,1,,1427.0,1,0
713,Gera,1400,6.907755278982137,0,0,0,1,,1427.0,1,0
713,Gera,1500,6.907755278982137,0,1,0,1,,1427.0,1,0
714,Geraardsbergen,1200,7.600902459542082,0,0,0,0,,,1,0
714,Geraardsbergen,1300,8.294049640102028,0,0,0,0,,,1,0
714,Geraardsbergen,1400,8.006367567650246,0,0,0,0,,,1,0
714,Geraardsbergen,1500,8.517193191416238,0,0,0,0,,,1,0
719,Giessen,1200,6.907755278982137,0,0,0,0,,,0,0
719,Giessen,1300,6.907755278982137,0,0,0,0,,,0,0
719,Giessen,1400,6.907755278982137,0,0,0,0,,,0,0
719,Giessen,1500,7.600902459542082,0,0,0,0,,,0,0
729,Glauchau,1200,6.907755278982137,0,0,0,0,,,0,0
729,Glauchau,1300,6.907755278982137,0,0,0,0,,,0,0
729,Glauchau,1400,6.907755278982137,0,0,0,0,,,0,0
729,Glauchau,1500,6.907755278982137,0,0,0,0,,,0,0
730,Gliwice,1200,6.907755278982137,0,0,0,0,,,1,0
730,Gliwice,1300,6.907755278982137,0,0,0,0,,,1,0
730,Gliwice,1400,6.907755278982137,0,0,0,0,,,1,0
730,Gliwice,1500,6.907755278982137,0,0,0,0,,,1,0
731,Glogow,1200,7.600902459542082,0,0,1,0,1315.0,,1,0
731,Glogow,1300,8.006367567650246,0,0,1,0,1315.0,,1,0
731,Glogow,1400,7.600902459542082,1,0,1,0,1315.0,,1,0
731,Glogow,1500,9.104979856318357,1,0,1,0,1315.0,,1,0
736,Gniezno,1200,8.294049640102028,0,0,1,0,1440.0,,0,0
736,Gniezno,1300,8.517193191416238,0,0,1,0,1440.0,,0,0
736,Gniezno,1400,8.294049640102028,0,0,1,0,1440.0,,0,0
736,Gniezno,1500,8.006367567650246,1,0,1,0,1440.0,,0,0
738,Goerlitz,1200,7.600902459542082,0,0,1,0,1339.0,,1,0
738,Goerlitz,1300,8.517193191416238,0,0,1,0,1339.0,,1,0
738,Goerlitz,1400,8.987196820661973,1,0,1,0,1339.0,,1,0
738,Goerlitz,1500,8.987196820661973,1,0,1,0,1339.0,,1,0
739,Goes,1200,6.907755278982137,0,0,0,1,,1417.0,1,0
739,Goes,1300,7.600902459542082,0,0,0,1,,1417.0,1,0
739,Goes,1400,6.907755278982137,0,0,0,1,,1417.0,1,0
739,Goes,1500,7.600902459542082,0,1,0,1,,1417.0,1,0
741,Goettingen,1200,8.294049640102028,0,0,0,1,,1380.0,0,0
741,Goettingen,1300,8.987196820661973,0,0,0,1,,1380.0,0,0
741,Goettingen,1400,8.517193191416238,0,1,0,1,,1380.0,0,0
741,Goettingen,1500,8.85366542803745,0,1,0,1,,1380.0,0,0
742,Gorinchem,1200,7.600902459542082,0,0,0,1,,1259.0,1,0
742,Gorinchem,1300,7.600902459542082,0,1,0,1,,1259.0,1,0
742,Gorinchem,1400,6.907755278982137,0,1,0,1,,1259.0,1,0
742,Gorinchem,1500,8.294049640102028,0,1,0,1,,1259.0,1,0
745,Gorzow Wielkopolski,1200,6.907755278982137,0,0,1,0,1391.0,,1,0
745,Gorzow Wielkopolski,1300,7.600902459542082,0,0,1,0,1391.0,,1,0
745,Gorzow Wielkopolski,1400,6.907755278982137,1,0,1,0,1391.0,,1,0
745,Gorzow Wielkopolski,1500,7.600902459542082,1,0,1,0,1391.0,,1,0
746,Goslar,1200,8.294049640102028,0,0,0,1,,1350.0,1,0
746,Goslar,1300,9.104979856318357,0,0,0,1,,1350.0,1,0
746,Goslar,1400,8.699514748210191,0,1,0,1,,1350.0,1,0
746,Goslar,1500,9.392661928770137,0,1,0,1,,1350.0,1,0
748,Gotha,1200,8.294049640102028,0,0,0,1,,1500.0,0,0
748,Gotha,1300,8.517193191416238,0,0,0,1,,1500.0,0,0
748,Gotha,1400,8.006367567650246,0,0,0,1,,1500.0,0,0
748,Gotha,1500,8.006367567650246,0,1,0,1,,1500.0,0,0
749,Gouda,1200,6.907755278982137,0,0,0,1,,1336.0,1,0
749,Gouda,1300,7.600902459542082,0,0,0,1,,1336.0,1,0
749,Gouda,1400,8.294049640102028,0,1,0,1,,1336.0,1,0
749,Gouda,1500,9.305650551780507,0,1,0,1,,1336.0,1,0
762,Greifswald,1200,6.907755278982137,0,0,1,1,1274.0,1250.0,1,1
762,Greifswald,1300,8.987196820661973,1,1,1,1,1274.0,1250.0,1,1
762,Greifswald,1400,8.517193191416238,1,1,1,1,1274.0,1250.0,1,1
762,Greifswald,1500,7.600902459542082,1,1,1,1,1274.0,1250.0,1,1
764,Grimma,1200,6.907755278982137,0,0,0,1,,1390.0,1,0
764,Grimma,1300,6.907755278982137,0,0,0,1,,1390.0,1,0
764,Grimma,1400,6.907755278982137,0,1,0,1,,1390.0,1,0
764,Grimma,1500,7.600902459542082,0,1,0,1,,1390.0,1,0
767,Groningen,1200,8.006367567650246,0,1,1,1,1500.0,1100.0,1,0
767,Groningen,1300,8.294049640102028,0,1,1,1,1500.0,1100.0,1,0
767,Groningen,1400,8.517193191416238,0,1,1,1,1500.0,1100.0,1,0
767,Groningen,1500,9.546812608597396,1,1,1,1,1500.0,1100.0,1,0
768,Grossenhain,1200,6.907755278982137,0,0,1,0,1490.0,,1,0
768,Grossenhain,1300,6.907755278982137,0,0,1,0,1490.0,,1,0
768,Grossenhain,1400,6.907755278982137,0,0,1,0,1490.0,,1,0
768,Grossenhain,1500,7.600902459542082,1,0,1,0,1490.0,,1,0
770,Grudziadz,1200,7.600902459542082,0,0,0,0,,,1,0
770,Grudziadz,1300,8.006367567650246,0,0,0,0,,,1,0
770,Grudziadz,1400,7.600902459542082,0,0,0,0,,,1,0
770,Grudziadz,1500,8.006367567650246,0,0,0,0,,,1,0
774,Gubin,1300,6.907755278982137,0,0,0,0,,,1,0
774,Gubin,1400,6.907755278982137,0,0,0,0,,,1,0
774,Gubin,1500,7.600902459542082,0,0,0,0,,,1,0
776,Guestrow,1200,6.907755278982137,0,0,0,0,,,1,0
776,Guestrow,1300,6.907755278982137,0,0,0,0,,,1,0
776,Guestrow,1400,6.907755278982137,0,0,0,0,,,1,0
776,Guestrow,1500,6.907755278982137,0,0,0,0,,,1,0
784,Haarlem,1200,8.006367567650246,0,0,1,1,1514.0,1267.0,1,0
784,Haarlem,1300,8.517193191416238,0,1,1,1,1514.0,1267.0,1,0
784,Haarlem,1400,8.987196820661973,0,1,1,1,1514.0,1267.0,1,0
784,Haarlem,1500,9.392661928770137,0,1,1,1,1514.0,1267.0,1,0
785,Hagen,1500,6.907755278982137,0,0,0,0,,,0,0
790,Halberstadt,1200,8.987196820661973,0,1,0,1,,1136.0,1,0
790,Halberstadt,1300,8.699514748210191,0,1,0,1,,1136.0,1,0
790,Halberstadt,1400,8.294049640102028,0,1,0,1,,1136.0,1,0
790,Halberstadt,1500,9.210340371976184,0,1,0,1,,1136.0,1,0
793,Halle,1200,8.006367567650246,0,1,0,1,,1128.0,1,0
793,Halle,1300,8.294049640102028,0,1,0,1,,1128.0,1,0
793,Halle,1400,8.006367567650246,0,1,0,1,,1128.0,1,0
793,Halle,1500,8.85366542803745,0,1,0,1,,1128.0,1,0
794,Hamburg,1200,7.600902459542082,0,1,1,1,1458.0,1000.0,1,1
794,Hamburg,1300,8.517193191416238,0,1,1,1,1458.0,1000.0,1,1
794,Hamburg,1400,8.987196820661973,0,1,1,1,1458.0,1000.0,1,1
794,Hamburg,1500,10.308952660644293,1,1,1,1,1458.0,1000.0,1,1
795,Hameln,1200,6.907755278982137,0,0,1,1,1627.0,1240.0,1,0
795,Hameln,1300,6.907755278982137,0,1,1,1,1627.0,1240.0,1,0
795,Hameln,1400,6.907755278982137,0,1,1,1,1627.0,1240.0,1,0
795,Hameln,1500,6.907755278982137,0,1,1,1,1627.0,1240.0,1,0
797,Hamm,1200,7.600902459542082,0,0,0,0,,,1,0
797,Hamm,1300,8.006367567650246,0,0,0,0,,,1,0
797,Hamm,1400,7.600902459542082,0,0,0,0,,,1,0
797,Hamm,1500,7.600902459542082,0,0,0,0,,,1,0
798,Hamme,1200,7.600902459542082,0,0,0,0,,,1,0
798,Hamme,1300,7.600902459542082,0,0,0,0,,,1,0
798,Hamme,1400,6.907755278982137,0,0,0,0,,,1,0
798,Hamme,1500,7.600902459542082,0,0,0,0,,,1,0
799,Hanau,1200,7.600902459542082,0,0,0,0,,,1,0
799,Hanau,1300,7.600902459542082,0,0,0,0,,,1,0
799,Hanau,1400,6.907755278982137,0,0,0,0,,,1,0
799,Hanau,1500,6.907755278982137,0,0,0,0,,,1,0
800,Hannover,1200,7.600902459542082,0,0,0,1,,1399.0,1,0
800,Hannover,1300,8.517193191416238,0,0,0,1,,1399.0,1,0
800,Hannover,1400,8.517193191416238,0,1,0,1,,1399.0,1,0
800,Hannover,1500,8.699514748210191,0,1,0,1,,1399.0,1,0
802,Harderwijk,1200,6.907755278982137,0,0,1,1,1443.0,1294.0,0,1
802,Harderwijk,1300,7.600902459542082,0,1,1,1,1443.0,1294.0,0,1
802,Harderwijk,1400,7.600902459542082,0,1,1,1,1443.0,1294.0,0,1
802,Harderwijk,1500,8.294049640102028,1,1,1,1,1443.0,1294.0,0,1
804,Harlingen,1200,6.907755278982137,0,0,0,0,,,0,1
804,Harlingen,1300,7.600902459542082,0,0,0,0,,,0,1
804,Harlingen,1400,6.907755278982137,0,0,0,0,,,0,1
804,Harlingen,1500,8.006367567650246,0,0,0,0,,,0,1
808,Hasselt,1200,7.600902459542082,0,0,0,0,,,1,0
808,Hasselt,1300,7.600902459542082,0,0,0,0,,,1,0
808,Hasselt,1400,6.907755278982137,0,0,0,0,,,1,0
808,Hasselt,1500,7.600902459542082,0,0,0,0,,,1,0
809,Hattingen,1200,6.907755278982137,0,0,0,0,,,1,0
809,Hattingen,1300,6.907755278982137,0,0,0,0,,,1,0
809,Hattingen,1400,6.907755278982137,0,0,0,0,,,1,0
809,Hattingen,1500,6.907755278982137,0,0,0,0,,,1,0
810,Hazebrouck,1200,6.907755278982137,0,0,0,0,,,0,0
810,Hazebrouck,1300,7.600902459542082,0,0,0,0,,,0,0
810,Hazebrouck,1400,6.907755278982137,0,0,0,0,,,0,0
810,Hazebrouck,1500,8.006367567650246,0,0,0,0,,,0,0
811,Heerlen,1200,6.907755278982137,0,0,0,0,,,1,0
811,Heerlen,1300,6.907755278982137,0,0,0,0,,,1,0
811,Heerlen,1400,6.907755278982137,0,0,0,0,,,1,0
811,Heerlen,1500,6.907755278982137,0,0,0,0,,,1,0
812,Heidelberg,1200,8.006367567650246,0,0,0,0,,,1,0
812,Heidelberg,1300,9.210340371976184,0,0,0,0,,,1,0
812,Heidelberg,1400,8.517193191416238,0,0,0,0,,,1,0
812,Heidelberg,1500,8.987196820661973,0,0,0,0,,,1,0
815,Helmond,1200,6.907755278982137,0,0,0,0,,,0,0
815,Helmond,1300,7.600902459542082,0,0,0,0,,,0,0
815,Helmond,1400,6.907755278982137,0,0,0,0,,,0,0
815,Helmond,1500,7.600902459542082,0,0,0,0,,,0,0
816,Helmstedt,1200,8.006367567650246,0,0,0,0,,,0,0
816,Helmstedt,1300,7.600902459542082,0,0,0,0,,,0,0
816,Helmstedt,1400,6.907755278982137,0,0,0,0,,,0,0
816,Helmstedt,1500,7.600902459542082,0,0,0,0,,,0,0
817,Helsingor,1200,7.600902459542082,0,0,0,1,,1500.0,0,1
817,Helsingor,1300,7.600902459542082,0,0,0,1,,1500.0,0,1
817,Helsingor,1400,8.006367567650246,0,0,0,1,,1500.0,0,1
817,Helsingor,1500,8.006367567650246,0,1,0,1,,1500.0,0,1
820,Herford,1200,7.600902459542082,0,0,0,1,,1488.0,1,0
820,Herford,1300,8.294049640102028,0,0,0,1,,1488.0,1,0
820,Herford,1400,7.600902459542082,0,0,0,1,,1488.0,1,0
820,Herford,1500,7.600902459542082,0,1,0,1,,1488.0,1,0
822,Herne,1200,6.907755278982137,0,0,0,0,,,0,0
822,Herne,1300,6.907755278982137,0,0,0,0,,,0,0
822,Herne,1400,6.907755278982137,0,0,0,0,,,0,0
824,Hildesheim,1200,8.517193191416238,0,0,0,1,,1300.0,1,0
824,Hildesheim,1300,8.987196820661973,0,1,0,1,,1300.0,1,0
824,Hildesheim,1400,8.699514748210191,0,1,0,1,,1300.0,1,0
824,Hildesheim,1500,9.210340371976184,0,1,0,1,,1300.0,1,0
825,Hilversum,1300,6.907755278982137,0,0,0,0,,,0,0
825,Hilversum,1400,6.907755278982137,0,0,0,0,,,0,0
825,Hilversum,1500,6.907755278982137,0,0,0,0,,,0,0
828,Hof,1200,6.907755278982137,0,0,0,0,,,1,0
828,Hof,1300,7.600902459542082,0,0,0,0,,,1,0
828,Hof,1400,6.907755278982137,0,0,0,0,,,1,0
828,Hof,1500,7.600902459542082,0,0,0,0,,,1,0
830,Hondschoote,1200,6.907755278982137,0,0,0,0,,,0,0
830,Hondschoote,1300,7.600902459542082,0,0,0,0,,,0,0
830,Hondschoote,1400,8.006367567650246,0,0,0,0,,,0,0
830,Hondschoote,1500,9.392661928770137,0,0,0,0,,,0,0
833,Hoorn,1200,6.907755278982137,0,0,1,1,1452.0,1343.0,0,1
833,Hoorn,1300,7.600902459542082,0,0,1,1,1452.0,1343.0,0,1
833,Hoorn,1400,8.006367567650246,0,1,1,1,1452.0,1343.0,0,1
833,Hoorn,1500,8.699514748210191,1,1,1,1,1452.0,1343.0,0,1
837,Hueckeswagen,1200,6.907755278982137,0,0,0,0,,,1,0
837,Hueckeswagen,1300,7.600902459542082,0,0,0,0,,,1,0
837,Hueckeswagen,1400,6.907755278982137,0,0,0,0,,,1,0
837,Hueckeswagen,1500,7.600902459542082,0,0,0,0,,,1,0
843,Husum,1300,6.907755278982137,0,0,0,1,,1493.0,0,1
843,Husum,1400,6.907755278982137,0,0,0,1,,1493.0,0,1
843,Husum,1500,8.006367567650246,0,1,0,1,,1493.0,0,1
844,Huy,1200,8.699514748210191,0,0,0,0,,,1,0
844,Huy,1300,8.517193191416238,0,0,0,0,,,1,0
844,Huy,1400,8.006367567650246,0,0,0,0,,,1,0
844,Huy,1500,8.517193191416238,0,0,0,0,,,1,0
847,Ibbenbueren,1200,6.907755278982137,0,0,0,0,,,1,0
847,Ibbenbueren,1300,7.600902459542082,0,0,0,0,,,1,0
847,Ibbenbueren,1400,6.907755278982137,0,0,0,0,,,1,0
847,Ibbenbueren,1500,6.907755278982137,0,0,0,0,,,1,0
848,Iena,1300,6.907755278982137,0,1,0,1,,1200.0,1,0
848,Iena,1400,6.907755278982137,0,1,0,1,,1200.0,1,0
848,Iena,1500,6.907755278982137,0,1,0,1,,1200.0,1,0
849,Ieper,1200,8.294049640102028,0,1,0,1,,1127.0,1,0
849,Ieper,1300,9.305650551780507,0,1,0,1,,1127.0,1,0
849,Ieper,1400,9.210340371976184,0,1,0,1,,1127.0,1,0
849,Ieper,1500,9.210340371976184,0,1,0,1,,1127.0,1,0
863,Iserlohn,1200,6.907755278982137,0,0,0,0,,,0,0
863,Iserlohn,1300,7.600902459542082,0,0,0,0,,,0,0
863,Iserlohn,1400,6.907755278982137,0,0,0,0,,,0,0
863,Iserlohn,1500,7.600902459542082,0,0,0,0,,,0,0
872,Izegem,1200,6.907755278982137,0,0,0,0,,,0,0
872,Izegem,1300,6.907755278982137,0,0,0,0,,,0,0
872,Izegem,1400,6.907755278982137,0,0,0,0,,,0,0
872,Izegem,1500,7.600902459542082,0,0,0,0,,,0,0
878,Jaroslav,1200,7.600902459542082,0,0,0,0,,,1,0
878,Jaroslav,1300,7.600902459542082,0,0,0,0,,,1,0
878,Jaroslav,1400,6.907755278982137,0,0,0,0,,,1,0
878,Jaroslav,1500,7.600902459542082,0,0,0,0,,,1,0
884,Jelenia Gora,1200,6.907755278982137,0,0,0,0,,,1,0
884,Jelenia Gora,1300,7.600902459542082,0,0,0,0,,,1,0
884,Jelenia Gora,1400,6.907755278982137,0,0,0,0,,,1,0
884,Jelenia Gora,1500,7.600902459542082,0,0,0,0,,,1,0
896,Kalisz,1200,6.907755278982137,0,0,1,0,1496.0,,1,0
896,Kalisz,1300,7.600902459542082,0,0,1,0,1496.0,,1,0
896,Kalisz,1400,6.907755278982137,0,0,1,0,1496.0,,1,0
896,Kalisz,1500,7.600902459542082,1,0,1,0,1496.0,,1,0
903,Kampen,1200,6.907755278982137,0,0,0,0,,,1,1
903,Kampen,1300,7.600902459542082,0,0,0,0,,,1,1
903,Kampen,1400,8.517193191416238,0,0,0,0,,,1,1
903,Kampen,1500,8.85366542803745,0,0,0,0,,,1,1
910,Kassel,1200,8.006367567650246,0,0,1,1,1336.0,1336.0,1,0
910,Kassel,1300,8.294049640102028,0,0,1,1,1336.0,1336.0,1,0
910,Kassel,1400,7.600902459542082,1,1,1,1,1336.0,1336.0,1,0
910,Kassel,1500,8.294049640102028,1,1,1,1,1336.0,1336.0,1,0
915,Kazimierz Dolny,1200,6.907755278982137,0,0,0,0,,,1,0
915,Kazimierz Dolny,1300,7.600902459542082,0,0,0,0,,,1,0
915,Kazimierz Dolny,1400,6.907755278982137,0,0,0,0,,,1,0
915,Kazimierz Dolny,1500,7.600902459542082,0,0,0,0,,,1,0
927,Kiel,1200,6.907755278982137,0,0,0,1,,1431.0,1,1
927,Kiel,1300,7.600902459542082,0,0,0,1,,1431.0,1,1
927,Kiel,1400,6.907755278982137,0,0,0,1,,1431.0,1,1
927,Kiel,1500,8.006367567650246,0,1,0,1,,1431.0,1,1
928,Kielce,1200,6.907755278982137,0,0,0,0,,,0,0
928,Kielce,1300,6.907755278982137,0,0,0,0,,,0,0
928,Kielce,1400,6.907755278982137,0,0,0,0,,,0,0
928,Kielce,1500,6.907755278982137,0,0,0,0,,,0,0
942,Kleve,1200,7.600902459542082,0,0,0,1,,1319.0,1,0
942,Kleve,1300,7.600902459542082,0,0,0,1,,1319.0,1,0
942,Kleve,1400,6.907755278982137,0,1,0,1,,1319.0,1,0
942,Kleve,1500,8.294049640102028,0,1,0,1,,1319.0,1,0
943,Klodzko,1200,6.907755278982137,0,0,0,0,,,1,0
943,Klodzko,1300,6.907755278982137,0,0,0,0,,,1,0
943,Klodzko,1400,6.907755278982137,0,0,0,0,,,1,0
943,Klodzko,1500,8.294049640102028,0,0,0,0,,,1,0
945,Kobenhaven,1200,7.600902459542082,0,0,1,0,1513.0,,0,1
945,Kobenhaven,1300,8.006367567650246,0,0,1,0,1513.0,,0,1
945,Kobenhaven,1400,7.600902459542082,0,0,1,0,1513.0,,0,1
945,Kobenhaven,1500,8.006367567650246,0,0,1,0,1513.0,,0,1
946,Koblenz,1200,8.006367567650246,0,0,1,0,1462.0,,1,0
946,Koblenz,1300,8.294049640102028,0,0,1,0,1462.0,,1,0
946,Koblenz,1400,7.600902459542082,0,0,1,0,1462.0,,1,0
946,Koblenz,1500,6.907755278982137,1,0,1,0,1462.0,,1,0
947,Koeln,1200,10.596634733096073,0,0,1,0,1259.0,,1,0
947,Koeln,1300,10.691944912900398,1,0,1,0,1259.0,,1,0
947,Koeln,1400,10.596634733096073,1,0,1,0,1259.0,,1,0
947,Koeln,1500,10.714417768752456,1,0,1,0,1259.0,,1,0
948,Koenigswinter,1200,7.600902459542082,0,0,0,0,,,1,0
948,Koenigswinter,1300,8.006367567650246,0,0,0,0,,,1,0
948,Koenigswinter,1400,8.006367567650246,0,0,0,0,,,1,0
948,Koenigswinter,1500,7.600902459542082,0,0,0,0,,,1,0
950,Koethen,1200,6.907755278982137,0,0,0,0,,,0,0
950,Koethen,1300,6.907755278982137,0,0,0,0,,,0,0
950,Koethen,1400,6.907755278982137,0,0,0,0,,,0,0
950,Koethen,1500,6.907755278982137,0,0,0,0,,,0,0
952,Kolobrzeg,1200,7.600902459542082,0,0,0,1,,1598.0,1,0
952,Kolobrzeg,1300,8.006367567650246,0,0,0,1,,1598.0,1,0
952,Kolobrzeg,1400,8.294049640102028,0,0,0,1,,1598.0,1,0
952,Kolobrzeg,1500,8.517193191416238,0,0,0,1,,1598.0,1,0
963,Kortrijk,1200,8.294049640102028,0,0,0,0,,,1,0
963,Kortrijk,1300,8.517193191416238,0,0,0,0,,,1,0
963,Kortrijk,1400,8.294049640102028,0,0,0,0,,,1,0
963,Kortrijk,1500,8.699514748210191,0,0,0,0,,,1,0
966,Kostrzyn,1200,6.907755278982137,0,0,1,0,1424.0,,1,0
966,Kostrzyn,1300,7.600902459542082,0,0,1,0,1424.0,,1,0
966,Kostrzyn,1400,6.907755278982137,0,0,1,0,1424.0,,1,0
966,Kostrzyn,1500,7.600902459542082,1,0,1,0,1424.0,,1,0
967,Koszalin,1200,6.907755278982137,0,0,0,0,,,0,0
967,Koszalin,1300,6.907755278982137,0,0,0,0,,,0,0
967,Koszalin,1400,6.907755278982137,0,0,0,0,,,0,0
967,Koszalin,1500,8.006367567650246,0,0,0,0,,,0,0
972,Krakow,1200,9.210340371976184,0,0,1,0,1306.0,,1,0
972,Krakow,1300,9.210340371976184,0,0,1,0,1306.0,,1,0
