city_id,year,pop_pers,pop_pers_lag,log_pop,log_pop_lag,buringh_city,country,transport,p_lat,p_lon,elev_m,legal_capacity_cont,legal_capacity_score,merchant_capital_cont,merchant_capital_score,trade_access_cont,trade_access_score,agricultural_surplus_cont,agricultural_surplus_score,noble_extraction_cont,noble_extraction_score,conflict_risk_cont,conflict_risk_score,yr_1400,yr_1500,pred_lag_only,residual_lag_only,z_legal_capacity_cont,z_merchant_capital_cont,z_trade_access_cont,z_agricultural_surplus_cont,z_noble_extraction_cont,z_conflict_risk_cont
5024,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Krempe,Germany,land north sea,53.83,9.48,6,2.5,3,0.0,0,3.8351,2,2.3857,1,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-0.08143585334883845,-0.6954106598300887,0.9579482570200798,-1.567891032134859,-0.16981822983744027,-0.37234730701128815
5026,1300,15000.0,11000.0,9.615805480084347,9.305650551780507,Luebeck,Germany,baltic + river,53.87,10.67,15,7.5,3,1.0,2,2.6972,2,3.2961,3,-2.0,0,1.0,2,0,0,9.435690258485277,0.18011522159907045,2.1809416029730997,-0.050788418976354825,0.2402550342477903,-0.4265766567978518,-0.3984363464977372,0.6205788450188136
5041,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Rendsburg,Germany,river north sea,54.3,9.67,6,2.5,3,0.0,0,2.6949,2,3.1939,1,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-0.08143585334883845,-0.6954106598300887,0.2388043844434347,-0.554698723097766,-0.16981822983744027,-0.37234730701128815
5042,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Schleswig,Germany,baltic,54.52,9.55,1,1.8,2,0.0,0,2.3191,2,4.2345,2,1.0,2,0.0,0,0,0,7.904236977768518,0.10213058988172818,-0.3981686972339098,-0.6954106598300887,0.0017808207578504636,0.7498396545117342,-0.055509171507291795,-0.37234730701128815
5045,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Toenning,Germany,north sea,54.32,8.93,2,0.3,1,0.0,0,0.6859,0,2.7389,1,1.0,2,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.0283066837958916,-1.1251051826521798,-0.055509171507291795,-0.37234730701128815
6001,1300,5000.0,2000.0,8.517193191416238,7.600902459542082,Hamburg,Germany,north sea + river,53.55,9.98,3,2.8,3,4.3,3,4.1503,2,3.578,2,0.0,1,0.0,0,0,0,7.904236977768518,0.6129562136477205,0.054306794030477765,2.076464975840967,1.1567503519474243,-0.0731753799882054,-0.16981822983744027,-0.37234730701128815
7010,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Berlin,Germany,river north sea,52.52,13.4,35,3.5,3,0.0,0,2.695,2,2.5012,2,0.0,1,0.0,0,0,0,8.268484852780409,0.02556478732161871,0.3710396379155492,-0.6954106598300887,0.2388674561740587,-1.4230955462479693,-0.16981822983744027,-0.37234730701128815
7016,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Spandau,Germany,river north sea,52.53,13.2,35,3.5,3,0.0,0,2.6954,2,3.9801,1,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,0.3710396379155492,-0.6954106598300887,0.23911974309655532,0.4309134933894428,-0.16981822983744027,-0.37234730701128815
7027,1300,1000.0,2000.0,6.907755278982137,7.600902459542082,Brandenburg,Germany,river north sea,52.4,12.53,29,1.8,2,1.0,2,2.6932,2,4.1866,1,0.0,1,0.0,0,0,0,7.904236977768518,-0.9964816987863809,-0.3981686972339098,-0.050788418976354825,0.237732165022824,0.6897902711872154,-0.16981822983744027,-0.37234730701128815
7033,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Cottbus,Germany,river north sea,51.72,14.35,75,0.3,1,0.0,0,1.9951,2,4.4265,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-0.20257158646442022,0.9905386440379924,-0.16981822983744027,-0.37234730701128815
7045,1300,5000.0,1000.0,8.517193191416238,6.907755278982137,Frankfurt am Oder,Germany,river north sea,52.33,14.55,23,2.8,3,2.5,3,2.5995,3,4.8011,2,0.0,1,0.0,0,0,0,7.281551122584915,1.2356420688313232,0.054306794030477765,0.9161449423042459,0.17863395342798824,1.4601524017282856,-0.16981822983744027,-0.37234730701128815
7091,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Nauen,Germany,land north sea,52.6,12.87,35,0.3,1,0.0,0,0.1586,0,2.659,0,0.0,1,0.5,1,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.3608839193770748,-1.225271064231076,-0.16981822983744027,0.12411576900376273
7093,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Neuruppin,Germany,river north sea,52.92,12.8,44,2.8,3,0.0,0,1.9869,2,2.1791,0,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,0.054306794030477765,-0.6954106598300887,-0.20774346837560115,-1.826893173989676,-0.16981822983744027,-0.37234730701128815
7102,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Potsdam,Germany,river north sea,52.4,13.07,31,0.3,1,0.0,0,0.4904,0,4.474,1,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.1516119171661199,1.0500865711343328,-0.16981822983744027,-0.37234730701128815
7104,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Prenzlau,Germany,river north sea,53.32,13.87,34,3.5,3,1.0,2,2.5311,2,3.8888,2,0.0,1,0.0,0,0,0,8.268484852780409,0.02556478732161871,0.3710396379155492,-0.050788418976354825,0.13549288968106443,0.3164561093074248,-0.16981822983744027,-0.37234730701128815
8034,1300,5000.0,2000.0,8.517193191416238,7.600902459542082,Goerlitz,Germany,river baltic,51.15,14.99,201,2.5,3,0.0,0,1.995,2,2.8678,2,0.0,1,0.0,0,0,0,7.904236977768518,0.6129562136477205,-0.08143585334883845,-0.6954106598300887,-0.20263465819504436,-0.9635109131212704,-0.16981822983744027,-0.37234730701128815
9008,1300,3000.0,7000.0,8.006367567650246,8.85366542803745,Bautzen,Germany,river north sea,51.18,14.48,205,2.8,3,0.0,0,1.9925,2,3.3051,1,0.0,1,0.0,0,0,0,9.02965132303025,-1.023283755380005,0.054306794030477765,-0.6954106598300887,-0.20421145146064842,-0.4152938916638086,-0.16981822983744027,-0.37234730701128815
9017,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Chemnitz,Germany,river north sea,50.83,12.92,297,0.3,1,0.3,1,1.9938,2,2.4905,0,1.0,2,0.0,0,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.5020239875739685,-0.20339151896253432,-1.4365095003517765,-0.055509171507291795,-0.37234730701128815
9023,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Doebeln,Germany,river north sea,51.12,13.12,158,0.3,1,0.0,0,2.1797,2,3.1066,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-0.08614117173222535,-0.664141544897987,-0.16981822983744027,-0.37234730701128815
9025,1300,5000.0,1000.0,8.517193191416238,6.907755278982137,Dresden,Germany,river north sea,51.05,13.73,111,0.3,1,0.0,0,2.498,2,2.491,2,1.0,2,0.0,0,0,0,7.281551122584915,1.2356420688313232,-1.0768819341304914,-0.6954106598300887,0.11461614684446846,-1.4358826800665516,-0.055509171507291795,-0.37234730701128815
9035,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Frankenberg,Germany,river north sea,50.9,13.02,262,0.3,1,0.0,0,0.0,0,2.1147,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-1.9076276267266086,-0.16981822983744027,-0.37234730701128815
9037,1300,6000.0,1000.0,8.699514748210191,6.907755278982137,Freiberg,Germany,land north sea,50.9,13.33,348,1.8,2,0.3,1,2.0344,2,2.5911,2,1.0,2,4.0,3,0,0,7.281551122584915,1.4179636256252763,-0.3981686972339098,-0.5020239875739685,-0.1777843963291262,-1.3103932589645808,-0.055509171507291795,3.599357301109119
9045,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Glauchau,Germany,land north sea,50.82,12.53,266,0.3,1,0.0,0,0.4852,0,2.0775,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.154891647158576,-1.9542630559473209,-0.16981822983744027,-0.37234730701128815
9047,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Grimma,Germany,river north sea,51.23,12.72,128,3.5,3,0.0,0,3.1012,2,2.381,0,0.0,1,1.0,2,0,0,7.281551122584915,-0.3737958436027782,0.3710396379155492,-0.6954106598300887,0.49506482596938695,-1.5737831428159708,-0.16981822983744027,0.6205788450188136
9049,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Grossenhain,Germany,river north sea,51.28,13.52,115,0.3,1,0.0,0,2.397,2,2.8345,2,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,0.05091369891406901,-1.0052571441172309,-0.16981822983744027,-0.37234730701128815
9070,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Leipzig,Germany,river north sea,51.32,12.37,110,2.5,3,4.5,3,3.6424,3,3.1957,2,0.0,1,0.0,0,0,0,8.268484852780409,0.02556478732161871,-0.08143585334883845,2.2053894240117136,0.8364090321073279,-0.5524421700709576,-0.16981822983744027,-0.37234730701128815
9087,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Meissen,Germany,river north sea,51.17,13.47,106,0.3,1,0.0,0,2.4349,2,3.5294,2,0.0,1,0.5,1,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.6954106598300887,0.07481788482062476,-0.13410231171203946,-0.16981822983744027,0.12411576900376273
9088,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Mittweida,Germany,river north sea,50.98,12.98,280,0.3,1,0.0,0,0.0,0,2.151,0,0.0,1,0.5,1,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-1.8621204740193007,-0.16981822983744027,0.12411576900376273
9115,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Plauen,Germany,river north sea,50.5,12.13,412,0.3,1,0.0,0,1.9994,2,2.5518,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-0.19985950204758146,-1.3596613333832366,-0.16981822983744027,-0.37234730701128815
9122,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Reichenbach,Germany,land north sea,50.62,12.3,380,1.0,1,0.3,1,2.4831,2,2.1549,0,0.0,1,0.5,1,0,0,7.281551122584915,-0.3737958436027782,-0.76014909024542,-0.5020239875739685,0.10521845898146875,-1.8572312757945482,-0.16981822983744027,0.12411576900376273
9159,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Zittau,Germany,river baltic,50.9,14.83,242,0.3,1,0.0,0,1.9884,2,3.6685,0,1.0,2,1.0,2,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.6954106598300887,-0.20679739241623887,0.04027909163745273,-0.055509171507291795,0.6205788450188136
9163,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Zwickau,Germany,river north sea,50.73,12.48,267,5.8,3,0.0,0,2.4756,2,2.1938,2,-2.0,0,0.5,1,0,0,7.904236977768518,0.10213058988172818,1.4117332678236407,-0.6954106598300887,0.10048807918465703,-1.808464657604072,-0.3984363464977372,0.12411576900376273
10002,1300,1000.0,2000.0,6.907755278982137,7.600902459542082,Altenburg,Germany,river north sea,50.98,12.43,227,5.8,3,0.0,0,2.967,2,2.9701,0,-2.0,0,0.0,0,0,0,7.904236977768518,-0.9964816987863809,1.4117332678236407,-0.6954106598300887,0.41042256347176753,-0.835263482764311,-0.3984363464977372,-0.37234730701128815
10019,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Eisenach,Germany,river north sea,50.98,10.32,215,1.5,2,1.5,0,3.5772,2,2.2888,0,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,-0.5339113446132261,0.2715227014505121,0.7952862637403771,-1.689368803411392,-0.16981822983744027,-0.37234730701128815
10028,1300,5000.0,4000.0,8.517193191416238,8.294049640102028,Gotha,Germany,land north sea,50.95,10.72,290,2.8,3,0.0,0,3.534,2,3.7688,2,0.0,1,0.0,0,0,0,8.52692283295212,-0.009729641535882294,0.054306794030477765,-0.6954106598300887,0.768039276110741,0.16601924085351394,-0.16981822983744027,-0.37234730701128815
10053,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Meiningen,Germany,river north sea,50.57,10.42,287,1.8,2,1.5,0,3.5307,2,3.1498,0,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-0.3981686972339098,0.2715227014505121,0.7659579090001439,-0.6099842722545787,-0.16981822983744027,-0.37234730701128815
10098,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Weimar,Germany,river north sea,50.98,11.32,208,1.3,2,0.0,0,2.4806,2,2.8413,0,0.0,1,2.0,3,0,0,7.281551122584915,0.3193513369571672,-0.6244064428661036,-0.6954106598300887,0.10364166571586485,-0.9967323882381757,-0.16981822983744027,1.6135049970489155
11008,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Aschersleben,Germany,land north sea,51.75,11.45,114,1.8,2,1.0,2,3.4327,2,3.6442,0,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-0.3981686972339098,-0.050788418976354825,0.7041476129884695,0.009815625775535988,-0.16981822983744027,-0.37234730701128815
11013,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Bernburg,Germany,river north sea,51.8,11.73,85,2.5,3,0.0,0,3.8229,2,2.5616,1,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-0.08143585334883845,-0.6954106598300887,0.9502535058839325,-1.347375655792834,-0.16981822983744027,-0.37234730701128815
11020,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Burg,Germany,river north sea,52.28,11.85,54,2.5,3,0.0,0,3.0277,2,3.5606,1,0.0,1,1.0,2,0,0,7.904236977768518,-0.30333451822643553,-0.08143585334883845,-0.6954106598300887,0.44870710396063107,-0.09498872591402237,-0.16981822983744027,0.6205788450188136
11028,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Dessau,Germany,river north sea,51.83,12.23,60,0.3,1,0.0,0,1.0821,0,2.4658,1,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-0.7784164870629792,-1.4674744224418728,-0.16981822983744027,-0.37234730701128815
11034,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Eilenburg,Germany,river north sea,51.45,12.62,106,1.8,2,0.0,0,3.0272,2,3.281,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-0.3981686972339098,-0.6954106598300887,0.4483917453075104,-0.4455066294116355,-0.16981822983744027,-0.37234730701128815
11035,1300,4000.0,2000.0,8.294049640102028,7.600902459542082,Eisleben,Germany,river north sea,51.52,11.53,114,0.3,1,0.0,0,3.3441,2,4.3541,2,0.0,1,0.0,0,0,0,7.904236977768518,0.38981266233350986,-1.0768819341304914,-0.6954106598300887,0.6482660596554659,0.8997750667374659,-0.16981822983744027,-0.37234730701128815
11039,1300,16000.0,15000.0,9.680344001221918,9.615805480084347,Erfurt,Germany,river north sea,50.97,11.02,194,1.3,2,2.8,3,3.1249,3,3.9155,2,1.5,2,0.0,0,0,0,9.714316634220182,-0.03397263299826392,-0.6244064428661036,1.109531614560366,0.5100128261273122,0.34992831253842055,0.0016453576577824412,-0.37234730701128815
11058,1300,6000.0,8000.0,8.699514748210191,8.987196820661973,Halberstadt,Germany,river north sea,51.9,11.07,120,2.8,3,2.8,2,3.3559,2,2.7694,1,0.0,1,0.0,0,0,0,9.149608688135725,-0.4500939399255337,0.054306794030477765,1.109531614560366,0.6557085238691165,-1.0868691452534773,-0.16981822983744027,-0.37234730701128815
11060,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Halle,Germany,river north sea,51.48,11.97,105,1.8,2,2.5,2,3.4607,2,4.7109,2,0.0,1,0.0,0,0,0,8.268484852780409,0.02556478732161871,-0.3981686972339098,0.9161449423042459,0.7218076975632337,1.3470740222737618,-0.16981822983744027,-0.37234730701128815
11081,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Koethen,Germany,land north sea,51.75,11.97,80,0.3,1,0.0,0,1.0962,2,2.6953,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-0.769523373044973,-1.1797639115237677,-0.16981822983744027,-0.37234730701128815
11084,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Langensalza,Germany,river north sea,51.12,10.67,185,1.8,2,0.0,0,3.4542,2,3.5846,2,0.0,1,0.0,0,0,0,8.268484852780409,0.02556478732161871,-0.3981686972339098,-0.6954106598300887,0.7177080350726635,-0.06490135222324007,-0.16981822983744027,-0.37234730701128815
11094,1300,15000.0,16000.0,9.615805480084347,9.680344001221918,Magdeburg,Germany,river north sea,52.12,11.63,42,3.5,3,5.0,3,3.6182,2,3.6604,2,0.0,1,0.5,1,0,0,9.772294543319328,-0.15648906323498046,0.3710396379155492,2.5277005444385803,0.8211456732962817,0.030124603016814,-0.16981822983744027,0.12411576900376273
11096,1300,5000.0,5000.0,8.517193191416238,8.517193191416238,Merseburg,Germany,river north sea,51.35,11.98,88,0.3,1,1.3,2,3.2901,2,3.3186,1,0.0,1,0.0,0,0,0,8.727382904024687,-0.21018971260844843,-1.0768819341304914,0.14259825327976536,0.6142073251184206,-0.3983697439627435,-0.16981822983744027,-0.37234730701128815
11101,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Naumburg,Germany,river north sea,51.15,11.8,130,2.8,3,1.0,2,3.2496,2,2.6028,0,0.0,1,0.5,1,0,0,7.904236977768518,-0.30333451822643553,0.054306794030477765,-0.050788418976354825,0.5886632742156369,-1.2957256642903245,-0.16981822983744027,0.12411576900376273
11104,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Nordhausen,Germany,river north sea,51.5,10.78,180,6.8,3,2.8,2,3.2469,2,3.0274,2,-2.0,0,4.5,3,0,0,8.268484852780409,0.02556478732161871,1.8642087590880285,1.109531614560366,0.5869603374887847,-0.7634298780775681,-0.3984363464977372,4.09582037712417
11114,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Quedlinburg,Germany,land north sea,51.8,11.15,123,2.8,3,1.3,2,1.3621,2,2.717,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,0.054306794030477765,0.14259825327976536,-0.6018156413153378,-1.1525599111450187,-0.16981822983744027,-0.37234730701128815
11121,1300,3000.0,3000.0,8.006367567650246,8.006367567650246,Salzwedel,Germany,river north sea,52.86,11.15,19,1.8,2,1.0,2,3.0828,2,3.0695,2,0.0,1,0.0,0,0,0,8.268484852780409,-0.26211728513016297,-0.3981686972339098,-0.050788418976354825,0.48345962753454214,-0.7106516100616542,-0.16981822983744027,-0.37234730701128815
11145,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Stendal,Germany,river north sea,52.6,11.85,32,3.5,3,1.3,2,2.4921,2,3.2461,1,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,0.3710396379155492,0.14259825327976536,0.11089491473764315,-0.48925868532031463,-0.16981822983744027,-0.37234730701128815
11155,1300,1000.0,2000.0,6.907755278982137,7.600902459542082,Torgau,Germany,river north sea,51.57,13.0,78,2.8,3,0.0,0,3.3183,2,3.244,1,0.0,1,0.0,0,0,0,7.904236977768518,-0.9964816987863809,0.054306794030477765,-0.6954106598300887,0.6319935531544331,-0.49189133051825806,-0.16981822983744027,-0.37234730701128815
11161,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Weissenfels,Germany,river north sea,51.2,11.97,100,1.8,2,3.3,3,3.2594,3,2.4521,0,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,-0.3981686972339098,1.4318427349872327,0.5948443038168042,-1.4846492982570276,-0.16981822983744027,-0.37234730701128815
11167,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Wittenberg,Germany,river north sea,51.87,12.65,75,2.5,3,0.0,0,2.5412,2,2.689,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,-0.08143585334883845,-0.6954106598300887,0.14186313447410434,-1.187661847117598,-0.16981822983744027,-0.37234730701128815
11172,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Zeitz,Germany,river north sea,51.05,12.13,160,3.5,3,3.3,3,3.245,3,3.1543,0,0.0,1,0.5,1,0,0,7.281551122584915,0.3193513369571672,0.3710396379155492,1.4318427349872327,0.5857619746069257,-0.6043428896875569,-0.16981822983744027,0.12411576900376273
11173,1300,9000.0,4000.0,9.104979856318357,8.294049640102028,Zerbst,Germany,river north sea,51.97,12.1,67,2.5,3,0.0,0,2.9534,2,3.2195,2,0.0,1,0.0,0,0,0,8.52692283295212,0.5780570233662363,-0.08143585334883845,-0.6954106598300887,0.40184480810688195,-0.5226055244942651,-0.16981822983744027,-0.37234730701128815
12016,1300,12000.0,11000.0,9.392661928770137,9.305650551780507,Braunschweig,Germany,river north sea,52.25,10.5,71,2.8,3,1.3,2,3.8007,2,3.4112,2,0.0,1,0.5,1,0,0,9.435690258485277,-0.043028329715140146,0.054306794030477765,0.14259825327976536,0.9362515816853695,-0.2822826271391419,-0.16981822983744027,0.12411576900376273
12017,1300,13000.0,8000.0,9.472704636443673,8.987196820661973,Bremen,Germany,river north sea,53.08,8.8,3,1.8,2,4.3,3,4.0579,2,4.0725,3,0.0,1,0.0,0,0,0,9.149608688135725,0.3230959483079481,-0.3981686972339098,2.076464975840967,1.098472072850703,0.546749882098954,-0.16981822983744027,-0.37234730701128815
12024,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Celle,Germany,river north sea,52.62,10.08,40,1.8,2,0.0,0,2.6939,2,4.0299,1,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-0.3981686972339098,-0.6954106598300887,0.23817366713719318,0.49334479379781526,-0.16981822983744027,-0.37234730701128815
12033,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Einbeck,Germany,land north sea,51.82,9.87,112,1.8,2,2.5,2,3.5349,2,2.5102,0,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,-0.3981686972339098,0.9161449423042459,0.7686069216863585,-1.4118127811139256,-0.16981822983744027,-0.37234730701128815
12037,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Emden,Germany,north sea + river,53.37,7.2,2,0.3,1,0.0,0,1.2261,2,4.4191,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,-1.0768819341304914,-0.6954106598300887,-0.6875931949641922,0.9812617038166683,-0.16981822983744027,-0.37234730701128815
12048,1300,8000.0,4000.0,8.987196820661973,8.294049640102028,Goettingen,Germany,land north sea,51.53,9.95,150,1.8,2,1.0,2,3.1801,2,3.3551,2,0.0,1,0.0,0,0,0,8.52692283295212,0.4602739877098525,-0.3981686972339098,-0.050788418976354825,0.5448284214318473,-0.3526118631413452,-0.16981822983744027,-0.37234730701128815
12049,1300,9000.0,4000.0,9.104979856318357,8.294049640102028,Goslar,Germany,river north sea,51.9,10.42,406,6.8,3,1.0,2,3.9421,2,3.0299,2,-2.0,0,0.5,1,0,0,8.52692283295212,0.5780570233662363,1.8642087590880285,-0.050788418976354825,1.0254350087879283,-0.760295776651445,-0.3984363464977372,0.12411576900376273
