city_id,year,pop_pers,pop_pers_lag,log_pop,log_pop_lag,buringh_city,country,transport,p_lat,p_lon,elev_m,legal_capacity_cont,legal_capacity_score,merchant_capital_cont,merchant_capital_score,trade_access_cont,trade_access_score,agricultural_surplus_cont,agricultural_surplus_score,noble_extraction_cont,noble_extraction_score,conflict_risk_cont,conflict_risk_score,yr_1400,yr_1500,pred_lag_only,residual_lag_only,z_legal_capacity_cont,z_merchant_capital_cont,z_trade_access_cont,z_agricultural_surplus_cont,z_noble_extraction_cont,z_conflict_risk_cont
18005,1300,3000.0,3000.0,8.006367567650246,8.006367567650246,Andernach,Germany,river north sea,50.43,7.4,60,0.3,1,0.0,0,1.1767,0,4.9392,2,0.0,1,0.5,1,0,0,8.268484852780409,-0.26211728513016297,-1.0768819341304914,-0.6954106598300887,-0.718750629892526,1.633280164507328,-0.16981822983744027,0.12411576900376273
18010,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Bad Kreuznach,Germany,river north sea,49.87,7.85,104,2.8,3,0.0,0,0.3657,0,4.8657,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,0.054306794030477765,-0.6954106598300887,-1.2302623652544444,1.5411375825793083,-0.16981822983744027,-0.37234730701128815
18017,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Bingen,Germany,river north sea,49.97,7.9,89,0.3,1,0.0,0,0.683,0,4.618,2,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-1.0768819341304914,-0.6954106598300887,-1.030135763983992,1.2306108132790263,-0.16981822983744027,-0.37234730701128815
18039,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Kaiserslautern,Germany,river north sea,49.43,7.77,251,5.8,3,0.3,1,0.0,1,3.8317,0,-2.0,0,0.0,0,0,0,7.281551122584915,-0.3737958436027782,1.4117332678236407,-0.5020239875739685,-1.4609156841469886,0.24487323273477238,-0.3984363464977372,-0.37234730701128815
18045,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Koblenz,Germany,river north sea,50.35,7.58,73,0.3,1,1.0,2,2.686,2,4.3195,2,0.0,1,0.0,0,0,0,8.268484852780409,0.02556478732161871,-1.0768819341304914,-0.050788418976354825,0.23319100041788457,0.8563991029999213,-0.16981822983744027,-0.37234730701128815
18058,1300,13000.0,9000.0,9.472704636443673,9.104979856318357,Mainz,Germany,river north sea,50.02,8.27,106,4.8,3,0.3,1,3.1675,2,4.843,3,-1.0,1,1.0,2,0,0,9.255418582975906,0.21728605346776675,0.9592577765592532,-0.5020239875739685,0.5368813833732035,1.5126799416301098,-0.2841272881675887,0.6205788450188136
18067,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Neuwied,Germany,river north sea,50.42,7.45,60,0.3,1,0.0,0,1.1622,0,2.9743,2,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-1.0768819341304914,-0.6954106598300887,-0.727896030833029,-0.829998192368424,-0.16981822983744027,-0.37234730701128815
18073,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Oppenheim,Germany,river north sea,49.85,8.35,87,5.8,3,0.3,1,1.0397,1,4.4406,2,-2.0,0,0.5,1,0,0,7.904236977768518,0.10213058988172818,1.4117332678236407,-0.5020239875739685,-0.805158900847622,1.008214976081327,-0.3984363464977372,0.12411576900376273
18076,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Pirmasens,Germany,land north sea,49.2,7.6,387,0.3,1,0.0,0,0.0,0,4.2014,0,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,0.7083441516298634,-0.16981822983744027,-0.37234730701128815
18077,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Moenchengladbach,Germany,land north sea,50.18,6.45,70,0.3,1,0.3,1,0.0,1,4.3353,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.5020239875739685,-1.4609156841469886,0.8762066240130202,-0.16981822983744027,-0.37234730701128815
18087,1300,9000.0,7000.0,9.104979856318357,8.85366542803745,Speyer,Germany,river north sea,49.32,8.43,102,5.8,3,1.0,2,0.4889,2,4.5975,2,-2.0,0,1.0,2,0,0,9.02965132303025,0.07532853328810596,1.4117332678236407,-0.050788418976354825,-1.1525579931254821,1.2049111815848164,-0.3984363464977372,0.6205788450188136
18090,1300,11000.0,13000.0,9.305650551780507,9.472704636443673,Trier,Germany,river north sea,49.75,6.63,50,2.8,3,0.0,0,0.0,0,4.9477,2,0.0,1,0.0,0,0,0,9.585762593030971,-0.2801120412504634,0.054306794030477765,-0.6954106598300887,-1.4609156841469886,1.6439361093561475,-0.16981822983744027,-0.37234730701128815
18097,1300,17000.0,12000.0,9.740968623038354,9.392661928770137,Worms,Germany,river north sea,49.63,8.37,96,5.3,3,1.0,2,0.6729,2,4.7894,3,-2.0,0,0.0,0,0,0,9.513856563147616,0.22711205989073768,1.185495522191447,-0.050788418976354825,-1.0365060087770321,1.445484807054029,-0.3984363464977372,-0.37234730701128815
18099,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Zweibruecken,Germany,land north sea,49.25,7.35,300,0.3,1,0.0,0,0.0,0,2.2934,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-1.6836020567873256,-0.16981822983744027,-0.37234730701128815
19011,1300,3000.0,3000.0,8.006367567650246,8.006367567650246,Saarbruecken,Germany,river north sea,49.23,6.98,230,0.3,1,0.0,0,0.0,0,4.1416,1,0.0,1,0.0,0,0,0,8.268484852780409,-0.26211728513016297,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,0.6333764455169987,-0.16981822983744027,-0.37234730701128815
20005,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Bruchsal,Germany,land north sea,49.12,8.58,114,2.8,3,0.3,1,0.0,1,2.8958,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,0.054306794030477765,-0.5020239875739685,-1.4609156841469886,-0.928408977148691,-0.16981822983744027,-0.37234730701128815
20013,1300,10000.0,3000.0,9.210340371976184,8.006367567650246,Heidelberg,Germany,river north sea,49.42,8.72,311,1.8,2,0.0,0,0.5836,0,2.595,3,0.0,1,0.0,0,0,0,8.268484852780409,0.9418555191957747,-0.3981686972339098,-0.6954106598300887,-1.0928290642244047,-1.3055040607398283,-0.16981822983744027,-0.37234730701128815
20024,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Mannheim,Germany,river north sea,49.48,8.48,95,0.3,1,0.0,0,0.6768,0,3.7749,2,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.03404621128269,0.17366644833325443,-0.16981822983744027,-0.37234730701128815
20031,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Pforzheim,Germany,river north sea,48.9,8.7,261,1.8,2,0.0,0,0.0,0,4.6049,0,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-0.3981686972339098,-0.6954106598300887,-1.4609156841469886,1.2141881218061403,-0.16981822983744027,-0.37234730701128815
21003,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Baden-Baden,Germany,river north sea,48.77,8.23,161,0.3,1,0.0,0,0.0,0,2.8458,0,0.0,1,0.5,1,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-0.9910910056711538,-0.16981822983744027,0.12411576900376273
21009,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Breisach am Rhein,Germany,river north sea,48.02,7.6,225,1.8,2,0.0,0,0.0,0,4.3215,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,-0.3981686972339098,-0.6954106598300887,-1.4609156841469886,0.8589063841408207,-0.16981822983744027,-0.37234730701128815
21018,1300,10000.0,8000.0,9.210340371976184,8.987196820661973,Freiburg,Germany,river north sea,47.98,7.85,273,1.8,2,0.3,1,0.0,1,2.9364,3,0.0,1,0.0,0,0,0,9.149608688135725,0.06073168384045857,-0.3981686972339098,-0.5020239875739685,-1.4609156841469886,-0.877511169988451,-0.16981822983744027,-0.37234730701128815
21037,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Konstanz,Germany,river north sea,47.67,9.17,405,6.8,3,1.0,2,0.0,2,6.0792,0,-2.0,0,0.0,0,0,0,7.904236977768518,-0.30333451822643553,1.8642087590880285,-0.050788418976354825,-1.4609156841469886,3.0624304148194863,-0.3984363464977372,-0.37234730701128815
21039,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Lahr,Germany,land north sea,48.4,7.87,170,0.3,1,0.0,0,0.0,0,2.5766,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-1.328571047236095,-0.16981822983744027,-0.37234730701128815
22006,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Ansbach,Germany,river north sea,49.28,10.6,406,0.3,1,0.0,0,0.0,0,3.8684,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,0.29088184167025993,-0.16981822983744027,-0.37234730701128815
22009,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Aschaffenburg,Germany,river north sea,49.98,9.15,138,1.8,2,0.3,1,3.7883,2,4.529,2,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,-0.3981686972339098,-0.5020239875739685,0.9284306870879739,1.1190368025090418,-0.16981822983744027,-0.37234730701128815
22016,1300,8000.0,8000.0,8.987196820661973,8.987196820661973,Bamberg,Germany,river north sea,49.88,10.88,293,0.3,1,0.3,1,0.669,1,4.5287,1,1.5,2,0.0,0,0,0,9.149608688135725,-0.16241186747375203,-1.0768819341304914,-0.5020239875739685,-1.0389658062713742,1.1186607103379067,0.0016453576577824412,-0.37234730701128815
22018,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Bayreuth,Germany,river north sea,49.95,11.58,343,1.8,2,0.0,0,1.994,2,2.615,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-0.3981686972339098,-0.6954106598300887,-0.203265375501286,-1.2804312493308432,-0.16981822983744027,-0.37234730701128815
22024,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Coburg,Germany,river north sea,50.25,10.97,292,0.3,1,0.0,0,0.0,0,2.7773,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-1.0769653847469285,-0.16981822983744027,-0.37234730701128815
22027,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Dinkelsbuehl,Germany,river black sea,49.07,10.35,442,4.3,3,0.3,1,0.0,1,4.0365,0,-2.0,0,0.0,0,0,0,7.281551122584915,0.3193513369571672,0.7330200309270593,-0.5020239875739685,-1.4609156841469886,0.5016188215627811,-0.3984363464977372,-0.37234730701128815
22032,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Eichstaett,Germany,river black sea,48.9,11.22,393,1.8,2,1.0,2,0.0,2,4.0494,0,0.0,1,0.5,1,0,0,7.904236977768518,-0.30333451822643553,-0.3981686972339098,-0.050788418976354825,-1.4609156841469886,0.5177907849215767,-0.16981822983744027,0.12411576900376273
22035,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Erlangen,Germany,river north sea,49.6,11.02,279,0.3,1,0.0,0,0.0,0,4.2483,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,0.7671398943839348,-0.16981822983744027,-0.37234730701128815
22039,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Fuerth,Germany,river north sea,49.47,10.98,304,0.3,1,0.3,1,0.0,1,3.358,0,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.5020239875739685,-1.4609156841469886,-0.34897630548704245,-0.16981822983744027,-0.37234730701128815
22058,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Hof,Germany,river north sea,50.3,11.92,500,0.3,1,0.0,0,0.0,0,2.4045,0,0.0,1,0.0,0,0,0,7.281551122584915,0.3193513369571672,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-1.5443225894104127,-0.16981822983744027,-0.37234730701128815
22094,1300,14000.0,7000.0,9.546812608597396,8.85366542803745,Nuernberg,Germany,river north sea,49.45,11.07,301,2.8,3,1.0,2,1.9981,2,2.8255,3,0.0,1,2.0,2,0,0,9.02965132303025,0.5171612855671448,0.054306794030477765,-0.050788418976354825,-0.20067943454569556,-1.0165399092512741,-0.16981822983744027,1.6135049970489155
22109,1300,5000.0,3000.0,8.517193191416238,8.006367567650246,Rothenburg ob der Tauber,Germany,river north sea,49.38,10.17,430,8.8,3,1.0,2,0.0,2,4.5582,2,-3.0,0,0.5,1,0,0,8.268484852780409,0.2487083386358293,2.769159741616804,-0.050788418976354825,-1.4609156841469886,1.1556431071661606,-0.5127454048278857,0.12411576900376273
22121,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Schweinfurt,Germany,river north sea,50.05,10.27,226,7.8,3,0.0,0,0.0,0,4.1617,0,-3.0,0,0.0,0,0,0,7.281551122584915,0.3193513369571672,2.316684250352416,-0.6954106598300887,-1.4609156841469886,0.658574620983028,-0.5127454048278857,-0.37234730701128815
22145,1300,7000.0,5000.0,8.85366542803745,8.517193191416238,Wuerzburg,Germany,river north sea,49.8,9.93,186,2.8,3,1.0,2,0.6617,2,4.6731,2,1.5,2,4.0,3,0,0,8.727382904024687,0.12628252401276363,0.054306794030477765,-0.050788418976354825,-1.0435700426069379,1.29968640871078,0.0016453576577824412,3.599357301109119
23004,1300,3000.0,1000.0,8.006367567650246,6.907755278982137,Amberg,Germany,river north sea,49.45,11.87,373,0.3,1,0.0,0,0.0,0,2.9097,2,0.0,1,0.0,0,0,0,7.281551122584915,0.7248164450653309,-1.0768819341304914,-0.6954106598300887,-1.4609156841469886,-0.9109833732194462,-0.16981822983744027,-0.37234730701128815
23006,1300,19000.0,13000.0,9.852194258148577,9.472704636443673,Augsburg,Germany,river black sea,48.35,10.88,474,4.3,3,0.3,1,0.6905,1,3.9863,3,-2.0,0,0.0,0,0,0,9.585762593030971,0.2664316651176062,0.7330200309270593,-0.5020239875739685,-1.0254053841871804,0.4386860649262279,-0.3984363464977372,-0.37234730701128815
23055,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Harburg,Germany,river north sea,48.78,10.68,440,0.8,1,0.0,0,0.4709,0,2.8842,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-0.8506441884982975,-0.6954106598300887,-1.1639109046378306,-0.9429512077659025,-0.16981822983744027,-0.37234730701128815
23063,1300,6000.0,4000.0,8.699514748210191,8.294049640102028,Ingolstadt,Germany,river black sea,48.77,11.45,374,1.8,2,0.0,0,0.0,0,4.1,2,0.0,1,0.0,0,0,0,8.52692283295212,0.17259191525807083,-0.3981686972339098,-0.6954106598300887,-1.4609156841469886,0.5812249977863084,-0.16981822983744027,-0.37234730701128815
23064,1300,2000.0,1000.0,7.600902459542082,6.907755278982137,Kaufbeuren,Germany,river black sea,47.88,10.62,678,5.8,3,0.3,1,0.0635,1,2.784,0,-2.0,0,0.0,0,0,0,7.281551122584915,0.3193513369571672,1.4117332678236407,-0.5020239875739685,-1.4208651352006487,-1.0685659929249185,-0.3984363464977372,-0.37234730701128815
23067,1300,4000.0,3000.0,8.294049640102028,8.006367567650246,Kempten,Germany,river black sea,47.72,10.32,674,6.3,3,0.0,0,0.0,0,4.9115,1,-3.0,0,0.0,0,0,0,8.268484852780409,0.02556478732161871,1.6379710134558345,-0.6954106598300887,-1.4609156841469886,1.5985543207058843,-0.5127454048278857,-0.37234730701128815
23074,1300,3000.0,1000.0,8.006367567650246,6.907755278982137,Landshut,Germany,river black sea,48.52,12.17,393,1.8,2,0.0,0,0.0,0,2.9627,2,0.0,1,0.0,0,0,0,7.281551122584915,0.7248164450653309,-0.3981686972339098,-0.6954106598300887,-1.4609156841469886,-0.8445404229856355,-0.16981822983744027,-0.37234730701128815
23076,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Lauingen,Germany,river black sea,48.57,10.42,439,1.8,2,0.0,0,0.0,0,3.6699,2,0.0,1,0.0,0,0,0,7.904236977768518,0.10213058988172818,-0.3981686972339098,-0.6954106598300887,-1.4609156841469886,0.04203418843608206,-0.16981822983744027,-0.37234730701128815
23084,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Memmingen,Germany,river black sea,47.98,10.18,601,8.5,3,0.3,1,0.0,1,2.9325,1,-3.0,0,0.0,0,0,0,7.904236977768518,0.10213058988172818,2.6334170942374877,-0.5020239875739685,-1.4609156841469886,-0.8824003682132029,-0.5127454048278857,-0.37234730701128815
23092,1300,10000.0,5000.0,9.210340371976184,8.517193191416238,Muenchen,Germany,river black sea,48.13,11.57,514,1.8,2,0.3,1,0.0,1,3.1135,3,0.0,1,0.5,1,0,0,8.727382904024687,0.48295746795149697,-0.3981686972339098,-0.5020239875739685,-1.4609156841469886,-0.6554914249618866,-0.16981822983744027,0.12411576900376273
23095,1300,2000.0,2000.0,7.600902459542082,7.600902459542082,Neuburg,Germany,river black sea,48.73,11.18,383,0.3,1,0.0,0,0.006,0,4.0693,0,0.0,1,0.0,0,0,0,7.904236977768518,-0.30333451822643553,-1.0768819341304914,-0.6954106598300887,-1.4571313803095394,0.5427382322735168,-0.16981822983744027,-0.37234730701128815
23105,1300,6000.0,4000.0,8.699514748210191,8.294049640102028,Noerdlingen,Germany,river black sea,48.85,10.5,430,6.8,3,1.0,2,0.1024,2,4.0724,2,-2.0,0,0.0,0,0,0,8.52692283295212,0.17259191525807083,1.8642087590880285,-0.050788418976354825,-1.3963302319878514,0.5466245180419094,-0.3984363464977372,-0.37234730701128815
23112,1300,3000.0,2000.0,8.006367567650246,7.600902459542082,Passau,Germany,river black sea,48.58,13.47,310,3.5,3,0.3,1,0.6478,1,6.0825,2,0.0,1,6.5,3,0,0,7.904236977768518,0.10213058988172818,0.3710396379155492,-0.5020239875739685,-1.0523370131636955,3.0665674287019677,-0.16981822983744027,6.081672681184373
23123,1300,12000.0,16000.0,9.392661928770137,9.680344001221918,Regensburg,Germany,river black sea,49.02,12.1,332,4.8,3,0.3,1,0.6873,1,4.5132,2,-1.0,1,3.5,3,0,0,9.772294543319328,-0.37963261454919106,0.9592577765592532,-0.5020239875739685,-1.0274236795671534,1.099229281495944,-0.2841272881675887,3.102894225094068
23139,1300,1000.0,1000.0,6.907755278982137,6.907755278982137,Straubing,Germany,river black sea,48.88,12.57,322,0.3,1,0.3,1,0.0,1,3.697,0,0.0,1,0.0,0,0,0,7.281551122584915,-0.3737958436027782,-1.0768819341304914,-0.5020239875739685,-1.4609156841469886,0.0760078478952569,-0.16981822983744027,-0.37234730701128815
2001,1400,1000.0,2000.0,6.907755278982137,7.600902459542082,Anklam,Germany,river baltic,53.85,13.68,6,2.5,3,1.0,2,3.0838,2,3.1521,1,0.0,1,0.0,0,1,0,7.390729187113451,-0.48297390813131447,-0.08143585334883845,-0.050788418976354825,0.4840903448407836,-0.6071008989425455,-0.16981822983744027,-0.37234730701128815
2009,1400,5000.0,8000.0,8.517193191416238,8.987196820661973,Greifswald,Germany,baltic + river,54.08,13.38,7,3.5,3,4.3,3,3.1307,3,3.3551,2,0.0,1,0.0,0,1,0,8.63610089748066,-0.11890770606442125,0.3710396379155492,2.076464975840967,0.5136709865035135,-0.3526118631413452,-0.16981822983744027,-0.37234730701128815
2018,1400,15000.0,12000.0,9.615805480084347,9.392661928770137,Stralsund,Germany,baltic,54.32,13.13,9,4.8,3,1.0,2,2.4845,2,3.3449,3,-1.0,1,0.0,0,1,0,9.00034877249255,0.6154567075917967,0.9592577765592532,-0.050788418976354825,0.10610146321020714,-0.36539899695992795,-0.2841272881675887,-0.37234730701128815
4015,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Guestrow,Germany,river baltic,53.8,12.17,13,2.8,3,0.0,0,3.1319,2,2.8609,1,0.0,1,0.0,0,1,0,6.7680433319298485,0.1397119470522883,0.054306794030477765,-0.6954106598300887,0.5144278472710033,-0.9721610330573701,-0.16981822983744027,-0.37234730701128815
4026,1400,1000.0,2000.0,6.907755278982137,7.600902459542082,Neubrandenburg,Germany,river baltic,53.55,13.25,18,2.8,3,0.0,0,1.9787,2,2.31,0,0.0,1,0.0,0,1,0,7.390729187113451,-0.48297390813131447,0.054306794030477765,-0.6954106598300887,-0.21291535028678218,-1.662791623317868,-0.16981822983744027,-0.37234730701128815
4037,1400,13000.0,10000.0,9.472704636443673,9.210340371976184,Rostock,Germany,baltic + river,54.08,12.12,14,2.5,3,5.0,3,3.2672,3,3.5386,3,0.0,1,1.0,1,1,0,8.836560968553226,0.6361436678904475,-0.08143585334883845,2.5277005444385803,0.5997638988054885,-0.12256881846390585,-0.16981822983744027,0.6205788450188136
4040,1400,1000.0,2000.0,6.907755278982137,7.600902459542082,Schwerin,Germany,river baltic,53.63,11.42,38,2.8,3,1.8,1,3.5394,2,3.8777,1,2.0,2,3.0,3,1,0,7.390729187113451,-0.48297390813131447,0.054306794030477765,0.46490937370663227,0.7714451495644457,0.30254069897543817,0.058799886822856674,2.6064311490790173
4051,1400,6000.0,8000.0,8.699514748210191,8.987196820661973,Wismar,Germany,baltic,53.88,11.47,13,1.0,1,4.0,3,3.1245,3,3.1768,1,0.0,1,0.0,0,1,0,8.63610089748066,0.06341385072953187,-0.76014909024542,1.8830783035848466,0.5097605392048156,-0.5761359768524486,-0.16981822983744027,-0.37234730701128815
5011,1400,2000.0,2000.0,7.600902459542082,7.600902459542082,Flensburg,Germany,baltic,54.78,9.43,26,1.8,2,0.0,0,1.9988,2,3.8451,0,13.0,2,0.0,0,1,0,7.390729187113451,0.21017327242863093,-0.3981686972339098,-0.6954106598300887,-0.2002379324313265,0.2616720163787923,1.3161995284544896,-0.37234730701128815
5019,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Husum,Germany,north sea,54.47,9.05,14,0.3,1,0.0,0,1.4099,2,3.0015,1,53.0,2,0.0,0,1,0,6.7680433319298485,0.1397119470522883,-1.0768819341304914,-0.6954106598300887,-0.5716673540769907,-0.795899168852204,5.8885618616604285,-0.37234730701128815
5023,1400,1000.0,2000.0,6.907755278982137,7.600902459542082,Kiel,Germany,baltic + river,54.33,10.13,5,3.5,3,1.0,2,2.9815,2,3.3222,0,0.0,1,0.0,0,1,0,7.390729187113451,-0.48297390813131447,0.3710396379155492,-0.050788418976354825,0.41956796441227034,-0.39385663790912606,-0.16981822983744027,-0.37234730701128815
5024,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Krempe,Germany,land north sea,53.83,9.48,6,2.5,3,0.0,0,4.4765,2,2.6857,1,0.0,1,0.0,0,1,0,6.7680433319298485,0.1397119470522883,-0.08143585334883845,-0.6954106598300887,1.3624903372434263,-1.1917988610000805,-0.16981822983744027,-0.37234730701128815
5026,1400,17000.0,15000.0,9.740968623038354,9.615805480084347,Luebeck,Germany,baltic + river,53.87,10.67,15,7.5,3,1.0,2,3.1824,2,3.5961,3,-2.0,0,0.0,0,1,0,9.200808843565117,0.5401597794732371,2.1809416029730997,-0.050788418976354825,0.5462790712362029,-0.05048448566307377,-0.3984363464977372,-0.37234730701128815
5041,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Rendsburg,Germany,river north sea,54.3,9.67,6,2.5,3,0.0,0,4.233,2,3.4939,1,0.0,1,0.0,0,1,0,6.7680433319298485,0.1397119470522883,-0.08143585334883845,-0.6954106598300887,1.2089106731736026,-0.17860655196298802,-0.16981822983744027,-0.37234730701128815
5042,1400,2000.0,3000.0,7.600902459542082,8.006367567650246,Schleswig,Germany,baltic,54.52,9.55,1,1.8,2,0.0,0,2.8043,2,4.5345,0,53.0,2,0.0,0,1,0,7.754977062125342,-0.15407460258326022,-0.3981686972339098,-0.6954106598300887,0.3078048577462631,1.1259318256465132,5.8885618616604285,-0.37234730701128815
5045,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Toenning,Germany,north sea,54.32,8.93,2,0.3,1,0.0,0,1.6563,2,3.0389,1,53.0,2,0.0,0,1,0,6.7680433319298485,0.1397119470522883,-1.0768819341304914,-0.6954106598300887,-0.4162586098190662,-0.7490130115174017,5.8885618616604285,-0.37234730701128815
6001,1400,8000.0,5000.0,8.987196820661973,8.517193191416238,Hamburg,Germany,north sea + river,53.55,9.98,3,2.8,3,4.3,3,4.1503,2,3.878,2,0.0,1,0.0,0,1,0,8.213875113369621,0.773321707292352,0.054306794030477765,2.076464975840967,1.1567503519474243,0.30291679114657316,-0.16981822983744027,-0.37234730701128815
7010,1400,5000.0,4000.0,8.517193191416238,8.294049640102028,Berlin,Germany,river north sea,52.52,13.4,35,3.5,3,3.0,3,3.6654,3,2.8012,2,5.0,3,0.0,0,1,0,8.013415042297055,0.5037781491191833,0.3710396379155492,1.2384560627311128,0.8509155301508842,-1.0470033751131909,0.4017270618133021,-0.37234730701128815
7016,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Spandau,Germany,river north sea,52.53,13.2,35,3.5,3,0.0,0,3.6658,2,4.2801,1,3.0,3,3.0,3,1,0,6.7680433319298485,0.1397119470522883,0.3710396379155492,-0.6954106598300887,0.8511678170733809,0.8070056645242208,0.17310894515300515,2.6064311490790173
7027,1400,2000.0,1000.0,7.600902459542082,6.907755278982137,Brandenburg,Germany,river north sea,52.4,12.53,29,2.823,3,1.0,2,3.6636,2,4.4866,1,3.0,3,0.0,0,1,0,6.7680433319298485,0.8328591276122337,0.06471373032955874,-0.050788418976354825,0.8497802389996495,1.0658824423219933,0.17310894515300515,-0.37234730701128815
7033,1400,2000.0,1000.0,7.600902459542082,6.907755278982137,Cottbus,Germany,river north sea,51.72,14.35,75,1.8351,2,0.0,0,1.9951,2,4.4265,0,0.0,1,0.0,0,1,0,6.7680433319298485,0.8328591276122337,-0.38228680749052985,-0.6954106598300887,-0.20257158646442022,0.9905386440379924,-0.16981822983744027,-0.37234730701128815
7045,1400,3000.0,5000.0,8.006367567650246,8.517193191416238,Frankfurt am Oder,Germany,river north sea,52.33,14.55,23,2.8,3,2.8,3,2.5995,3,4.8011,2,2.0,2,3.0,3,1,0,8.213875113369621,-0.20750754571937513,0.054306794030477765,1.109531614560366,0.17863395342798824,1.4601524017282856,0.058799886822856674,2.6064311490790173
7091,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Nauen,Germany,land north sea,52.6,12.87,35,1.8,2,0.3,1,3.1262,2,2.959,0,3.0,3,0.0,0,1,0,6.7680433319298485,0.1397119470522883,-0.3981686972339098,-0.5020239875739685,0.5108327586254263,-0.8491788930962976,0.17310894515300515,-0.37234730701128815
7093,1400,1000.0,2000.0,6.907755278982137,7.600902459542082,Neuruppin,Germany,river north sea,52.92,12.8,44,2.8,3,0.0,0,1.9869,2,2.4791,0,0.0,1,0.0,0,1,0,7.390729187113451,-0.48297390813131447,0.054306794030477765,-0.6954106598300887,-0.20774346837560115,-1.450801002854898,-0.16981822983744027,-0.37234730701128815
7102,1400,1000.0,1000.0,6.907755278982137,6.907755278982137,Potsdam,Germany,river north sea,52.4,13.07,31,1.8,2,0.0,0,3.4546,2,4.474,1,3.0,3,0.0,0,1,0,6.7680433319298485,0.1397119470522883,-0.3981686972339098,-0.6954106598300887,0.71796032199516,1.0500865711343328,0.17310894515300515,-0.37234730701128815
