city_id,comment,time_point,type_origin,type_category,legal_family,legal_family_own,unused,uncertainty,range,source
8040,1271 Laurentiuskirche,1271,5,10,,,0,0,0,"4a,b neu"
8041,"Stadtrecht 1312 vermutl. vorhanden (Districtus W. 1312), Magdeb. Recht 1369 bezeugt",1276,1,1,,,0,0,3,4a neu
8041,Stadtgründung wohl vor 1276 durch den Hz.,1276,1,0,,,0,2,0,4a neu
8041,"Stadtrecht 1312 vermutl. vorhanden (Districtus W. 1312), Magdeb. Recht 1369 bezeugt",1369,3,8,M05,,0,0,0,4a neu
8041,Syczowe (1276),1276,5,10,,,0,0,0,1 neu
8042,"Anlage der Stadt durch die Breslauer Hz. wahrscheinl. zwischen 1264 und 1266, sicher vor 1270",1264,1,0,,,0,0,1,"4a,b neu"
8042,"Seit 1324 Breslauer Stadtrecht, seit 1476 Magdeb. Recht.",1324,1,1,B11,,0,0,0,"4a,b neu"
8042,"Seit 1324 Breslauer Stadtrecht, seit 1476 Magdeb. Recht.",1476,3,8,M05,,0,0,0,"4a,b neu"
8042,1210 gen.,1210,5,10,,,0,0,0,3 neu
8043,"im Liber fundationis des Bt. Breslau um 1305 ""cives"" des zehntenden G erw.",1273,1,0,,,0,0,3,"4a,b neu"
8043,Der Zeitpunkt der Stadtgründung ist umstritten. Vermutungen schwanken zwischen 1265/70 und 1317/23. Wahrscheinl- erfolgte sie durch Hz. Heinrich III. v. Glogau (1273/74-1309) im Zusammenhang mit dem Ausbau des Städtenetzes beiderseits der Oder.,1273,1,0,,,0,0,3,"4a,b neu"
8043,1323 (möglicherweise schon 1315) erhielt G. durch Heinrich IV. v. Glogau-Sagan Crossener Recht.,1323,1,1,C03,,0,0,0,"4a,b neu"
8043,Eine späte chronikalische Überlieferung erw. für 1222 auf dem Boden von G. einen Meierhof nebst Schankstätte,1222,5,10,,,0,0,0,"3a,b neu"
8044,Wohl vor 1290 (Gründungsdatum wegen mehrerer Urkundenfälschungen unsicher) von Hz. Heinrich III. von Glogau (1273/74-1309) gegr. (…) Magdeb. Recht,1273,0,0,M05,,0,0,2,4a neu
8044,"Gora (1155, 1245)",1155,5,10,,,0,0,0,1 neu
8045,Stadterhebung um 1374,1374,1,1,,,0,0,1,4b neu
8045,Pfarrer 1311 bel.,1311,5,10,,,0,0,0,3b neu
8046,Dt. Gründungsstadt wahrscheinl. um die M. des 13. Jh.,1250,1,0,,,0,0,1,"4a,b neu"
8046,1319 Stadtrechtsverleihung durch Kg. Johann von Böhmen,1319,1,1,,,0,0,0,"4a,b neu"
8046,"Poln. Forschung vermutet slaw. Siedlung ""Bystrzyca"" des 11. Jh.",1000,5,10,,,0,0,4,3b neu
8047,17.5.1679 Stadtrecht durch Kf. Johann Georg II. v. Sachsen dem oberlausitzischen Anteil von H. verliehen.,1670,1,1,,,0,0,0,4 neu
8047,1962 zur Stadt erhoben,1962,1,1,,,0,0,0,4 neu
8047,Nach 1830 Verlust des Stadtrechts,1830,2,,,,0,0,0,4 neu
8047,"Cunz und Witche v. Kottwitz 1356 mit dem zum Wochbild Görlitz gehörenden ""halben Dorf an der Czirne"" durch Ks. Karl IV. belehnt",1356,5,10,,,0,0,0,3b neu
8048,Vermutl. vor 1240 durch den Hz. gegr. ,1240,0,0,,,0,2,0,"4a,b neu"
8048,1288 civitas,1288,1,2,,,0,0,0,4c neu
8048,Magdeb.-Breslau-Liegnitzer Recht 1333,1333,1,1,L08,,0,0,0,"4a,b neu"
8048,Hagnow (1272),1272,5,10,,,0,0,0,1 neu
8049,Als dt. Stadt mit gleichem Recht wie Sagan und Sprottau (…) im Auftrage Hz. Heinrichs III. v. Glogau durch den Lokator Otto v. Sprottau 1290 mit 86 fränk. Hufen Land (etwa 600 ha) und 4 bis 12 Freijahren neben der slaw. Siedlung gegr.,1290,1,0,S16,,0,0,0,"4a,b neu"
8049,1945 wegen der schweren Schäden Verlust des Stadtrechts,1945,2,,,,0,0,0,"4a,b neu"
8049,Hernstat (1290),1290,5,10,,,0,0,0,1 neu
8050,Verleihung des Stadtrechts 1.1.1922,1922,1,1,,,0,0,0,4a neu
8050,um 1305 im Liber fundationis des Bt. Breslau als im Aufbau befindl. Dorf bel.,1305,5,10,,,0,0,1,3b neu
8051,"Anlage durch Hz. Boleslaus II. (1242-78) vielleicht schon bald nach M. 13. Jh., erster indirekter Hinweis auf das Bestehen der Stadt H. möglicherweise in der Stiftungsurk. für ein Augustinerkloster in Warmbrunn von 1271  (…) Löwenberger Recht.",1250,1,0,L09,,0,0,2,"4a,b neu"
8051,In der poln. Forschung wurde hieraus auf eine Stadtgründung durch den poln. Kg. Bleslaw Krzywousty im Jahre 1108 geschlossen,1108,5,10,,,0,0,0,3b neu
8052,"Dt. Plananlage, wahrscheinl. vor […] vor 1289 nach dt. Recht durch den Hz. angelegt. (…) Die Nennung des Weichbilds sowie der Ortsname auf ""-berg"" (1307) legen städt. Charakter nahe.",1289,0,0,,,0,2,0,"4a,b neu"
8052,1409 verlieh König Wenzel Friedeberg das Stadtrecht,1409,1,1,,,0,0,0,wiki
8052,1975 Verlust des Stadtrechts,1975,2,,,,0,0,0,"4a,b neu"
8052,Pfarrkirche als Dorfkirche von Schweinz anscheinend vor 1289 (Pfarrer erw.) entstanden.,1289,5,10,,,0,0,0,3b neu
8053,Burgherr Heinrich von der Duba gewährt 1423 Stadtrecht und freie Ratskür,1423,1,1,,,0,0,0,"4a,c neu"
8053,1268 erstmalig erw.,1268,5,10,,,0,0,0,3b neu
8054,Wahrscheinl. […] schon 1242 Stadt. (…) Magdeb. Recht.,1242,0,3,M05,,0,2,0,"4a,b neu"
8054,Wahrscheinl. […] schon 1242 Stadt.,1242,5,10,,,0,0,0,"4a,b neu"
8055,Ein Teil des Dorfes wurde von ihm 1663 zur Stadt erklärt,1663,1,1,,,0,0,0,"4a,b neu"
8055,1928 Verlust des Stadtstatus,1928,2,,,,0,0,0,"4a,b neu"
8055,Dorf Dresky seit 1405 urkundl. nachweisbar,1405,5,10,,,0,0,0,3b neu
8056,Stadt 1298 an Stelle der antiqua civitas Furstinowe (Fürstenau) und des früheren Marktes von Strose von Hz. Bolko I. v. Fürstenberg (-Jauer) angelegt. Schweidnitzer Recht.,1298,0,0,S17,,0,0,0,"4a,b neu"
8056,Kant (1298),1298,5,10,,,0,0,0,1 neu
8057,"Nach 1740 bis 1843 gehörte K. zur Gruppe der ""unakzisbaren Städte oder Marktflecken"".",1740,1,6,,,0,0,0,"4a,b neu"
8057,"Nach 1740 bis 1843 gehörte K. zur Gruppe der ""unakzisbaren Städte oder Marktflecken"".",1843,2,,,,0,0,0,"4a,b neu"
8057,Czachowitz (1336),1336,5,10,,,0,0,0,1 neu
8058,Stadtgründung bzw. Ausbau zur Stadt vermutl. vor 1281,1281,0,0,,,0,2,0,"4a,b neu"
8058,1321 Stadtrechtsverleihung,1321,1,1,,,0,0,0,"4a,b neu"
8058,Keytser (1267),1267,5,10,,,0,0,0,1 neu
8059,"Jahr der Stadtgründung unbekannt.1383, 1460 und 1472 Kieferstädteler Land gen. 1506 Stadt",1472,0,4,,,0,0,3,"4a,b neu"
8059,Nach 1742 Marktflecken.,1742,2,,,,0,0,0,"4a,b neu"
8059,nach 1945 Entzug der Stadtrechte,1945,2,,,,0,0,0,"4a,b neu"
8059,1853 erneute Stadtrechtsverleihung,1853,3,7,,,0,0,0,"4a,b neu"
8059,"um 1300 als ""Superiror Sossnessowitz"" gen.",1300,5,10,,,0,0,1,3b neu
8060,"Vermutl. in der 2. H. des 13. Jh. angelegt, 1327 erstmals urkundl. erw. Stadtcharakter nicht ausgebildet, Verlust der Stadtrechte nach 1742",1742,2,,,,0,2,0,"4a,b neu"
8060,"Vermutl. in der 2. H. des 13. Jh. angelegt, 1327 erstmals urkundl. erw. Stadtcharakter nicht ausgebildet, Verlust der Stadtrechte nach 1742",1742,2,,,,0,0,0,"4a,b neu"
8060,Strelci in Gola (um 1246),1246,5,10,,,0,0,0,1 neu
8061,"Stadtrecht vor 1300, sicher belegt 1322",1300,1,1,,,0,2,0,"4a,b neu"
8061,Nach 1945 Verlust des Stadtrechts.,1945,2,,,,0,0,0,"4a,b neu"
8061,1418 Magdeb. Recht wie Glogau und Gurau erneuert,1418,3,8,M05,,0,0,0,"4a,b neu"
8061,Hobena (1238),1238,5,10,,,0,0,0,1 neu
8062,Hz. Heinrich III. v. Breslau (1248-66) beauftragte 1261 einen Unternehmer Kunzo […] mit der Anlegung einer Stadt auf seinen Gütern im ehem. Grenzwald gegenüber dem Oppelner Land und verlieh der Siedlung das Neumarkter Stadtrecht und 100 Hufen Land.,1261,1,0,N06,,0,0,0,"4a,b neu"
8062,Furstental (1261),1261,5,10,,,0,0,0,1 neu
8063,1706 Stadtrechtsverleihung für einen Teil von K. durch Joseph I.,1706,1,1,,,0,0,0,"4a,b neu"
8063,Dorf K. vermutl. im 13. Jh. durch die v. Zabeltitz gegr.,1200,5,10,,,0,0,4,3b neu
8064,"Um 1250 durch das Vinzenzstift gegr.; wahrscheinl. Neumarkter Recht, aber Stadtcharakter wohl nicht voll entwickelt",1250,1,0,N06,,0,0,1,4a neu
8064,Nach 1742 gilt K. als Markt,1742,1,4,,,0,0,0,4a neu
8064,1149 und 1193 urkundl. erw.,1149,5,10,,,0,0,0,3b neu
8065,Anlage durch Katharina v. Stosch 1703,1703,1,0,,,0,0,0,4a neu
8065,1713 wurde das Städtel K. privilegiert und erhielt Wochen- und Jahrmarktgerechtigkeit,1713,1,4,,,0,0,0,4a neu
8065,Nach 1742 zu den Marktflecken gezählt,1742,2,,,,0,0,0,4a neu
8065,"1894 wurden das Dorf Klein-K., Städtel K. und der Gutsbez. K. zur Stadt K. vereinigt",1894,3,9,,,0,0,0,4a neu
8065,Koczina (1311),1311,5,10,,,0,0,0,1 neu
8066,"1265 Umsetzung eines Teils von Cranewicz zu Leobschützer Recht durch Herbord v. Füllstein, Truchseß Bf. Brunos v. Olmütz",1265,1,1,L11,,0,0,0,"4a,b neu"
8066,2. H. 18. Jh. ledigl. Marktflecken.,1750,2,,,,0,0,3,"4a,b neu"
8066,"1265 Umsetzung eines Teils von Cranewicz zu Leobschützer Recht durch Herbord v. Füllstein, Truchseß Bf. Brunos v. Olmütz",1265,5,10,,,0,0,0,"4a,b neu"
8067,"Neumarkter Stadtrecht vor 1294 durch Hz. Boleslaus I. v. Oppeln verliehen, Vogt und Bürger bel. Stadtgründung wohl zwischen 1289 und 1294",1289,1,0,N06,,0,0,0,"4a,b neu"
8067,Neumarkter Stadtrecht vor 1294 durch Hz. Boleslaus I. v. Oppeln verliehen,1294,5,10,,,0,0,0,"4a,b neu"
8068,"Die Hz. Heinrich und Wladislaus v. Schlesien gestatteten 1253 den Kreuzherren zu Breslau, eine Stadt und einen Marktplatz nach dt. Recht anzulegen.",1253,1,4,,,0,0,0,"4a,b neu"
8068,Vielleicht seit 1426 Magdeb. Recht,1426,1,1,M05,,0,0,0,"4a,b neu"
8068,Landgebiet am oberen Stober im Grenzbereich zu Polen wohl schon bald nach 1242 (Neugründung Breslaus) durch den Spitalorden der Kreuzherren mit dem Roten Stern erschlossen.,1242,5,10,,,0,0,0,3b neu
8069,Kg. Ludwig v. Ungarn und Böhmen verlieh 1519 auf Antrag des Grunderrn Hans Dypolt v. Burghaus an K. Stadt- und Bergrecht.,1519,1,1,B01,,0,0,0,"4a,b neu"
8069,1945 Verlust des Stadtrechts,1945,2,,,,0,0,0,"4a,b neu"
8069,Cuprifodina (1311),1311,5,10,,,0,0,0,1 neu
8070,Magdeburg-Löwenberger Recht vor 1261.,1242,1,1,M05,,0,0,2,"4a,b neu"
8070,"Durch dt. Neusiedler im Tal angelegt, wohl unter Boleslaus II. v. Liegnitz (1242-78), evtl. noch 1. H. 13. Jh.",1242,1,0,,,0,0,2,"4a,b neu"
8070,Valan (1155),1155,5,10,,,0,0,0,1 neu
8071,"""Auf der Aue von Thalheim"" entstand zwischen 1270-90 am Knie der Biele als Mittelpunkt für die beiden verschiedenen Hälften des Bieletales die Stadt L. Erste urkundl. Erw. 1325. Magdeburg-Glatzer Recht.",1270,1,4,M05,,0,0,2,"4a,b neu"
8071,"""Auf der Aue von Thalheim"" entstand zwischen 1270-90 am Knie der Biele als Mittelpunkt für die beiden verschiedenen Hälften des Bieletales die Stadt L. Erste urkundl. Erw. 1325. Magdeburg-Glatzer Recht.",1270,5,10,,,0,0,2,"4a,b neu"
8072,"1249 gestattete Hz. Boleslaus II. (v. Liegnitz) den Grüssauer Benediktinern, die villa forensis L. zu dt. Recht auszusetzen.",1249,1,1,,,0,0,0,"4a,b neu"
8072,1242 Gründung des Klosters Grüssau im schles.-böhm. Grenzwald s. von L.,1242,5,10,,,0,0,0,"3a,b neu"
8073,"Begründer, Gründungsjahr […] und Art des Stadtrechtes unbekannt, wahrscheinl. vor […] 1274",1274,0,0,,,0,2,0,"4a,b neu"
8073,Landesbergh (1274),1274,5,10,,,0,0,0,1 neu
8074,"Nach mehreren erfolglos gebliebenen Bemühungen (1874. 1890, 1892, 1904) um die Verleihung der Stadtrechte konnte L. am 1.5.1924 die Städteordnung annehmen.",1924,1,1,,,0,0,0,"4a,b neu"
8074,Bela (1288),1288,5,10,,,0,0,0,1 neu
8075,"Vermutl. auf Veranlassung des Landesherrn 1220-30, jedenfalls vor 1250, von dt. Neusiedlern als Mittelpunkt für die zuvor angelegten Waldhufendörfer. als […] fester Grenzort der Oberlausitz gegen Schlesien (Queis Landesgrenze bis 1815) und als Straßenort an der hohen Straße entstanden.",1220,1,0,,,0,0,2,"4a,b neu"
8075,Magdeb. Recht 1268 bel.,1268,1,1,M05,,0,2,0,"4a,b neu"
8075,"Der Siedlungsname ging vermutl. auf das mit anderen Waldhufendörfern um 1200 im NW angelegte, wohl ebenfalls befestigte Dorf Alt-L. […] über.",1200,5,10,,,0,0,0,"3a,b neu"
8076,"Entgegen der früheren Annahme einer Stadtrechtsverleihung auf Betreiben der Gröbniger Johanniter durch Hz. Wladimir v. Olmütz 1187 ist von einer Stadtgründung neben dem mähr. Ort durch Kg. Ottokar I. v. Böhmen (gest. 1230) auszugehen.; Ottokar I. Přemysl (* um 1155 in Königstädtel (?); † 15. Dezember 1230), Sohn von Vladislav II. und Judith von Thüringen, war König von Böhmen aus der Dynastie der Přemysliden. Er setzte die Erhebung seines Landes zum erblichen Königreich durch.",1187,1,1,,L11,0,0,3,wiki
8076,Aufhebung des L.er Rechtes 1626 durch Ernennung Jägerndorfs zum Oberhof,1626,2,,,L11,0,0,0,"4a,b neu"
8076,Zusätzl. Magdeb. Recht seit 14.-15. Jh. ,1300,3,8,M05,L11,0,0,5,"4a,b neu"
8076,"L. als Mittelpunkt eines ländl. Siedlungsbez. schon in mähr. Zeit vermutl. […] Markt- und Kirchort, daneben seit etwa 1220 dt. Stadtsiedlung",1220,5,10,,,0,0,1,3b neu
8077,Die Urk. von 1217 (…) spricht für eine Anlage vor diesem Zeitpunkt,1217,0,4,,,0,2,0,"4a,b neu"
8077,"1382 bereits Stadt, da in diesem Jahre Stadtvogtei erw.",1382,0,3,,,0,2,0,4
8077,Als forum 1217 erw.,1217,5,10,,,0,0,0,3
8078,Hz. Boleslaus II. v. Liegnitz (1242/8-78) gestattete dem Kloster L. den Gebrauch des dt. Rechts nach dem Muster der Stadt Neumarkt,1242,1,1,N06,,0,0,3,4a neu
8078,"Nach 1742, endgültig 1844 Verlust des Stadtrechts.",1844,2,,,,0,0,0,4a neu
8078,erste Mönche evtl. seit 1163,1163,5,10,,,0,0,0,3b neu
8079,"Vernutl. unter Johann von […] Böhmen vor 1335 […] oder erst unter Georg Podiebrad 2. H. 15. Jh. Stadtrechte.; Johann von Luxemburg (tschechisch Jan Lucemburský, luxemburgisch Jang de Blannen, französisch Jean de Luxembourg, Jean l’Aveugle; * 10. August 1296 in Luxemburg; † 26. August 1346 in Crécy), auch Johann von Böhmen, später Johannes der Blinde genannt, war König von Böhmen 1311–1346, Markgraf von Mähren, Graf von Luxemburg und Titularkönig von Polen 1311–1335.",1311,1,1,,,0,0,2,wiki
8079,Nach 1945 Verlust des Stadtrechts.,1945,2,,,,0,0,0,4a neu
8079,Erste Erw. 1340,1340,5,10,,,0,0,0,3b neu
8080,"Gründung E. 13. Jh. wohl durch Hz. Bolko I. v. Löwenberg-Jauer. Magdeburger, später Löwenberger Stadtrecht.",1275,1,0,M05,,0,0,2,"4a,b neu"
8080,"Gründung E. 13. Jh. wohl durch Hz. Bolko I. v. Löwenberg-Jauer. Magdeburger, später Löwenberger Stadtrecht.",1275,1,1,L09,,0,1,0,"4a,b neu"
8080,Zwischen 1242 und 1256 schenkten Hz. Anna und Hz. Boleslaus II (v. Liegnitz) den aus Opatowitz in Böhmen herbeigerufenen Benediktinern umfangreiche Ländereien zur Aussetzung nach dt. Recht als Ausstattung für das zu gründende Kloster Grüssau,1242,5,10,,,0,0,2,"3a,b neu"
8081,Ausbau dues Klosterdorfes zur Stadt durch das Benediktinerinnenstift L. […] wohl vor 1350. Magdeb.-Löwenberger Recht.,1350,0,0,L09,,0,2,0,"4a,b neu"
8081,Adelssitz des Geschlechts v. Liebenthal (Dieses seit 1251 erw.),1251,5,10,,,0,0,0,3b neu
8082,"Hz. Boleslaus II. verlieh einige Zeit nach der Schlacht bei Wahlstatt (1241) Magdeb. Recht; seit 1293 in der Art gültig, wie es Breslau besaß. Als Gründungsjahr gilt 1242, doch ist der Zeitraum 1242-55 kaum näher einzugrenzen.",1242,1,1,M05,L08,0,0,2,"4a,b neu"
8082,Legnice (1149),1149,5,10,,,0,0,0,1 neu
8083,"1257 als Sitz eines Walterus monetarius gen. Erster Versuch der Stadtgründung […] evtl. misslungen. 1284 als Stadt des Gf. ""Boghus de Pogrel"" bel. 1333 […] Verleihung wahrscheinl. des Brieger Stadtrechtes.",1257,0,4,B13,,0,0,3,"4a,b neu"
8083,Lewin (1257),1257,5,10,,,0,0,0,1 neu
8084,"Wahrscheinl. 1217 von Hz. Heinrich I., dem Bärtigen, den Vögten Thomas und Hartlieb zur Aussetzung zu dt. Recht übergegeben. (…) Fränk., später Magdeb. Recht",1217,1,1,F03,L09,0,0,0,"4a,b neu"
8084,"Wahrscheinl. 1217 von Hz. Heinrich I., dem Bärtigen, den Vögten Thomas und Hartlieb zur Aussetzung zu dt. Recht übergegeben. (…) Fränk., später Magdeb. Recht",1217,3,8,M05,L09,0,1,0,"4a,b neu"
8084,Im Zuge des Landesausbaus unter Hz. Heinrich I. v. Breslau (1201-38) Edelerzabbau,1201,5,10,,,0,0,3,3b neu
8085,Vermutl. vor 1238 durch Hz. Heinrich I. im Zuge der Aufsiedlung des Vorgebirgslandes gegr. Im Heinrichauer Gründungsbuch (um 1270) erscheint L. 1244 bereits als Stadt,1238,1,0,,,0,0,2,"4a,b neu"
8085,"L. sank zum Dord ""Antiquum Lewnstein"" (1288) ab.",1288,2,,,,0,0,0,"4a,b neu"
8085,Lewenstein (1262),1262,5,10,,,0,0,0,1 neu
8086,"Die dt. Stadt wohl erst nach M. 13. Jh., wahrscheinl. kurz vor 1295, vom Hz. begr. (…) Magdeb. Recht",1295,1,0,M05,,0,0,1,"4a,b neu"
8086,Lubin (um 1230),1230,5,10,,,0,0,1,1 neu
8087,wahrscheinl. aber zwischen 1319 und 1329 durch bzw. unter Hz. Heinrich I. v. Jauer gegr.,1319,1,0,,,0,0,2,"4a,b neu"
8087,1945 Verlust des Stadtrechts,1945,2,,,,0,0,0,"4a,b neu"
8087,1962 wieder Stadt,1962,3,7,,,0,0,0,"4a,b neu"
8087,castrum Lesne (1144),1144,5,10,,,0,0,0,1 neu
8088,wurde vor 1286 (?) durch den Landesherrn gegr.,1286,0,0,,,0,2,0,"4a,b neu"
8088,B. wurde früh mediatisiert und verlor seinen Stadtcharakter; Der Reichsdeputationshauptschluss (eigentlich Hauptschluss der außerordentlichen Reichsdeputation) war die Grundlage für das letzte bedeutende Gesetz des Heiligen Römischen Reiches. Die außerordentliche Reichsdeputation verabschiedete den Hauptschluss auf ihrer 46. Sitzung am 25. Februar 1803.,1803,2,,,,0,1,0,wiki
8088,"""Bogdanus de Boriow"" dürfte der älteste bekannte Vertreter eines Adelsgeschlechts sein, das in B. seinen befestigten Sitz hatte, und sich nach dem Prt benannte; er erhielt von Hz. Wladislaus II. v. Krakau u. Schlesien (1138-1159) das w. an B. anschließende Dorf ""Lanca"" (später Schönfeld).",1138,5,10,,,0,0,2,3b neu
8089,"Gründung durch das Breslauer Domkapitel. Erstbeleg vor 1312, doch schon um 1300 dt. Stadtrecht anzunehmen.",1300,1,1,,,0,0,1,"4a,b neu"
8089,Miliche (1136),1136,5,10,,,0,0,0,1 neu
8090,Gründung vermutl. im Zuge der intensivierten dt. Besiedlung unter Kg. Ottokar II. v. Böhmen (1253-1278).; 1294 civitas,1253,1,0,,,0,0,3,"4a,b neu, 4c neu"
8090,Gründung vermutl. im Zuge der intensivierten dt. Besiedlung unter Kg. Ottokar II. v. Böhmen (1253-1278).; 1294 civitas,1253,1,0,,,0,0,2,"4a,b neu, 4c neu"
8090,Bau einer Burg wohl unter Hz. Bretislav I. (†1055); Břetislav I. (* um 1005; † 10. Januar 1055 in Chrudim) war ab 1035 Herzog von Böhmen aus dem Geschlecht der Přemysliden.,1035,5,10,,,0,0,2,wiki
8091,Neben dem niedergebrannten Sambice zwischen 1241 und 1253 […] zu dt. Recht ausgesetzt.,1241,1,1,,,0,0,2,"4a,b neu"
8091,Slaw. Dorf Sambice am rechten Ohleufer […] 1241 vermutlich wie das nahe Kloster Heinrichau von den Mongolen zerstört,1241,5,10,,,0,0,0,3b neu
8092,"1452 Priv. Wenzels II. v. Biberstein, dadurch städt. Rechte beurkundet und erweitert.",1452,1,1,,,0,0,0,"4a,b neu"
8092,Kirchl. Mittelpunkt vor 1200,1200,5,10,,,0,0,0,3b neu
8093,"Dt. Stadtgründung durch den Hz. v. Breslau vermutl. zwischen 1249 und 1270, da in diesem Gebiet auch Konstadt (1261) und Bernstadt (vor 1266) ausgesetzt wurden (…) Magdeb. Recht",1249,1,0,M05,,0,0,2,"4a,b neu"
8093,Namizlov (1233),1233,5,10,,,0,0,0,1 neu
8094,Dtrechtl. Umsetzung des Marktes vielleicht vor 1263. (…) Magdeb. Recht.,1263,0,4,M05,,0,2,0,"4a,b neu"
8094,Verlust des Stadtrechts 1945.,1945,2,,,,0,0,0,"4a,b neu"
8094,als Kastellanei 1202 gen.,1202,5,10,,,0,0,0,"3a,b neu"
8095,"Die angebl. Gründungsurk. für N. von 1233 ist zwar verfälscht, könnte aber das Gründungsjahr richtig wiedergeben.",1233,1,0,,,0,0,0,"4a,b neu"
8095,1271 als Stadt bel.,1271,1,3,,,0,2,0,"4a,b neu"
8095,Beginn der Besiedlung des Grenzwaldgebietes wohl unter Hz. Heinrich I. (1201-38),1201,5,10,,,0,0,3,3 neu
8096,Gründung wahrscheinl. um 1215 (…) Fläm. Recht.; 1245 civitas,1215,1,1,,N07,0,0,3,"4a,b neu, 4c neu"
8096,Gründung wahrscheinl. um 1215 (…) Fläm. Recht.; 1245 civitas,1215,1,0,,N07,0,0,1,"4a,b neu, 4c neu"
8096,Niza (1223),1223,5,10,,,0,0,0,1 neu
8097,"Vor […] 1223, vielleicht schon während der ersten Regierungsjahre Hz. Heinrichs (1201-1238) als dt. Stadt gegr.",1201,1,0,,,0,0,2,"4a,b neu"
8097,1235 Mitt. des Halleschen (d.i. dem Magdeb. nachgebildeten) Rechts.,1235,1,1,,N06,0,0,0,"4a,b neu"
8097,Novum Forum (1223),1223,5,10,,,0,0,0,1 neu
8098,Hz. Heinrich Wenzel v. Oels-Bernstadt erhob N. 1637 zur Stadt und vergrößerte Ort und Gemarkung.,1637,1,1,,,0,0,0,4 neu
8098,Mechobocz (1340),1340,5,10,,,0,0,0,1 neu
8099,Stadtgründung offenbar vor 1336 (…) 1434 Erneuerung des seit Aussetzung der Stadt bestehenden Stadtrechtes durch die Herrsch.,1336,0,0,,,0,2,0,"4a,b neu"
8099,Stadtgründung offenbar vor 1336,1336,5,10,,,0,0,0,"4a,b neu"
8100,Die Salzfaktorei N. wurde unter Friedrich d. Gr. 1743 kgl. Immediatstadt,1743,1,1,,,0,0,0,"4a,b neu"
8100,"1563 wurde auf Vorschlag der schles. Kammer zu Breslau die Seesalzsiederei ""Zum Neuen Saltze"" an der Stelle der heutigen Altstadt errichtet",1563,5,10,,,0,0,0,3b neu
8101,"Wahrscheinl. durch Heinrich v. Rosenberg, den Sohn des Gründers der Burg Wogendrossel, […] vor seiner Burg nach 1262 um 1279 als Zentrum des Siedlungsgebietes mit dt. Stadtrecht angelegt. Civitas vor 1302. Magdeb. Recht.",1279,1,1,M05,,0,0,1,"4a,c neu"
8101,"Burg Wogendrossel oder Wogenrüssel, auch Heidenturm gen., als Stützpunkt des von Nordmähren aus erfolgenden Landesausbaus wohl durch den südböhm. Witigonen Wok v. Rosenberg (Oberstmarschall von Böhmen) vor 1262 angelegt.",1262,5,10,,,0,0,0,3b neu
8102,Wahrscheinl. um 1280 gleichzeitig mit dem auf der W-Seite der Weißfurt gelegenen einzeiligen Waldhufendorf Lindau durch den Hz. auf der Flur von Pelechouich angelegt.,1280,1,0,,,0,0,1,"4a,b neu"
8102,"Verlust des Stadtrechts nach dem 1. Weltkrieg, nach 1945 erneut Stadt",1918,2,,,,0,0,0,"4a,b neu"
8102,"Verlust des Stadtrechts nach dem 1. Weltkrieg, nach 1945 erneut Stadt",1945,3,7,,,0,0,0,"4a,b neu"
8102,Dörfl. Siedlung durch bis ins 11. Jh. zurückreichende Funde im Gebiet des Dorfes Lindau bel.,1000,5,10,,,0,0,4,"3a,b neu"
8103,Stadtrecht am 28.8.1935,1935,1,1,,,0,0,0,4a neu
8103,"Am 1.4.. 1929 Zusammenlegung von Niesky, Ödernitz, Neuhof und Neu-Särichen zu einer Gem. (…) Ödernitz (Odrenitz) 1239 von Kg. Wenzel v. Böhmen mit anderen Ortschaften dem Kloster Marienthal geschenkt",1239,5,10,,,0,0,0,3b neu
8104,Zur Förderung des Bergbaus wurden N. um 1345 Stadtrecht und Bergfreiheiten nach Goldberger Vorbild durch die Hz. Wenzel I. und Ludwig I. v. Liegnitz und Brieg verliehen. ,1345,1,1,B01,,0,0,1,"4a,b neu"
8104,Verlust des Stadtrechts vermutl. vor 1622. ,1622,2,,,,0,2,0,"4a,b neu"
8104,Pfarrer von Nikolai villa 1315 erw.,1315,5,10,,,0,0,0,3b neu
8105,Entwicklung der dt. Stadt im 13. Jh. im Beringe der Burgsiedlung auf dem Gelände der altpoln. urbs nach Gründung und Anlage einer Herzogsburg. Als Stadt durch Nennung von Vogt und Pfarrer 1282 bel.; Neumarkter Stadtrecht,1200,1,0,N06,,0,0,4,"4a,b neu"
8105,Siedlungsspuren aus der jüngeren Bronzezeit (um 1200 v. Chr.),-1200,5,10,,,0,0,1,"3a,b neu"
8106,Stadt wohl erhebl. vor erster gesicherter Erw. 1285,1285,0,3,,,0,2,0,"4a,b neu"
8106,Magdeb. Stadtrecht 1373 in O. erw.,1373,1,1,M05,,0,2,0,"4a,b neu"
8106,Vorgängersiedlung Glöglichen 1076 als Vorort einer Kastellaneiburg erw.(?),1076,5,10,,,0,0,0,3b neu
8107,Am 22.2.1255 ließ Hz. Heinrich III. […] v. Breslau seine civitas Olesnicz zu dt. (Neumarkter) Recht aussetzen,1255,1,1,N06,,0,0,0,"4a,b neu"
8107,Die älteste sichere Erw. ist eine Urk. Heinrichs I. von 1230,1230,5,10,,,0,0,0,3b neu
