city_id,comment,time_point,type_conflict,type_detail,warlabel,overreported,uncertainty,range,ThirtyYW_leader,ThirtyYW_conflict_party,ThirtyYW_territory,ThirtyYW_country,source
7022,1675 - Kriegsdrangsale,1675,1,f1,0,0,0,0,,,,,"10, 11"
7022,30jK - Kriegsdrangsale,1618,1,f1,2,0,0,3,,,,,"10, 11"
7022,Kriegsdrangsale durch Hussiten,1419,1,f1,11,0,0,2,,,,,"10, 11"
7022,Starke Belastungen im 30jK,1618,1,b6,2,0,0,3,,,,,"10, 11"
7025,1656 zweimal von Schweden ausgepluendert,1656,3,b3,0,0,0,0,,,,,"10, 11"
7025,1656 zweimal von Schweden ausgepluendert,1656,3,b3,0,0,0,0,,,,,"10, 11"
7027,1414 Eroberung der Quitzow-Burg Plaue,1414,1,e2,0,0,0,0,,,,,"10, 11"
7027,1420 Plaue und Altstadt geschaedigt,1420,2,ab1,0,0,0,0,,,,,"10, 11"
7027,Schwere Schaeden in den Stadten im 30jK,1618,2,ab1,2,0,0,3,,,,,"10, 11"
7027,"Seit 1626 Pluenderungen, Zerstoerungen, Kontributionen",1626,2,a1,2,0,0,0,0,0,0,0,"10, 11"
7027,"Seit 1626 Pluenderungen, Zerstoerungen, Kontributionen",1626,3,b3,2,0,0,0,0,0,0,0,"10, 11"
7027,"Seit 1626 Pluenderungen, Zerstoerungen, Kontributionen",1626,3,b1,2,0,0,0,0,0,0,0,"10, 11"
7028,1706/07 schwed. Einquartierung,1706,3,c1,0,0,0,0,,,,,"10, 11"
7028,Zerstoerungen im Schmalkaldischen Krieg und im 30jK,1546,2,a1,23,0,0,0,,,,,"10, 11"
7028,Zerstoerungen im Schmalkaldischen Krieg und im 30jK,1618,2,a1,2,0,0,3,,,,,"10, 11"
7029,Starke Zerstoerungen im 30jK,1618,2,a1,2,0,0,3,,,,,"10, 11"
7030,1432 Hussiteneinfall,1432,1,e1,0,0,0,0,,,,,"10, 11"
7030,1637 von Schweden gepluendert,1637,3,b3,2,0,0,0,28,2,21,7,"10, 11"
7030,1641 Weinberge wuest,1641,2,a1,2,0,0,0,0,0,0,0,"10, 11"
7030,Im 30jK oekonomische Belastungen,1618,3,b7,2,0,0,3,,,,,"10, 11"
7030,In Napoleonischen Kriegen Besetzung durch Franzosen; Truppendurchzuege; Kontributionen und andere Lasten von 15.685 Tl.,1800,3,cd1,15,0,0,2,,,,,"10, 11"
7030,In Napoleonischen Kriegen Besetzung durch Franzosen; Truppendurchzuege; Kontributionen und andere Lasten von 15.685 Tl.,1800,3,d1,15,0,0,2,,,,,"10, 11"
7030,In Napoleonischen Kriegen Besetzung durch Franzosen; Truppendurchzuege; Kontributionen und andere Lasten von 15.685 Tl.,1800,3,b1,15,0,0,2,,,,,"10, 11"
7030,In Napoleonischen Kriegen Besetzung durch Franzosen; Truppendurchzuege; Kontributionen und andere Lasten von 15.685 Tl.,1800,3,b6,15,0,0,2,,,,,"10, 11"
7031,1429 C musste sich mit 80 Schock (5 Dutzend = 60) Groschen von den Hussiten loskaufen,1429,3,b5,0,0,0,0,,,,,"10, 11"
7031,1547 Pluenderung durch span. Truppen,1547,3,b3,0,0,0,0,,,,,"10, 11"
7031,Einzug Wallensteins 1620 und 1627,1620,3,e4,2,0,0,0,15,1,29,3,"10, 11"
7031,Einzug Wallensteins 1620 und 1627,1627,3,e4,2,0,0,0,15,1,29,3,"10, 11"
7031,Im 7jK 63.022 Tl. Kontributionen,1756,3,b1,3,0,0,2,,,,,"10, 11"
7031,Kriegssteuern im 30jK (2.877 Tl.),1618,3,b8,2,0,0,3,,,,,"10, 11"
7034,1343 durch polen erobert (?) --> In der Angabe,1343,1,e2,0,0,0,0,,,,,"10, 11"
7034,1476-78 - 3 mal von Hz. Hans berannt,1476,1,e9,0,0,0,0,,,,,"10, 11"
7034,1476-78 - 3 mal von Hz. Hans berannt,1476,1,e9,0,0,0,0,,,,,"10, 11"
7034,1476-78 - 3 mal von Hz. Hans berannt,1476,1,e9,0,0,0,0,,,,,"10, 11"
7034,30jK - viel umkaempft; schwere Leiden,1618,1,f1,2,0,0,3,,,,,"10, 11"
7034,7jK - schwere Leiden,1756,1,f1,3,0,0,2,,,,,"10, 11"
7035,"1406 Schloss zurueckerobert durch Erzbf. - zuvor setzten sich die Ritter von Isenburg, nach dem Erloeschen  der Ritter von Dahme, in Besitz von D.",1406,1,e2,0,0,0,0,,,,,"10, 11"
7035,1429 Brand und Zerstoerung durch Hussiten,1429,2,a3,0,0,0,0,,,,,"10, 11"
7035,1429 Brand und Zerstoerung durch Hussiten,1429,2,a1,0,0,0,0,,,,,"10, 11"
7035,1457 Belagerung und Einnahme durch Georg Podiebrad,1457,1,e2,0,0,0,0,,,,,"10, 11"
7035,1457 Belagerung und Einnahme durch Georg Podiebrad,1457,3,d2,0,0,0,0,,,,,"10, 11"
7035,"Im 30jK Pluenderungen, Zerstoerungen, Kontributionen, Einquartierung",1618,2,b3,2,0,0,3,,,,,"10, 11"
7035,"Im 30jK Pluenderungen, Zerstoerungen, Kontributionen, Einquartierung",1618,3,a1,2,0,0,3,,,,,"10, 11"
7035,"Im 30jK Pluenderungen, Zerstoerungen, Kontributionen, Einquartierung",1618,3,b1,2,0,0,3,,,,,"10, 11"
7035,"Im 30jK Pluenderungen, Zerstoerungen, Kontributionen, Einquartierung",1618,3,c1,2,0,0,3,,,,,"10, 11"
7035,Im 7jK preusz Einquartierung und Brandschatzung,1756,3,c1,3,0,0,2,,,,,"10, 11"
7035,Im 7jK preusz Einquartierung und Brandschatzung,1756,3,b4,3,0,0,2,,,,,"10, 11"
7035,Wallensteins Quartier 1626 und 1627,1626,3,c1,2,0,0,0,15,1,29,3,"10, 11"
7035,Wallensteins Quartier 1626 und 1627,1627,3,c1,2,0,0,0,15,1,29,3,"10, 11"
7036,30jK - schwere Drangsale,1618,1,f1,2,0,0,3,,,,,"10, 11"
7036,7jK - schwere Drangsale,1756,1,f1,3,0,0,2,,,,,"10, 11"
7036,"Einquartierungen und Durchzuege 1699, 1703",1699,3,c1,0,1,0,0,,,,,"10, 11"
7036,"Einquartierungen und Durchzuege 1699, 1703",1699,3,d1,0,1,0,0,,,,,"10, 11"
7036,"Einquartierungen und Durchzuege 1699, 1703",1703,3,c1,0,1,0,0,,,,,"10, 11"
7036,"Einquartierungen und Durchzuege 1699, 1703",1703,3,d1,0,1,0,0,,,,,"10, 11"
7036,Nord. Krieg -schwere Drangsale,1674,1,f1,0,0,0,2,,,,,"10, 11"
7036,Starke Zerstoerungen im 30jK,1618,2,a1,2,0,0,3,,,,,"10, 11"
7037,"1399, dann 1401 und 1408 Belagerung der Wasserburg",1399,3,d2,0,0,0,0,,,,,"10, 11"
7037,"1399, dann 1401 und 1408 Belagerung der Wasserburg",1401,3,d2,0,0,0,0,,,,,"10, 11"
7037,"1399, dann 1401 und 1408 Belagerung der Wasserburg",1408,3,d2,0,0,0,0,,,,,"10, 11"
7037,1429 fuer 20 Schock von Belagerern freigekauft,1429,3,b5,0,0,0,0,,,,,"10, 11"
7037,1429 fuer 20 Schock von Belagerern freigekauft,1429,3,d2,0,0,0,0,,,,,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1634 12 mal von kroat. Reitern gepluendert,1634,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7037,1637 gepluendert,1637,3,b3,2,0,0,0,0,0,0,0,"10, 11"
7038,1432 Angriff der Hussiten,1432,1,e1,0,0,0,0,,,,,"10, 11"
7038,1477 Angriff des Hz. Hans von Sagan abgeschlagen,1477,1,e1,0,0,0,0,,,,,"10, 11"
7038,1655-57 Kriegsleiden durch poln. Einbrueche,1655,1,e1,0,0,0,0,,,,,"10, 11"
7038,1674-75 Kriegsleiden durch Schwed.,1674,1,f1,0,0,0,0,,,,,"10, 11"
7038,1759-60 Kriegsleiden durch Russ.,1759,1,f1,0,0,0,0,,,,,"10, 11"
7038,30jK (seit 1626) - Kriegsleiden,1618,1,f1,2,0,0,3,,,,,"10, 11"
7039,1656 von Polen und Kaiserl. heimgesucht,1656,1,f1,0,0,0,0,,,,,"10, 11"
7039,1658 von Polen und Kaiserl. heimgesucht,1658,1,f1,0,0,0,0,,,,,"10, 11"
7039,1675 Leistungen an schwed. Truppen,1675,3,b6,0,0,0,0,,,,,"10, 11"
7039,1760 russische Brandschatzung,1760,3,b4,0,0,0,0,,,,,"10, 11"
7039,30jK - auszerordentliche Leiden,1618,1,f1,2,0,0,3,,,,,"10, 11"
7041,1758 gepluendert von Schwed.,1758,3,b3,0,0,0,0,,,,,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1627,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1627,3,b1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1627,3,c1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1629,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1629,3,b1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1629,3,c1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1630,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1630,3,b1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1630,3,c1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1636,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1636,3,b1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1636,3,c1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1638,3,b1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1638,3,c1,2,1,0,0,0,0,0,0,"10, 11"
7041,"Einquartierungen, Kontributionen und Zerstoerungen im 30jK (1627, 1629, 1630, 1636, 1638 - 1642)",1638,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7043,1410 - 1413 Belagerung durch den Oler Sechsstaedtebund,1410,3,d2,0,0,0,0,,,,,"10, 11"
7043,1744 Durchmarsch und Einquartierung preusz. Truppen,1744,3,d1,0,0,0,0,,,,,"10, 11"
7043,1744 Durchmarsch und Einquartierung preusz. Truppen,1744,3,c1,0,0,0,0,,,,,"10, 11"
7044,1626 - schwere Leiden durch Wallenstein - 30jK,1626,1,f1,2,0,0,0,15,1,29,3,"10, 11"
7044,1633 - schwere Leiden durch Wallenstein - 30jK,1633,1,f1,2,0,0,0,15,1,29,3,"10, 11"
7044,1642 - schwere Leiden durch Schwed. - 30jK,1642,1,f1,2,0,0,0,28,2,21,7,"10, 11"
7044,1760 teilw. Zerstoerung der Langen Bruecke durch oesterr. Kommando,1760,2,a1,0,0,0,0,,,,,"10, 11"
7044,7jK- besonders schwere Bedrueckungen - da Friedrich d. Gr. Von Promnitz den Minister Bruehl als persoenlichen Feind betrachtete,1756,1,f1,3,0,0,2,,,,,"10, 11"
7045,1325/26 durch Bf. V. Lebus mit seinen poln. Verbuendeten,1325,1,f1,0,0,0,0,,,,,"10, 11"
7045,1348 - erfolglose Belagerung durch Karl IV,1348,3,d2,0,0,0,0,,,,,"10, 11"
7045,1373 - erfolglose Belagerung durch Karl IV,1373,3,d2,0,0,0,0,,,,,"10, 11"
7045,1431 - erfolglose Belagerung durch Hussiten,1431,3,d2,0,0,0,0,,,,,"10, 11"
7045,1432 - erfolglose Belagerung durch Hussiten,1432,3,d2,0,0,0,0,,,,,"10, 11"
7045,1450 - erfolglose Belagerung durch Polen,1450,3,d2,0,0,0,0,,,,,"10, 11"
7045,1476- erfolglose Belagerung durch Hans von Sagan,1476,3,d2,0,0,0,0,,,,,"10, 11"
7045,1631 Hauptquartier Tillys,1631,3,c7,2,0,0,0,14,1,29,3,"10, 11"
7045,1636 Quartier General Wrangels,1636,3,c1,2,0,0,0,73,2,21,7,"10, 11"
7045,1759 russ. Besetzung,1759,3,cd1,0,0,0,0,,,,,"10, 11"
7045,1760 erneut russ. Besetzung und Kontributionen,1760,3,cd1,0,0,0,0,,,,,"10, 11"
7045,1760 erneut russ. Besetzung und Kontributionen,1760,3,b1,0,0,0,0,,,,,"10, 11"
7045,3.4.1631 Erstuermung durch Gustav Adolf,1631,1,e9,2,0,0,0,30,2,21,7,"10, 11"
7045,Juli 1626 Durchmarsch von des Heeres Ernsts von Mansfeld,1626,3,d1,2,0,0,0,13,2,30,3,"10, 11"
7045,November 1627 und Juni 1628 Wallenstein in F.,1627,3,c2,2,0,0,0,15,1,29,3,"10, 11"
7045,November 1627 und Juni 1628 Wallenstein in F.,1628,3,c2,2,0,0,0,15,1,29,3,"10, 11"
7045,"Zerstoerung von Muehlen, Weinpressen 1631",1631,2,a1,2,0,0,0,0,0,0,0,"10, 11"
7045,dann (ab fruehestens 1631 bis 1644) abwechselnd durch Schwed. und Kaiserl erobert,1631,1,e2,0,0,0,2,,,,,"10, 11"
7045,dann (ab fruehestens 1631 bis 1644) abwechselnd durch Schwed. und Kaiserl erobert,1631,1,e2,0,0,0,2,,,,,"10, 11"
7046,1636 - Pluenderung; Kriegsleiden im 30jK,1636,3,b3,2,0,0,0,0,0,0,0,"10, 11"
7046,1637 - Pluenderung; Kriegsleiden im 30jK,1637,3,b3,2,0,0,0,0,0,0,0,"10, 11"
7046,1675 Schwedeneinfall,1675,1,e1,0,0,0,0,,,,,"10, 11"
7046,1759 russ. Brandschatzung,1759,3,b4,0,0,0,0,,,,,"10, 11"
7046,1759/60 Brandschatzungen,1759,3,b4,0,0,0,0,,,,,"10, 11"
7046,1759/60 Brandschatzungen,1760,3,b4,0,0,0,0,,,,,"10, 11"
7047,F wurde 1274 an die Herrn von Werle als Lehen vergeben - bald danach wurde es durch vom Mkgr. Erobert - seither Brand.,1274,1,e2,0,0,0,0,,,,,"10, 11"
7047,Kriegszerstoerungen in 2. Haelfte 13. Jh.,1250,2,a1,0,0,0,5,,,,,"10, 11"
7047,Starke Zerstoerungen im 30jK,1618,2,a1,2,0,0,3,,,,,"10, 11"
7048,"1620 -1621, 1631/32, 1638 saechs. Soldaten einquartiert, Pluenderungen",1620,3,c1,2,1,0,0,8,1,19,3,"10, 11"
7048,"1621 -1621, 1631/32, 1638 saechs. Soldaten einquartiert, Pluenderungen",1631,3,c1,2,1,0,0,9,2,19,3,"10, 11"
7048,"1622 -1621, 1631/32, 1638 saechs. Soldaten einquartiert, Pluenderungen",1638,3,c1,2,1,0,0,10,1,19,3,"10, 11"
7048,"1623 -1621, 1631/32, 1638 saechs. Soldaten einquartiert, Pluenderungen",1620,3,b3,2,1,0,0,8,1,19,3,"10, 11"
7048,"1624 -1621, 1631/32, 1638 saechs. Soldaten einquartiert, Pluenderungen",1631,3,b3,2,1,0,0,9,2,19,3,"10, 11"
7048,"1625 -1621, 1631/32, 1638 saechs. Soldaten einquartiert, Pluenderungen",1638,3,b3,2,1,0,0,10,1,19,3,"10, 11"
7048,1627/28 ksl. Truppen,1627,3,c1,2,0,0,0,5,1,29,3,"10, 11"
7048,"1631, 1648 - 50 schwed. Truppen",1631,3,c1,2,0,0,0,28,2,21,7,"10, 11"
7048,"1631, 1648 - 50 schwed. Truppen",1648,3,c1,0,0,0,0,,,,,"10, 11"
7048,1756 - 1763 Pluenderungen,1756,3,b3,0,0,0,2,,,,,"10, 11"
7048,Im 30jK 158 Hausstellen zerstoert,1618,2,a1,2,0,0,3,,,,,"10, 11"
7049,"1635/36 Belagerung der Burg, Pluenderung und Brandschatzung der Stadt durch Schweden",1635,3,d2,2,0,0,0,28,2,21,7,"10, 11"
7049,"1635/36 Belagerung der Burg, Pluenderung und Brandschatzung der Stadt durch Schweden",1635,3,b3,2,0,0,0,28,2,21,7,"10, 11"
7049,"1635/36 Belagerung der Burg, Pluenderung und Brandschatzung der Stadt durch Schweden",1635,3,b4,2,0,0,0,28,2,21,7,"10, 11"
7049,Feb. 1414 durch Burggr. Friedrich erobert,1414,1,e2,0,0,0,0,,,,,"10, 11"
7049,Im 30jK wiederholt Einquartierungen und Pluenderungen,1618,3,c1,2,0,0,3,,,,,"10, 11"
7049,Im 30jK wiederholt Einquartierungen und Pluenderungen,1618,3,c1,2,0,0,3,,,,,"10, 11"
7049,Im 30jK wiederholt Einquartierungen und Pluenderungen,1618,3,b3,2,0,0,3,,,,,"10, 11"
7050,1642 von Torstensohn in Brand gesteckt und in Asche gelegt,1642,2,a3,2,0,0,0,82,2,21,7,"10, 11"
7050,"Schwere Zerstoerungen, Drangsalierungen der Buerger im 30jK 1631 - 1644 durch schwed., kaiserl.",1631,1,f1,0,1,0,2,,,,,"10, 11"
7050,"Schwere Zerstoerungen, Drangsalierungen der Buerger im 30jK 1631 - 1644 durch schwed., kaiserl.",1631,1,f1,0,1,0,2,,,,,"10, 11"
7050,"Schwere Zerstoerungen, Drangsalierungen der Buerger im 30jK 1631 - 1644 durch schwed., kaiserl.",1631,2,a1,0,1,0,2,,,,,"10, 11"
7050,"Schwere Zerstoerungen, Drangsalierungen der Buerger im 30jK 1631 - 1644 durch schwed., kaiserl.",1631,2,a1,0,1,0,2,,,,,"10, 11"
7050,Von Hussiten gepluendert,1429,3,b3,0,0,0,0,,,,,"10, 11"
7052,1413 gebrandschatzt von den Quitzows,1413,3,b4,0,0,0,0,,,,,"10, 11"
7052,1432 gebrandschatzt von den Hussiten,1432,3,b4,0,0,0,0,,,,,"10, 11"
7052,"1627, 1633 Truppendurchzuege, Pkuenderungen und Zerstoerungen",1627,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7052,"1627, 1633 Truppendurchzuege, Pkuenderungen und Zerstoerungen",1627,3,b3,2,1,0,0,0,0,0,0,"10, 11"
7052,"1627, 1633 Truppendurchzuege, Pkuenderungen und Zerstoerungen",1627,3,d1,2,1,0,0,0,0,0,0,"10, 11"
7052,"1627, 1633 Truppendurchzuege, Pkuenderungen und Zerstoerungen",1633,2,a1,2,1,0,0,0,0,0,0,"10, 11"
7052,"1627, 1633 Truppendurchzuege, Pkuenderungen und Zerstoerungen",1633,3,b3,2,1,0,0,0,0,0,0,"10, 11"
7052,"1627, 1633 Truppendurchzuege, Pkuenderungen und Zerstoerungen",1633,3,d1,2,1,0,0,0,0,0,0,"10, 11"
7052,1631 von Kroaten ueberfallen und gepluendert,1631,1,e3,2,0,0,0,27,1,13,5,"10, 11"
7052,1631 von Kroaten ueberfallen und gepluendert,1631,3,b3,2,0,0,0,27,1,13,5,"10, 11"
7052,1760 F litt stark unter den Russ.,1760,1,f1,0,0,0,0,,,,,"10, 11"
7052,Juli 1528 ueberfallen und gepluendert von Nikolaus von Minckwitz (Stadthalter der Lausitz) - Fehde mit dem Bf.,1528,1,e3,0,0,0,0,,,,,"10, 11"
7052,Juli 1528 ueberfallen und gepluendert von Nikolaus von Minckwitz (Stadthalter der Lausitz) - Fehde mit dem Bf.,1528,3,b3,0,0,0,0,,,,,"10, 11"
7056,1354 Burg als Raubschloss von den Mkgr. Von Brandenburg und Meiszen bekriegt,1354,1,f1,0,0,0,0,,,,,"10, 11"
7057,1480 Besetzung von G. durch Truppen aus Prenzlau,1480,3,cd1,0,0,0,0,,,,,"10, 11"
7057,1674 Einquartierungen und Pluenderung,1674,3,c1,0,0,0,0,,,,,"10, 11"
7057,1674 Einquartierungen und Pluenderung,1674,3,b3,0,0,0,0,,,,,"10, 11"
7057,1760 Besetzung durch Kosaken,1760,3,cd1,0,0,0,0,,,,,"10, 11"
7057,"Im 30jK Pluenderung, stndrechtl. Erschieszungen, Requirierungen und Zerstoerungen",1618,1,g1,2,0,0,3,,,,,"10, 11"
7057,"Im 30jK Pluenderung, stndrechtl. Erschieszungen, Requirierungen und Zerstoerungen",1618,2,a1,2,0,0,3,,,,,"10, 11"
7057,"Im 30jK Pluenderung, stndrechtl. Erschieszungen, Requirierungen und Zerstoerungen",1618,3,b3,2,0,0,3,,,,,"10, 11"
7057,"Im 30jK Pluenderung, stndrechtl. Erschieszungen, Requirierungen und Zerstoerungen",1618,3,b2,2,0,0,3,,,,,"10, 11"
7057,Im 7jK 1758 Durchzug und 4 woechige Besetzung durch Schweden,1758,3,d1,0,0,0,0,,,,,"10, 11"
7057,Im 7jK 1758 Durchzug und 4 woechige Besetzung durch Schweden,1758,3,cd1,0,0,0,0,,,,,"10, 11"
7057,Schlacht bei G. 1316,1316,1,e5,0,0,0,0,,,,,"10, 11"
7058,Schwere Kriegsschaeden im 30jK,1618,2,a1,2,0,0,3,,,,,"10, 11"
7059,1319 Stadt stark bestuermt,1319,1,e9,0,0,0,0,,,,,"10, 11"
7059,1429 zerstoert von Hussiten,1429,2,a1,0,0,0,0,,,,,"10, 11"
7059,1631 Pluenderung und Pest durch die Kaiserl. Und Schweden  - G verlor im 30jK die Haelfte seiner Bewohner,1631,3,b3,2,0,0,0,m,0,0,0,"10, 11"
7059,1631 Pluenderung und Pest durch die Kaiserl. Und Schweden  - G verlor im 30jK die Haelfte seiner Bewohner,1631,1,g3,2,0,0,0,m,0,0,0,"10, 11"
7059,1631 Pluenderung und Pest durch die Kaiserl. Und Schweden  - G verlor im 30jK die Haelfte seiner Bewohner,1631,1,f2,2,0,0,0,m,0,0,0,"10, 11"
7059,1634 schlimmes Wueten der Kroaten  - G verlor im 30jK die Haelfte seiner Bewohner,1634,1,g2,2,0,0,0,27,1,13,5,"10, 11"
7059,1642 belagert und eingenommen von Schwed.  - G verlor im 30jK die Haelfte seiner Bewohner,1642,1,e2,2,0,0,0,28,2,21,7,"10, 11"
7059,1642 belagert und eingenommen von Schwed.  - G verlor im 30jK die Haelfte seiner Bewohner,1642,3,d2,2,0,0,0,28,2,21,7,"10, 11"
7059,1733 saechs. Heer vor G,1733,3,c3,0,0,0,0,,,,,"10, 11"
7059,"7jK - ""Verpflegungsgebiet"" fuer preusz. und gegnerische Truppen - Truppendurchmaersche",1756,3,b2,3,0,0,2,,,,,"10, 11"
7059,"7jK - ""Verpflegungsgebiet"" fuer preusz. und gegnerische Truppen - Truppendurchmaersche",1756,3,b2,3,0,0,2,,,,,"10, 11"
7059,"7jK - ""Verpflegungsgebiet"" fuer preusz. und gegnerische Truppen - Truppendurchmaersche",1756,3,d1,3,0,0,2,,,,,"10, 11"
7059,"7jK - ""Verpflegungsgebiet"" fuer preusz. und gegnerische Truppen - Truppendurchmaersche",1756,3,d1,3,0,0,2,,,,,"10, 11"
7059,Im Herbst 1758 Lager der saechs. Und russ. Armee,1758,3,c8,0,0,0,0,,,,,"10, 11"
7059,Sammelpunkt fuer die nach Polen rueckenden saechs. Truppen im Nordischen Krieg,1700,3,c5,16,0,0,2,,,,,"10, 11"
7060,1418 Schadensklagen nach Besetzung und Beschatzung der Stadt durch Raubritter,1418,3,cd1,0,0,0,0,,,,,"10, 11"
7060,1418 Schadensklagen nach Besetzung und Beschatzung der Stadt durch Raubritter,1418,3,b8,0,0,0,0,,,,,"10, 11"
7060,1488 Klagen ueber Raubueberfaelle,1488,3,b3,0,0,0,0,,,,,"10, 11"
7060,1626 ff. fortlaufende Schaeden im 30jK,1626,2,ab1,0,0,1,2,,,,,"10, 11"
7061,1633 Gymnasium ruiniert,1633,2,a1,2,0,0,0,0,0,0,0,"10, 11"
7061,1636 Stadt und Schule mehrmals gepluendert,1636,3,b3,2,0,0,0,0,0,0,0,"10, 11"
7061,1636 Stadt und Schule mehrmals gepluendert,1636,3,b3,2,0,0,0,0,0,0,0,"10, 11"
7061,Starke Schaeden durch den 30jK,1618,2,ab1,2,0,0,3,,,,,"10, 11"
7062,1406 ergab sich kampflos an Rudolf von Sachsen,1406,1,e6,0,0,0,0,,,,,"10, 11"
7062,1413 Niederlage gegen die Quitzows,1413,1,f1,0,0,0,0,,,,,"10, 11"
7062,1626 Wallenstein in J.,1626,3,c2,2,0,0,0,15,1,29,3,"10, 11"
7062,Leiden im 7jK,1756,1,f1,3,0,0,2,,,,,"10, 11"
7062,Starke Leiden im 30jK,1618,1,f1,2,0,0,3,,,,,"10, 11"
7063,1644 - 1648 Kontributionen an Schweden,1644,3,b1,2,0,0,0,28,2,21,7,"10, 11"
7064,1348 Buerger brachen die mkgrfl. Burg,1348,2,a1,0,0,0,0,,,,,"10, 11"
7064,1372 Belagerung durch Pommern,1372,3,d2,0,0,0,0,,,,,"10, 11"
7064,1433 durch Hussiten abgeschlagen (?),1433,1,f1,0,0,0,0,,,,,"10, 11"
7064,1636 von Schweden erstuermt - danach voellig verelendet,1636,1,e9,2,0,0,0,28,2,21,7,"10, 11"
7066,1643 durch Schweden verwuestet,1643,2,a1,2,0,0,0,28,2,21,7,"10, 11"
7067,30jK (1627-41) - schwere Leiden,1627,1,f1,0,0,0,2,,,,,"10, 11"
7067,Einquartierungen 1627/28,1627,3,c1,2,0,0,0,0,0,0,0,"10, 11"
7067,Kontributionen 1630,1630,3,b1,2,0,0,0,0,0,0,0,"10, 11"
7067,Kriegerische Auseinandersetzungen am Kremmer Damm 1334 und 1412,1334,1,f1,0,0,0,0,,,,,"10, 11"
7067,Kriegerische Auseinandersetzungen am Kremmer Damm 1334 und 1412,1412,1,f1,0,0,0,0,,,,,"10, 11"
7068,30jk - nur Vorstaedte litten,1618,1,f1,2,0,0,3,,,,,"10, 11"
7068,Aug 1758 - samt Vorstaedten durch Beschieszung fast vernichtet,1758,2,a2,0,0,0,0,,,,,"10, 11"
